Year,iso_code3,cost_enfu_fuel_furnace_gas_usd_per_m3
2048,GIN,13725.64626
2049,GIN,13725.64626
2050,GIN,13725.64626
2021,GMB,13725.64626
2022,GMB,13725.64626
2023,GMB,13725.64626
2024,GMB,13725.64626
2025,GMB,13725.64626
2026,GMB,13725.64626
2027,GMB,13725.64626
2028,GMB,13725.64626
2029,GMB,13725.64626
2030,GMB,13725.64626
2031,GMB,13725.64626
2032,GMB,13725.64626
2033,GMB,13725.64626
2034,GMB,13725.64626
2035,GMB,13725.64626
2036,GMB,13725.64626
2037,GMB,13725.64626
2038,GMB,13725.64626
2039,GMB,13725.64626
2040,GMB,13725.64626
2041,GMB,13725.64626
2042,GMB,13725.64626
2043,GMB,13725.64626
2044,GMB,13725.64626
2045,GMB,13725.64626
2046,GMB,13725.64626
2047,GMB,13725.64626
2048,GMB,13725.64626
2049,GMB,13725.64626
2050,GMB,13725.64626
2021,GNB,13725.64626
2022,GNB,13725.64626
2023,GNB,13725.64626
2024,GNB,13725.64626
2025,GNB,13725.64626
2026,GNB,13725.64626
2027,GNB,13725.64626
2028,GNB,13725.64626
2029,GNB,13725.64626
2030,GNB,13725.64626
2031,GNB,13725.64626
2032,GNB,13725.64626
2033,GNB,13725.64626
2034,GNB,13725.64626
2035,GNB,13725.64626
2036,GNB,13725.64626
2037,GNB,13725.64626
2038,GNB,13725.64626
2039,GNB,13725.64626
2040,GNB,13725.64626
2041,GNB,13725.64626
2042,GNB,13725.64626
2043,GNB,13725.64626
2044,GNB,13725.64626
2045,GNB,13725.64626
2046,GNB,13725.64626
2047,GNB,13725.64626
2048,GNB,13725.64626
2049,GNB,13725.64626
2050,GNB,13725.64626
2021,GNQ,13725.64626
2022,GNQ,13725.64626
2023,GNQ,13725.64626
2024,GNQ,13725.64626
2025,GNQ,13725.64626
2026,GNQ,13725.64626
2027,GNQ,13725.64626
2028,GNQ,13725.64626
2029,GNQ,13725.64626
2030,GNQ,13725.64626
2031,GNQ,13725.64626
2032,GNQ,13725.64626
2033,GNQ,13725.64626
2034,GNQ,13725.64626
2035,GNQ,13725.64626
2036,GNQ,13725.64626
2037,GNQ,13725.64626
2038,GNQ,13725.64626
2039,GNQ,13725.64626
2040,GNQ,13725.64626
2041,GNQ,13725.64626
2042,GNQ,13725.64626
2043,GNQ,13725.64626
2044,GNQ,13725.64626
2045,GNQ,13725.64626
2046,GNQ,13725.64626
2047,GNQ,13725.64626
2048,GNQ,13725.64626
2049,GNQ,13725.64626
2050,GNQ,13725.64626
2021,GRC,13725.64626
2022,GRC,13725.64626
2023,GRC,13725.64626
2024,GRC,13725.64626
2025,GRC,13725.64626
2026,GRC,13725.64626
2027,GRC,13725.64626
2028,GRC,13725.64626
2029,GRC,13725.64626
2030,GRC,13725.64626
2031,GRC,13725.64626
2032,GRC,13725.64626
2033,GRC,13725.64626
2034,GRC,13725.64626
2035,GRC,13725.64626
2036,GRC,13725.64626
2037,GRC,13725.64626
2038,GRC,13725.64626
2039,GRC,13725.64626
2040,GRC,13725.64626
2041,GRC,13725.64626
2042,GRC,13725.64626
2043,GRC,13725.64626
2044,GRC,13725.64626
2045,GRC,13725.64626
2046,GRC,13725.64626
2047,GRC,13725.64626
2048,GRC,13725.64626
2049,GRC,13725.64626
2050,GRC,13725.64626
2021,GRD,13725.64626
2022,GRD,13725.64626
2023,GRD,13725.64626
2024,GRD,13725.64626
2025,GRD,13725.64626
2026,GRD,13725.64626
2027,GRD,13725.64626
2028,GRD,13725.64626
2029,GRD,13725.64626
2030,GRD,13725.64626
2031,GRD,13725.64626
2032,GRD,13725.64626
2033,GRD,13725.64626
2034,GRD,13725.64626
2035,GRD,13725.64626
2036,GRD,13725.64626
2037,GRD,13725.64626
2038,GRD,13725.64626
2039,GRD,13725.64626
2040,GRD,13725.64626
2041,GRD,13725.64626
2042,GRD,13725.64626
2043,GRD,13725.64626
2044,GRD,13725.64626
2045,GRD,13725.64626
2046,GRD,13725.64626
2047,GRD,13725.64626
2048,GRD,13725.64626
2049,GRD,13725.64626
2050,GRD,13725.64626
2021,GRL,13725.64626
2022,GRL,13725.64626
2023,GRL,13725.64626
2024,GRL,13725.64626
2025,GRL,13725.64626
2026,GRL,13725.64626
2027,GRL,13725.64626
2028,GRL,13725.64626
2029,GRL,13725.64626
2030,GRL,13725.64626
2031,GRL,13725.64626
2032,GRL,13725.64626
2033,GRL,13725.64626
2034,GRL,13725.64626
2035,GRL,13725.64626
2036,GRL,13725.64626
2037,GRL,13725.64626
2038,GRL,13725.64626
2039,GRL,13725.64626
2040,GRL,13725.64626
2041,GRL,13725.64626
2042,GRL,13725.64626
2043,GRL,13725.64626
2044,GRL,13725.64626
2045,GRL,13725.64626
2046,GRL,13725.64626
2047,GRL,13725.64626
2048,GRL,13725.64626
2049,GRL,13725.64626
2050,GRL,13725.64626
2021,GTM,13725.64626
2022,GTM,13725.64626
2023,GTM,13725.64626
2024,GTM,13725.64626
2025,GTM,13725.64626
2026,GTM,13725.64626
2027,GTM,13725.64626
2028,GTM,13725.64626
2029,GTM,13725.64626
2030,GTM,13725.64626
2031,GTM,13725.64626
2032,GTM,13725.64626
2033,GTM,13725.64626
2034,GTM,13725.64626
2035,GTM,13725.64626
2036,GTM,13725.64626
2037,GTM,13725.64626
2038,GTM,13725.64626
2039,GTM,13725.64626
2040,GTM,13725.64626
2041,GTM,13725.64626
2042,GTM,13725.64626
2043,GTM,13725.64626
2044,GTM,13725.64626
2045,GTM,13725.64626
2046,GTM,13725.64626
2047,GTM,13725.64626
2048,GTM,13725.64626
2049,GTM,13725.64626
2050,GTM,13725.64626
2021,GUM,13725.64626
2022,GUM,13725.64626
2023,GUM,13725.64626
2024,GUM,13725.64626
2025,GUM,13725.64626
2026,GUM,13725.64626
2027,GUM,13725.64626
2028,GUM,13725.64626
2029,GUM,13725.64626
2030,GUM,13725.64626
2031,GUM,13725.64626
2032,GUM,13725.64626
2033,GUM,13725.64626
2034,GUM,13725.64626
2035,GUM,13725.64626
2036,GUM,13725.64626
2037,GUM,13725.64626
2038,GUM,13725.64626
2039,GUM,13725.64626
2040,GUM,13725.64626
2041,GUM,13725.64626
2042,GUM,13725.64626
2043,GUM,13725.64626
2044,GUM,13725.64626
2045,GUM,13725.64626
2046,GUM,13725.64626
2047,GUM,13725.64626
2048,GUM,13725.64626
2049,GUM,13725.64626
2050,GUM,13725.64626
2021,GUY,13725.64626
2022,GUY,13725.64626
2023,GUY,13725.64626
2024,GUY,13725.64626
2025,GUY,13725.64626
2026,GUY,13725.64626
2027,GUY,13725.64626
2028,GUY,13725.64626
2029,GUY,13725.64626
2030,GUY,13725.64626
2031,GUY,13725.64626
2032,GUY,13725.64626
2033,GUY,13725.64626
2034,GUY,13725.64626
2035,GUY,13725.64626
2036,GUY,13725.64626
2037,GUY,13725.64626
2038,GUY,13725.64626
2039,GUY,13725.64626
2040,GUY,13725.64626
2041,GUY,13725.64626
2042,GUY,13725.64626
2043,GUY,13725.64626
2044,GUY,13725.64626
2045,GUY,13725.64626
2046,GUY,13725.64626
2047,GUY,13725.64626
2048,GUY,13725.64626
2049,GUY,13725.64626
2050,GUY,13725.64626
2021,HKG,13725.64626
2022,HKG,13725.64626
2023,HKG,13725.64626
2024,HKG,13725.64626
2025,HKG,13725.64626
2026,HKG,13725.64626
2027,HKG,13725.64626
2028,HKG,13725.64626
2029,HKG,13725.64626
2030,HKG,13725.64626
2031,HKG,13725.64626
2032,HKG,13725.64626
2033,HKG,13725.64626
2034,HKG,13725.64626
2035,HKG,13725.64626
2036,HKG,13725.64626
2037,HKG,13725.64626
2038,HKG,13725.64626
2039,HKG,13725.64626
2040,HKG,13725.64626
2041,HKG,13725.64626
2042,HKG,13725.64626
2043,HKG,13725.64626
2044,HKG,13725.64626
2045,HKG,13725.64626
2046,HKG,13725.64626
2047,HKG,13725.64626
2048,HKG,13725.64626
2049,HKG,13725.64626
2050,HKG,13725.64626
2021,HND,13725.64626
2022,HND,13725.64626
2023,HND,13725.64626
2024,HND,13725.64626
2025,HND,13725.64626
2026,HND,13725.64626
2027,HND,13725.64626
2028,HND,13725.64626
2029,HND,13725.64626
2030,HND,13725.64626
2031,HND,13725.64626
2032,HND,13725.64626
2033,HND,13725.64626
2034,HND,13725.64626
2035,HND,13725.64626
2036,HND,13725.64626
2037,HND,13725.64626
2038,HND,13725.64626
2039,HND,13725.64626
2040,HND,13725.64626
2041,HND,13725.64626
2042,HND,13725.64626
2043,HND,13725.64626
2044,HND,13725.64626
2045,HND,13725.64626
2046,HND,13725.64626
2047,HND,13725.64626
2048,HND,13725.64626
2049,HND,13725.64626
2050,HND,13725.64626
2021,HRV,1250.0
2022,HRV,1250.0
2023,HRV,1250.0
2024,HRV,1250.0
2025,HRV,1250.0
2026,HRV,1250.0
2027,HRV,1250.0
2028,HRV,1250.0
2029,HRV,1250.0
2030,HRV,1250.0
2031,HRV,1250.0
2032,HRV,1250.0
2033,HRV,1250.0
2034,HRV,1250.0
2035,HRV,1250.0
2036,HRV,1250.0
2037,HRV,1250.0
2038,HRV,1250.0
2039,HRV,1250.0
2040,HRV,1250.0
2041,HRV,1250.0
2042,HRV,1250.0
2043,HRV,1250.0
2044,HRV,1250.0
2045,HRV,1250.0
2046,HRV,1250.0
2047,HRV,1250.0
2048,HRV,1250.0
2049,HRV,1250.0
2050,HRV,1250.0
2021,HTI,13725.64626
2022,HTI,13725.64626
2023,HTI,13725.64626
2024,HTI,13725.64626
2025,HTI,13725.64626
2026,HTI,13725.64626
2027,HTI,13725.64626
2028,HTI,13725.64626
2029,HTI,13725.64626
2030,HTI,13725.64626
2031,HTI,13725.64626
2032,HTI,13725.64626
2033,HTI,13725.64626
2034,HTI,13725.64626
2035,HTI,13725.64626
2036,HTI,13725.64626
2037,HTI,13725.64626
2038,HTI,13725.64626
2039,HTI,13725.64626
2040,HTI,13725.64626
2041,HTI,13725.64626
2042,HTI,13725.64626
2043,HTI,13725.64626
2044,HTI,13725.64626
2045,HTI,13725.64626
2046,HTI,13725.64626
2047,HTI,13725.64626
2048,HTI,13725.64626
2049,HTI,13725.64626
2050,HTI,13725.64626
2021,HUN,13725.64626
2022,HUN,13725.64626
2023,HUN,13725.64626
2024,HUN,13725.64626
2025,HUN,13725.64626
2026,HUN,13725.64626
2027,HUN,13725.64626
2028,HUN,13725.64626
2029,HUN,13725.64626
2030,HUN,13725.64626
2031,HUN,13725.64626
2032,HUN,13725.64626
2033,HUN,13725.64626
2034,HUN,13725.64626
2035,HUN,13725.64626
2036,HUN,13725.64626
2037,HUN,13725.64626
2038,HUN,13725.64626
2039,HUN,13725.64626
2040,HUN,13725.64626
2041,HUN,13725.64626
2042,HUN,13725.64626
2043,HUN,13725.64626
2044,HUN,13725.64626
2045,HUN,13725.64626
2046,HUN,13725.64626
2047,HUN,13725.64626
2048,HUN,13725.64626
2049,HUN,13725.64626
2050,HUN,13725.64626
2021,IDN,13725.64626
2022,IDN,13725.64626
2023,IDN,13725.64626
2024,IDN,13725.64626
2025,IDN,13725.64626
2026,IDN,13725.64626
2027,IDN,13725.64626
2028,IDN,13725.64626
2029,IDN,13725.64626
2030,IDN,13725.64626
2031,IDN,13725.64626
2032,IDN,13725.64626
2033,IDN,13725.64626
2034,IDN,13725.64626
2035,IDN,13725.64626
2036,IDN,13725.64626
2037,IDN,13725.64626
2038,IDN,13725.64626
2039,IDN,13725.64626
2040,IDN,13725.64626
2041,IDN,13725.64626
2042,IDN,13725.64626
2043,IDN,13725.64626
2044,IDN,13725.64626
2045,IDN,13725.64626
2046,IDN,13725.64626
2047,IDN,13725.64626
2048,IDN,13725.64626
2049,IDN,13725.64626
2050,IDN,13725.64626
2021,IMN,13725.64626
2022,IMN,13725.64626
2023,IMN,13725.64626
2024,IMN,13725.64626
2025,IMN,13725.64626
2026,IMN,13725.64626
2027,IMN,13725.64626
2028,IMN,13725.64626
2029,IMN,13725.64626
2030,IMN,13725.64626
2031,IMN,13725.64626
2032,IMN,13725.64626
2033,IMN,13725.64626
2034,IMN,13725.64626
2035,IMN,13725.64626
2036,IMN,13725.64626
2037,IMN,13725.64626
2038,IMN,13725.64626
2039,IMN,13725.64626
2040,IMN,13725.64626
2041,IMN,13725.64626
2042,IMN,13725.64626
2043,IMN,13725.64626
2044,IMN,13725.64626
2045,IMN,13725.64626
2046,IMN,13725.64626
2047,IMN,13725.64626
2048,IMN,13725.64626
2049,IMN,13725.64626
2050,IMN,13725.64626
2021,IND,13725.64626
2022,IND,13725.64626
2023,IND,13725.64626
2024,IND,13725.64626
2025,IND,13725.64626
2026,IND,13725.64626
2027,IND,13725.64626
2028,IND,13725.64626
2029,IND,13725.64626
2030,IND,13725.64626
2031,IND,13725.64626
2032,IND,13725.64626
2033,IND,13725.64626
2034,IND,13725.64626
2035,IND,13725.64626
2036,IND,13725.64626
2037,IND,13725.64626
2038,IND,13725.64626
2039,IND,13725.64626
2040,IND,13725.64626
2041,IND,13725.64626
2042,IND,13725.64626
2043,IND,13725.64626
2044,IND,13725.64626
2045,IND,13725.64626
2046,IND,13725.64626
2047,IND,13725.64626
2048,IND,13725.64626
2049,IND,13725.64626
2050,IND,13725.64626
2021,IRL,13725.64626
2022,IRL,13725.64626
2023,IRL,13725.64626
2024,IRL,13725.64626
2025,IRL,13725.64626
2026,IRL,13725.64626
2027,IRL,13725.64626
2028,IRL,13725.64626
2029,IRL,13725.64626
2030,IRL,13725.64626
2031,IRL,13725.64626
2032,IRL,13725.64626
2033,IRL,13725.64626
2034,IRL,13725.64626
2035,IRL,13725.64626
2036,IRL,13725.64626
2037,IRL,13725.64626
2038,IRL,13725.64626
2039,IRL,13725.64626
2040,IRL,13725.64626
2041,IRL,13725.64626
2042,IRL,13725.64626
2043,IRL,13725.64626
2044,IRL,13725.64626
2045,IRL,13725.64626
2046,IRL,13725.64626
2047,IRL,13725.64626
2048,IRL,13725.64626
2049,IRL,13725.64626
2050,IRL,13725.64626
2021,IRN,13725.64626
2022,IRN,13725.64626
2023,IRN,13725.64626
2024,IRN,13725.64626
2025,IRN,13725.64626
2026,IRN,13725.64626
2027,IRN,13725.64626
2028,IRN,13725.64626
2029,IRN,13725.64626
2030,IRN,13725.64626
2031,IRN,13725.64626
2032,IRN,13725.64626
2033,IRN,13725.64626
2034,IRN,13725.64626
2035,IRN,13725.64626
2036,IRN,13725.64626
2037,IRN,13725.64626
2038,IRN,13725.64626
2039,IRN,13725.64626
2040,IRN,13725.64626
2041,IRN,13725.64626
2042,IRN,13725.64626
2043,IRN,13725.64626
2044,IRN,13725.64626
2045,IRN,13725.64626
2046,IRN,13725.64626
2047,IRN,13725.64626
2048,IRN,13725.64626
2049,IRN,13725.64626
2050,IRN,13725.64626
2021,IRQ,13725.64626
2022,IRQ,13725.64626
2023,IRQ,13725.64626
2024,IRQ,13725.64626
2025,IRQ,13725.64626
2026,IRQ,13725.64626
2027,IRQ,13725.64626
2028,IRQ,13725.64626
2029,IRQ,13725.64626
2030,IRQ,13725.64626
2031,IRQ,13725.64626
2032,IRQ,13725.64626
2033,IRQ,13725.64626
2034,IRQ,13725.64626
2035,IRQ,13725.64626
2036,IRQ,13725.64626
2037,IRQ,13725.64626
2038,IRQ,13725.64626
2039,IRQ,13725.64626
2040,IRQ,13725.64626
2041,IRQ,13725.64626
2042,IRQ,13725.64626
2043,IRQ,13725.64626
2044,IRQ,13725.64626
2045,IRQ,13725.64626
2046,IRQ,13725.64626
2047,IRQ,13725.64626
2048,IRQ,13725.64626
2049,IRQ,13725.64626
2050,IRQ,13725.64626
2021,ISL,13725.64626
2022,ISL,13725.64626
2023,ISL,13725.64626
2024,ISL,13725.64626
2025,ISL,13725.64626
2026,ISL,13725.64626
2027,ISL,13725.64626
2028,ISL,13725.64626
2029,ISL,13725.64626
2030,ISL,13725.64626
2031,ISL,13725.64626
2032,ISL,13725.64626
2033,ISL,13725.64626
2034,ISL,13725.64626
2035,ISL,13725.64626
2036,ISL,13725.64626
2037,ISL,13725.64626
2038,ISL,13725.64626
2039,ISL,13725.64626
2040,ISL,13725.64626
2041,ISL,13725.64626
2042,ISL,13725.64626
2043,ISL,13725.64626
2044,ISL,13725.64626
2045,ISL,13725.64626
2046,ISL,13725.64626
2047,ISL,13725.64626
2048,ISL,13725.64626
2049,ISL,13725.64626
2050,ISL,13725.64626
2021,ISR,13725.64626
2022,ISR,13725.64626
2023,ISR,13725.64626
2024,ISR,13725.64626
2025,ISR,13725.64626
2026,ISR,13725.64626
2027,ISR,13725.64626
2028,ISR,13725.64626
2029,ISR,13725.64626
2030,ISR,13725.64626
2031,ISR,13725.64626
2032,ISR,13725.64626
2033,ISR,13725.64626
2034,ISR,13725.64626
2035,ISR,13725.64626
2036,ISR,13725.64626
2037,ISR,13725.64626
2038,ISR,13725.64626
2039,ISR,13725.64626
2040,ISR,13725.64626
2041,ISR,13725.64626
2042,ISR,13725.64626
2043,ISR,13725.64626
2044,ISR,13725.64626
2045,ISR,13725.64626
2046,ISR,13725.64626
2047,ISR,13725.64626
2048,ISR,13725.64626
2049,ISR,13725.64626
2050,ISR,13725.64626
2021,ITA,13725.64626
2022,ITA,13725.64626
2023,ITA,13725.64626
2024,ITA,13725.64626
2025,ITA,13725.64626
2026,ITA,13725.64626
2027,ITA,13725.64626
2028,ITA,13725.64626
2029,ITA,13725.64626
2030,ITA,13725.64626
2031,ITA,13725.64626
2032,ITA,13725.64626
2033,ITA,13725.64626
2034,ITA,13725.64626
2035,ITA,13725.64626
2036,ITA,13725.64626
2037,ITA,13725.64626
2038,ITA,13725.64626
2039,ITA,13725.64626
2040,ITA,13725.64626
2041,ITA,13725.64626
2042,ITA,13725.64626
2043,ITA,13725.64626
2044,ITA,13725.64626
2045,ITA,13725.64626
2046,ITA,13725.64626
2047,ITA,13725.64626
2048,ITA,13725.64626
2049,ITA,13725.64626
2050,ITA,13725.64626
2021,JAM,13725.64626
2022,JAM,13725.64626
2023,JAM,13725.64626
2024,JAM,13725.64626
2025,JAM,13725.64626
2026,JAM,13725.64626
2027,JAM,13725.64626
2028,JAM,13725.64626
2029,JAM,13725.64626
2030,JAM,13725.64626
2031,JAM,13725.64626
2032,JAM,13725.64626
2033,JAM,13725.64626
2034,JAM,13725.64626
2035,JAM,13725.64626
2036,JAM,13725.64626
2037,JAM,13725.64626
2038,JAM,13725.64626
2039,JAM,13725.64626
2040,JAM,13725.64626
2041,JAM,13725.64626
2042,JAM,13725.64626
2043,JAM,13725.64626
2044,JAM,13725.64626
2045,JAM,13725.64626
2046,JAM,13725.64626
2047,JAM,13725.64626
2048,JAM,13725.64626
2049,JAM,13725.64626
2050,JAM,13725.64626
2021,JOR,13725.64626
2022,JOR,13725.64626
2023,JOR,13725.64626
2024,JOR,13725.64626
2025,JOR,13725.64626
2026,JOR,13725.64626
2027,JOR,13725.64626
2028,JOR,13725.64626
2029,JOR,13725.64626
2030,JOR,13725.64626
2031,JOR,13725.64626
2032,JOR,13725.64626
2033,JOR,13725.64626
2034,JOR,13725.64626
2035,JOR,13725.64626
2036,JOR,13725.64626
2037,JOR,13725.64626
2038,JOR,13725.64626
2039,JOR,13725.64626
2040,JOR,13725.64626
2041,JOR,13725.64626
2042,JOR,13725.64626
2043,JOR,13725.64626
2044,JOR,13725.64626
2045,JOR,13725.64626
2046,JOR,13725.64626
2047,JOR,13725.64626
2048,JOR,13725.64626
2049,JOR,13725.64626
2050,JOR,13725.64626
2021,JPN,13725.64626
2022,JPN,13725.64626
2023,JPN,13725.64626
2024,JPN,13725.64626
2025,JPN,13725.64626
2026,JPN,13725.64626
2027,JPN,13725.64626
2028,JPN,13725.64626
2029,JPN,13725.64626
2030,JPN,13725.64626
2031,JPN,13725.64626
2032,JPN,13725.64626
2033,JPN,13725.64626
2034,JPN,13725.64626
2035,JPN,13725.64626
2036,JPN,13725.64626
2037,JPN,13725.64626
2038,JPN,13725.64626
2039,JPN,13725.64626
2040,JPN,13725.64626
2041,JPN,13725.64626
2042,JPN,13725.64626
2043,JPN,13725.64626
2044,JPN,13725.64626
2045,JPN,13725.64626
2046,JPN,13725.64626
2047,JPN,13725.64626
2048,JPN,13725.64626
2049,JPN,13725.64626
2050,JPN,13725.64626
2021,KAZ,13725.64626
2022,KAZ,13725.64626
2023,KAZ,13725.64626
2024,KAZ,13725.64626
2025,KAZ,13725.64626
2026,KAZ,13725.64626
2027,KAZ,13725.64626
2028,KAZ,13725.64626
2029,KAZ,13725.64626
2030,KAZ,13725.64626
2031,KAZ,13725.64626
2032,KAZ,13725.64626
2033,KAZ,13725.64626
2034,KAZ,13725.64626
2035,KAZ,13725.64626
2036,KAZ,13725.64626
2037,KAZ,13725.64626
2038,KAZ,13725.64626
2039,KAZ,13725.64626
2040,KAZ,13725.64626
2041,KAZ,13725.64626
2042,KAZ,13725.64626
2043,KAZ,13725.64626
2044,KAZ,13725.64626
2045,KAZ,13725.64626
2046,KAZ,13725.64626
2047,KAZ,13725.64626
2048,KAZ,13725.64626
2049,KAZ,13725.64626
2050,KAZ,13725.64626
2021,KEN,13725.64626
2022,KEN,13725.64626
2023,KEN,13725.64626
2024,KEN,13725.64626
2025,KEN,13725.64626
2026,KEN,13725.64626
2027,KEN,13725.64626
2028,KEN,13725.64626
2029,KEN,13725.64626
2030,KEN,13725.64626
2031,KEN,13725.64626
2032,KEN,13725.64626
2033,KEN,13725.64626
2034,KEN,13725.64626
2035,KEN,13725.64626
2036,KEN,13725.64626
2037,KEN,13725.64626
2038,KEN,13725.64626
2039,KEN,13725.64626
2040,KEN,13725.64626
2041,KEN,13725.64626
2042,KEN,13725.64626
2043,KEN,13725.64626
2044,KEN,13725.64626
2045,KEN,13725.64626
2046,KEN,13725.64626
2047,KEN,13725.64626
2048,KEN,13725.64626
2049,KEN,13725.64626
2050,KEN,13725.64626
2021,KGZ,13725.64626
2022,KGZ,13725.64626
2023,KGZ,13725.64626
2024,KGZ,13725.64626
2025,KGZ,13725.64626
2026,KGZ,13725.64626
2027,KGZ,13725.64626
2028,KGZ,13725.64626
2029,KGZ,13725.64626
2030,KGZ,13725.64626
2031,KGZ,13725.64626
2032,KGZ,13725.64626
2033,KGZ,13725.64626
2034,KGZ,13725.64626
2035,KGZ,13725.64626
2036,KGZ,13725.64626
2037,KGZ,13725.64626
2038,KGZ,13725.64626
2039,KGZ,13725.64626
2040,KGZ,13725.64626
2041,KGZ,13725.64626
2042,KGZ,13725.64626
2043,KGZ,13725.64626
2044,KGZ,13725.64626
2045,KGZ,13725.64626
2046,KGZ,13725.64626
2047,KGZ,13725.64626
2048,KGZ,13725.64626
2049,KGZ,13725.64626
2050,KGZ,13725.64626
2021,KHM,13725.64626
2022,KHM,13725.64626
2023,KHM,13725.64626
2024,KHM,13725.64626
2025,KHM,13725.64626
2026,KHM,13725.64626
2027,KHM,13725.64626
2028,KHM,13725.64626
2029,KHM,13725.64626
2030,KHM,13725.64626
2031,KHM,13725.64626
2032,KHM,13725.64626
2033,KHM,13725.64626
2034,KHM,13725.64626
2035,KHM,13725.64626
2036,KHM,13725.64626
2037,KHM,13725.64626
2038,KHM,13725.64626
2039,KHM,13725.64626
2040,KHM,13725.64626
2041,KHM,13725.64626
2042,KHM,13725.64626
2043,KHM,13725.64626
2044,KHM,13725.64626
2045,KHM,13725.64626
2046,KHM,13725.64626
2047,KHM,13725.64626
2048,KHM,13725.64626
2049,KHM,13725.64626
2050,KHM,13725.64626
2021,KIR,13725.64626
2022,KIR,13725.64626
2023,KIR,13725.64626
2024,KIR,13725.64626
2025,KIR,13725.64626
2026,KIR,13725.64626
2027,KIR,13725.64626
2028,KIR,13725.64626
2029,KIR,13725.64626
2030,KIR,13725.64626
2031,KIR,13725.64626
2032,KIR,13725.64626
2033,KIR,13725.64626
2034,KIR,13725.64626
2035,KIR,13725.64626
2036,KIR,13725.64626
2037,KIR,13725.64626
2038,KIR,13725.64626
2039,KIR,13725.64626
2040,KIR,13725.64626
2041,KIR,13725.64626
2042,KIR,13725.64626
2043,KIR,13725.64626
2044,KIR,13725.64626
2045,KIR,13725.64626
2046,KIR,13725.64626
2047,KIR,13725.64626
2048,KIR,13725.64626
2049,KIR,13725.64626
2050,KIR,13725.64626
2021,KNA,13725.64626
2022,KNA,13725.64626
2023,KNA,13725.64626
2024,KNA,13725.64626
2025,KNA,13725.64626
2026,KNA,13725.64626
2027,KNA,13725.64626
2028,KNA,13725.64626
2029,KNA,13725.64626
2030,KNA,13725.64626
2031,KNA,13725.64626
2032,KNA,13725.64626
2033,KNA,13725.64626
2034,KNA,13725.64626
2035,KNA,13725.64626
2036,KNA,13725.64626
2037,KNA,13725.64626
2038,KNA,13725.64626
2039,KNA,13725.64626
2040,KNA,13725.64626
2041,KNA,13725.64626
2042,KNA,13725.64626
2043,KNA,13725.64626
2044,KNA,13725.64626
2045,KNA,13725.64626
2046,KNA,13725.64626
2047,KNA,13725.64626
2048,KNA,13725.64626
2049,KNA,13725.64626
2050,KNA,13725.64626
2021,KOR,13725.64626
2022,KOR,13725.64626
2023,KOR,13725.64626
2024,KOR,13725.64626
2025,KOR,13725.64626
2026,KOR,13725.64626
2027,KOR,13725.64626
2028,KOR,13725.64626
2029,KOR,13725.64626
2030,KOR,13725.64626
2031,KOR,13725.64626
2032,KOR,13725.64626
2033,KOR,13725.64626
2034,KOR,13725.64626
2035,KOR,13725.64626
2036,KOR,13725.64626
2037,KOR,13725.64626
2038,KOR,13725.64626
2039,KOR,13725.64626
2040,KOR,13725.64626
2041,KOR,13725.64626
2042,KOR,13725.64626
2043,KOR,13725.64626
2044,KOR,13725.64626
2045,KOR,13725.64626
2046,KOR,13725.64626
2047,KOR,13725.64626
2048,KOR,13725.64626
2049,KOR,13725.64626
2050,KOR,13725.64626
2021,KWT,13725.64626
2022,KWT,13725.64626
2023,KWT,13725.64626
2024,KWT,13725.64626
2025,KWT,13725.64626
2026,KWT,13725.64626
2027,KWT,13725.64626
2028,KWT,13725.64626
2029,KWT,13725.64626
2030,KWT,13725.64626
2031,KWT,13725.64626
2032,KWT,13725.64626
2033,KWT,13725.64626
2034,KWT,13725.64626
2035,KWT,13725.64626
2036,KWT,13725.64626
2037,KWT,13725.64626
2038,KWT,13725.64626
2039,KWT,13725.64626
2040,KWT,13725.64626
2041,KWT,13725.64626
2042,KWT,13725.64626
2043,KWT,13725.64626
2044,KWT,13725.64626
2045,KWT,13725.64626
2046,KWT,13725.64626
2047,KWT,13725.64626
2048,KWT,13725.64626
2049,KWT,13725.64626
2050,KWT,13725.64626
2021,LAO,13725.64626
2022,LAO,13725.64626
2023,LAO,13725.64626
2024,LAO,13725.64626
2025,LAO,13725.64626
2026,LAO,13725.64626
2027,LAO,13725.64626
2028,LAO,13725.64626
2029,LAO,13725.64626
2030,LAO,13725.64626
2031,LAO,13725.64626
2032,LAO,13725.64626
2033,LAO,13725.64626
2034,LAO,13725.64626
2035,LAO,13725.64626
2036,LAO,13725.64626
2037,LAO,13725.64626
2038,LAO,13725.64626
2039,LAO,13725.64626
2040,LAO,13725.64626
2041,LAO,13725.64626
2042,LAO,13725.64626
2043,LAO,13725.64626
2044,LAO,13725.64626
2045,LAO,13725.64626
2046,LAO,13725.64626
2047,LAO,13725.64626
2048,LAO,13725.64626
2049,LAO,13725.64626
2050,LAO,13725.64626
2021,LBN,13725.64626
2022,LBN,13725.64626
2023,LBN,13725.64626
2024,LBN,13725.64626
2025,LBN,13725.64626
2026,LBN,13725.64626
2027,LBN,13725.64626
2028,LBN,13725.64626
2029,LBN,13725.64626
2030,LBN,13725.64626
2031,LBN,13725.64626
2032,LBN,13725.64626
2033,LBN,13725.64626
2034,LBN,13725.64626
2035,LBN,13725.64626
2036,LBN,13725.64626
2037,LBN,13725.64626
2038,LBN,13725.64626
