"iso_code3","Year","frac_wali_ww_domestic_urban_treatment_path_primary"
"MAR",2048,0
"MAR",2049,0
"MAR",2050,0
"MDG",2021,0
"MDG",2022,0
"MDG",2023,0
"MDG",2024,0
"MDG",2025,0
"MDG",2026,0
"MDG",2027,0
"MDG",2028,0
"MDG",2029,0
"MDG",2030,0
"MDG",2031,0
"MDG",2032,0
"MDG",2033,0
"MDG",2034,0
"MDG",2035,0
"MDG",2036,0
"MDG",2037,0
"MDG",2038,0
"MDG",2039,0
"MDG",2040,0
"MDG",2041,0
"MDG",2042,0
"MDG",2043,0
"MDG",2044,0
"MDG",2045,0
"MDG",2046,0
"MDG",2047,0
"MDG",2048,0
"MDG",2049,0
"MDG",2050,0
"MDV",2021,0
"MDV",2022,0
"MDV",2023,0
"MDV",2024,0
"MDV",2025,0
"MDV",2026,0
"MDV",2027,0
"MDV",2028,0
"MDV",2029,0
"MDV",2030,0
"MDV",2031,0
"MDV",2032,0
"MDV",2033,0
"MDV",2034,0
"MDV",2035,0
"MDV",2036,0
"MDV",2037,0
"MDV",2038,0
"MDV",2039,0
"MDV",2040,0
"MDV",2041,0
"MDV",2042,0
"MDV",2043,0
"MDV",2044,0
"MDV",2045,0
"MDV",2046,0
"MDV",2047,0
"MDV",2048,0
"MDV",2049,0
"MDV",2050,0
"MEX",2021,0.0041133941083271
"MEX",2022,0.0041133941083271
"MEX",2023,0.0041133941083271
"MEX",2024,0.0041133941083271
"MEX",2025,0.0041133941083271
"MEX",2026,0.0041133941083271
"MEX",2027,0.0041133941083271
"MEX",2028,0.0041133941083271
"MEX",2029,0.0041133941083271
"MEX",2030,0.0041133941083271
"MEX",2031,0.0041133941083271
"MEX",2032,0.0041133941083271
"MEX",2033,0.0041133941083271
"MEX",2034,0.0041133941083271
"MEX",2035,0.0041133941083271
"MEX",2036,0.0041133941083271
"MEX",2037,0.0041133941083271
"MEX",2038,0.0041133941083271
"MEX",2039,0.0041133941083271
"MEX",2040,0.0041133941083271
"MEX",2041,0.0041133941083271
"MEX",2042,0.0041133941083271
"MEX",2043,0.0041133941083271
"MEX",2044,0.0041133941083271
"MEX",2045,0.0041133941083271
"MEX",2046,0.0041133941083271
"MEX",2047,0.0041133941083271
"MEX",2048,0.0041133941083271
"MEX",2049,0.0041133941083271
"MEX",2050,0.0041133941083271
"MKD",2021,0
"MKD",2022,0
"MKD",2023,0
"MKD",2024,0
"MKD",2025,0
"MKD",2026,0
"MKD",2027,0
"MKD",2028,0
"MKD",2029,0
"MKD",2030,0
"MKD",2031,0
"MKD",2032,0
"MKD",2033,0
"MKD",2034,0
"MKD",2035,0
"MKD",2036,0
"MKD",2037,0
"MKD",2038,0
"MKD",2039,0
"MKD",2040,0
"MKD",2041,0
"MKD",2042,0
"MKD",2043,0
"MKD",2044,0
"MKD",2045,0
"MKD",2046,0
"MKD",2047,0
"MKD",2048,0
"MKD",2049,0
"MKD",2050,0
"MLI",2021,0
"MLI",2022,0
"MLI",2023,0
"MLI",2024,0
"MLI",2025,0
"MLI",2026,0
"MLI",2027,0
"MLI",2028,0
"MLI",2029,0
"MLI",2030,0
"MLI",2031,0
"MLI",2032,0
"MLI",2033,0
"MLI",2034,0
"MLI",2035,0
"MLI",2036,0
"MLI",2037,0
"MLI",2038,0
"MLI",2039,0
"MLI",2040,0
"MLI",2041,0
"MLI",2042,0
"MLI",2043,0
"MLI",2044,0
"MLI",2045,0
"MLI",2046,0
"MLI",2047,0
"MLI",2048,0
"MLI",2049,0
"MLI",2050,0
"MLT",2021,0
"MLT",2022,0
"MLT",2023,0
"MLT",2024,0
"MLT",2025,0
"MLT",2026,0
"MLT",2027,0
"MLT",2028,0
"MLT",2029,0
"MLT",2030,0
"MLT",2031,0
"MLT",2032,0
"MLT",2033,0
"MLT",2034,0
"MLT",2035,0
"MLT",2036,0
"MLT",2037,0
"MLT",2038,0
"MLT",2039,0
"MLT",2040,0
"MLT",2041,0
"MLT",2042,0
"MLT",2043,0
"MLT",2044,0
"MLT",2045,0
"MLT",2046,0
"MLT",2047,0
"MLT",2048,0
"MLT",2049,0
"MLT",2050,0
"MMR",2021,0
"MMR",2022,0
"MMR",2023,0
"MMR",2024,0
"MMR",2025,0
"MMR",2026,0
"MMR",2027,0
"MMR",2028,0
"MMR",2029,0
"MMR",2030,0
"MMR",2031,0
"MMR",2032,0
"MMR",2033,0
"MMR",2034,0
"MMR",2035,0
"MMR",2036,0
"MMR",2037,0
"MMR",2038,0
"MMR",2039,0
"MMR",2040,0
"MMR",2041,0
"MMR",2042,0
"MMR",2043,0
"MMR",2044,0
"MMR",2045,0
"MMR",2046,0
"MMR",2047,0
"MMR",2048,0
"MMR",2049,0
"MMR",2050,0
"MNE",2021,0
"MNE",2022,0
"MNE",2023,0
"MNE",2024,0
"MNE",2025,0
"MNE",2026,0
"MNE",2027,0
"MNE",2028,0
"MNE",2029,0
"MNE",2030,0
"MNE",2031,0
"MNE",2032,0
"MNE",2033,0
"MNE",2034,0
"MNE",2035,0
"MNE",2036,0
"MNE",2037,0
"MNE",2038,0
"MNE",2039,0
"MNE",2040,0
"MNE",2041,0
"MNE",2042,0
"MNE",2043,0
"MNE",2044,0
"MNE",2045,0
"MNE",2046,0
"MNE",2047,0
"MNE",2048,0
"MNE",2049,0
"MNE",2050,0
"MNG",2021,0
"MNG",2022,0
"MNG",2023,0
"MNG",2024,0
"MNG",2025,0
"MNG",2026,0
"MNG",2027,0
"MNG",2028,0
"MNG",2029,0
"MNG",2030,0
"MNG",2031,0
"MNG",2032,0
"MNG",2033,0
"MNG",2034,0
"MNG",2035,0
"MNG",2036,0
"MNG",2037,0
"MNG",2038,0
"MNG",2039,0
"MNG",2040,0
"MNG",2041,0
"MNG",2042,0
"MNG",2043,0
"MNG",2044,0
"MNG",2045,0
"MNG",2046,0
"MNG",2047,0
"MNG",2048,0
"MNG",2049,0
"MNG",2050,0
"MOZ",2021,0
"MOZ",2022,0
"MOZ",2023,0
"MOZ",2024,0
"MOZ",2025,0
"MOZ",2026,0
"MOZ",2027,0
"MOZ",2028,0
"MOZ",2029,0
"MOZ",2030,0
"MOZ",2031,0
"MOZ",2032,0
"MOZ",2033,0
"MOZ",2034,0
"MOZ",2035,0
"MOZ",2036,0
"MOZ",2037,0
"MOZ",2038,0
"MOZ",2039,0
"MOZ",2040,0
"MOZ",2041,0
"MOZ",2042,0
"MOZ",2043,0
"MOZ",2044,0
"MOZ",2045,0
"MOZ",2046,0
"MOZ",2047,0
"MOZ",2048,0
"MOZ",2049,0
"MOZ",2050,0
"MRT",2021,0.00259675638035598
"MRT",2022,0.00259579628305474
"MRT",2023,0.00259483623936079
"MRT",2024,0.00259387624926963
"MRT",2025,0.00259291631277678
"MRT",2026,0.00259181942023236
"MRT",2027,0.00259072258690556
"MRT",2028,0.00258962581279157
"MRT",2029,0.00258852909788561
"MRT",2030,0.00258743244218287
"MRT",2031,0.00258620282797294
"MRT",2032,0.00258497328128579
"MRT",2033,0.00258374380211585
"MRT",2034,0.00258251439045756
"MRT",2035,0.00258128504630537
"MRT",2036,0.00257994558142506
"MRT",2037,0.00257860618753917
"MRT",2038,0.00257726686464205
"MRT",2039,0.00257592761272807
"MRT",2040,0.00257458843179158
"MRT",2041,0.00257317266865142
"MRT",2042,0.00257175697268602
"MRT",2043,0.00257034134389059
"MRT",2044,0.00256892578226036
"MRT",2045,0.00256751028779053
"MRT",2046,0.0025660356118895
"MRT",2047,0.00256456099583886
"MRT",2048,0.00256308643963496
"MRT",2049,0.00256161194327416
"MRT",2050,0.00256013750675282
"MUS",2021,0
"MUS",2022,0
"MUS",2023,0
"MUS",2024,0
"MUS",2025,0
"MUS",2026,0
"MUS",2027,0
"MUS",2028,0
"MUS",2029,0
"MUS",2030,0
"MUS",2031,0
"MUS",2032,0
"MUS",2033,0
"MUS",2034,0
"MUS",2035,0
"MUS",2036,0
"MUS",2037,0
"MUS",2038,0
"MUS",2039,0
"MUS",2040,0
"MUS",2041,0
"MUS",2042,0
"MUS",2043,0
"MUS",2044,0
"MUS",2045,0
"MUS",2046,0
"MUS",2047,0
"MUS",2048,0
"MUS",2049,0
"MUS",2050,0
"MWI",2021,0
"MWI",2022,0
"MWI",2023,0
"MWI",2024,0
"MWI",2025,0
"MWI",2026,0
"MWI",2027,0
"MWI",2028,0
"MWI",2029,0
"MWI",2030,0
"MWI",2031,0
"MWI",2032,0
"MWI",2033,0
"MWI",2034,0
"MWI",2035,0
"MWI",2036,0
"MWI",2037,0
"MWI",2038,0
"MWI",2039,0
"MWI",2040,0
"MWI",2041,0
"MWI",2042,0
"MWI",2043,0
"MWI",2044,0
"MWI",2045,0
"MWI",2046,0
"MWI",2047,0
"MWI",2048,0
"MWI",2049,0
"MWI",2050,0
"MYS",2021,0
"MYS",2022,0
"MYS",2023,0
"MYS",2024,0
"MYS",2025,0
"MYS",2026,0
"MYS",2027,0
"MYS",2028,0
"MYS",2029,0
"MYS",2030,0
"MYS",2031,0
"MYS",2032,0
"MYS",2033,0
"MYS",2034,0
"MYS",2035,0
"MYS",2036,0
"MYS",2037,0
"MYS",2038,0
"MYS",2039,0
"MYS",2040,0
"MYS",2041,0
"MYS",2042,0
"MYS",2043,0
"MYS",2044,0
"MYS",2045,0
"MYS",2046,0
"MYS",2047,0
"MYS",2048,0
"MYS",2049,0
"MYS",2050,0
"NAM",2021,0
"NAM",2022,0
"NAM",2023,0
"NAM",2024,0
"NAM",2025,0
"NAM",2026,0
"NAM",2027,0
"NAM",2028,0
"NAM",2029,0
"NAM",2030,0
"NAM",2031,0
"NAM",2032,0
"NAM",2033,0
"NAM",2034,0
"NAM",2035,0
"NAM",2036,0
"NAM",2037,0
"NAM",2038,0
"NAM",2039,0
"NAM",2040,0
"NAM",2041,0
"NAM",2042,0
"NAM",2043,0
"NAM",2044,0
"NAM",2045,0
"NAM",2046,0
"NAM",2047,0
"NAM",2048,0
"NAM",2049,0
"NAM",2050,0
"NER",2021,0
"NER",2022,0
"NER",2023,0
"NER",2024,0
"NER",2025,0
"NER",2026,0
"NER",2027,0
"NER",2028,0
"NER",2029,0
"NER",2030,0
"NER",2031,0
"NER",2032,0
"NER",2033,0
"NER",2034,0
"NER",2035,0
"NER",2036,0
"NER",2037,0
"NER",2038,0
"NER",2039,0
"NER",2040,0
"NER",2041,0
"NER",2042,0
"NER",2043,0
"NER",2044,0
"NER",2045,0
"NER",2046,0
"NER",2047,0
"NER",2048,0
"NER",2049,0
"NER",2050,0
"NGA",2021,0
"NGA",2022,0
"NGA",2023,0
"NGA",2024,0
"NGA",2025,0
"NGA",2026,0
"NGA",2027,0
"NGA",2028,0
"NGA",2029,0
"NGA",2030,0
"NGA",2031,0
"NGA",2032,0
"NGA",2033,0
"NGA",2034,0
"NGA",2035,0
"NGA",2036,0
"NGA",2037,0
"NGA",2038,0
"NGA",2039,0
"NGA",2040,0
"NGA",2041,0
"NGA",2042,0
"NGA",2043,0
"NGA",2044,0
"NGA",2045,0
"NGA",2046,0
"NGA",2047,0
"NGA",2048,0
"NGA",2049,0
"NGA",2050,0
"NIC",2021,0
"NIC",2022,0
"NIC",2023,0
"NIC",2024,0
"NIC",2025,0
"NIC",2026,0
"NIC",2027,0
"NIC",2028,0
"NIC",2029,0
"NIC",2030,0
"NIC",2031,0
"NIC",2032,0
"NIC",2033,0
"NIC",2034,0
"NIC",2035,0
"NIC",2036,0
"NIC",2037,0
"NIC",2038,0
"NIC",2039,0
"NIC",2040,0
"NIC",2041,0
"NIC",2042,0
"NIC",2043,0
"NIC",2044,0
"NIC",2045,0
"NIC",2046,0
"NIC",2047,0
"NIC",2048,0
"NIC",2049,0
"NIC",2050,0
"NLD",2021,0
"NLD",2022,0
"NLD",2023,0
"NLD",2024,0
"NLD",2025,0
"NLD",2026,0
"NLD",2027,0
"NLD",2028,0
"NLD",2029,0
"NLD",2030,0
"NLD",2031,0
"NLD",2032,0
"NLD",2033,0
"NLD",2034,0
"NLD",2035,0
"NLD",2036,0
"NLD",2037,0
"NLD",2038,0
"NLD",2039,0
"NLD",2040,0
"NLD",2041,0
"NLD",2042,0
"NLD",2043,0
"NLD",2044,0
"NLD",2045,0
"NLD",2046,0
"NLD",2047,0
"NLD",2048,0
"NLD",2049,0
"NLD",2050,0
"NOR",2021,0.0421098050802462
"NOR",2022,0.0421098050802462
"NOR",2023,0.0421098050802462
"NOR",2024,0.0421098050802462
"NOR",2025,0.0421098050802462
"NOR",2026,0.0421098050802462
"NOR",2027,0.0421098050802462
"NOR",2028,0.0421098050802462
"NOR",2029,0.0421098050802462
"NOR",2030,0.0421098050802462
"NOR",2031,0.0421098050802462
"NOR",2032,0.0421098050802462
"NOR",2033,0.0421098050802462
"NOR",2034,0.0421098050802462
"NOR",2035,0.0421098050802462
"NOR",2036,0.0421098050802462
"NOR",2037,0.0421098050802462
"NOR",2038,0.0421098050802462
"NOR",2039,0.0421098050802462
"NOR",2040,0.0421098050802462
"NOR",2041,0.0421098050802462
"NOR",2042,0.0421098050802462
"NOR",2043,0.0421098050802462
"NOR",2044,0.0421098050802462
"NOR",2045,0.0421098050802462
"NOR",2046,0.0421098050802462
"NOR",2047,0.0421098050802462
"NOR",2048,0.0421098050802462
"NOR",2049,0.0421098050802462
"NOR",2050,0.0421098050802462
"NPL",2021,0.11234773847794
"NPL",2022,0.11234773847794
"NPL",2023,0.11234773847794
"NPL",2024,0.11234773847794
"NPL",2025,0.11234773847794
"NPL",2026,0.11234773847794
"NPL",2027,0.11234773847794
"NPL",2028,0.11234773847794
"NPL",2029,0.11234773847794
"NPL",2030,0.11234773847794
"NPL",2031,0.11234773847794
"NPL",2032,0.11234773847794
"NPL",2033,0.11234773847794
"NPL",2034,0.11234773847794
"NPL",2035,0.11234773847794
"NPL",2036,0.11234773847794
"NPL",2037,0.11234773847794
"NPL",2038,0.11234773847794
"NPL",2039,0.11234773847794
"NPL",2040,0.11234773847794
"NPL",2041,0.11234773847794
"NPL",2042,0.11234773847794
"NPL",2043,0.11234773847794
"NPL",2044,0.11234773847794
"NPL",2045,0.11234773847794
"NPL",2046,0.11234773847794
"NPL",2047,0.11234773847794
"NPL",2048,0.11234773847794
"NPL",2049,0.11234773847794
"NPL",2050,0.11234773847794
"NZL",2021,0.120145895995553
"NZL",2022,0.120145895995553
"NZL",2023,0.120145895995553
"NZL",2024,0.120145895995553
"NZL",2025,0.120145895995553
"NZL",2026,0.120145895995553
"NZL",2027,0.120145895995553
"NZL",2028,0.120145895995553
"NZL",2029,0.120145895995553
"NZL",2030,0.120145895995553
"NZL",2031,0.120145895995553
"NZL",2032,0.120145895995553
"NZL",2033,0.120145895995553
"NZL",2034,0.120145895995553
"NZL",2035,0.120145895995553
"NZL",2036,0.120145895995553
"NZL",2037,0.120145895995553
"NZL",2038,0.120145895995553
"NZL",2039,0.120145895995553
"NZL",2040,0.120145895995553
"NZL",2041,0.120145895995553
"NZL",2042,0.120145895995553
"NZL",2043,0.120145895995553
"NZL",2044,0.120145895995553
"NZL",2045,0.120145895995553
"NZL",2046,0.120145895995553
"NZL",2047,0.120145895995553
"NZL",2048,0.120145895995553
"NZL",2049,0.120145895995553
"NZL",2050,0.120145895995553
"OMN",2021,0
"OMN",2022,0
"OMN",2023,0
"OMN",2024,0
"OMN",2025,0
"OMN",2026,0
"OMN",2027,0
"OMN",2028,0
"OMN",2029,0
"OMN",2030,0
"OMN",2031,0
"OMN",2032,0
"OMN",2033,0
"OMN",2034,0
"OMN",2035,0
"OMN",2036,0
"OMN",2037,0
"OMN",2038,0
"OMN",2039,0
"OMN",2040,0
"OMN",2041,0
"OMN",2042,0
"OMN",2043,0
"OMN",2044,0
"OMN",2045,0
"OMN",2046,0
"OMN",2047,0
"OMN",2048,0
"OMN",2049,0
"OMN",2050,0
"PAK",2021,0.00036
"PAK",2022,0.00036
"PAK",2023,0.00036
"PAK",2024,0.00036
"PAK",2025,0.00036
"PAK",2026,0.00036
"PAK",2027,0.00036
"PAK",2028,0.00036
"PAK",2029,0.00036
"PAK",2030,0.00036
"PAK",2031,0.00036
"PAK",2032,0.00036
"PAK",2033,0.00036
"PAK",2034,0.00036
"PAK",2035,0.00036
"PAK",2036,0.00036
"PAK",2037,0.00036
"PAK",2038,0.00036
"PAK",2039,0.00036
"PAK",2040,0.00036
"PAK",2041,0.00036
"PAK",2042,0.00036
"PAK",2043,0.00036
"PAK",2044,0.00036
"PAK",2045,0.00036
"PAK",2046,0.00036
"PAK",2047,0.00036
"PAK",2048,0.00036
"PAK",2049,0.00036
"PAK",2050,0.00036
"PAN",2021,0
"PAN",2022,0
"PAN",2023,0
"PAN",2024,0
"PAN",2025,0
"PAN",2026,0
"PAN",2027,0
"PAN",2028,0
"PAN",2029,0
"PAN",2030,0
"PAN",2031,0
"PAN",2032,0
"PAN",2033,0
"PAN",2034,0
"PAN",2035,0
"PAN",2036,0
"PAN",2037,0
"PAN",2038,0
"PAN",2039,0
"PAN",2040,0
"PAN",2041,0
"PAN",2042,0
"PAN",2043,0
"PAN",2044,0
"PAN",2045,0
"PAN",2046,0
"PAN",2047,0
"PAN",2048,0
"PAN",2049,0
"PAN",2050,0
"PER",2021,0
"PER",2022,0
"PER",2023,0
"PER",2024,0
"PER",2025,0
"PER",2026,0
"PER",2027,0
"PER",2028,0
"PER",2029,0
"PER",2030,0
"PER",2031,0
"PER",2032,0
"PER",2033,0
"PER",2034,0
"PER",2035,0
"PER",2036,0
"PER",2037,0
"PER",2038,0
"PER",2039,0
"PER",2040,0
"PER",2041,0
"PER",2042,0
"PER",2043,0
"PER",2044,0
"PER",2045,0
"PER",2046,0
"PER",2047,0
"PER",2048,0
"PER",2049,0
"PER",2050,0
"PHL",2021,0
"PHL",2022,0
"PHL",2023,0
"PHL",2024,0
"PHL",2025,0
"PHL",2026,0
"PHL",2027,0
"PHL",2028,0
"PHL",2029,0
"PHL",2030,0
"PHL",2031,0
"PHL",2032,0
"PHL",2033,0
"PHL",2034,0
"PHL",2035,0
"PHL",2036,0
"PHL",2037,0
"PHL",2038,0
"PHL",2039,0
"PHL",2040,0
"PHL",2041,0
"PHL",2042,0
"PHL",2043,0
"PHL",2044,0
"PHL",2045,0
"PHL",2046,0
"PHL",2047,0
"PHL",2048,0
"PHL",2049,0
"PHL",2050,0
"PNG",2021,0
"PNG",2022,0
"PNG",2023,0
"PNG",2024,0
"PNG",2025,0
"PNG",2026,0
"PNG",2027,0
"PNG",2028,0
"PNG",2029,0
"PNG",2030,0
"PNG",2031,0
"PNG",2032,0
"PNG",2033,0
"PNG",2034,0
"PNG",2035,0
"PNG",2036,0
"PNG",2037,0
"PNG",2038,0
"PNG",2039,0
"PNG",2040,0
"PNG",2041,0
"PNG",2042,0
"PNG",2043,0
"PNG",2044,0
"PNG",2045,0
"PNG",2046,0
"PNG",2047,0
"PNG",2048,0
"PNG",2049,0
"PNG",2050,0
"POL",2021,0.0134200204412116
"POL",2022,0.0134200204412116
"POL",2023,0.0134200204412116
"POL",2024,0.0134200204412116
"POL",2025,0.0134200204412116
"POL",2026,0.0134200204412116
"POL",2027,0.0134200204412116
"POL",2028,0.0134200204412116
"POL",2029,0.0134200204412116
"POL",2030,0.0134200204412116
"POL",2031,0.0134200204412116
"POL",2032,0.0134200204412116
"POL",2033,0.0134200204412116
"POL",2034,0.0134200204412116
"POL",2035,0.0134200204412116
"POL",2036,0.0134200204412116
"POL",2037,0.0134200204412116
"POL",2038,0.0134200204412116
"POL",2039,0.0134200204412116
"POL",2040,0.0134200204412116
"POL",2041,0.0134200204412116
"POL",2042,0.0134200204412116
"POL",2043,0.0134200204412116
"POL",2044,0.0134200204412116
"POL",2045,0.0134200204412116
"POL",2046,0.0134200204412116
"POL",2047,0.0134200204412116
"POL",2048,0.0134200204412116
"POL",2049,0.0134200204412116
"POL",2050,0.0134200204412116
"PRI",2021,0
"PRI",2022,0
"PRI",2023,0
"PRI",2024,0
"PRI",2025,0
"PRI",2026,0
"PRI",2027,0
"PRI",2028,0
"PRI",2029,0
"PRI",2030,0
"PRI",2031,0
"PRI",2032,0
"PRI",2033,0
"PRI",2034,0
"PRI",2035,0
"PRI",2036,0
"PRI",2037,0
"PRI",2038,0
"PRI",2039,0
"PRI",2040,0
"PRI",2041,0
"PRI",2042,0
"PRI",2043,0
"PRI",2044,0
"PRI",2045,0
"PRI",2046,0
"PRI",2047,0
"PRI",2048,0
"PRI",2049,0
"PRI",2050,0
"PRT",2021,0.00252686308492201
"PRT",2022,0.00252686308492201
"PRT",2023,0.00252686308492201
"PRT",2024,0.00252686308492201
"PRT",2025,0.00252686308492201
"PRT",2026,0.00252686308492201
"PRT",2027,0.00252686308492201
"PRT",2028,0.00252686308492201
"PRT",2029,0.00252686308492201
"PRT",2030,0.00252686308492201
"PRT",2031,0.00252686308492201
"PRT",2032,0.00252686308492201
"PRT",2033,0.00252686308492201
"PRT",2034,0.00252686308492201
"PRT",2035,0.00252686308492201
"PRT",2036,0.00252686308492201
"PRT",2037,0.00252686308492201
"PRT",2038,0.00252686308492201
"PRT",2039,0.00252686308492201
"PRT",2040,0.00252686308492201
"PRT",2041,0.00252686308492201
"PRT",2042,0.00252686308492201
"PRT",2043,0.00252686308492201
"PRT",2044,0.00252686308492201
"PRT",2045,0.00252686308492201
"PRT",2046,0.00252686308492201
"PRT",2047,0.00252686308492201
"PRT",2048,0.00252686308492201
"PRT",2049,0.00252686308492201
"PRT",2050,0.00252686308492201
"PRY",2021,0
"PRY",2022,0
"PRY",2023,0
"PRY",2024,0
"PRY",2025,0
"PRY",2026,0
"PRY",2027,0
"PRY",2028,0
"PRY",2029,0
"PRY",2030,0
"PRY",2031,0
"PRY",2032,0
"PRY",2033,0
"PRY",2034,0
"PRY",2035,0
"PRY",2036,0
"PRY",2037,0
"PRY",2038,0
"PRY",2039,0
"PRY",2040,0
"PRY",2041,0
"PRY",2042,0
"PRY",2043,0
"PRY",2044,0
"PRY",2045,0
"PRY",2046,0
"PRY",2047,0
"PRY",2048,0
"PRY",2049,0
"PRY",2050,0
"QAT",2021,0
"QAT",2022,0
"QAT",2023,0
"QAT",2024,0
"QAT",2025,0
"QAT",2026,0
"QAT",2027,0
"QAT",2028,0
"QAT",2029,0
"QAT",2030,0
"QAT",2031,0
"QAT",2032,0
"QAT",2033,0
"QAT",2034,0
"QAT",2035,0
"QAT",2036,0
"QAT",2037,0
"QAT",2038,0
"QAT",2039,0
"QAT",2040,0
"QAT",2041,0
"QAT",2042,0
"QAT",2043,0
"QAT",2044,0
"QAT",2045,0
"QAT",2046,0
"QAT",2047,0
"QAT",2048,0
"QAT",2049,0
"QAT",2050,0
"ROU",2021,0.0895461030287059
"ROU",2022,0.0895461030287059
"ROU",2023,0.0895461030287059
"ROU",2024,0.0895461030287059
"ROU",2025,0.0895461030287059
"ROU",2026,0.0895461030287059
"ROU",2027,0.0895461030287059
"ROU",2028,0.0895461030287059
"ROU",2029,0.0895461030287059
"ROU",2030,0.0895461030287059
"ROU",2031,0.0895461030287059
"ROU",2032,0.0895461030287059
"ROU",2033,0.0895461030287059
"ROU",2034,0.0895461030287059
"ROU",2035,0.0895461030287059
"ROU",2036,0.0895461030287059
"ROU",2037,0.0895461030287059
"ROU",2038,0.0895461030287059
"ROU",2039,0.0895461030287059
"ROU",2040,0.0895461030287059
"ROU",2041,0.0895461030287059
"ROU",2042,0.0895461030287059
"ROU",2043,0.0895461030287059
"ROU",2044,0.0895461030287059
"ROU",2045,0.0895461030287059
"ROU",2046,0.0895461030287059
"ROU",2047,0.0895461030287059
"ROU",2048,0.0895461030287059
"ROU",2049,0.0895461030287059
"ROU",2050,0.0895461030287059
"RUS",2021,0
"RUS",2022,0
"RUS",2023,0
"RUS",2024,0
"RUS",2025,0
"RUS",2026,0
"RUS",2027,0
"RUS",2028,0
"RUS",2029,0
"RUS",2030,0
"RUS",2031,0
"RUS",2032,0
"RUS",2033,0
"RUS",2034,0
"RUS",2035,0
"RUS",2036,0
"RUS",2037,0
"RUS",2038,0
"RUS",2039,0
"RUS",2040,0
"RUS",2041,0
"RUS",2042,0
"RUS",2043,0
"RUS",2044,0
"RUS",2045,0
"RUS",2046,0
"RUS",2047,0
"RUS",2048,0
"RUS",2049,0
"RUS",2050,0
"RWA",2021,0
"RWA",2022,0
"RWA",2023,0
"RWA",2024,0
"RWA",2025,0
"RWA",2026,0
"RWA",2027,0
"RWA",2028,0
"RWA",2029,0
"RWA",2030,0
"RWA",2031,0
"RWA",2032,0
"RWA",2033,0
"RWA",2034,0
"RWA",2035,0
"RWA",2036,0
"RWA",2037,0
"RWA",2038,0
"RWA",2039,0
"RWA",2040,0
"RWA",2041,0
"RWA",2042,0
"RWA",2043,0
"RWA",2044,0
"RWA",2045,0
"RWA",2046,0
"RWA",2047,0
"RWA",2048,0
"RWA",2049,0
"RWA",2050,0
"SAU",2021,0
"SAU",2022,0
"SAU",2023,0
"SAU",2024,0
"SAU",2025,0
"SAU",2026,0
"SAU",2027,0
"SAU",2028,0
"SAU",2029,0
"SAU",2030,0
"SAU",2031,0
"SAU",2032,0
"SAU",2033,0
"SAU",2034,0
"SAU",2035,0
"SAU",2036,0
"SAU",2037,0
"SAU",2038,0
"SAU",2039,0
"SAU",2040,0
"SAU",2041,0
"SAU",2042,0
"SAU",2043,0
"SAU",2044,0
"SAU",2045,0
"SAU",2046,0
"SAU",2047,0
"SAU",2048,0
"SAU",2049,0
"SAU",2050,0
"SDN",2021,0
"SDN",2022,0
"SDN",2023,0
"SDN",2024,0
"SDN",2025,0
"SDN",2026,0
"SDN",2027,0
"SDN",2028,0
"SDN",2029,0
"SDN",2030,0
"SDN",2031,0
"SDN",2032,0
"SDN",2033,0
"SDN",2034,0
"SDN",2035,0
"SDN",2036,0
"SDN",2037,0
"SDN",2038,0
"SDN",2039,0
"SDN",2040,0
"SDN",2041,0
"SDN",2042,0
"SDN",2043,0
"SDN",2044,0
"SDN",2045,0
"SDN",2046,0
"SDN",2047,0
"SDN",2048,0
"SDN",2049,0
"SDN",2050,0
"SEN",2021,0
"SEN",2022,0
"SEN",2023,0
"SEN",2024,0
"SEN",2025,0
"SEN",2026,0
"SEN",2027,0
"SEN",2028,0
"SEN",2029,0
"SEN",2030,0
"SEN",2031,0
"SEN",2032,0
"SEN",2033,0
"SEN",2034,0
"SEN",2035,0
"SEN",2036,0
"SEN",2037,0
"SEN",2038,0
"SEN",2039,0
"SEN",2040,0
"SEN",2041,0
"SEN",2042,0
"SEN",2043,0
"SEN",2044,0
"SEN",2045,0
"SEN",2046,0
"SEN",2047,0
"SEN",2048,0
"SEN",2049,0
"SEN",2050,0
"SGP",2021,0
"SGP",2022,0
"SGP",2023,0
"SGP",2024,0
"SGP",2025,0
"SGP",2026,0
"SGP",2027,0
"SGP",2028,0
"SGP",2029,0
"SGP",2030,0
"SGP",2031,0
"SGP",2032,0
"SGP",2033,0
"SGP",2034,0
"SGP",2035,0
"SGP",2036,0
"SGP",2037,0
"SGP",2038,0
"SGP",2039,0
"SGP",2040,0
"SGP",2041,0
"SGP",2042,0
"SGP",2043,0
"SGP",2044,0
"SGP",2045,0
"SGP",2046,0
"SGP",2047,0
"SGP",2048,0
"SGP",2049,0
"SGP",2050,0
"SLB",2021,0
"SLB",2022,0
"SLB",2023,0
"SLB",2024,0
"SLB",2025,0
"SLB",2026,0
"SLB",2027,0
"SLB",2028,0
"SLB",2029,0
"SLB",2030,0
"SLB",2031,0
"SLB",2032,0
"SLB",2033,0
"SLB",2034,0
"SLB",2035,0
"SLB",2036,0
"SLB",2037,0
"SLB",2038,0
"SLB",2039,0
"SLB",2040,0
"SLB",2041,0
"SLB",2042,0
"SLB",2043,0
"SLB",2044,0
"SLB",2045,0
"SLB",2046,0
"SLB",2047,0
"SLB",2048,0
