"iso_code3","Year","frac_wali_ww_domestic_urban_treatment_path_primary"
"ESP",2022,0.01178337104191
"ESP",2023,0.01178337104191
"ESP",2024,0.01178337104191
"ESP",2025,0.01178337104191
"ESP",2026,0.01178337104191
"ESP",2027,0.01178337104191
"ESP",2028,0.01178337104191
"ESP",2029,0.01178337104191
"ESP",2030,0.01178337104191
"ESP",2031,0.01178337104191
"ESP",2032,0.01178337104191
"ESP",2033,0.01178337104191
"ESP",2034,0.01178337104191
"ESP",2035,0.01178337104191
"ESP",2036,0.01178337104191
"ESP",2037,0.01178337104191
"ESP",2038,0.01178337104191
"ESP",2039,0.01178337104191
"ESP",2040,0.01178337104191
"ESP",2041,0.01178337104191
"ESP",2042,0.01178337104191
"ESP",2043,0.01178337104191
"ESP",2044,0.01178337104191
"ESP",2045,0.01178337104191
"ESP",2046,0.01178337104191
"ESP",2047,0.01178337104191
"ESP",2048,0.01178337104191
"ESP",2049,0.01178337104191
"ESP",2050,0.01178337104191
"EST",2021,0
"EST",2022,0
"EST",2023,0
"EST",2024,0
"EST",2025,0
"EST",2026,0
"EST",2027,0
"EST",2028,0
"EST",2029,0
"EST",2030,0
"EST",2031,0
"EST",2032,0
"EST",2033,0
"EST",2034,0
"EST",2035,0
"EST",2036,0
"EST",2037,0
"EST",2038,0
"EST",2039,0
"EST",2040,0
"EST",2041,0
"EST",2042,0
"EST",2043,0
"EST",2044,0
"EST",2045,0
"EST",2046,0
"EST",2047,0
"EST",2048,0
"EST",2049,0
"EST",2050,0
"ETH",2021,0
"ETH",2022,0
"ETH",2023,0
"ETH",2024,0
"ETH",2025,0
"ETH",2026,0
"ETH",2027,0
"ETH",2028,0
"ETH",2029,0
"ETH",2030,0
"ETH",2031,0
"ETH",2032,0
"ETH",2033,0
"ETH",2034,0
"ETH",2035,0
"ETH",2036,0
"ETH",2037,0
"ETH",2038,0
"ETH",2039,0
"ETH",2040,0
"ETH",2041,0
"ETH",2042,0
"ETH",2043,0
"ETH",2044,0
"ETH",2045,0
"ETH",2046,0
"ETH",2047,0
"ETH",2048,0
"ETH",2049,0
"ETH",2050,0
"FIN",2021,0
"FIN",2022,0
"FIN",2023,0
"FIN",2024,0
"FIN",2025,0
"FIN",2026,0
"FIN",2027,0
"FIN",2028,0
"FIN",2029,0
"FIN",2030,0
"FIN",2031,0
"FIN",2032,0
"FIN",2033,0
"FIN",2034,0
"FIN",2035,0
"FIN",2036,0
"FIN",2037,0
"FIN",2038,0
"FIN",2039,0
"FIN",2040,0
"FIN",2041,0
"FIN",2042,0
"FIN",2043,0
"FIN",2044,0
"FIN",2045,0
"FIN",2046,0
"FIN",2047,0
"FIN",2048,0
"FIN",2049,0
"FIN",2050,0
"FJI",2021,0
"FJI",2022,0
"FJI",2023,0
"FJI",2024,0
"FJI",2025,0
"FJI",2026,0
"FJI",2027,0
"FJI",2028,0
"FJI",2029,0
"FJI",2030,0
"FJI",2031,0
"FJI",2032,0
"FJI",2033,0
"FJI",2034,0
"FJI",2035,0
"FJI",2036,0
"FJI",2037,0
"FJI",2038,0
"FJI",2039,0
"FJI",2040,0
"FJI",2041,0
"FJI",2042,0
"FJI",2043,0
"FJI",2044,0
"FJI",2045,0
"FJI",2046,0
"FJI",2047,0
"FJI",2048,0
"FJI",2049,0
"FJI",2050,0
"FRA",2021,0
"FRA",2022,0
"FRA",2023,0
"FRA",2024,0
"FRA",2025,0
"FRA",2026,0
"FRA",2027,0
"FRA",2028,0
"FRA",2029,0
"FRA",2030,0
"FRA",2031,0
"FRA",2032,0
"FRA",2033,0
"FRA",2034,0
"FRA",2035,0
"FRA",2036,0
"FRA",2037,0
"FRA",2038,0
"FRA",2039,0
"FRA",2040,0
"FRA",2041,0
"FRA",2042,0
"FRA",2043,0
"FRA",2044,0
"FRA",2045,0
"FRA",2046,0
"FRA",2047,0
"FRA",2048,0
"FRA",2049,0
"FRA",2050,0
"GAB",2021,0
"GAB",2022,0
"GAB",2023,0
"GAB",2024,0
"GAB",2025,0
"GAB",2026,0
"GAB",2027,0
"GAB",2028,0
"GAB",2029,0
"GAB",2030,0
"GAB",2031,0
"GAB",2032,0
"GAB",2033,0
"GAB",2034,0
"GAB",2035,0
"GAB",2036,0
"GAB",2037,0
"GAB",2038,0
"GAB",2039,0
"GAB",2040,0
"GAB",2041,0
"GAB",2042,0
"GAB",2043,0
"GAB",2044,0
"GAB",2045,0
"GAB",2046,0
"GAB",2047,0
"GAB",2048,0
"GAB",2049,0
"GAB",2050,0
"GEO",2021,0
"GEO",2022,0
"GEO",2023,0
"GEO",2024,0
"GEO",2025,0
"GEO",2026,0
"GEO",2027,0
"GEO",2028,0
"GEO",2029,0
"GEO",2030,0
"GEO",2031,0
"GEO",2032,0
"GEO",2033,0
"GEO",2034,0
"GEO",2035,0
"GEO",2036,0
"GEO",2037,0
"GEO",2038,0
"GEO",2039,0
"GEO",2040,0
"GEO",2041,0
"GEO",2042,0
"GEO",2043,0
"GEO",2044,0
"GEO",2045,0
"GEO",2046,0
"GEO",2047,0
"GEO",2048,0
"GEO",2049,0
"GEO",2050,0
"GHA",2021,0
"GHA",2022,0
"GHA",2023,0
"GHA",2024,0
"GHA",2025,0
"GHA",2026,0
"GHA",2027,0
"GHA",2028,0
"GHA",2029,0
"GHA",2030,0
"GHA",2031,0
"GHA",2032,0
"GHA",2033,0
"GHA",2034,0
"GHA",2035,0
"GHA",2036,0
"GHA",2037,0
"GHA",2038,0
"GHA",2039,0
"GHA",2040,0
"GHA",2041,0
"GHA",2042,0
"GHA",2043,0
"GHA",2044,0
"GHA",2045,0
"GHA",2046,0
"GHA",2047,0
"GHA",2048,0
"GHA",2049,0
"GHA",2050,0
"GIN",2021,0
"GIN",2022,0
"GIN",2023,0
"GIN",2024,0
"GIN",2025,0
"GIN",2026,0
"GIN",2027,0
"GIN",2028,0
"GIN",2029,0
"GIN",2030,0
"GIN",2031,0
"GIN",2032,0
"GIN",2033,0
"GIN",2034,0
"GIN",2035,0
"GIN",2036,0
"GIN",2037,0
"GIN",2038,0
"GIN",2039,0
"GIN",2040,0
"GIN",2041,0
"GIN",2042,0
"GIN",2043,0
"GIN",2044,0
"GIN",2045,0
"GIN",2046,0
"GIN",2047,0
"GIN",2048,0
"GIN",2049,0
"GIN",2050,0
"GNB",2021,0
"GNB",2022,0
"GNB",2023,0
"GNB",2024,0
"GNB",2025,0
"GNB",2026,0
"GNB",2027,0
"GNB",2028,0
"GNB",2029,0
"GNB",2030,0
"GNB",2031,0
"GNB",2032,0
"GNB",2033,0
"GNB",2034,0
"GNB",2035,0
"GNB",2036,0
"GNB",2037,0
"GNB",2038,0
"GNB",2039,0
"GNB",2040,0
"GNB",2041,0
"GNB",2042,0
"GNB",2043,0
"GNB",2044,0
"GNB",2045,0
"GNB",2046,0
"GNB",2047,0
"GNB",2048,0
"GNB",2049,0
"GNB",2050,0
"GNQ",2021,0
"GNQ",2022,0
"GNQ",2023,0
"GNQ",2024,0
"GNQ",2025,0
"GNQ",2026,0
"GNQ",2027,0
"GNQ",2028,0
"GNQ",2029,0
"GNQ",2030,0
"GNQ",2031,0
"GNQ",2032,0
"GNQ",2033,0
"GNQ",2034,0
"GNQ",2035,0
"GNQ",2036,0
"GNQ",2037,0
"GNQ",2038,0
"GNQ",2039,0
"GNQ",2040,0
"GNQ",2041,0
"GNQ",2042,0
"GNQ",2043,0
"GNQ",2044,0
"GNQ",2045,0
"GNQ",2046,0
"GNQ",2047,0
"GNQ",2048,0
"GNQ",2049,0
"GNQ",2050,0
"GRC",2021,0
"GRC",2022,0
"GRC",2023,0
"GRC",2024,0
"GRC",2025,0
"GRC",2026,0
"GRC",2027,0
"GRC",2028,0
"GRC",2029,0
"GRC",2030,0
"GRC",2031,0
"GRC",2032,0
"GRC",2033,0
"GRC",2034,0
"GRC",2035,0
"GRC",2036,0
"GRC",2037,0
"GRC",2038,0
"GRC",2039,0
"GRC",2040,0
"GRC",2041,0
"GRC",2042,0
"GRC",2043,0
"GRC",2044,0
"GRC",2045,0
"GRC",2046,0
"GRC",2047,0
"GRC",2048,0
"GRC",2049,0
"GRC",2050,0
"GTM",2021,0
"GTM",2022,0
"GTM",2023,0
"GTM",2024,0
"GTM",2025,0
"GTM",2026,0
"GTM",2027,0
"GTM",2028,0
"GTM",2029,0
"GTM",2030,0
"GTM",2031,0
"GTM",2032,0
"GTM",2033,0
"GTM",2034,0
"GTM",2035,0
"GTM",2036,0
"GTM",2037,0
"GTM",2038,0
"GTM",2039,0
"GTM",2040,0
"GTM",2041,0
"GTM",2042,0
"GTM",2043,0
"GTM",2044,0
"GTM",2045,0
"GTM",2046,0
"GTM",2047,0
"GTM",2048,0
"GTM",2049,0
"GTM",2050,0
"GUY",2021,0
"GUY",2022,0
"GUY",2023,0
"GUY",2024,0
"GUY",2025,0
"GUY",2026,0
"GUY",2027,0
"GUY",2028,0
"GUY",2029,0
"GUY",2030,0
"GUY",2031,0
"GUY",2032,0
"GUY",2033,0
"GUY",2034,0
"GUY",2035,0
"GUY",2036,0
"GUY",2037,0
"GUY",2038,0
"GUY",2039,0
"GUY",2040,0
"GUY",2041,0
"GUY",2042,0
"GUY",2043,0
"GUY",2044,0
"GUY",2045,0
"GUY",2046,0
"GUY",2047,0
"GUY",2048,0
"GUY",2049,0
"GUY",2050,0
"HND",2021,0
"HND",2022,0
"HND",2023,0
"HND",2024,0
"HND",2025,0
"HND",2026,0
"HND",2027,0
"HND",2028,0
"HND",2029,0
"HND",2030,0
"HND",2031,0
"HND",2032,0
"HND",2033,0
"HND",2034,0
"HND",2035,0
"HND",2036,0
"HND",2037,0
"HND",2038,0
"HND",2039,0
"HND",2040,0
"HND",2041,0
"HND",2042,0
"HND",2043,0
"HND",2044,0
"HND",2045,0
"HND",2046,0
"HND",2047,0
"HND",2048,0
"HND",2049,0
"HND",2050,0
"HRV",2021,0.379240291449421
"HRV",2022,0.379240291449421
"HRV",2023,0.379240291449421
"HRV",2024,0.379240291449421
"HRV",2025,0.379240291449421
"HRV",2026,0.379240291449421
"HRV",2027,0.379240291449421
"HRV",2028,0.379240291449421
"HRV",2029,0.379240291449421
"HRV",2030,0.379240291449421
"HRV",2031,0.379240291449421
"HRV",2032,0.379240291449421
"HRV",2033,0.379240291449421
"HRV",2034,0.379240291449421
"HRV",2035,0.379240291449421
"HRV",2036,0.379240291449421
"HRV",2037,0.379240291449421
"HRV",2038,0.379240291449421
"HRV",2039,0.379240291449421
"HRV",2040,0.379240291449421
"HRV",2041,0.379240291449421
"HRV",2042,0.379240291449421
"HRV",2043,0.379240291449421
"HRV",2044,0.379240291449421
"HRV",2045,0.379240291449421
"HRV",2046,0.379240291449421
"HRV",2047,0.379240291449421
"HRV",2048,0.379240291449421
"HRV",2049,0.379240291449421
"HRV",2050,0.379240291449421
"HTI",2021,0
"HTI",2022,0
"HTI",2023,0
"HTI",2024,0
"HTI",2025,0
"HTI",2026,0
"HTI",2027,0
"HTI",2028,0
"HTI",2029,0
"HTI",2030,0
"HTI",2031,0
"HTI",2032,0
"HTI",2033,0
"HTI",2034,0
"HTI",2035,0
"HTI",2036,0
"HTI",2037,0
"HTI",2038,0
"HTI",2039,0
"HTI",2040,0
"HTI",2041,0
"HTI",2042,0
"HTI",2043,0
"HTI",2044,0
"HTI",2045,0
"HTI",2046,0
"HTI",2047,0
"HTI",2048,0
"HTI",2049,0
"HTI",2050,0
"HUN",2021,0.0105277659939176
"HUN",2022,0.0105277659939176
"HUN",2023,0.0105277659939176
"HUN",2024,0.0105277659939176
"HUN",2025,0.0105277659939176
"HUN",2026,0.0105277659939176
"HUN",2027,0.0105277659939176
"HUN",2028,0.0105277659939176
"HUN",2029,0.0105277659939176
"HUN",2030,0.0105277659939176
"HUN",2031,0.0105277659939176
"HUN",2032,0.0105277659939176
"HUN",2033,0.0105277659939176
"HUN",2034,0.0105277659939176
"HUN",2035,0.0105277659939176
"HUN",2036,0.0105277659939176
"HUN",2037,0.0105277659939176
"HUN",2038,0.0105277659939176
"HUN",2039,0.0105277659939176
"HUN",2040,0.0105277659939176
"HUN",2041,0.0105277659939176
"HUN",2042,0.0105277659939176
"HUN",2043,0.0105277659939176
"HUN",2044,0.0105277659939176
"HUN",2045,0.0105277659939176
"HUN",2046,0.0105277659939176
"HUN",2047,0.0105277659939176
"HUN",2048,0.0105277659939176
"HUN",2049,0.0105277659939176
"HUN",2050,0.0105277659939176
"IDN",2021,0.0162157392470616
"IDN",2022,0.0162157392470616
"IDN",2023,0.0162157392470616
"IDN",2024,0.0162157392470616
"IDN",2025,0.0162157392470616
"IDN",2026,0.0162157392470616
"IDN",2027,0.0162157392470616
"IDN",2028,0.0162157392470616
"IDN",2029,0.0162157392470616
"IDN",2030,0.0162157392470616
"IDN",2031,0.0162157392470616
"IDN",2032,0.0162157392470616
"IDN",2033,0.0162157392470616
"IDN",2034,0.0162157392470616
"IDN",2035,0.0162157392470616
"IDN",2036,0.0162157392470616
"IDN",2037,0.0162157392470616
"IDN",2038,0.0162157392470616
"IDN",2039,0.0162157392470616
"IDN",2040,0.0162157392470616
"IDN",2041,0.0162157392470616
"IDN",2042,0.0162157392470616
"IDN",2043,0.0162157392470616
"IDN",2044,0.0162157392470616
"IDN",2045,0.0162157392470616
"IDN",2046,0.0162157392470616
"IDN",2047,0.0162157392470616
"IDN",2048,0.0162157392470616
"IDN",2049,0.0162157392470616
"IDN",2050,0.0162157392470616
"IND",2021,0.0649411764705882
"IND",2022,0.0649411764705882
"IND",2023,0.0649411764705882
"IND",2024,0.0649411764705882
"IND",2025,0.0649411764705882
"IND",2026,0.0649411764705882
"IND",2027,0.0649411764705882
"IND",2028,0.0649411764705882
"IND",2029,0.0649411764705882
"IND",2030,0.0649411764705882
"IND",2031,0.0649411764705882
"IND",2032,0.0649411764705882
"IND",2033,0.0649411764705882
"IND",2034,0.0649411764705882
"IND",2035,0.0649411764705882
"IND",2036,0.0649411764705882
"IND",2037,0.0649411764705882
"IND",2038,0.0649411764705882
"IND",2039,0.0649411764705882
"IND",2040,0.0649411764705882
"IND",2041,0.0649411764705882
"IND",2042,0.0649411764705882
"IND",2043,0.0649411764705882
"IND",2044,0.0649411764705882
"IND",2045,0.0649411764705882
"IND",2046,0.0649411764705882
"IND",2047,0.0649411764705882
"IND",2048,0.0649411764705882
"IND",2049,0.0649411764705882
"IND",2050,0.0649411764705882
"IRL",2021,0.0150186954715413
"IRL",2022,0.0150186954715413
"IRL",2023,0.0150186954715413
"IRL",2024,0.0150186954715413
"IRL",2025,0.0150186954715413
"IRL",2026,0.0150186954715413
"IRL",2027,0.0150186954715413
"IRL",2028,0.0150186954715413
"IRL",2029,0.0150186954715413
"IRL",2030,0.0150186954715413
"IRL",2031,0.0150186954715413
"IRL",2032,0.0150186954715413
"IRL",2033,0.0150186954715413
"IRL",2034,0.0150186954715413
"IRL",2035,0.0150186954715413
"IRL",2036,0.0150186954715413
"IRL",2037,0.0150186954715413
"IRL",2038,0.0150186954715413
"IRL",2039,0.0150186954715413
"IRL",2040,0.0150186954715413
"IRL",2041,0.0150186954715413
"IRL",2042,0.0150186954715413
"IRL",2043,0.0150186954715413
"IRL",2044,0.0150186954715413
"IRL",2045,0.0150186954715413
"IRL",2046,0.0150186954715413
"IRL",2047,0.0150186954715413
"IRL",2048,0.0150186954715413
"IRL",2049,0.0150186954715413
"IRL",2050,0.0150186954715413
"IRQ",2021,0
"IRQ",2022,0
"IRQ",2023,0
"IRQ",2024,0
"IRQ",2025,0
"IRQ",2026,0
"IRQ",2027,0
"IRQ",2028,0
"IRQ",2029,0
"IRQ",2030,0
"IRQ",2031,0
"IRQ",2032,0
"IRQ",2033,0
"IRQ",2034,0
"IRQ",2035,0
"IRQ",2036,0
"IRQ",2037,0
"IRQ",2038,0
"IRQ",2039,0
"IRQ",2040,0
"IRQ",2041,0
"IRQ",2042,0
"IRQ",2043,0
"IRQ",2044,0
"IRQ",2045,0
"IRQ",2046,0
"IRQ",2047,0
"IRQ",2048,0
"IRQ",2049,0
"IRQ",2050,0
"ISL",2021,0
"ISL",2022,0
"ISL",2023,0
"ISL",2024,0
"ISL",2025,0
"ISL",2026,0
"ISL",2027,0
"ISL",2028,0
"ISL",2029,0
"ISL",2030,0
"ISL",2031,0
"ISL",2032,0
"ISL",2033,0
"ISL",2034,0
"ISL",2035,0
"ISL",2036,0
"ISL",2037,0
"ISL",2038,0
"ISL",2039,0
"ISL",2040,0
"ISL",2041,0
"ISL",2042,0
"ISL",2043,0
"ISL",2044,0
"ISL",2045,0
"ISL",2046,0
"ISL",2047,0
"ISL",2048,0
"ISL",2049,0
"ISL",2050,0
"ISR",2021,0
"ISR",2022,0
"ISR",2023,0
"ISR",2024,0
"ISR",2025,0
"ISR",2026,0
"ISR",2027,0
"ISR",2028,0
"ISR",2029,0
"ISR",2030,0
"ISR",2031,0
"ISR",2032,0
"ISR",2033,0
"ISR",2034,0
"ISR",2035,0
"ISR",2036,0
"ISR",2037,0
"ISR",2038,0
"ISR",2039,0
"ISR",2040,0
"ISR",2041,0
"ISR",2042,0
"ISR",2043,0
"ISR",2044,0
"ISR",2045,0
"ISR",2046,0
"ISR",2047,0
"ISR",2048,0
"ISR",2049,0
"ISR",2050,0
"ITA",2021,0.0325868543606849
"ITA",2022,0.0325868543606849
"ITA",2023,0.0325868543606849
"ITA",2024,0.0325868543606849
"ITA",2025,0.0325868543606849
"ITA",2026,0.0325868543606849
"ITA",2027,0.0325868543606849
"ITA",2028,0.0325868543606849
"ITA",2029,0.0325868543606849
"ITA",2030,0.0325868543606849
"ITA",2031,0.0325868543606849
"ITA",2032,0.0325868543606849
"ITA",2033,0.0325868543606849
"ITA",2034,0.0325868543606849
"ITA",2035,0.0325868543606849
"ITA",2036,0.0325868543606849
"ITA",2037,0.0325868543606849
"ITA",2038,0.0325868543606849
"ITA",2039,0.0325868543606849
"ITA",2040,0.0325868543606849
"ITA",2041,0.0325868543606849
"ITA",2042,0.0325868543606849
"ITA",2043,0.0325868543606849
"ITA",2044,0.0325868543606849
"ITA",2045,0.0325868543606849
"ITA",2046,0.0325868543606849
"ITA",2047,0.0325868543606849
"ITA",2048,0.0325868543606849
"ITA",2049,0.0325868543606849
"ITA",2050,0.0325868543606849
"JAM",2021,0
"JAM",2022,0
"JAM",2023,0
"JAM",2024,0
"JAM",2025,0
"JAM",2026,0
"JAM",2027,0
"JAM",2028,0
"JAM",2029,0
"JAM",2030,0
"JAM",2031,0
"JAM",2032,0
"JAM",2033,0
"JAM",2034,0
"JAM",2035,0
"JAM",2036,0
"JAM",2037,0
"JAM",2038,0
"JAM",2039,0
"JAM",2040,0
"JAM",2041,0
"JAM",2042,0
"JAM",2043,0
"JAM",2044,0
"JAM",2045,0
"JAM",2046,0
"JAM",2047,0
"JAM",2048,0
"JAM",2049,0
"JAM",2050,0
"JOR",2021,0
"JOR",2022,0
"JOR",2023,0
"JOR",2024,0
"JOR",2025,0
"JOR",2026,0
"JOR",2027,0
"JOR",2028,0
"JOR",2029,0
"JOR",2030,0
"JOR",2031,0
"JOR",2032,0
"JOR",2033,0
"JOR",2034,0
"JOR",2035,0
"JOR",2036,0
"JOR",2037,0
"JOR",2038,0
"JOR",2039,0
"JOR",2040,0
"JOR",2041,0
"JOR",2042,0
"JOR",2043,0
"JOR",2044,0
"JOR",2045,0
"JOR",2046,0
"JOR",2047,0
"JOR",2048,0
"JOR",2049,0
"JOR",2050,0
"JPN",2021,0
"JPN",2022,0
"JPN",2023,0
"JPN",2024,0
"JPN",2025,0
"JPN",2026,0
"JPN",2027,0
"JPN",2028,0
"JPN",2029,0
"JPN",2030,0
"JPN",2031,0
"JPN",2032,0
"JPN",2033,0
"JPN",2034,0
"JPN",2035,0
"JPN",2036,0
"JPN",2037,0
"JPN",2038,0
"JPN",2039,0
"JPN",2040,0
"JPN",2041,0
"JPN",2042,0
"JPN",2043,0
"JPN",2044,0
"JPN",2045,0
"JPN",2046,0
"JPN",2047,0
"JPN",2048,0
"JPN",2049,0
"JPN",2050,0
"KAZ",2021,0
"KAZ",2022,0
"KAZ",2023,0
"KAZ",2024,0
"KAZ",2025,0
"KAZ",2026,0
"KAZ",2027,0
"KAZ",2028,0
"KAZ",2029,0
"KAZ",2030,0
"KAZ",2031,0
"KAZ",2032,0
"KAZ",2033,0
"KAZ",2034,0
"KAZ",2035,0
"KAZ",2036,0
"KAZ",2037,0
"KAZ",2038,0
"KAZ",2039,0
"KAZ",2040,0
"KAZ",2041,0
"KAZ",2042,0
"KAZ",2043,0
"KAZ",2044,0
"KAZ",2045,0
"KAZ",2046,0
"KAZ",2047,0
"KAZ",2048,0
"KAZ",2049,0
"KAZ",2050,0
"KEN",2021,0
"KEN",2022,0
"KEN",2023,0
"KEN",2024,0
"KEN",2025,0
"KEN",2026,0
"KEN",2027,0
"KEN",2028,0
"KEN",2029,0
"KEN",2030,0
"KEN",2031,0
"KEN",2032,0
"KEN",2033,0
"KEN",2034,0
"KEN",2035,0
"KEN",2036,0
"KEN",2037,0
"KEN",2038,0
"KEN",2039,0
"KEN",2040,0
"KEN",2041,0
"KEN",2042,0
"KEN",2043,0
"KEN",2044,0
"KEN",2045,0
"KEN",2046,0
"KEN",2047,0
"KEN",2048,0
"KEN",2049,0
"KEN",2050,0
"KHM",2021,0
"KHM",2022,0
"KHM",2023,0
"KHM",2024,0
"KHM",2025,0
"KHM",2026,0
"KHM",2027,0
"KHM",2028,0
"KHM",2029,0
"KHM",2030,0
"KHM",2031,0
"KHM",2032,0
"KHM",2033,0
"KHM",2034,0
"KHM",2035,0
"KHM",2036,0
"KHM",2037,0
"KHM",2038,0
"KHM",2039,0
"KHM",2040,0
"KHM",2041,0
"KHM",2042,0
"KHM",2043,0
"KHM",2044,0
"KHM",2045,0
"KHM",2046,0
"KHM",2047,0
"KHM",2048,0
"KHM",2049,0
"KHM",2050,0
"KWT",2021,0
"KWT",2022,0
"KWT",2023,0
"KWT",2024,0
"KWT",2025,0
"KWT",2026,0
"KWT",2027,0
"KWT",2028,0
"KWT",2029,0
"KWT",2030,0
"KWT",2031,0
"KWT",2032,0
"KWT",2033,0
"KWT",2034,0
"KWT",2035,0
"KWT",2036,0
"KWT",2037,0
"KWT",2038,0
"KWT",2039,0
"KWT",2040,0
"KWT",2041,0
"KWT",2042,0
"KWT",2043,0
"KWT",2044,0
"KWT",2045,0
"KWT",2046,0
"KWT",2047,0
"KWT",2048,0
"KWT",2049,0
"KWT",2050,0
"LBN",2021,0
"LBN",2022,0
"LBN",2023,0
"LBN",2024,0
"LBN",2025,0
"LBN",2026,0
"LBN",2027,0
"LBN",2028,0
"LBN",2029,0
"LBN",2030,0
"LBN",2031,0
"LBN",2032,0
"LBN",2033,0
"LBN",2034,0
"LBN",2035,0
"LBN",2036,0
"LBN",2037,0
"LBN",2038,0
"LBN",2039,0
"LBN",2040,0
"LBN",2041,0
"LBN",2042,0
"LBN",2043,0
"LBN",2044,0
"LBN",2045,0
"LBN",2046,0
"LBN",2047,0
"LBN",2048,0
"LBN",2049,0
"LBN",2050,0
"LBR",2021,0
"LBR",2022,0
"LBR",2023,0
"LBR",2024,0
"LBR",2025,0
"LBR",2026,0
"LBR",2027,0
"LBR",2028,0
"LBR",2029,0
"LBR",2030,0
"LBR",2031,0
"LBR",2032,0
"LBR",2033,0
"LBR",2034,0
"LBR",2035,0
"LBR",2036,0
"LBR",2037,0
"LBR",2038,0
"LBR",2039,0
"LBR",2040,0
"LBR",2041,0
"LBR",2042,0
"LBR",2043,0
"LBR",2044,0
"LBR",2045,0
"LBR",2046,0
"LBR",2047,0
"LBR",2048,0
"LBR",2049,0
"LBR",2050,0
"LBY",2021,0
"LBY",2022,0
"LBY",2023,0
"LBY",2024,0
"LBY",2025,0
"LBY",2026,0
"LBY",2027,0
"LBY",2028,0
"LBY",2029,0
"LBY",2030,0
"LBY",2031,0
"LBY",2032,0
"LBY",2033,0
"LBY",2034,0
"LBY",2035,0
"LBY",2036,0
"LBY",2037,0
"LBY",2038,0
"LBY",2039,0
"LBY",2040,0
"LBY",2041,0
"LBY",2042,0
"LBY",2043,0
"LBY",2044,0
"LBY",2045,0
"LBY",2046,0
"LBY",2047,0
"LBY",2048,0
"LBY",2049,0
"LBY",2050,0
"LKA",2021,0
"LKA",2022,0
"LKA",2023,0
"LKA",2024,0
"LKA",2025,0
"LKA",2026,0
"LKA",2027,0
"LKA",2028,0
"LKA",2029,0
"LKA",2030,0
"LKA",2031,0
"LKA",2032,0
"LKA",2033,0
"LKA",2034,0
"LKA",2035,0
"LKA",2036,0
"LKA",2037,0
"LKA",2038,0
"LKA",2039,0
"LKA",2040,0
"LKA",2041,0
"LKA",2042,0
"LKA",2043,0
"LKA",2044,0
"LKA",2045,0
"LKA",2046,0
"LKA",2047,0
"LKA",2048,0
"LKA",2049,0
"LKA",2050,0
"LSO",2021,0
"LSO",2022,0
"LSO",2023,0
"LSO",2024,0
"LSO",2025,0
"LSO",2026,0
"LSO",2027,0
"LSO",2028,0
"LSO",2029,0
"LSO",2030,0
"LSO",2031,0
"LSO",2032,0
"LSO",2033,0
"LSO",2034,0
"LSO",2035,0
"LSO",2036,0
"LSO",2037,0
"LSO",2038,0
"LSO",2039,0
"LSO",2040,0
"LSO",2041,0
"LSO",2042,0
"LSO",2043,0
"LSO",2044,0
"LSO",2045,0
"LSO",2046,0
"LSO",2047,0
"LSO",2048,0
"LSO",2049,0
"LSO",2050,0
"LTU",2021,0
"LTU",2022,0
"LTU",2023,0
"LTU",2024,0
"LTU",2025,0
"LTU",2026,0
"LTU",2027,0
"LTU",2028,0
"LTU",2029,0
"LTU",2030,0
"LTU",2031,0
"LTU",2032,0
"LTU",2033,0
"LTU",2034,0
"LTU",2035,0
"LTU",2036,0
"LTU",2037,0
"LTU",2038,0
"LTU",2039,0
"LTU",2040,0
"LTU",2041,0
"LTU",2042,0
"LTU",2043,0
"LTU",2044,0
"LTU",2045,0
"LTU",2046,0
"LTU",2047,0
"LTU",2048,0
"LTU",2049,0
"LTU",2050,0
"LUX",2021,0
"LUX",2022,0
"LUX",2023,0
"LUX",2024,0
"LUX",2025,0
"LUX",2026,0
"LUX",2027,0
"LUX",2028,0
"LUX",2029,0
"LUX",2030,0
"LUX",2031,0
"LUX",2032,0
"LUX",2033,0
"LUX",2034,0
"LUX",2035,0
"LUX",2036,0
"LUX",2037,0
"LUX",2038,0
"LUX",2039,0
"LUX",2040,0
"LUX",2041,0
"LUX",2042,0
"LUX",2043,0
"LUX",2044,0
"LUX",2045,0
"LUX",2046,0
"LUX",2047,0
"LUX",2048,0
"LUX",2049,0
"LUX",2050,0
"LVA",2021,0
"LVA",2022,0
"LVA",2023,0
"LVA",2024,0
"LVA",2025,0
"LVA",2026,0
"LVA",2027,0
"LVA",2028,0
"LVA",2029,0
"LVA",2030,0
"LVA",2031,0
"LVA",2032,0
"LVA",2033,0
"LVA",2034,0
"LVA",2035,0
"LVA",2036,0
"LVA",2037,0
"LVA",2038,0
"LVA",2039,0
"LVA",2040,0
"LVA",2041,0
"LVA",2042,0
"LVA",2043,0
"LVA",2044,0
"LVA",2045,0
"LVA",2046,0
"LVA",2047,0
"LVA",2048,0
"LVA",2049,0
"LVA",2050,0
"MAR",2021,0
"MAR",2022,0
"MAR",2023,0
"MAR",2024,0
"MAR",2025,0
"MAR",2026,0
"MAR",2027,0
"MAR",2028,0
"MAR",2029,0
"MAR",2030,0
"MAR",2031,0
"MAR",2032,0
"MAR",2033,0
"MAR",2034,0
"MAR",2035,0
"MAR",2036,0
"MAR",2037,0
"MAR",2038,0
"MAR",2039,0
"MAR",2040,0
"MAR",2041,0
"MAR",2042,0
"MAR",2043,0
"MAR",2044,0
"MAR",2045,0
"MAR",2046,0
"MAR",2047,0
