Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_wind_mm_usd_per_mwh
Angola,LUX,2035,2.21777824
Angola,LUX,2036,2.167124115
Angola,LUX,2037,2.117626932
Angola,LUX,2038,2.069260266
Angola,LUX,2039,2.021998296
Angola,LUX,2040,1.975815791
Angola,LUX,2041,1.930688096
Angola,LUX,2042,1.886591119
Angola,LUX,2043,1.843501318
Angola,LUX,2044,1.80139569
Angola,LUX,2045,1.760251756
Angola,LUX,2046,1.72004755
Angola,LUX,2047,1.68076161
Angola,LUX,2048,1.642372961
Angola,LUX,2049,1.604861111
Angola,LUX,2050,1.568206033
Angola,LVA,2021,3.064776315
Angola,LVA,2022,2.994776727
Angola,LVA,2023,2.926375932
Angola,LVA,2024,2.859537413
Angola,LVA,2025,2.794225489
Angola,LVA,2026,2.73040529
Angola,LVA,2027,2.668042747
Angola,LVA,2028,2.607104567
Angola,LVA,2029,2.547558216
Angola,LVA,2030,2.489371906
Angola,LVA,2031,2.432514573
Angola,LVA,2032,2.376955863
Angola,LVA,2033,2.322666116
Angola,LVA,2034,2.269616349
Angola,LVA,2035,2.21777824
Angola,LVA,2036,2.167124115
Angola,LVA,2037,2.117626932
Angola,LVA,2038,2.069260266
Angola,LVA,2039,2.021998296
Angola,LVA,2040,1.975815791
Angola,LVA,2041,1.930688096
Angola,LVA,2042,1.886591119
Angola,LVA,2043,1.843501318
Angola,LVA,2044,1.80139569
Angola,LVA,2045,1.760251756
Angola,LVA,2046,1.72004755
Angola,LVA,2047,1.68076161
Angola,LVA,2048,1.642372961
Angola,LVA,2049,1.604861111
Angola,LVA,2050,1.568206033
Angola,MAC,2021,3.064776315
Angola,MAC,2022,2.994776727
Angola,MAC,2023,2.926375932
Angola,MAC,2024,2.859537413
Angola,MAC,2025,2.794225489
Angola,MAC,2026,2.73040529
Angola,MAC,2027,2.668042747
Angola,MAC,2028,2.607104567
Angola,MAC,2029,2.547558216
Angola,MAC,2030,2.489371906
Angola,MAC,2031,2.432514573
Angola,MAC,2032,2.376955863
Angola,MAC,2033,2.322666116
Angola,MAC,2034,2.269616349
Angola,MAC,2035,2.21777824
Angola,MAC,2036,2.167124115
Angola,MAC,2037,2.117626932
Angola,MAC,2038,2.069260266
Angola,MAC,2039,2.021998296
Angola,MAC,2040,1.975815791
Angola,MAC,2041,1.930688096
Angola,MAC,2042,1.886591119
Angola,MAC,2043,1.843501318
Angola,MAC,2044,1.80139569
Angola,MAC,2045,1.760251756
Angola,MAC,2046,1.72004755
Angola,MAC,2047,1.68076161
Angola,MAC,2048,1.642372961
Angola,MAC,2049,1.604861111
Angola,MAC,2050,1.568206033
Angola,MAF,2021,3.064776315
Angola,MAF,2022,2.994776727
Angola,MAF,2023,2.926375932
Angola,MAF,2024,2.859537413
Angola,MAF,2025,2.794225489
Angola,MAF,2026,2.73040529
Angola,MAF,2027,2.668042747
Angola,MAF,2028,2.607104567
Angola,MAF,2029,2.547558216
Angola,MAF,2030,2.489371906
Angola,MAF,2031,2.432514573
Angola,MAF,2032,2.376955863
Angola,MAF,2033,2.322666116
Angola,MAF,2034,2.269616349
Angola,MAF,2035,2.21777824
Angola,MAF,2036,2.167124115
Angola,MAF,2037,2.117626932
Angola,MAF,2038,2.069260266
Angola,MAF,2039,2.021998296
Angola,MAF,2040,1.975815791
Angola,MAF,2041,1.930688096
Angola,MAF,2042,1.886591119
Angola,MAF,2043,1.843501318
Angola,MAF,2044,1.80139569
Angola,MAF,2045,1.760251756
Angola,MAF,2046,1.72004755
Angola,MAF,2047,1.68076161
Angola,MAF,2048,1.642372961
Angola,MAF,2049,1.604861111
Angola,MAF,2050,1.568206033
Angola,MAR,2021,3.064776315
Angola,MAR,2022,2.994776727
Angola,MAR,2023,2.926375932
Angola,MAR,2024,2.859537413
Angola,MAR,2025,2.794225489
Angola,MAR,2026,2.73040529
Angola,MAR,2027,2.668042747
Angola,MAR,2028,2.607104567
Angola,MAR,2029,2.547558216
Angola,MAR,2030,2.489371906
Angola,MAR,2031,2.432514573
Angola,MAR,2032,2.376955863
Angola,MAR,2033,2.322666116
Angola,MAR,2034,2.269616349
Angola,MAR,2035,2.21777824
Angola,MAR,2036,2.167124115
Angola,MAR,2037,2.117626932
Angola,MAR,2038,2.069260266
Angola,MAR,2039,2.021998296
Angola,MAR,2040,1.975815791
Angola,MAR,2041,1.930688096
Angola,MAR,2042,1.886591119
Angola,MAR,2043,1.843501318
Angola,MAR,2044,1.80139569
Angola,MAR,2045,1.760251756
Angola,MAR,2046,1.72004755
Angola,MAR,2047,1.68076161
Angola,MAR,2048,1.642372961
Angola,MAR,2049,1.604861111
Angola,MAR,2050,1.568206033
Angola,MCO,2021,3.064776315
Angola,MCO,2022,2.994776727
Angola,MCO,2023,2.926375932
Angola,MCO,2024,2.859537413
Angola,MCO,2025,2.794225489
Angola,MCO,2026,2.73040529
Angola,MCO,2027,2.668042747
Angola,MCO,2028,2.607104567
Angola,MCO,2029,2.547558216
Angola,MCO,2030,2.489371906
Angola,MCO,2031,2.432514573
Angola,MCO,2032,2.376955863
Angola,MCO,2033,2.322666116
Angola,MCO,2034,2.269616349
Angola,MCO,2035,2.21777824
Angola,MCO,2036,2.167124115
Angola,MCO,2037,2.117626932
Angola,MCO,2038,2.069260266
Angola,MCO,2039,2.021998296
Angola,MCO,2040,1.975815791
Angola,MCO,2041,1.930688096
Angola,MCO,2042,1.886591119
Angola,MCO,2043,1.843501318
Angola,MCO,2044,1.80139569
Angola,MCO,2045,1.760251756
Angola,MCO,2046,1.72004755
Angola,MCO,2047,1.68076161
Angola,MCO,2048,1.642372961
Angola,MCO,2049,1.604861111
Angola,MCO,2050,1.568206033
Angola,MDA,2021,3.064776315
Angola,MDA,2022,2.994776727
Angola,MDA,2023,2.926375932
Angola,MDA,2024,2.859537413
Angola,MDA,2025,2.794225489
Angola,MDA,2026,2.73040529
Angola,MDA,2027,2.668042747
Angola,MDA,2028,2.607104567
Angola,MDA,2029,2.547558216
Angola,MDA,2030,2.489371906
Angola,MDA,2031,2.432514573
Angola,MDA,2032,2.376955863
Angola,MDA,2033,2.322666116
Angola,MDA,2034,2.269616349
Angola,MDA,2035,2.21777824
Angola,MDA,2036,2.167124115
Angola,MDA,2037,2.117626932
Angola,MDA,2038,2.069260266
Angola,MDA,2039,2.021998296
Angola,MDA,2040,1.975815791
Angola,MDA,2041,1.930688096
Angola,MDA,2042,1.886591119
Angola,MDA,2043,1.843501318
Angola,MDA,2044,1.80139569
Angola,MDA,2045,1.760251756
Angola,MDA,2046,1.72004755
Angola,MDA,2047,1.68076161
Angola,MDA,2048,1.642372961
Angola,MDA,2049,1.604861111
Angola,MDA,2050,1.568206033
Angola,MDG,2021,3.064776315
Angola,MDG,2022,2.994776727
Angola,MDG,2023,2.926375932
Angola,MDG,2024,2.859537413
Angola,MDG,2025,2.794225489
Angola,MDG,2026,2.73040529
Angola,MDG,2027,2.668042747
Angola,MDG,2028,2.607104567
Angola,MDG,2029,2.547558216
Angola,MDG,2030,2.489371906
Angola,MDG,2031,2.432514573
Angola,MDG,2032,2.376955863
Angola,MDG,2033,2.322666116
Angola,MDG,2034,2.269616349
Angola,MDG,2035,2.21777824
Angola,MDG,2036,2.167124115
Angola,MDG,2037,2.117626932
Angola,MDG,2038,2.069260266
Angola,MDG,2039,2.021998296
Angola,MDG,2040,1.975815791
Angola,MDG,2041,1.930688096
Angola,MDG,2042,1.886591119
Angola,MDG,2043,1.843501318
Angola,MDG,2044,1.80139569
Angola,MDG,2045,1.760251756
Angola,MDG,2046,1.72004755
Angola,MDG,2047,1.68076161
Angola,MDG,2048,1.642372961
Angola,MDG,2049,1.604861111
Angola,MDG,2050,1.568206033
Angola,MDV,2021,3.064776315
Angola,MDV,2022,2.994776727
Angola,MDV,2023,2.926375932
Angola,MDV,2024,2.859537413
Angola,MDV,2025,2.794225489
Angola,MDV,2026,2.73040529
Angola,MDV,2027,2.668042747
Angola,MDV,2028,2.607104567
Angola,MDV,2029,2.547558216
Angola,MDV,2030,2.489371906
Angola,MDV,2031,2.432514573
Angola,MDV,2032,2.376955863
Angola,MDV,2033,2.322666116
Angola,MDV,2034,2.269616349
Angola,MDV,2035,2.21777824
Angola,MDV,2036,2.167124115
Angola,MDV,2037,2.117626932
Angola,MDV,2038,2.069260266
Angola,MDV,2039,2.021998296
Angola,MDV,2040,1.975815791
Angola,MDV,2041,1.930688096
Angola,MDV,2042,1.886591119
Angola,MDV,2043,1.843501318
Angola,MDV,2044,1.80139569
Angola,MDV,2045,1.760251756
Angola,MDV,2046,1.72004755
Angola,MDV,2047,1.68076161
Angola,MDV,2048,1.642372961
Angola,MDV,2049,1.604861111
Angola,MDV,2050,1.568206033
Angola,MEX,2021,3.064776315
Angola,MEX,2022,2.994776727
Angola,MEX,2023,2.926375932
Angola,MEX,2024,2.859537413
Angola,MEX,2025,2.794225489
Angola,MEX,2026,2.73040529
Angola,MEX,2027,2.668042747
Angola,MEX,2028,2.607104567
Angola,MEX,2029,2.547558216
Angola,MEX,2030,2.489371906
Angola,MEX,2031,2.432514573
Angola,MEX,2032,2.376955863
Angola,MEX,2033,2.322666116
Angola,MEX,2034,2.269616349
Angola,MEX,2035,2.21777824
Angola,MEX,2036,2.167124115
Angola,MEX,2037,2.117626932
Angola,MEX,2038,2.069260266
Angola,MEX,2039,2.021998296
Angola,MEX,2040,1.975815791
Angola,MEX,2041,1.930688096
Angola,MEX,2042,1.886591119
Angola,MEX,2043,1.843501318
Angola,MEX,2044,1.80139569
Angola,MEX,2045,1.760251756
Angola,MEX,2046,1.72004755
Angola,MEX,2047,1.68076161
Angola,MEX,2048,1.642372961
Angola,MEX,2049,1.604861111
Angola,MEX,2050,1.568206033
Angola,MHL,2021,3.064776315
Angola,MHL,2022,2.994776727
Angola,MHL,2023,2.926375932
Angola,MHL,2024,2.859537413
Angola,MHL,2025,2.794225489
Angola,MHL,2026,2.73040529
Angola,MHL,2027,2.668042747
Angola,MHL,2028,2.607104567
Angola,MHL,2029,2.547558216
Angola,MHL,2030,2.489371906
Angola,MHL,2031,2.432514573
Angola,MHL,2032,2.376955863
Angola,MHL,2033,2.322666116
Angola,MHL,2034,2.269616349
Angola,MHL,2035,2.21777824
Angola,MHL,2036,2.167124115
Angola,MHL,2037,2.117626932
Angola,MHL,2038,2.069260266
Angola,MHL,2039,2.021998296
Angola,MHL,2040,1.975815791
Angola,MHL,2041,1.930688096
Angola,MHL,2042,1.886591119
Angola,MHL,2043,1.843501318
Angola,MHL,2044,1.80139569
Angola,MHL,2045,1.760251756
Angola,MHL,2046,1.72004755
Angola,MHL,2047,1.68076161
Angola,MHL,2048,1.642372961
Angola,MHL,2049,1.604861111
Angola,MHL,2050,1.568206033
Angola,MKD,2021,3.064776315
Angola,MKD,2022,2.994776727
Angola,MKD,2023,2.926375932
Angola,MKD,2024,2.859537413
Angola,MKD,2025,2.794225489
Angola,MKD,2026,2.73040529
Angola,MKD,2027,2.668042747
Angola,MKD,2028,2.607104567
Angola,MKD,2029,2.547558216
Angola,MKD,2030,2.489371906
Angola,MKD,2031,2.432514573
Angola,MKD,2032,2.376955863
Angola,MKD,2033,2.322666116
Angola,MKD,2034,2.269616349
Angola,MKD,2035,2.21777824
Angola,MKD,2036,2.167124115
Angola,MKD,2037,2.117626932
Angola,MKD,2038,2.069260266
Angola,MKD,2039,2.021998296
Angola,MKD,2040,1.975815791
Angola,MKD,2041,1.930688096
Angola,MKD,2042,1.886591119
Angola,MKD,2043,1.843501318
Angola,MKD,2044,1.80139569
Angola,MKD,2045,1.760251756
Angola,MKD,2046,1.72004755
Angola,MKD,2047,1.68076161
Angola,MKD,2048,1.642372961
Angola,MKD,2049,1.604861111
Angola,MKD,2050,1.568206033
Angola,MLI,2021,3.064776315
Angola,MLI,2022,2.994776727
Angola,MLI,2023,2.926375932
Angola,MLI,2024,2.859537413
Angola,MLI,2025,2.794225489
Angola,MLI,2026,2.73040529
Angola,MLI,2027,2.668042747
Angola,MLI,2028,2.607104567
Angola,MLI,2029,2.547558216
Angola,MLI,2030,2.489371906
Angola,MLI,2031,2.432514573
Angola,MLI,2032,2.376955863
Angola,MLI,2033,2.322666116
Angola,MLI,2034,2.269616349
Angola,MLI,2035,2.21777824
Angola,MLI,2036,2.167124115
Angola,MLI,2037,2.117626932
Angola,MLI,2038,2.069260266
Angola,MLI,2039,2.021998296
Angola,MLI,2040,1.975815791
Angola,MLI,2041,1.930688096
Angola,MLI,2042,1.886591119
Angola,MLI,2043,1.843501318
Angola,MLI,2044,1.80139569
Angola,MLI,2045,1.760251756
Angola,MLI,2046,1.72004755
Angola,MLI,2047,1.68076161
Angola,MLI,2048,1.642372961
Angola,MLI,2049,1.604861111
Angola,MLI,2050,1.568206033
Angola,MLT,2021,3.064776315
Angola,MLT,2022,2.994776727
Angola,MLT,2023,2.926375932
Angola,MLT,2024,2.859537413
Angola,MLT,2025,2.794225489
Angola,MLT,2026,2.73040529
Angola,MLT,2027,2.668042747
Angola,MLT,2028,2.607104567
Angola,MLT,2029,2.547558216
Angola,MLT,2030,2.489371906
Angola,MLT,2031,2.432514573
Angola,MLT,2032,2.376955863
Angola,MLT,2033,2.322666116
Angola,MLT,2034,2.269616349
Angola,MLT,2035,2.21777824
Angola,MLT,2036,2.167124115
Angola,MLT,2037,2.117626932
Angola,MLT,2038,2.069260266
Angola,MLT,2039,2.021998296
Angola,MLT,2040,1.975815791
Angola,MLT,2041,1.930688096
Angola,MLT,2042,1.886591119
Angola,MLT,2043,1.843501318
Angola,MLT,2044,1.80139569
Angola,MLT,2045,1.760251756
Angola,MLT,2046,1.72004755
Angola,MLT,2047,1.68076161
Angola,MLT,2048,1.642372961
Angola,MLT,2049,1.604861111
Angola,MLT,2050,1.568206033
Anguilla,MMR,2021,3.064776315
Anguilla,MMR,2022,2.994776727
Anguilla,MMR,2023,2.926375932
Anguilla,MMR,2024,2.859537413
Anguilla,MMR,2025,2.794225489
Anguilla,MMR,2026,2.73040529
Anguilla,MMR,2027,2.668042747
Anguilla,MMR,2028,2.607104567
Anguilla,MMR,2029,2.547558216
Anguilla,MMR,2030,2.489371906
Anguilla,MMR,2031,2.432514573
Anguilla,MMR,2032,2.376955863
Anguilla,MMR,2033,2.322666116
Anguilla,MMR,2034,2.269616349
Anguilla,MMR,2035,2.21777824
Anguilla,MMR,2036,2.167124115
Anguilla,MMR,2037,2.117626932
Anguilla,MMR,2038,2.069260266
Anguilla,MMR,2039,2.021998296
Anguilla,MMR,2040,1.975815791
Anguilla,MMR,2041,1.930688096
Anguilla,MMR,2042,1.886591119
Anguilla,MMR,2043,1.843501318
Anguilla,MMR,2044,1.80139569
Anguilla,MMR,2045,1.760251756
Anguilla,MMR,2046,1.72004755
Anguilla,MMR,2047,1.68076161
Anguilla,MMR,2048,1.642372961
Anguilla,MMR,2049,1.604861111
Anguilla,MMR,2050,1.568206033
Anguilla,MNE,2021,3.064776315
Anguilla,MNE,2022,2.994776727
Anguilla,MNE,2023,2.926375932
Anguilla,MNE,2024,2.859537413
Anguilla,MNE,2025,2.794225489
Anguilla,MNE,2026,2.73040529
Anguilla,MNE,2027,2.668042747
Anguilla,MNE,2028,2.607104567
Anguilla,MNE,2029,2.547558216
Anguilla,MNE,2030,2.489371906
Anguilla,MNE,2031,2.432514573
Anguilla,MNE,2032,2.376955863
Anguilla,MNE,2033,2.322666116
Anguilla,MNE,2034,2.269616349
Anguilla,MNE,2035,2.21777824
Anguilla,MNE,2036,2.167124115
Anguilla,MNE,2037,2.117626932
Anguilla,MNE,2038,2.069260266
Anguilla,MNE,2039,2.021998296
Anguilla,MNE,2040,1.975815791
Anguilla,MNE,2041,1.930688096
Anguilla,MNE,2042,1.886591119
Anguilla,MNE,2043,1.843501318
Anguilla,MNE,2044,1.80139569
Anguilla,MNE,2045,1.760251756
Anguilla,MNE,2046,1.72004755
Anguilla,MNE,2047,1.68076161
Anguilla,MNE,2048,1.642372961
Anguilla,MNE,2049,1.604861111
Anguilla,MNE,2050,1.568206033
Anguilla,MNG,2021,3.064776315
Anguilla,MNG,2022,2.994776727
Anguilla,MNG,2023,2.926375932
Anguilla,MNG,2024,2.859537413
Anguilla,MNG,2025,2.794225489
Anguilla,MNG,2026,2.73040529
Anguilla,MNG,2027,2.668042747
Anguilla,MNG,2028,2.607104567
Anguilla,MNG,2029,2.547558216
Anguilla,MNG,2030,2.489371906
Anguilla,MNG,2031,2.432514573
Anguilla,MNG,2032,2.376955863
Anguilla,MNG,2033,2.322666116
Anguilla,MNG,2034,2.269616349
Anguilla,MNG,2035,2.21777824
Anguilla,MNG,2036,2.167124115
Anguilla,MNG,2037,2.117626932
Anguilla,MNG,2038,2.069260266
Anguilla,MNG,2039,2.021998296
Anguilla,MNG,2040,1.975815791
Anguilla,MNG,2041,1.930688096
Anguilla,MNG,2042,1.886591119
Anguilla,MNG,2043,1.843501318
Anguilla,MNG,2044,1.80139569
Anguilla,MNG,2045,1.760251756
Anguilla,MNG,2046,1.72004755
Anguilla,MNG,2047,1.68076161
Anguilla,MNG,2048,1.642372961
Anguilla,MNG,2049,1.604861111
Anguilla,MNG,2050,1.568206033
Anguilla,MNP,2021,3.064776315
Anguilla,MNP,2022,2.994776727
Anguilla,MNP,2023,2.926375932
Anguilla,MNP,2024,2.859537413
Anguilla,MNP,2025,2.794225489
Anguilla,MNP,2026,2.73040529
Anguilla,MNP,2027,2.668042747
Anguilla,MNP,2028,2.607104567
Anguilla,MNP,2029,2.547558216
Anguilla,MNP,2030,2.489371906
Anguilla,MNP,2031,2.432514573
Anguilla,MNP,2032,2.376955863
Anguilla,MNP,2033,2.322666116
Anguilla,MNP,2034,2.269616349
Anguilla,MNP,2035,2.21777824
Anguilla,MNP,2036,2.167124115
Anguilla,MNP,2037,2.117626932
Anguilla,MNP,2038,2.069260266
Anguilla,MNP,2039,2.021998296
Anguilla,MNP,2040,1.975815791
Anguilla,MNP,2041,1.930688096
Anguilla,MNP,2042,1.886591119
Anguilla,MNP,2043,1.843501318
Anguilla,MNP,2044,1.80139569
Anguilla,MNP,2045,1.760251756
Anguilla,MNP,2046,1.72004755
Anguilla,MNP,2047,1.68076161
Anguilla,MNP,2048,1.642372961
Anguilla,MNP,2049,1.604861111
Anguilla,MNP,2050,1.568206033
Anguilla,MOZ,2021,3.064776315
Anguilla,MOZ,2022,2.994776727
Anguilla,MOZ,2023,2.926375932
Anguilla,MOZ,2024,2.859537413
Anguilla,MOZ,2025,2.794225489
Anguilla,MOZ,2026,2.73040529
Anguilla,MOZ,2027,2.668042747
Anguilla,MOZ,2028,2.607104567
Anguilla,MOZ,2029,2.547558216
Anguilla,MOZ,2030,2.489371906
Anguilla,MOZ,2031,2.432514573
Anguilla,MOZ,2032,2.376955863
Anguilla,MOZ,2033,2.322666116
Anguilla,MOZ,2034,2.269616349
Anguilla,MOZ,2035,2.21777824
Anguilla,MOZ,2036,2.167124115
Anguilla,MOZ,2037,2.117626932
Anguilla,MOZ,2038,2.069260266
Anguilla,MOZ,2039,2.021998296
Anguilla,MOZ,2040,1.975815791
Anguilla,MOZ,2041,1.930688096
Anguilla,MOZ,2042,1.886591119
Anguilla,MOZ,2043,1.843501318
Anguilla,MOZ,2044,1.80139569
Anguilla,MOZ,2045,1.760251756
Anguilla,MOZ,2046,1.72004755
Anguilla,MOZ,2047,1.68076161
Anguilla,MOZ,2048,1.642372961
Anguilla,MOZ,2049,1.604861111
Anguilla,MOZ,2050,1.568206033
Anguilla,MRT,2021,3.064776315
Anguilla,MRT,2022,2.994776727
Anguilla,MRT,2023,2.926375932
Anguilla,MRT,2024,2.859537413
Anguilla,MRT,2025,2.794225489
Anguilla,MRT,2026,2.73040529
Anguilla,MRT,2027,2.668042747
Anguilla,MRT,2028,2.607104567
Anguilla,MRT,2029,2.547558216
Anguilla,MRT,2030,2.489371906
Anguilla,MRT,2031,2.432514573
Anguilla,MRT,2032,2.376955863
Anguilla,MRT,2033,2.322666116
Anguilla,MRT,2034,2.269616349
Anguilla,MRT,2035,2.21777824
Anguilla,MRT,2036,2.167124115
Anguilla,MRT,2037,2.117626932
Anguilla,MRT,2038,2.069260266
Anguilla,MRT,2039,2.021998296
Anguilla,MRT,2040,1.975815791
Anguilla,MRT,2041,1.930688096
Anguilla,MRT,2042,1.886591119
Anguilla,MRT,2043,1.843501318
Anguilla,MRT,2044,1.80139569
Anguilla,MRT,2045,1.760251756
Anguilla,MRT,2046,1.72004755
Anguilla,MRT,2047,1.68076161
Anguilla,MRT,2048,1.642372961
Anguilla,MRT,2049,1.604861111
Anguilla,MRT,2050,1.568206033
Anguilla,MSR,2021,3.064776315
Anguilla,MSR,2022,2.994776727
Anguilla,MSR,2023,2.926375932
Anguilla,MSR,2024,2.859537413
Anguilla,MSR,2025,2.794225489
Anguilla,MSR,2026,2.73040529
Anguilla,MSR,2027,2.668042747
Anguilla,MSR,2028,2.607104567
Anguilla,MSR,2029,2.547558216
Anguilla,MSR,2030,2.489371906
Anguilla,MSR,2031,2.432514573
Anguilla,MSR,2032,2.376955863
Anguilla,MSR,2033,2.322666116
Anguilla,MSR,2034,2.269616349
Anguilla,MSR,2035,2.21777824
Anguilla,MSR,2036,2.167124115
Anguilla,MSR,2037,2.117626932
Anguilla,MSR,2038,2.069260266
Anguilla,MSR,2039,2.021998296
Anguilla,MSR,2040,1.975815791
Anguilla,MSR,2041,1.930688096
Anguilla,MSR,2042,1.886591119
Anguilla,MSR,2043,1.843501318
Anguilla,MSR,2044,1.80139569
Anguilla,MSR,2045,1.760251756
Anguilla,MSR,2046,1.72004755
Anguilla,MSR,2047,1.68076161
Anguilla,MSR,2048,1.642372961
Anguilla,MSR,2049,1.604861111
Anguilla,MSR,2050,1.568206033
Anguilla,MTQ,2021,3.064776315
Anguilla,MTQ,2022,2.994776727
Anguilla,MTQ,2023,2.926375932
Anguilla,MTQ,2024,2.859537413
Anguilla,MTQ,2025,2.794225489
Anguilla,MTQ,2026,2.73040529
Anguilla,MTQ,2027,2.668042747
Anguilla,MTQ,2028,2.607104567
Anguilla,MTQ,2029,2.547558216
Anguilla,MTQ,2030,2.489371906
Anguilla,MTQ,2031,2.432514573
Anguilla,MTQ,2032,2.376955863
Anguilla,MTQ,2033,2.322666116
Anguilla,MTQ,2034,2.269616349
Anguilla,MTQ,2035,2.21777824
Anguilla,MTQ,2036,2.167124115
Anguilla,MTQ,2037,2.117626932
Anguilla,MTQ,2038,2.069260266
Anguilla,MTQ,2039,2.021998296
Anguilla,MTQ,2040,1.975815791
Anguilla,MTQ,2041,1.930688096
Anguilla,MTQ,2042,1.886591119
Anguilla,MTQ,2043,1.843501318
Anguilla,MTQ,2044,1.80139569
Anguilla,MTQ,2045,1.760251756
Anguilla,MTQ,2046,1.72004755
Anguilla,MTQ,2047,1.68076161
Anguilla,MTQ,2048,1.642372961
Anguilla,MTQ,2049,1.604861111
Anguilla,MTQ,2050,1.568206033
Anguilla,MUS,2021,3.064776315
Anguilla,MUS,2022,2.994776727
Anguilla,MUS,2023,2.926375932
Anguilla,MUS,2024,2.859537413
Anguilla,MUS,2025,2.794225489
Anguilla,MUS,2026,2.73040529
Anguilla,MUS,2027,2.668042747
Anguilla,MUS,2028,2.607104567
Anguilla,MUS,2029,2.547558216
Anguilla,MUS,2030,2.489371906
Anguilla,MUS,2031,2.432514573
Anguilla,MUS,2032,2.376955863
Anguilla,MUS,2033,2.322666116
Anguilla,MUS,2034,2.269616349
Anguilla,MUS,2035,2.21777824
Anguilla,MUS,2036,2.167124115
Anguilla,MUS,2037,2.117626932
Anguilla,MUS,2038,2.069260266
Anguilla,MUS,2039,2.021998296
Anguilla,MUS,2040,1.975815791
Anguilla,MUS,2041,1.930688096
Anguilla,MUS,2042,1.886591119
Anguilla,MUS,2043,1.843501318
Anguilla,MUS,2044,1.80139569
Anguilla,MUS,2045,1.760251756
Anguilla,MUS,2046,1.72004755
Anguilla,MUS,2047,1.68076161
Anguilla,MUS,2048,1.642372961
Anguilla,MUS,2049,1.604861111
Anguilla,MUS,2050,1.568206033
Anguilla,MWI,2021,3.064776315
Anguilla,MWI,2022,2.994776727
Anguilla,MWI,2023,2.926375932
Anguilla,MWI,2024,2.859537413
Anguilla,MWI,2025,2.794225489
Anguilla,MWI,2026,2.73040529
Anguilla,MWI,2027,2.668042747
Anguilla,MWI,2028,2.607104567
Anguilla,MWI,2029,2.547558216
Anguilla,MWI,2030,2.489371906
Anguilla,MWI,2031,2.432514573
Anguilla,MWI,2032,2.376955863
Anguilla,MWI,2033,2.322666116
Anguilla,MWI,2034,2.269616349
Anguilla,MWI,2035,2.21777824
Anguilla,MWI,2036,2.167124115
Anguilla,MWI,2037,2.117626932
Anguilla,MWI,2038,2.069260266
Anguilla,MWI,2039,2.021998296
Anguilla,MWI,2040,1.975815791
Anguilla,MWI,2041,1.930688096
Anguilla,MWI,2042,1.886591119
Anguilla,MWI,2043,1.843501318
Anguilla,MWI,2044,1.80139569
Anguilla,MWI,2045,1.760251756
Anguilla,MWI,2046,1.72004755
Anguilla,MWI,2047,1.68076161
Anguilla,MWI,2048,1.642372961
Anguilla,MWI,2049,1.604861111
Anguilla,MWI,2050,1.568206033
Anguilla,MYS,2021,3.064776315
Anguilla,MYS,2022,2.994776727
Anguilla,MYS,2023,2.926375932
Anguilla,MYS,2024,2.859537413
Anguilla,MYS,2025,2.794225489
Anguilla,MYS,2026,2.73040529
Anguilla,MYS,2027,2.668042747
Anguilla,MYS,2028,2.607104567
Anguilla,MYS,2029,2.547558216
Anguilla,MYS,2030,2.489371906
Anguilla,MYS,2031,2.432514573
Anguilla,MYS,2032,2.376955863
Anguilla,MYS,2033,2.322666116
Anguilla,MYS,2034,2.269616349
Anguilla,MYS,2035,2.21777824
Anguilla,MYS,2036,2.167124115
Anguilla,MYS,2037,2.117626932
Anguilla,MYS,2038,2.069260266
Anguilla,MYS,2039,2.021998296
Anguilla,MYS,2040,1.975815791
Anguilla,MYS,2041,1.930688096
Anguilla,MYS,2042,1.886591119
Anguilla,MYS,2043,1.843501318
Anguilla,MYS,2044,1.80139569
Anguilla,MYS,2045,1.760251756
Anguilla,MYS,2046,1.72004755
Anguilla,MYS,2047,1.68076161
Anguilla,MYS,2048,1.642372961
Anguilla,MYS,2049,1.604861111
Anguilla,MYS,2050,1.568206033
Anguilla,MYT,2021,3.064776315
Anguilla,MYT,2022,2.994776727
Anguilla,MYT,2023,2.926375932
Anguilla,MYT,2024,2.859537413
Anguilla,MYT,2025,2.794225489
Anguilla,MYT,2026,2.73040529
Anguilla,MYT,2027,2.668042747
Anguilla,MYT,2028,2.607104567
Anguilla,MYT,2029,2.547558216
Anguilla,MYT,2030,2.489371906
Anguilla,MYT,2031,2.432514573
Anguilla,MYT,2032,2.376955863
Anguilla,MYT,2033,2.322666116
Anguilla,MYT,2034,2.269616349
Anguilla,MYT,2035,2.21777824
Anguilla,MYT,2036,2.167124115
Anguilla,MYT,2037,2.117626932
Anguilla,MYT,2038,2.069260266
Anguilla,MYT,2039,2.021998296
Anguilla,MYT,2040,1.975815791
Anguilla,MYT,2041,1.930688096
Anguilla,MYT,2042,1.886591119
Anguilla,MYT,2043,1.843501318
Anguilla,MYT,2044,1.80139569
Anguilla,MYT,2045,1.760251756
Anguilla,MYT,2046,1.72004755
Anguilla,MYT,2047,1.68076161
Anguilla,MYT,2048,1.642372961
Anguilla,MYT,2049,1.604861111
Anguilla,MYT,2050,1.568206033
Anguilla,NAM,2021,3.064776315
Anguilla,NAM,2022,2.994776727
Anguilla,NAM,2023,2.926375932
Anguilla,NAM,2024,2.859537413
Anguilla,NAM,2025,2.794225489
Anguilla,NAM,2026,2.73040529
Anguilla,NAM,2027,2.668042747
Anguilla,NAM,2028,2.607104567
