iso_code3,Nation,Year,yf_agrc_tubers_tonne_ha
DJI,Djibouti,2028,10.163408431
DJI,Djibouti,2029,10.163408431
DJI,Djibouti,2030,10.163408431
DJI,Djibouti,2031,10.163408431
DJI,Djibouti,2032,10.163408431
DJI,Djibouti,2033,10.163408431
DJI,Djibouti,2034,10.163408431
DJI,Djibouti,2035,10.163408431
DJI,Djibouti,2036,10.163408431
DJI,Djibouti,2037,10.163408431
DJI,Djibouti,2038,10.163408431
DJI,Djibouti,2039,10.163408431
DJI,Djibouti,2040,10.163408431
DJI,Djibouti,2041,10.163408431
DJI,Djibouti,2042,10.163408431
DJI,Djibouti,2043,10.163408431
DJI,Djibouti,2044,10.163408431
DJI,Djibouti,2045,10.163408431
DJI,Djibouti,2046,10.163408431
DJI,Djibouti,2047,10.163408431
DJI,Djibouti,2048,10.163408431
DJI,Djibouti,2049,10.163408431
DJI,Djibouti,2050,10.163408431
DMA,Dominica,2023,27.55775
DMA,Dominica,2024,27.55775
DMA,Dominica,2025,27.55775
DMA,Dominica,2026,27.55775
DMA,Dominica,2027,27.55775
DMA,Dominica,2028,27.55775
DMA,Dominica,2029,27.55775
DMA,Dominica,2030,27.55775
DMA,Dominica,2031,27.55775
DMA,Dominica,2032,27.55775
DMA,Dominica,2033,27.55775
DMA,Dominica,2034,27.55775
DMA,Dominica,2035,27.55775
DMA,Dominica,2036,27.55775
DMA,Dominica,2037,27.55775
DMA,Dominica,2038,27.55775
DMA,Dominica,2039,27.55775
DMA,Dominica,2040,27.55775
DMA,Dominica,2041,27.55775
DMA,Dominica,2042,27.55775
DMA,Dominica,2043,27.55775
DMA,Dominica,2044,27.55775
DMA,Dominica,2045,27.55775
DMA,Dominica,2046,27.55775
DMA,Dominica,2047,27.55775
DMA,Dominica,2048,27.55775
DMA,Dominica,2049,27.55775
DMA,Dominica,2050,27.55775
DNK,Denmark,2023,55.03723599
DNK,Denmark,2024,55.03723599
DNK,Denmark,2025,55.03723599
DNK,Denmark,2026,55.03723599
DNK,Denmark,2027,55.03723599
DNK,Denmark,2028,55.03723599
DNK,Denmark,2029,55.03723599
DNK,Denmark,2030,55.03723599
DNK,Denmark,2031,55.03723599
DNK,Denmark,2032,55.03723599
DNK,Denmark,2033,55.03723599
DNK,Denmark,2034,55.03723599
DNK,Denmark,2035,55.03723599
DNK,Denmark,2036,55.03723599
DNK,Denmark,2037,55.03723599
DNK,Denmark,2038,55.03723599
DNK,Denmark,2039,55.03723599
DNK,Denmark,2040,55.03723599
DNK,Denmark,2041,55.03723599
DNK,Denmark,2042,55.03723599
DNK,Denmark,2043,55.03723599
DNK,Denmark,2044,55.03723599
DNK,Denmark,2045,55.03723599
DNK,Denmark,2046,55.03723599
DNK,Denmark,2047,55.03723599
DNK,Denmark,2048,55.03723599
DNK,Denmark,2049,55.03723599
DNK,Denmark,2050,55.03723599
DOM,Dominican Republic,2023,7.2100333404
DOM,Dominican Republic,2024,7.2100333404
DOM,Dominican Republic,2025,7.2100333404
DOM,Dominican Republic,2026,7.2100333404
DOM,Dominican Republic,2027,7.2100333404
DOM,Dominican Republic,2028,7.2100333404
DOM,Dominican Republic,2029,7.2100333404
DOM,Dominican Republic,2030,7.2100333404
DOM,Dominican Republic,2031,7.2100333404
DOM,Dominican Republic,2032,7.2100333404
DOM,Dominican Republic,2033,7.2100333404
DOM,Dominican Republic,2034,7.2100333404
DOM,Dominican Republic,2035,7.2100333404
DOM,Dominican Republic,2036,7.2100333404
DOM,Dominican Republic,2037,7.2100333404
DOM,Dominican Republic,2038,7.2100333404
DOM,Dominican Republic,2039,7.2100333404
DOM,Dominican Republic,2040,7.2100333404
DOM,Dominican Republic,2041,7.2100333404
DOM,Dominican Republic,2042,7.2100333404
DOM,Dominican Republic,2043,7.2100333404
DOM,Dominican Republic,2044,7.2100333404
DOM,Dominican Republic,2045,7.2100333404
DOM,Dominican Republic,2046,7.2100333404
DOM,Dominican Republic,2047,7.2100333404
DOM,Dominican Republic,2048,7.2100333404
DOM,Dominican Republic,2049,7.2100333404
DOM,Dominican Republic,2050,7.2100333404
DZA,Algeria,2023,9.332542268500001
DZA,Algeria,2024,9.332542268500001
DZA,Algeria,2025,9.332542268500001
DZA,Algeria,2026,9.332542268500001
DZA,Algeria,2027,9.332542268500001
DZA,Algeria,2028,9.332542268500001
DZA,Algeria,2029,9.332542268500001
DZA,Algeria,2030,9.332542268500001
DZA,Algeria,2031,9.332542268500001
DZA,Algeria,2032,9.332542268500001
DZA,Algeria,2033,9.332542268500001
DZA,Algeria,2034,9.332542268500001
DZA,Algeria,2035,9.332542268500001
DZA,Algeria,2036,9.332542268500001
DZA,Algeria,2037,9.332542268500001
DZA,Algeria,2038,9.332542268500001
DZA,Algeria,2039,9.332542268500001
DZA,Algeria,2040,9.332542268500001
DZA,Algeria,2041,9.332542268500001
DZA,Algeria,2042,9.332542268500001
DZA,Algeria,2043,9.332542268500001
DZA,Algeria,2044,9.332542268500001
DZA,Algeria,2045,9.332542268500001
DZA,Algeria,2046,9.332542268500001
DZA,Algeria,2047,9.332542268500001
DZA,Algeria,2048,9.332542268500001
DZA,Algeria,2049,9.332542268500001
DZA,Algeria,2050,9.332542268500001
ECU,Ecuador,2023,6.108450865
ECU,Ecuador,2024,6.108450865
ECU,Ecuador,2025,6.108450865
ECU,Ecuador,2026,6.108450865
ECU,Ecuador,2027,6.108450865
ECU,Ecuador,2028,6.108450865
ECU,Ecuador,2029,6.108450865
ECU,Ecuador,2030,6.108450865
ECU,Ecuador,2031,6.108450865
ECU,Ecuador,2032,6.108450865
ECU,Ecuador,2033,6.108450865
ECU,Ecuador,2034,6.108450865
ECU,Ecuador,2035,6.108450865
ECU,Ecuador,2036,6.108450865
ECU,Ecuador,2037,6.108450865
ECU,Ecuador,2038,6.108450865
ECU,Ecuador,2039,6.108450865
ECU,Ecuador,2040,6.108450865
ECU,Ecuador,2041,6.108450865
ECU,Ecuador,2042,6.108450865
ECU,Ecuador,2043,6.108450865
ECU,Ecuador,2044,6.108450865
ECU,Ecuador,2045,6.108450865
ECU,Ecuador,2046,6.108450865
ECU,Ecuador,2047,6.108450865
ECU,Ecuador,2048,6.108450865
ECU,Ecuador,2049,6.108450865
ECU,Ecuador,2050,6.108450865
EGY,Egypt,2023,64.2165571685
EGY,Egypt,2024,64.2165571685
EGY,Egypt,2025,64.2165571685
EGY,Egypt,2026,64.2165571685
EGY,Egypt,2027,64.2165571685
EGY,Egypt,2028,64.2165571685
EGY,Egypt,2029,64.2165571685
EGY,Egypt,2030,64.2165571685
EGY,Egypt,2031,64.2165571685
EGY,Egypt,2032,64.2165571685
EGY,Egypt,2033,64.2165571685
EGY,Egypt,2034,64.2165571685
EGY,Egypt,2035,64.2165571685
EGY,Egypt,2036,64.2165571685
EGY,Egypt,2037,64.2165571685
EGY,Egypt,2038,64.2165571685
EGY,Egypt,2039,64.2165571685
EGY,Egypt,2040,64.2165571685
EGY,Egypt,2041,64.2165571685
EGY,Egypt,2042,64.2165571685
EGY,Egypt,2043,64.2165571685
EGY,Egypt,2044,64.2165571685
EGY,Egypt,2045,64.2165571685
EGY,Egypt,2046,64.2165571685
EGY,Egypt,2047,64.2165571685
EGY,Egypt,2048,64.2165571685
EGY,Egypt,2049,64.2165571685
EGY,Egypt,2050,64.2165571685
ERI,Eritrea,2023,0.0
ERI,Eritrea,2024,0.0
ERI,Eritrea,2025,0.0
ERI,Eritrea,2026,0.0
ERI,Eritrea,2027,0.0
ERI,Eritrea,2028,0.0
ERI,Eritrea,2029,0.0
ERI,Eritrea,2030,0.0
ERI,Eritrea,2031,0.0
ERI,Eritrea,2032,0.0
ERI,Eritrea,2033,0.0
ERI,Eritrea,2034,0.0
ERI,Eritrea,2035,0.0
ERI,Eritrea,2036,0.0
ERI,Eritrea,2037,0.0
ERI,Eritrea,2038,0.0
ERI,Eritrea,2039,0.0
ERI,Eritrea,2040,0.0
ERI,Eritrea,2041,0.0
ERI,Eritrea,2042,0.0
ERI,Eritrea,2043,0.0
ERI,Eritrea,2044,0.0
ERI,Eritrea,2045,0.0
ERI,Eritrea,2046,0.0
ERI,Eritrea,2047,0.0
ERI,Eritrea,2048,0.0
ERI,Eritrea,2049,0.0
ERI,Eritrea,2050,0.0
ESP,Spain,2023,11.835785921142858
ESP,Spain,2024,11.835785921142858
ESP,Spain,2025,11.835785921142858
ESP,Spain,2026,11.835785921142858
ESP,Spain,2027,11.835785921142858
ESP,Spain,2028,11.835785921142858
ESP,Spain,2029,11.835785921142858
ESP,Spain,2030,11.835785921142858
ESP,Spain,2031,11.835785921142858
ESP,Spain,2032,11.835785921142858
ESP,Spain,2033,11.835785921142858
ESP,Spain,2034,11.835785921142858
ESP,Spain,2035,11.835785921142858
ESP,Spain,2036,11.835785921142858
ESP,Spain,2037,11.835785921142858
ESP,Spain,2038,11.835785921142858
ESP,Spain,2039,11.835785921142858
ESP,Spain,2040,11.835785921142858
ESP,Spain,2041,11.835785921142858
ESP,Spain,2042,11.835785921142858
ESP,Spain,2043,11.835785921142858
ESP,Spain,2044,11.835785921142858
ESP,Spain,2045,11.835785921142858
ESP,Spain,2046,11.835785921142858
ESP,Spain,2047,11.835785921142858
ESP,Spain,2048,11.835785921142858
ESP,Spain,2049,11.835785921142858
ESP,Spain,2050,11.835785921142858
EST,Estonia,2023,11.693929122333333
EST,Estonia,2024,11.693929122333333
EST,Estonia,2025,11.693929122333333
EST,Estonia,2026,11.693929122333333
EST,Estonia,2027,11.693929122333333
EST,Estonia,2028,11.693929122333333
EST,Estonia,2029,11.693929122333333
EST,Estonia,2030,11.693929122333333
EST,Estonia,2031,11.693929122333333
EST,Estonia,2032,11.693929122333333
EST,Estonia,2033,11.693929122333333
EST,Estonia,2034,11.693929122333333
EST,Estonia,2035,11.693929122333333
EST,Estonia,2036,11.693929122333333
EST,Estonia,2037,11.693929122333333
EST,Estonia,2038,11.693929122333333
EST,Estonia,2039,11.693929122333333
EST,Estonia,2040,11.693929122333333
EST,Estonia,2041,11.693929122333333
EST,Estonia,2042,11.693929122333333
EST,Estonia,2043,11.693929122333333
EST,Estonia,2044,11.693929122333333
EST,Estonia,2045,11.693929122333333
EST,Estonia,2046,11.693929122333333
EST,Estonia,2047,11.693929122333333
EST,Estonia,2048,11.693929122333333
EST,Estonia,2049,11.693929122333333
EST,Estonia,2050,11.693929122333333
ETH,Ethiopia,2023,7.304324937800001
ETH,Ethiopia,2024,7.304324937800001
ETH,Ethiopia,2025,7.304324937800001
ETH,Ethiopia,2026,7.304324937800001
ETH,Ethiopia,2027,7.304324937800001
ETH,Ethiopia,2028,7.304324937800001
ETH,Ethiopia,2029,7.304324937800001
ETH,Ethiopia,2030,7.304324937800001
ETH,Ethiopia,2031,7.304324937800001
ETH,Ethiopia,2032,7.304324937800001
ETH,Ethiopia,2033,7.304324937800001
ETH,Ethiopia,2034,7.304324937800001
ETH,Ethiopia,2035,7.304324937800001
ETH,Ethiopia,2036,7.304324937800001
ETH,Ethiopia,2037,7.304324937800001
ETH,Ethiopia,2038,7.304324937800001
ETH,Ethiopia,2039,7.304324937800001
ETH,Ethiopia,2040,7.304324937800001
ETH,Ethiopia,2041,7.304324937800001
ETH,Ethiopia,2042,7.304324937800001
ETH,Ethiopia,2043,7.304324937800001
ETH,Ethiopia,2044,7.304324937800001
ETH,Ethiopia,2045,7.304324937800001
ETH,Ethiopia,2046,7.304324937800001
ETH,Ethiopia,2047,7.304324937800001
ETH,Ethiopia,2048,7.304324937800001
ETH,Ethiopia,2049,7.304324937800001
ETH,Ethiopia,2050,7.304324937800001
F351,China,2023,13.950642455750002
F351,China,2024,13.950642455750002
F351,China,2025,13.950642455750002
F351,China,2026,13.950642455750002
F351,China,2027,13.950642455750002
F351,China,2028,13.950642455750002
F351,China,2029,13.950642455750002
F351,China,2030,13.950642455750002
F351,China,2031,13.950642455750002
F351,China,2032,13.950642455750002
F351,China,2033,13.950642455750002
F351,China,2034,13.950642455750002
F351,China,2035,13.950642455750002
F351,China,2036,13.950642455750002
F351,China,2037,13.950642455750002
F351,China,2038,13.950642455750002
F351,China,2039,13.950642455750002
F351,China,2040,13.950642455750002
F351,China,2041,13.950642455750002
F351,China,2042,13.950642455750002
F351,China,2043,13.950642455750002
F351,China,2044,13.950642455750002
F351,China,2045,13.950642455750002
F351,China,2046,13.950642455750002
F351,China,2047,13.950642455750002
F351,China,2048,13.950642455750002
F351,China,2049,13.950642455750002
F351,China,2050,13.950642455750002
FIN,Finland,2023,5.103291119666667
FIN,Finland,2024,5.103291119666667
FIN,Finland,2025,5.103291119666667
FIN,Finland,2026,5.103291119666667
FIN,Finland,2027,5.103291119666667
FIN,Finland,2028,5.103291119666667
FIN,Finland,2029,5.103291119666667
FIN,Finland,2030,5.103291119666667
FIN,Finland,2031,5.103291119666667
FIN,Finland,2032,5.103291119666667
FIN,Finland,2033,5.103291119666667
FIN,Finland,2034,5.103291119666667
FIN,Finland,2035,5.103291119666667
FIN,Finland,2036,5.103291119666667
FIN,Finland,2037,5.103291119666667
FIN,Finland,2038,5.103291119666667
FIN,Finland,2039,5.103291119666667
FIN,Finland,2040,5.103291119666667
FIN,Finland,2041,5.103291119666667
FIN,Finland,2042,5.103291119666667
FIN,Finland,2043,5.103291119666667
FIN,Finland,2044,5.103291119666667
FIN,Finland,2045,5.103291119666667
FIN,Finland,2046,5.103291119666667
FIN,Finland,2047,5.103291119666667
FIN,Finland,2048,5.103291119666667
FIN,Finland,2049,5.103291119666667
FIN,Finland,2050,5.103291119666667
FJI,Fiji,2023,2.8092921505
FJI,Fiji,2024,2.8092921505
FJI,Fiji,2025,2.8092921505
FJI,Fiji,2026,2.8092921505
FJI,Fiji,2027,2.8092921505
FJI,Fiji,2028,2.8092921505
FJI,Fiji,2029,2.8092921505
FJI,Fiji,2030,2.8092921505
FJI,Fiji,2031,2.8092921505
FJI,Fiji,2032,2.8092921505
FJI,Fiji,2033,2.8092921505
FJI,Fiji,2034,2.8092921505
FJI,Fiji,2035,2.8092921505
FJI,Fiji,2036,2.8092921505
FJI,Fiji,2037,2.8092921505
FJI,Fiji,2038,2.8092921505
FJI,Fiji,2039,2.8092921505
FJI,Fiji,2040,2.8092921505
FJI,Fiji,2041,2.8092921505
FJI,Fiji,2042,2.8092921505
FJI,Fiji,2043,2.8092921505
FJI,Fiji,2044,2.8092921505
FJI,Fiji,2045,2.8092921505
FJI,Fiji,2046,2.8092921505
FJI,Fiji,2047,2.8092921505
FJI,Fiji,2048,2.8092921505
FJI,Fiji,2049,2.8092921505
FJI,Fiji,2050,2.8092921505
FRA,France,2023,17.5132257025
FRA,France,2024,17.5132257025
FRA,France,2025,17.5132257025
FRA,France,2026,17.5132257025
FRA,France,2027,17.5132257025
FRA,France,2028,17.5132257025
FRA,France,2029,17.5132257025
FRA,France,2030,17.5132257025
FRA,France,2031,17.5132257025
FRA,France,2032,17.5132257025
FRA,France,2033,17.5132257025
FRA,France,2034,17.5132257025
FRA,France,2035,17.5132257025
FRA,France,2036,17.5132257025
FRA,France,2037,17.5132257025
FRA,France,2038,17.5132257025
FRA,France,2039,17.5132257025
FRA,France,2040,17.5132257025
FRA,France,2041,17.5132257025
FRA,France,2042,17.5132257025
FRA,France,2043,17.5132257025
FRA,France,2044,17.5132257025
FRA,France,2045,17.5132257025
FRA,France,2046,17.5132257025
FRA,France,2047,17.5132257025
FRA,France,2048,17.5132257025
FRA,France,2049,17.5132257025
FRA,France,2050,17.5132257025
FRO,Faroe Islands,2023,3.959166827
FRO,Faroe Islands,2024,3.959166827
FRO,Faroe Islands,2025,3.959166827
FRO,Faroe Islands,2026,3.959166827
FRO,Faroe Islands,2027,3.959166827
FRO,Faroe Islands,2028,3.959166827
FRO,Faroe Islands,2029,3.959166827
FRO,Faroe Islands,2030,3.959166827
FRO,Faroe Islands,2031,3.959166827
FRO,Faroe Islands,2032,3.959166827
FRO,Faroe Islands,2033,3.959166827
FRO,Faroe Islands,2034,3.959166827
FRO,Faroe Islands,2035,3.959166827
FRO,Faroe Islands,2036,3.959166827
FRO,Faroe Islands,2037,3.959166827
FRO,Faroe Islands,2038,3.959166827
FRO,Faroe Islands,2039,3.959166827
FRO,Faroe Islands,2040,3.959166827
FRO,Faroe Islands,2041,3.959166827
FRO,Faroe Islands,2042,3.959166827
FRO,Faroe Islands,2043,3.959166827
FRO,Faroe Islands,2044,3.959166827
FRO,Faroe Islands,2045,3.959166827
FRO,Faroe Islands,2046,3.959166827
FRO,Faroe Islands,2047,3.959166827
FRO,Faroe Islands,2048,3.959166827
FRO,Faroe Islands,2049,3.959166827
FRO,Faroe Islands,2050,3.959166827
FSM,Micronesia (Federated States of),2023,13.874886201
FSM,Micronesia (Federated States of),2024,13.874886201
FSM,Micronesia (Federated States of),2025,13.874886201
FSM,Micronesia (Federated States of),2026,13.874886201
FSM,Micronesia (Federated States of),2027,13.874886201
FSM,Micronesia (Federated States of),2028,13.874886201
FSM,Micronesia (Federated States of),2029,13.874886201
FSM,Micronesia (Federated States of),2030,13.874886201
FSM,Micronesia (Federated States of),2031,13.874886201
FSM,Micronesia (Federated States of),2032,13.874886201
FSM,Micronesia (Federated States of),2033,13.874886201
FSM,Micronesia (Federated States of),2034,13.874886201
FSM,Micronesia (Federated States of),2035,13.874886201
FSM,Micronesia (Federated States of),2036,13.874886201
FSM,Micronesia (Federated States of),2037,13.874886201
FSM,Micronesia (Federated States of),2038,13.874886201
FSM,Micronesia (Federated States of),2039,13.874886201
FSM,Micronesia (Federated States of),2040,13.874886201
FSM,Micronesia (Federated States of),2041,13.874886201
FSM,Micronesia (Federated States of),2042,13.874886201
FSM,Micronesia (Federated States of),2043,13.874886201
FSM,Micronesia (Federated States of),2044,13.874886201
FSM,Micronesia (Federated States of),2045,13.874886201
FSM,Micronesia (Federated States of),2046,13.874886201
FSM,Micronesia (Federated States of),2047,13.874886201
FSM,Micronesia (Federated States of),2048,13.874886201
FSM,Micronesia (Federated States of),2049,13.874886201
FSM,Micronesia (Federated States of),2050,13.874886201
GAB,Gabon,2023,15.640786821
GAB,Gabon,2024,15.640786821
GAB,Gabon,2025,15.640786821
GAB,Gabon,2026,15.640786821
GAB,Gabon,2027,15.640786821
GAB,Gabon,2028,15.640786821
GAB,Gabon,2029,15.640786821
GAB,Gabon,2030,15.640786821
GAB,Gabon,2031,15.640786821
GAB,Gabon,2032,15.640786821
GAB,Gabon,2033,15.640786821
GAB,Gabon,2034,15.640786821
GAB,Gabon,2035,15.640786821
GAB,Gabon,2036,15.640786821
GAB,Gabon,2037,15.640786821
GAB,Gabon,2038,15.640786821
GAB,Gabon,2039,15.640786821
GAB,Gabon,2040,15.640786821
GAB,Gabon,2041,15.640786821
GAB,Gabon,2042,15.640786821
GAB,Gabon,2043,15.640786821
GAB,Gabon,2044,15.640786821
GAB,Gabon,2045,15.640786821
GAB,Gabon,2046,15.640786821
GAB,Gabon,2047,15.640786821
GAB,Gabon,2048,15.640786821
GAB,Gabon,2049,15.640786821
GAB,Gabon,2050,15.640786821
GBR,United Kingdom of Great Britain and Northern Ireland,2023,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2024,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2025,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2026,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2027,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2028,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2029,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2030,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2031,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2032,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2033,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2034,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2035,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2036,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2037,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2038,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2039,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2040,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2041,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2042,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2043,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2044,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2045,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2046,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2047,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2048,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2049,10.235279043000002
GBR,United Kingdom of Great Britain and Northern Ireland,2050,10.235279043000002
GEO,Georgia,2023,41.6211863265
GEO,Georgia,2024,41.6211863265
GEO,Georgia,2025,41.6211863265
GEO,Georgia,2026,41.6211863265
GEO,Georgia,2027,41.6211863265
GEO,Georgia,2028,41.6211863265
GEO,Georgia,2029,41.6211863265
GEO,Georgia,2030,41.6211863265
GEO,Georgia,2031,41.6211863265
GEO,Georgia,2032,41.6211863265
GEO,Georgia,2033,41.6211863265
GEO,Georgia,2034,41.6211863265
GEO,Georgia,2035,41.6211863265
GEO,Georgia,2036,41.6211863265
GEO,Georgia,2037,41.6211863265
GEO,Georgia,2038,41.6211863265
GEO,Georgia,2039,41.6211863265
GEO,Georgia,2040,41.6211863265
GEO,Georgia,2041,41.6211863265
GEO,Georgia,2042,41.6211863265
GEO,Georgia,2043,41.6211863265
GEO,Georgia,2044,41.6211863265
GEO,Georgia,2045,41.6211863265
GEO,Georgia,2046,41.6211863265
GEO,Georgia,2047,41.6211863265
GEO,Georgia,2048,41.6211863265
GEO,Georgia,2049,41.6211863265
GEO,Georgia,2050,41.6211863265
GHA,Ghana,2023,54.919950205999996
GHA,Ghana,2024,54.919950205999996
GHA,Ghana,2025,54.919950205999996
GHA,Ghana,2026,54.919950205999996
GHA,Ghana,2027,54.919950205999996
GHA,Ghana,2028,54.919950205999996
GHA,Ghana,2029,54.919950205999996
GHA,Ghana,2030,54.919950205999996
GHA,Ghana,2031,54.919950205999996
GHA,Ghana,2032,54.919950205999996
GHA,Ghana,2033,54.919950205999996
GHA,Ghana,2034,54.919950205999996
GHA,Ghana,2035,54.919950205999996
GHA,Ghana,2036,54.919950205999996
GHA,Ghana,2037,54.919950205999996
GHA,Ghana,2038,54.919950205999996
GHA,Ghana,2039,54.919950205999996
GHA,Ghana,2040,54.919950205999996
GHA,Ghana,2041,54.919950205999996
GHA,Ghana,2042,54.919950205999996
GHA,Ghana,2043,54.919950205999996
GHA,Ghana,2044,54.919950205999996
GHA,Ghana,2045,54.919950205999996
GHA,Ghana,2046,54.919950205999996
GHA,Ghana,2047,54.919950205999996
GHA,Ghana,2048,54.919950205999996
GHA,Ghana,2049,54.919950205999996
GHA,Ghana,2050,54.919950205999996
GIN,Guinea,2023,13.618341920333334
GIN,Guinea,2024,13.618341920333334
GIN,Guinea,2025,13.618341920333334
GIN,Guinea,2026,13.618341920333334
GIN,Guinea,2027,13.618341920333334
GIN,Guinea,2028,13.618341920333334
GIN,Guinea,2029,13.618341920333334
GIN,Guinea,2030,13.618341920333334
GIN,Guinea,2031,13.618341920333334
GIN,Guinea,2032,13.618341920333334
GIN,Guinea,2033,13.618341920333334
GIN,Guinea,2034,13.618341920333334
GIN,Guinea,2035,13.618341920333334
GIN,Guinea,2036,13.618341920333334
GIN,Guinea,2037,13.618341920333334
GIN,Guinea,2038,13.618341920333334
GIN,Guinea,2039,13.618341920333334
GIN,Guinea,2040,13.618341920333334
GIN,Guinea,2041,13.618341920333334
GIN,Guinea,2042,13.618341920333334
GIN,Guinea,2043,13.618341920333334
GIN,Guinea,2044,13.618341920333334
GIN,Guinea,2045,13.618341920333334
GIN,Guinea,2046,13.618341920333334
GIN,Guinea,2047,13.618341920333334
GIN,Guinea,2048,13.618341920333334
GIN,Guinea,2049,13.618341920333334
GIN,Guinea,2050,13.618341920333334
GMB,Gambia,2023,5.44593499725
GMB,Gambia,2024,5.44593499725
GMB,Gambia,2025,5.44593499725
GMB,Gambia,2026,5.44593499725
GMB,Gambia,2027,5.44593499725
GMB,Gambia,2028,5.44593499725
GMB,Gambia,2029,5.44593499725
GMB,Gambia,2030,5.44593499725
GMB,Gambia,2031,5.44593499725
GMB,Gambia,2032,5.44593499725
GMB,Gambia,2033,5.44593499725
GMB,Gambia,2034,5.44593499725
GMB,Gambia,2035,5.44593499725
GMB,Gambia,2036,5.44593499725
GMB,Gambia,2037,5.44593499725
GMB,Gambia,2038,5.44593499725
GMB,Gambia,2039,5.44593499725
GMB,Gambia,2040,5.44593499725
GMB,Gambia,2041,5.44593499725
GMB,Gambia,2042,5.44593499725
GMB,Gambia,2043,5.44593499725
GMB,Gambia,2044,5.44593499725
GMB,Gambia,2045,5.44593499725
GMB,Gambia,2046,5.44593499725
GMB,Gambia,2047,5.44593499725
GMB,Gambia,2048,5.44593499725
GMB,Gambia,2049,5.44593499725
GMB,Gambia,2050,5.44593499725
GNB,Guinea-Bissau,2023,3.990582662
GNB,Guinea-Bissau,2024,3.990582662
GNB,Guinea-Bissau,2025,3.990582662
GNB,Guinea-Bissau,2026,3.990582662
GNB,Guinea-Bissau,2027,3.990582662
GNB,Guinea-Bissau,2028,3.990582662
GNB,Guinea-Bissau,2029,3.990582662
GNB,Guinea-Bissau,2030,3.990582662
GNB,Guinea-Bissau,2031,3.990582662
GNB,Guinea-Bissau,2032,3.990582662
GNB,Guinea-Bissau,2033,3.990582662
GNB,Guinea-Bissau,2034,3.990582662
GNB,Guinea-Bissau,2035,3.990582662
GNB,Guinea-Bissau,2036,3.990582662
GNB,Guinea-Bissau,2037,3.990582662
GNB,Guinea-Bissau,2038,3.990582662
GNB,Guinea-Bissau,2039,3.990582662
GNB,Guinea-Bissau,2040,3.990582662
GNB,Guinea-Bissau,2041,3.990582662
GNB,Guinea-Bissau,2042,3.990582662
GNB,Guinea-Bissau,2043,3.990582662
GNB,Guinea-Bissau,2044,3.990582662
GNB,Guinea-Bissau,2045,3.990582662
GNB,Guinea-Bissau,2046,3.990582662
GNB,Guinea-Bissau,2047,3.990582662
GNB,Guinea-Bissau,2048,3.990582662
GNB,Guinea-Bissau,2049,3.990582662
GNB,Guinea-Bissau,2050,3.990582662
GNQ,Equatorial Guinea,2023,14.946662214
GNQ,Equatorial Guinea,2024,14.946662214
GNQ,Equatorial Guinea,2025,14.946662214
GNQ,Equatorial Guinea,2026,14.946662214
GNQ,Equatorial Guinea,2027,14.946662214
GNQ,Equatorial Guinea,2028,14.946662214
GNQ,Equatorial Guinea,2029,14.946662214
GNQ,Equatorial Guinea,2030,14.946662214
GNQ,Equatorial Guinea,2031,14.946662214
GNQ,Equatorial Guinea,2032,14.946662214
GNQ,Equatorial Guinea,2033,14.946662214
GNQ,Equatorial Guinea,2034,14.946662214
GNQ,Equatorial Guinea,2035,14.946662214
GNQ,Equatorial Guinea,2036,14.946662214
GNQ,Equatorial Guinea,2037,14.946662214
GNQ,Equatorial Guinea,2038,14.946662214
GNQ,Equatorial Guinea,2039,14.946662214
GNQ,Equatorial Guinea,2040,14.946662214
GNQ,Equatorial Guinea,2041,14.946662214
GNQ,Equatorial Guinea,2042,14.946662214
GNQ,Equatorial Guinea,2043,14.946662214
GNQ,Equatorial Guinea,2044,14.946662214
GNQ,Equatorial Guinea,2045,14.946662214
