,Nation,iso_code3,Year,consumpinit_scoe_gj_per_hh_residential_heat_energy
0,Central African Republic,CAF,2021,89.27584932378258
1,Central African Republic,CAF,2022,87.86955203331418
2,Central African Republic,CAF,2023,86.50678751774687
3,Central African Republic,CAF,2024,85.18572986743169
4,Central African Republic,CAF,2025,83.9044134475228
5,Central African Republic,CAF,2026,82.70877175727102
6,Central African Republic,CAF,2027,81.54680264352442
7,Central African Republic,CAF,2028,80.4169566664751
8,Central African Republic,CAF,2029,79.31806265495977
9,Central African Republic,CAF,2030,78.24872699091374
10,Central African Republic,CAF,2031,77.28013302380762
11,Central African Republic,CAF,2032,76.33515903988734
12,Central African Republic,CAF,2033,75.41301598236511
13,Central African Republic,CAF,2034,74.51288632151739
14,Central African Republic,CAF,2035,73.63405260992933
15,Central African Republic,CAF,2036,72.83590261307997
16,Central African Republic,CAF,2037,72.05487003033795
17,Central African Republic,CAF,2038,71.29041004447684
18,Central African Republic,CAF,2039,70.54200071631482
19,Central African Republic,CAF,2040,69.80914179631765
20,Central African Republic,CAF,2041,69.175667695051
21,Central African Republic,CAF,2042,68.55358696502313
22,Central African Republic,CAF,2043,67.94259497190737
23,Central African Republic,CAF,2044,67.34239784579651
24,Central African Republic,CAF,2045,66.75271200990788
25,Central African Republic,CAF,2046,66.25827126395181
26,Central African Republic,CAF,2047,65.7710522829524
27,Central African Republic,CAF,2048,65.29094636186385
28,Central African Republic,CAF,2049,64.81784652389581
29,Central African Republic,CAF,2050,64.35150657012757
30,Papua New Guinea,PNG,2021,57.17275733272149
31,Papua New Guinea,PNG,2022,56.28570256055047
32,Papua New Guinea,PNG,2023,55.42575315232413
33,Papua New Guinea,PNG,2024,54.59171924276432
34,Papua New Guinea,PNG,2025,53.78238110668215
35,Papua New Guinea,PNG,2026,53.016197238541636
36,Papua New Guinea,PNG,2027,52.271536859426725
37,Papua New Guinea,PNG,2028,51.5475055812896
38,Papua New Guinea,PNG,2029,50.8432578929938
39,Papua New Guinea,PNG,2030,50.157993866505905
40,Papua New Guinea,PNG,2031,49.538851945420156
41,Papua New Guinea,PNG,2032,48.93478165067373
42,Papua New Guinea,PNG,2033,48.3452923052826
43,Papua New Guinea,PNG,2034,47.76981050152899
44,Papua New Guinea,PNG,2035,47.20786811175575
45,Papua New Guinea,PNG,2036,46.72636762653839
46,Papua New Guinea,PNG,2037,46.25461444887854
47,Papua New Guinea,PNG,2038,45.79226798731141
48,Papua New Guinea,PNG,2039,45.339072987926656
49,Papua New Guinea,PNG,2040,44.8947604039921
50,Papua New Guinea,PNG,2041,44.51360638770006
51,Papua New Guinea,PNG,2042,44.13886984020994
52,Papua New Guinea,PNG,2043,43.770411773422495
53,Papua New Guinea,PNG,2044,43.40803295927597
54,Papua New Guinea,PNG,2045,43.05160520343299
55,Papua New Guinea,PNG,2046,42.75425287774595
56,Papua New Guinea,PNG,2047,42.460959476964725
57,Papua New Guinea,PNG,2048,42.17168281067028
58,Papua New Guinea,PNG,2049,41.88630111901031
59,Papua New Guinea,PNG,2050,41.60477553841854
60,Ethiopia,ETH,2021,3.9481764666530093
61,Ethiopia,ETH,2022,3.8696463288511938
62,Ethiopia,ETH,2023,3.7941792314687373
63,Ethiopia,ETH,2024,3.7215993934230904
64,Ethiopia,ETH,2025,3.651744231415454
65,Ethiopia,ETH,2026,3.586879592212168
66,Ethiopia,ETH,2027,3.5242790714918537
67,Ethiopia,ETH,2028,3.4638260220273676
68,Ethiopia,ETH,2029,3.405412068860364
69,Ethiopia,ETH,2030,3.3489356270205994
70,Ethiopia,ETH,2031,3.2977308100918217
71,Ethiopia,ETH,2032,3.2480682431494383
72,Ethiopia,ETH,2033,3.199879166687238
73,Ethiopia,ETH,2034,3.1530991871227543
74,Ethiopia,ETH,2035,3.107667280386045
75,Ethiopia,ETH,2036,3.066290060917907
76,Ethiopia,ETH,2037,3.026000098698842
77,Ethiopia,ETH,2038,2.9867552975511877
78,Ethiopia,ETH,2039,2.948515410834479
79,Ethiopia,ETH,2040,2.9112423282592856
80,Ethiopia,ETH,2041,2.877115420640096
81,Ethiopia,ETH,2042,2.8437793448184694
82,Ethiopia,ETH,2043,2.811207016080033
83,Ethiopia,ETH,2044,2.77937230963735
84,Ethiopia,ETH,2045,2.7482505357740683
85,Ethiopia,ETH,2046,2.7202998564960135
86,Ethiopia,ETH,2047,2.692911907520084
87,Ethiopia,ETH,2048,2.6660699446984872
88,Ethiopia,ETH,2049,2.6397578025904287
89,Ethiopia,ETH,2050,2.6139599476823236
90,Equatorial Guinea,GNQ,2021,507.1950896128345
91,Equatorial Guinea,GNQ,2022,496.40400858858345
92,Equatorial Guinea,GNQ,2023,486.05986329795064
93,Equatorial Guinea,GNQ,2024,476.1405957450161
94,Equatorial Guinea,GNQ,2025,466.61808629203597
95,Equatorial Guinea,GNQ,2026,457.8325371451005
96,Equatorial Guinea,GNQ,2027,449.3739961208399
97,Equatorial Guinea,GNQ,2028,441.2201231809158
98,Equatorial Guinea,GNQ,2029,433.35688016068116
99,Equatorial Guinea,GNQ,2030,425.7710572387605
100,Equatorial Guinea,GNQ,2031,418.6350374200142
101,Equatorial Guinea,GNQ,2032,411.73620044787305
102,Equatorial Guinea,GNQ,2033,405.0591926525439
103,Equatorial Guinea,GNQ,2034,398.5970897070373
104,Equatorial Guinea,GNQ,2035,392.3361887955925
105,Equatorial Guinea,GNQ,2036,386.5348626102127
106,Equatorial Guinea,GNQ,2037,380.9026005508839
107,Equatorial Guinea,GNQ,2038,375.43051935603177
108,Equatorial Guinea,GNQ,2039,370.11499031782427
109,Equatorial Guinea,GNQ,2040,364.94787962341934
110,Equatorial Guinea,GNQ,2041,360.19661819917275
111,Equatorial Guinea,GNQ,2042,355.56891461647797
112,Equatorial Guinea,GNQ,2043,351.0572153772884
113,Equatorial Guinea,GNQ,2044,346.65857654313953
114,Equatorial Guinea,GNQ,2045,342.3701306570057
115,Equatorial Guinea,GNQ,2046,338.47997929914504
116,Equatorial Guinea,GNQ,2047,334.6785084900157
117,Equatorial Guinea,GNQ,2048,330.96023537504493
118,Equatorial Guinea,GNQ,2049,327.32488983859093
119,Equatorial Guinea,GNQ,2050,323.7673503753236
120,St. Vincent and the Grenadines,VCT,2021,3349.939429524697
121,St. Vincent and the Grenadines,VCT,2022,3349.684826489962
122,St. Vincent and the Grenadines,VCT,2023,3349.5575394848515
123,St. Vincent and the Grenadines,VCT,2024,3349.4302621531083
124,St. Vincent and the Grenadines,VCT,2025,3349.3029944936297
125,St. Vincent and the Grenadines,VCT,2026,3351.0856223039596
126,St. Vincent and the Grenadines,VCT,2027,3352.8701486908844
127,St. Vincent and the Grenadines,VCT,2028,3354.7842515350467
128,St. Vincent and the Grenadines,VCT,2029,3356.5727203489337
129,St. Vincent and the Grenadines,VCT,2030,3358.4910542209614
130,St. Vincent and the Grenadines,VCT,2031,3362.975705203287
131,St. Vincent and the Grenadines,VCT,2032,3367.472349063392
132,St. Vincent and the Grenadines,VCT,2033,3372.110030951926
133,St. Vincent and the Grenadines,VCT,2034,3376.6311514684294
134,St. Vincent and the Grenadines,VCT,2035,3381.1644115490353
135,St. Vincent and the Grenadines,VCT,2036,3388.833809122423
136,St. Vincent and the Grenadines,VCT,2037,3396.5380783401415
137,St. Vincent and the Grenadines,VCT,2038,3404.277457578625
138,St. Vincent and the Grenadines,VCT,2039,3412.052187391939
139,St. Vincent and the Grenadines,VCT,2040,3419.8625105366964
140,St. Vincent and the Grenadines,VCT,2041,3430.376564799321
141,St. Vincent and the Grenadines,VCT,2042,3440.95546742723
142,St. Vincent and the Grenadines,VCT,2043,3451.4646700764847
143,St. Vincent and the Grenadines,VCT,2044,3462.174242304923
144,St. Vincent and the Grenadines,VCT,2045,3472.9504830023775
145,St. Vincent and the Grenadines,VCT,2046,3485.5848870688183
146,St. Vincent and the Grenadines,VCT,2047,3498.3115533231476
147,St. Vincent and the Grenadines,VCT,2048,3511.2713595077817
148,St. Vincent and the Grenadines,VCT,2049,3524.1866387767213
149,St. Vincent and the Grenadines,VCT,2050,3537.1972796582404
150,France,FRA,2021,1.8331054225429535
151,France,FRA,2022,1.8228195422399767
152,France,FRA,2023,1.812648510601494
153,France,FRA,2024,1.802590294206323
154,France,FRA,2025,1.7926431456497363
155,France,FRA,2026,1.7831405054936649
156,France,FRA,2027,1.773738079394244
157,France,FRA,2028,1.7644342903929893
158,France,FRA,2029,1.7552275944452562
159,France,FRA,2030,1.7461164795659885
160,France,FRA,2031,1.7374854692751354
161,France,FRA,2032,1.728939420488017
162,France,FRA,2033,1.7204769750144406
163,France,FRA,2034,1.7120969664080006
164,France,FRA,2035,1.7037982497732223
165,France,FRA,2036,1.6960960334962003
166,France,FRA,2037,1.6884631413435416
167,France,FRA,2038,1.6808986415762406
168,France,FRA,2039,1.6734016190779915
169,France,FRA,2040,1.6659711749861377
170,France,FRA,2041,1.659317842447599
171,France,FRA,2042,1.6527173902245789
172,France,FRA,2043,1.6461692406501194
173,France,FRA,2044,1.6396728243761693
174,France,FRA,2045,1.6332274317725466
175,France,FRA,2046,1.6275182051694295
176,France,FRA,2047,1.6218487546836373
177,France,FRA,2048,1.61621866607852
178,France,FRA,2049,1.6106275308494569
179,France,FRA,2050,1.6050749461250515
180,Iraq,IRQ,2021,13.919171934487995
181,Iraq,IRQ,2022,13.615843582627985
182,Iraq,IRQ,2023,13.325453615326198
183,Iraq,IRQ,2024,13.047191494548313
184,Iraq,IRQ,2025,12.78031114703206
185,Iraq,IRQ,2026,12.51807567584795
186,Iraq,IRQ,2027,12.266385299016978
187,Iraq,IRQ,2028,12.024616489351448
188,Iraq,IRQ,2029,11.79219392803227
189,Iraq,IRQ,2030,11.568585933883327
190,Iraq,IRQ,2031,11.354106188334654
191,Iraq,IRQ,2032,11.147434523043213
192,Iraq,IRQ,2033,10.948152183586961
193,Iraq,IRQ,2034,10.755869833872307
194,Iraq,IRQ,2035,10.570223749814533
195,Iraq,IRQ,2036,10.395266836678097
196,Iraq,IRQ,2037,10.226007346863685
197,Iraq,IRQ,2038,10.062171436679229
198,Iraq,IRQ,2039,9.903502535236266
199,Iraq,IRQ,2040,9.749760003730072
200,Iraq,IRQ,2041,9.610686297466556
201,Iraq,IRQ,2042,9.475525394810173
202,Iraq,IRQ,2043,9.344112476796155
203,Iraq,IRQ,2044,9.216295706310829
204,Iraq,IRQ,2045,9.091927586055085
205,Iraq,IRQ,2046,8.98175903345837
206,Iraq,IRQ,2047,8.87422748859281
207,Iraq,IRQ,2048,8.769240263999892
208,Iraq,IRQ,2049,8.666708965312926
209,Iraq,IRQ,2050,8.566546747951087
210,Tonga,TON,2021,4301.950034606312
211,Tonga,TON,2022,4292.731869537516
212,Tonga,TON,2023,4283.553125137688
213,Tonga,TON,2024,4274.413549077846
214,Tonga,TON,2025,4265.312891177942
215,Tonga,TON,2026,4259.747557583886
216,Tonga,TON,2027,4254.196728237614
217,Tonga,TON,2028,4248.660346511946
218,Tonga,TON,2029,4243.1383560741
219,Tonga,TON,2030,4237.630700883772
220,Tonga,TON,2031,4236.8159677521435
221,Tonga,TON,2032,4236.001547843883
222,Tonga,TON,2033,4235.187440978396
223,Tonga,TON,2034,4234.170247338042
224,Tonga,TON,2035,4233.356844159223
225,Tonga,TON,2036,4238.445747419501
226,Tonga,TON,2037,4243.751201631281
227,Tonga,TON,2038,4248.86514070584
228,Tonga,TON,2039,4253.991419771408
229,Tonga,TON,2040,4259.130083546741
230,Tonga,TON,2041,4270.065213829547
231,Tonga,TON,2042,4281.05663958637
232,Tonga,TON,2043,4291.895813082255
233,Tonga,TON,2044,4303.000059022863
234,Tonga,TON,2045,4314.161913130548
235,Tonga,TON,2046,4330.907296667978
236,Tonga,TON,2047,4347.783180876164
237,Tonga,TON,2048,4364.791097255922
238,Tonga,TON,2049,4381.932601366243
239,Tonga,TON,2050,4399.428838544787
240,Belize,BLZ,2021,941.3085463844959
241,Belize,BLZ,2022,930.8315597018211
242,Belize,BLZ,2023,920.5852284475708
243,Belize,BLZ,2024,910.5714248283475
244,Belize,BLZ,2025,900.7639253723083
245,Belize,BLZ,2026,892.5912490540469
246,Belize,BLZ,2027,884.5566648511641
247,Belize,BLZ,2028,876.674154465905
248,Belize,BLZ,2029,868.9308893574062
249,Belize,BLZ,2030,861.3232121584474
250,Belize,BLZ,2031,854.9987992655714
251,Belize,BLZ,2032,848.7747583973669
252,Belize,BLZ,2033,842.6326244308171
253,Belize,BLZ,2034,836.5787465509115
254,Belize,BLZ,2035,830.6190630508598
255,Belize,BLZ,2036,825.7248757302822
256,Belize,BLZ,2037,820.8880257877012
257,Belize,BLZ,2038,816.1075114951842
258,Belize,BLZ,2039,811.3898230720965
259,Belize,BLZ,2040,806.7189812849683
260,Belize,BLZ,2041,803.0662081856668
261,Belize,BLZ,2042,799.4536156602486
262,Belize,BLZ,2043,795.8661942385365
263,Belize,BLZ,2044,792.3108249582784
264,Belize,BLZ,2045,788.7941387312937
265,Belize,BLZ,2046,786.2121036166412
266,Belize,BLZ,2047,783.6469173927024
267,Belize,BLZ,2048,781.1053373010249
268,Belize,BLZ,2049,778.5733130395292
269,Belize,BLZ,2050,776.0576513129901
270,Greece,GRC,2021,0.5105829752723527
271,Greece,GRC,2022,0.5108316160916736
272,Greece,GRC,2023,0.5110804991923887
273,Greece,GRC,2024,0.5113296249287976
274,Greece,GRC,2025,0.511578993655891
275,Greece,GRC,2026,0.5117857977902108
276,Greece,GRC,2027,0.5119928881891506
277,Greece,GRC,2028,0.5122000271576055
278,Greece,GRC,2029,0.5124073337999446
279,Greece,GRC,2030,0.5126149276063797
280,Greece,GRC,2031,0.5127350773322272
281,Greece,GRC,2032,0.5128552833940893
282,Greece,GRC,2033,0.5129755458315975
283,Greece,GRC,2034,0.5130959841949488
284,Greece,GRC,2035,0.5132163595588756
285,Greece,GRC,2036,0.5133558121412082
286,Greece,GRC,2037,0.5134953405290291
287,Greece,GRC,2038,0.513634944784166
288,Greece,GRC,2039,0.5137746249685141
289,Greece,GRC,2040,0.5139143811440359
290,Greece,GRC,2041,0.5142206480931838
291,Greece,GRC,2042,0.514527280299194
292,Greece,GRC,2043,0.5148342784158698
293,Greece,GRC,2044,0.5151415226331963
294,Greece,GRC,2045,0.5154492543948934
295,Greece,GRC,2046,0.5160723507982804
296,Greece,GRC,2047,0.5166968342805058
297,Greece,GRC,2048,0.5173229524185042
298,Greece,GRC,2049,0.5179505898208612
299,Greece,GRC,2050,0.5185796299452531
300,Turkiye,TUR,2021,4.509402119041141
301,Turkiye,TUR,2022,4.470043750084097
302,Turkiye,TUR,2023,4.431366258713018
303,Turkiye,TUR,2024,4.393352566186951
304,Turkiye,TUR,2025,4.355985514060774
305,Turkiye,TUR,2026,4.323707844064659
306,Turkiye,TUR,2027,4.29190521690613
307,Turkiye,TUR,2028,4.260567016179759
308,Turkiye,TUR,2029,4.229683142323236
309,Turkiye,TUR,2030,4.199243586456186
310,Turkiye,TUR,2031,4.1734570522749035
311,Turkiye,TUR,2032,4.147985282876876
312,Turkiye,TUR,2033,4.1228227427658615
313,Turkiye,TUR,2034,4.097963453787246
314,Turkiye,TUR,2035,4.073402154984249
315,Turkiye,TUR,2036,4.053070908847281
316,Turkiye,TUR,2037,4.032941794706125
317,Turkiye,TUR,2038,4.0130114477020244
318,Turkiye,TUR,2039,3.993277299991209
319,Turkiye,TUR,2040,3.9737361103359725
320,Turkiye,TUR,2041,3.958342883414148
321,Turkiye,TUR,2042,3.9430684550646604
322,Turkiye,TUR,2043,3.927911455316419
323,Turkiye,TUR,2044,3.9128703614886104
324,Turkiye,TUR,2045,3.897944193887182
325,Turkiye,TUR,2046,3.8870332343814407
326,Turkiye,TUR,2047,3.8761831873591057
327,Turkiye,TUR,2048,3.8653935441569414
328,Turkiye,TUR,2049,3.8546638017595956
329,Turkiye,TUR,2050,3.8439934627214325
330,Cambodia,KHM,2021,27.140712970686202
331,Cambodia,KHM,2022,26.940272807289666
332,Cambodia,KHM,2023,26.74277152938237
333,Cambodia,KHM,2024,26.5481449717563
334,Cambodia,KHM,2025,26.356330823614698
335,Cambodia,KHM,2026,26.204802945587957
336,Cambodia,KHM,2027,26.054999735179646
337,Cambodia,KHM,2028,25.906907143112566
338,Cambodia,KHM,2029,25.76048097898566
339,Cambodia,KHM,2030,25.615708161212016
340,Cambodia,KHM,2031,25.505536674722244
341,Cambodia,KHM,2032,25.396308810499352
342,Cambodia,KHM,2033,25.288012497008037
343,Cambodia,KHM,2034,25.180635867743064
344,Cambodia,KHM,2035,25.07416725689474
345,Cambodia,KHM,2036,24.995195371655335
346,Cambodia,KHM,2037,24.916726416792603
347,Cambodia,KHM,2038,24.83874160563377
348,Cambodia,KHM,2039,24.761243427884384
349,Cambodia,KHM,2040,24.684234255194607
350,Cambodia,KHM,2041,24.624874974252176
351,Cambodia,KHM,2042,24.565800496261172
352,Cambodia,KHM,2043,24.5070087764209
353,Cambodia,KHM,2044,24.44849778945867
354,Cambodia,KHM,2045,24.39026552939726
355,Cambodia,KHM,2046,24.35734220555636
356,Cambodia,KHM,2047,24.324514357777076
357,Cambodia,KHM,2048,24.29176818461702
358,Cambodia,KHM,2049,24.259116736501763
359,Cambodia,KHM,2050,24.226546288066288
360,Somalia,SOM,2021,45.70157382113261
361,Somalia,SOM,2022,44.941386153946695
362,Somalia,SOM,2023,44.206096393722845
363,Somalia,SOM,2024,43.49445813067704
364,Somalia,SOM,2025,42.80538983342148
365,Somalia,SOM,2026,42.12633567991259
366,Somalia,SOM,2027,41.46848977933831
367,Somalia,SOM,2028,40.830873842873
368,Somalia,SOM,2029,40.21258718384623
369,Somalia,SOM,2030,39.612728374965215
370,Somalia,SOM,2031,39.05594174109263
371,Somalia,SOM,2032,38.5145902627399
372,Somalia,SOM,2033,37.988040878130825
373,Somalia,SOM,2034,37.47569467800543
374,Somalia,SOM,2035,36.976984633186696
375,Somalia,SOM,2036,36.55787384219034
376,Somalia,SOM,2037,36.148142462260836
377,Somalia,SOM,2038,35.74750811558639
378,Somalia,SOM,2039,35.35565698376887
379,Somalia,SOM,2040,34.972289488146444
380,Somalia,SOM,2041,34.66384006384948
381,Somalia,SOM,2042,34.360797404270144
382,Somalia,SOM,2043,34.062994257620716
383,Somalia,SOM,2044,33.770308842948026
384,Somalia,SOM,2045,33.48261036218433
385,Somalia,SOM,2046,33.24212879500696
386,Somalia,SOM,2047,33.005089365472884
387,Somalia,SOM,2048,32.771394328432145
388,Somalia,SOM,2049,32.54099742767116
389,Somalia,SOM,2050,32.31380564163297
390,United States,USA,2021,1.0893285065547196
391,United States,USA,2022,1.0810607355139188
392,United States,USA,2023,1.0729175203583343
393,United States,USA,2024,1.0648960674365893
394,United States,USA,2025,1.0569936660220363
395,United States,USA,2026,1.0495644449950103
396,United States,USA,2027,1.0422389296017882
397,United States,USA,2028,1.0350149634289914
398,United States,USA,2029,1.0278904494378311
399,United States,USA,2030,1.0208633479345577
400,United States,USA,2031,1.0143872141539758
401,United States,USA,2032,1.0079927172393752
402,United States,USA,2033,1.0016783459775493
403,United States,USA,2034,0.995442592493089
404,United States,USA,2035,0.9892839865079602
405,United States,USA,2036,0.9836446464201916
406,United States,USA,2037,0.9780692243390612
407,United States,USA,2038,0.9725566611501364
408,United States,USA,2039,0.9671058891682007
409,United States,USA,2040,0.961715864749597
410,United States,USA,2041,0.956825752020273
411,United States,USA,2042,0.9519851179887071
412,United States,USA,2043,0.9471932154885069
413,United States,USA,2044,0.9424493123216512
414,United States,USA,2045,0.9377526809092265
415,United States,USA,2046,0.9333457594100262
416,United States,USA,2047,0.9289800545899054
417,United States,USA,2048,0.9246550006081361
418,United States,USA,2049,0.9203700419312032
419,United States,USA,2050,0.9161246045349842
420,Ecuador,ECU,2021,21.264907953201437
421,Ecuador,ECU,2022,21.04669715636131
422,Ecuador,ECU,2023,20.832924154685454
423,Ecuador,ECU,2024,20.623445282246415
424,Ecuador,ECU,2025,20.418137169006478
425,Ecuador,ECU,2026,20.236936728882572
426,Ecuador,ECU,2027,20.058928684025886
427,Ecuador,ECU,2028,19.884020434910767
428,Ecuador,ECU,2029,19.71214052817018
429,Ecuador,ECU,2030,19.543202324487194
430,Ecuador,ECU,2031,19.396698114479754
431,Ecuador,ECU,2032,19.25237407749951
432,Ecuador,ECU,2033,19.110181907264906
433,Ecuador,ECU,2034,18.970074714133453
434,Ecuador,ECU,2035,18.832006973548896
435,Ecuador,ECU,2036,18.714205051732467
436,Ecuador,ECU,2037,18.5978716905265
437,Ecuador,ECU,2038,18.48297572326357
438,Ecuador,ECU,2039,18.369486845114213
439,Ecuador,ECU,2040,18.257386928519573
440,Ecuador,ECU,2041,18.167273336958672
441,Ecuador,ECU,2042,18.07804122204054
442,Ecuador,ECU,2043,17.989685056184932
443,Ecuador,ECU,2044,17.902188368615302
444,Ecuador,ECU,2045,17.815535078531195
445,Ecuador,ECU,2046,17.7485121560029
446,Ecuador,ECU,2047,17.681988083570058
447,Ecuador,ECU,2048,17.61596083327738
448,Ecuador,ECU,2049,17.550424860200682
449,Ecuador,ECU,2050,17.48537817013183
450,Namibia,NAM,2021,151.6981768211007
451,Namibia,NAM,2022,149.89245496963505
452,Namibia,NAM,2023,148.12946476461195
453,Namibia,NAM,2024,146.40746398083158
454,Namibia,NAM,2025,144.7250395427144
455,Namibia,NAM,2026,143.24569753895452
456,Namibia,NAM,2027,141.79629243231
457,Namibia,NAM,2028,140.3759245926463
458,Namibia,NAM,2029,138.98373007857361
459,Namibia,NAM,2030,137.61909374203117
460,Namibia,NAM,2031,136.43835792984729
461,Namibia,NAM,2032,135.27771057256498
462,Namibia,NAM,2033,134.1366433319435
463,Namibia,NAM,2034,133.01466487760922
464,Namibia,NAM,2035,131.91130018164932
465,Namibia,NAM,2036,130.99387318208457
466,Namibia,NAM,2037,130.0893112172638
467,Namibia,NAM,2038,129.19696689436313
468,Namibia,NAM,2039,128.31696798891815
469,Namibia,NAM,2040,127.44869157664948
470,Namibia,NAM,2041,126.74954375646473
471,Namibia,NAM,2042,126.0580247449555
472,Namibia,NAM,2043,125.37401035609916
473,Namibia,NAM,2044,124.69737908475237
474,Namibia,NAM,2045,124.02801203469717
475,Namibia,NAM,2046,123.47293266267171
476,Namibia,NAM,2047,122.92279959765742
477,Namibia,NAM,2048,122.37754701817934
478,Namibia,NAM,2049,121.83694186191431
479,Namibia,NAM,2050,121.30125889194849
480,Netherlands,NLD,2021,1.582583713322961
481,Netherlands,NLD,2022,1.5766641187342592
482,Netherlands,NLD,2023,1.5707886431598774
483,Netherlands,NLD,2024,1.5649567951994263
484,Netherlands,NLD,2025,1.5591680907231875
485,Netherlands,NLD,2026,1.553948956251321
486,Netherlands,NLD,2027,1.5487646461045275
487,Netherlands,NLD,2028,1.5436148128972973
488,Netherlands,NLD,2029,1.5384991138492055
489,Netherlands,NLD,2030,1.5334172107088573
490,Netherlands,NLD,2031,1.5293235631513136
491,Netherlands,NLD,2032,1.525251521834423
492,Netherlands,NLD,2033,1.5212011077094167
493,Netherlands,NLD,2034,1.5171721489349839
494,Netherlands,NLD,2035,1.513164665010766
495,Netherlands,NLD,2036,1.5100662195615069
496,Netherlands,NLD,2037,1.5069804373026083
497,Netherlands,NLD,2038,1.5039072407616518
498,Netherlands,NLD,2039,1.5008465530968937
499,Netherlands,NLD,2040,1.497798483786398
500,Netherlands,NLD,2041,1.4954577411395447
501,Netherlands,NLD,2042,1.493124303249533
502,Netherlands,NLD,2043,1.4907981359756963
503,Netherlands,NLD,2044,1.4884792053897906
504,Netherlands,NLD,2045,1.4861674777743457
505,Netherlands,NLD,2046,1.4842005349038918
506,Netherlands,NLD,2047,1.482238791650088
507,Netherlands,NLD,2048,1.4802822274223577
508,Netherlands,NLD,2049,1.478330821738699
509,Netherlands,NLD,2050,1.4763845542249714
510,Mali,MLI,2021,24.195471079740855
511,Mali,MLI,2022,23.58748025074594
512,Mali,MLI,2023,23.00929597452193
513,Mali,MLI,2024,22.458784531180786
514,Mali,MLI,2025,21.93399473742207
515,Mali,MLI,2026,21.423335401390524
516,Mali,MLI,2027,20.935918015078975
517,Mali,MLI,2028,20.47018163915347
518,Mali,MLI,2029,20.024720242631965
519,Mali,MLI,2030,19.5982293636933
520,Mali,MLI,2031,19.194089586053863
521,Mali,MLI,2032,18.80628076988368
522,Mali,MLI,2033,18.433836492829137
523,Mali,MLI,2034,18.075853989853663
524,Mali,MLI,2035,17.731510557418957
525,Mali,MLI,2036,17.411008445091575
526,Mali,MLI,2037,17.10188695894539
527,Mali,MLI,2038,16.803553709097155
528,Mali,MLI,2039,16.515447434018526
529,Mali,MLI,2040,16.23705410967921
530,Mali,MLI,2041,15.980755751608845
531,Mali,MLI,2042,15.732422887330964
532,Mali,MLI,2043,15.491689859734002
533,Mali,MLI,2044,15.258213055125742
534,Mali,MLI,2045,15.031666703458434
535,Mali,MLI,2046,14.828969928718111
536,Mali,MLI,2047,14.63166701011742
537,Mali,MLI,2048,14.4395454750952
538,Mali,MLI,2049,14.252403865968022
539,Mali,MLI,2050,14.070051035279194
540,Argentina,ARG,2021,6.554214535889698
541,Argentina,ARG,2022,6.5135275608271685
542,Argentina,ARG,2023,6.473342143631006
543,Argentina,ARG,2024,6.433650006045822
544,Argentina,ARG,2025,6.39444165703538
545,Argentina,ARG,2026,6.360009778741461
546,Argentina,ARG,2027,6.325946722212766
547,Argentina,ARG,2028,6.292246592991898
548,Argentina,ARG,2029,6.258903621561716
549,Argentina,ARG,2030,6.22591172030977
550,Argentina,ARG,2031,6.19735667874074
551,Argentina,ARG,2032,6.1690623757542475
552,Argentina,ARG,2033,6.141025256340634
553,Argentina,ARG,2034,6.113241405854347
554,Argentina,ARG,2035,6.085708248258202
555,Argentina,ARG,2036,6.0620126596995485
556,Argentina,ARG,2037,6.0385012935501
557,Argentina,ARG,2038,6.015171188817888
558,Argentina,ARG,2039,5.992020664727583
559,Argentina,ARG,2040,5.969047655778451
560,Argentina,ARG,2041,5.951421102535849
561,Argentina,ARG,2042,5.93389834494618
562,Argentina,ARG,2043,5.916478071767199
563,Argentina,ARG,2044,5.899160176133881
564,Argentina,ARG,2045,5.88194297321654
565,Argentina,ARG,2046,5.869386831922746
566,Argentina,ARG,2047,5.85688418344696
567,Argentina,ARG,2048,5.8444346866733365
568,Argentina,ARG,2049,5.832037617517026
569,Argentina,ARG,2050,5.81969341397799
570,Benin,BEN,2021,39.434766518920995
571,Benin,BEN,2022,38.52905129986312
572,Benin,BEN,2023,37.6639898071201
573,Benin,BEN,2024,36.836935750272204
574,Benin,BEN,2025,36.045423385427554
575,Benin,BEN,2026,35.3043674829273
576,Benin,BEN,2027,34.593154835549626
577,Benin,BEN,2028,33.910044378522
578,Benin,BEN,2029,33.253390231006186
579,Benin,BEN,2030,32.62168464310621
580,Benin,BEN,2031,32.02969006219874
581,Benin,BEN,2032,31.45880991623186
582,Benin,BEN,2033,30.907912702059644
583,Benin,BEN,2034,30.375977719522123
584,Benin,BEN,2035,29.86205261156592
585,Benin,BEN,2036,29.379243708852922
586,Benin,BEN,2037,28.911798490461187
587,Benin,BEN,2038,28.45899509935756
588,Benin,BEN,2039,28.02016510982229
589,Benin,BEN,2040,27.594654250078293
590,Benin,BEN,2041,27.198958600022447
591,Benin,BEN,2042,26.81445889476303
592,Benin,BEN,2043,26.440670728066937
593,Benin,BEN,2044,26.07716035480462
594,Benin,BEN,2045,25.72351712856785
595,Benin,BEN,2046,25.403686503096633
596,Benin,BEN,2047,25.09171851018174
597,Benin,BEN,2048,24.787312790718495
598,Benin,BEN,2049,24.49021127574467
599,Benin,BEN,2050,24.200140898025992
600,Togo,TGO,2021,55.93013549270875
601,Togo,TGO,2022,55.02138586839937
602,Togo,TGO,2023,54.14166147184619
