"Nation","iso_code3","efficfactor_scoe_heat_energy_residential_gas_petroleum_liquid","Year"
"Costa Rica","CRI",1.1297,2039
"Croatia","HRV",1.0987,2039
"Cuba","CUB",1.12005652173913,2039
"Cyprus","CYP",1.0987,2039
"Denmark","DNK",1.0987,2039
"Dominican Republic","DOM",1.1297,2039
"Ecuador","ECU",1.1297,2039
"Egypt","EGY",1.1297,2039
"El Salvador","SLV",1.1297,2039
"Eritrea","ERI",1.1297,2039
"Estonia","EST",1.0987,2039
"Ethiopia","ETH",1.1297,2039
"Finland","FIN",1.0987,2039
"France","FRA",1.0987,2039
"Gabon","GAB",1.1297,2039
"Georgia","GEO",1.0987,2039
"Germany","DEU",1.0987,2039
"Ghana","GHA",1.1297,2039
"Gibraltar","GIB",1.11779932589735,2039
"Greece","GRC",1.0987,2039
"Guatemala","GTM",1.1297,2039
"Haiti","HTI",1.1297,2039
"Honduras","HND",1.1297,2039
"Hungary","HUN",1.0987,2039
"Iceland","ISL",1.0987,2039
"India","IND",1.1297,2039
"Indonesia","IDN",1.1297,2039
"Iraq","IRQ",1.1297,2039
"Ireland","IRL",1.0987,2039
"Israel","ISR",1.1297,2039
"Italy","ITA",1.0987,2039
"Jamaica","JAM",1.1297,2039
"Japan","JPN",1.1393,2039
"Jordan","JOR",1.11931086956522,2039
"Kazakhstan","KAZ",1.0987,2039
"Kenya","KEN",1.1297,2039
"Korea","KOR",1.1393,2039
"Kosovo","XKX",1.0987,2039
"Kuwait","KWT",1.1297,2039
"Latvia","LVA",1.0987,2039
"Lebanon","LBN",1.1297,2039
"Libya","LBY",1.1297,2039
"Lithuania","LTU",1.0987,2039
"Luxembourg","LUX",1.0987,2039
"Malaysia","MYS",1.10802826086957,2039
"Malta","MLT",1.0987,2039
"Mauritius","MUS",1.1297,2039
"Mexico","MEX",1.1297,2039
"Mongolia","MNG",1.11779932589735,2039
"Montenegro","MNE",1.0987,2039
"Morocco","MAR",1.1297,2039
"Mozambique","MOZ",1.10758043478261,2039
"Myanmar","MMR",1.1297,2039
"Namibia","NAM",1.1297,2039
"Nepal","NPL",1.17287837837838,2039
"Netherlands","NLD",1.0987,2039
"New Zealand","NZL",1.1393,2039
"Nicaragua","NIC",1.12678695652174,2039
"Niger","NER",1.1297,2039
"Nigeria","NGA",1.1297,2039
"Norway","NOR",1.0987,2039
"Oman","OMN",1.1297,2039
"Pakistan","PAK",1.085,2039
"Panama","PAN",1.1297,2039
"Paraguay","PRY",1.095,2039
"Peru","PER",1.1297,2039
"Philippines","PHL",1.076,2039
"Poland","POL",1.0987,2039
"Portugal","PRT",1.0987,2039
"Qatar","QAT",1.1297,2039
"Romania","ROU",1.0987,2039
"Russian Federation","RUS",1.0987,2039
"Saudi Arabia","SAU",1.1297,2039
"Senegal","SEN",1.1297,2039
"Serbia","SRB",1.0987,2039
"Singapore","SGP",1.1297,2039
"Slovak Republic","SVK",1.0987,2039
"Slovenia","SVN",1.0987,2039
"South Africa","ZAF",1.12307391304348,2039
"South Sudan","SSD",1.1297,2039
"Spain","ESP",1.0987,2039
"Sri Lanka","LKA",1.09241860465116,2039
"Sudan","SDN",1.1297,2039
"Suriname","SUR",1.1297,2039
"Sweden","SWE",1.0987,2039
"Switzerland","CHE",1.0987,2039
"Syrian Arab Republic","SYR",1.1297,2039
"Tajikistan","TJK",1.0987,2039
"Thailand","THA",1.1774,2039
"Togo","TGO",1.1297,2039
"Trinidad and Tobago","TTO",1.1297,2039
"Tunisia","TUN",1.1183652173913,2039
"Turkey","TUR",1.0987,2039
"Turkmenistan","TKM",1.0987,2039
"Ukraine","UKR",1.0987,2039
"United Arab Emirates","ARE",1.1297,2039
"United Kingdom","GBR",1.0987,2039
"United States","USA",1.1297,2039
"Uruguay","URY",1.11658260869565,2039
"Uzbekistan","UZB",1.0987,2039
"Venezuela","VEN",1.1768,2039
"Vietnam","VNM",1.088,2039
"Zambia","ZMB",1.09386,2039
"Zimbabwe","ZWE",1.1297,2039
"Albania","ALB",1.0987,2040
"Algeria","DZA",1.18,2040
"Angola","AGO",1.1297,2040
"Argentina","ARG",1.10977608695652,2040
"Armenia","ARM",1.0987,2040
"Australia","AUS",1.1393,2040
"Austria","AUT",1.0987,2040
"Azerbaijan","AZE",1.0987,2040
"Bahrain","BHR",1.1297,2040
"Bangladesh","BGD",1.1297,2040
"Belarus","BLR",1.0987,2040
"Belgium","BEL",1.0987,2040
"Benin","BEN",1.1297,2040
"Bolivia","BOL",1.1297,2040
"Bosnia and Herzegovina","BIH",1.0987,2040
"Botswana","BWA",1.1297,2040
"Brazil","BRA",1.11678723404255,2040
"Brunei Darussalam","BRN",1.1297,2040
"Bulgaria","BGR",1.0987,2040
"Cambodia","KHM",1.18,2040
"Cameroon","CMR",1.1297,2040
"Canada","CAN",1.1297,2040
"Chile","CHL",1.1297,2040
"China","CHN",1.17360930232558,2040
"Colombia","COL",1.102,2040
"Costa Rica","CRI",1.1297,2040
"Croatia","HRV",1.0987,2040
"Cuba","CUB",1.12005652173913,2040
"Cyprus","CYP",1.0987,2040
"Denmark","DNK",1.0987,2040
"Dominican Republic","DOM",1.1297,2040
"Ecuador","ECU",1.1297,2040
"Egypt","EGY",1.1297,2040
"El Salvador","SLV",1.1297,2040
"Eritrea","ERI",1.1297,2040
"Estonia","EST",1.0987,2040
"Ethiopia","ETH",1.1297,2040
"Finland","FIN",1.0987,2040
"France","FRA",1.0987,2040
"Gabon","GAB",1.1297,2040
"Georgia","GEO",1.0987,2040
"Germany","DEU",1.0987,2040
"Ghana","GHA",1.1297,2040
"Gibraltar","GIB",1.11779932589735,2040
"Greece","GRC",1.0987,2040
"Guatemala","GTM",1.1297,2040
"Haiti","HTI",1.1297,2040
"Honduras","HND",1.1297,2040
"Hungary","HUN",1.0987,2040
"Iceland","ISL",1.0987,2040
"India","IND",1.1297,2040
"Indonesia","IDN",1.1297,2040
"Iraq","IRQ",1.1297,2040
"Ireland","IRL",1.0987,2040
"Israel","ISR",1.1297,2040
"Italy","ITA",1.0987,2040
"Jamaica","JAM",1.1297,2040
"Japan","JPN",1.1393,2040
"Jordan","JOR",1.11931086956522,2040
"Kazakhstan","KAZ",1.0987,2040
"Kenya","KEN",1.1297,2040
"Korea","KOR",1.1393,2040
"Kosovo","XKX",1.0987,2040
"Kuwait","KWT",1.1297,2040
"Latvia","LVA",1.0987,2040
"Lebanon","LBN",1.1297,2040
"Libya","LBY",1.1297,2040
"Lithuania","LTU",1.0987,2040
"Luxembourg","LUX",1.0987,2040
"Malaysia","MYS",1.10802826086957,2040
"Malta","MLT",1.0987,2040
"Mauritius","MUS",1.1297,2040
"Mexico","MEX",1.1297,2040
"Mongolia","MNG",1.11779932589735,2040
"Montenegro","MNE",1.0987,2040
"Morocco","MAR",1.1297,2040
"Mozambique","MOZ",1.10758043478261,2040
"Myanmar","MMR",1.1297,2040
"Namibia","NAM",1.1297,2040
"Nepal","NPL",1.17287837837838,2040
"Netherlands","NLD",1.0987,2040
"New Zealand","NZL",1.1393,2040
"Nicaragua","NIC",1.12678695652174,2040
"Niger","NER",1.1297,2040
"Nigeria","NGA",1.1297,2040
"Norway","NOR",1.0987,2040
"Oman","OMN",1.1297,2040
"Pakistan","PAK",1.085,2040
"Panama","PAN",1.1297,2040
"Paraguay","PRY",1.095,2040
"Peru","PER",1.1297,2040
"Philippines","PHL",1.076,2040
"Poland","POL",1.0987,2040
"Portugal","PRT",1.0987,2040
"Qatar","QAT",1.1297,2040
"Romania","ROU",1.0987,2040
"Russian Federation","RUS",1.0987,2040
"Saudi Arabia","SAU",1.1297,2040
"Senegal","SEN",1.1297,2040
"Serbia","SRB",1.0987,2040
"Singapore","SGP",1.1297,2040
"Slovak Republic","SVK",1.0987,2040
"Slovenia","SVN",1.0987,2040
"South Africa","ZAF",1.12307391304348,2040
"South Sudan","SSD",1.1297,2040
"Spain","ESP",1.0987,2040
"Sri Lanka","LKA",1.09241860465116,2040
"Sudan","SDN",1.1297,2040
"Suriname","SUR",1.1297,2040
"Sweden","SWE",1.0987,2040
"Switzerland","CHE",1.0987,2040
"Syrian Arab Republic","SYR",1.1297,2040
"Tajikistan","TJK",1.0987,2040
"Thailand","THA",1.1774,2040
"Togo","TGO",1.1297,2040
"Trinidad and Tobago","TTO",1.1297,2040
"Tunisia","TUN",1.1183652173913,2040
"Turkey","TUR",1.0987,2040
"Turkmenistan","TKM",1.0987,2040
"Ukraine","UKR",1.0987,2040
"United Arab Emirates","ARE",1.1297,2040
"United Kingdom","GBR",1.0987,2040
"United States","USA",1.1297,2040
"Uruguay","URY",1.11658260869565,2040
"Uzbekistan","UZB",1.0987,2040
"Venezuela","VEN",1.1768,2040
"Vietnam","VNM",1.088,2040
"Zambia","ZMB",1.09386,2040
"Zimbabwe","ZWE",1.1297,2040
"Albania","ALB",1.0987,2041
"Algeria","DZA",1.18,2041
"Angola","AGO",1.1297,2041
"Argentina","ARG",1.10977608695652,2041
"Armenia","ARM",1.0987,2041
"Australia","AUS",1.1393,2041
"Austria","AUT",1.0987,2041
"Azerbaijan","AZE",1.0987,2041
"Bahrain","BHR",1.1297,2041
"Bangladesh","BGD",1.1297,2041
"Belarus","BLR",1.0987,2041
"Belgium","BEL",1.0987,2041
"Benin","BEN",1.1297,2041
"Bolivia","BOL",1.1297,2041
"Bosnia and Herzegovina","BIH",1.0987,2041
"Botswana","BWA",1.1297,2041
"Brazil","BRA",1.11678723404255,2041
"Brunei Darussalam","BRN",1.1297,2041
"Bulgaria","BGR",1.0987,2041
"Cambodia","KHM",1.18,2041
"Cameroon","CMR",1.1297,2041
"Canada","CAN",1.1297,2041
"Chile","CHL",1.1297,2041
"China","CHN",1.17360930232558,2041
"Colombia","COL",1.102,2041
"Costa Rica","CRI",1.1297,2041
"Croatia","HRV",1.0987,2041
"Cuba","CUB",1.12005652173913,2041
"Cyprus","CYP",1.0987,2041
"Denmark","DNK",1.0987,2041
"Dominican Republic","DOM",1.1297,2041
"Ecuador","ECU",1.1297,2041
"Egypt","EGY",1.1297,2041
"El Salvador","SLV",1.1297,2041
"Eritrea","ERI",1.1297,2041
"Estonia","EST",1.0987,2041
"Ethiopia","ETH",1.1297,2041
"Finland","FIN",1.0987,2041
"France","FRA",1.0987,2041
"Gabon","GAB",1.1297,2041
"Georgia","GEO",1.0987,2041
"Germany","DEU",1.0987,2041
"Ghana","GHA",1.1297,2041
"Gibraltar","GIB",1.11779932589735,2041
"Greece","GRC",1.0987,2041
"Guatemala","GTM",1.1297,2041
"Haiti","HTI",1.1297,2041
"Honduras","HND",1.1297,2041
"Hungary","HUN",1.0987,2041
"Iceland","ISL",1.0987,2041
"India","IND",1.1297,2041
"Indonesia","IDN",1.1297,2041
"Iraq","IRQ",1.1297,2041
"Ireland","IRL",1.0987,2041
"Israel","ISR",1.1297,2041
"Italy","ITA",1.0987,2041
"Jamaica","JAM",1.1297,2041
"Japan","JPN",1.1393,2041
"Jordan","JOR",1.11931086956522,2041
"Kazakhstan","KAZ",1.0987,2041
"Kenya","KEN",1.1297,2041
"Korea","KOR",1.1393,2041
"Kosovo","XKX",1.0987,2041
"Kuwait","KWT",1.1297,2041
"Latvia","LVA",1.0987,2041
"Lebanon","LBN",1.1297,2041
"Libya","LBY",1.1297,2041
"Lithuania","LTU",1.0987,2041
"Luxembourg","LUX",1.0987,2041
"Malaysia","MYS",1.10802826086957,2041
"Malta","MLT",1.0987,2041
"Mauritius","MUS",1.1297,2041
"Mexico","MEX",1.1297,2041
"Mongolia","MNG",1.11779932589735,2041
"Montenegro","MNE",1.0987,2041
"Morocco","MAR",1.1297,2041
"Mozambique","MOZ",1.10758043478261,2041
"Myanmar","MMR",1.1297,2041
"Namibia","NAM",1.1297,2041
"Nepal","NPL",1.17287837837838,2041
"Netherlands","NLD",1.0987,2041
"New Zealand","NZL",1.1393,2041
"Nicaragua","NIC",1.12678695652174,2041
"Niger","NER",1.1297,2041
"Nigeria","NGA",1.1297,2041
"Norway","NOR",1.0987,2041
"Oman","OMN",1.1297,2041
"Pakistan","PAK",1.085,2041
"Panama","PAN",1.1297,2041
"Paraguay","PRY",1.095,2041
"Peru","PER",1.1297,2041
"Philippines","PHL",1.076,2041
"Poland","POL",1.0987,2041
"Portugal","PRT",1.0987,2041
"Qatar","QAT",1.1297,2041
"Romania","ROU",1.0987,2041
"Russian Federation","RUS",1.0987,2041
"Saudi Arabia","SAU",1.1297,2041
"Senegal","SEN",1.1297,2041
"Serbia","SRB",1.0987,2041
"Singapore","SGP",1.1297,2041
"Slovak Republic","SVK",1.0987,2041
"Slovenia","SVN",1.0987,2041
"South Africa","ZAF",1.12307391304348,2041
"South Sudan","SSD",1.1297,2041
"Spain","ESP",1.0987,2041
"Sri Lanka","LKA",1.09241860465116,2041
"Sudan","SDN",1.1297,2041
"Suriname","SUR",1.1297,2041
"Sweden","SWE",1.0987,2041
"Switzerland","CHE",1.0987,2041
"Syrian Arab Republic","SYR",1.1297,2041
"Tajikistan","TJK",1.0987,2041
"Thailand","THA",1.1774,2041
"Togo","TGO",1.1297,2041
"Trinidad and Tobago","TTO",1.1297,2041
"Tunisia","TUN",1.1183652173913,2041
"Turkey","TUR",1.0987,2041
"Turkmenistan","TKM",1.0987,2041
"Ukraine","UKR",1.0987,2041
"United Arab Emirates","ARE",1.1297,2041
"United Kingdom","GBR",1.0987,2041
"United States","USA",1.1297,2041
"Uruguay","URY",1.11658260869565,2041
"Uzbekistan","UZB",1.0987,2041
"Venezuela","VEN",1.1768,2041
"Vietnam","VNM",1.088,2041
"Zambia","ZMB",1.09386,2041
"Zimbabwe","ZWE",1.1297,2041
"Albania","ALB",1.0987,2042
"Algeria","DZA",1.18,2042
"Angola","AGO",1.1297,2042
"Argentina","ARG",1.10977608695652,2042
"Armenia","ARM",1.0987,2042
"Australia","AUS",1.1393,2042
"Austria","AUT",1.0987,2042
"Azerbaijan","AZE",1.0987,2042
"Bahrain","BHR",1.1297,2042
"Bangladesh","BGD",1.1297,2042
"Belarus","BLR",1.0987,2042
"Belgium","BEL",1.0987,2042
"Benin","BEN",1.1297,2042
"Bolivia","BOL",1.1297,2042
"Bosnia and Herzegovina","BIH",1.0987,2042
"Botswana","BWA",1.1297,2042
"Brazil","BRA",1.11678723404255,2042
"Brunei Darussalam","BRN",1.1297,2042
"Bulgaria","BGR",1.0987,2042
"Cambodia","KHM",1.18,2042
"Cameroon","CMR",1.1297,2042
"Canada","CAN",1.1297,2042
"Chile","CHL",1.1297,2042
"China","CHN",1.17360930232558,2042
"Colombia","COL",1.102,2042
"Costa Rica","CRI",1.1297,2042
"Croatia","HRV",1.0987,2042
"Cuba","CUB",1.12005652173913,2042
"Cyprus","CYP",1.0987,2042
"Denmark","DNK",1.0987,2042
"Dominican Republic","DOM",1.1297,2042
"Ecuador","ECU",1.1297,2042
"Egypt","EGY",1.1297,2042
"El Salvador","SLV",1.1297,2042
"Eritrea","ERI",1.1297,2042
"Estonia","EST",1.0987,2042
"Ethiopia","ETH",1.1297,2042
"Finland","FIN",1.0987,2042
"France","FRA",1.0987,2042
"Gabon","GAB",1.1297,2042
"Georgia","GEO",1.0987,2042
"Germany","DEU",1.0987,2042
"Ghana","GHA",1.1297,2042
"Gibraltar","GIB",1.11779932589735,2042
"Greece","GRC",1.0987,2042
"Guatemala","GTM",1.1297,2042
"Haiti","HTI",1.1297,2042
"Honduras","HND",1.1297,2042
"Hungary","HUN",1.0987,2042
"Iceland","ISL",1.0987,2042
"India","IND",1.1297,2042
"Indonesia","IDN",1.1297,2042
"Iraq","IRQ",1.1297,2042
"Ireland","IRL",1.0987,2042
"Israel","ISR",1.1297,2042
"Italy","ITA",1.0987,2042
"Jamaica","JAM",1.1297,2042
"Japan","JPN",1.1393,2042
"Jordan","JOR",1.11931086956522,2042
"Kazakhstan","KAZ",1.0987,2042
"Kenya","KEN",1.1297,2042
"Korea","KOR",1.1393,2042
"Kosovo","XKX",1.0987,2042
"Kuwait","KWT",1.1297,2042
"Latvia","LVA",1.0987,2042
"Lebanon","LBN",1.1297,2042
"Libya","LBY",1.1297,2042
"Lithuania","LTU",1.0987,2042
"Luxembourg","LUX",1.0987,2042
"Malaysia","MYS",1.10802826086957,2042
"Malta","MLT",1.0987,2042
"Mauritius","MUS",1.1297,2042
"Mexico","MEX",1.1297,2042
"Mongolia","MNG",1.11779932589735,2042
"Montenegro","MNE",1.0987,2042
"Morocco","MAR",1.1297,2042
"Mozambique","MOZ",1.10758043478261,2042
"Myanmar","MMR",1.1297,2042
"Namibia","NAM",1.1297,2042
"Nepal","NPL",1.17287837837838,2042
"Netherlands","NLD",1.0987,2042
"New Zealand","NZL",1.1393,2042
"Nicaragua","NIC",1.12678695652174,2042
"Niger","NER",1.1297,2042
"Nigeria","NGA",1.1297,2042
"Norway","NOR",1.0987,2042
"Oman","OMN",1.1297,2042
"Pakistan","PAK",1.085,2042
"Panama","PAN",1.1297,2042
"Paraguay","PRY",1.095,2042
"Peru","PER",1.1297,2042
"Philippines","PHL",1.076,2042
"Poland","POL",1.0987,2042
"Portugal","PRT",1.0987,2042
"Qatar","QAT",1.1297,2042
"Romania","ROU",1.0987,2042
"Russian Federation","RUS",1.0987,2042
"Saudi Arabia","SAU",1.1297,2042
"Senegal","SEN",1.1297,2042
"Serbia","SRB",1.0987,2042
"Singapore","SGP",1.1297,2042
"Slovak Republic","SVK",1.0987,2042
"Slovenia","SVN",1.0987,2042
"South Africa","ZAF",1.12307391304348,2042
"South Sudan","SSD",1.1297,2042
"Spain","ESP",1.0987,2042
"Sri Lanka","LKA",1.09241860465116,2042
"Sudan","SDN",1.1297,2042
"Suriname","SUR",1.1297,2042
"Sweden","SWE",1.0987,2042
"Switzerland","CHE",1.0987,2042
"Syrian Arab Republic","SYR",1.1297,2042
"Tajikistan","TJK",1.0987,2042
"Thailand","THA",1.1774,2042
"Togo","TGO",1.1297,2042
"Trinidad and Tobago","TTO",1.1297,2042
"Tunisia","TUN",1.1183652173913,2042
"Turkey","TUR",1.0987,2042
"Turkmenistan","TKM",1.0987,2042
"Ukraine","UKR",1.0987,2042
"United Arab Emirates","ARE",1.1297,2042
"United Kingdom","GBR",1.0987,2042
"United States","USA",1.1297,2042
"Uruguay","URY",1.11658260869565,2042
"Uzbekistan","UZB",1.0987,2042
"Venezuela","VEN",1.1768,2042
"Vietnam","VNM",1.088,2042
"Zambia","ZMB",1.09386,2042
"Zimbabwe","ZWE",1.1297,2042
"Albania","ALB",1.0987,2043
"Algeria","DZA",1.18,2043
"Angola","AGO",1.1297,2043
"Argentina","ARG",1.10977608695652,2043
"Armenia","ARM",1.0987,2043
"Australia","AUS",1.1393,2043
"Austria","AUT",1.0987,2043
"Azerbaijan","AZE",1.0987,2043
"Bahrain","BHR",1.1297,2043
"Bangladesh","BGD",1.1297,2043
"Belarus","BLR",1.0987,2043
"Belgium","BEL",1.0987,2043
"Benin","BEN",1.1297,2043
"Bolivia","BOL",1.1297,2043
"Bosnia and Herzegovina","BIH",1.0987,2043
"Botswana","BWA",1.1297,2043
"Brazil","BRA",1.11678723404255,2043
"Brunei Darussalam","BRN",1.1297,2043
"Bulgaria","BGR",1.0987,2043
"Cambodia","KHM",1.18,2043
"Cameroon","CMR",1.1297,2043
"Canada","CAN",1.1297,2043
"Chile","CHL",1.1297,2043
"China","CHN",1.17360930232558,2043
"Colombia","COL",1.102,2043
"Costa Rica","CRI",1.1297,2043
"Croatia","HRV",1.0987,2043
"Cuba","CUB",1.12005652173913,2043
"Cyprus","CYP",1.0987,2043
"Denmark","DNK",1.0987,2043
"Dominican Republic","DOM",1.1297,2043
"Ecuador","ECU",1.1297,2043
"Egypt","EGY",1.1297,2043
"El Salvador","SLV",1.1297,2043
"Eritrea","ERI",1.1297,2043
"Estonia","EST",1.0987,2043
"Ethiopia","ETH",1.1297,2043
"Finland","FIN",1.0987,2043
"France","FRA",1.0987,2043
"Gabon","GAB",1.1297,2043
"Georgia","GEO",1.0987,2043
"Germany","DEU",1.0987,2043
"Ghana","GHA",1.1297,2043
"Gibraltar","GIB",1.11779932589735,2043
"Greece","GRC",1.0987,2043
"Guatemala","GTM",1.1297,2043
"Haiti","HTI",1.1297,2043
"Honduras","HND",1.1297,2043
"Hungary","HUN",1.0987,2043
"Iceland","ISL",1.0987,2043
"India","IND",1.1297,2043
"Indonesia","IDN",1.1297,2043
"Iraq","IRQ",1.1297,2043
"Ireland","IRL",1.0987,2043
"Israel","ISR",1.1297,2043
"Italy","ITA",1.0987,2043
"Jamaica","JAM",1.1297,2043
"Japan","JPN",1.1393,2043
"Jordan","JOR",1.11931086956522,2043
"Kazakhstan","KAZ",1.0987,2043
"Kenya","KEN",1.1297,2043
"Korea","KOR",1.1393,2043
"Kosovo","XKX",1.0987,2043
"Kuwait","KWT",1.1297,2043
"Latvia","LVA",1.0987,2043
"Lebanon","LBN",1.1297,2043
"Libya","LBY",1.1297,2043
"Lithuania","LTU",1.0987,2043
"Luxembourg","LUX",1.0987,2043
"Malaysia","MYS",1.10802826086957,2043
"Malta","MLT",1.0987,2043
"Mauritius","MUS",1.1297,2043
"Mexico","MEX",1.1297,2043
"Mongolia","MNG",1.11779932589735,2043
"Montenegro","MNE",1.0987,2043
"Morocco","MAR",1.1297,2043
"Mozambique","MOZ",1.10758043478261,2043
"Myanmar","MMR",1.1297,2043
"Namibia","NAM",1.1297,2043
"Nepal","NPL",1.17287837837838,2043
"Netherlands","NLD",1.0987,2043
"New Zealand","NZL",1.1393,2043
"Nicaragua","NIC",1.12678695652174,2043
"Niger","NER",1.1297,2043
"Nigeria","NGA",1.1297,2043
"Norway","NOR",1.0987,2043
"Oman","OMN",1.1297,2043
"Pakistan","PAK",1.085,2043
"Panama","PAN",1.1297,2043
"Paraguay","PRY",1.095,2043
"Peru","PER",1.1297,2043
"Philippines","PHL",1.076,2043
"Poland","POL",1.0987,2043
"Portugal","PRT",1.0987,2043
"Qatar","QAT",1.1297,2043
"Romania","ROU",1.0987,2043
"Russian Federation","RUS",1.0987,2043
"Saudi Arabia","SAU",1.1297,2043
"Senegal","SEN",1.1297,2043
"Serbia","SRB",1.0987,2043
"Singapore","SGP",1.1297,2043
"Slovak Republic","SVK",1.0987,2043
"Slovenia","SVN",1.0987,2043
"South Africa","ZAF",1.12307391304348,2043
"South Sudan","SSD",1.1297,2043
"Spain","ESP",1.0987,2043
"Sri Lanka","LKA",1.09241860465116,2043
"Sudan","SDN",1.1297,2043
"Suriname","SUR",1.1297,2043
"Sweden","SWE",1.0987,2043
"Switzerland","CHE",1.0987,2043
"Syrian Arab Republic","SYR",1.1297,2043
"Tajikistan","TJK",1.0987,2043
"Thailand","THA",1.1774,2043
"Togo","TGO",1.1297,2043
"Trinidad and Tobago","TTO",1.1297,2043
"Tunisia","TUN",1.1183652173913,2043
"Turkey","TUR",1.0987,2043
"Turkmenistan","TKM",1.0987,2043
"Ukraine","UKR",1.0987,2043
"United Arab Emirates","ARE",1.1297,2043
"United Kingdom","GBR",1.0987,2043
"United States","USA",1.1297,2043
"Uruguay","URY",1.11658260869565,2043
"Uzbekistan","UZB",1.0987,2043
"Venezuela","VEN",1.1768,2043
"Vietnam","VNM",1.088,2043
"Zambia","ZMB",1.09386,2043
"Zimbabwe","ZWE",1.1297,2043
"Albania","ALB",1.0987,2044
"Algeria","DZA",1.18,2044
"Angola","AGO",1.1297,2044
"Argentina","ARG",1.10977608695652,2044
"Armenia","ARM",1.0987,2044
"Australia","AUS",1.1393,2044
"Austria","AUT",1.0987,2044
"Azerbaijan","AZE",1.0987,2044
"Bahrain","BHR",1.1297,2044
"Bangladesh","BGD",1.1297,2044
"Belarus","BLR",1.0987,2044
"Belgium","BEL",1.0987,2044
"Benin","BEN",1.1297,2044
"Bolivia","BOL",1.1297,2044
"Bosnia and Herzegovina","BIH",1.0987,2044
"Botswana","BWA",1.1297,2044
"Brazil","BRA",1.11678723404255,2044
"Brunei Darussalam","BRN",1.1297,2044
"Bulgaria","BGR",1.0987,2044
"Cambodia","KHM",1.18,2044
"Cameroon","CMR",1.1297,2044
"Canada","CAN",1.1297,2044
"Chile","CHL",1.1297,2044
"China","CHN",1.17360930232558,2044
"Colombia","COL",1.102,2044
"Costa Rica","CRI",1.1297,2044
"Croatia","HRV",1.0987,2044
"Cuba","CUB",1.12005652173913,2044
"Cyprus","CYP",1.0987,2044
"Denmark","DNK",1.0987,2044
"Dominican Republic","DOM",1.1297,2044
"Ecuador","ECU",1.1297,2044
"Egypt","EGY",1.1297,2044
"El Salvador","SLV",1.1297,2044
"Eritrea","ERI",1.1297,2044
"Estonia","EST",1.0987,2044
"Ethiopia","ETH",1.1297,2044
"Finland","FIN",1.0987,2044
"France","FRA",1.0987,2044
"Gabon","GAB",1.1297,2044
"Georgia","GEO",1.0987,2044
"Germany","DEU",1.0987,2044
"Ghana","GHA",1.1297,2044
"Gibraltar","GIB",1.11779932589735,2044
"Greece","GRC",1.0987,2044
"Guatemala","GTM",1.1297,2044
"Haiti","HTI",1.1297,2044
"Honduras","HND",1.1297,2044
"Hungary","HUN",1.0987,2044
"Iceland","ISL",1.0987,2044
"India","IND",1.1297,2044
"Indonesia","IDN",1.1297,2044
"Iraq","IRQ",1.1297,2044
"Ireland","IRL",1.0987,2044
"Israel","ISR",1.1297,2044
"Italy","ITA",1.0987,2044
"Jamaica","JAM",1.1297,2044
"Japan","JPN",1.1393,2044
"Jordan","JOR",1.11931086956522,2044
"Kazakhstan","KAZ",1.0987,2044
"Kenya","KEN",1.1297,2044
"Korea","KOR",1.1393,2044
"Kosovo","XKX",1.0987,2044
"Kuwait","KWT",1.1297,2044
"Latvia","LVA",1.0987,2044
"Lebanon","LBN",1.1297,2044
"Libya","LBY",1.1297,2044
"Lithuania","LTU",1.0987,2044
"Luxembourg","LUX",1.0987,2044
"Malaysia","MYS",1.10802826086957,2044
"Malta","MLT",1.0987,2044
"Mauritius","MUS",1.1297,2044
"Mexico","MEX",1.1297,2044
"Mongolia","MNG",1.11779932589735,2044
"Montenegro","MNE",1.0987,2044
"Morocco","MAR",1.1297,2044
"Mozambique","MOZ",1.10758043478261,2044
"Myanmar","MMR",1.1297,2044
"Namibia","NAM",1.1297,2044
"Nepal","NPL",1.17287837837838,2044
"Netherlands","NLD",1.0987,2044
"New Zealand","NZL",1.1393,2044
"Nicaragua","NIC",1.12678695652174,2044
"Niger","NER",1.1297,2044
"Nigeria","NGA",1.1297,2044
"Norway","NOR",1.0987,2044
"Oman","OMN",1.1297,2044
"Pakistan","PAK",1.085,2044
"Panama","PAN",1.1297,2044
"Paraguay","PRY",1.095,2044
"Peru","PER",1.1297,2044
"Philippines","PHL",1.076,2044
"Poland","POL",1.0987,2044
"Portugal","PRT",1.0987,2044
"Qatar","QAT",1.1297,2044
"Romania","ROU",1.0987,2044
"Russian Federation","RUS",1.0987,2044
"Saudi Arabia","SAU",1.1297,2044
"Senegal","SEN",1.1297,2044
"Serbia","SRB",1.0987,2044
"Singapore","SGP",1.1297,2044
"Slovak Republic","SVK",1.0987,2044
"Slovenia","SVN",1.0987,2044
"South Africa","ZAF",1.12307391304348,2044
"South Sudan","SSD",1.1297,2044
"Spain","ESP",1.0987,2044
"Sri Lanka","LKA",1.09241860465116,2044
"Sudan","SDN",1.1297,2044
"Suriname","SUR",1.1297,2044
"Sweden","SWE",1.0987,2044
"Switzerland","CHE",1.0987,2044
"Syrian Arab Republic","SYR",1.1297,2044
"Tajikistan","TJK",1.0987,2044
"Thailand","THA",1.1774,2044
"Togo","TGO",1.1297,2044
"Trinidad and Tobago","TTO",1.1297,2044
"Tunisia","TUN",1.1183652173913,2044
"Turkey","TUR",1.0987,2044
"Turkmenistan","TKM",1.0987,2044
"Ukraine","UKR",1.0987,2044
