Year,iso_code3,frac_enfu_transmission_loss_fuel_electricity
2020,GUY,0.0886196180350434
2010,HKG,0.126787714590877
2011,HKG,0.136672803518462
2012,HKG,0.146509113376583
2013,HKG,0.142142091015884
2014,HKG,0.1249342253626999
2015,HKG,0.1354091895729012
2016,HKG,0.1354091895729012
2017,HKG,0.1354091895729012
2018,HKG,0.1354091895729012
2019,HKG,0.1354091895729012
2020,HKG,0.1354091895729012
2010,HND,0.243027888446215
2011,HND,0.2699594930092769
2012,HND,0.298966408268734
2013,HND,0.312979935595739
2014,HND,0.349465041054989
2015,HND,0.2948797532749908
2016,HND,0.2948797532749908
2017,HND,0.2948797532749908
2018,HND,0.2948797532749908
2019,HND,0.2948797532749908
2020,HND,0.2948797532749908
2010,HRV,0.136658556366586
2011,HRV,0.162842404838136
2012,HRV,0.178136505239309
2013,HRV,0.139384813938481
2014,HRV,0.1312890741292049
2015,HRV,0.1496622709023434
2016,HRV,0.1496622709023434
2017,HRV,0.1496622709023434
2018,HRV,0.1496622709023434
2019,HRV,0.1496622709023434
2020,HRV,0.1496622709023434
2010,HTI,0.5843270868824529
2011,HTI,0.664899257688229
2012,HTI,0.57
2013,HTI,0.567772511848341
2014,HTI,0.601161665053243
2015,HTI,0.5976321042944532
2016,HTI,0.5976321042944532
2017,HTI,0.5976321042944532
2018,HTI,0.5976321042944532
2019,HTI,0.5976321042944532
2020,HTI,0.5976321042944532
2010,HUN,0.10170988199406
2011,HUN,0.10505566506566
2012,HUN,0.106366392377653
2013,HUN,0.120915032679739
2014,HUN,0.12353701687534
2015,HUN,0.1115167977984903
2016,HUN,0.1115167977984903
2017,HUN,0.1115167977984903
2018,HUN,0.1115167977984903
2019,HUN,0.1115167977984903
2020,HUN,0.1115167977984903
2010,IDN,0.0939825041972254
2011,IDN,0.0908966998696958
2012,IDN,0.0892216167574864
2013,IDN,0.0958290898990834
2014,IDN,0.0940116554617424
2015,IDN,0.0927883132370466
2016,IDN,0.0927883132370466
2017,IDN,0.0927883132370466
2018,IDN,0.0927883132370466
2019,IDN,0.0927883132370466
2020,IDN,0.0927883132370466
2010,IMN,0.0753478137421918
2011,IMN,0.0755411574142247
2012,IMN,0.074499834199182
2013,IMN,0.0795307917888563
2014,IMN,0.0792002479851209
2015,IMN,0.0768239690259151
2016,IMN,0.0768239690259151
2017,IMN,0.0768239690259151
2018,IMN,0.0768239690259151
2019,IMN,0.0768239690259151
2020,IMN,0.0768239690259151
2010,IND,0.198625507445253
2011,IND,0.193944176835397
2012,IND,0.188977506769518
2013,IND,0.184941962396469
2014,IND,0.1933040731802719
2015,IND,0.1919586453253817
2016,IND,0.1919586453253817
2017,IND,0.1919586453253817
2018,IND,0.1919586453253817
2019,IND,0.1919586453253817
2020,IND,0.1919586453253817
2010,IRL,0.0753478137421918
2011,IRL,0.0755411574142247
2012,IRL,0.074499834199182
2013,IRL,0.0795307917888563
2014,IRL,0.0792002479851209
2015,IRL,0.0768239690259151
2016,IRL,0.0768239690259151
2017,IRL,0.0768239690259151
2018,IRL,0.0768239690259151
2019,IRL,0.0768239690259151
2020,IRL,0.0768239690259151
2010,IRN,0.141921969101859
2011,IRN,0.145410161131755
2012,IRN,0.144701033522629
2013,IRN,0.1449850248062369
2014,IRN,0.126033742521185
2015,IRN,0.140610386216733
2016,IRN,0.140610386216733
2017,IRN,0.140610386216733
2018,IRN,0.140610386216733
2019,IRN,0.140610386216733
2020,IRN,0.140610386216733
2010,IRQ,0.359000572503476
2011,IRQ,0.385062055915255
2012,IRQ,0.430201225607371
2013,IRQ,0.398565608845983
2014,IRQ,0.506315665210719
2015,IRQ,0.4158290256165608
2016,IRQ,0.4158290256165608
2017,IRQ,0.4158290256165608
2018,IRQ,0.4158290256165608
2019,IRQ,0.4158290256165608
2020,IRQ,0.4158290256165608
2010,ISL,0.0409754381851222
2011,ISL,0.0292254953227587
2012,ISL,0.0276938856914924
2013,ISL,0.0206447339368514
2014,ISL,0.0274788942228108
2015,ISL,0.0292036894718071
2016,ISL,0.0292036894718071
2017,ISL,0.0292036894718071
2018,ISL,0.0292036894718071
2019,ISL,0.0292036894718071
2020,ISL,0.0292036894718071
2010,ISR,0.0275810278029049
2011,ISR,0.0274803532230768
2012,ISR,0.0275542434487247
2013,ISR,0.0418609960536186
2014,ISR,0.0285794155854833
2015,ISR,0.0306112072227616
2016,ISR,0.0306112072227616
2017,ISR,0.0306112072227616
2018,ISR,0.0306112072227616
2019,ISR,0.0306112072227616
2020,ISR,0.0306112072227616
2010,ITA,0.068848256033845
2011,ITA,0.0693435512626061
2012,ITA,0.0706361966780805
2013,ITA,0.073589224372979
2014,ITA,0.0699384429518618
2015,ITA,0.0704711342598745
2016,ITA,0.0704711342598745
2017,ITA,0.0704711342598745
2018,ITA,0.0704711342598745
2019,ITA,0.0704711342598745
2020,ITA,0.0704711342598745
2010,JAM,0.208796296296296
2011,JAM,0.2201099404489229
2012,JAM,0.259417378201909
2013,JAM,0.27473077886301
2014,JAM,0.267458777885548
2015,JAM,0.2461026343391372
2016,JAM,0.2461026343391372
2017,JAM,0.2461026343391372
2018,JAM,0.2461026343391372
2019,JAM,0.2461026343391372
2020,JAM,0.2461026343391372
2010,JOR,0.134601069229208
2011,JOR,0.146651191370246
2012,JOR,0.106109906001446
2013,JOR,0.103574118055958
2014,JOR,0.107464324917673
2015,JOR,0.1196801219149062
2016,JOR,0.1196801219149062
2017,JOR,0.1196801219149062
2018,JOR,0.1196801219149062
2019,JOR,0.1196801219149062
2020,JOR,0.1196801219149062
2010,JPN,0.0413564501642013
2011,JPN,0.0435911254075557
2012,JPN,0.0409262638269521
2013,JPN,0.0448467059595211
2014,JPN,0.0430781722652608
2015,JPN,0.0427597435246982
2016,JPN,0.0427597435246982
2017,JPN,0.0427597435246982
2018,JPN,0.0427597435246982
2019,JPN,0.0427597435246982
2020,JPN,0.0427597435246982
2010,KAZ,0.0802579677177359
2011,KAZ,0.0735338276395722
2012,KAZ,0.0769471109818245
2013,KAZ,0.108394932386551
2014,KAZ,0.0674039669547341
2015,KAZ,0.0813075611360835
2016,KAZ,0.0813075611360835
2017,KAZ,0.0813075611360835
2018,KAZ,0.0813075611360835
2019,KAZ,0.0813075611360835
2020,KAZ,0.0813075611360835
2010,KEN,0.159588855829051
2011,KEN,0.17137330754352
2012,KEN,0.184523080690584
2013,KEN,0.17981072555205
2014,KEN,0.17552387124649
2015,KEN,0.1741639681723389
2016,KEN,0.1741639681723389
2017,KEN,0.1741639681723389
2018,KEN,0.1741639681723389
2019,KEN,0.1741639681723389
2020,KEN,0.1741639681723389
2010,KGZ,0.240909090909091
2011,KGZ,0.223578308483969
2012,KGZ,0.221584915611814
2013,KGZ,0.202769252729998
2014,KGZ,0.237304419434532
2015,KGZ,0.2252291974338808
2016,KGZ,0.2252291974338808
2017,KGZ,0.2252291974338808
2018,KGZ,0.2252291974338808
2019,KGZ,0.2252291974338808
2020,KGZ,0.2252291974338808
2010,KHM,0.286
2011,KHM,0.279245283018868
2012,KHM,0.182705718270572
2013,KHM,0.280652418447694
2014,KHM,0.2341606792945789
2015,KHM,0.2525528198063426
2016,KHM,0.2525528198063426
2017,KHM,0.2525528198063426
2018,KHM,0.2525528198063426
2019,KHM,0.2525528198063426
2020,KHM,0.2525528198063426
2010,KIR,0.115142747483098
2011,KIR,0.111021163409275
2012,KIR,0.114644615405713
2013,KIR,0.102848563760529
2014,KIR,0.0940954155988714
2015,KIR,0.1075505011314972
2016,KIR,0.1075505011314972
2017,KIR,0.1075505011314972
2018,KIR,0.1075505011314972
2019,KIR,0.1075505011314972
2020,KIR,0.1075505011314972
2010,KNA,0.0312315851502652
2011,KNA,0.0277017783857729
2012,KNA,0.0261717038983793
2013,KNA,0.0246186217780116
2014,KNA,0.0230419403739262
2015,KNA,0.026553125917271
2016,KNA,0.026553125917271
2017,KNA,0.026553125917271
2018,KNA,0.026553125917271
2019,KNA,0.026553125917271
2020,KNA,0.026553125917271
2010,KOR,0.0363063146493584
2011,KOR,0.0335158147342675
2012,KOR,0.0325689585354139
2013,KOR,0.0340422130134172
2014,KOR,0.0334697526499177
2015,KOR,0.0339806107164749
2016,KOR,0.0339806107164749
2017,KOR,0.0339806107164749
2018,KOR,0.0339806107164749
2019,KOR,0.0339806107164749
2020,KOR,0.0339806107164749
2010,KWT,0.12086833014782
2011,KWT,0.123257392484815
2012,KWT,0.141935998723167
2013,KWT,0.121314486241842
2014,KWT,0.116610377648142
2015,KWT,0.1247973170491571
2016,KWT,0.1247973170491571
2017,KWT,0.1247973170491571
2018,KWT,0.1247973170491571
2019,KWT,0.1247973170491571
2020,KWT,0.1247973170491571
2010,LAO,0.101124305870204
2011,LAO,0.0954819740179876
2012,LAO,0.0911201442274984
2013,LAO,0.0919762662529787
2014,LAO,0.0928671228459857
2015,LAO,0.0945139626429309
2016,LAO,0.0945139626429309
2017,LAO,0.0945139626429309
2018,LAO,0.0945139626429309
2019,LAO,0.0945139626429309
2020,LAO,0.0945139626429309
2010,LBN,0.11895366598778
2011,LBN,0.114146043385273
2012,LBN,0.0925401322001889
2013,LBN,0.0944129925087207
2014,LBN,0.1046680035650619
2015,LBN,0.1049441675294049
2016,LBN,0.1049441675294049
2017,LBN,0.1049441675294049
2018,LBN,0.1049441675294049
2019,LBN,0.1049441675294049
2020,LBN,0.1049441675294049
2010,LBR,0.20184409052808
2011,LBR,0.223807181505165
2012,LBR,0.194697833523375
2013,LBR,0.219607843137255
2014,LBR,0.143253680907555
2015,LBR,0.196642125920286
2016,LBR,0.196642125920286
2017,LBR,0.196642125920286
2018,LBR,0.196642125920286
2019,LBR,0.196642125920286
2020,LBR,0.196642125920286
2010,LBY,0.357546532342281
2011,LBY,0.315281356975268
2012,LBY,0.590342815463166
2013,LBY,0.6148023105531081
2014,LBY,0.6969600593676291
2015,LBY,0.5149866149402904
2016,LBY,0.5149866149402904
2017,LBY,0.5149866149402904
2018,LBY,0.5149866149402904
2019,LBY,0.5149866149402904
2020,LBY,0.5149866149402904
2010,LCA,0.0312315851502652
2011,LCA,0.0277017783857729
2012,LCA,0.0261717038983793
2013,LCA,0.0246186217780116
2014,LCA,0.0230419403739262
2015,LCA,0.026553125917271
2016,LCA,0.026553125917271
2017,LCA,0.026553125917271
2018,LCA,0.026553125917271
2019,LCA,0.026553125917271
2020,LCA,0.026553125917271
2010,LIE,0.0661902743293163
2011,LIE,0.0713490650044524
2012,LIE,0.0672292339301438
2013,LIE,0.0680587892898719
2014,LIE,0.0669881030498417
2015,LIE,0.0679630931207252
2016,LIE,0.0679630931207252
2017,LIE,0.0679630931207252
2018,LIE,0.0679630931207252
2019,LIE,0.0679630931207252
2020,LIE,0.0679630931207252
2010,LKA,0.137672437737247
2011,LKA,0.121375879224567
2012,LKA,0.100159650449542
2013,LKA,0.0998918739083423
2014,LKA,0.1144370435759569
2015,LKA,0.114707376979131
2016,LKA,0.114707376979131
2017,LKA,0.114707376979131
2018,LKA,0.114707376979131
2019,LKA,0.114707376979131
2020,LKA,0.114707376979131
2010,LSO,0.0953368037155948
2011,LSO,0.0847458933029248
2012,LSO,0.0871709171364348
2013,LSO,0.0848684002654112
2014,LSO,0.0839376119869644
2015,LSO,0.087211925281466
2016,LSO,0.087211925281466
2017,LSO,0.087211925281466
2018,LSO,0.087211925281466
2019,LSO,0.087211925281466
2020,LSO,0.087211925281466
2010,LTU,0.198037645174209
2011,LTU,0.205369759773905
2012,LTU,0.194965776109516
2013,LTU,0.206929283341243
2014,LTU,0.219795037756203
2015,LTU,0.2050195004310152
2016,LTU,0.2050195004310152
2017,LTU,0.2050195004310152
2018,LTU,0.2050195004310152
2019,LTU,0.2050195004310152
2020,LTU,0.2050195004310152
2010,LUX,0.0377708978328173
2011,LUX,0.0456603773584905
2012,LUX,0.0438882843670656
2013,LUX,0.065440778799351
2014,LUX,0.062992125984252
2015,LUX,0.0511504928683953
2016,LUX,0.0511504928683953
2017,LUX,0.0511504928683953
2018,LUX,0.0511504928683953
2019,LUX,0.0511504928683953
2020,LUX,0.0511504928683953
2010,LVA,0.109400935566621
2011,LVA,0.101083032490975
2012,LVA,0.0906437489865413
2013,LVA,0.0926075052343372
2014,LVA,0.0904493289243338
2015,LVA,0.0968369102405616
2016,LVA,0.0968369102405616
2017,LVA,0.0968369102405616
2018,LVA,0.0968369102405616
2019,LVA,0.0968369102405616
2020,LVA,0.0968369102405616
2010,MAC,0.126787714590877
2011,MAC,0.136672803518462
2012,MAC,0.146509113376583
2013,MAC,0.142142091015884
2014,MAC,0.1249342253626999
2015,MAC,0.1354091895729012
2016,MAC,0.1354091895729012
2017,MAC,0.1354091895729012
2018,MAC,0.1354091895729012
2019,MAC,0.1354091895729012
2020,MAC,0.1354091895729012
2010,MAF,0.120148610097525
2011,MAF,0.116862160988022
2012,MAF,0.1164749622400369
2013,MAF,0.113546141715156
2014,MAF,0.121786887102253
2015,MAF,0.1177637524285986
2016,MAF,0.1177637524285986
2017,MAF,0.1177637524285986
2018,MAF,0.1177637524285986
2019,MAF,0.1177637524285986
2020,MAF,0.1177637524285986
2010,MAR,0.113129435620142
2011,MAR,0.1069343357594179
2012,MAR,0.117578196451436
2013,MAR,0.130248160438609
2014,MAR,0.147046545606345
2015,MAR,0.1229873347751899
2016,MAR,0.1229873347751899
2017,MAR,0.1229873347751899
2018,MAR,0.1229873347751899
2019,MAR,0.1229873347751899
2020,MAR,0.1229873347751899
2010,MCO,0.0661902743293163
2011,MCO,0.0713490650044524
2012,MCO,0.0672292339301438
2013,MCO,0.0680587892898719
2014,MCO,0.0669881030498417
2015,MCO,0.0679630931207252
2016,MCO,0.0679630931207252
2017,MCO,0.0679630931207252
2018,MCO,0.0679630931207252
2019,MCO,0.0679630931207252
2020,MCO,0.0679630931207252
2010,MDA,0.235563553083592
2011,MDA,0.2105081230556519
2012,MDA,0.21664943123061
2013,MDA,0.252282342462703
2014,MDA,0.215286862268735
2015,MDA,0.2260580624202584
2016,MDA,0.2260580624202584
2017,MDA,0.2260580624202584
2018,MDA,0.2260580624202584
2019,MDA,0.2260580624202584
2020,MDA,0.2260580624202584
2010,MDG,0.0721457791000372
2011,MDG,0.0710362504577078
2012,MDG,0.0682874508401858
2013,MDG,0.0637119113573407
2014,MDG,0.0619679945522642
2015,MDG,0.0674298772615071
2016,MDG,0.0674298772615071
2017,MDG,0.0674298772615071
2018,MDG,0.0674298772615071
2019,MDG,0.0674298772615071
2020,MDG,0.0674298772615071
2010,MDV,0.137672437737247
2011,MDV,0.121375879224567
2012,MDV,0.100159650449542
2013,MDV,0.0998918739083423
2014,MDV,0.1144370435759569
2015,MDV,0.114707376979131
2016,MDV,0.114707376979131
2017,MDV,0.114707376979131
2018,MDV,0.114707376979131
2019,MDV,0.114707376979131
2020,MDV,0.114707376979131
2010,MEX,0.160602750265844
2011,MEX,0.150625431460177
2012,MEX,0.143378858697775
2013,MEX,0.143008011408353
2014,MEX,0.13705654469711
2015,MEX,0.1469343193058518
2016,MEX,0.1469343193058518
2017,MEX,0.1469343193058518
2018,MEX,0.1469343193058518
2019,MEX,0.1469343193058518
2020,MEX,0.1469343193058518
2010,MHL,0.0413564501642013
2011,MHL,0.0435911254075557
2012,MHL,0.0409262638269521
2013,MHL,0.0448467059595211
2014,MHL,0.0430781722652608
2015,MHL,0.0427597435246982
2016,MHL,0.0427597435246982
2017,MHL,0.0427597435246982
2018,MHL,0.0427597435246982
2019,MHL,0.0427597435246982
2020,MHL,0.0427597435246982
2010,MKD,0.176170798898072
2011,MKD,0.20535582186714
2012,MKD,0.206962631747046
2013,MKD,0.1890383984246799
2014,MKD,0.198920729438035
2015,MKD,0.1952896760749946
2016,MKD,0.1952896760749946
2017,MKD,0.1952896760749946
2018,MKD,0.1952896760749946
2019,MKD,0.1952896760749946
2020,MKD,0.1952896760749946
2010,MLI,0.20184409052808
2011,MLI,0.223807181505165
2012,MLI,0.194697833523375
2013,MLI,0.219607843137255
2014,MLI,0.143253680907555
2015,MLI,0.196642125920286
2016,MLI,0.196642125920286
2017,MLI,0.196642125920286
2018,MLI,0.196642125920286
2019,MLI,0.196642125920286
2020,MLI,0.196642125920286
2010,MLT,0.065279091769158
2011,MLT,0.070215695273061
2012,MLT,0.0841325196163906
2013,MLT,0.0697467792092403
2014,MLT,0.0467706013363029
2015,MLT,0.0672289374408305
2016,MLT,0.0672289374408305
2017,MLT,0.0672289374408305
2018,MLT,0.0672289374408305
2019,MLT,0.0672289374408305
2020,MLT,0.0672289374408305
2010,MMR,0.166114278138672
2011,MMR,0.2022699635184429
2012,MMR,0.252609019754007
2013,MMR,0.215154731771046
2014,MMR,0.204916295825387
2015,MMR,0.2082128578015109
2016,MMR,0.2082128578015109
2017,MMR,0.2082128578015109
2018,MMR,0.2082128578015109
2019,MMR,0.2082128578015109
2020,MMR,0.2082128578015109
2010,MNE,0.165837891596221
2011,MNE,0.247740963855422
2012,MNE,0.244374120956399
2013,MNE,0.192141951837769
2014,MNE,0.175543649543019
2015,MNE,0.205127715557766
2016,MNE,0.205127715557766
2017,MNE,0.205127715557766
2018,MNE,0.205127715557766
2019,MNE,0.205127715557766
2020,MNE,0.205127715557766
2010,MNG,0.117087873869696
2011,MNG,0.141975308641975
2012,MNG,0.1401578073089699
2013,MNG,0.147410358565737
2014,MNG,0.14750744047619
2015,MNG,0.1388277577725135
2016,MNG,0.1388277577725135
2017,MNG,0.1388277577725135
2018,MNG,0.1388277577725135
2019,MNG,0.1388277577725135
2020,MNG,0.1388277577725135
2010,MNP,0.0413564501642013
2011,MNP,0.0435911254075557
2012,MNP,0.0409262638269521
2013,MNP,0.0448467059595211
2014,MNP,0.0430781722652608
2015,MNP,0.0427597435246982
2016,MNP,0.0427597435246982
2017,MNP,0.0427597435246982
2018,MNP,0.0427597435246982
2019,MNP,0.0427597435246982
2020,MNP,0.0427597435246982
2010,MOZ,0.147425897035881
2011,MOZ,0.1459298871063579
2012,MOZ,0.147896610840037
2013,MOZ,0.17771064115475
2014,MOZ,0.147204688908927
2015,MOZ,0.1532335450091906
2016,MOZ,0.1532335450091906
2017,MOZ,0.1532335450091906
2018,MOZ,0.1532335450091906
2019,MOZ,0.1532335450091906
2020,MOZ,0.1532335450091906
2010,MRT,0.163849154746424
2011,MRT,0.157092986353539
2012,MRT,0.162898550724638
2013,MRT,0.166526256669475
2014,MRT,0.128667563930013
2015,MRT,0.1558069024848178
2016,MRT,0.1558069024848178
2017,MRT,0.1558069024848178
2018,MRT,0.1558069024848178
2019,MRT,0.1558069024848178
2020,MRT,0.1558069024848178
2010,MUS,0.0721457791000372
2011,MUS,0.0710362504577078
2012,MUS,0.0682874508401858
2013,MUS,0.0637119113573407
2014,MUS,0.0619679945522642
2015,MUS,0.0674298772615071
2016,MUS,0.0674298772615071
2017,MUS,0.0674298772615071
2018,MUS,0.0674298772615071
2019,MUS,0.0674298772615071
2020,MUS,0.0674298772615071
2010,MWI,0.147425897035881
2011,MWI,0.1459298871063579
2012,MWI,0.147896610840037
2013,MWI,0.17771064115475
2014,MWI,0.147204688908927
2015,MWI,0.1532335450091906
2016,MWI,0.1532335450091906
2017,MWI,0.1532335450091906
2018,MWI,0.1532335450091906
2019,MWI,0.1532335450091906
2020,MWI,0.1532335450091906
2010,MYS,0.0616896126168
2011,MYS,0.0935292980081222
2012,MYS,0.0622111756870391
2013,MYS,0.0384971231965767
2014,MYS,0.0579240382724505
2015,MYS,0.0627702495561977
2016,MYS,0.0627702495561977
2017,MYS,0.0627702495561977
2018,MYS,0.0627702495561977
2019,MYS,0.0627702495561977
2020,MYS,0.0627702495561977
2010,NAM,0.252107279693487
2011,NAM,0.251748251748252
2012,NAM,0.259281801582471
2013,NAM,0.277235161532682
2014,NAM,0.362483311081442
2015,NAM,0.2805711611276668
2016,NAM,0.2805711611276668
2017,NAM,0.2805711611276668
2018,NAM,0.2805711611276668
2019,NAM,0.2805711611276668
2020,NAM,0.2805711611276668
2010,NCL,0.0690584357740958
2011,NCL,0.0674190140053504
2012,NCL,0.067684800289174
2013,NCL,0.0667467874641768
2014,NCL,0.0654407539363292
2015,NCL,0.0672699582938252
2016,NCL,0.0672699582938252
2017,NCL,0.0672699582938252
2018,NCL,0.0672699582938252
2019,NCL,0.0672699582938252
2020,NCL,0.0672699582938252
2010,NER,0.389078498293515
2011,NER,0.403508771929825
2012,NER,0.395989974937343
2013,NER,0.336343115124154
2014,NER,0.417607223476298
2015,NER,0.388505516752227
2016,NER,0.388505516752227
2017,NER,0.388505516752227
2018,NER,0.388505516752227
2019,NER,0.388505516752227
2020,NER,0.388505516752227
2010,NGA,0.172160330768347
2011,NGA,0.0954723681290227
2012,NGA,0.0865672681669338
2013,NGA,0.151196205380328
2014,NGA,0.161072721289898
2015,NGA,0.1332937787469059
2016,NGA,0.1332937787469059
2017,NGA,0.1332937787469059
2018,NGA,0.1332937787469059
2019,NGA,0.1332937787469059
2020,NGA,0.1332937787469059
2010,NIC,0.184749931675321
2011,NIC,0.176255230125523
2012,NIC,0.159265690895559
2013,NIC,0.154344695151224
2014,NIC,0.208277103013945
2015,NIC,0.1765785301723144
2016,NIC,0.1765785301723144
2017,NIC,0.1765785301723144
2018,NIC,0.1765785301723144
2019,NIC,0.1765785301723144
2020,NIC,0.1765785301723144
2010,NLD,0.0472289762723232
2011,NLD,0.0456112948939567
2012,NLD,0.0502526670409882
2013,NLD,0.0504541165369191
2014,NLD,0.047709296254037
2015,NLD,0.0482512701996448
2016,NLD,0.0482512701996448
2017,NLD,0.0482512701996448
2018,NLD,0.0482512701996448
2019,NLD,0.0482512701996448
2020,NLD,0.0482512701996448
2010,NOR,0.0770135834726302
2011,NOR,0.0641687109282266
2012,NOR,0.0620414063991708
2013,NOR,0.0602461104949188
2014,NOR,0.0607961706767876
2015,NOR,0.0648531963943468
2016,NOR,0.0648531963943468
2017,NOR,0.0648531963943468
2018,NOR,0.0648531963943468
2019,NOR,0.0648531963943468
2020,NOR,0.0648531963943468
2010,NPL,0.343204488778055
2011,NPL,0.3155784650630009
2012,NPL,0.302646396396396
2013,NPL,0.328404890531703
2014,NPL,0.322096391888333
2015,NPL,0.3223861265314975
2016,NPL,0.3223861265314975
2017,NPL,0.3223861265314975
2018,NPL,0.3223861265314975
2019,NPL,0.3223861265314975
2020,NPL,0.3223861265314975
2010,NRU,0.0647731455644347
2011,NRU,0.0651577152264412
2012,NRU,0.0579870016088695
2013,NRU,0.0534009558490672
2014,NRU,0.0477958946927464
2015,NRU,0.0578229425883118
2016,NRU,0.0578229425883118
2017,NRU,0.0578229425883118
2018,NRU,0.0578229425883118
2019,NRU,0.0578229425883118
2020,NRU,0.0578229425883118
2010,NZL,0.0690584357740958
2011,NZL,0.0674190140053504
2012,NZL,0.067684800289174
2013,NZL,0.0667467874641768
2014,NZL,0.0654407539363292
2015,NZL,0.0672699582938252
2016,NZL,0.0672699582938252
2017,NZL,0.0672699582938252
2018,NZL,0.0672699582938252
2019,NZL,0.0672699582938252
2020,NZL,0.0672699582938252
2010,OMN,0.152732226651193
2011,OMN,0.1299259394715189
2012,OMN,0.136307311028501
2013,OMN,0.109413109756098
2014,OMN,0.108829991760505
2015,OMN,0.1274417157335632
2016,OMN,0.1274417157335632
2017,OMN,0.1274417157335632
2018,OMN,0.1274417157335632
2019,OMN,0.1274417157335632
2020,OMN,0.1274417157335632
2010,PAK,0.162262671639261
2011,PAK,0.168829529919024
2012,PAK,0.170319895968791
2013,PAK,0.162688804335293
2014,PAK,0.171355666056006
2015,PAK,0.167091313583675
2016,PAK,0.167091313583675
2017,PAK,0.167091313583675
2018,PAK,0.167091313583675
2019,PAK,0.167091313583675
2020,PAK,0.167091313583675
2010,PAN,0.143302180685358
2011,PAN,0.143569419585784
2012,PAN,0.138323840520749
2013,PAN,0.136191114087966
2014,PAN,0.142995585226661
2015,PAN,0.1408764280213036
2016,PAN,0.1408764280213036
2017,PAN,0.1408764280213036
2018,PAN,0.1408764280213036
2019,PAN,0.1408764280213036
2020,PAN,0.1408764280213036
2010,PER,0.101253831150738
2011,PER,0.0580526731764526
2012,PER,0.0845655382921764
2013,PER,0.10490507056498
2014,PER,0.1096968901718929
2015,PER,0.091694800671248
2016,PER,0.091694800671248
2017,PER,0.091694800671248
2018,PER,0.091694800671248
2019,PER,0.091694800671248
2020,PER,0.091694800671248
2010,PHL,0.115142747483098
2011,PHL,0.111021163409275
2012,PHL,0.114644615405713
2013,PHL,0.102848563760529
2014,PHL,0.0940954155988714
2015,PHL,0.1075505011314972
2016,PHL,0.1075505011314972
2017,PHL,0.1075505011314972
2018,PHL,0.1075505011314972
2019,PHL,0.1075505011314972
2020,PHL,0.1075505011314972
2010,PLW,0.115142747483098
2011,PLW,0.111021163409275
2012,PLW,0.114644615405713
2013,PLW,0.102848563760529
2014,PLW,0.0940954155988714
2015,PLW,0.1075505011314972
2016,PLW,0.1075505011314972
2017,PLW,0.1075505011314972
2018,PLW,0.1075505011314972
2019,PLW,0.1075505011314972
2020,PLW,0.1075505011314972
2010,PNG,0.0647731455644347
2011,PNG,0.0651577152264412
2012,PNG,0.0579870016088695
2013,PNG,0.0534009558490672
2014,PNG,0.0477958946927464
2015,PNG,0.0578229425883118
2016,PNG,0.0578229425883118
2017,PNG,0.0578229425883118
2018,PNG,0.0578229425883118
2019,PNG,0.0578229425883118
2020,PNG,0.0578229425883118
2010,POL,0.0754413103399982
2011,POL,0.0652165916698341
2012,POL,0.0673052544353816
2013,POL,0.0624733267488508
2014,POL,0.0646655058419764
2015,POL,0.0670203978072082
2016,POL,0.0670203978072082
2017,POL,0.0670203978072082
2018,POL,0.0670203978072082
2019,POL,0.0670203978072082
2020,POL,0.0670203978072082
2010,PRI,0.120148610097525
2011,PRI,0.116862160988022
2012,PRI,0.1164749622400369
2013,PRI,0.113546141715156
2014,PRI,0.121786887102253
2015,PRI,0.1177637524285986
2016,PRI,0.1177637524285986
2017,PRI,0.1177637524285986
2018,PRI,0.1177637524285986
2019,PRI,0.1177637524285986
2020,PRI,0.1177637524285986
2010,PRK,0.1580963810930579
2011,PRK,0.158119213564964
2012,PRK,0.158140985651903
2013,PRK,0.1581387737289979
2014,PRK,0.158132782399911
2015,PRK,0.1581256272877667
2016,PRK,0.1581256272877667
2017,PRK,0.1581256272877667
2018,PRK,0.1581256272877667
2019,PRK,0.1581256272877667
2020,PRK,0.1581256272877667
2010,PRT,0.0797154085414688
2011,PRT,0.0788236201048412
2012,PRT,0.10327804107425
2013,PRT,0.107947124708117
2014,PRT,0.100252121865317
2015,PRT,0.0940032632587988
2016,PRT,0.0940032632587988
2017,PRT,0.0940032632587988
2018,PRT,0.0940032632587988
2019,PRT,0.0940032632587988
2020,PRT,0.0940032632587988
2010,PRY,0.062312728886916
2011,PRY,0.0595748373101952
2012,PRY,0.0638333194986304
2013,PRY,0.0578327619615441
2014,PRY,0.0657899497123838
2015,PRY,0.0618687194739339
2016,PRY,0.0618687194739339
2017,PRY,0.0618687194739339
2018,PRY,0.0618687194739339
2019,PRY,0.0618687194739339
2020,PRY,0.0618687194739339
2010,PYF,0.0690584357740958
2011,PYF,0.0674190140053504
2012,PYF,0.067684800289174
2013,PYF,0.0667467874641768
2014,PYF,0.0654407539363292
2015,PYF,0.0672699582938252
2016,PYF,0.0672699582938252
2017,PYF,0.0672699582938252
2018,PYF,0.0672699582938252
2019,PYF,0.0672699582938252
2020,PYF,0.0672699582938252
2010,QAT,0.0627842524161455
2011,QAT,0.0623169541164985
2012,QAT,0.0623221318308564
2013,QAT,0.0622764509057344
2014,QAT,0.0605034632482167
2015,QAT,0.0620406505034903
2016,QAT,0.0620406505034903
2017,QAT,0.0620406505034903
2018,QAT,0.0620406505034903
2019,QAT,0.0620406505034903
2020,QAT,0.0620406505034903
