Year,iso_code3,ef_frst_sequestration_primary_kt_co2_ha
2018,CAN,0.0007057771690808958
2019,CAN,0.0007057771690808958
2015,CHE,0.002073953544545556
2016,CHE,0.002073953544545556
2017,CHE,0.002073953544545556
2018,CHE,0.002073953544545556
2019,CHE,0.002073953544545556
2015,CHL,0.0006377689254992103
2016,CHL,0.0006377689254992103
2017,CHL,0.0006377689254992103
2018,CHL,0.0006377689254992103
2019,CHL,0.0006377689254992103
2015,CHN,0.0004260147273327595
2016,CHN,0.0004260147273327595
2017,CHN,0.0004260147273327595
2018,CHN,0.0004260147273327595
2019,CHN,0.0004260147273327595
2015,CIV,0.0015353097193187106
2016,CIV,0.0015353097193187106
2017,CIV,0.0015353097193187106
2018,CIV,0.0015353097193187106
2019,CIV,0.0015353097193187106
2015,CMR,0.0013260627151195025
2016,CMR,0.0013260627151195025
2017,CMR,0.0013260627151195025
2018,CMR,0.0013260627151195025
2019,CMR,0.0013260627151195025
2015,COD,0.0015072599654917627
2016,COD,0.0015072599654917627
2017,COD,0.0015072599654917627
2018,COD,0.0015072599654917627
2019,COD,0.0015072599654917627
2015,COG,0.0015828537842299257
2016,COG,0.0015828537842299257
2017,COG,0.0015828537842299257
2018,COG,0.0015828537842299257
2019,COG,0.0015828537842299257
2015,COL,0.0012668333262862523
2016,COL,0.0012668333262862523
2017,COL,0.0012668333262862523
2018,COL,0.0012668333262862523
2019,COL,0.0012668333262862523
2015,CRI,0.001166415650194968
2016,CRI,0.001166415650194968
2017,CRI,0.001166415650194968
2018,CRI,0.001166415650194968
2019,CRI,0.001166415650194968
2015,CUB,0.0015319810675289373
2016,CUB,0.0015319810675289373
2017,CUB,0.0015319810675289373
2018,CUB,0.0015319810675289373
2019,CUB,0.0015319810675289373
2015,CUW,0.0005244927536231885
2016,CUW,0.0005244927536231885
2017,CUW,0.0005244927536231885
2018,CUW,0.0005244927536231885
2019,CUW,0.0005244927536231885
2015,CYP,8.835238775753245e-05
2016,CYP,8.835238775753245e-05
2017,CYP,8.835238775753245e-05
2018,CYP,8.835238775753245e-05
2019,CYP,8.835238775753245e-05
2015,CZE,0.0008490073727262941
2016,CZE,0.0008490073727262941
2017,CZE,0.0008490073727262941
2018,CZE,0.0008490073727262941
2019,CZE,0.0008490073727262941
2015,DEU,0.003874142028365686
2016,DEU,0.003874142028365686
2017,DEU,0.003874142028365686
2018,DEU,0.003874142028365686
2019,DEU,0.003874142028365686
2015,DNK,0.0039636666666666666
2016,DNK,0.0039636666666666666
2017,DNK,0.0039636666666666666
2018,DNK,0.0039636666666666666
2019,DNK,0.0039636666666666666
2015,DOM,0.0011903100823204562
2016,DOM,0.0011903100823204562
2017,DOM,0.0011903100823204562
2018,DOM,0.0011903100823204562
2019,DOM,0.0011903100823204562
2015,DZA,0.003009280735107731
2016,DZA,0.003009280735107731
2017,DZA,0.003009280735107731
2018,DZA,0.003009280735107731
2019,DZA,0.003009280735107731
2015,ECU,0.0011736651944956474
2016,ECU,0.0011736651944956474
2017,ECU,0.0011736651944956474
2018,ECU,0.0011736651944956474
2019,ECU,0.0011736651944956474
2015,ERI,0.00041938349814585915
2016,ERI,0.00041938349814585915
2017,ERI,0.00041938349814585915
2018,ERI,0.00041938349814585915
2019,ERI,0.00041938349814585915
2015,ESP,0.0034317482486494228
2016,ESP,0.0034317482486494228
2017,ESP,0.0034317482486494228
2018,ESP,0.0034317482486494228
2019,ESP,0.0034317482486494228
2015,EST,0.0039636666666666666
2016,EST,0.0039636666666666666
2017,EST,0.0039636666666666666
2018,EST,0.0039636666666666666
2019,EST,0.0039636666666666666
2015,ETH,0.0013318340291009255
2016,ETH,0.0013318340291009255
2017,ETH,0.0013318340291009255
2018,ETH,0.0013318340291009255
2019,ETH,0.0013318340291009255
2015,FIN,0.0007584970217761287
2016,FIN,0.0007584970217761287
2017,FIN,0.0007584970217761287
2018,FIN,0.0007584970217761287
2019,FIN,0.0007584970217761287
2015,GBR,0.0039636666666666666
2016,GBR,0.0039636666666666666
2017,GBR,0.0039636666666666666
2018,GBR,0.0039636666666666666
2019,GBR,0.0039636666666666666
2015,GEO,0.0005860325021312873
2016,GEO,0.0005860325021312873
2017,GEO,0.0005860325021312873
2018,GEO,0.0005860325021312873
2019,GEO,0.0005860325021312873
2015,GHA,0.0014923009629849238
2016,GHA,0.0014923009629849238
2017,GHA,0.0014923009629849238
2018,GHA,0.0014923009629849238
2019,GHA,0.0014923009629849238
2015,GIN,0.0014467690986097745
2016,GIN,0.0014467690986097745
2017,GIN,0.0014467690986097745
2018,GIN,0.0014467690986097745
2019,GIN,0.0014467690986097745
2015,GMB,0.0015366075327510917
2016,GMB,0.0015366075327510917
2017,GMB,0.0015366075327510917
2018,GMB,0.0015366075327510917
2019,GMB,0.0015366075327510917
2015,GNB,0.0015295477178423236
2016,GNB,0.0015295477178423236
2017,GNB,0.0015295477178423236
2018,GNB,0.0015295477178423236
2019,GNB,0.0015295477178423236
2015,GRC,0.0038244316058718857
2016,GRC,0.0038244316058718857
2017,GRC,0.0038244316058718857
2018,GRC,0.0038244316058718857
2019,GRC,0.0038244316058718857
2015,GTM,0.0011222366318100459
2016,GTM,0.0011222366318100459
2017,GTM,0.0011222366318100459
2018,GTM,0.0011222366318100459
2019,GTM,0.0011222366318100459
2015,HND,0.0012066205023761032
2016,HND,0.0012066205023761032
2017,HND,0.0012066205023761032
2018,HND,0.0012066205023761032
2019,HND,0.0012066205023761032
2015,HRV,4.981641842743332e-06
2016,HRV,4.981641842743332e-06
2017,HRV,4.981641842743332e-06
2018,HRV,4.981641842743332e-06
2019,HRV,4.981641842743332e-06
2015,HUN,0.0039636666666666666
2016,HUN,0.0039636666666666666
2017,HUN,0.0039636666666666666
2018,HUN,0.0039636666666666666
2019,HUN,0.0039636666666666666
2015,IDN,0.0011985746193220255
2016,IDN,0.0011985746193220255
2017,IDN,0.0011985746193220255
2018,IDN,0.0011985746193220255
2019,IDN,0.0011985746193220255
2015,IND,0.000877675777315434
2016,IND,0.000877675777315434
2017,IND,0.000877675777315434
2018,IND,0.000877675777315434
2019,IND,0.000877675777315434
2015,IRL,0.0039636666666666666
2016,IRL,0.0039636666666666666
2017,IRL,0.0039636666666666666
2018,IRL,0.0039636666666666666
2019,IRL,0.0039636666666666666
2015,IRN,0.002181616629011979
2016,IRN,0.002181616629011979
2017,IRN,0.002181616629011979
2018,IRN,0.002181616629011979
2019,IRN,0.002181616629011979
2015,IRQ,6.536216730038022e-05
2016,IRQ,6.536216730038022e-05
2017,IRQ,6.536216730038022e-05
2018,IRQ,6.536216730038022e-05
2019,IRQ,6.536216730038022e-05
2015,ISL,0.001989302946396876
2016,ISL,0.001989302946396876
2017,ISL,0.001989302946396876
2018,ISL,0.001989302946396876
2019,ISL,0.001989302946396876
2015,ISR,0.0028330555555555557
2016,ISR,0.0028330555555555557
2017,ISR,0.0028330555555555557
2018,ISR,0.0028330555555555557
2019,ISR,0.0028330555555555557
2015,ITA,0.0025668573951630794
2016,ITA,0.0025668573951630794
2017,ITA,0.0025668573951630794
2018,ITA,0.0025668573951630794
2019,ITA,0.0025668573951630794
2015,JAM,0.001327681475656903
2016,JAM,0.001327681475656903
2017,JAM,0.001327681475656903
2018,JAM,0.001327681475656903
2019,JAM,0.001327681475656903
2015,JPN,5.209384490112349e-05
2016,JPN,5.209384490112349e-05
2017,JPN,5.209384490112349e-05
2018,JPN,5.209384490112349e-05
2019,JPN,5.209384490112349e-05
2015,KAZ,0.0007309064411927
2016,KAZ,0.0007309064411927
2017,KAZ,0.0007309064411927
2018,KAZ,0.0007309064411927
2019,KAZ,0.0007309064411927
2015,KEN,0.0007838674173299683
2016,KEN,0.0007838674173299683
2017,KEN,0.0007838674173299683
2018,KEN,0.0007838674173299683
2019,KEN,0.0007838674173299683
2015,KGZ,0.000724960718964002
2016,KGZ,0.000724960718964002
2017,KGZ,0.000724960718964002
2018,KGZ,0.000724960718964002
2019,KGZ,0.000724960718964002
2015,KHM,0.001769089860223969
2016,KHM,0.001769089860223969
2017,KHM,0.001769089860223969
2018,KHM,0.001769089860223969
2019,KHM,0.001769089860223969
2015,LAO,0.0008864663124551884
2016,LAO,0.0008864663124551884
2017,LAO,0.0008864663124551884
2018,LAO,0.0008864663124551884
2019,LAO,0.0008864663124551884
2015,LBN,0.003015833333333333
2016,LBN,0.003015833333333333
2017,LBN,0.003015833333333333
2018,LBN,0.003015833333333333
2019,LBN,0.003015833333333333
2015,LBY,0.0003957702446937948
2016,LBY,0.0003957702446937948
2017,LBY,0.0003957702446937948
2018,LBY,0.0003957702446937948
2019,LBY,0.0003957702446937948
2015,LKA,0.0015812728914623361
2016,LKA,0.0015812728914623361
2017,LKA,0.0015812728914623361
2018,LKA,0.0015812728914623361
2019,LKA,0.0015812728914623361
2015,LTU,0.0039636666666666666
2016,LTU,0.0039636666666666666
2017,LTU,0.0039636666666666666
2018,LTU,0.0039636666666666666
2019,LTU,0.0039636666666666666
2015,LVA,0.0039636666666666666
2016,LVA,0.0039636666666666666
2017,LVA,0.0039636666666666666
2018,LVA,0.0039636666666666666
2019,LVA,0.0039636666666666666
2015,MAR,0.0026887925588458617
2016,MAR,0.0026887925588458617
2017,MAR,0.0026887925588458617
2018,MAR,0.0026887925588458617
2019,MAR,0.0026887925588458617
2015,MDA,0.0039636666666666666
2016,MDA,0.0039636666666666666
2017,MDA,0.0039636666666666666
2018,MDA,0.0039636666666666666
2019,MDA,0.0039636666666666666
2015,MEX,0.0006193488872440428
2016,MEX,0.0006193488872440428
2017,MEX,0.0006193488872440428
2018,MEX,0.0006193488872440428
2019,MEX,0.0006193488872440428
2015,MKD,0.003879548733189999
2016,MKD,0.003879548733189999
2017,MKD,0.003879548733189999
2018,MKD,0.003879548733189999
2019,MKD,0.003879548733189999
2015,MLI,0.0002761174539098188
2016,MLI,0.0002761174539098188
2017,MLI,0.0002761174539098188
2018,MLI,0.0002761174539098188
2019,MLI,0.0002761174539098188
2015,MMR,0.00046315944257066565
2016,MMR,0.00046315944257066565
2017,MMR,0.00046315944257066565
2018,MMR,0.00046315944257066565
2019,MMR,0.00046315944257066565
2015,MNE,0.0006798275479473766
2016,MNE,0.0006798275479473766
2017,MNE,0.0006798275479473766
2018,MNE,0.0006798275479473766
2019,MNE,0.0006798275479473766
2015,MNG,0.0007521997488305279
2016,MNG,0.0007521997488305279
2017,MNG,0.0007521997488305279
2018,MNG,0.0007521997488305279
2019,MNG,0.0007521997488305279
2015,MOZ,0.0010604482416419708
2016,MOZ,0.0010604482416419708
2017,MOZ,0.0010604482416419708
2018,MOZ,0.0010604482416419708
2019,MOZ,0.0010604482416419708
2015,MWI,0.0006126132657423807
2016,MWI,0.0006126132657423807
2017,MWI,0.0006126132657423807
2018,MWI,0.0006126132657423807
2019,MWI,0.0006126132657423807
2015,NER,0.00032215631691648815
2016,NER,0.00032215631691648815
2017,NER,0.00032215631691648815
2018,NER,0.00032215631691648815
2019,NER,0.00032215631691648815
2015,NGA,0.0013039428000881199
2016,NGA,0.0013039428000881199
2017,NGA,0.0013039428000881199
2018,NGA,0.0013039428000881199
2019,NGA,0.0013039428000881199
2015,NIC,0.0010447796394997843
2016,NIC,0.0010447796394997843
2017,NIC,0.0010447796394997843
2018,NIC,0.0010447796394997843
2019,NIC,0.0010447796394997843
2015,NLD,0.0039636666666666666
2016,NLD,0.0039636666666666666
2017,NLD,0.0039636666666666666
2018,NLD,0.0039636666666666666
2019,NLD,0.0039636666666666666
2015,NPL,7.884060452381468e-05
2016,NPL,7.884060452381468e-05
2017,NPL,7.884060452381468e-05
2018,NPL,7.884060452381468e-05
2019,NPL,7.884060452381468e-05
2015,NZL,0.0006393625790650837
2016,NZL,0.0006393625790650837
2017,NZL,0.0006393625790650837
2018,NZL,0.0006393625790650837
2019,NZL,0.0006393625790650837
2015,PAK,0.0008202755224307181
2016,PAK,0.0008202755224307181
2017,PAK,0.0008202755224307181
2018,PAK,0.0008202755224307181
2019,PAK,0.0008202755224307181
2015,PAN,0.0010536388700407697
2016,PAN,0.0010536388700407697
2017,PAN,0.0010536388700407697
2018,PAN,0.0010536388700407697
2019,PAN,0.0010536388700407697
2015,PER,0.0013425320372267774
2016,PER,0.0013425320372267774
2017,PER,0.0013425320372267774
2018,PER,0.0013425320372267774
2019,PER,0.0013425320372267774
2015,PNG,0.0006409599996618951
2016,PNG,0.0006409599996618951
2017,PNG,0.0006409599996618951
2018,PNG,0.0006409599996618951
2019,PNG,0.0006409599996618951
2015,POL,0.0003064504881450488
2016,POL,0.0003064504881450488
2017,POL,0.0003064504881450488
2018,POL,0.0003064504881450488
2019,POL,0.0003064504881450488
2015,PRI,0.0015189374406296646
2016,PRI,0.0015189374406296646
2017,PRI,0.0015189374406296646
2018,PRI,0.0015189374406296646
2019,PRI,0.0015189374406296646
2015,PRK,0.0007550965506924598
2016,PRK,0.0007550965506924598
2017,PRK,0.0007550965506924598
2018,PRK,0.0007550965506924598
2019,PRK,0.0007550965506924598
2015,PRT,2.85978835978836e-05
2016,PRT,2.85978835978836e-05
2017,PRT,2.85978835978836e-05
2018,PRT,2.85978835978836e-05
2019,PRT,2.85978835978836e-05
2015,PRY,0.0006591748374438757
2016,PRY,0.0006591748374438757
2017,PRY,0.0006591748374438757
2018,PRY,0.0006591748374438757
2019,PRY,0.0006591748374438757
2015,ROU,0.0025262795292080864
2016,ROU,0.0025262795292080864
2017,ROU,0.0025262795292080864
2018,ROU,0.0025262795292080864
2019,ROU,0.0025262795292080864
2015,RUS,0.0007592062719050094
2016,RUS,0.0007592062719050094
2017,RUS,0.0007592062719050094
2018,RUS,0.0007592062719050094
2019,RUS,0.0007592062719050094
2015,RWA,0.0026311802325581393
2016,RWA,0.0026311802325581393
2017,RWA,0.0026311802325581393
2018,RWA,0.0026311802325581393
2019,RWA,0.0026311802325581393
2015,SDN,0.0007718150330506777
2016,SDN,0.0007718150330506777
2017,SDN,0.0007718150330506777
2018,SDN,0.0007718150330506777
2019,SDN,0.0007718150330506777
2015,SEN,0.0014165730588498544
2016,SEN,0.0014165730588498544
2017,SEN,0.0014165730588498544
2018,SEN,0.0014165730588498544
2019,SEN,0.0014165730588498544
2015,SLE,0.0009423693163231927
2016,SLE,0.0009423693163231927
2017,SLE,0.0009423693163231927
2018,SLE,0.0009423693163231927
2019,SLE,0.0009423693163231927
2015,SOM,9.15184230079986e-07
2016,SOM,9.15184230079986e-07
2017,SOM,9.15184230079986e-07
2018,SOM,9.15184230079986e-07
2019,SOM,9.15184230079986e-07
2015,SRB,3.560822445052161e-05
2016,SRB,3.560822445052161e-05
2017,SRB,3.560822445052161e-05
2018,SRB,3.560822445052161e-05
2019,SRB,3.560822445052161e-05
2015,SSD,0.0015069999572583151
2016,SSD,0.0015069999572583151
2017,SSD,0.0015069999572583151
2018,SSD,0.0015069999572583151
2019,SSD,0.0015069999572583151
2015,SVK,0.0016665676221788415
2016,SVK,0.0016665676221788415
2017,SVK,0.0016665676221788415
2018,SVK,0.0016665676221788415
2019,SVK,0.0016665676221788415
2015,SVN,0.0005266342015855039
2016,SVN,0.0005266342015855039
2017,SVN,0.0005266342015855039
2018,SVN,0.0005266342015855039
2019,SVN,0.0005266342015855039
2015,SWE,0.0009034084279152594
2016,SWE,0.0009034084279152594
2017,SWE,0.0009034084279152594
2018,SWE,0.0009034084279152594
2019,SWE,0.0009034084279152594
2015,SWZ,7.5905383360522015e-06
2016,SWZ,7.5905383360522015e-06
2017,SWZ,7.5905383360522015e-06
2018,SWZ,7.5905383360522015e-06
2019,SWZ,7.5905383360522015e-06
2015,SYR,0.0017188090692124105
2016,SYR,0.0017188090692124105
2017,SYR,0.0017188090692124105
2018,SYR,0.0017188090692124105
2019,SYR,0.0017188090692124105
2015,TCD,0.00021147154117447095
2016,TCD,0.00021147154117447095
2017,TCD,0.00021147154117447095
2018,TCD,0.00021147154117447095
2019,TCD,0.00021147154117447095
2015,TGO,0.0015495113734523465
2016,TGO,0.0015495113734523465
2017,TGO,0.0015495113734523465
2018,TGO,0.0015495113734523465
2019,TGO,0.0015495113734523465
2015,THA,0.0017089578853881498
2016,THA,0.0017089578853881498
2017,THA,0.0017089578853881498
2018,THA,0.0017089578853881498
2019,THA,0.0017089578853881498
2015,TKM,0.00022732412060301504
2016,TKM,0.00022732412060301504
2017,TKM,0.00022732412060301504
2018,TKM,0.00022732412060301504
2019,TKM,0.00022732412060301504
2015,TUN,0.0022337625649913343
2016,TUN,0.0022337625649913343
2017,TUN,0.0022337625649913343
2018,TUN,0.0022337625649913343
2019,TUN,0.0022337625649913343
2015,TUR,0.002817885606564552
2016,TUR,0.002817885606564552
2017,TUR,0.002817885606564552
2018,TUR,0.002817885606564552
2019,TUR,0.002817885606564552
2015,TZA,0.0012621383293970076
2016,TZA,0.0012621383293970076
2017,TZA,0.0012621383293970076
2018,TZA,0.0012621383293970076
2019,TZA,0.0012621383293970076
2015,UGA,0.001536896975097777
2016,UGA,0.001536896975097777
2017,UGA,0.001536896975097777
2018,UGA,0.001536896975097777
2019,UGA,0.001536896975097777
2015,UKR,0.0014260098084036405
2016,UKR,0.0014260098084036405
2017,UKR,0.0014260098084036405
2018,UKR,0.0014260098084036405
2019,UKR,0.0014260098084036405
2015,USA,0.0005485253073710553
2016,USA,0.0005485253073710553
2017,USA,0.0005485253073710553
2018,USA,0.0005485253073710553
2019,USA,0.0005485253073710553
2015,UZB,0.0004549093137254902
2016,UZB,0.0004549093137254902
2017,UZB,0.0004549093137254902
2018,UZB,0.0004549093137254902
2019,UZB,0.0004549093137254902
2015,VEN,0.001352279636780579
2016,VEN,0.001352279636780579
2017,VEN,0.001352279636780579
2018,VEN,0.001352279636780579
2019,VEN,0.001352279636780579
2015,VIR,0.001711780260707635
2016,VIR,0.001711780260707635
2017,VIR,0.001711780260707635
2018,VIR,0.001711780260707635
2019,VIR,0.001711780260707635
2015,VNM,0.0005166677193001979
2016,VNM,0.0005166677193001979
2017,VNM,0.0005166677193001979
2018,VNM,0.0005166677193001979
2019,VNM,0.0005166677193001979
2015,ZAF,1.5071930045823348e-05
2016,ZAF,1.5071930045823348e-05
2017,ZAF,1.5071930045823348e-05
2018,ZAF,1.5071930045823348e-05
2019,ZAF,1.5071930045823348e-05
2015,ZMB,0.0002833984037993745
2016,ZMB,0.0002833984037993745
2017,ZMB,0.0002833984037993745
2018,ZMB,0.0002833984037993745
2019,ZMB,0.0002833984037993745
2015,ZWE,2.45239267966024e-05
2016,ZWE,2.45239267966024e-05
2017,ZWE,2.45239267966024e-05
2018,ZWE,2.45239267966024e-05
2019,ZWE,2.45239267966024e-05
2015,ABW,0.0005244927536231885
2016,ABW,0.0005244927536231885
2017,ABW,0.0005244927536231885
2018,ABW,0.0005244927536231885
2019,ABW,0.0005244927536231885
2015,AND,0.0034317482486494228
2016,AND,0.0034317482486494228
2017,AND,0.0034317482486494228
2018,AND,0.0034317482486494228
2019,AND,0.0034317482486494228
2015,ARE,0.002181616629011979
2016,ARE,0.002181616629011979
2017,ARE,0.002181616629011979
2018,ARE,0.002181616629011979
2019,ARE,0.002181616629011979
2015,ARM,0.0005860325021312873
2016,ARM,0.0005860325021312873
2017,ARM,0.0005860325021312873
2018,ARM,0.0005860325021312873
2019,ARM,0.0005860325021312873
2015,ASM,0.0006393625790650837
2016,ASM,0.0006393625790650837
2017,ASM,0.0006393625790650837
2018,ASM,0.0006393625790650837
2019,ASM,0.0006393625790650837
2015,ATG,0.001711780260707635
2016,ATG,0.001711780260707635
2017,ATG,0.001711780260707635
2018,ATG,0.001711780260707635
2019,ATG,0.001711780260707635
2015,BHR,0.002181616629011979
2016,BHR,0.002181616629011979
2017,BHR,0.002181616629011979
2018,BHR,0.002181616629011979
2019,BHR,0.002181616629011979
2015,BLR,0.0039636666666666666
2016,BLR,0.0039636666666666666
2017,BLR,0.0039636666666666666
2018,BLR,0.0039636666666666666
2019,BLR,0.0039636666666666666
2015,BLZ,0.0012066205023761032
2016,BLZ,0.0012066205023761032
2017,BLZ,0.0012066205023761032
2018,BLZ,0.0012066205023761032
2019,BLZ,0.0012066205023761032
2015,BMU,0.0015678098133603579
2016,BMU,0.0015678098133603579
2017,BMU,0.0015678098133603579
2018,BMU,0.0015678098133603579
2019,BMU,0.0015678098133603579
2015,BRB,0.001711780260707635
2016,BRB,0.001711780260707635
2017,BRB,0.001711780260707635
2018,BRB,0.001711780260707635
2019,BRB,0.001711780260707635
2015,BRN,0.0011985746193220255
2016,BRN,0.0011985746193220255
2017,BRN,0.0011985746193220255
2018,BRN,0.0011985746193220255
2019,BRN,0.0011985746193220255
2015,BWA,1.5071930045823348e-05
2016,BWA,1.5071930045823348e-05
2017,BWA,1.5071930045823348e-05
2018,BWA,1.5071930045823348e-05
2019,BWA,1.5071930045823348e-05
2015,COM,0.0006126132657423807
2016,COM,0.0006126132657423807
2017,COM,0.0006126132657423807
2018,COM,0.0006126132657423807
2019,COM,0.0006126132657423807
2015,CPV,0.0014165730588498544
2016,CPV,0.0014165730588498544
2017,CPV,0.0014165730588498544
2018,CPV,0.0014165730588498544
2019,CPV,0.0014165730588498544
2015,CYM,0.0015319810675289373
2016,CYM,0.0015319810675289373
2017,CYM,0.0015319810675289373
2018,CYM,0.0015319810675289373
2019,CYM,0.0015319810675289373
2015,DJI,0.0013318340291009255
2016,DJI,0.0013318340291009255
2017,DJI,0.0013318340291009255
2018,DJI,0.0013318340291009255
2019,DJI,0.0013318340291009255
2015,DMA,0.001711780260707635
2016,DMA,0.001711780260707635
2017,DMA,0.001711780260707635
2018,DMA,0.001711780260707635
2019,DMA,0.001711780260707635
2015,EGY,0.0028330555555555557
2016,EGY,0.0028330555555555557
2017,EGY,0.0028330555555555557
2018,EGY,0.0028330555555555557
2019,EGY,0.0028330555555555557
2015,FJI,0.0006393625790650837
2016,FJI,0.0006393625790650837
2017,FJI,0.0006393625790650837
2018,FJI,0.0006393625790650837
2019,FJI,0.0006393625790650837
2015,FRA,0.002073953544545556
2016,FRA,0.002073953544545556
2017,FRA,0.002073953544545556
2018,FRA,0.002073953544545556
2019,FRA,0.002073953544545556
2015,FRO,0.001989302946396876
2016,FRO,0.001989302946396876
2017,FRO,0.001989302946396876
2018,FRO,0.001989302946396876
2019,FRO,0.001989302946396876
2015,FSM,0.0006409599996618951
2016,FSM,0.0006409599996618951
2017,FSM,0.0006409599996618951
2018,FSM,0.0006409599996618951
2019,FSM,0.0006409599996618951
2015,GAB,0.0015828537842299257
2016,GAB,0.0015828537842299257
2017,GAB,0.0015828537842299257
2018,GAB,0.0015828537842299257
2019,GAB,0.0015828537842299257
2015,GIB,0.0026887925588458617
2016,GIB,0.0026887925588458617
2017,GIB,0.0026887925588458617
2018,GIB,0.0026887925588458617
2019,GIB,0.0026887925588458617
2015,GNQ,0.0013260627151195025
2016,GNQ,0.0013260627151195025
2017,GNQ,0.0013260627151195025
2018,GNQ,0.0013260627151195025
2019,GNQ,0.0013260627151195025
2015,GRD,0.001352279636780579
2016,GRD,0.001352279636780579
2017,GRD,0.001352279636780579
2018,GRD,0.001352279636780579
2019,GRD,0.001352279636780579
2015,GRL,0.001989302946396876
2016,GRL,0.001989302946396876
2017,GRL,0.001989302946396876
2018,GRL,0.001989302946396876
2019,GRL,0.001989302946396876
2015,GUM,0.0006409599996618951
2016,GUM,0.0006409599996618951
2017,GUM,0.0006409599996618951
2018,GUM,0.0006409599996618951
2019,GUM,0.0006409599996618951
2015,GUY,0.001352279636780579
2016,GUY,0.001352279636780579
2017,GUY,0.001352279636780579
2018,GUY,0.001352279636780579
2019,GUY,0.001352279636780579
2015,HKG,0.0004260147273327595
2016,HKG,0.0004260147273327595
2017,HKG,0.0004260147273327595
2018,HKG,0.0004260147273327595
2019,HKG,0.0004260147273327595
2015,HTI,0.0011903100823204562
2016,HTI,0.0011903100823204562
2017,HTI,0.0011903100823204562
2018,HTI,0.0011903100823204562
2019,HTI,0.0011903100823204562
2015,IMN,0.0039636666666666666
2016,IMN,0.0039636666666666666
2017,IMN,0.0039636666666666666
2018,IMN,0.0039636666666666666
2019,IMN,0.0039636666666666666
2015,JOR,0.0028330555555555557
2016,JOR,0.0028330555555555557
2017,JOR,0.0028330555555555557
2018,JOR,0.0028330555555555557
2019,JOR,0.0028330555555555557
2015,KIR,0.0006409599996618951
2016,KIR,0.0006409599996618951
2017,KIR,0.0006409599996618951
2018,KIR,0.0006409599996618951
