"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_biomass_mm_usd_per_gw"
"Andorra","IRN",2036,4.58072460488904
"Andorra","IRN",2037,4.47610071031935
"Andorra","IRN",2038,4.37386642880416
"Andorra","IRN",2039,4.27396718150588
"Andorra","IRN",2040,4.17634963616929
"Andorra","IRN",2041,4.08096167864956
"Andorra","IRN",2042,3.98775238509057
"Andorra","IRN",2043,3.89667199473869
"Andorra","IRN",2044,3.80767188337747
"Andorra","IRN",2045,3.7207045373691
"Andorra","IRN",2046,3.63572352828874
"Andorra","IRN",2047,3.55268348813827
"Andorra","IRN",2048,3.47154008512606
"Andorra","IRN",2049,3.39225
"Andorra","IRN",2050,3.31477090292107
"Andorra","IRQ",2021,6.47812286173022
"Andorra","IRQ",2022,6.33016233108147
"Andorra","IRQ",2023,6.18558122362322
"Andorra","IRQ",2024,6.04430235322313
"Andorra","IRQ",2025,5.90625029668255
"Andorra","IRQ",2026,5.77135135347108
"Andorra","IRQ",2027,5.63953350638074
"Andorra","IRQ",2028,5.51072638307888
"Andorra","IRQ",2029,5.38486121853913
"Andorra","IRQ",2030,5.26187081833049
"Andorra","IRQ",2031,5.1416895227449
"Andorra","IRQ",2032,5.0242531717441
"Andorra","IRQ",2033,4.90949907070712
"Andorra","IRQ",2034,4.79736595696013
"Andorra","IRQ",2035,4.68779396707069
"Andorra","IRQ",2036,4.58072460488904
"Andorra","IRQ",2037,4.47610071031935
"Andorra","IRQ",2038,4.37386642880416
"Andorra","IRQ",2039,4.27396718150588
"Andorra","IRQ",2040,4.17634963616929
"Andorra","IRQ",2041,4.08096167864956
"Andorra","IRQ",2042,3.98775238509057
"Andorra","IRQ",2043,3.89667199473869
"Andorra","IRQ",2044,3.80767188337747
"Andorra","IRQ",2045,3.7207045373691
"Andorra","IRQ",2046,3.63572352828874
"Andorra","IRQ",2047,3.55268348813827
"Andorra","IRQ",2048,3.47154008512606
"Andorra","IRQ",2049,3.39225
"Andorra","IRQ",2050,3.31477090292107
"Andorra","ISL",2021,6.47812286173022
"Andorra","ISL",2022,6.33016233108147
"Andorra","ISL",2023,6.18558122362322
"Andorra","ISL",2024,6.04430235322313
"Andorra","ISL",2025,5.90625029668255
"Andorra","ISL",2026,5.77135135347108
"Andorra","ISL",2027,5.63953350638074
"Andorra","ISL",2028,5.51072638307888
"Andorra","ISL",2029,5.38486121853913
"Andorra","ISL",2030,5.26187081833049
"Andorra","ISL",2031,5.1416895227449
"Andorra","ISL",2032,5.0242531717441
"Andorra","ISL",2033,4.90949907070712
"Andorra","ISL",2034,4.79736595696013
"Andorra","ISL",2035,4.68779396707069
"Andorra","ISL",2036,4.58072460488904
"Andorra","ISL",2037,4.47610071031935
"Andorra","ISL",2038,4.37386642880416
"Andorra","ISL",2039,4.27396718150588
"Andorra","ISL",2040,4.17634963616929
"Andorra","ISL",2041,4.08096167864956
"Andorra","ISL",2042,3.98775238509057
"Andorra","ISL",2043,3.89667199473869
"Andorra","ISL",2044,3.80767188337747
"Andorra","ISL",2045,3.7207045373691
"Andorra","ISL",2046,3.63572352828874
"Andorra","ISL",2047,3.55268348813827
"Andorra","ISL",2048,3.47154008512606
"Andorra","ISL",2049,3.39225
"Andorra","ISL",2050,3.31477090292107
"Andorra","ISR",2021,6.47812286173022
"Andorra","ISR",2022,6.33016233108147
"Andorra","ISR",2023,6.18558122362322
"Andorra","ISR",2024,6.04430235322313
"Andorra","ISR",2025,5.90625029668255
"Andorra","ISR",2026,5.77135135347108
"Andorra","ISR",2027,5.63953350638074
"Andorra","ISR",2028,5.51072638307888
"Andorra","ISR",2029,5.38486121853913
"Andorra","ISR",2030,5.26187081833049
"Andorra","ISR",2031,5.1416895227449
"Andorra","ISR",2032,5.0242531717441
"Andorra","ISR",2033,4.90949907070712
"Andorra","ISR",2034,4.79736595696013
"Andorra","ISR",2035,4.68779396707069
"Andorra","ISR",2036,4.58072460488904
"Andorra","ISR",2037,4.47610071031935
"Andorra","ISR",2038,4.37386642880416
"Andorra","ISR",2039,4.27396718150588
"Andorra","ISR",2040,4.17634963616929
"Andorra","ISR",2041,4.08096167864956
"Andorra","ISR",2042,3.98775238509057
"Andorra","ISR",2043,3.89667199473869
"Andorra","ISR",2044,3.80767188337747
"Andorra","ISR",2045,3.7207045373691
"Andorra","ISR",2046,3.63572352828874
"Andorra","ISR",2047,3.55268348813827
"Andorra","ISR",2048,3.47154008512606
"Andorra","ISR",2049,3.39225
"Andorra","ISR",2050,3.31477090292107
"Andorra","ITA",2021,6.47812286173022
"Andorra","ITA",2022,6.33016233108147
"Andorra","ITA",2023,6.18558122362322
"Andorra","ITA",2024,6.04430235322313
"Andorra","ITA",2025,5.90625029668255
"Andorra","ITA",2026,5.77135135347108
"Andorra","ITA",2027,5.63953350638074
"Andorra","ITA",2028,5.51072638307888
"Andorra","ITA",2029,5.38486121853913
"Andorra","ITA",2030,5.26187081833049
"Andorra","ITA",2031,5.1416895227449
"Andorra","ITA",2032,5.0242531717441
"Andorra","ITA",2033,4.90949907070712
"Andorra","ITA",2034,4.79736595696013
"Andorra","ITA",2035,4.68779396707069
"Andorra","ITA",2036,4.58072460488904
"Andorra","ITA",2037,4.47610071031935
"Andorra","ITA",2038,4.37386642880416
"Andorra","ITA",2039,4.27396718150588
"Andorra","ITA",2040,4.17634963616929
"Andorra","ITA",2041,4.08096167864956
"Andorra","ITA",2042,3.98775238509057
"Andorra","ITA",2043,3.89667199473869
"Andorra","ITA",2044,3.80767188337747
"Andorra","ITA",2045,3.7207045373691
"Andorra","ITA",2046,3.63572352828874
"Andorra","ITA",2047,3.55268348813827
"Andorra","ITA",2048,3.47154008512606
"Andorra","ITA",2049,3.39225
"Andorra","ITA",2050,3.31477090292107
"Andorra","JAM",2021,6.47812286173022
"Andorra","JAM",2022,6.33016233108147
"Andorra","JAM",2023,6.18558122362322
"Andorra","JAM",2024,6.04430235322313
"Andorra","JAM",2025,5.90625029668255
"Andorra","JAM",2026,5.77135135347108
"Andorra","JAM",2027,5.63953350638074
"Andorra","JAM",2028,5.51072638307888
"Andorra","JAM",2029,5.38486121853913
"Andorra","JAM",2030,5.26187081833049
"Andorra","JAM",2031,5.1416895227449
"Andorra","JAM",2032,5.0242531717441
"Andorra","JAM",2033,4.90949907070712
"Andorra","JAM",2034,4.79736595696013
"Andorra","JAM",2035,4.68779396707069
"Andorra","JAM",2036,4.58072460488904
"Andorra","JAM",2037,4.47610071031935
"Andorra","JAM",2038,4.37386642880416
"Andorra","JAM",2039,4.27396718150588
"Andorra","JAM",2040,4.17634963616929
"Andorra","JAM",2041,4.08096167864956
"Andorra","JAM",2042,3.98775238509057
"Andorra","JAM",2043,3.89667199473869
"Andorra","JAM",2044,3.80767188337747
"Andorra","JAM",2045,3.7207045373691
"Andorra","JAM",2046,3.63572352828874
"Andorra","JAM",2047,3.55268348813827
"Andorra","JAM",2048,3.47154008512606
"Andorra","JAM",2049,3.39225
"Andorra","JAM",2050,3.31477090292107
"Andorra","JEY",2021,6.47812286173022
"Andorra","JEY",2022,6.33016233108147
"Andorra","JEY",2023,6.18558122362322
"Andorra","JEY",2024,6.04430235322313
"Andorra","JEY",2025,5.90625029668255
"Andorra","JEY",2026,5.77135135347108
"Andorra","JEY",2027,5.63953350638074
"Andorra","JEY",2028,5.51072638307888
"Andorra","JEY",2029,5.38486121853913
"Andorra","JEY",2030,5.26187081833049
"Andorra","JEY",2031,5.1416895227449
"Andorra","JEY",2032,5.0242531717441
"Andorra","JEY",2033,4.90949907070712
"Andorra","JEY",2034,4.79736595696013
"Andorra","JEY",2035,4.68779396707069
"Andorra","JEY",2036,4.58072460488904
"Andorra","JEY",2037,4.47610071031935
"Andorra","JEY",2038,4.37386642880416
"Andorra","JEY",2039,4.27396718150588
"Andorra","JEY",2040,4.17634963616929
"Andorra","JEY",2041,4.08096167864956
"Andorra","JEY",2042,3.98775238509057
"Andorra","JEY",2043,3.89667199473869
"Andorra","JEY",2044,3.80767188337747
"Andorra","JEY",2045,3.7207045373691
"Andorra","JEY",2046,3.63572352828874
"Andorra","JEY",2047,3.55268348813827
"Andorra","JEY",2048,3.47154008512606
"Andorra","JEY",2049,3.39225
"Andorra","JEY",2050,3.31477090292107
"Andorra","JOR",2021,6.47812286173022
"Andorra","JOR",2022,6.33016233108147
"Andorra","JOR",2023,6.18558122362322
"Andorra","JOR",2024,6.04430235322313
"Andorra","JOR",2025,5.90625029668255
"Andorra","JOR",2026,5.77135135347108
"Andorra","JOR",2027,5.63953350638074
"Andorra","JOR",2028,5.51072638307888
"Andorra","JOR",2029,5.38486121853913
"Andorra","JOR",2030,5.26187081833049
"Andorra","JOR",2031,5.1416895227449
"Andorra","JOR",2032,5.0242531717441
"Andorra","JOR",2033,4.90949907070712
"Andorra","JOR",2034,4.79736595696013
"Andorra","JOR",2035,4.68779396707069
"Andorra","JOR",2036,4.58072460488904
"Andorra","JOR",2037,4.47610071031935
"Andorra","JOR",2038,4.37386642880416
"Andorra","JOR",2039,4.27396718150588
"Andorra","JOR",2040,4.17634963616929
"Andorra","JOR",2041,4.08096167864956
"Andorra","JOR",2042,3.98775238509057
"Andorra","JOR",2043,3.89667199473869
"Andorra","JOR",2044,3.80767188337747
"Andorra","JOR",2045,3.7207045373691
"Andorra","JOR",2046,3.63572352828874
"Andorra","JOR",2047,3.55268348813827
"Andorra","JOR",2048,3.47154008512606
"Andorra","JOR",2049,3.39225
"Andorra","JOR",2050,3.31477090292107
"Andorra","JPN",2021,6.47812286173022
"Andorra","JPN",2022,6.33016233108147
"Andorra","JPN",2023,6.18558122362322
"Andorra","JPN",2024,6.04430235322313
"Andorra","JPN",2025,5.90625029668255
"Andorra","JPN",2026,5.77135135347108
"Andorra","JPN",2027,5.63953350638074
"Andorra","JPN",2028,5.51072638307888
"Andorra","JPN",2029,5.38486121853913
"Andorra","JPN",2030,5.26187081833049
"Andorra","JPN",2031,5.1416895227449
"Andorra","JPN",2032,5.0242531717441
"Andorra","JPN",2033,4.90949907070712
"Andorra","JPN",2034,4.79736595696013
"Andorra","JPN",2035,4.68779396707069
"Andorra","JPN",2036,4.58072460488904
"Andorra","JPN",2037,4.47610071031935
"Andorra","JPN",2038,4.37386642880416
"Andorra","JPN",2039,4.27396718150588
"Andorra","JPN",2040,4.17634963616929
"Andorra","JPN",2041,4.08096167864956
"Andorra","JPN",2042,3.98775238509057
"Andorra","JPN",2043,3.89667199473869
"Andorra","JPN",2044,3.80767188337747
"Andorra","JPN",2045,3.7207045373691
"Andorra","JPN",2046,3.63572352828874
"Andorra","JPN",2047,3.55268348813827
"Andorra","JPN",2048,3.47154008512606
"Andorra","JPN",2049,3.39225
"Andorra","JPN",2050,3.31477090292107
"Andorra","KAZ",2021,6.47812286173022
"Andorra","KAZ",2022,6.33016233108147
"Andorra","KAZ",2023,6.18558122362322
"Andorra","KAZ",2024,6.04430235322313
"Andorra","KAZ",2025,5.90625029668255
"Andorra","KAZ",2026,5.77135135347108
"Andorra","KAZ",2027,5.63953350638074
"Andorra","KAZ",2028,5.51072638307888
"Andorra","KAZ",2029,5.38486121853913
"Andorra","KAZ",2030,5.26187081833049
"Andorra","KAZ",2031,5.1416895227449
"Andorra","KAZ",2032,5.0242531717441
"Andorra","KAZ",2033,4.90949907070712
"Andorra","KAZ",2034,4.79736595696013
"Andorra","KAZ",2035,4.68779396707069
"Andorra","KAZ",2036,4.58072460488904
"Andorra","KAZ",2037,4.47610071031935
"Andorra","KAZ",2038,4.37386642880416
"Andorra","KAZ",2039,4.27396718150588
"Andorra","KAZ",2040,4.17634963616929
"Andorra","KAZ",2041,4.08096167864956
"Andorra","KAZ",2042,3.98775238509057
"Andorra","KAZ",2043,3.89667199473869
"Andorra","KAZ",2044,3.80767188337747
"Andorra","KAZ",2045,3.7207045373691
"Andorra","KAZ",2046,3.63572352828874
"Andorra","KAZ",2047,3.55268348813827
"Andorra","KAZ",2048,3.47154008512606
"Andorra","KAZ",2049,3.39225
"Andorra","KAZ",2050,3.31477090292107
"Andorra","KEN",2021,6.47812286173022
"Andorra","KEN",2022,6.33016233108147
"Andorra","KEN",2023,6.18558122362322
"Andorra","KEN",2024,6.04430235322313
"Andorra","KEN",2025,5.90625029668255
"Andorra","KEN",2026,5.77135135347108
"Andorra","KEN",2027,5.63953350638074
"Andorra","KEN",2028,5.51072638307888
"Andorra","KEN",2029,5.38486121853913
"Andorra","KEN",2030,5.26187081833049
"Andorra","KEN",2031,5.1416895227449
"Andorra","KEN",2032,5.0242531717441
"Andorra","KEN",2033,4.90949907070712
"Andorra","KEN",2034,4.79736595696013
"Andorra","KEN",2035,4.68779396707069
"Andorra","KEN",2036,4.58072460488904
"Andorra","KEN",2037,4.47610071031935
"Andorra","KEN",2038,4.37386642880416
"Andorra","KEN",2039,4.27396718150588
"Andorra","KEN",2040,4.17634963616929
"Andorra","KEN",2041,4.08096167864956
"Andorra","KEN",2042,3.98775238509057
"Andorra","KEN",2043,3.89667199473869
"Andorra","KEN",2044,3.80767188337747
"Andorra","KEN",2045,3.7207045373691
"Andorra","KEN",2046,3.63572352828874
"Andorra","KEN",2047,3.55268348813827
"Andorra","KEN",2048,3.47154008512606
"Andorra","KEN",2049,3.39225
"Andorra","KEN",2050,3.31477090292107
"Andorra","KGZ",2021,6.47812286173022
"Andorra","KGZ",2022,6.33016233108147
"Andorra","KGZ",2023,6.18558122362322
"Andorra","KGZ",2024,6.04430235322313
"Andorra","KGZ",2025,5.90625029668255
"Andorra","KGZ",2026,5.77135135347108
"Andorra","KGZ",2027,5.63953350638074
"Andorra","KGZ",2028,5.51072638307888
"Andorra","KGZ",2029,5.38486121853913
"Andorra","KGZ",2030,5.26187081833049
"Andorra","KGZ",2031,5.1416895227449
"Andorra","KGZ",2032,5.0242531717441
"Andorra","KGZ",2033,4.90949907070712
"Andorra","KGZ",2034,4.79736595696013
"Andorra","KGZ",2035,4.68779396707069
"Andorra","KGZ",2036,4.58072460488904
"Andorra","KGZ",2037,4.47610071031935
"Andorra","KGZ",2038,4.37386642880416
"Andorra","KGZ",2039,4.27396718150588
"Andorra","KGZ",2040,4.17634963616929
"Andorra","KGZ",2041,4.08096167864956
"Andorra","KGZ",2042,3.98775238509057
"Andorra","KGZ",2043,3.89667199473869
"Andorra","KGZ",2044,3.80767188337747
"Andorra","KGZ",2045,3.7207045373691
"Andorra","KGZ",2046,3.63572352828874
"Andorra","KGZ",2047,3.55268348813827
"Andorra","KGZ",2048,3.47154008512606
"Andorra","KGZ",2049,3.39225
"Andorra","KGZ",2050,3.31477090292107
"Andorra","KHM",2021,6.47812286173022
"Andorra","KHM",2022,6.33016233108147
"Andorra","KHM",2023,6.18558122362322
"Andorra","KHM",2024,6.04430235322313
"Andorra","KHM",2025,5.90625029668255
"Andorra","KHM",2026,5.77135135347108
"Andorra","KHM",2027,5.63953350638074
"Andorra","KHM",2028,5.51072638307888
"Andorra","KHM",2029,5.38486121853913
"Andorra","KHM",2030,5.26187081833049
"Andorra","KHM",2031,5.1416895227449
"Andorra","KHM",2032,5.0242531717441
"Andorra","KHM",2033,4.90949907070712
"Andorra","KHM",2034,4.79736595696013
"Andorra","KHM",2035,4.68779396707069
"Andorra","KHM",2036,4.58072460488904
"Andorra","KHM",2037,4.47610071031935
"Andorra","KHM",2038,4.37386642880416
"Andorra","KHM",2039,4.27396718150588
"Andorra","KHM",2040,4.17634963616929
"Andorra","KHM",2041,4.08096167864956
"Andorra","KHM",2042,3.98775238509057
"Andorra","KHM",2043,3.89667199473869
"Andorra","KHM",2044,3.80767188337747
"Andorra","KHM",2045,3.7207045373691
"Andorra","KHM",2046,3.63572352828874
"Andorra","KHM",2047,3.55268348813827
"Andorra","KHM",2048,3.47154008512606
"Andorra","KHM",2049,3.39225
"Andorra","KHM",2050,3.31477090292107
"Andorra","KIR",2021,6.47812286173022
"Andorra","KIR",2022,6.33016233108147
"Andorra","KIR",2023,6.18558122362322
"Andorra","KIR",2024,6.04430235322313
"Andorra","KIR",2025,5.90625029668255
"Andorra","KIR",2026,5.77135135347108
"Andorra","KIR",2027,5.63953350638074
"Andorra","KIR",2028,5.51072638307888
"Andorra","KIR",2029,5.38486121853913
"Andorra","KIR",2030,5.26187081833049
"Andorra","KIR",2031,5.1416895227449
"Andorra","KIR",2032,5.0242531717441
"Andorra","KIR",2033,4.90949907070712
"Andorra","KIR",2034,4.79736595696013
"Andorra","KIR",2035,4.68779396707069
"Andorra","KIR",2036,4.58072460488904
"Andorra","KIR",2037,4.47610071031935
"Andorra","KIR",2038,4.37386642880416
"Andorra","KIR",2039,4.27396718150588
"Andorra","KIR",2040,4.17634963616929
"Andorra","KIR",2041,4.08096167864956
"Andorra","KIR",2042,3.98775238509057
"Andorra","KIR",2043,3.89667199473869
"Andorra","KIR",2044,3.80767188337747
"Andorra","KIR",2045,3.7207045373691
"Andorra","KIR",2046,3.63572352828874
"Andorra","KIR",2047,3.55268348813827
"Andorra","KIR",2048,3.47154008512606
"Andorra","KIR",2049,3.39225
"Andorra","KIR",2050,3.31477090292107
"Andorra","KNA",2021,6.47812286173022
"Andorra","KNA",2022,6.33016233108147
"Andorra","KNA",2023,6.18558122362322
"Andorra","KNA",2024,6.04430235322313
"Andorra","KNA",2025,5.90625029668255
"Andorra","KNA",2026,5.77135135347108
"Andorra","KNA",2027,5.63953350638074
"Andorra","KNA",2028,5.51072638307888
"Andorra","KNA",2029,5.38486121853913
"Andorra","KNA",2030,5.26187081833049
"Andorra","KNA",2031,5.1416895227449
"Andorra","KNA",2032,5.0242531717441
"Andorra","KNA",2033,4.90949907070712
"Andorra","KNA",2034,4.79736595696013
"Andorra","KNA",2035,4.68779396707069
"Andorra","KNA",2036,4.58072460488904
"Andorra","KNA",2037,4.47610071031935
"Andorra","KNA",2038,4.37386642880416
"Andorra","KNA",2039,4.27396718150588
"Andorra","KNA",2040,4.17634963616929
"Andorra","KNA",2041,4.08096167864956
"Andorra","KNA",2042,3.98775238509057
"Andorra","KNA",2043,3.89667199473869
"Andorra","KNA",2044,3.80767188337747
"Andorra","KNA",2045,3.7207045373691
"Andorra","KNA",2046,3.63572352828874
"Andorra","KNA",2047,3.55268348813827
"Andorra","KNA",2048,3.47154008512606
"Andorra","KNA",2049,3.39225
"Andorra","KNA",2050,3.31477090292107
"Andorra","KOR",2021,6.47812286173022
"Andorra","KOR",2022,6.33016233108147
"Andorra","KOR",2023,6.18558122362322
"Andorra","KOR",2024,6.04430235322313
"Andorra","KOR",2025,5.90625029668255
"Andorra","KOR",2026,5.77135135347108
"Andorra","KOR",2027,5.63953350638074
"Andorra","KOR",2028,5.51072638307888
"Andorra","KOR",2029,5.38486121853913
"Andorra","KOR",2030,5.26187081833049
"Andorra","KOR",2031,5.1416895227449
"Andorra","KOR",2032,5.0242531717441
"Andorra","KOR",2033,4.90949907070712
"Andorra","KOR",2034,4.79736595696013
"Andorra","KOR",2035,4.68779396707069
"Andorra","KOR",2036,4.58072460488904
"Andorra","KOR",2037,4.47610071031935
"Andorra","KOR",2038,4.37386642880416
"Andorra","KOR",2039,4.27396718150588
"Andorra","KOR",2040,4.17634963616929
"Andorra","KOR",2041,4.08096167864956
"Andorra","KOR",2042,3.98775238509057
"Andorra","KOR",2043,3.89667199473869
"Andorra","KOR",2044,3.80767188337747
"Andorra","KOR",2045,3.7207045373691
"Andorra","KOR",2046,3.63572352828874
"Andorra","KOR",2047,3.55268348813827
"Andorra","KOR",2048,3.47154008512606
"Andorra","KOR",2049,3.39225
"Andorra","KOR",2050,3.31477090292107
"Andorra","KWT",2021,6.47812286173022
"Andorra","KWT",2022,6.33016233108147
"Andorra","KWT",2023,6.18558122362322
"Andorra","KWT",2024,6.04430235322313
"Andorra","KWT",2025,5.90625029668255
"Andorra","KWT",2026,5.77135135347108
"Andorra","KWT",2027,5.63953350638074
"Andorra","KWT",2028,5.51072638307888
"Andorra","KWT",2029,5.38486121853913
"Andorra","KWT",2030,5.26187081833049
"Andorra","KWT",2031,5.1416895227449
"Andorra","KWT",2032,5.0242531717441
"Andorra","KWT",2033,4.90949907070712
"Andorra","KWT",2034,4.79736595696013
"Andorra","KWT",2035,4.68779396707069
"Andorra","KWT",2036,4.58072460488904
"Andorra","KWT",2037,4.47610071031935
"Andorra","KWT",2038,4.37386642880416
"Andorra","KWT",2039,4.27396718150588
"Andorra","KWT",2040,4.17634963616929
"Andorra","KWT",2041,4.08096167864956
"Andorra","KWT",2042,3.98775238509057
"Andorra","KWT",2043,3.89667199473869
"Andorra","KWT",2044,3.80767188337747
"Andorra","KWT",2045,3.7207045373691
"Andorra","KWT",2046,3.63572352828874
"Andorra","KWT",2047,3.55268348813827
"Andorra","KWT",2048,3.47154008512606
"Andorra","KWT",2049,3.39225
"Andorra","KWT",2050,3.31477090292107
"Andorra","LAO",2021,6.47812286173022
"Andorra","LAO",2022,6.33016233108147
"Andorra","LAO",2023,6.18558122362322
"Andorra","LAO",2024,6.04430235322313
"Andorra","LAO",2025,5.90625029668255
"Andorra","LAO",2026,5.77135135347108
"Andorra","LAO",2027,5.63953350638074
"Andorra","LAO",2028,5.51072638307888
"Andorra","LAO",2029,5.38486121853913
"Andorra","LAO",2030,5.26187081833049
"Andorra","LAO",2031,5.1416895227449
"Andorra","LAO",2032,5.0242531717441
"Andorra","LAO",2033,4.90949907070712
"Andorra","LAO",2034,4.79736595696013
"Andorra","LAO",2035,4.68779396707069
"Andorra","LAO",2036,4.58072460488904
"Andorra","LAO",2037,4.47610071031935
"Andorra","LAO",2038,4.37386642880416
"Andorra","LAO",2039,4.27396718150588
"Andorra","LAO",2040,4.17634963616929
"Andorra","LAO",2041,4.08096167864956
"Andorra","LAO",2042,3.98775238509057
"Andorra","LAO",2043,3.89667199473869
"Andorra","LAO",2044,3.80767188337747
"Andorra","LAO",2045,3.7207045373691
"Andorra","LAO",2046,3.63572352828874
"Andorra","LAO",2047,3.55268348813827
"Andorra","LAO",2048,3.47154008512606
"Andorra","LAO",2049,3.39225
"Andorra","LAO",2050,3.31477090292107
"Andorra","LBN",2021,6.47812286173022
"Andorra","LBN",2022,6.33016233108147
"Andorra","LBN",2023,6.18558122362322
"Andorra","LBN",2024,6.04430235322313
"Andorra","LBN",2025,5.90625029668255
"Andorra","LBN",2026,5.77135135347108
"Andorra","LBN",2027,5.63953350638074
"Andorra","LBN",2028,5.51072638307888
"Andorra","LBN",2029,5.38486121853913
"Andorra","LBN",2030,5.26187081833049
"Andorra","LBN",2031,5.1416895227449
"Andorra","LBN",2032,5.0242531717441
"Andorra","LBN",2033,4.90949907070712
"Andorra","LBN",2034,4.79736595696013
"Andorra","LBN",2035,4.68779396707069
"Andorra","LBN",2036,4.58072460488904
"Andorra","LBN",2037,4.47610071031935
"Andorra","LBN",2038,4.37386642880416
"Andorra","LBN",2039,4.27396718150588
"Andorra","LBN",2040,4.17634963616929
"Andorra","LBN",2041,4.08096167864956
"Andorra","LBN",2042,3.98775238509057
"Andorra","LBN",2043,3.89667199473869
"Andorra","LBN",2044,3.80767188337747
"Andorra","LBN",2045,3.7207045373691
"Andorra","LBN",2046,3.63572352828874
"Andorra","LBN",2047,3.55268348813827
"Andorra","LBN",2048,3.47154008512606
"Andorra","LBN",2049,3.39225
"Andorra","LBN",2050,3.31477090292107
"Angola","LBR",2021,2.90606042150135
"Angola","LBR",2022,2.83968590974227
"Angola","LBR",2023,2.77482739392693
"Angola","LBR",2024,2.71145024866012
"Angola","LBR",2025,2.64952063939175
"Angola","LBR",2026,2.58900550435393
"Angola","LBR",2027,2.52987253691057
"Angola","LBR",2028,2.4720901683102
"Angola","LBR",2029,2.41562755083261
"Angola","LBR",2030,2.36045454132049
"Angola","LBR",2031,2.3065416850872
"Angola","LBR",2032,2.25386020019208
"Angola","LBR",2033,2.2023819620749
"Angola","LBR",2034,2.15207948854126
"Angola","LBR",2035,2.10292592509096
"Angola","LBR",2036,2.05489503058144
"Angola","LBR",2037,2.00796116321865
"Angola","LBR",2038,1.96209926686793
"Angola","LBR",2039,1.91728485767752
"Angola","LBR",2040,1.87349401100763
"Angola","LBR",2041,1.83070334865796
"Angola","LBR",2042,1.78889002638708
"Angola","LBR",2043,1.74803172171674
"Angola","LBR",2044,1.70810662201479
"Angola","LBR",2045,1.6690934128503
"Angola","LBR",2046,1.6309712666146
"Angola","LBR",2047,1.59371983140229
"Angola","LBR",2048,1.55731922014609
"Angola","LBR",2049,1.52175
"Angola","LBR",2050,1.48699318196481
"Angola","LBY",2021,2.90606042150135
"Angola","LBY",2022,2.83968590974227
"Angola","LBY",2023,2.77482739392693
"Angola","LBY",2024,2.71145024866012
"Angola","LBY",2025,2.64952063939175
"Angola","LBY",2026,2.58900550435393
"Angola","LBY",2027,2.52987253691057
"Angola","LBY",2028,2.4720901683102
"Angola","LBY",2029,2.41562755083261
"Angola","LBY",2030,2.36045454132049
"Angola","LBY",2031,2.3065416850872
"Angola","LBY",2032,2.25386020019208
"Angola","LBY",2033,2.2023819620749
"Angola","LBY",2034,2.15207948854126
"Angola","LBY",2035,2.10292592509096
"Angola","LBY",2036,2.05489503058144
"Angola","LBY",2037,2.00796116321865
"Angola","LBY",2038,1.96209926686793
"Angola","LBY",2039,1.91728485767752
"Angola","LBY",2040,1.87349401100763
"Angola","LBY",2041,1.83070334865796
"Angola","LBY",2042,1.78889002638708
"Angola","LBY",2043,1.74803172171674
"Angola","LBY",2044,1.70810662201479
"Angola","LBY",2045,1.6690934128503
"Angola","LBY",2046,1.6309712666146
"Angola","LBY",2047,1.59371983140229
"Angola","LBY",2048,1.55731922014609
"Angola","LBY",2049,1.52175
"Angola","LBY",2050,1.48699318196481
"Angola","LCA",2021,2.90606042150135
"Angola","LCA",2022,2.83968590974227
"Angola","LCA",2023,2.77482739392693
"Angola","LCA",2024,2.71145024866012
"Angola","LCA",2025,2.64952063939175
"Angola","LCA",2026,2.58900550435393
"Angola","LCA",2027,2.52987253691057
"Angola","LCA",2028,2.4720901683102
"Angola","LCA",2029,2.41562755083261
"Angola","LCA",2030,2.36045454132049
"Angola","LCA",2031,2.3065416850872
"Angola","LCA",2032,2.25386020019208
"Angola","LCA",2033,2.2023819620749
"Angola","LCA",2034,2.15207948854126
"Angola","LCA",2035,2.10292592509096
"Angola","LCA",2036,2.05489503058144
"Angola","LCA",2037,2.00796116321865
"Angola","LCA",2038,1.96209926686793
"Angola","LCA",2039,1.91728485767752
"Angola","LCA",2040,1.87349401100763
"Angola","LCA",2041,1.83070334865796
"Angola","LCA",2042,1.78889002638708
"Angola","LCA",2043,1.74803172171674
"Angola","LCA",2044,1.70810662201479
"Angola","LCA",2045,1.6690934128503
"Angola","LCA",2046,1.6309712666146
"Angola","LCA",2047,1.59371983140229
"Angola","LCA",2048,1.55731922014609
"Angola","LCA",2049,1.52175
"Angola","LCA",2050,1.48699318196481
"Angola","LIE",2021,2.90606042150135
"Angola","LIE",2022,2.83968590974227
"Angola","LIE",2023,2.77482739392693
"Angola","LIE",2024,2.71145024866012
"Angola","LIE",2025,2.64952063939175
"Angola","LIE",2026,2.58900550435393
"Angola","LIE",2027,2.52987253691057
"Angola","LIE",2028,2.4720901683102
"Angola","LIE",2029,2.41562755083261
"Angola","LIE",2030,2.36045454132049
"Angola","LIE",2031,2.3065416850872
"Angola","LIE",2032,2.25386020019208
"Angola","LIE",2033,2.2023819620749
"Angola","LIE",2034,2.15207948854126
"Angola","LIE",2035,2.10292592509096
"Angola","LIE",2036,2.05489503058144
"Angola","LIE",2037,2.00796116321865
"Angola","LIE",2038,1.96209926686793
"Angola","LIE",2039,1.91728485767752
"Angola","LIE",2040,1.87349401100763
"Angola","LIE",2041,1.83070334865796
"Angola","LIE",2042,1.78889002638708
"Angola","LIE",2043,1.74803172171674
