"iso_code3","frac_waso_recycled_glass","Year"
"BEL",0.34303,2011
"BEL",0.34303,2012
"BEL",0.34303,2013
"BEL",0.34303,2014
"BEL",0.34303,2015
"BEL",0.34303,2016
"BEL",0.34303,2017
"BEL",0.34303,2018
"BEL",0.34303,2019
"BEL",0.34303,2020
"BEN",0.25,2010
"BEN",0.25,2011
"BEN",0.25,2012
"BEN",0.25,2013
"BEN",0.25,2014
"BEN",0.25,2015
"BEN",0.25,2016
"BEN",0.25,2017
"BEN",0.25,2018
"BEN",0.25,2019
"BEN",0.25,2020
"BFA",0.12,2010
"BFA",0.12,2011
"BFA",0.12,2012
"BFA",0.12,2013
"BFA",0.12,2014
"BFA",0.12,2015
"BFA",0.12,2016
"BFA",0.12,2017
"BFA",0.12,2018
"BFA",0.12,2019
"BFA",0.12,2020
"BGD",0.0896127448362778,2010
"BGD",0.0896127448362778,2011
"BGD",0.0896127448362778,2012
"BGD",0.0896127448362778,2013
"BGD",0.0896127448362778,2014
"BGD",0.0896127448362778,2015
"BGD",0.0896127448362778,2016
"BGD",0.0896127448362778,2017
"BGD",0.0896127448362778,2018
"BGD",0.0896127448362778,2019
"BGD",0.0896127448362778,2020
"BGR",0.1903,2010
"BGR",0.1903,2011
"BGR",0.1903,2012
"BGR",0.1903,2013
"BGR",0.1903,2014
"BGR",0.1903,2015
"BGR",0.1903,2016
"BGR",0.1903,2017
"BGR",0.1903,2018
"BGR",0.1903,2019
"BGR",0.1903,2020
"BHR",0.08,2010
"BHR",0.08,2011
"BHR",0.08,2012
"BHR",0.08,2013
"BHR",0.08,2014
"BHR",0.08,2015
"BHR",0.08,2016
"BHR",0.08,2017
"BHR",0.08,2018
"BHR",0.08,2019
"BHR",0.08,2020
"BHS",0.193366124654737,2010
"BHS",0.193366124654737,2011
"BHS",0.193366124654737,2012
"BHS",0.193366124654737,2013
"BHS",0.193366124654737,2014
"BHS",0.193366124654737,2015
"BHS",0.193366124654737,2016
"BHS",0.193366124654737,2017
"BHS",0.193366124654737,2018
"BHS",0.193366124654737,2019
"BHS",0.193366124654737,2020
"BIH",9.7e-06,2010
"BIH",9.7e-06,2011
"BIH",9.7e-06,2012
"BIH",9.7e-06,2013
"BIH",9.7e-06,2014
"BIH",9.7e-06,2015
"BIH",9.7e-06,2016
"BIH",9.7e-06,2017
"BIH",9.7e-06,2018
"BIH",9.7e-06,2019
"BIH",9.7e-06,2020
"BLR",0.16,2010
"BLR",0.16,2011
"BLR",0.16,2012
"BLR",0.16,2013
"BLR",0.16,2014
"BLR",0.16,2015
"BLR",0.16,2016
"BLR",0.16,2017
"BLR",0.16,2018
"BLR",0.16,2019
"BLR",0.16,2020
"BLZ",0.108416916926604,2010
"BLZ",0.108416916926604,2011
"BLZ",0.108416916926604,2012
"BLZ",0.108416916926604,2013
"BLZ",0.108416916926604,2014
"BLZ",0.108416916926604,2015
"BLZ",0.108416916926604,2016
"BLZ",0.108416916926604,2017
"BLZ",0.108416916926604,2018
"BLZ",0.108416916926604,2019
"BLZ",0.108416916926604,2020
"BMU",0.02,2010
"BMU",0.02,2011
"BMU",0.02,2012
"BMU",0.02,2013
"BMU",0.02,2014
"BMU",0.02,2015
"BMU",0.02,2016
"BMU",0.02,2017
"BMU",0.02,2018
"BMU",0.02,2019
"BMU",0.02,2020
"BOL",0.1211,2010
"BOL",0.1211,2011
"BOL",0.1211,2012
"BOL",0.1211,2013
"BOL",0.1211,2014
"BOL",0.1211,2015
"BOL",0.1211,2016
"BOL",0.1211,2017
"BOL",0.1211,2018
"BOL",0.1211,2019
"BOL",0.1211,2020
"BRA",0.014,2010
"BRA",0.014,2011
"BRA",0.014,2012
"BRA",0.014,2013
"BRA",0.014,2014
"BRA",0.014,2015
"BRA",0.014,2016
"BRA",0.014,2017
"BRA",0.014,2018
"BRA",0.014,2019
"BRA",0.014,2020
"BRB",0.09,2010
"BRB",0.09,2011
"BRB",0.09,2012
"BRB",0.09,2013
"BRB",0.09,2014
"BRB",0.09,2015
"BRB",0.09,2016
"BRB",0.09,2017
"BRB",0.09,2018
"BRB",0.09,2019
"BRB",0.09,2020
"BRN",0.270239391369294,2010
"BRN",0.270239391369294,2011
"BRN",0.270239391369294,2012
"BRN",0.270239391369294,2013
"BRN",0.270239391369294,2014
"BRN",0.270239391369294,2015
"BRN",0.270239391369294,2016
"BRN",0.270239391369294,2017
"BRN",0.270239391369294,2018
"BRN",0.270239391369294,2019
"BRN",0.270239391369294,2020
"BTN",0.0086,2010
"BTN",0.0086,2011
"BTN",0.0086,2012
"BTN",0.0086,2013
"BTN",0.0086,2014
"BTN",0.0086,2015
"BTN",0.0086,2016
"BTN",0.0086,2017
"BTN",0.0086,2018
"BTN",0.0086,2019
"BTN",0.0086,2020
"BWA",0.01,2010
"BWA",0.01,2011
"BWA",0.01,2012
"BWA",0.01,2013
"BWA",0.01,2014
"BWA",0.01,2015
"BWA",0.01,2016
"BWA",0.01,2017
"BWA",0.01,2018
"BWA",0.01,2019
"BWA",0.01,2020
"CAF",0.0888121981806127,2010
"CAF",0.0888121981806127,2011
"CAF",0.0888121981806127,2012
"CAF",0.0888121981806127,2013
"CAF",0.0888121981806127,2014
"CAF",0.0888121981806127,2015
"CAF",0.0888121981806127,2016
"CAF",0.0888121981806127,2017
"CAF",0.0888121981806127,2018
"CAF",0.0888121981806127,2019
"CAF",0.0888121981806127,2020
"CAN",0.2059,2010
"CAN",0.2059,2011
"CAN",0.2059,2012
"CAN",0.2059,2013
"CAN",0.2059,2014
"CAN",0.2059,2015
"CAN",0.2059,2016
"CAN",0.2059,2017
"CAN",0.2059,2018
"CAN",0.2059,2019
"CAN",0.2059,2020
"CHE",0.32,2010
"CHE",0.32,2011
"CHE",0.32,2012
"CHE",0.32,2013
"CHE",0.32,2014
"CHE",0.32,2015
"CHE",0.32,2016
"CHE",0.32,2017
"CHE",0.32,2018
"CHE",0.32,2019
"CHE",0.32,2020
"CHI",0.284302023121387,2010
"CHI",0.284302023121387,2011
"CHI",0.284302023121387,2012
"CHI",0.284302023121387,2013
"CHI",0.284302023121387,2014
"CHI",0.284302023121387,2015
"CHI",0.284302023121387,2016
"CHI",0.284302023121387,2017
"CHI",0.284302023121387,2018
"CHI",0.284302023121387,2019
"CHI",0.284302023121387,2020
"CHL",0.0037,2010
"CHL",0.0037,2011
"CHL",0.0037,2012
"CHL",0.0037,2013
"CHL",0.0037,2014
"CHL",0.0037,2015
"CHL",0.0037,2016
"CHL",0.0037,2017
"CHL",0.0037,2018
"CHL",0.0037,2019
"CHL",0.0037,2020
"CHN",0.0761804235791666,2010
"CHN",0.0761804235791666,2011
"CHN",0.0761804235791666,2012
"CHN",0.0761804235791666,2013
"CHN",0.0761804235791666,2014
"CHN",0.0761804235791666,2015
"CHN",0.0761804235791666,2016
"CHN",0.0761804235791666,2017
"CHN",0.0761804235791666,2018
"CHN",0.0761804235791666,2019
"CHN",0.0761804235791666,2020
"CIV",0.03,2010
"CIV",0.03,2011
"CIV",0.03,2012
"CIV",0.03,2013
"CIV",0.03,2014
"CIV",0.03,2015
"CIV",0.03,2016
"CIV",0.03,2017
"CIV",0.03,2018
"CIV",0.03,2019
"CIV",0.03,2020
"CMR",0.004,2010
"CMR",0.004,2011
"CMR",0.004,2012
"CMR",0.004,2013
"CMR",0.004,2014
"CMR",0.004,2015
"CMR",0.004,2016
"CMR",0.004,2017
"CMR",0.004,2018
"CMR",0.004,2019
"CMR",0.004,2020
"COD",0.049,2010
"COD",0.049,2011
"COD",0.049,2012
"COD",0.049,2013
"COD",0.049,2014
"COD",0.049,2015
"COD",0.049,2016
"COD",0.049,2017
"COD",0.049,2018
"COD",0.049,2019
"COD",0.049,2020
"COG",0.262,2010
"COG",0.262,2011
"COG",0.262,2012
"COG",0.262,2013
"COG",0.262,2014
"COG",0.262,2015
"COG",0.262,2016
"COG",0.262,2017
"COG",0.262,2018
"COG",0.262,2019
"COG",0.262,2020
"COL",0.172,2010
"COL",0.172,2011
"COL",0.172,2012
"COL",0.172,2013
"COL",0.172,2014
"COL",0.172,2015
"COL",0.172,2016
"COL",0.172,2017
"COL",0.172,2018
"COL",0.172,2019
"COL",0.172,2020
"COM",0.0954203213082237,2010
"COM",0.0954203213082237,2011
"COM",0.0954203213082237,2012
"COM",0.0954203213082237,2013
"COM",0.0954203213082237,2014
"COM",0.0954203213082237,2015
"COM",0.0954203213082237,2016
"COM",0.0954203213082237,2017
"COM",0.0954203213082237,2018
"COM",0.0954203213082237,2019
"COM",0.0954203213082237,2020
"CPV",0.105677724807104,2010
"CPV",0.105677724807104,2011
"CPV",0.105677724807104,2012
"CPV",0.105677724807104,2013
"CPV",0.105677724807104,2014
"CPV",0.105677724807104,2015
"CPV",0.105677724807104,2016
"CPV",0.105677724807104,2017
"CPV",0.105677724807104,2018
"CPV",0.105677724807104,2019
"CPV",0.105677724807104,2020
"CRI",0.0126,2010
"CRI",0.0126,2011
"CRI",0.0126,2012
"CRI",0.0126,2013
"CRI",0.0126,2014
"CRI",0.0126,2015
"CRI",0.0126,2016
"CRI",0.0126,2017
"CRI",0.0126,2018
"CRI",0.0126,2019
"CRI",0.0126,2020
"CUB",0.0949,2010
"CUB",0.0949,2011
"CUB",0.0949,2012
"CUB",0.0949,2013
"CUB",0.0949,2014
"CUB",0.0949,2015
"CUB",0.0949,2016
"CUB",0.0949,2017
"CUB",0.0949,2018
"CUB",0.0949,2019
"CUB",0.0949,2020
"CUW",0.02,2010
"CUW",0.02,2011
"CUW",0.02,2012
"CUW",0.02,2013
"CUW",0.02,2014
"CUW",0.02,2015
"CUW",0.02,2016
"CUW",0.02,2017
"CUW",0.02,2018
"CUW",0.02,2019
"CUW",0.02,2020
"CYM",0.21,2010
"CYM",0.21,2011
"CYM",0.21,2012
"CYM",0.21,2013
"CYM",0.21,2014
"CYM",0.21,2015
"CYM",0.21,2016
"CYM",0.21,2017
"CYM",0.21,2018
"CYM",0.21,2019
"CYM",0.21,2020
"CYP",0.1331,2010
"CYP",0.1331,2011
"CYP",0.1331,2012
"CYP",0.1331,2013
"CYP",0.1331,2014
"CYP",0.1331,2015
"CYP",0.1331,2016
"CYP",0.1331,2017
"CYP",0.1331,2018
"CYP",0.1331,2019
"CYP",0.1331,2020
"CZE",0.255,2010
"CZE",0.255,2011
"CZE",0.255,2012
"CZE",0.255,2013
"CZE",0.255,2014
"CZE",0.255,2015
"CZE",0.255,2016
"CZE",0.255,2017
"CZE",0.255,2018
"CZE",0.255,2019
"CZE",0.255,2020
"DEU",0.4783,2010
"DEU",0.4783,2011
"DEU",0.4783,2012
"DEU",0.4783,2013
"DEU",0.4783,2014
"DEU",0.4783,2015
"DEU",0.4783,2016
"DEU",0.4783,2017
"DEU",0.4783,2018
"DEU",0.4783,2019
"DEU",0.4783,2020
"DJI",0.106401480371438,2010
"DJI",0.106401480371438,2011
"DJI",0.106401480371438,2012
"DJI",0.106401480371438,2013
"DJI",0.106401480371438,2014
"DJI",0.106401480371438,2015
"DJI",0.106401480371438,2016
"DJI",0.106401480371438,2017
"DJI",0.106401480371438,2018
"DJI",0.106401480371438,2019
"DJI",0.106401480371438,2020
"DMA",0.121861194492769,2010
"DMA",0.121861194492769,2011
"DMA",0.121861194492769,2012
"DMA",0.121861194492769,2013
"DMA",0.121861194492769,2014
"DMA",0.121861194492769,2015
"DMA",0.121861194492769,2016
"DMA",0.121861194492769,2017
"DMA",0.121861194492769,2018
"DMA",0.121861194492769,2019
"DMA",0.121861194492769,2020
"DNK",0.2727,2010
"DNK",0.2727,2011
"DNK",0.2727,2012
"DNK",0.2727,2013
"DNK",0.2727,2014
"DNK",0.2727,2015
"DNK",0.2727,2016
"DNK",0.2727,2017
"DNK",0.2727,2018
"DNK",0.2727,2019
"DNK",0.2727,2020
"DOM",0.082,2010
"DOM",0.082,2011
"DOM",0.082,2012
"DOM",0.082,2013
"DOM",0.082,2014
"DOM",0.082,2015
"DOM",0.082,2016
"DOM",0.082,2017
"DOM",0.082,2018
"DOM",0.082,2019
"DOM",0.082,2020
"DZA",0.08,2010
"DZA",0.08,2011
"DZA",0.08,2012
"DZA",0.08,2013
"DZA",0.08,2014
"DZA",0.08,2015
"DZA",0.08,2016
"DZA",0.08,2017
"DZA",0.08,2018
"DZA",0.08,2019
"DZA",0.08,2020
"ECU",0.129,2010
"ECU",0.129,2011
"ECU",0.129,2012
"ECU",0.129,2013
"ECU",0.129,2014
"ECU",0.129,2015
"ECU",0.129,2016
"ECU",0.129,2017
"ECU",0.129,2018
"ECU",0.129,2019
"ECU",0.129,2020
"EGY",0.125,2010
"EGY",0.125,2011
"EGY",0.125,2012
"EGY",0.125,2013
"EGY",0.125,2014
"EGY",0.125,2015
"EGY",0.125,2016
"EGY",0.125,2017
"EGY",0.125,2018
"EGY",0.125,2019
"EGY",0.125,2020
"ERI",0.091506446315064,2010
"ERI",0.091506446315064,2011
"ERI",0.091506446315064,2012
"ERI",0.091506446315064,2013
"ERI",0.091506446315064,2014
"ERI",0.091506446315064,2015
"ERI",0.091506446315064,2016
"ERI",0.091506446315064,2017
"ERI",0.091506446315064,2018
"ERI",0.091506446315064,2019
"ERI",0.091506446315064,2020
"ESP",0.1684,2010
"ESP",0.1684,2011
"ESP",0.1684,2012
"ESP",0.1684,2013
"ESP",0.1684,2014
"ESP",0.1684,2015
"ESP",0.1684,2016
"ESP",0.1684,2017
"ESP",0.1684,2018
"ESP",0.1684,2019
"ESP",0.1684,2020
"EST",0.2474,2010
"EST",0.2474,2011
"EST",0.2474,2012
"EST",0.2474,2013
"EST",0.2474,2014
"EST",0.2474,2015
"EST",0.2474,2016
"EST",0.2474,2017
"EST",0.2474,2018
"EST",0.2474,2019
"EST",0.2474,2020
"ETH",0.08768669581744,2010
"ETH",0.08768669581744,2011
"ETH",0.08768669581744,2012
"ETH",0.08768669581744,2013
"ETH",0.08768669581744,2014
"ETH",0.08768669581744,2015
"ETH",0.08768669581744,2016
"ETH",0.08768669581744,2017
"ETH",0.08768669581744,2018
"ETH",0.08768669581744,2019
"ETH",0.08768669581744,2020
"FIN",0.2812,2010
"FIN",0.2812,2011
"FIN",0.2812,2012
"FIN",0.2812,2013
"FIN",0.2812,2014
"FIN",0.2812,2015
"FIN",0.2812,2016
"FIN",0.2812,2017
"FIN",0.2812,2018
"FIN",0.2812,2019
"FIN",0.2812,2020
"FJI",0.0545,2010
"FJI",0.0545,2011
"FJI",0.0545,2012
"FJI",0.0545,2013
"FJI",0.0545,2014
"FJI",0.0545,2015
"FJI",0.0545,2016
"FJI",0.0545,2017
"FJI",0.0545,2018
"FJI",0.0545,2019
"FJI",0.0545,2020
"FRA",0.2226,2010
"FRA",0.2226,2011
"FRA",0.2226,2012
"FRA",0.2226,2013
"FRA",0.2226,2014
"FRA",0.2226,2015
"FRA",0.2226,2016
"FRA",0.2226,2017
"FRA",0.2226,2018
"FRA",0.2226,2019
"FRA",0.2226,2020
"FRO",0.67,2010
"FRO",0.67,2011
"FRO",0.67,2012
"FRO",0.67,2013
"FRO",0.67,2014
"FRO",0.67,2015
"FRO",0.67,2016
"FRO",0.67,2017
"FRO",0.67,2018
"FRO",0.67,2019
"FRO",0.67,2020
"FSM",0.0968991955587927,2010
"FSM",0.0968991955587927,2011
"FSM",0.0968991955587927,2012
"FSM",0.0968991955587927,2013
"FSM",0.0968991955587927,2014
"FSM",0.0968991955587927,2015
"FSM",0.0968991955587927,2016
"FSM",0.0968991955587927,2017
"FSM",0.0968991955587927,2018
"FSM",0.0968991955587927,2019
"FSM",0.0968991955587927,2020
"GAB",0.142364076245201,2010
"GAB",0.142364076245201,2011
"GAB",0.142364076245201,2012
"GAB",0.142364076245201,2013
"GAB",0.142364076245201,2014
"GAB",0.142364076245201,2015
"GAB",0.142364076245201,2016
"GAB",0.142364076245201,2017
"GAB",0.142364076245201,2018
"GAB",0.142364076245201,2019
"GAB",0.142364076245201,2020
"GBR",0.2725,2010
"GBR",0.2725,2011
"GBR",0.2725,2012
"GBR",0.2725,2013
"GBR",0.2725,2014
"GBR",0.2725,2015
"GBR",0.2725,2016
"GBR",0.2725,2017
"GBR",0.2725,2018
"GBR",0.2725,2019
"GBR",0.2725,2020
"GEO",0.12441411319976,2010
"GEO",0.12441411319976,2011
"GEO",0.12441411319976,2012
"GEO",0.12441411319976,2013
"GEO",0.12441411319976,2014
"GEO",0.12441411319976,2015
"GEO",0.12441411319976,2016
"GEO",0.12441411319976,2017
"GEO",0.12441411319976,2018
"GEO",0.12441411319976,2019
"GEO",0.12441411319976,2020
"GHA",0.0949481691520434,2010
"GHA",0.0949481691520434,2011
"GHA",0.0949481691520434,2012
"GHA",0.0949481691520434,2013
"GHA",0.0949481691520434,2014
"GHA",0.0949481691520434,2015
"GHA",0.0949481691520434,2016
"GHA",0.0949481691520434,2017
"GHA",0.0949481691520434,2018
"GHA",0.0949481691520434,2019
"GHA",0.0949481691520434,2020
"GIB",0.218471856542423,2010
"GIB",0.218471856542423,2011
"GIB",0.218471856542423,2012
"GIB",0.218471856542423,2013
"GIB",0.218471856542423,2014
"GIB",0.218471856542423,2015
"GIB",0.218471856542423,2016
"GIB",0.218471856542423,2017
"GIB",0.218471856542423,2018
"GIB",0.218471856542423,2019
"GIB",0.218471856542423,2020
"GIN",0.05,2010
"GIN",0.05,2011
"GIN",0.05,2012
"GIN",0.05,2013
"GIN",0.05,2014
"GIN",0.05,2015
"GIN",0.05,2016
"GIN",0.05,2017
"GIN",0.05,2018
"GIN",0.05,2019
"GIN",0.05,2020
"GMB",0.0930472118280155,2010
"GMB",0.0930472118280155,2011
"GMB",0.0930472118280155,2012
"GMB",0.0930472118280155,2013
"GMB",0.0930472118280155,2014
"GMB",0.0930472118280155,2015
"GMB",0.0930472118280155,2016
"GMB",0.0930472118280155,2017
"GMB",0.0930472118280155,2018
"GMB",0.0930472118280155,2019
"GMB",0.0930472118280155,2020
"GNB",0.0918783937462047,2010
"GNB",0.0918783937462047,2011
"GNB",0.0918783937462047,2012
"GNB",0.0918783937462047,2013
"GNB",0.0918783937462047,2014
"GNB",0.0918783937462047,2015
"GNB",0.0918783937462047,2016
"GNB",0.0918783937462047,2017
"GNB",0.0918783937462047,2018
"GNB",0.0918783937462047,2019
"GNB",0.0918783937462047,2020
"GNQ",0.161413896883242,2010
"GNQ",0.161413896883242,2011
"GNQ",0.161413896883242,2012
"GNQ",0.161413896883242,2013
"GNQ",0.161413896883242,2014
"GNQ",0.161413896883242,2015
"GNQ",0.161413896883242,2016
"GNQ",0.161413896883242,2017
"GNQ",0.161413896883242,2018
"GNQ",0.161413896883242,2019
"GNQ",0.161413896883242,2020
"GRC",0.19,2010
"GRC",0.19,2011
"GRC",0.19,2012
"GRC",0.19,2013
"GRC",0.19,2014
"GRC",0.19,2015
"GRC",0.19,2016
"GRC",0.19,2017
"GRC",0.19,2018
"GRC",0.19,2019
"GRC",0.19,2020
"GRD",0.12638510277642,2010
"GRD",0.12638510277642,2011
"GRD",0.12638510277642,2012
"GRD",0.12638510277642,2013
"GRD",0.12638510277642,2014
"GRD",0.12638510277642,2015
"GRD",0.12638510277642,2016
"GRD",0.12638510277642,2017
"GRD",0.12638510277642,2018
"GRD",0.12638510277642,2019
"GRD",0.12638510277642,2020
"GRL",0.219185597436444,2010
"GRL",0.219185597436444,2011
"GRL",0.219185597436444,2012
"GRL",0.219185597436444,2013
"GRL",0.219185597436444,2014
"GRL",0.219185597436444,2015
"GRL",0.219185597436444,2016
"GRL",0.219185597436444,2017
"GRL",0.219185597436444,2018
"GRL",0.219185597436444,2019
"GRL",0.219185597436444,2020
"GTM",0.110363352563826,2010
"GTM",0.110363352563826,2011
"GTM",0.110363352563826,2012
"GTM",0.110363352563826,2013
"GTM",0.110363352563826,2014
"GTM",0.110363352563826,2015
"GTM",0.110363352563826,2016
"GTM",0.110363352563826,2017
"GTM",0.110363352563826,2018
"GTM",0.110363352563826,2019
"GTM",0.110363352563826,2020
"GUM",0.1785,2010
"GUM",0.1785,2011
"GUM",0.1785,2012
"GUM",0.1785,2013
"GUM",0.1785,2014
"GUM",0.1785,2015
"GUM",0.1785,2016
"GUM",0.1785,2017
"GUM",0.1785,2018
"GUM",0.1785,2019
"GUM",0.1785,2020
"GUY",0.0054,2010
"GUY",0.0054,2011
"GUY",0.0054,2012
"GUY",0.0054,2013
"GUY",0.0054,2014
"GUY",0.0054,2015
"GUY",0.0054,2016
"GUY",0.0054,2017
"GUY",0.0054,2018
"GUY",0.0054,2019
"GUY",0.0054,2020
"HKG",0.34,2010
"HKG",0.34,2011
"HKG",0.34,2012
"HKG",0.34,2013
"HKG",0.34,2014
"HKG",0.34,2015
"HKG",0.34,2016
"HKG",0.34,2017
"HKG",0.34,2018
"HKG",0.34,2019
"HKG",0.34,2020
"HND",0.102423407653908,2010
"HND",0.102423407653908,2011
"HND",0.102423407653908,2012
"HND",0.102423407653908,2013
"HND",0.102423407653908,2014
"HND",0.102423407653908,2015
"HND",0.102423407653908,2016
"HND",0.102423407653908,2017
"HND",0.102423407653908,2018
"HND",0.102423407653908,2019
"HND",0.102423407653908,2020
"HRV",0.1632,2010
"HRV",0.1632,2011
"HRV",0.1632,2012
"HRV",0.1632,2013
"HRV",0.1632,2014
"HRV",0.1632,2015
"HRV",0.1632,2016
"HRV",0.1632,2017
"HRV",0.1632,2018
"HRV",0.1632,2019
"HRV",0.1632,2020
"HTI",0.0949756653980371,2010
"HTI",0.0949756653980371,2011
"HTI",0.0949756653980371,2012
"HTI",0.0949756653980371,2013
"HTI",0.0949756653980371,2014
"HTI",0.0949756653980371,2015
"HTI",0.0949756653980371,2016
"HTI",0.0949756653980371,2017
"HTI",0.0949756653980371,2018
"HTI",0.0949756653980371,2019
"HTI",0.0949756653980371,2020
"HUN",0.2594,2010
"HUN",0.2594,2011
"HUN",0.2594,2012
"HUN",0.2594,2013
"HUN",0.2594,2014
"HUN",0.2594,2015
"HUN",0.2594,2016
"HUN",0.2594,2017
"HUN",0.2594,2018
"HUN",0.2594,2019
"HUN",0.2594,2020
"IDN",0.07,2010
"IDN",0.07,2011
"IDN",0.07,2012
"IDN",0.07,2013
"IDN",0.07,2014
"IDN",0.07,2015
"IDN",0.07,2016
"IDN",0.07,2017
"IDN",0.07,2018
"IDN",0.07,2019
"IDN",0.07,2020
"IMN",0.5,2010
"IMN",0.5,2011
"IMN",0.5,2012
"IMN",0.5,2013
"IMN",0.5,2014
"IMN",0.5,2015
"IMN",0.5,2016
"IMN",0.5,2017
"IMN",0.5,2018
"IMN",0.5,2019
"IMN",0.5,2020
"IND",0.05,2010
"IND",0.05,2011
"IND",0.05,2012
"IND",0.05,2013
"IND",0.05,2014
"IND",0.05,2015
"IND",0.05,2016
"IND",0.05,2017
"IND",0.05,2018
"IND",0.05,2019
"IND",0.05,2020
"IRL",0.33,2010
"IRL",0.33,2011
"IRL",0.33,2012
"IRL",0.33,2013
"IRL",0.33,2014
"IRL",0.33,2015
"IRL",0.33,2016
"IRL",0.33,2017
"IRL",0.33,2018
"IRL",0.33,2019
"IRL",0.33,2020
"IRN",0.05,2010
"IRN",0.05,2011
"IRN",0.05,2012
"IRN",0.05,2013
"IRN",0.05,2014
