,Nation,iso_code3,Year,cost_enfu_fuel_nuclear_usd_per_tonne
3782,Least developed countries: UN classification,LDC,2025,1663000
3783,Least developed countries: UN classification,LDC,2026,1663000
3784,Least developed countries: UN classification,LDC,2027,1663000
3785,Least developed countries: UN classification,LDC,2028,1663000
3786,Least developed countries: UN classification,LDC,2029,1663000
3787,Least developed countries: UN classification,LDC,2030,1663000
3788,Least developed countries: UN classification,LDC,2031,1663000
3789,Least developed countries: UN classification,LDC,2032,1663000
3790,Least developed countries: UN classification,LDC,2033,1663000
3791,Least developed countries: UN classification,LDC,2034,1663000
3792,Least developed countries: UN classification,LDC,2035,1663000
3793,Least developed countries: UN classification,LDC,2036,1663000
3794,Least developed countries: UN classification,LDC,2037,1663000
3795,Least developed countries: UN classification,LDC,2038,1663000
3796,Least developed countries: UN classification,LDC,2039,1663000
3797,Least developed countries: UN classification,LDC,2040,1663000
3798,Least developed countries: UN classification,LDC,2041,1663000
3799,Least developed countries: UN classification,LDC,2042,1663000
3800,Least developed countries: UN classification,LDC,2043,1663000
3801,Least developed countries: UN classification,LDC,2044,1663000
3802,Least developed countries: UN classification,LDC,2045,1663000
3803,Least developed countries: UN classification,LDC,2046,1663000
3804,Least developed countries: UN classification,LDC,2047,1663000
3805,Least developed countries: UN classification,LDC,2048,1663000
3806,Least developed countries: UN classification,LDC,2049,1663000
3807,Least developed countries: UN classification,LDC,2050,1663000
3808,Low income,LIC,2023,1663000
3809,Low income,LIC,2024,1663000
3810,Low income,LIC,2025,1663000
3811,Low income,LIC,2026,1663000
3812,Low income,LIC,2027,1663000
3813,Low income,LIC,2028,1663000
3814,Low income,LIC,2029,1663000
3815,Low income,LIC,2030,1663000
3816,Low income,LIC,2031,1663000
3817,Low income,LIC,2032,1663000
3818,Low income,LIC,2033,1663000
3819,Low income,LIC,2034,1663000
3820,Low income,LIC,2035,1663000
3821,Low income,LIC,2036,1663000
3822,Low income,LIC,2037,1663000
3823,Low income,LIC,2038,1663000
3824,Low income,LIC,2039,1663000
3825,Low income,LIC,2040,1663000
3826,Low income,LIC,2041,1663000
3827,Low income,LIC,2042,1663000
3828,Low income,LIC,2043,1663000
3829,Low income,LIC,2044,1663000
3830,Low income,LIC,2045,1663000
3831,Low income,LIC,2046,1663000
3832,Low income,LIC,2047,1663000
3833,Low income,LIC,2048,1663000
3834,Low income,LIC,2049,1663000
3835,Low income,LIC,2050,1663000
3836,Liechtenstein,LIE,2023,1663000
3837,Liechtenstein,LIE,2024,1663000
3838,Liechtenstein,LIE,2025,1663000
3839,Liechtenstein,LIE,2026,1663000
3840,Liechtenstein,LIE,2027,1663000
3841,Liechtenstein,LIE,2028,1663000
3842,Liechtenstein,LIE,2029,1663000
3843,Liechtenstein,LIE,2030,1663000
3844,Liechtenstein,LIE,2031,1663000
3845,Liechtenstein,LIE,2032,1663000
3846,Liechtenstein,LIE,2033,1663000
3847,Liechtenstein,LIE,2034,1663000
3848,Liechtenstein,LIE,2035,1663000
3849,Liechtenstein,LIE,2036,1663000
3850,Liechtenstein,LIE,2037,1663000
3851,Liechtenstein,LIE,2038,1663000
3852,Liechtenstein,LIE,2039,1663000
3853,Liechtenstein,LIE,2040,1663000
3854,Liechtenstein,LIE,2041,1663000
3855,Liechtenstein,LIE,2042,1663000
3856,Liechtenstein,LIE,2043,1663000
3857,Liechtenstein,LIE,2044,1663000
3858,Liechtenstein,LIE,2045,1663000
3859,Liechtenstein,LIE,2046,1663000
3860,Liechtenstein,LIE,2047,1663000
3861,Liechtenstein,LIE,2048,1663000
3862,Liechtenstein,LIE,2049,1663000
3863,Liechtenstein,LIE,2050,1663000
3864,Sri Lanka,LKA,2023,1663000
3865,Sri Lanka,LKA,2024,1663000
3866,Sri Lanka,LKA,2025,1663000
3867,Sri Lanka,LKA,2026,1663000
3868,Sri Lanka,LKA,2027,1663000
3869,Sri Lanka,LKA,2028,1663000
3870,Sri Lanka,LKA,2029,1663000
3871,Sri Lanka,LKA,2030,1663000
3872,Sri Lanka,LKA,2031,1663000
3873,Sri Lanka,LKA,2032,1663000
3874,Sri Lanka,LKA,2033,1663000
3875,Sri Lanka,LKA,2034,1663000
3876,Sri Lanka,LKA,2035,1663000
3877,Sri Lanka,LKA,2036,1663000
3878,Sri Lanka,LKA,2037,1663000
3879,Sri Lanka,LKA,2038,1663000
3880,Sri Lanka,LKA,2039,1663000
3881,Sri Lanka,LKA,2040,1663000
3882,Sri Lanka,LKA,2041,1663000
3883,Sri Lanka,LKA,2042,1663000
3884,Sri Lanka,LKA,2043,1663000
3885,Sri Lanka,LKA,2044,1663000
3886,Sri Lanka,LKA,2045,1663000
3887,Sri Lanka,LKA,2046,1663000
3888,Sri Lanka,LKA,2047,1663000
3889,Sri Lanka,LKA,2048,1663000
3890,Sri Lanka,LKA,2049,1663000
3891,Sri Lanka,LKA,2050,1663000
3892,Lower middle income,LMC,2023,1663000
3893,Lower middle income,LMC,2024,1663000
3894,Lower middle income,LMC,2025,1663000
3895,Lower middle income,LMC,2026,1663000
3896,Lower middle income,LMC,2027,1663000
3897,Lower middle income,LMC,2028,1663000
3898,Lower middle income,LMC,2029,1663000
3899,Lower middle income,LMC,2030,1663000
3900,Lower middle income,LMC,2031,1663000
3901,Lower middle income,LMC,2032,1663000
3902,Lower middle income,LMC,2033,1663000
3903,Lower middle income,LMC,2034,1663000
3904,Lower middle income,LMC,2035,1663000
3905,Lower middle income,LMC,2036,1663000
3906,Lower middle income,LMC,2037,1663000
3907,Lower middle income,LMC,2038,1663000
3908,Lower middle income,LMC,2039,1663000
3909,Lower middle income,LMC,2040,1663000
3910,Lower middle income,LMC,2041,1663000
3911,Lower middle income,LMC,2042,1663000
3912,Lower middle income,LMC,2043,1663000
3913,Lower middle income,LMC,2044,1663000
3914,Lower middle income,LMC,2045,1663000
3915,Lower middle income,LMC,2046,1663000
3916,Lower middle income,LMC,2047,1663000
3917,Lower middle income,LMC,2048,1663000
3918,Lower middle income,LMC,2049,1663000
3919,Lower middle income,LMC,2050,1663000
3920,Low & middle income,LMY,2023,1663000
3921,Low & middle income,LMY,2024,1663000
3922,Low & middle income,LMY,2025,1663000
3923,Low & middle income,LMY,2026,1663000
3924,Low & middle income,LMY,2027,1663000
3925,Low & middle income,LMY,2028,1663000
3926,Low & middle income,LMY,2029,1663000
3927,Low & middle income,LMY,2030,1663000
3928,Low & middle income,LMY,2031,1663000
3929,Low & middle income,LMY,2032,1663000
3930,Low & middle income,LMY,2033,1663000
3931,Low & middle income,LMY,2034,1663000
3932,Low & middle income,LMY,2035,1663000
3933,Low & middle income,LMY,2036,1663000
3934,Low & middle income,LMY,2037,1663000
3935,Low & middle income,LMY,2038,1663000
3936,Low & middle income,LMY,2039,1663000
3937,Low & middle income,LMY,2040,1663000
3938,Low & middle income,LMY,2041,1663000
3939,Low & middle income,LMY,2042,1663000
3940,Low & middle income,LMY,2043,1663000
3941,Low & middle income,LMY,2044,1663000
3942,Low & middle income,LMY,2045,1663000
3943,Low & middle income,LMY,2046,1663000
3944,Low & middle income,LMY,2047,1663000
3945,Low & middle income,LMY,2048,1663000
3946,Low & middle income,LMY,2049,1663000
3947,Low & middle income,LMY,2050,1663000
3948,Lesotho,LSO,2023,1663000
3949,Lesotho,LSO,2024,1663000
3950,Lesotho,LSO,2025,1663000
3951,Lesotho,LSO,2026,1663000
3952,Lesotho,LSO,2027,1663000
3953,Lesotho,LSO,2028,1663000
3954,Lesotho,LSO,2029,1663000
3955,Lesotho,LSO,2030,1663000
3956,Lesotho,LSO,2031,1663000
3957,Lesotho,LSO,2032,1663000
3958,Lesotho,LSO,2033,1663000
3959,Lesotho,LSO,2034,1663000
3960,Lesotho,LSO,2035,1663000
3961,Lesotho,LSO,2036,1663000
3962,Lesotho,LSO,2037,1663000
3963,Lesotho,LSO,2038,1663000
3964,Lesotho,LSO,2039,1663000
3965,Lesotho,LSO,2040,1663000
3966,Lesotho,LSO,2041,1663000
3967,Lesotho,LSO,2042,1663000
3968,Lesotho,LSO,2043,1663000
3969,Lesotho,LSO,2044,1663000
3970,Lesotho,LSO,2045,1663000
3971,Lesotho,LSO,2046,1663000
3972,Lesotho,LSO,2047,1663000
3973,Lesotho,LSO,2048,1663000
3974,Lesotho,LSO,2049,1663000
3975,Lesotho,LSO,2050,1663000
3976,Late-demographic dividend,LTE,2023,1663000
3977,Late-demographic dividend,LTE,2024,1663000
3978,Late-demographic dividend,LTE,2025,1663000
3979,Late-demographic dividend,LTE,2026,1663000
3980,Late-demographic dividend,LTE,2027,1663000
3981,Late-demographic dividend,LTE,2028,1663000
3982,Late-demographic dividend,LTE,2029,1663000
3983,Late-demographic dividend,LTE,2030,1663000
3984,Late-demographic dividend,LTE,2031,1663000
3985,Late-demographic dividend,LTE,2032,1663000
3986,Late-demographic dividend,LTE,2033,1663000
3987,Late-demographic dividend,LTE,2034,1663000
3988,Late-demographic dividend,LTE,2035,1663000
3989,Late-demographic dividend,LTE,2036,1663000
3990,Late-demographic dividend,LTE,2037,1663000
3991,Late-demographic dividend,LTE,2038,1663000
3992,Late-demographic dividend,LTE,2039,1663000
3993,Late-demographic dividend,LTE,2040,1663000
3994,Late-demographic dividend,LTE,2041,1663000
3995,Late-demographic dividend,LTE,2042,1663000
3996,Late-demographic dividend,LTE,2043,1663000
3997,Late-demographic dividend,LTE,2044,1663000
3998,Late-demographic dividend,LTE,2045,1663000
3999,Late-demographic dividend,LTE,2046,1663000
4000,Late-demographic dividend,LTE,2047,1663000
4001,Late-demographic dividend,LTE,2048,1663000
4002,Late-demographic dividend,LTE,2049,1663000
4003,Late-demographic dividend,LTE,2050,1663000
4004,Lithuania,LTU,2023,1663000
4005,Lithuania,LTU,2024,1663000
4006,Lithuania,LTU,2025,1663000
4007,Lithuania,LTU,2026,1663000
4008,Lithuania,LTU,2027,1663000
4009,Lithuania,LTU,2028,1663000
4010,Lithuania,LTU,2029,1663000
4011,Lithuania,LTU,2030,1663000
4012,Lithuania,LTU,2031,1663000
4013,Lithuania,LTU,2032,1663000
4014,Lithuania,LTU,2033,1663000
4015,Lithuania,LTU,2034,1663000
4016,Lithuania,LTU,2035,1663000
4017,Lithuania,LTU,2036,1663000
4018,Lithuania,LTU,2037,1663000
4019,Lithuania,LTU,2038,1663000
4020,Lithuania,LTU,2039,1663000
4021,Lithuania,LTU,2040,1663000
4022,Lithuania,LTU,2041,1663000
4023,Lithuania,LTU,2042,1663000
4024,Lithuania,LTU,2043,1663000
4025,Lithuania,LTU,2044,1663000
4026,Lithuania,LTU,2045,1663000
4027,Lithuania,LTU,2046,1663000
4028,Lithuania,LTU,2047,1663000
4029,Lithuania,LTU,2048,1663000
4030,Lithuania,LTU,2049,1663000
4031,Lithuania,LTU,2050,1663000
4032,Luxembourg,LUX,2023,1663000
4033,Luxembourg,LUX,2024,1663000
4034,Luxembourg,LUX,2025,1663000
4035,Luxembourg,LUX,2026,1663000
4036,Luxembourg,LUX,2027,1663000
4037,Luxembourg,LUX,2028,1663000
4038,Luxembourg,LUX,2029,1663000
4039,Luxembourg,LUX,2030,1663000
4040,Luxembourg,LUX,2031,1663000
4041,Luxembourg,LUX,2032,1663000
4042,Luxembourg,LUX,2033,1663000
4043,Luxembourg,LUX,2034,1663000
4044,Luxembourg,LUX,2035,1663000
4045,Luxembourg,LUX,2036,1663000
4046,Luxembourg,LUX,2037,1663000
4047,Luxembourg,LUX,2038,1663000
4048,Luxembourg,LUX,2039,1663000
4049,Luxembourg,LUX,2040,1663000
4050,Luxembourg,LUX,2041,1663000
4051,Luxembourg,LUX,2042,1663000
4052,Luxembourg,LUX,2043,1663000
4053,Luxembourg,LUX,2044,1663000
4054,Luxembourg,LUX,2045,1663000
4055,Luxembourg,LUX,2046,1663000
4056,Luxembourg,LUX,2047,1663000
4057,Luxembourg,LUX,2048,1663000
4058,Luxembourg,LUX,2049,1663000
4059,Luxembourg,LUX,2050,1663000
4060,Latvia,LVA,2023,1663000
4061,Latvia,LVA,2024,1663000
4062,Latvia,LVA,2025,1663000
4063,Latvia,LVA,2026,1663000
4064,Latvia,LVA,2027,1663000
4065,Latvia,LVA,2028,1663000
4066,Latvia,LVA,2029,1663000
4067,Latvia,LVA,2030,1663000
4068,Latvia,LVA,2031,1663000
4069,Latvia,LVA,2032,1663000
4070,Latvia,LVA,2033,1663000
4071,Latvia,LVA,2034,1663000
4072,Latvia,LVA,2035,1663000
4073,Latvia,LVA,2036,1663000
4074,Latvia,LVA,2037,1663000
4075,Latvia,LVA,2038,1663000
4076,Latvia,LVA,2039,1663000
4077,Latvia,LVA,2040,1663000
4078,Latvia,LVA,2041,1663000
4079,Latvia,LVA,2042,1663000
4080,Latvia,LVA,2043,1663000
4081,Latvia,LVA,2044,1663000
4082,Latvia,LVA,2045,1663000
4083,Latvia,LVA,2046,1663000
4084,Latvia,LVA,2047,1663000
4085,Latvia,LVA,2048,1663000
4086,Latvia,LVA,2049,1663000
4087,Latvia,LVA,2050,1663000
4088,"Macao SAR, China",MAC,2023,1663000
4089,"Macao SAR, China",MAC,2024,1663000
4090,"Macao SAR, China",MAC,2025,1663000
4091,"Macao SAR, China",MAC,2026,1663000
4092,"Macao SAR, China",MAC,2027,1663000
4093,"Macao SAR, China",MAC,2028,1663000
4094,"Macao SAR, China",MAC,2029,1663000
4095,"Macao SAR, China",MAC,2030,1663000
4096,"Macao SAR, China",MAC,2031,1663000
4097,"Macao SAR, China",MAC,2032,1663000
4098,"Macao SAR, China",MAC,2033,1663000
4099,"Macao SAR, China",MAC,2034,1663000
4100,"Macao SAR, China",MAC,2035,1663000
4101,"Macao SAR, China",MAC,2036,1663000
4102,"Macao SAR, China",MAC,2037,1663000
4103,"Macao SAR, China",MAC,2038,1663000
4104,"Macao SAR, China",MAC,2039,1663000
4105,"Macao SAR, China",MAC,2040,1663000
4106,"Macao SAR, China",MAC,2041,1663000
4107,"Macao SAR, China",MAC,2042,1663000
4108,"Macao SAR, China",MAC,2043,1663000
4109,"Macao SAR, China",MAC,2044,1663000
4110,"Macao SAR, China",MAC,2045,1663000
4111,"Macao SAR, China",MAC,2046,1663000
4112,"Macao SAR, China",MAC,2047,1663000
4113,"Macao SAR, China",MAC,2048,1663000
4114,"Macao SAR, China",MAC,2049,1663000
4115,"Macao SAR, China",MAC,2050,1663000
4116,St. Martin (French part),MAF,2023,1663000
4117,St. Martin (French part),MAF,2024,1663000
4118,St. Martin (French part),MAF,2025,1663000
4119,St. Martin (French part),MAF,2026,1663000
4120,St. Martin (French part),MAF,2027,1663000
4121,St. Martin (French part),MAF,2028,1663000
4122,St. Martin (French part),MAF,2029,1663000
4123,St. Martin (French part),MAF,2030,1663000
4124,St. Martin (French part),MAF,2031,1663000
4125,St. Martin (French part),MAF,2032,1663000
4126,St. Martin (French part),MAF,2033,1663000
4127,St. Martin (French part),MAF,2034,1663000
4128,St. Martin (French part),MAF,2035,1663000
4129,St. Martin (French part),MAF,2036,1663000
4130,St. Martin (French part),MAF,2037,1663000
4131,St. Martin (French part),MAF,2038,1663000
4132,St. Martin (French part),MAF,2039,1663000
4133,St. Martin (French part),MAF,2040,1663000
4134,St. Martin (French part),MAF,2041,1663000
4135,St. Martin (French part),MAF,2042,1663000
4136,St. Martin (French part),MAF,2043,1663000
4137,St. Martin (French part),MAF,2044,1663000
4138,St. Martin (French part),MAF,2045,1663000
4139,St. Martin (French part),MAF,2046,1663000
4140,St. Martin (French part),MAF,2047,1663000
4141,St. Martin (French part),MAF,2048,1663000
4142,St. Martin (French part),MAF,2049,1663000
4143,St. Martin (French part),MAF,2050,1663000
4144,Morocco,MAR,2023,1663000
4145,Morocco,MAR,2024,1663000
4146,Morocco,MAR,2025,1663000
4147,Morocco,MAR,2026,1663000
4148,Morocco,MAR,2027,1663000
4149,Morocco,MAR,2028,1663000
4150,Morocco,MAR,2029,1663000
4151,Morocco,MAR,2030,1663000
4152,Morocco,MAR,2031,1663000
4153,Morocco,MAR,2032,1663000
4154,Morocco,MAR,2033,1663000
4155,Morocco,MAR,2034,1663000
4156,Morocco,MAR,2035,1663000
4157,Morocco,MAR,2036,1663000
4158,Morocco,MAR,2037,1663000
4159,Morocco,MAR,2038,1663000
4160,Morocco,MAR,2039,1663000
4161,Morocco,MAR,2040,1663000
4162,Morocco,MAR,2041,1663000
4163,Morocco,MAR,2042,1663000
4164,Morocco,MAR,2043,1663000
4165,Morocco,MAR,2044,1663000
4166,Morocco,MAR,2045,1663000
4167,Morocco,MAR,2046,1663000
4168,Morocco,MAR,2047,1663000
4169,Morocco,MAR,2048,1663000
4170,Morocco,MAR,2049,1663000
4171,Morocco,MAR,2050,1663000
4172,Monaco,MCO,2023,1663000
4173,Monaco,MCO,2024,1663000
4174,Monaco,MCO,2025,1663000
4175,Monaco,MCO,2026,1663000
4176,Monaco,MCO,2027,1663000
4177,Monaco,MCO,2028,1663000
4178,Monaco,MCO,2029,1663000
4179,Monaco,MCO,2030,1663000
4180,Monaco,MCO,2031,1663000
4181,Monaco,MCO,2032,1663000
4182,Monaco,MCO,2033,1663000
4183,Monaco,MCO,2034,1663000
4184,Monaco,MCO,2035,1663000
4185,Monaco,MCO,2036,1663000
4186,Monaco,MCO,2037,1663000
4187,Monaco,MCO,2038,1663000
4188,Monaco,MCO,2039,1663000
4189,Monaco,MCO,2040,1663000
4190,Monaco,MCO,2041,1663000
4191,Monaco,MCO,2042,1663000
4192,Monaco,MCO,2043,1663000
4193,Monaco,MCO,2044,1663000
4194,Monaco,MCO,2045,1663000
4195,Monaco,MCO,2046,1663000
4196,Monaco,MCO,2047,1663000
4197,Monaco,MCO,2048,1663000
4198,Monaco,MCO,2049,1663000
4199,Monaco,MCO,2050,1663000
4200,Moldova,MDA,2023,1663000
4201,Moldova,MDA,2024,1663000
4202,Moldova,MDA,2025,1663000
4203,Moldova,MDA,2026,1663000
4204,Moldova,MDA,2027,1663000
4205,Moldova,MDA,2028,1663000
4206,Moldova,MDA,2029,1663000
4207,Moldova,MDA,2030,1663000
4208,Moldova,MDA,2031,1663000
4209,Moldova,MDA,2032,1663000
4210,Moldova,MDA,2033,1663000
4211,Moldova,MDA,2034,1663000
4212,Moldova,MDA,2035,1663000
4213,Moldova,MDA,2036,1663000
4214,Moldova,MDA,2037,1663000
4215,Moldova,MDA,2038,1663000
4216,Moldova,MDA,2039,1663000
4217,Moldova,MDA,2040,1663000
4218,Moldova,MDA,2041,1663000
4219,Moldova,MDA,2042,1663000
4220,Moldova,MDA,2043,1663000
4221,Moldova,MDA,2044,1663000
4222,Moldova,MDA,2045,1663000
4223,Moldova,MDA,2046,1663000
4224,Moldova,MDA,2047,1663000
4225,Moldova,MDA,2048,1663000
4226,Moldova,MDA,2049,1663000
4227,Moldova,MDA,2050,1663000
4228,Madagascar,MDG,2023,1663000
4229,Madagascar,MDG,2024,1663000
4230,Madagascar,MDG,2025,1663000
4231,Madagascar,MDG,2026,1663000
4232,Madagascar,MDG,2027,1663000
4233,Madagascar,MDG,2028,1663000
4234,Madagascar,MDG,2029,1663000
4235,Madagascar,MDG,2030,1663000
4236,Madagascar,MDG,2031,1663000
4237,Madagascar,MDG,2032,1663000
4238,Madagascar,MDG,2033,1663000
4239,Madagascar,MDG,2034,1663000
4240,Madagascar,MDG,2035,1663000
4241,Madagascar,MDG,2036,1663000
4242,Madagascar,MDG,2037,1663000
4243,Madagascar,MDG,2038,1663000
4244,Madagascar,MDG,2039,1663000
4245,Madagascar,MDG,2040,1663000
4246,Madagascar,MDG,2041,1663000
4247,Madagascar,MDG,2042,1663000
4248,Madagascar,MDG,2043,1663000
4249,Madagascar,MDG,2044,1663000
4250,Madagascar,MDG,2045,1663000
4251,Madagascar,MDG,2046,1663000
4252,Madagascar,MDG,2047,1663000
4253,Madagascar,MDG,2048,1663000
4254,Madagascar,MDG,2049,1663000
4255,Madagascar,MDG,2050,1663000
4256,Maldives,MDV,2023,1663000
4257,Maldives,MDV,2024,1663000
4258,Maldives,MDV,2025,1663000
4259,Maldives,MDV,2026,1663000
4260,Maldives,MDV,2027,1663000
4261,Maldives,MDV,2028,1663000
4262,Maldives,MDV,2029,1663000
4263,Maldives,MDV,2030,1663000
4264,Maldives,MDV,2031,1663000
4265,Maldives,MDV,2032,1663000
4266,Maldives,MDV,2033,1663000
4267,Maldives,MDV,2034,1663000
4268,Maldives,MDV,2035,1663000
4269,Maldives,MDV,2036,1663000
4270,Maldives,MDV,2037,1663000
4271,Maldives,MDV,2038,1663000
4272,Maldives,MDV,2039,1663000
4273,Maldives,MDV,2040,1663000
4274,Maldives,MDV,2041,1663000
4275,Maldives,MDV,2042,1663000
4276,Maldives,MDV,2043,1663000
4277,Maldives,MDV,2044,1663000
4278,Maldives,MDV,2045,1663000
4279,Maldives,MDV,2046,1663000
4280,Maldives,MDV,2047,1663000
4281,Maldives,MDV,2048,1663000
4282,Maldives,MDV,2049,1663000
4283,Maldives,MDV,2050,1663000
4284,Middle East & North Africa,MEA,2023,1663000
4285,Middle East & North Africa,MEA,2024,1663000
4286,Middle East & North Africa,MEA,2025,1663000
4287,Middle East & North Africa,MEA,2026,1663000
4288,Middle East & North Africa,MEA,2027,1663000
4289,Middle East & North Africa,MEA,2028,1663000
4290,Middle East & North Africa,MEA,2029,1663000
4291,Middle East & North Africa,MEA,2030,1663000
4292,Middle East & North Africa,MEA,2031,1663000
4293,Middle East & North Africa,MEA,2032,1663000
4294,Middle East & North Africa,MEA,2033,1663000
4295,Middle East & North Africa,MEA,2034,1663000
4296,Middle East & North Africa,MEA,2035,1663000
4297,Middle East & North Africa,MEA,2036,1663000
4298,Middle East & North Africa,MEA,2037,1663000
4299,Middle East & North Africa,MEA,2038,1663000
4300,Middle East & North Africa,MEA,2039,1663000
4301,Middle East & North Africa,MEA,2040,1663000
4302,Middle East & North Africa,MEA,2041,1663000
4303,Middle East & North Africa,MEA,2042,1663000
4304,Middle East & North Africa,MEA,2043,1663000
4305,Middle East & North Africa,MEA,2044,1663000
4306,Middle East & North Africa,MEA,2045,1663000
4307,Middle East & North Africa,MEA,2046,1663000
4308,Middle East & North Africa,MEA,2047,1663000
4309,Middle East & North Africa,MEA,2048,1663000
4310,Middle East & North Africa,MEA,2049,1663000
4311,Middle East & North Africa,MEA,2050,1663000
4312,Mexico,MEX,2023,1663000
4313,Mexico,MEX,2024,1663000
4314,Mexico,MEX,2025,1663000
4315,Mexico,MEX,2026,1663000
4316,Mexico,MEX,2027,1663000
4317,Mexico,MEX,2028,1663000
4318,Mexico,MEX,2029,1663000
4319,Mexico,MEX,2030,1663000
4320,Mexico,MEX,2031,1663000
4321,Mexico,MEX,2032,1663000
4322,Mexico,MEX,2033,1663000
4323,Mexico,MEX,2034,1663000
4324,Mexico,MEX,2035,1663000
4325,Mexico,MEX,2036,1663000
4326,Mexico,MEX,2037,1663000
4327,Mexico,MEX,2038,1663000
4328,Mexico,MEX,2039,1663000
4329,Mexico,MEX,2040,1663000
4330,Mexico,MEX,2041,1663000
4331,Mexico,MEX,2042,1663000
4332,Mexico,MEX,2043,1663000
4333,Mexico,MEX,2044,1663000
4334,Mexico,MEX,2045,1663000
4335,Mexico,MEX,2046,1663000
4336,Mexico,MEX,2047,1663000
4337,Mexico,MEX,2048,1663000
4338,Mexico,MEX,2049,1663000
4339,Mexico,MEX,2050,1663000
4340,Marshall Islands,MHL,2023,1663000
4341,Marshall Islands,MHL,2024,1663000
4342,Marshall Islands,MHL,2025,1663000
4343,Marshall Islands,MHL,2026,1663000
4344,Marshall Islands,MHL,2027,1663000
4345,Marshall Islands,MHL,2028,1663000
4346,Marshall Islands,MHL,2029,1663000
4347,Marshall Islands,MHL,2030,1663000
4348,Marshall Islands,MHL,2031,1663000
4349,Marshall Islands,MHL,2032,1663000
4350,Marshall Islands,MHL,2033,1663000
4351,Marshall Islands,MHL,2034,1663000
4352,Marshall Islands,MHL,2035,1663000
4353,Marshall Islands,MHL,2036,1663000
4354,Marshall Islands,MHL,2037,1663000
4355,Marshall Islands,MHL,2038,1663000
4356,Marshall Islands,MHL,2039,1663000
4357,Marshall Islands,MHL,2040,1663000
4358,Marshall Islands,MHL,2041,1663000
4359,Marshall Islands,MHL,2042,1663000
4360,Marshall Islands,MHL,2043,1663000
4361,Marshall Islands,MHL,2044,1663000
4362,Marshall Islands,MHL,2045,1663000
4363,Marshall Islands,MHL,2046,1663000
4364,Marshall Islands,MHL,2047,1663000
4365,Marshall Islands,MHL,2048,1663000
4366,Marshall Islands,MHL,2049,1663000
4367,Marshall Islands,MHL,2050,1663000
4368,Middle income,MIC,2023,1663000
4369,Middle income,MIC,2024,1663000
4370,Middle income,MIC,2025,1663000
4371,Middle income,MIC,2026,1663000
4372,Middle income,MIC,2027,1663000
4373,Middle income,MIC,2028,1663000
4374,Middle income,MIC,2029,1663000
4375,Middle income,MIC,2030,1663000
4376,Middle income,MIC,2031,1663000
4377,Middle income,MIC,2032,1663000
4378,Middle income,MIC,2033,1663000
4379,Middle income,MIC,2034,1663000
4380,Middle income,MIC,2035,1663000
4381,Middle income,MIC,2036,1663000
4382,Middle income,MIC,2037,1663000
4383,Middle income,MIC,2038,1663000
4384,Middle income,MIC,2039,1663000
4385,Middle income,MIC,2040,1663000
4386,Middle income,MIC,2041,1663000
4387,Middle income,MIC,2042,1663000
4388,Middle income,MIC,2043,1663000
4389,Middle income,MIC,2044,1663000
4390,Middle income,MIC,2045,1663000
4391,Middle income,MIC,2046,1663000
4392,Middle income,MIC,2047,1663000
4393,Middle income,MIC,2048,1663000
4394,Middle income,MIC,2049,1663000
4395,Middle income,MIC,2050,1663000
4396,North Macedonia,MKD,2023,1663000
4397,North Macedonia,MKD,2024,1663000
4398,North Macedonia,MKD,2025,1663000
4399,North Macedonia,MKD,2026,1663000
4400,North Macedonia,MKD,2027,1663000
4401,North Macedonia,MKD,2028,1663000
4402,North Macedonia,MKD,2029,1663000
4403,North Macedonia,MKD,2030,1663000
4404,North Macedonia,MKD,2031,1663000
4405,North Macedonia,MKD,2032,1663000
4406,North Macedonia,MKD,2033,1663000
4407,North Macedonia,MKD,2034,1663000
4408,North Macedonia,MKD,2035,1663000
4409,North Macedonia,MKD,2036,1663000
4410,North Macedonia,MKD,2037,1663000
4411,North Macedonia,MKD,2038,1663000
4412,North Macedonia,MKD,2039,1663000
4413,North Macedonia,MKD,2040,1663000
4414,North Macedonia,MKD,2041,1663000
4415,North Macedonia,MKD,2042,1663000
4416,North Macedonia,MKD,2043,1663000
4417,North Macedonia,MKD,2044,1663000
4418,North Macedonia,MKD,2045,1663000
4419,North Macedonia,MKD,2046,1663000
4420,North Macedonia,MKD,2047,1663000
4421,North Macedonia,MKD,2048,1663000
4422,North Macedonia,MKD,2049,1663000
4423,North Macedonia,MKD,2050,1663000
4424,Mali,MLI,2023,1663000
4425,Mali,MLI,2024,1663000
4426,Mali,MLI,2025,1663000
4427,Mali,MLI,2026,1663000
4428,Mali,MLI,2027,1663000
4429,Mali,MLI,2028,1663000
4430,Mali,MLI,2029,1663000
4431,Mali,MLI,2030,1663000
4432,Mali,MLI,2031,1663000
4433,Mali,MLI,2032,1663000
4434,Mali,MLI,2033,1663000
4435,Mali,MLI,2034,1663000
4436,Mali,MLI,2035,1663000
4437,Mali,MLI,2036,1663000
4438,Mali,MLI,2037,1663000
4439,Mali,MLI,2038,1663000
4440,Mali,MLI,2039,1663000
4441,Mali,MLI,2040,1663000
4442,Mali,MLI,2041,1663000
4443,Mali,MLI,2042,1663000
4444,Mali,MLI,2043,1663000
4445,Mali,MLI,2044,1663000
4446,Mali,MLI,2045,1663000
4447,Mali,MLI,2046,1663000
4448,Mali,MLI,2047,1663000
4449,Mali,MLI,2048,1663000
4450,Mali,MLI,2049,1663000
4451,Mali,MLI,2050,1663000
