Year,iso_code3,cost_enfu_fuel_furnace_gas_usd_per_m3
2016,SVN,13725.64626
2017,SVN,13725.64626
2018,SVN,13725.64626
2019,SVN,13725.64626
2020,SVN,13725.64626
2015,SWE,13725.64626
2016,SWE,13725.64626
2017,SWE,13725.64626
2018,SWE,13725.64626
2019,SWE,13725.64626
2020,SWE,13725.64626
2015,SWZ,13725.64626
2016,SWZ,13725.64626
2017,SWZ,13725.64626
2018,SWZ,13725.64626
2019,SWZ,13725.64626
2020,SWZ,13725.64626
2015,SXM,13725.64626
2016,SXM,13725.64626
2017,SXM,13725.64626
2018,SXM,13725.64626
2019,SXM,13725.64626
2020,SXM,13725.64626
2015,SYC,13725.64626
2016,SYC,13725.64626
2017,SYC,13725.64626
2018,SYC,13725.64626
2019,SYC,13725.64626
2020,SYC,13725.64626
2015,SYR,13725.64626
2016,SYR,13725.64626
2017,SYR,13725.64626
2018,SYR,13725.64626
2019,SYR,13725.64626
2020,SYR,13725.64626
2015,TCA,13725.64626
2016,TCA,13725.64626
2017,TCA,13725.64626
2018,TCA,13725.64626
2019,TCA,13725.64626
2020,TCA,13725.64626
2015,TCD,13725.64626
2016,TCD,13725.64626
2017,TCD,13725.64626
2018,TCD,13725.64626
2019,TCD,13725.64626
2020,TCD,13725.64626
2015,TGO,13725.64626
2016,TGO,13725.64626
2017,TGO,13725.64626
2018,TGO,13725.64626
2019,TGO,13725.64626
2020,TGO,13725.64626
2015,THA,13725.64626
2016,THA,13725.64626
2017,THA,13725.64626
2018,THA,13725.64626
2019,THA,13725.64626
2020,THA,13725.64626
2015,TJK,13725.64626
2016,TJK,13725.64626
2017,TJK,13725.64626
2018,TJK,13725.64626
2019,TJK,13725.64626
2020,TJK,13725.64626
2015,TKM,13725.64626
2016,TKM,13725.64626
2017,TKM,13725.64626
2018,TKM,13725.64626
2019,TKM,13725.64626
2020,TKM,13725.64626
2015,TLS,13725.64626
2016,TLS,13725.64626
2017,TLS,13725.64626
2018,TLS,13725.64626
2019,TLS,13725.64626
2020,TLS,13725.64626
2015,TON,13725.64626
2016,TON,13725.64626
2017,TON,13725.64626
2018,TON,13725.64626
2019,TON,13725.64626
2020,TON,13725.64626
2015,TTO,13725.64626
2016,TTO,13725.64626
2017,TTO,13725.64626
2018,TTO,13725.64626
2019,TTO,13725.64626
2020,TTO,13725.64626
2015,TUN,13725.64626
2016,TUN,13725.64626
2017,TUN,13725.64626
2018,TUN,13725.64626
2019,TUN,13725.64626
2020,TUN,13725.64626
2015,TUR,13725.64626
2016,TUR,13725.64626
2017,TUR,13725.64626
2018,TUR,13725.64626
2019,TUR,13725.64626
2020,TUR,13725.64626
2015,TUV,13725.64626
2016,TUV,13725.64626
2017,TUV,13725.64626
2018,TUV,13725.64626
2019,TUV,13725.64626
2020,TUV,13725.64626
2015,TZA,13725.64626
2016,TZA,13725.64626
2017,TZA,13725.64626
2018,TZA,13725.64626
2019,TZA,13725.64626
2020,TZA,13725.64626
2015,UGA,13725.64626
2016,UGA,13725.64626
2017,UGA,13725.64626
2018,UGA,13725.64626
2019,UGA,13725.64626
2020,UGA,13725.64626
2015,UKR,13725.64626
2016,UKR,13725.64626
2017,UKR,13725.64626
2018,UKR,13725.64626
2019,UKR,13725.64626
2020,UKR,13725.64626
2015,URY,13725.64626
2016,URY,13725.64626
2017,URY,13725.64626
2018,URY,13725.64626
2019,URY,13725.64626
2020,URY,13725.64626
2015,USA,13725.64626
2016,USA,13725.64626
2017,USA,13725.64626
2018,USA,13725.64626
2019,USA,13725.64626
2020,USA,13725.64626
2015,UZB,13725.64626
2016,UZB,13725.64626
2017,UZB,13725.64626
2018,UZB,13725.64626
2019,UZB,13725.64626
2020,UZB,13725.64626
2015,VCT,13725.64626
2016,VCT,13725.64626
2017,VCT,13725.64626
2018,VCT,13725.64626
2019,VCT,13725.64626
2020,VCT,13725.64626
2015,VEN,13725.64626
2016,VEN,13725.64626
2017,VEN,13725.64626
2018,VEN,13725.64626
2019,VEN,13725.64626
2020,VEN,13725.64626
2015,VGB,13725.64626
2016,VGB,13725.64626
2017,VGB,13725.64626
2018,VGB,13725.64626
2019,VGB,13725.64626
2020,VGB,13725.64626
2015,VIR,13725.64626
2016,VIR,13725.64626
2017,VIR,13725.64626
2018,VIR,13725.64626
2019,VIR,13725.64626
2020,VIR,13725.64626
2015,VNM,13725.64626
2016,VNM,13725.64626
2017,VNM,13725.64626
2018,VNM,13725.64626
2019,VNM,13725.64626
2020,VNM,13725.64626
2015,VUT,13725.64626
2016,VUT,13725.64626
2017,VUT,13725.64626
2018,VUT,13725.64626
2019,VUT,13725.64626
2020,VUT,13725.64626
2015,WSM,13725.64626
2016,WSM,13725.64626
2017,WSM,13725.64626
2018,WSM,13725.64626
2019,WSM,13725.64626
2020,WSM,13725.64626
2015,XKX,13725.64626
2016,XKX,13725.64626
2017,XKX,13725.64626
2018,XKX,13725.64626
2019,XKX,13725.64626
2020,XKX,13725.64626
2015,YEM,13725.64626
2016,YEM,13725.64626
2017,YEM,13725.64626
2018,YEM,13725.64626
2019,YEM,13725.64626
2020,YEM,13725.64626
2015,ZAF,13725.64626
2016,ZAF,13725.64626
2017,ZAF,13725.64626
2018,ZAF,13725.64626
2019,ZAF,13725.64626
2020,ZAF,13725.64626
2015,ZMB,13725.64626
2016,ZMB,13725.64626
2017,ZMB,13725.64626
2018,ZMB,13725.64626
2019,ZMB,13725.64626
2020,ZMB,13725.64626
2015,ZWE,13725.64626
2016,ZWE,13725.64626
2017,ZWE,13725.64626
2018,ZWE,13725.64626
2019,ZWE,13725.64626
2020,ZWE,13725.64626
