iso_code3,Nation,pop_lvst_initial_horses,Year
"China, Taiwan Province of","China, Taiwan Province of",871,2045
"China, Taiwan Province of","China, Taiwan Province of",871,2046
"China, Taiwan Province of","China, Taiwan Province of",871,2047
"China, Taiwan Province of","China, Taiwan Province of",871,2048
"China, Taiwan Province of","China, Taiwan Province of",871,2049
"China, Taiwan Province of","China, Taiwan Province of",871,2050
COL,Colombia,1575512,2023
COL,Colombia,1575512,2024
COL,Colombia,1575512,2025
COL,Colombia,1575512,2026
COL,Colombia,1575512,2027
COL,Colombia,1575512,2028
COL,Colombia,1575512,2029
COL,Colombia,1575512,2030
COL,Colombia,1575512,2031
COL,Colombia,1575512,2032
COL,Colombia,1575512,2033
COL,Colombia,1575512,2034
COL,Colombia,1575512,2035
COL,Colombia,1575512,2036
COL,Colombia,1575512,2037
COL,Colombia,1575512,2038
COL,Colombia,1575512,2039
COL,Colombia,1575512,2040
COL,Colombia,1575512,2041
COL,Colombia,1575512,2042
COL,Colombia,1575512,2043
COL,Colombia,1575512,2044
COL,Colombia,1575512,2045
COL,Colombia,1575512,2046
COL,Colombia,1575512,2047
COL,Colombia,1575512,2048
COL,Colombia,1575512,2049
COL,Colombia,1575512,2050
COG,Congo,80,2023
COG,Congo,80,2024
COG,Congo,80,2025
COG,Congo,80,2026
COG,Congo,80,2027
COG,Congo,80,2028
COG,Congo,80,2029
COG,Congo,80,2030
COG,Congo,80,2031
COG,Congo,80,2032
COG,Congo,80,2033
COG,Congo,80,2034
COG,Congo,80,2035
COG,Congo,80,2036
COG,Congo,80,2037
COG,Congo,80,2038
COG,Congo,80,2039
COG,Congo,80,2040
COG,Congo,80,2041
COG,Congo,80,2042
COG,Congo,80,2043
COG,Congo,80,2044
COG,Congo,80,2045
COG,Congo,80,2046
COG,Congo,80,2047
COG,Congo,80,2048
COG,Congo,80,2049
COG,Congo,80,2050
COK,Cook Islands,302,2023
COK,Cook Islands,302,2024
COK,Cook Islands,302,2025
COK,Cook Islands,302,2026
COK,Cook Islands,302,2027
COK,Cook Islands,302,2028
COK,Cook Islands,302,2029
COK,Cook Islands,302,2030
COK,Cook Islands,302,2031
COK,Cook Islands,302,2032
COK,Cook Islands,302,2033
COK,Cook Islands,302,2034
COK,Cook Islands,302,2035
COK,Cook Islands,302,2036
COK,Cook Islands,302,2037
COK,Cook Islands,302,2038
COK,Cook Islands,302,2039
COK,Cook Islands,302,2040
COK,Cook Islands,302,2041
COK,Cook Islands,302,2042
COK,Cook Islands,302,2043
COK,Cook Islands,302,2044
COK,Cook Islands,302,2045
COK,Cook Islands,302,2046
COK,Cook Islands,302,2047
COK,Cook Islands,302,2048
COK,Cook Islands,302,2049
COK,Cook Islands,302,2050
CRI,Costa Rica,117635,2023
CRI,Costa Rica,117635,2024
CRI,Costa Rica,117635,2025
CRI,Costa Rica,117635,2026
CRI,Costa Rica,117635,2027
CRI,Costa Rica,117635,2028
CRI,Costa Rica,117635,2029
CRI,Costa Rica,117635,2030
CRI,Costa Rica,117635,2031
CRI,Costa Rica,117635,2032
CRI,Costa Rica,117635,2033
CRI,Costa Rica,117635,2034
CRI,Costa Rica,117635,2035
CRI,Costa Rica,117635,2036
CRI,Costa Rica,117635,2037
CRI,Costa Rica,117635,2038
CRI,Costa Rica,117635,2039
CRI,Costa Rica,117635,2040
CRI,Costa Rica,117635,2041
CRI,Costa Rica,117635,2042
CRI,Costa Rica,117635,2043
CRI,Costa Rica,117635,2044
CRI,Costa Rica,117635,2045
CRI,Costa Rica,117635,2046
CRI,Costa Rica,117635,2047
CRI,Costa Rica,117635,2048
CRI,Costa Rica,117635,2049
CRI,Costa Rica,117635,2050
CUB,Cuba,907800,2023
CUB,Cuba,907800,2024
CUB,Cuba,907800,2025
CUB,Cuba,907800,2026
CUB,Cuba,907800,2027
CUB,Cuba,907800,2028
CUB,Cuba,907800,2029
CUB,Cuba,907800,2030
CUB,Cuba,907800,2031
CUB,Cuba,907800,2032
CUB,Cuba,907800,2033
CUB,Cuba,907800,2034
CUB,Cuba,907800,2035
CUB,Cuba,907800,2036
CUB,Cuba,907800,2037
CUB,Cuba,907800,2038
CUB,Cuba,907800,2039
CUB,Cuba,907800,2040
CUB,Cuba,907800,2041
CUB,Cuba,907800,2042
CUB,Cuba,907800,2043
CUB,Cuba,907800,2044
CUB,Cuba,907800,2045
CUB,Cuba,907800,2046
CUB,Cuba,907800,2047
CUB,Cuba,907800,2048
CUB,Cuba,907800,2049
CUB,Cuba,907800,2050
CZE,Czechia,37087,2023
CZE,Czechia,37087,2024
CZE,Czechia,37087,2025
CZE,Czechia,37087,2026
CZE,Czechia,37087,2027
CZE,Czechia,37087,2028
CZE,Czechia,37087,2029
CZE,Czechia,37087,2030
CZE,Czechia,37087,2031
CZE,Czechia,37087,2032
CZE,Czechia,37087,2033
CZE,Czechia,37087,2034
CZE,Czechia,37087,2035
CZE,Czechia,37087,2036
CZE,Czechia,37087,2037
CZE,Czechia,37087,2038
CZE,Czechia,37087,2039
CZE,Czechia,37087,2040
CZE,Czechia,37087,2041
CZE,Czechia,37087,2042
CZE,Czechia,37087,2043
CZE,Czechia,37087,2044
CZE,Czechia,37087,2045
CZE,Czechia,37087,2046
CZE,Czechia,37087,2047
CZE,Czechia,37087,2048
CZE,Czechia,37087,2049
CZE,Czechia,37087,2050
PRK,Democratic People's Republic of Korea,48387,2023
PRK,Democratic People's Republic of Korea,48387,2024
PRK,Democratic People's Republic of Korea,48387,2025
PRK,Democratic People's Republic of Korea,48387,2026
PRK,Democratic People's Republic of Korea,48387,2027
PRK,Democratic People's Republic of Korea,48387,2028
PRK,Democratic People's Republic of Korea,48387,2029
PRK,Democratic People's Republic of Korea,48387,2030
PRK,Democratic People's Republic of Korea,48387,2031
PRK,Democratic People's Republic of Korea,48387,2032
PRK,Democratic People's Republic of Korea,48387,2033
PRK,Democratic People's Republic of Korea,48387,2034
PRK,Democratic People's Republic of Korea,48387,2035
PRK,Democratic People's Republic of Korea,48387,2036
PRK,Democratic People's Republic of Korea,48387,2037
PRK,Democratic People's Republic of Korea,48387,2038
PRK,Democratic People's Republic of Korea,48387,2039
PRK,Democratic People's Republic of Korea,48387,2040
PRK,Democratic People's Republic of Korea,48387,2041
PRK,Democratic People's Republic of Korea,48387,2042
PRK,Democratic People's Republic of Korea,48387,2043
PRK,Democratic People's Republic of Korea,48387,2044
PRK,Democratic People's Republic of Korea,48387,2045
PRK,Democratic People's Republic of Korea,48387,2046
PRK,Democratic People's Republic of Korea,48387,2047
PRK,Democratic People's Republic of Korea,48387,2048
PRK,Democratic People's Republic of Korea,48387,2049
PRK,Democratic People's Republic of Korea,48387,2050
COD,Democratic Republic of the Congo,0,2023
COD,Democratic Republic of the Congo,0,2024
COD,Democratic Republic of the Congo,0,2025
COD,Democratic Republic of the Congo,0,2026
COD,Democratic Republic of the Congo,0,2027
COD,Democratic Republic of the Congo,0,2028
COD,Democratic Republic of the Congo,0,2029
COD,Democratic Republic of the Congo,0,2030
COD,Democratic Republic of the Congo,0,2031
COD,Democratic Republic of the Congo,0,2032
COD,Democratic Republic of the Congo,0,2033
COD,Democratic Republic of the Congo,0,2034
COD,Democratic Republic of the Congo,0,2035
COD,Democratic Republic of the Congo,0,2036
COD,Democratic Republic of the Congo,0,2037
COD,Democratic Republic of the Congo,0,2038
COD,Democratic Republic of the Congo,0,2039
COD,Democratic Republic of the Congo,0,2040
COD,Democratic Republic of the Congo,0,2041
COD,Democratic Republic of the Congo,0,2042
COD,Democratic Republic of the Congo,0,2043
COD,Democratic Republic of the Congo,0,2044
COD,Democratic Republic of the Congo,0,2045
COD,Democratic Republic of the Congo,0,2046
COD,Democratic Republic of the Congo,0,2047
COD,Democratic Republic of the Congo,0,2048
COD,Democratic Republic of the Congo,0,2049
COD,Democratic Republic of the Congo,0,2050
DNK,Denmark,46012,2023
DNK,Denmark,46012,2024
DNK,Denmark,46012,2025
DNK,Denmark,46012,2026
DNK,Denmark,46012,2027
DNK,Denmark,46012,2028
DNK,Denmark,46012,2029
DNK,Denmark,46012,2030
DNK,Denmark,46012,2031
DNK,Denmark,46012,2032
DNK,Denmark,46012,2033
DNK,Denmark,46012,2034
DNK,Denmark,46012,2035
DNK,Denmark,46012,2036
DNK,Denmark,46012,2037
DNK,Denmark,46012,2038
DNK,Denmark,46012,2039
DNK,Denmark,46012,2040
DNK,Denmark,46012,2041
DNK,Denmark,46012,2042
DNK,Denmark,46012,2043
DNK,Denmark,46012,2044
DNK,Denmark,46012,2045
DNK,Denmark,46012,2046
DNK,Denmark,46012,2047
DNK,Denmark,46012,2048
DNK,Denmark,46012,2049
DNK,Denmark,46012,2050
DOM,Dominican Republic,364953,2023
DOM,Dominican Republic,364953,2024
DOM,Dominican Republic,364953,2025
DOM,Dominican Republic,364953,2026
DOM,Dominican Republic,364953,2027
DOM,Dominican Republic,364953,2028
DOM,Dominican Republic,364953,2029
DOM,Dominican Republic,364953,2030
DOM,Dominican Republic,364953,2031
DOM,Dominican Republic,364953,2032
DOM,Dominican Republic,364953,2033
DOM,Dominican Republic,364953,2034
DOM,Dominican Republic,364953,2035
DOM,Dominican Republic,364953,2036
DOM,Dominican Republic,364953,2037
DOM,Dominican Republic,364953,2038
DOM,Dominican Republic,364953,2039
DOM,Dominican Republic,364953,2040
DOM,Dominican Republic,364953,2041
DOM,Dominican Republic,364953,2042
DOM,Dominican Republic,364953,2043
DOM,Dominican Republic,364953,2044
DOM,Dominican Republic,364953,2045
DOM,Dominican Republic,364953,2046
DOM,Dominican Republic,364953,2047
DOM,Dominican Republic,364953,2048
DOM,Dominican Republic,364953,2049
DOM,Dominican Republic,364953,2050
ECU,Ecuador,155407,2023
ECU,Ecuador,155407,2024
ECU,Ecuador,155407,2025
ECU,Ecuador,155407,2026
ECU,Ecuador,155407,2027
ECU,Ecuador,155407,2028
ECU,Ecuador,155407,2029
ECU,Ecuador,155407,2030
ECU,Ecuador,155407,2031
ECU,Ecuador,155407,2032
ECU,Ecuador,155407,2033
ECU,Ecuador,155407,2034
ECU,Ecuador,155407,2035
ECU,Ecuador,155407,2036
ECU,Ecuador,155407,2037
ECU,Ecuador,155407,2038
ECU,Ecuador,155407,2039
ECU,Ecuador,155407,2040
ECU,Ecuador,155407,2041
ECU,Ecuador,155407,2042
ECU,Ecuador,155407,2043
ECU,Ecuador,155407,2044
ECU,Ecuador,155407,2045
ECU,Ecuador,155407,2046
ECU,Ecuador,155407,2047
ECU,Ecuador,155407,2048
ECU,Ecuador,155407,2049
ECU,Ecuador,155407,2050
EGY,Egypt,85309,2023
EGY,Egypt,85309,2024
EGY,Egypt,85309,2025
EGY,Egypt,85309,2026
EGY,Egypt,85309,2027
EGY,Egypt,85309,2028
EGY,Egypt,85309,2029
EGY,Egypt,85309,2030
EGY,Egypt,85309,2031
EGY,Egypt,85309,2032
EGY,Egypt,85309,2033
EGY,Egypt,85309,2034
EGY,Egypt,85309,2035
EGY,Egypt,85309,2036
EGY,Egypt,85309,2037
EGY,Egypt,85309,2038
EGY,Egypt,85309,2039
EGY,Egypt,85309,2040
EGY,Egypt,85309,2041
EGY,Egypt,85309,2042
EGY,Egypt,85309,2043
EGY,Egypt,85309,2044
EGY,Egypt,85309,2045
EGY,Egypt,85309,2046
EGY,Egypt,85309,2047
EGY,Egypt,85309,2048
EGY,Egypt,85309,2049
EGY,Egypt,85309,2050
SLV,El Salvador,98683,2023
SLV,El Salvador,98683,2024
SLV,El Salvador,98683,2025
SLV,El Salvador,98683,2026
SLV,El Salvador,98683,2027
SLV,El Salvador,98683,2028
SLV,El Salvador,98683,2029
SLV,El Salvador,98683,2030
SLV,El Salvador,98683,2031
SLV,El Salvador,98683,2032
SLV,El Salvador,98683,2033
SLV,El Salvador,98683,2034
SLV,El Salvador,98683,2035
SLV,El Salvador,98683,2036
SLV,El Salvador,98683,2037
SLV,El Salvador,98683,2038
SLV,El Salvador,98683,2039
SLV,El Salvador,98683,2040
SLV,El Salvador,98683,2041
SLV,El Salvador,98683,2042
SLV,El Salvador,98683,2043
SLV,El Salvador,98683,2044
SLV,El Salvador,98683,2045
SLV,El Salvador,98683,2046
SLV,El Salvador,98683,2047
SLV,El Salvador,98683,2048
SLV,El Salvador,98683,2049
SLV,El Salvador,98683,2050
SWZ,Eswatini,1768,2023
SWZ,Eswatini,1768,2024
SWZ,Eswatini,1768,2025
SWZ,Eswatini,1768,2026
SWZ,Eswatini,1768,2027
SWZ,Eswatini,1768,2028
SWZ,Eswatini,1768,2029
SWZ,Eswatini,1768,2030
SWZ,Eswatini,1768,2031
SWZ,Eswatini,1768,2032
SWZ,Eswatini,1768,2033
SWZ,Eswatini,1768,2034
SWZ,Eswatini,1768,2035
SWZ,Eswatini,1768,2036
SWZ,Eswatini,1768,2037
SWZ,Eswatini,1768,2038
SWZ,Eswatini,1768,2039
SWZ,Eswatini,1768,2040
SWZ,Eswatini,1768,2041
SWZ,Eswatini,1768,2042
SWZ,Eswatini,1768,2043
SWZ,Eswatini,1768,2044
SWZ,Eswatini,1768,2045
SWZ,Eswatini,1768,2046
SWZ,Eswatini,1768,2047
SWZ,Eswatini,1768,2048
SWZ,Eswatini,1768,2049
SWZ,Eswatini,1768,2050
ETH,Ethiopia,2169657,2023
ETH,Ethiopia,2169657,2024
ETH,Ethiopia,2169657,2025
ETH,Ethiopia,2169657,2026
ETH,Ethiopia,2169657,2027
ETH,Ethiopia,2169657,2028
ETH,Ethiopia,2169657,2029
ETH,Ethiopia,2169657,2030
ETH,Ethiopia,2169657,2031
ETH,Ethiopia,2169657,2032
ETH,Ethiopia,2169657,2033
ETH,Ethiopia,2169657,2034
ETH,Ethiopia,2169657,2035
ETH,Ethiopia,2169657,2036
ETH,Ethiopia,2169657,2037
ETH,Ethiopia,2169657,2038
ETH,Ethiopia,2169657,2039
ETH,Ethiopia,2169657,2040
ETH,Ethiopia,2169657,2041
ETH,Ethiopia,2169657,2042
ETH,Ethiopia,2169657,2043
ETH,Ethiopia,2169657,2044
ETH,Ethiopia,2169657,2045
ETH,Ethiopia,2169657,2046
ETH,Ethiopia,2169657,2047
ETH,Ethiopia,2169657,2048
ETH,Ethiopia,2169657,2049
ETH,Ethiopia,2169657,2050
FJI,Fiji,47732,2023
FJI,Fiji,47732,2024
FJI,Fiji,47732,2025
FJI,Fiji,47732,2026
FJI,Fiji,47732,2027
FJI,Fiji,47732,2028
FJI,Fiji,47732,2029
FJI,Fiji,47732,2030
FJI,Fiji,47732,2031
FJI,Fiji,47732,2032
FJI,Fiji,47732,2033
FJI,Fiji,47732,2034
FJI,Fiji,47732,2035
FJI,Fiji,47732,2036
FJI,Fiji,47732,2037
FJI,Fiji,47732,2038
FJI,Fiji,47732,2039
FJI,Fiji,47732,2040
FJI,Fiji,47732,2041
FJI,Fiji,47732,2042
FJI,Fiji,47732,2043
FJI,Fiji,47732,2044
FJI,Fiji,47732,2045
FJI,Fiji,47732,2046
FJI,Fiji,47732,2047
FJI,Fiji,47732,2048
FJI,Fiji,47732,2049
FJI,Fiji,47732,2050
FRA,France,289607,2023
FRA,France,289607,2024
FRA,France,289607,2025
FRA,France,289607,2026
FRA,France,289607,2027
FRA,France,289607,2028
FRA,France,289607,2029
FRA,France,289607,2030
FRA,France,289607,2031
FRA,France,289607,2032
FRA,France,289607,2033
FRA,France,289607,2034
FRA,France,289607,2035
FRA,France,289607,2036
FRA,France,289607,2037
FRA,France,289607,2038
FRA,France,289607,2039
FRA,France,289607,2040
FRA,France,289607,2041
FRA,France,289607,2042
FRA,France,289607,2043
FRA,France,289607,2044
FRA,France,289607,2045
FRA,France,289607,2046
FRA,France,289607,2047
FRA,France,289607,2048
FRA,France,289607,2049
FRA,France,289607,2050
PYF,French Polynesia,2200,2023
PYF,French Polynesia,2200,2024
PYF,French Polynesia,2200,2025
PYF,French Polynesia,2200,2026
PYF,French Polynesia,2200,2027
PYF,French Polynesia,2200,2028
PYF,French Polynesia,2200,2029
PYF,French Polynesia,2200,2030
PYF,French Polynesia,2200,2031
PYF,French Polynesia,2200,2032
PYF,French Polynesia,2200,2033
PYF,French Polynesia,2200,2034
PYF,French Polynesia,2200,2035
PYF,French Polynesia,2200,2036
PYF,French Polynesia,2200,2037
PYF,French Polynesia,2200,2038
PYF,French Polynesia,2200,2039
PYF,French Polynesia,2200,2040
PYF,French Polynesia,2200,2041
PYF,French Polynesia,2200,2042
PYF,French Polynesia,2200,2043
PYF,French Polynesia,2200,2044
PYF,French Polynesia,2200,2045
PYF,French Polynesia,2200,2046
PYF,French Polynesia,2200,2047
PYF,French Polynesia,2200,2048
PYF,French Polynesia,2200,2049
PYF,French Polynesia,2200,2050
GMB,Gambia,23961,2023
GMB,Gambia,23961,2024
GMB,Gambia,23961,2025
GMB,Gambia,23961,2026
GMB,Gambia,23961,2027
GMB,Gambia,23961,2028
GMB,Gambia,23961,2029
GMB,Gambia,23961,2030
GMB,Gambia,23961,2031
GMB,Gambia,23961,2032
GMB,Gambia,23961,2033
GMB,Gambia,23961,2034
GMB,Gambia,23961,2035
GMB,Gambia,23961,2036
GMB,Gambia,23961,2037
GMB,Gambia,23961,2038
GMB,Gambia,23961,2039
GMB,Gambia,23961,2040
GMB,Gambia,23961,2041
GMB,Gambia,23961,2042
GMB,Gambia,23961,2043
GMB,Gambia,23961,2044
GMB,Gambia,23961,2045
GMB,Gambia,23961,2046
GMB,Gambia,23961,2047
GMB,Gambia,23961,2048
GMB,Gambia,23961,2049
GMB,Gambia,23961,2050
GEO,Georgia,40349,2023
GEO,Georgia,40349,2024
GEO,Georgia,40349,2025
GEO,Georgia,40349,2026
GEO,Georgia,40349,2027
GEO,Georgia,40349,2028
GEO,Georgia,40349,2029
GEO,Georgia,40349,2030
GEO,Georgia,40349,2031
GEO,Georgia,40349,2032
GEO,Georgia,40349,2033
GEO,Georgia,40349,2034
GEO,Georgia,40349,2035
GEO,Georgia,40349,2036
GEO,Georgia,40349,2037
GEO,Georgia,40349,2038
GEO,Georgia,40349,2039
GEO,Georgia,40349,2040
GEO,Georgia,40349,2041
GEO,Georgia,40349,2042
GEO,Georgia,40349,2043
GEO,Georgia,40349,2044
GEO,Georgia,40349,2045
GEO,Georgia,40349,2046
GEO,Georgia,40349,2047
GEO,Georgia,40349,2048
GEO,Georgia,40349,2049
GEO,Georgia,40349,2050
GHA,Ghana,3352,2023
GHA,Ghana,3352,2024
GHA,Ghana,3352,2025
GHA,Ghana,3352,2026
GHA,Ghana,3352,2027
GHA,Ghana,3352,2028
GHA,Ghana,3352,2029
GHA,Ghana,3352,2030
GHA,Ghana,3352,2031
GHA,Ghana,3352,2032
GHA,Ghana,3352,2033
GHA,Ghana,3352,2034
GHA,Ghana,3352,2035
GHA,Ghana,3352,2036
GHA,Ghana,3352,2037
GHA,Ghana,3352,2038
GHA,Ghana,3352,2039
GHA,Ghana,3352,2040
GHA,Ghana,3352,2041
GHA,Ghana,3352,2042
GHA,Ghana,3352,2043
GHA,Ghana,3352,2044
GHA,Ghana,3352,2045
GHA,Ghana,3352,2046
GHA,Ghana,3352,2047
GHA,Ghana,3352,2048
GHA,Ghana,3352,2049
GHA,Ghana,3352,2050
GRD,Grenada,30,2023
GRD,Grenada,30,2024
GRD,Grenada,30,2025
GRD,Grenada,30,2026
GRD,Grenada,30,2027
GRD,Grenada,30,2028
GRD,Grenada,30,2029
GRD,Grenada,30,2030
GRD,Grenada,30,2031
GRD,Grenada,30,2032
GRD,Grenada,30,2033
GRD,Grenada,30,2034
GRD,Grenada,30,2035
GRD,Grenada,30,2036
GRD,Grenada,30,2037
GRD,Grenada,30,2038
GRD,Grenada,30,2039
GRD,Grenada,30,2040
GRD,Grenada,30,2041
GRD,Grenada,30,2042
GRD,Grenada,30,2043
GRD,Grenada,30,2044
GRD,Grenada,30,2045
GRD,Grenada,30,2046
GRD,Grenada,30,2047
GRD,Grenada,30,2048
GRD,Grenada,30,2049
GRD,Grenada,30,2050
GTM,Guatemala,133460,2023
GTM,Guatemala,133460,2024
GTM,Guatemala,133460,2025
GTM,Guatemala,133460,2026
GTM,Guatemala,133460,2027
GTM,Guatemala,133460,2028
GTM,Guatemala,133460,2029
GTM,Guatemala,133460,2030
GTM,Guatemala,133460,2031
GTM,Guatemala,133460,2032
GTM,Guatemala,133460,2033
GTM,Guatemala,133460,2034
GTM,Guatemala,133460,2035
GTM,Guatemala,133460,2036
GTM,Guatemala,133460,2037
GTM,Guatemala,133460,2038
GTM,Guatemala,133460,2039
GTM,Guatemala,133460,2040
GTM,Guatemala,133460,2041
GTM,Guatemala,133460,2042
GTM,Guatemala,133460,2043
GTM,Guatemala,133460,2044
GTM,Guatemala,133460,2045
GTM,Guatemala,133460,2046
GTM,Guatemala,133460,2047
GTM,Guatemala,133460,2048
GTM,Guatemala,133460,2049
GTM,Guatemala,133460,2050
GIN,Guinea,3601,2023
GIN,Guinea,3601,2024
GIN,Guinea,3601,2025
GIN,Guinea,3601,2026
GIN,Guinea,3601,2027
GIN,Guinea,3601,2028
GIN,Guinea,3601,2029
GIN,Guinea,3601,2030
GIN,Guinea,3601,2031
GIN,Guinea,3601,2032
GIN,Guinea,3601,2033
GIN,Guinea,3601,2034
GIN,Guinea,3601,2035
GIN,Guinea,3601,2036
GIN,Guinea,3601,2037
GIN,Guinea,3601,2038
GIN,Guinea,3601,2039
GIN,Guinea,3601,2040
GIN,Guinea,3601,2041
GIN,Guinea,3601,2042
GIN,Guinea,3601,2043
GIN,Guinea,3601,2044
GIN,Guinea,3601,2045
GIN,Guinea,3601,2046
GIN,Guinea,3601,2047
GIN,Guinea,3601,2048
GIN,Guinea,3601,2049
GIN,Guinea,3601,2050
GNB,Guinea-Bissau,2484,2023
GNB,Guinea-Bissau,2484,2024
GNB,Guinea-Bissau,2484,2025
GNB,Guinea-Bissau,2484,2026
GNB,Guinea-Bissau,2484,2027
GNB,Guinea-Bissau,2484,2028
GNB,Guinea-Bissau,2484,2029
GNB,Guinea-Bissau,2484,2030
GNB,Guinea-Bissau,2484,2031
GNB,Guinea-Bissau,2484,2032
GNB,Guinea-Bissau,2484,2033
GNB,Guinea-Bissau,2484,2034
GNB,Guinea-Bissau,2484,2035
GNB,Guinea-Bissau,2484,2036
GNB,Guinea-Bissau,2484,2037
GNB,Guinea-Bissau,2484,2038
GNB,Guinea-Bissau,2484,2039
GNB,Guinea-Bissau,2484,2040
GNB,Guinea-Bissau,2484,2041
GNB,Guinea-Bissau,2484,2042
GNB,Guinea-Bissau,2484,2043
GNB,Guinea-Bissau,2484,2044
GNB,Guinea-Bissau,2484,2045
GNB,Guinea-Bissau,2484,2046
GNB,Guinea-Bissau,2484,2047
GNB,Guinea-Bissau,2484,2048
GNB,Guinea-Bissau,2484,2049
GNB,Guinea-Bissau,2484,2050
GUY,Guyana,2400,2023
GUY,Guyana,2400,2024
GUY,Guyana,2400,2025
GUY,Guyana,2400,2026
GUY,Guyana,2400,2027
GUY,Guyana,2400,2028
GUY,Guyana,2400,2029
GUY,Guyana,2400,2030
GUY,Guyana,2400,2031
GUY,Guyana,2400,2032
GUY,Guyana,2400,2033
GUY,Guyana,2400,2034
GUY,Guyana,2400,2035
GUY,Guyana,2400,2036
GUY,Guyana,2400,2037
GUY,Guyana,2400,2038
GUY,Guyana,2400,2039
GUY,Guyana,2400,2040
GUY,Guyana,2400,2041
GUY,Guyana,2400,2042
GUY,Guyana,2400,2043
GUY,Guyana,2400,2044
GUY,Guyana,2400,2045
GUY,Guyana,2400,2046
GUY,Guyana,2400,2047
GUY,Guyana,2400,2048
GUY,Guyana,2400,2049
GUY,Guyana,2400,2050
HTI,Haiti,504759,2023
HTI,Haiti,504759,2024
HTI,Haiti,504759,2025
HTI,Haiti,504759,2026
HTI,Haiti,504759,2027
HTI,Haiti,504759,2028
HTI,Haiti,504759,2029
HTI,Haiti,504759,2030
HTI,Haiti,504759,2031
HTI,Haiti,504759,2032
HTI,Haiti,504759,2033
HTI,Haiti,504759,2034
HTI,Haiti,504759,2035
HTI,Haiti,504759,2036
HTI,Haiti,504759,2037
HTI,Haiti,504759,2038
HTI,Haiti,504759,2039
HTI,Haiti,504759,2040
HTI,Haiti,504759,2041
HTI,Haiti,504759,2042
HTI,Haiti,504759,2043
HTI,Haiti,504759,2044
HTI,Haiti,504759,2045
HTI,Haiti,504759,2046
HTI,Haiti,504759,2047
HTI,Haiti,504759,2048
HTI,Haiti,504759,2049
HTI,Haiti,504759,2050
HND,Honduras,182921,2023
HND,Honduras,182921,2024
HND,Honduras,182921,2025
HND,Honduras,182921,2026
HND,Honduras,182921,2027
HND,Honduras,182921,2028
HND,Honduras,182921,2029
HND,Honduras,182921,2030
HND,Honduras,182921,2031
HND,Honduras,182921,2032
HND,Honduras,182921,2033
HND,Honduras,182921,2034
HND,Honduras,182921,2035
HND,Honduras,182921,2036
HND,Honduras,182921,2037
HND,Honduras,182921,2038
HND,Honduras,182921,2039
HND,Honduras,182921,2040
HND,Honduras,182921,2041
HND,Honduras,182921,2042
HND,Honduras,182921,2043
HND,Honduras,182921,2044
HND,Honduras,182921,2045
HND,Honduras,182921,2046
HND,Honduras,182921,2047
HND,Honduras,182921,2048
HND,Honduras,182921,2049
HND,Honduras,182921,2050
HUN,Hungary,35000,2023
HUN,Hungary,35000,2024
HUN,Hungary,35000,2025
HUN,Hungary,35000,2026
HUN,Hungary,35000,2027
HUN,Hungary,35000,2028
HUN,Hungary,35000,2029
HUN,Hungary,35000,2030
HUN,Hungary,35000,2031
HUN,Hungary,35000,2032
HUN,Hungary,35000,2033
HUN,Hungary,35000,2034
HUN,Hungary,35000,2035
HUN,Hungary,35000,2036
HUN,Hungary,35000,2037
HUN,Hungary,35000,2038
HUN,Hungary,35000,2039
HUN,Hungary,35000,2040
HUN,Hungary,35000,2041
HUN,Hungary,35000,2042
HUN,Hungary,35000,2043
HUN,Hungary,35000,2044
HUN,Hungary,35000,2045
HUN,Hungary,35000,2046
HUN,Hungary,35000,2047
HUN,Hungary,35000,2048
HUN,Hungary,35000,2049
HUN,Hungary,35000,2050
ISL,Iceland,51865,2023
ISL,Iceland,51865,2024
ISL,Iceland,51865,2025
ISL,Iceland,51865,2026
ISL,Iceland,51865,2027
ISL,Iceland,51865,2028
ISL,Iceland,51865,2029
ISL,Iceland,51865,2030
ISL,Iceland,51865,2031
ISL,Iceland,51865,2032
ISL,Iceland,51865,2033
ISL,Iceland,51865,2034
ISL,Iceland,51865,2035
ISL,Iceland,51865,2036
ISL,Iceland,51865,2037
ISL,Iceland,51865,2038
ISL,Iceland,51865,2039
ISL,Iceland,51865,2040
ISL,Iceland,51865,2041
ISL,Iceland,51865,2042
ISL,Iceland,51865,2043
ISL,Iceland,51865,2044
ISL,Iceland,51865,2045
ISL,Iceland,51865,2046
ISL,Iceland,51865,2047
ISL,Iceland,51865,2048
ISL,Iceland,51865,2049
ISL,Iceland,51865,2050
IND,India,271102,2023
IND,India,271102,2024
IND,India,271102,2025
IND,India,271102,2026
IND,India,271102,2027
IND,India,271102,2028
IND,India,271102,2029
IND,India,271102,2030
IND,India,271102,2031
IND,India,271102,2032
IND,India,271102,2033
IND,India,271102,2034
IND,India,271102,2035
IND,India,271102,2036
IND,India,271102,2037
IND,India,271102,2038
IND,India,271102,2039
IND,India,271102,2040
IND,India,271102,2041
IND,India,271102,2042
IND,India,271102,2043
IND,India,271102,2044
IND,India,271102,2045
IND,India,271102,2046
IND,India,271102,2047
IND,India,271102,2048
IND,India,271102,2049
IND,India,271102,2050
IDN,Indonesia,394341,2023
IDN,Indonesia,394341,2024
IDN,Indonesia,394341,2025
IDN,Indonesia,394341,2026
IDN,Indonesia,394341,2027
IDN,Indonesia,394341,2028
IDN,Indonesia,394341,2029
IDN,Indonesia,394341,2030
