iso_code3,Nation,pop_lvst_initial_horses,Year
TUN,Tunisia,57119,2046
TUN,Tunisia,57119,2047
TUN,Tunisia,57119,2048
TUN,Tunisia,57119,2049
TUN,Tunisia,57119,2050
TUR,Türkiye,74359,2023
TUR,Türkiye,74359,2024
TUR,Türkiye,74359,2025
TUR,Türkiye,74359,2026
TUR,Türkiye,74359,2027
TUR,Türkiye,74359,2028
TUR,Türkiye,74359,2029
TUR,Türkiye,74359,2030
TUR,Türkiye,74359,2031
TUR,Türkiye,74359,2032
TUR,Türkiye,74359,2033
TUR,Türkiye,74359,2034
TUR,Türkiye,74359,2035
TUR,Türkiye,74359,2036
TUR,Türkiye,74359,2037
TUR,Türkiye,74359,2038
TUR,Türkiye,74359,2039
TUR,Türkiye,74359,2040
TUR,Türkiye,74359,2041
TUR,Türkiye,74359,2042
TUR,Türkiye,74359,2043
TUR,Türkiye,74359,2044
TUR,Türkiye,74359,2045
TUR,Türkiye,74359,2046
TUR,Türkiye,74359,2047
TUR,Türkiye,74359,2048
TUR,Türkiye,74359,2049
TUR,Türkiye,74359,2050
TKM,Turkmenistan,27596,2023
TKM,Turkmenistan,27596,2024
TKM,Turkmenistan,27596,2025
TKM,Turkmenistan,27596,2026
TKM,Turkmenistan,27596,2027
TKM,Turkmenistan,27596,2028
TKM,Turkmenistan,27596,2029
TKM,Turkmenistan,27596,2030
TKM,Turkmenistan,27596,2031
TKM,Turkmenistan,27596,2032
TKM,Turkmenistan,27596,2033
TKM,Turkmenistan,27596,2034
TKM,Turkmenistan,27596,2035
TKM,Turkmenistan,27596,2036
TKM,Turkmenistan,27596,2037
TKM,Turkmenistan,27596,2038
TKM,Turkmenistan,27596,2039
TKM,Turkmenistan,27596,2040
TKM,Turkmenistan,27596,2041
TKM,Turkmenistan,27596,2042
TKM,Turkmenistan,27596,2043
TKM,Turkmenistan,27596,2044
TKM,Turkmenistan,27596,2045
TKM,Turkmenistan,27596,2046
TKM,Turkmenistan,27596,2047
TKM,Turkmenistan,27596,2048
TKM,Turkmenistan,27596,2049
TKM,Turkmenistan,27596,2050
UKR,Ukraine,180800,2023
UKR,Ukraine,180800,2024
UKR,Ukraine,180800,2025
UKR,Ukraine,180800,2026
UKR,Ukraine,180800,2027
UKR,Ukraine,180800,2028
UKR,Ukraine,180800,2029
UKR,Ukraine,180800,2030
UKR,Ukraine,180800,2031
UKR,Ukraine,180800,2032
UKR,Ukraine,180800,2033
UKR,Ukraine,180800,2034
UKR,Ukraine,180800,2035
UKR,Ukraine,180800,2036
UKR,Ukraine,180800,2037
UKR,Ukraine,180800,2038
UKR,Ukraine,180800,2039
UKR,Ukraine,180800,2040
UKR,Ukraine,180800,2041
UKR,Ukraine,180800,2042
UKR,Ukraine,180800,2043
UKR,Ukraine,180800,2044
UKR,Ukraine,180800,2045
UKR,Ukraine,180800,2046
UKR,Ukraine,180800,2047
UKR,Ukraine,180800,2048
UKR,Ukraine,180800,2049
UKR,Ukraine,180800,2050
ARE,United Arab Emirates,446,2023
ARE,United Arab Emirates,446,2024
ARE,United Arab Emirates,446,2025
ARE,United Arab Emirates,446,2026
ARE,United Arab Emirates,446,2027
ARE,United Arab Emirates,446,2028
ARE,United Arab Emirates,446,2029
ARE,United Arab Emirates,446,2030
ARE,United Arab Emirates,446,2031
ARE,United Arab Emirates,446,2032
ARE,United Arab Emirates,446,2033
ARE,United Arab Emirates,446,2034
ARE,United Arab Emirates,446,2035
ARE,United Arab Emirates,446,2036
ARE,United Arab Emirates,446,2037
ARE,United Arab Emirates,446,2038
ARE,United Arab Emirates,446,2039
ARE,United Arab Emirates,446,2040
ARE,United Arab Emirates,446,2041
ARE,United Arab Emirates,446,2042
ARE,United Arab Emirates,446,2043
ARE,United Arab Emirates,446,2044
ARE,United Arab Emirates,446,2045
ARE,United Arab Emirates,446,2046
ARE,United Arab Emirates,446,2047
ARE,United Arab Emirates,446,2048
ARE,United Arab Emirates,446,2049
ARE,United Arab Emirates,446,2050
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2023
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2024
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2025
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2026
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2027
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2028
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2029
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2030
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2031
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2032
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2033
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2034
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2035
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2036
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2037
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2038
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2039
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2040
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2041
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2042
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2043
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2044
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2045
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2046
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2047
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2048
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2049
GBR,United Kingdom of Great Britain and Northern Ireland,429761,2050
USA,United States of America,10313890,2023
USA,United States of America,10313890,2024
USA,United States of America,10313890,2025
USA,United States of America,10313890,2026
USA,United States of America,10313890,2027
USA,United States of America,10313890,2028
USA,United States of America,10313890,2029
USA,United States of America,10313890,2030
USA,United States of America,10313890,2031
USA,United States of America,10313890,2032
USA,United States of America,10313890,2033
USA,United States of America,10313890,2034
USA,United States of America,10313890,2035
USA,United States of America,10313890,2036
USA,United States of America,10313890,2037
USA,United States of America,10313890,2038
USA,United States of America,10313890,2039
USA,United States of America,10313890,2040
USA,United States of America,10313890,2041
USA,United States of America,10313890,2042
USA,United States of America,10313890,2043
USA,United States of America,10313890,2044
USA,United States of America,10313890,2045
USA,United States of America,10313890,2046
USA,United States of America,10313890,2047
USA,United States of America,10313890,2048
USA,United States of America,10313890,2049
USA,United States of America,10313890,2050
URY,Uruguay,410948,2023
URY,Uruguay,410948,2024
URY,Uruguay,410948,2025
URY,Uruguay,410948,2026
URY,Uruguay,410948,2027
URY,Uruguay,410948,2028
URY,Uruguay,410948,2029
URY,Uruguay,410948,2030
URY,Uruguay,410948,2031
URY,Uruguay,410948,2032
URY,Uruguay,410948,2033
URY,Uruguay,410948,2034
URY,Uruguay,410948,2035
URY,Uruguay,410948,2036
URY,Uruguay,410948,2037
URY,Uruguay,410948,2038
URY,Uruguay,410948,2039
URY,Uruguay,410948,2040
URY,Uruguay,410948,2041
URY,Uruguay,410948,2042
URY,Uruguay,410948,2043
URY,Uruguay,410948,2044
URY,Uruguay,410948,2045
URY,Uruguay,410948,2046
URY,Uruguay,410948,2047
URY,Uruguay,410948,2048
URY,Uruguay,410948,2049
URY,Uruguay,410948,2050
UZB,Uzbekistan,269002,2023
UZB,Uzbekistan,269002,2024
UZB,Uzbekistan,269002,2025
UZB,Uzbekistan,269002,2026
UZB,Uzbekistan,269002,2027
UZB,Uzbekistan,269002,2028
UZB,Uzbekistan,269002,2029
UZB,Uzbekistan,269002,2030
UZB,Uzbekistan,269002,2031
UZB,Uzbekistan,269002,2032
UZB,Uzbekistan,269002,2033
UZB,Uzbekistan,269002,2034
UZB,Uzbekistan,269002,2035
UZB,Uzbekistan,269002,2036
UZB,Uzbekistan,269002,2037
UZB,Uzbekistan,269002,2038
UZB,Uzbekistan,269002,2039
UZB,Uzbekistan,269002,2040
UZB,Uzbekistan,269002,2041
UZB,Uzbekistan,269002,2042
UZB,Uzbekistan,269002,2043
UZB,Uzbekistan,269002,2044
UZB,Uzbekistan,269002,2045
UZB,Uzbekistan,269002,2046
UZB,Uzbekistan,269002,2047
UZB,Uzbekistan,269002,2048
UZB,Uzbekistan,269002,2049
UZB,Uzbekistan,269002,2050
VUT,Vanuatu,2303,2023
VUT,Vanuatu,2303,2024
VUT,Vanuatu,2303,2025
VUT,Vanuatu,2303,2026
VUT,Vanuatu,2303,2027
VUT,Vanuatu,2303,2028
VUT,Vanuatu,2303,2029
VUT,Vanuatu,2303,2030
VUT,Vanuatu,2303,2031
VUT,Vanuatu,2303,2032
VUT,Vanuatu,2303,2033
VUT,Vanuatu,2303,2034
VUT,Vanuatu,2303,2035
VUT,Vanuatu,2303,2036
VUT,Vanuatu,2303,2037
VUT,Vanuatu,2303,2038
VUT,Vanuatu,2303,2039
VUT,Vanuatu,2303,2040
VUT,Vanuatu,2303,2041
VUT,Vanuatu,2303,2042
VUT,Vanuatu,2303,2043
VUT,Vanuatu,2303,2044
VUT,Vanuatu,2303,2045
VUT,Vanuatu,2303,2046
VUT,Vanuatu,2303,2047
VUT,Vanuatu,2303,2048
VUT,Vanuatu,2303,2049
VUT,Vanuatu,2303,2050
VEN,Venezuela (Bolivarian Republic of),528839,2023
VEN,Venezuela (Bolivarian Republic of),528839,2024
VEN,Venezuela (Bolivarian Republic of),528839,2025
VEN,Venezuela (Bolivarian Republic of),528839,2026
VEN,Venezuela (Bolivarian Republic of),528839,2027
VEN,Venezuela (Bolivarian Republic of),528839,2028
VEN,Venezuela (Bolivarian Republic of),528839,2029
VEN,Venezuela (Bolivarian Republic of),528839,2030
VEN,Venezuela (Bolivarian Republic of),528839,2031
VEN,Venezuela (Bolivarian Republic of),528839,2032
VEN,Venezuela (Bolivarian Republic of),528839,2033
VEN,Venezuela (Bolivarian Republic of),528839,2034
VEN,Venezuela (Bolivarian Republic of),528839,2035
VEN,Venezuela (Bolivarian Republic of),528839,2036
VEN,Venezuela (Bolivarian Republic of),528839,2037
VEN,Venezuela (Bolivarian Republic of),528839,2038
VEN,Venezuela (Bolivarian Republic of),528839,2039
VEN,Venezuela (Bolivarian Republic of),528839,2040
VEN,Venezuela (Bolivarian Republic of),528839,2041
VEN,Venezuela (Bolivarian Republic of),528839,2042
VEN,Venezuela (Bolivarian Republic of),528839,2043
VEN,Venezuela (Bolivarian Republic of),528839,2044
VEN,Venezuela (Bolivarian Republic of),528839,2045
VEN,Venezuela (Bolivarian Republic of),528839,2046
VEN,Venezuela (Bolivarian Republic of),528839,2047
VEN,Venezuela (Bolivarian Republic of),528839,2048
VEN,Venezuela (Bolivarian Republic of),528839,2049
VEN,Venezuela (Bolivarian Republic of),528839,2050
VNM,Viet Nam,52148,2023
VNM,Viet Nam,52148,2024
VNM,Viet Nam,52148,2025
VNM,Viet Nam,52148,2026
VNM,Viet Nam,52148,2027
VNM,Viet Nam,52148,2028
VNM,Viet Nam,52148,2029
VNM,Viet Nam,52148,2030
VNM,Viet Nam,52148,2031
VNM,Viet Nam,52148,2032
VNM,Viet Nam,52148,2033
VNM,Viet Nam,52148,2034
VNM,Viet Nam,52148,2035
VNM,Viet Nam,52148,2036
VNM,Viet Nam,52148,2037
VNM,Viet Nam,52148,2038
VNM,Viet Nam,52148,2039
VNM,Viet Nam,52148,2040
VNM,Viet Nam,52148,2041
VNM,Viet Nam,52148,2042
VNM,Viet Nam,52148,2043
VNM,Viet Nam,52148,2044
VNM,Viet Nam,52148,2045
VNM,Viet Nam,52148,2046
VNM,Viet Nam,52148,2047
VNM,Viet Nam,52148,2048
VNM,Viet Nam,52148,2049
VNM,Viet Nam,52148,2050
YEM,Yemen,2036,2023
YEM,Yemen,2036,2024
YEM,Yemen,2036,2025
YEM,Yemen,2036,2026
YEM,Yemen,2036,2027
YEM,Yemen,2036,2028
YEM,Yemen,2036,2029
YEM,Yemen,2036,2030
YEM,Yemen,2036,2031
YEM,Yemen,2036,2032
YEM,Yemen,2036,2033
YEM,Yemen,2036,2034
YEM,Yemen,2036,2035
YEM,Yemen,2036,2036
YEM,Yemen,2036,2037
YEM,Yemen,2036,2038
YEM,Yemen,2036,2039
YEM,Yemen,2036,2040
YEM,Yemen,2036,2041
YEM,Yemen,2036,2042
YEM,Yemen,2036,2043
YEM,Yemen,2036,2044
YEM,Yemen,2036,2045
YEM,Yemen,2036,2046
YEM,Yemen,2036,2047
YEM,Yemen,2036,2048
YEM,Yemen,2036,2049
YEM,Yemen,2036,2050
ZWE,Zimbabwe,28274,2023
ZWE,Zimbabwe,28274,2024
ZWE,Zimbabwe,28274,2025
ZWE,Zimbabwe,28274,2026
ZWE,Zimbabwe,28274,2027
ZWE,Zimbabwe,28274,2028
ZWE,Zimbabwe,28274,2029
ZWE,Zimbabwe,28274,2030
ZWE,Zimbabwe,28274,2031
ZWE,Zimbabwe,28274,2032
ZWE,Zimbabwe,28274,2033
ZWE,Zimbabwe,28274,2034
ZWE,Zimbabwe,28274,2035
ZWE,Zimbabwe,28274,2036
ZWE,Zimbabwe,28274,2037
ZWE,Zimbabwe,28274,2038
ZWE,Zimbabwe,28274,2039
ZWE,Zimbabwe,28274,2040
ZWE,Zimbabwe,28274,2041
ZWE,Zimbabwe,28274,2042
ZWE,Zimbabwe,28274,2043
ZWE,Zimbabwe,28274,2044
ZWE,Zimbabwe,28274,2045
ZWE,Zimbabwe,28274,2046
ZWE,Zimbabwe,28274,2047
ZWE,Zimbabwe,28274,2048
ZWE,Zimbabwe,28274,2049
ZWE,Zimbabwe,28274,2050
