,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_plastic
1182,French Polynesia,PYF,2043,0.8692223451538346
1183,French Polynesia,PYF,2044,0.8720818246263755
1184,French Polynesia,PYF,2045,0.8749507109243385
1185,French Polynesia,PYF,2046,0.8778290349933442
1186,French Polynesia,PYF,2047,0.8807168278808121
1187,French Polynesia,PYF,2048,0.8836141207363027
1188,French Polynesia,PYF,2049,0.8865209448118453
1189,French Polynesia,PYF,2050,0.8894373314622808
1190,Tonga,TON,2017,10.546139373426602
1191,Tonga,TON,2018,7.069575612203683
1192,Tonga,TON,2019,7.229582364921193
1193,Tonga,TON,2020,8.701871515761185
1194,Tonga,TON,2021,8.701871205587283
1195,Tonga,TON,2022,7.740510093449749
1196,Tonga,TON,2023,6.885357768605772
1197,Tonga,TON,2024,6.1246805480969275
1198,Tonga,TON,2025,5.448041057107332
1199,Tonga,TON,2026,4.84615501606036
1200,Tonga,TON,2027,4.310763849521424
1201,Tonga,TON,2028,3.8345213689527236
1202,Tonga,TON,2029,3.4108929744753853
1203,Tonga,TON,2030,3.0340659925708002
1204,Tonga,TON,2031,2.698869919449911
1205,Tonga,TON,2032,2.4007054757368143
1206,Tonga,TON,2033,2.1354814990147544
1207,Tonga,TON,2034,1.8995588083268216
1208,Tonga,TON,2035,1.6897002703871637
1209,Tonga,TON,2036,1.503026382353113
1210,Tonga,TON,2037,1.3369757617023155
1211,Tonga,TON,2038,1.189270001090068
1212,Tonga,TON,2039,1.0578824059547038
1213,Tonga,TON,2040,0.9410101859146788
1214,Tonga,TON,2041,0.8370497183909991
1215,Tonga,TON,2042,0.7445745450432113
1216,Tonga,TON,2043,0.6623157991044714
1217,Tonga,TON,2044,0.5891447950559927
1218,Tonga,TON,2045,0.5240575417510472
1219,Tonga,TON,2046,0.4661609664905029
1220,Tonga,TON,2047,0.4146606610283059
1221,Tonga,TON,2048,0.3688499813678325
1222,Tonga,TON,2049,0.32810035178563285
1223,Tonga,TON,2050,0.2918526400425729
1224,Dominican Republic,DOM,2017,0.016629734238277294
1225,Dominican Republic,DOM,2018,0.015409668246162068
1226,Dominican Republic,DOM,2019,0.015090919537181184
1227,Dominican Republic,DOM,2020,0.014747009650942477
1228,Dominican Republic,DOM,2021,0.014747009014367055
1229,Dominican Republic,DOM,2022,0.01388718329413799
1230,Dominican Republic,DOM,2023,0.013077489791801176
1231,Dominican Republic,DOM,2024,0.012315005543770328
1232,Dominican Republic,DOM,2025,0.011596978010120527
1233,Dominican Republic,DOM,2026,0.010920815138020968
1234,Dominican Republic,DOM,2027,0.01028407600452011
1235,Dominican Republic,DOM,2028,0.009684462004904157
1236,Dominican Republic,DOM,2029,0.0091198085548191
1237,Dominican Republic,DOM,2030,0.008588077276201242
1238,Dominican Republic,DOM,2031,0.008087348638807819
1239,Dominican Republic,DOM,2032,0.007615815030783824
1240,Dominican Republic,DOM,2033,0.007171774233250242
1241,Dominican Republic,DOM,2034,0.0067536232753565
1242,Dominican Republic,DOM,2035,0.006359852647615518
1243,Dominican Republic,DOM,2036,0.005989040852629877
1244,Dominican Republic,DOM,2037,0.005639849273539036
1245,Dominican Republic,DOM,2038,0.005311017341661872
1246,Dominican Republic,DOM,2039,0.0050013579858905295
1247,Dominican Republic,DOM,2040,0.0047097533474073985
1248,Dominican Republic,DOM,2041,0.00443515074425645
1249,Dominican Republic,DOM,2042,0.004176558871200033
1250,Dominican Republic,DOM,2043,0.003933044221143871
1251,Dominican Republic,DOM,2044,0.003703727715210834
1252,Dominican Republic,DOM,2045,0.0034877815292987517
1253,Dominican Republic,DOM,2046,0.003284426105666111
1254,Dominican Republic,DOM,2047,0.0030929273387573677
1255,Dominican Republic,DOM,2048,0.0029125939251090573
1256,Dominican Republic,DOM,2049,0.0027427748677699053
1257,Dominican Republic,DOM,2050,0.0025828571262259173
1258,Nauru,NRU,2017,55.15951471173633
1259,Nauru,NRU,2018,32.47384340202696
1260,Nauru,NRU,2019,77.14120157564817
1261,Nauru,NRU,2020,46.141456909699414
1262,Nauru,NRU,2021,46.141462639874796
1263,Nauru,NRU,2022,31.776516463416343
1264,Nauru,NRU,2023,21.883723245417066
1265,Nauru,NRU,2024,15.070794296579114
1266,Nauru,NRU,2025,10.378893855613331
1267,Nauru,NRU,2026,7.1476947761498675
1268,Nauru,NRU,2027,4.922445621251731
1269,Nauru,NRU,2028,3.3899700047393675
1270,Nauru,NRU,2029,2.3345908756042952
1271,Nauru,NRU,2030,1.6077766318979156
1272,Nauru,NRU,2031,1.1072371288215184
1273,Nauru,NRU,2032,0.7625276018557992
1274,Nauru,NRU,2033,0.5251344345820698
1275,Nauru,NRU,2034,0.36164746523625313
1276,Nauru,NRU,2035,0.24905791831361357
1277,Nauru,NRU,2036,0.17152020306346796
1278,Nauru,NRU,2037,0.11812184193191852
1279,Nauru,NRU,2038,0.08134767387271688
1280,Nauru,NRU,2039,0.05602218807522462
1281,Nauru,NRU,2040,0.03858113462035257
1282,Nauru,NRU,2041,0.02656990024372238
1283,Nauru,NRU,2042,0.018298051778626225
1284,Nauru,NRU,2043,0.01260142852709402
1285,Nauru,NRU,2044,0.008678300993166231
1286,Nauru,NRU,2045,0.005976537339878702
1287,Nauru,NRU,2046,0.004115897639767443
1288,Nauru,NRU,2047,0.0028345197925906352
1289,Nauru,NRU,2048,0.0019520656628968208
1290,Nauru,NRU,2049,0.001344340710628131
1291,Nauru,NRU,2050,0.0009258151406496364
1292,Sierra Leone,SLE,2017,0.9920983001384736
1293,Sierra Leone,SLE,2018,0.5620714037080768
1294,Sierra Leone,SLE,2019,0.30234444988706016
1295,Sierra Leone,SLE,2020,0.6107886730614536
1296,Sierra Leone,SLE,2021,0.6107887566225072
1297,Sierra Leone,SLE,2022,0.5275563871581316
1298,Sierra Leone,SLE,2023,0.4556661179723562
1299,Sierra Leone,SLE,2024,0.3935723576137109
1300,Sierra Leone,SLE,2025,0.3399401328474713
1301,Sierra Leone,SLE,2026,0.2936163876472682
1302,Sierra Leone,SLE,2027,0.2536051932818218
1303,Sierra Leone,SLE,2028,0.21904633653069303
1304,Sierra Leone,SLE,2029,0.18919682569038715
1305,Sierra Leone,SLE,2030,0.16341491676261363
1306,Sierra Leone,SLE,2031,0.14114631639873626
1307,Sierra Leone,SLE,2032,0.12191226497316944
1308,Sierra Leone,SLE,2033,0.10529924357998584
1309,Sierra Leone,SLE,2034,0.09095008366022425
1310,Sierra Leone,SLE,2035,0.07855628812298521
1311,Sierra Leone,SLE,2036,0.0678513988696893
1312,Sierra Leone,SLE,2037,0.05860526812781813
1313,Sierra Leone,SLE,2038,0.050619110431748875
1314,Sierra Leone,SLE,2039,0.043721228871664415
1315,Sierra Leone,SLE,2040,0.03776332372782107
1316,Sierra Leone,SLE,2041,0.0326173041283485
1317,Sierra Leone,SLE,2042,0.028172534183409155
1318,Sierra Leone,SLE,2043,0.024333454389491957
1319,Sierra Leone,SLE,2044,0.021017527165667068
1320,Sierra Leone,SLE,2045,0.018153462352238414
1321,Sierra Leone,SLE,2046,0.015679684521234593
1322,Sierra Leone,SLE,2047,0.013543009146964682
1323,Sierra Leone,SLE,2048,0.011697499175214733
1324,Sierra Leone,SLE,2049,0.010103477408107391
1325,Sierra Leone,SLE,2050,0.008726673471576669
1326,Tanzania,TZA,2017,0.034380069438317104
1327,Tanzania,TZA,2018,0.025873864857083977
1328,Tanzania,TZA,2019,0.02554927314027007
1329,Tanzania,TZA,2020,0.02497430431184191
1330,Tanzania,TZA,2021,0.024974307860017256
1331,Tanzania,TZA,2022,0.02237376146412123
1332,Tanzania,TZA,2023,0.020044007019502267
1333,Tanzania,TZA,2024,0.017956847266925792
1334,Tanzania,TZA,2025,0.016087021095830187
1335,Tanzania,TZA,2026,0.01441189780649009
1336,Tanzania,TZA,2027,0.012911203208314988
1337,Tanzania,TZA,2028,0.01156677423922157
1338,Tanzania,TZA,2029,0.010362339136212876
1339,Tanzania,TZA,2030,0.009283320496546269
1340,Tanzania,TZA,2031,0.008316658845918864
1341,Tanzania,TZA,2032,0.007450654578298026
1342,Tanzania,TZA,2033,0.0066748263543784025
1343,Tanzania,TZA,2034,0.005979784244847104
1344,Tanzania,TZA,2035,0.005357116083097205
1345,Tanzania,TZA,2036,0.004799285651904419
1346,Tanzania,TZA,2037,0.004299541471809773
1347,Tanzania,TZA,2038,0.0038518350872648447
1348,Tanzania,TZA,2039,0.0034507478615479993
1349,Tanzania,TZA,2040,0.0030914253944432637
1350,Tanzania,TZA,2041,0.0027695187689318725
1351,Tanzania,TZA,2042,0.002481131915799386
1352,Tanzania,TZA,2043,0.0022227744591066844
1353,Tanzania,TZA,2044,0.0019913194718085628
1354,Tanzania,TZA,2045,0.0017839656302320378
1355,Tanzania,TZA,2046,0.0015982033093658976
1356,Tanzania,TZA,2047,0.0014317842086093754
1357,Tanzania,TZA,2048,0.0012826941403572339
1358,Tanzania,TZA,2049,0.0011491286520786475
1359,Tanzania,TZA,2050,0.0010294711868414133
1360,Ireland,IRL,2017,0.002928515882788268
1361,Ireland,IRL,2018,0.002665265829818816
1362,Ireland,IRL,2019,0.0032115814259254015
1363,Ireland,IRL,2020,0.0033412459749378055
1364,Ireland,IRL,2021,0.0033412460579427244
1365,Ireland,IRL,2022,0.0033464625532195506
1366,Ireland,IRL,2023,0.003351687192710395
1367,Ireland,IRL,2024,0.003356919989130348
1368,Ireland,IRL,2025,0.003362160955214354
1369,Ireland,IRL,2026,0.0033674101037172413
1370,Ireland,IRL,2027,0.0033726674474137425
1371,Ireland,IRL,2028,0.0033779329990985454
1372,Ireland,IRL,2029,0.0033832067715863167
1373,Ireland,IRL,2030,0.0033884887777117104
1374,Ireland,IRL,2031,0.003393779030329442
1375,Ireland,IRL,2032,0.003399077542314287
1376,Ireland,IRL,2033,0.003404384326561116
1377,Ireland,IRL,2034,0.0034096993959849315
1378,Ireland,IRL,2035,0.0034150227635209047
1379,Ireland,IRL,2036,0.0034203544421244074
1380,Ireland,IRL,2037,0.0034256944447710286
1381,Ireland,IRL,2038,0.003431042784456622
1382,Ireland,IRL,2039,0.003436399474197316
1383,Ireland,IRL,2040,0.0034417645270295757
1384,Ireland,IRL,2041,0.0034471379560102175
1385,Ireland,IRL,2042,0.0034525197742164386
1386,Ireland,IRL,2043,0.003457909994745851
1387,Ireland,IRL,2044,0.0034633086307165367
1388,Ireland,IRL,2045,0.0034687156952670126
1389,Ireland,IRL,2046,0.0034741312015563546
1390,Ireland,IRL,2047,0.0034795551627641616
1391,Ireland,IRL,2048,0.003484987592090601
1392,Ireland,IRL,2049,0.0034904285027564648
1393,Ireland,IRL,2050,0.00349587790800319
1394,Namibia,NAM,2017,0.28927254053044754
1395,Namibia,NAM,2018,0.21393800919129058
1396,Namibia,NAM,2019,0.23382417595038119
1397,Namibia,NAM,2020,0.25231182140508807
1398,Namibia,NAM,2021,0.2523118355143747
1399,Namibia,NAM,2022,0.2417192057709207
1400,Namibia,NAM,2023,0.23157127892716692
1401,Namibia,NAM,2024,0.22184938533508516
1402,Namibia,NAM,2025,0.2125356391413058
1403,Namibia,NAM,2026,0.20361290538162086
1404,Namibia,NAM,2027,0.19506476845693166
1405,Namibia,NAM,2028,0.18687550193265434
1406,Namibia,NAM,2029,0.17903003960600894
1407,Namibia,NAM,2030,0.17151394778797632
1408,Namibia,NAM,2031,0.16431339874891784
1409,Namibia,NAM,2032,0.15741514527901004
1410,Namibia,NAM,2033,0.15080649631669238
1411,Namibia,NAM,2034,0.14447529360028502
1412,Namibia,NAM,2035,0.1384098892998298
1413,Namibia,NAM,2036,0.13259912458799347
1414,Namibia,NAM,2037,0.12703230911061675
1415,Namibia,NAM,2038,0.12169920131913503
1416,Namibia,NAM,2039,0.11658998962869017
1417,Namibia,NAM,2040,0.11169527436726713
1418,Namibia,NAM,2041,0.1070060504826485
1419,Namibia,NAM,2042,0.10251369097536928
1420,Namibia,NAM,2043,0.09820993102719557
1421,Namibia,NAM,2044,0.094086852795925
1422,Namibia,NAM,2045,0.090136870848537
1423,Namibia,NAM,2046,0.08635271820589302
1424,Namibia,NAM,2047,0.08272743297331127
1425,Namibia,NAM,2048,0.07925434553242187
1426,Namibia,NAM,2049,0.0759270662707366
1427,Namibia,NAM,2050,0.0727394738263592
1428,Bangladesh,BGD,2017,0.007357684555862099
1429,Bangladesh,BGD,2018,0.007381651344640835
1430,Bangladesh,BGD,2019,0.006743144684805938
1431,Bangladesh,BGD,2020,0.006765317959495989
1432,Bangladesh,BGD,2021,0.006765317504701326
1433,Bangladesh,BGD,2022,0.006011394391185951
1434,Bangladesh,BGD,2023,0.005341488038258359
1435,Bangladesh,BGD,2024,0.00474623566616936
1436,Bangladesh,BGD,2025,0.00421731787799025
1437,Bangladesh,BGD,2026,0.0037473423856280897
1438,Bangladesh,BGD,2027,0.0033297406933471955
1439,Bangladesh,BGD,2028,0.0029586762948200663
1440,Bangladesh,BGD,2029,0.002628963100646286
1441,Bangladesh,BGD,2030,0.0023359929562622467
1442,Bangladesh,BGD,2031,0.0020756712372133864
1443,Bangladesh,BGD,2032,0.0018443596216525927
1444,Bangladesh,BGD,2033,0.0016388252402385567
1445,Bangladesh,BGD,2034,0.0014561954927404396
1446,Bangladesh,BGD,2035,0.0012939178998542242
1447,Bangladesh,BGD,2036,0.0011497244291097336
1448,Bangladesh,BGD,2037,0.0010215997962781302
1449,Bangladesh,BGD,2038,0.0009077532992524651
1450,Bangladesh,BGD,2039,0.0008065937907444515
1451,Bangladesh,BGD,2040,0.0007167074400095957
1452,Bangladesh,BGD,2041,0.000636837972792997
1453,Bangladesh,BGD,2042,0.0005658691133242037
1454,Bangladesh,BGD,2043,0.0005028089829662296
1455,Bangladesh,BGD,2044,0.00044677623747010545
1456,Bangladesh,BGD,2045,0.00039698774908592313
1457,Bangladesh,BGD,2046,0.00035274766137232696
1458,Bangladesh,BGD,2047,0.0003134376637318199
1459,Bangladesh,BGD,2048,0.00027850834974626657
1460,Bangladesh,BGD,2049,0.0002474715385345515
1461,Bangladesh,BGD,2050,0.0002198934518137504
1462,"Yemen, Rep.",YEM,2017,0.14460393435812502
1463,"Yemen, Rep.",YEM,2018,0.0801996239106457
1464,"Yemen, Rep.",YEM,2019,0.08969363707633299
1465,"Yemen, Rep.",YEM,2020,0.08969363707633299
1466,"Yemen, Rep.",YEM,2021,0.0896936352010719
1467,"Yemen, Rep.",YEM,2022,0.08207609304864125
1468,"Yemen, Rep.",YEM,2023,0.07510549700686879
1469,"Yemen, Rep.",YEM,2024,0.06872690294000429
1470,"Yemen, Rep.",YEM,2025,0.06289003303303883
1471,"Yemen, Rep.",YEM,2026,0.05754887948827552
1472,"Yemen, Rep.",YEM,2027,0.052661341879343265
1473,"Yemen, Rep.",YEM,2028,0.048188895304174834
1474,"Yemen, Rep.",YEM,2029,0.044096286721239115
1475,"Yemen, Rep.",YEM,2030,0.040351257075471395
1476,"Yemen, Rep.",YEM,2031,0.03692428702361762
1477,"Yemen, Rep.",YEM,2032,0.03378836425473551
1478,"Yemen, Rep.",YEM,2033,0.0309187705718045
1479,"Yemen, Rep.",YEM,2034,0.028292887056167542
1480,"Yemen, Rep.",YEM,2035,0.025890015779056804
1481,"Yemen, Rep.",YEM,2036,0.023691216654883336
1482,"Yemen, Rep.",YEM,2037,0.02167915815032647
1483,"Yemen, Rep.",YEM,2038,0.01983798067246966
1484,"Yemen, Rep.",YEM,2039,0.018153171559171174
1485,"Yemen, Rep.",YEM,2040,0.016611450686310023
1486,"Yemen, Rep.",YEM,2041,0.015200665790232203
1487,"Yemen, Rep.",YEM,2042,0.013909696680300124
1488,"Yemen, Rep.",YEM,2043,0.012728367586522451
1489,"Yemen, Rep.",YEM,2044,0.011647366951364735
1490,"Yemen, Rep.",YEM,2045,0.01065817403351781
1491,"Yemen, Rep.",YEM,2046,0.009752991745095065
1492,"Yemen, Rep.",YEM,2047,0.008924685192862925
1493,"Yemen, Rep.",YEM,2048,0.008166725439069916
1494,"Yemen, Rep.",YEM,2049,0.007473138038581788
1495,"Yemen, Rep.",YEM,2050,0.006838455946678474
1496,Oman,OMN,2017,0.021748484346363905
1497,Oman,OMN,2018,0.01860693718734205
1498,Oman,OMN,2019,0.018847821002614513
1499,Oman,OMN,2020,0.02184095333300562
1500,Oman,OMN,2021,0.02184095068931519
1501,Oman,OMN,2022,0.020846022657811256
1502,Oman,OMN,2023,0.01989641691112692
1503,Oman,OMN,2024,0.01899006886827125
1504,Oman,OMN,2025,0.01812500799679204
1505,Oman,OMN,2026,0.01729935352855209
1506,Oman,OMN,2027,0.016511310370665513
1507,Oman,OMN,2028,0.015759165202704813
1508,Oman,OMN,2029,0.015041282751693056
1509,Oman,OMN,2030,0.014356102236782724
1510,Oman,OMN,2031,0.013702133975891111
1511,Oman,OMN,2032,0.013077956146914748
1512,Oman,OMN,2033,0.012482211696481546
1513,Oman,OMN,2034,0.011913605389519324
1514,Oman,OMN,2035,0.011370900993226364
1515,Oman,OMN,2036,0.010852918589321593
1516,Oman,OMN,2037,0.010358532008730641
1517,Oman,OMN,2038,0.009886666383130443
1518,Oman,OMN,2039,0.009436295808029233
1519,Oman,OMN,2040,0.00900644111230099
1520,Oman,OMN,2041,0.008596167729324967
1521,Oman,OMN,2042,0.008204583665102029
1522,Oman,OMN,2043,0.00783083755892989
1523,Oman,OMN,2044,0.00747411683242119
1524,Oman,OMN,2045,0.007133645922839901
1525,Oman,OMN,2046,0.00680868459691515
1526,Oman,OMN,2047,0.0064985263414664
1527,Oman,OMN,2048,0.0062024968273411635
1528,Oman,OMN,2049,0.005919952443325159
1529,Oman,OMN,2050,0.005650278896838239
1530,"Macao SAR, China",MAC,2017,0.19817271224030303
1531,"Macao SAR, China",MAC,2018,0.239390627028621
1532,"Macao SAR, China",MAC,2019,0.24704421723707315
1533,"Macao SAR, China",MAC,2020,0.5458613022581428
1534,"Macao SAR, China",MAC,2021,0.545861189138873
1535,"Macao SAR, China",MAC,2022,0.550094840547679
1536,"Macao SAR, China",MAC,2023,0.5543613277847262
1537,"Macao SAR, China",MAC,2024,0.5586609055218175
1538,"Macao SAR, China",MAC,2025,0.5629938304059567
1539,"Macao SAR, China",MAC,2026,0.5673603610746919
1540,"Macao SAR, China",MAC,2027,0.5717607581715313
1541,"Macao SAR, China",MAC,2028,0.5761952843615149
1542,"Macao SAR, China",MAC,2029,0.5806642043468914
1543,"Macao SAR, China",MAC,2030,0.5851677848829179
1544,"Macao SAR, China",MAC,2031,0.5897062947937676
1545,"Macao SAR, China",MAC,2032,0.594280004988616
1546,"Macao SAR, China",MAC,2033,0.5988891884777594
1547,"Macao SAR, China",MAC,2034,0.6035341203889624
1548,"Macao SAR, China",MAC,2035,0.6082150779838358
1549,"Macao SAR, China",MAC,2036,0.6129323406744209
1550,"Macao SAR, China",MAC,2037,0.6176861900398456
1551,"Macao SAR, China",MAC,2038,0.6224769098431479
1552,"Macao SAR, China",MAC,2039,0.6273047860482022
1553,"Macao SAR, China",MAC,2040,0.6321701068367954
1554,"Macao SAR, China",MAC,2041,0.6370731626258234
1555,"Macao SAR, China",MAC,2042,0.6420142460846378
1556,"Macao SAR, China",MAC,2043,0.6469936521525047
1557,"Macao SAR, China",MAC,2044,0.6520116780562019
1558,"Macao SAR, China",MAC,2045,0.6570686233277926
1559,"Macao SAR, China",MAC,2046,0.6621647898224698
1560,"Macao SAR, China",MAC,2047,0.6673004817365898
1561,"Macao SAR, China",MAC,2048,0.6724760056258389
1562,"Macao SAR, China",MAC,2049,0.6776916704235055
1563,"Macao SAR, China",MAC,2050,0.6829477874589562
1564,Bermuda,BMU,2017,12.781628900149952
1565,Bermuda,BMU,2018,16.13804066870614
1566,Bermuda,BMU,2019,18.366105038788923
1567,Bermuda,BMU,2020,12.897426508529573
1568,Bermuda,BMU,2021,12.897427576079926
1569,Bermuda,BMU,2022,12.201916038633028
1570,Bermuda,BMU,2023,11.543910918327715
1571,Bermuda,BMU,2024,10.921389629985926
1572,Bermuda,BMU,2025,10.332438659119779
1573,Bermuda,BMU,2026,9.775247680144389
1574,Bermuda,BMU,2027,9.248103991774263
1575,Bermuda,BMU,2028,8.749387252498515
1576,Bermuda,BMU,2029,8.277564499952913
1577,Bermuda,BMU,2030,7.831185438879102
1578,Bermuda,BMU,2031,7.408877983187091
1579,Bermuda,BMU,2032,7.009344038418128
1580,Bermuda,BMU,2033,6.631355511644292
1581,Bermuda,BMU,2034,6.27375053653946
1582,Bermuda,BMU,2035,5.935429902018559
1583,Bermuda,BMU,2036,5.615353673467571
1584,Bermuda,BMU,2037,5.312537996178175
1585,Bermuda,BMU,2038,5.0260520711616605
1586,Bermuda,BMU,2039,4.755015294046121
1587,Bermuda,BMU,2040,4.498594548262733
1588,Bermuda,BMU,2041,4.256001644200574
1589,Bermuda,BMU,2042,4.026490896458588
1590,Bermuda,BMU,2043,3.809356831747431
1591,Bermuda,BMU,2044,3.603932020396202
1592,Bermuda,BMU,2045,3.409585024797743
1593,Bermuda,BMU,2046,3.225718458487171
1594,Bermuda,BMU,2047,3.0517671498871404
1595,Bermuda,BMU,2048,2.8871964050756334
1596,Bermuda,BMU,2049,2.7315003642364903
1597,Bermuda,BMU,2050,2.5842004467405113
1598,Japan,JPN,2017,0.0
1599,Japan,JPN,2018,0.0
1600,Japan,JPN,2019,0.0
1601,Japan,JPN,2020,0.0
1602,Japan,JPN,2021,0.0
1603,Japan,JPN,2022,0.0
1604,Japan,JPN,2023,0.0
1605,Japan,JPN,2024,0.0
1606,Japan,JPN,2025,0.0
1607,Japan,JPN,2026,0.0
1608,Japan,JPN,2027,0.0
1609,Japan,JPN,2028,0.0
1610,Japan,JPN,2029,0.0
1611,Japan,JPN,2030,0.0
1612,Japan,JPN,2031,0.0
1613,Japan,JPN,2032,0.0
1614,Japan,JPN,2033,0.0
1615,Japan,JPN,2034,0.0
1616,Japan,JPN,2035,0.0
1617,Japan,JPN,2036,0.0
1618,Japan,JPN,2037,0.0
1619,Japan,JPN,2038,0.0
1620,Japan,JPN,2039,0.0
1621,Japan,JPN,2040,0.0
1622,Japan,JPN,2041,0.0
1623,Japan,JPN,2042,0.0
1624,Japan,JPN,2043,0.0
1625,Japan,JPN,2044,0.0
1626,Japan,JPN,2045,0.0
1627,Japan,JPN,2046,0.0
1628,Japan,JPN,2047,0.0
1629,Japan,JPN,2048,0.0
1630,Japan,JPN,2049,0.0
1631,Japan,JPN,2050,0.0
1632,Northern Mariana Islands,MNP,2017,23.917204736508236
1633,Northern Mariana Islands,MNP,2018,39.691076640274886
1634,Northern Mariana Islands,MNP,2019,28.167893200281505
1635,Northern Mariana Islands,MNP,2020,39.88856447160396
1636,Northern Mariana Islands,MNP,2021,39.88855631787932
1637,Northern Mariana Islands,MNP,2022,36.20667549284774
1638,Northern Mariana Islands,MNP,2023,32.86464768986348
1639,Northern Mariana Islands,MNP,2024,29.831103051485883
1640,Northern Mariana Islands,MNP,2025,27.07756728951166
1641,Northern Mariana Islands,MNP,2026,24.578194411805697
1642,Northern Mariana Islands,MNP,2027,22.309524119565438
1643,Northern Mariana Islands,MNP,2028,20.25026159783342
1644,Northern Mariana Islands,MNP,2029,18.381077632267917
1645,Northern Mariana Islands,MNP,2030,16.684427175973322
1646,Northern Mariana Islands,MNP,2031,15.144384663371355
1647,Northern Mariana Islands,MNP,2032,13.746494525292453
1648,Northern Mariana Islands,MNP,2033,12.47763550214979
1649,Northern Mariana Islands,MNP,2034,11.325897481576053
1650,Northern Mariana Islands,MNP,2035,10.28046970446204
1651,Northern Mariana Islands,MNP,2036,9.331539290046159
1652,Northern Mariana Islands,MNP,2037,8.470199127563289
1653,Northern Mariana Islands,MNP,2038,7.688364269880191
1654,Northern Mariana Islands,MNP,2039,6.978696044348479
1655,Northern Mariana Islands,MNP,2040,6.334533168544127
1656,Northern Mariana Islands,MNP,2041,5.7498292243120215
1657,Northern Mariana Islands,MNP,2042,5.219095903218819
1658,Northern Mariana Islands,MNP,2043,4.737351490687935
1659,Northern Mariana Islands,MNP,2044,4.300074105264475
1660,Northern Mariana Islands,MNP,2045,3.9031592540922024
1661,Northern Mariana Islands,MNP,2046,3.54288130619754
1662,Northern Mariana Islands,MNP,2047,3.2158585219509073
1663,Northern Mariana Islands,MNP,2048,2.9190213104552822
1664,Northern Mariana Islands,MNP,2049,2.6495834169107058
1665,Northern Mariana Islands,MNP,2050,2.405015769505718
1666,Argentina,ARG,2017,0.0038842135940513126
1667,Argentina,ARG,2018,0.005115850682427401
1668,Argentina,ARG,2019,0.005404275690005456
1669,Argentina,ARG,2020,0.005608716675613188
1670,Argentina,ARG,2021,0.005608717481044312
1671,Argentina,ARG,2022,0.00567787749470624
1672,Argentina,ARG,2023,0.005747890307159701
1673,Argentina,ARG,2024,0.005818766434102108
1674,Argentina,ARG,2025,0.005890516520897921
1675,Argentina,ARG,2026,0.005963151344177578
1676,Argentina,ARG,2027,0.006036681813456043
1677,Argentina,ARG,2028,0.006111118972771428
1678,Argentina,ARG,2029,0.006186474002343713
1679,Argentina,ARG,2030,0.006262758220254029
1680,Argentina,ARG,2031,0.006339983084144571
1681,Argentina,ARG,2032,0.006418160192939575
1682,Argentina,ARG,2033,0.006497301288587287
1683,Argentina,ARG,2034,0.00657741825782367
1684,Argentina,ARG,2035,0.006658523133957787
1685,Argentina,ARG,2036,0.006740628098679067
1686,Argentina,ARG,2037,0.00682374548388708
1687,Argentina,ARG,2038,0.006907887773543544
1688,Argentina,ARG,2039,0.006993067605547541
1689,Argentina,ARG,2040,0.007079297773633765
1690,Argentina,ARG,2041,0.007166591229293844
1691,Argentina,ARG,2042,0.007254961083721856
1692,Argentina,ARG,2043,0.0073444206097833835
1693,Argentina,ARG,2044,0.007434983244009138
1694,Argentina,ARG,2045,0.007526662588613336
1695,Argentina,ARG,2046,0.007619472413536146
1696,Argentina,ARG,2047,0.0077134266585124215
1697,Argentina,ARG,2048,0.007808539435165248
1698,Argentina,ARG,2049,0.007904825029125217
1699,Argentina,ARG,2050,0.008002297902176325
1700,Nicaragua,NIC,2017,0.11618233733138021
1701,Nicaragua,NIC,2018,0.12158370436377301
1702,Nicaragua,NIC,2019,0.11526420030669482
1703,Nicaragua,NIC,2020,0.11950921400077573
1704,Nicaragua,NIC,2021,0.11950921548839433
1705,Nicaragua,NIC,2022,0.11037167625057649
1706,Nicaragua,NIC,2023,0.10193278291200106
1707,Nicaragua,NIC,2024,0.09413911779862882
1708,Nicaragua,NIC,2025,0.08694134749126638
1709,Nicaragua,NIC,2026,0.08029391054806806
1710,Nicaragua,NIC,2027,0.07415472910341982
1711,Nicaragua,NIC,2028,0.06848494251764763
1712,Nicaragua,NIC,2029,0.0632486613915659
1713,Nicaragua,NIC,2030,0.058412740388795924
1714,Nicaragua,NIC,2031,0.05394656842783186
1715,Nicaragua,NIC,2032,0.04982187491578377
1716,Nicaragua,NIC,2033,0.046012550797269694
1717,Nicaragua,NIC,2034,0.04249448328570608
1718,Nicaragua,NIC,2035,0.0392454032308576
1719,Nicaragua,NIC,2036,0.036244744156488914
1720,Nicaragua,NIC,2037,0.03347351207584025
1721,Nicaragua,NIC,2038,0.030914165260863664
1722,Nicaragua,NIC,2039,0.028550503204166865
1723,Nicaragua,NIC,2040,0.02636756407080058
1724,Nicaragua,NIC,2041,0.024351529990767506
1725,Nicaragua,NIC,2042,0.022489639592757602
1726,Nicaragua,NIC,2043,0.020770107225455192
1727,Nicaragua,NIC,2044,0.019182048355093774
1728,Nicaragua,NIC,2045,0.017715410667028527
1729,Nicaragua,NIC,2046,0.01636091043520537
1730,Nicaragua,NIC,2047,0.0151099737567479
1731,Nicaragua,NIC,2048,0.01395468227968109
1732,Nicaragua,NIC,2049,0.012887723080252213
