iso_code3,Nation,Year,frac_trns_fuelmix_public_biofuels,frac_trns_fuelmix_public_diesel,frac_trns_fuelmix_public_electricity,frac_trns_fuelmix_public_gasoline,frac_trns_fuelmix_public_natural_gas,frac_trns_fuelmix_public_hydrogen
IRN,"Iran, Islamic Rep.",2015,0.025887388471235978,0.40198892954303433,0.006150448973109153,0.5541866315839203,0.011786601428700265,0.0
IRN,"Iran, Islamic Rep.",2016,0.026343391779572494,0.40163693350017565,0.006224534014641297,0.5537784330917267,0.012016707613883754,0.0
IRN,"Iran, Islamic Rep.",2017,0.026811292335738993,0.4013014960020532,0.006300387732248061,0.5533337761318368,0.012253047798123114,0.0
IRN,"Iran, Islamic Rep.",2018,0.02728732195817474,0.4009647678012919,0.006377508123611599,0.5528768177460803,0.012493584370841353,0.0
IRN,"Iran, Islamic Rep.",2019,0.02776679191591152,0.4005985583518502,0.00645529392738755,0.552443594355778,0.012735761449072748,0.0
IRN,"Iran, Islamic Rep.",2020,0.028246671479918887,0.40017616788822097,0.006533389626089786,0.5520658730892808,0.012977897916489624,0.0
IRN,"Iran, Islamic Rep.",2021,0.02818100344159416,0.39590791523968794,0.00653433212854778,0.5564349983539773,0.01294175083619287,0.0
IRN,"Iran, Islamic Rep.",2022,0.02836331398149321,0.39351836545870605,0.006565639468187254,0.5585107534769077,0.01304192761470579,0.0
IRN,"Iran, Islamic Rep.",2023,0.02854453613209242,0.3911430812293183,0.006596759903803025,0.5605741163943947,0.013141506340391447,0.0
IRN,"Iran, Islamic Rep.",2024,0.02872467961087001,0.38878193518424237,0.00662769510413236,0.5626251977479039,0.013240492352851511,0.0
IRN,"Iran, Islamic Rep.",2025,0.02890375401996652,0.3864348014679307,0.006658446718106113,0.5646641068656854,0.013338890928311416,0.0
IRN,"Iran, Islamic Rep.",2026,0.028550974462882305,0.38155198877397034,0.006600336899045953,0.5701066409210774,0.013190058943023967,0.0
IRN,"Iran, Islamic Rep.",2027,0.028212259119031434,0.3768638384903658,0.006544543736010216,0.5753321982329265,0.013047160421666015,0.0
IRN,"Iran, Islamic Rep.",2028,0.02788678338162448,0.3723589372559448,0.006490931399837702,0.5803535004866134,0.01290984747597963,0.0
IRN,"Iran, Islamic Rep.",2029,0.027573785872126905,0.3680267468501726,0.006439374476320042,0.5851822939086964,0.01277779889268422,0.0
IRN,"Iran, Islamic Rep.",2030,0.027272562494063433,0.36385752189200776,0.006389756986744875,0.589829441002311,0.012650717624872897,0.0
IRN,"Iran, Islamic Rep.",2031,0.026895619617773023,0.3593432073604347,0.006327954739517427,0.5949459076033278,0.012487310678947086,0.0
IRN,"Iran, Islamic Rep.",2032,0.026534307936063827,0.3550160939494621,0.006268715328763973,0.5998502028382321,0.012330679947478029,0.0
IRN,"Iran, Islamic Rep.",2033,0.02618767489976227,0.35086477381231207,0.006211882577824268,0.6045552562152847,0.012180412494816613,0.0
IRN,"Iran, Islamic Rep.",2034,0.025854843815348895,0.34687874755890974,0.006157312747068143,0.6090729676094889,0.01203612826918434,0.0
IRN,"Iran, Islamic Rep.",2035,0.02553500644145511,0.34304833559060827,0.006104873320042782,0.6134143077546826,0.011897476893211264,0.0
IRN,"Iran, Islamic Rep.",2036,0.02517229937800483,0.339065874967068,0.0060455293034226325,0.617978254052476,0.011738042299028582,0.0
IRN,"Iran, Islamic Rep.",2037,0.024824520644508213,0.3352473248162101,0.0059886277731782765,0.6223543570378842,0.011585169728219106,0.0
IRN,"Iran, Islamic Rep.",2038,0.02449076719251857,0.3315827698227793,0.005934020977783953,0.6265539797777725,0.011438462229145732,0.0
IRN,"Iran, Islamic Rep.",2039,0.024170207370526244,0.32806307859749795,0.005881572847264783,0.6305875869506963,0.011297554234014764,0.0
IRN,"Iran, Islamic Rep.",2040,0.02386207400472801,0.32467982770511805,0.00583115786111258,0.634464831911641,0.011162108517400206,0.0
IRN,"Iran, Islamic Rep.",2041,0.023569978957389978,0.3213478086734073,0.005783931732761573,0.6382651672797797,0.011033113356661442,0.0
IRN,"Iran, Islamic Rep.",2042,0.023288362291464308,0.3181353197967118,0.005738399756331322,0.6419291724915354,0.010908745663957102,0.0
IRN,"Iran, Islamic Rep.",2043,0.02301667010264245,0.31503604251634776,0.005694472376191878,0.6454640541810281,0.010788760823789703,0.0
IRN,"Iran, Islamic Rep.",2044,0.022754386850993263,0.3120440959080142,0.005652066239492239,0.6488765198383429,0.010672931163157292,0.0
IRN,"Iran, Islamic Rep.",2045,0.022501032096017507,0.3091539994375434,0.005611103668281725,0.6521728202884709,0.010561044509686557,0.0
IRN,"Iran, Islamic Rep.",2046,0.022264346953874803,0.306327434188506,0.005573508244770777,0.6553790210019849,0.010455689610863636,0.0
IRN,"Iran, Islamic Rep.",2047,0.02203486916795733,0.30358694135812253,0.005537057648549067,0.6584875889259512,0.010353542899420016,0.0
IRN,"Iran, Islamic Rep.",2048,0.021812274466101473,0.30092864839055516,0.005501700371739022,0.6615029167384775,0.01025446003312669,0.0
IRN,"Iran, Islamic Rep.",2049,0.021596257741513726,0.2983489116085882,0.0054673879507192566,0.6644291374984045,0.01015830520077444,0.0
IRN,"Iran, Islamic Rep.",2050,0.021386531657479904,0.29584429955064456,0.005434074744494464,0.6672701435462886,0.010064950501092495,0.0
