,Nation,Year,frac_scoe_heat_energy_other_se_coal,frac_scoe_heat_energy_other_se_diesel,frac_scoe_heat_energy_other_se_electricity,frac_scoe_heat_energy_other_se_gasoline,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,frac_scoe_heat_energy_other_se_hydrogen,frac_scoe_heat_energy_other_se_kerosene,frac_scoe_heat_energy_other_se_natural_gas,frac_scoe_heat_energy_other_se_solid_biomass
4240,Mexico,2011,0.0,0.32229732908831416,0.3880114803720142,0.10743244302943807,0.10743244302943807,0.0,0.006838035789902919,0.06798826869089254,0.0
4241,Mexico,2012,0.0,0.3193272152481508,0.3888769528252663,0.10644240508271693,0.10644240508271693,0.0,0.007857340167582334,0.07105368159356681,0.0
4242,Mexico,2013,0.0,0.3189055945126619,0.3833787549376857,0.10630186483755401,0.10630186483755401,0.0,0.008635208377989406,0.07647671249655512,0.0
4243,Mexico,2014,0.0,0.31032903974116355,0.38306574690189854,0.10344301324705452,0.10344301324705452,0.0,0.009523228130150786,0.0901959587326781,0.0
4244,Mexico,2015,0.0,0.30373956297743826,0.39409012850121394,0.10124652099247942,0.10124652099247942,0.0,0.010777521170130871,0.08889974536625807,0.0
4245,Mexico,2016,0.0,0.29453285983602967,0.40305727271398717,0.09817761994534324,0.09817761994534324,0.0,0.011428237391672879,0.09462639016762389,0.0
4246,Mexico,2017,0.0,0.29040400246397935,0.42278279421265347,0.0968013341546598,0.0968013341546598,0.0,0.01162878048047597,0.08158175453357172,0.0
4247,Mexico,2018,0.0,0.2867477157743713,0.4246771879483501,0.09558257192479046,0.09558257192479046,0.0,0.014347202295552367,0.08306275013214529,0.0
4248,Mexico,2019,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4249,Mexico,2020,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4250,Mexico,2021,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4251,Mexico,2022,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4252,Mexico,2023,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4253,Mexico,2024,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4254,Mexico,2025,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4255,Mexico,2026,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4256,Mexico,2027,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4257,Mexico,2028,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4258,Mexico,2029,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4259,Mexico,2030,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4260,Mexico,2031,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4261,Mexico,2032,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4262,Mexico,2033,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4263,Mexico,2034,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4264,Mexico,2035,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4265,Mexico,2036,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4266,Mexico,2037,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4267,Mexico,2038,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4268,Mexico,2039,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4269,Mexico,2040,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4270,Mexico,2041,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4271,Mexico,2042,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4272,Mexico,2043,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4273,Mexico,2044,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4274,Mexico,2045,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4275,Mexico,2046,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4276,Mexico,2047,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4277,Mexico,2048,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4278,Mexico,2049,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
4279,Mexico,2050,0.0,0.27804899964058943,0.447166646699413,0.09268299988019649,0.09268299988019649,0.0,0.015514556127950163,0.07390379777165448,0.0
