Year,iso_code3,frac_waso_non_recycled_incinerated
2043,AGO,0.22893262682571539
2044,AGO,0.22893262682571539
2045,AGO,0.22893262682571539
2046,AGO,0.22893262682571539
2047,AGO,0.22893262682571539
2048,AGO,0.22893262682571539
2049,AGO,0.22893262682571539
2050,AGO,0.22893262682571539
2021,ALB,0.24489534916314795
2022,ALB,0.24489534916314795
2023,ALB,0.24489534916314795
2024,ALB,0.24489534916314795
2025,ALB,0.24489534916314795
2026,ALB,0.24489534916314795
2027,ALB,0.24489534916314795
2028,ALB,0.24489534916314795
2029,ALB,0.24489534916314795
2030,ALB,0.24489534916314795
2031,ALB,0.24489534916314795
2032,ALB,0.24489534916314795
2033,ALB,0.24489534916314795
2034,ALB,0.24489534916314795
2035,ALB,0.24489534916314795
2036,ALB,0.24489534916314795
2037,ALB,0.24489534916314795
2038,ALB,0.24489534916314795
2039,ALB,0.24489534916314795
2040,ALB,0.24489534916314795
2041,ALB,0.24489534916314795
2042,ALB,0.24489534916314795
2043,ALB,0.24489534916314795
2044,ALB,0.24489534916314795
2045,ALB,0.24489534916314795
2046,ALB,0.24489534916314795
2047,ALB,0.24489534916314795
2048,ALB,0.24489534916314795
2049,ALB,0.24489534916314795
2050,ALB,0.24489534916314795
2021,AND,0.4818811732588128
2022,AND,0.4818811732588128
2023,AND,0.4818811732588128
2024,AND,0.4818811732588128
2025,AND,0.4818811732588128
2026,AND,0.4818811732588128
2027,AND,0.4818811732588128
2028,AND,0.4818811732588128
2029,AND,0.4818811732588128
2030,AND,0.4818811732588128
2031,AND,0.4818811732588128
2032,AND,0.4818811732588128
2033,AND,0.4818811732588128
2034,AND,0.4818811732588128
2035,AND,0.4818811732588128
2036,AND,0.4818811732588128
2037,AND,0.4818811732588128
2038,AND,0.4818811732588128
2039,AND,0.4818811732588128
2040,AND,0.4818811732588128
2041,AND,0.4818811732588128
2042,AND,0.4818811732588128
2043,AND,0.4818811732588128
2044,AND,0.4818811732588128
2045,AND,0.4818811732588128
2046,AND,0.4818811732588128
2047,AND,0.4818811732588128
2048,AND,0.4818811732588128
2049,AND,0.4818811732588128
2050,AND,0.4818811732588128
2021,ARE,0.32692638053477185
2022,ARE,0.32692638053477185
2023,ARE,0.32692638053477185
2024,ARE,0.32692638053477185
2025,ARE,0.32692638053477185
2026,ARE,0.32692638053477185
2027,ARE,0.32692638053477185
2028,ARE,0.32692638053477185
2029,ARE,0.32692638053477185
2030,ARE,0.32692638053477185
2031,ARE,0.32692638053477185
2032,ARE,0.32692638053477185
2033,ARE,0.32692638053477185
2034,ARE,0.32692638053477185
2035,ARE,0.32692638053477185
2036,ARE,0.32692638053477185
2037,ARE,0.32692638053477185
2038,ARE,0.32692638053477185
2039,ARE,0.32692638053477185
2040,ARE,0.32692638053477185
2041,ARE,0.32692638053477185
2042,ARE,0.32692638053477185
2043,ARE,0.32692638053477185
2044,ARE,0.32692638053477185
2045,ARE,0.32692638053477185
2046,ARE,0.32692638053477185
2047,ARE,0.32692638053477185
2048,ARE,0.32692638053477185
2049,ARE,0.32692638053477185
2050,ARE,0.32692638053477185
2021,ARG,0.4033251080639334
2022,ARG,0.4033251080639334
2023,ARG,0.4033251080639334
2024,ARG,0.4033251080639334
2025,ARG,0.4033251080639334
2026,ARG,0.4033251080639334
2027,ARG,0.4033251080639334
2028,ARG,0.4033251080639334
2029,ARG,0.4033251080639334
2030,ARG,0.4033251080639334
2031,ARG,0.4033251080639334
2032,ARG,0.4033251080639334
2033,ARG,0.4033251080639334
2034,ARG,0.4033251080639334
2035,ARG,0.4033251080639334
2036,ARG,0.4033251080639334
2037,ARG,0.4033251080639334
2038,ARG,0.4033251080639334
2039,ARG,0.4033251080639334
2040,ARG,0.4033251080639334
2041,ARG,0.4033251080639334
2042,ARG,0.4033251080639334
2043,ARG,0.4033251080639334
2044,ARG,0.4033251080639334
2045,ARG,0.4033251080639334
2046,ARG,0.4033251080639334
2047,ARG,0.4033251080639334
2048,ARG,0.4033251080639334
2049,ARG,0.4033251080639334
2050,ARG,0.4033251080639334
2021,ARM,0.1471236682089353
2022,ARM,0.1471236682089353
2023,ARM,0.1471236682089353
2024,ARM,0.1471236682089353
2025,ARM,0.1471236682089353
2026,ARM,0.1471236682089353
2027,ARM,0.1471236682089353
2028,ARM,0.1471236682089353
2029,ARM,0.1471236682089353
2030,ARM,0.1471236682089353
2031,ARM,0.1471236682089353
2032,ARM,0.1471236682089353
2033,ARM,0.1471236682089353
2034,ARM,0.1471236682089353
2035,ARM,0.1471236682089353
2036,ARM,0.1471236682089353
2037,ARM,0.1471236682089353
2038,ARM,0.1471236682089353
2039,ARM,0.1471236682089353
2040,ARM,0.1471236682089353
2041,ARM,0.1471236682089353
2042,ARM,0.1471236682089353
2043,ARM,0.1471236682089353
2044,ARM,0.1471236682089353
2045,ARM,0.1471236682089353
2046,ARM,0.1471236682089353
2047,ARM,0.1471236682089353
2048,ARM,0.1471236682089353
2049,ARM,0.1471236682089353
2050,ARM,0.1471236682089353
2021,ASM,0.23641254514895352
2022,ASM,0.23641254514895352
2023,ASM,0.23641254514895352
2024,ASM,0.23641254514895352
2025,ASM,0.23641254514895352
2026,ASM,0.23641254514895352
2027,ASM,0.23641254514895352
2028,ASM,0.23641254514895352
2029,ASM,0.23641254514895352
2030,ASM,0.23641254514895352
2031,ASM,0.23641254514895352
2032,ASM,0.23641254514895352
2033,ASM,0.23641254514895352
2034,ASM,0.23641254514895352
2035,ASM,0.23641254514895352
2036,ASM,0.23641254514895352
2037,ASM,0.23641254514895352
2038,ASM,0.23641254514895352
2039,ASM,0.23641254514895352
2040,ASM,0.23641254514895352
2041,ASM,0.23641254514895352
2042,ASM,0.23641254514895352
2043,ASM,0.23641254514895352
2044,ASM,0.23641254514895352
2045,ASM,0.23641254514895352
2046,ASM,0.23641254514895352
2047,ASM,0.23641254514895352
2048,ASM,0.23641254514895352
2049,ASM,0.23641254514895352
2050,ASM,0.23641254514895352
2021,ATG,0.11138697413947125
2022,ATG,0.11138697413947125
2023,ATG,0.11138697413947125
2024,ATG,0.11138697413947125
2025,ATG,0.11138697413947125
2026,ATG,0.11138697413947125
2027,ATG,0.11138697413947125
2028,ATG,0.11138697413947125
2029,ATG,0.11138697413947125
2030,ATG,0.11138697413947125
2031,ATG,0.11138697413947125
2032,ATG,0.11138697413947125
2033,ATG,0.11138697413947125
2034,ATG,0.11138697413947125
2035,ATG,0.11138697413947125
2036,ATG,0.11138697413947125
2037,ATG,0.11138697413947125
2038,ATG,0.11138697413947125
2039,ATG,0.11138697413947125
2040,ATG,0.11138697413947125
2041,ATG,0.11138697413947125
2042,ATG,0.11138697413947125
2043,ATG,0.11138697413947125
2044,ATG,0.11138697413947125
2045,ATG,0.11138697413947125
2046,ATG,0.11138697413947125
2047,ATG,0.11138697413947125
2048,ATG,0.11138697413947125
2049,ATG,0.11138697413947125
2050,ATG,0.11138697413947125
2021,AUS,0.08543047284129092
2022,AUS,0.08543047284129092
2023,AUS,0.08543047284129092
2024,AUS,0.08543047284129092
2025,AUS,0.08543047284129092
2026,AUS,0.08543047284129092
2027,AUS,0.08543047284129092
2028,AUS,0.08543047284129092
2029,AUS,0.08543047284129092
2030,AUS,0.08543047284129092
2031,AUS,0.08543047284129092
2032,AUS,0.08543047284129092
2033,AUS,0.08543047284129092
2034,AUS,0.08543047284129092
2035,AUS,0.08543047284129092
2036,AUS,0.08543047284129092
2037,AUS,0.08543047284129092
2038,AUS,0.08543047284129092
2039,AUS,0.08543047284129092
2040,AUS,0.08543047284129092
2041,AUS,0.08543047284129092
2042,AUS,0.08543047284129092
2043,AUS,0.08543047284129092
2044,AUS,0.08543047284129092
2045,AUS,0.08543047284129092
2046,AUS,0.08543047284129092
2047,AUS,0.08543047284129092
2048,AUS,0.08543047284129092
2049,AUS,0.08543047284129092
2050,AUS,0.08543047284129092
2021,AUT,0.3912351595158775
2022,AUT,0.3912351595158775
2023,AUT,0.3912351595158775
2024,AUT,0.3912351595158775
2025,AUT,0.3912351595158775
2026,AUT,0.3912351595158775
2027,AUT,0.3912351595158775
2028,AUT,0.3912351595158775
2029,AUT,0.3912351595158775
2030,AUT,0.3912351595158775
2031,AUT,0.3912351595158775
2032,AUT,0.3912351595158775
2033,AUT,0.3912351595158775
2034,AUT,0.3912351595158775
2035,AUT,0.3912351595158775
2036,AUT,0.3912351595158775
2037,AUT,0.3912351595158775
2038,AUT,0.3912351595158775
2039,AUT,0.3912351595158775
2040,AUT,0.3912351595158775
2041,AUT,0.3912351595158775
2042,AUT,0.3912351595158775
2043,AUT,0.3912351595158775
2044,AUT,0.3912351595158775
2045,AUT,0.3912351595158775
2046,AUT,0.3912351595158775
2047,AUT,0.3912351595158775
2048,AUT,0.3912351595158775
2049,AUT,0.3912351595158775
2050,AUT,0.3912351595158775
2021,AZE,0.15583037836119998
2022,AZE,0.15583037836119998
2023,AZE,0.15583037836119998
2024,AZE,0.15583037836119998
2025,AZE,0.15583037836119998
2026,AZE,0.15583037836119998
2027,AZE,0.15583037836119998
2028,AZE,0.15583037836119998
2029,AZE,0.15583037836119998
2030,AZE,0.15583037836119998
2031,AZE,0.15583037836119998
2032,AZE,0.15583037836119998
2033,AZE,0.15583037836119998
2034,AZE,0.15583037836119998
2035,AZE,0.15583037836119998
2036,AZE,0.15583037836119998
2037,AZE,0.15583037836119998
2038,AZE,0.15583037836119998
2039,AZE,0.15583037836119998
2040,AZE,0.15583037836119998
2041,AZE,0.15583037836119998
2042,AZE,0.15583037836119998
2043,AZE,0.15583037836119998
2044,AZE,0.15583037836119998
2045,AZE,0.15583037836119998
2046,AZE,0.15583037836119998
2047,AZE,0.15583037836119998
2048,AZE,0.15583037836119998
2049,AZE,0.15583037836119998
2050,AZE,0.15583037836119998
2021,BDI,0.20287144598898288
2022,BDI,0.20287144598898288
2023,BDI,0.20287144598898288
2024,BDI,0.20287144598898288
2025,BDI,0.20287144598898288
2026,BDI,0.20287144598898288
2027,BDI,0.20287144598898288
2028,BDI,0.20287144598898288
2029,BDI,0.20287144598898288
2030,BDI,0.20287144598898288
2031,BDI,0.20287144598898288
2032,BDI,0.20287144598898288
2033,BDI,0.20287144598898288
2034,BDI,0.20287144598898288
2035,BDI,0.20287144598898288
2036,BDI,0.20287144598898288
2037,BDI,0.20287144598898288
2038,BDI,0.20287144598898288
2039,BDI,0.20287144598898288
2040,BDI,0.20287144598898288
2041,BDI,0.20287144598898288
2042,BDI,0.20287144598898288
2043,BDI,0.20287144598898288
2044,BDI,0.20287144598898288
2045,BDI,0.20287144598898288
2046,BDI,0.20287144598898288
2047,BDI,0.20287144598898288
2048,BDI,0.20287144598898288
2049,BDI,0.20287144598898288
2050,BDI,0.20287144598898288
2021,BEL,0.4329282737851232
2022,BEL,0.4329282737851232
2023,BEL,0.4329282737851232
2024,BEL,0.4329282737851232
2025,BEL,0.4329282737851232
2026,BEL,0.4329282737851232
2027,BEL,0.4329282737851232
2028,BEL,0.4329282737851232
2029,BEL,0.4329282737851232
2030,BEL,0.4329282737851232
2031,BEL,0.4329282737851232
2032,BEL,0.4329282737851232
2033,BEL,0.4329282737851232
2034,BEL,0.4329282737851232
2035,BEL,0.4329282737851232
2036,BEL,0.4329282737851232
2037,BEL,0.4329282737851232
2038,BEL,0.4329282737851232
2039,BEL,0.4329282737851232
2040,BEL,0.4329282737851232
2041,BEL,0.4329282737851232
2042,BEL,0.4329282737851232
2043,BEL,0.4329282737851232
2044,BEL,0.4329282737851232
2045,BEL,0.4329282737851232
2046,BEL,0.4329282737851232
2047,BEL,0.4329282737851232
2048,BEL,0.4329282737851232
2049,BEL,0.4329282737851232
2050,BEL,0.4329282737851232
2021,BEN,0.20755438854453026
2022,BEN,0.20755438854453026
2023,BEN,0.20755438854453026
2024,BEN,0.20755438854453026
2025,BEN,0.20755438854453026
2026,BEN,0.20755438854453026
2027,BEN,0.20755438854453026
2028,BEN,0.20755438854453026
2029,BEN,0.20755438854453026
2030,BEN,0.20755438854453026
2031,BEN,0.20755438854453026
2032,BEN,0.20755438854453026
2033,BEN,0.20755438854453026
2034,BEN,0.20755438854453026
2035,BEN,0.20755438854453026
2036,BEN,0.20755438854453026
2037,BEN,0.20755438854453026
2038,BEN,0.20755438854453026
2039,BEN,0.20755438854453026
2040,BEN,0.20755438854453026
2041,BEN,0.20755438854453026
2042,BEN,0.20755438854453026
2043,BEN,0.20755438854453026
2044,BEN,0.20755438854453026
2045,BEN,0.20755438854453026
2046,BEN,0.20755438854453026
2047,BEN,0.20755438854453026
2048,BEN,0.20755438854453026
2049,BEN,0.20755438854453026
2050,BEN,0.20755438854453026
2021,BFA,0.16056962565632532
2022,BFA,0.16056962565632532
2023,BFA,0.16056962565632532
2024,BFA,0.16056962565632532
2025,BFA,0.16056962565632532
2026,BFA,0.16056962565632532
2027,BFA,0.16056962565632532
2028,BFA,0.16056962565632532
2029,BFA,0.16056962565632532
2030,BFA,0.16056962565632532
2031,BFA,0.16056962565632532
2032,BFA,0.16056962565632532
2033,BFA,0.16056962565632532
2034,BFA,0.16056962565632532
2035,BFA,0.16056962565632532
2036,BFA,0.16056962565632532
2037,BFA,0.16056962565632532
2038,BFA,0.16056962565632532
2039,BFA,0.16056962565632532
2040,BFA,0.16056962565632532
2041,BFA,0.16056962565632532
2042,BFA,0.16056962565632532
2043,BFA,0.16056962565632532
2044,BFA,0.16056962565632532
2045,BFA,0.16056962565632532
2046,BFA,0.16056962565632532
2047,BFA,0.16056962565632532
2048,BFA,0.16056962565632532
2049,BFA,0.16056962565632532
2050,BFA,0.16056962565632532
2021,BGD,0.2257609526498673
2022,BGD,0.2257609526498673
2023,BGD,0.2257609526498673
2024,BGD,0.2257609526498673
2025,BGD,0.2257609526498673
2026,BGD,0.2257609526498673
2027,BGD,0.2257609526498673
2028,BGD,0.2257609526498673
2029,BGD,0.2257609526498673
2030,BGD,0.2257609526498673
2031,BGD,0.2257609526498673
2032,BGD,0.2257609526498673
2033,BGD,0.2257609526498673
2034,BGD,0.2257609526498673
2035,BGD,0.2257609526498673
2036,BGD,0.2257609526498673
2037,BGD,0.2257609526498673
2038,BGD,0.2257609526498673
2039,BGD,0.2257609526498673
2040,BGD,0.2257609526498673
2041,BGD,0.2257609526498673
2042,BGD,0.2257609526498673
2043,BGD,0.2257609526498673
2044,BGD,0.2257609526498673
2045,BGD,0.2257609526498673
2046,BGD,0.2257609526498673
2047,BGD,0.2257609526498673
2048,BGD,0.2257609526498673
2049,BGD,0.2257609526498673
2050,BGD,0.2257609526498673
2021,BGR,0.02204862855952354
2022,BGR,0.02204862855952354
2023,BGR,0.02204862855952354
2024,BGR,0.02204862855952354
2025,BGR,0.02204862855952354
2026,BGR,0.02204862855952354
2027,BGR,0.02204862855952354
2028,BGR,0.02204862855952354
2029,BGR,0.02204862855952354
2030,BGR,0.02204862855952354
2031,BGR,0.02204862855952354
2032,BGR,0.02204862855952354
2033,BGR,0.02204862855952354
2034,BGR,0.02204862855952354
2035,BGR,0.02204862855952354
2036,BGR,0.02204862855952354
2037,BGR,0.02204862855952354
2038,BGR,0.02204862855952354
2039,BGR,0.02204862855952354
2040,BGR,0.02204862855952354
2041,BGR,0.02204862855952354
2042,BGR,0.02204862855952354
2043,BGR,0.02204862855952354
2044,BGR,0.02204862855952354
2045,BGR,0.02204862855952354
2046,BGR,0.02204862855952354
2047,BGR,0.02204862855952354
2048,BGR,0.02204862855952354
2049,BGR,0.02204862855952354
2050,BGR,0.02204862855952354
2021,BHR,0.16174257628046823
2022,BHR,0.16174257628046823
2023,BHR,0.16174257628046823
2024,BHR,0.16174257628046823
2025,BHR,0.16174257628046823
2026,BHR,0.16174257628046823
2027,BHR,0.16174257628046823
2028,BHR,0.16174257628046823
2029,BHR,0.16174257628046823
2030,BHR,0.16174257628046823
2031,BHR,0.16174257628046823
2032,BHR,0.16174257628046823
2033,BHR,0.16174257628046823
2034,BHR,0.16174257628046823
2035,BHR,0.16174257628046823
2036,BHR,0.16174257628046823
2037,BHR,0.16174257628046823
2038,BHR,0.16174257628046823
2039,BHR,0.16174257628046823
2040,BHR,0.16174257628046823
2041,BHR,0.16174257628046823
2042,BHR,0.16174257628046823
2043,BHR,0.16174257628046823
2044,BHR,0.16174257628046823
2045,BHR,0.16174257628046823
2046,BHR,0.16174257628046823
2047,BHR,0.16174257628046823
2048,BHR,0.16174257628046823
2049,BHR,0.16174257628046823
2050,BHR,0.16174257628046823
2021,BHS,0.3063816930256711
2022,BHS,0.3063816930256711
2023,BHS,0.3063816930256711
2024,BHS,0.3063816930256711
2025,BHS,0.3063816930256711
2026,BHS,0.3063816930256711
2027,BHS,0.3063816930256711
2028,BHS,0.3063816930256711
2029,BHS,0.3063816930256711
2030,BHS,0.3063816930256711
2031,BHS,0.3063816930256711
2032,BHS,0.3063816930256711
2033,BHS,0.3063816930256711
2034,BHS,0.3063816930256711
2035,BHS,0.3063816930256711
2036,BHS,0.3063816930256711
2037,BHS,0.3063816930256711
2038,BHS,0.3063816930256711
2039,BHS,0.3063816930256711
2040,BHS,0.3063816930256711
2041,BHS,0.3063816930256711
2042,BHS,0.3063816930256711
2043,BHS,0.3063816930256711
2044,BHS,0.3063816930256711
2045,BHS,0.3063816930256711
2046,BHS,0.3063816930256711
2047,BHS,0.3063816930256711
2048,BHS,0.3063816930256711
2049,BHS,0.3063816930256711
2050,BHS,0.3063816930256711
2021,BIH,0.26094333655455004
2022,BIH,0.26094333655455004
2023,BIH,0.26094333655455004
2024,BIH,0.26094333655455004
2025,BIH,0.26094333655455004
2026,BIH,0.26094333655455004
2027,BIH,0.26094333655455004
2028,BIH,0.26094333655455004
2029,BIH,0.26094333655455004
2030,BIH,0.26094333655455004
2031,BIH,0.26094333655455004
2032,BIH,0.26094333655455004
2033,BIH,0.26094333655455004
2034,BIH,0.26094333655455004
2035,BIH,0.26094333655455004
2036,BIH,0.26094333655455004
2037,BIH,0.26094333655455004
2038,BIH,0.26094333655455004
2039,BIH,0.26094333655455004
2040,BIH,0.26094333655455004
2041,BIH,0.26094333655455004
2042,BIH,0.26094333655455004
2043,BIH,0.26094333655455004
2044,BIH,0.26094333655455004
2045,BIH,0.26094333655455004
2046,BIH,0.26094333655455004
2047,BIH,0.26094333655455004
2048,BIH,0.26094333655455004
2049,BIH,0.26094333655455004
2050,BIH,0.26094333655455004
2021,BLR,0.18854522196464077
2022,BLR,0.18854522196464077
2023,BLR,0.18854522196464077
2024,BLR,0.18854522196464077
2025,BLR,0.18854522196464077
2026,BLR,0.18854522196464077
2027,BLR,0.18854522196464077
2028,BLR,0.18854522196464077
2029,BLR,0.18854522196464077
2030,BLR,0.18854522196464077
2031,BLR,0.18854522196464077
2032,BLR,0.18854522196464077
2033,BLR,0.18854522196464077
2034,BLR,0.18854522196464077
2035,BLR,0.18854522196464077
2036,BLR,0.18854522196464077
2037,BLR,0.18854522196464077
2038,BLR,0.18854522196464077
2039,BLR,0.18854522196464077
2040,BLR,0.18854522196464077
2041,BLR,0.18854522196464077
2042,BLR,0.18854522196464077
2043,BLR,0.18854522196464077
2044,BLR,0.18854522196464077
2045,BLR,0.18854522196464077
2046,BLR,0.18854522196464077
2047,BLR,0.18854522196464077
2048,BLR,0.18854522196464077
2049,BLR,0.18854522196464077
2050,BLR,0.18854522196464077
2021,BLZ,0.19594953356461878
2022,BLZ,0.19594953356461878
2023,BLZ,0.19594953356461878
2024,BLZ,0.19594953356461878
2025,BLZ,0.19594953356461878
2026,BLZ,0.19594953356461878
2027,BLZ,0.19594953356461878
2028,BLZ,0.19594953356461878
2029,BLZ,0.19594953356461878
2030,BLZ,0.19594953356461878
2031,BLZ,0.19594953356461878
2032,BLZ,0.19594953356461878
2033,BLZ,0.19594953356461878
2034,BLZ,0.19594953356461878
2035,BLZ,0.19594953356461878
2036,BLZ,0.19594953356461878
2037,BLZ,0.19594953356461878
2038,BLZ,0.19594953356461878
2039,BLZ,0.19594953356461878
2040,BLZ,0.19594953356461878
2041,BLZ,0.19594953356461878
2042,BLZ,0.19594953356461878
2043,BLZ,0.19594953356461878
2044,BLZ,0.19594953356461878
2045,BLZ,0.19594953356461878
2046,BLZ,0.19594953356461878
2047,BLZ,0.19594953356461878
2048,BLZ,0.19594953356461878
2049,BLZ,0.19594953356461878
2050,BLZ,0.19594953356461878
2021,BMU,0.4966582115286413
2022,BMU,0.4966582115286413
2023,BMU,0.4966582115286413
2024,BMU,0.4966582115286413
2025,BMU,0.4966582115286413
2026,BMU,0.4966582115286413
2027,BMU,0.4966582115286413
2028,BMU,0.4966582115286413
2029,BMU,0.4966582115286413
2030,BMU,0.4966582115286413
2031,BMU,0.4966582115286413
2032,BMU,0.4966582115286413
2033,BMU,0.4966582115286413
2034,BMU,0.4966582115286413
2035,BMU,0.4966582115286413
2036,BMU,0.4966582115286413
2037,BMU,0.4966582115286413
2038,BMU,0.4966582115286413
2039,BMU,0.4966582115286413
2040,BMU,0.4966582115286413
2041,BMU,0.4966582115286413
2042,BMU,0.4966582115286413
2043,BMU,0.4966582115286413
2044,BMU,0.4966582115286413
2045,BMU,0.4966582115286413
2046,BMU,0.4966582115286413
2047,BMU,0.4966582115286413
2048,BMU,0.4966582115286413
2049,BMU,0.4966582115286413
2050,BMU,0.4966582115286413
2021,BOL,0.22745982716155855
2022,BOL,0.22745982716155855
2023,BOL,0.22745982716155855
2024,BOL,0.22745982716155855
2025,BOL,0.22745982716155855
2026,BOL,0.22745982716155855
2027,BOL,0.22745982716155855
2028,BOL,0.22745982716155855
2029,BOL,0.22745982716155855
2030,BOL,0.22745982716155855
2031,BOL,0.22745982716155855
2032,BOL,0.22745982716155855
2033,BOL,0.22745982716155855
2034,BOL,0.22745982716155855
2035,BOL,0.22745982716155855
2036,BOL,0.22745982716155855
2037,BOL,0.22745982716155855
2038,BOL,0.22745982716155855
2039,BOL,0.22745982716155855
2040,BOL,0.22745982716155855
2041,BOL,0.22745982716155855
2042,BOL,0.22745982716155855
2043,BOL,0.22745982716155855
2044,BOL,0.22745982716155855
2045,BOL,0.22745982716155855
2046,BOL,0.22745982716155855
2047,BOL,0.22745982716155855
2048,BOL,0.22745982716155855
2049,BOL,0.22745982716155855
2050,BOL,0.22745982716155855
2021,BRA,0.34061638206639894
2022,BRA,0.34061638206639894
2023,BRA,0.34061638206639894
2024,BRA,0.34061638206639894
2025,BRA,0.34061638206639894
2026,BRA,0.34061638206639894
2027,BRA,0.34061638206639894
2028,BRA,0.34061638206639894
2029,BRA,0.34061638206639894
2030,BRA,0.34061638206639894
2031,BRA,0.34061638206639894
2032,BRA,0.34061638206639894
2033,BRA,0.34061638206639894
2034,BRA,0.34061638206639894
2035,BRA,0.34061638206639894
2036,BRA,0.34061638206639894
2037,BRA,0.34061638206639894
2038,BRA,0.34061638206639894
2039,BRA,0.34061638206639894
2040,BRA,0.34061638206639894
2041,BRA,0.34061638206639894
2042,BRA,0.34061638206639894
2043,BRA,0.34061638206639894
2044,BRA,0.34061638206639894
2045,BRA,0.34061638206639894
2046,BRA,0.34061638206639894
2047,BRA,0.34061638206639894
2048,BRA,0.34061638206639894
2049,BRA,0.34061638206639894
2050,BRA,0.34061638206639894
2021,BRB,0.11311029046951769
2022,BRB,0.11311029046951769
2023,BRB,0.11311029046951769
2024,BRB,0.11311029046951769
2025,BRB,0.11311029046951769
2026,BRB,0.11311029046951769
2027,BRB,0.11311029046951769
2028,BRB,0.11311029046951769
2029,BRB,0.11311029046951769
2030,BRB,0.11311029046951769
2031,BRB,0.11311029046951769
2032,BRB,0.11311029046951769
2033,BRB,0.11311029046951769
2034,BRB,0.11311029046951769
2035,BRB,0.11311029046951769
2036,BRB,0.11311029046951769
2037,BRB,0.11311029046951769
2038,BRB,0.11311029046951769
2039,BRB,0.11311029046951769
2040,BRB,0.11311029046951769
2041,BRB,0.11311029046951769
2042,BRB,0.11311029046951769
2043,BRB,0.11311029046951769
2044,BRB,0.11311029046951769
2045,BRB,0.11311029046951769
2046,BRB,0.11311029046951769
2047,BRB,0.11311029046951769
2048,BRB,0.11311029046951769
2049,BRB,0.11311029046951769
2050,BRB,0.11311029046951769
2021,BRN,0.3667792818990213
2022,BRN,0.3667792818990213
2023,BRN,0.3667792818990213
2024,BRN,0.3667792818990213
2025,BRN,0.3667792818990213
2026,BRN,0.3667792818990213
2027,BRN,0.3667792818990213
2028,BRN,0.3667792818990213
2029,BRN,0.3667792818990213
2030,BRN,0.3667792818990213
2031,BRN,0.3667792818990213
2032,BRN,0.3667792818990213
2033,BRN,0.3667792818990213
2034,BRN,0.3667792818990213
2035,BRN,0.3667792818990213
2036,BRN,0.3667792818990213
2037,BRN,0.3667792818990213
2038,BRN,0.3667792818990213
2039,BRN,0.3667792818990213
2040,BRN,0.3667792818990213
2041,BRN,0.3667792818990213
2042,BRN,0.3667792818990213
2043,BRN,0.3667792818990213
2044,BRN,0.3667792818990213
2045,BRN,0.3667792818990213
2046,BRN,0.3667792818990213
2047,BRN,0.3667792818990213
2048,BRN,0.3667792818990213
2049,BRN,0.3667792818990213
2050,BRN,0.3667792818990213
2021,BTN,0.09388728846568833
