Year,prodinit_ippu_paper_tonne,iso_code3
2046,114818.555546679,"IRN"
2047,107272.215061001,"IRN"
2048,100221.850634721,"IRN"
2049,93634.8647125125,"IRN"
2050,87480.8021824041,"IRN"
2021,815658.8,"IRQ"
2022,888423.281092248,"IRQ"
2023,967679.042249916,"IRQ"
2024,1054005.16706235,"IRQ"
2025,1148032.39885319,"IRQ"
2026,1250447.74921739,"IRQ"
2027,1361999.51768329,"IRQ"
2028,1483502.75917607,"IRQ"
2029,1615845.23923068,"IRQ"
2030,1759993.92046602,"IRQ"
2031,1917002.02771408,"IRQ"
2032,2088016.74342535,"IRQ"
2033,2274287.58957729,"IRQ"
2034,2477175.55732818,"IRQ"
2035,2698163.05112262,"IRQ"
2036,2938864.71990523,"IRQ"
2037,3201039.25458102,"IRQ"
2038,3486602.237921,"IRQ"
2039,3797640.14080072,"IRQ"
2040,4136425.56703588,"IRQ"
2041,4505433.85820134,"IRQ"
2042,4907361.1797572,"IRQ"
2043,5345144.2206283,"IRQ"
2044,5821981.65017267,"IRQ"
2045,6341357.48931449,"IRQ"
2046,6907066.56660319,"IRQ"
2047,7523242.24519391,"IRQ"
2048,8194386.62333685,"IRQ"
2049,8925403.42903595,"IRQ"
2050,9721633.8492224,"IRQ"
2021,61969.02,"ISL"
2022,62908.1022472212,"ISL"
2023,63861.4154031617,"ISL"
2024,64829.1751238661,"ISL"
2025,65811.6003334437,"ISL"
2026,66808.9132735928,"ISL"
2027,67821.3395538756,"ISL"
2028,68849.1082027554,"ISL"
2029,69892.4517194064,"ISL"
2030,70951.6061263094,"ISL"
2031,72026.8110226439,"ISL"
2032,73118.3096384897,"ISL"
2033,74226.3488898499,"ISL"
2034,75351.1794345076,"ISL"
2035,76493.0557287289,"ISL"
2036,77652.2360848254,"ISL"
2037,78828.982729589,"ISL"
2038,80023.5618636122,"ISL"
2039,81236.2437215071,"ISL"
2040,82467.3026330374,"ISL"
2041,83717.0170851766,"ISL"
2042,84985.6697851064,"ISL"
2043,86273.5477241701,"ISL"
2044,87580.942242795,"ISL"
2045,88908.1490963989,"ISL"
2046,90255.4685222946,"ISL"
2047,91623.2053076096,"ISL"
2048,93011.6688582334,"ISL"
2049,94421.1732688112,"ISL"
2050,95852.0373937972,"ISL"
2021,1436257,"ISR"
2022,1478638.70350908,"ISR"
2023,1522271.02497326,"ISR"
2024,1567190.86817742,"ISR"
2025,1613436.22587958,"ISR"
2026,1661046.21194477,"ISR"
2027,1710061.09442717,"ISR"
2028,1760522.32962841,"ISR"
2029,1812472.59716091,"ISR"
2030,1865955.83604588,"ISR"
2031,1921017.28187649,"ISR"
2032,1977703.5050777,"ISR"
2033,2036062.45029508,"ISR"
2034,2096143.47694587,"ISR"
2035,2157997.40096671,"ISR"
2036,2221676.5377933,"ISR"
2037,2287234.74660818,"ISR"
2038,2354727.47589438,"ISR"
2039,2424211.81033316,"ISR"
2040,2495746.51908567,"ISR"
2041,2569392.10549932,"ISR"
2042,2645210.85828092,"ISR"
2043,2723266.90417985,"ISR"
2044,2803626.26222583,"ISR"
2045,2886356.89956714,"ISR"
2046,2971528.7889566,"ISR"
2047,3059213.9679338,"ISR"
2048,3149486.59975374,"ISR"
2049,3242423.03611338,"ISR"
2050,3338101.88172915,"ISR"
2021,13762120,"ITA"
2022,13425559.9238552,"ITA"
2023,13097230.606115,"ITA"
2024,12776930.7591379,"ITA"
2025,12464464.0178806,"ITA"
2026,12159638.8195127,"ITA"
2027,11862268.2859766,"ITA"
2028,11572170.1094181,"ITA"
2029,11289166.4404205,"ITA"
2030,11013083.7789701,"ITA"
2031,10743752.8680901,"ITA"
2032,10481008.5900745,"ITA"
2033,10224689.8652595,"ITA"
2034,9974639.55327209,"ITA"
2035,9730704.35669147,"ITA"
2036,9492734.72706822,"ITA"
2037,9260584.77324102,"ITA"
2038,9034112.17189563,"ITA"
2039,8813178.08031135,"ITA"
2040,8597647.05124117,"ITA"
2041,8387386.94987366,"ITA"
2042,8182268.87282555,"ITA"
2043,7982167.0691154,"ITA"
2044,7786958.86306997,"ITA"
2045,7596524.57911581,"ITA"
2046,7410747.46841026,"ITA"
2047,7229513.63726665,"ITA"
2048,7052711.97732993,"ITA"
2049,6880234.09745986,"ITA"
2050,6711974.25728007,"ITA"
2021,96845.46,"JAM"
2022,100347.399581237,"JAM"
2023,103975.969577886,"JAM"
2024,107735.7489559,"JAM"
2025,111631.482257005,"JAM"
2026,115668.085585937,"JAM"
2027,119850.652814172,"JAM"
2028,124184.462007984,"JAM"
2029,128674.98208895,"JAM"
2030,133327.879735285,"JAM"
2031,138149.026532743,"JAM"
2032,143144.506384089,"JAM"
2033,148320.623186499,"JAM"
2034,153683.908786572,"JAM"
2035,159241.131223007,"JAM"
2036,164999.303267322,"JAM"
2037,170965.691273412,"JAM"
2038,177147.824347114,"JAM"
2039,183553.503847332,"JAM"
2040,190190.813230732,"JAM"
2041,197068.12825242,"JAM"
2042,204194.127535478,"JAM"
2043,211577.803522691,"JAM"
2044,219228.473824296,"JAM"
2045,227155.79297606,"JAM"
2046,235369.764622538,"JAM"
2047,243880.75414087,"JAM"
2048,252699.501721064,"JAM"
2049,261837.135919258,"JAM"
2050,271305.187701069,"JAM"
2021,393937.8,"JOR"
2022,406235.576907768,"JOR"
2023,418917.260404021,"JOR"
2024,431994.835115719,"JOR"
2025,445480.659800634,"JOR"
2026,459387.4790268,"JOR"
2027,473728.435216568,"JOR"
2028,488517.081066647,"JOR"
2029,503767.39235587,"JOR"
2030,519493.781152783,"JOR"
2031,535711.109435547,"JOR"
2032,552434.703137017,"JOR"
2033,569680.366628279,"JOR"
2034,587464.39765432,"JOR"
2035,605803.602735957,"JOR"
2036,624715.313052583,"JOR"
2037,644217.400820721,"JOR"
2038,664328.296183886,"JOR"
2039,685067.004629704,"JOR"
2040,706453.124950752,"JOR"
2041,728506.86776609,"JOR"
2042,751249.07462099,"JOR"
2043,774701.237682915,"JOR"
2044,798885.520052356,"JOR"
2045,823824.776707721,"JOR"
2046,849542.576104081,"JOR"
2047,876063.222446165,"JOR"
2048,903411.778656671,"JOR"
2049,931614.090061593,"JOR"
2050,960696.808814936,"JOR"
2021,12723500,"JPN"
2022,12464304.74657,"JPN"
2023,12210389.6581418,"JPN"
2024,11961647.1704677,"JPN"
2025,11717971.9105322,"JPN"
2026,11479260.6519134,"JPN"
2027,11245412.2710543,"JPN"
2028,11016327.704424,"JPN"
2029,10791909.9065526,"JPN"
2030,10572063.8089205,"JPN"
2031,10356696.2796847,"JPN"
2032,10145716.0842266,"JPN"
2033,9939033.84650275,"JPN"
2034,9736562.01118278,"JPN"
2035,9538214.80655941,"JPN"
2036,9343908.20821336,"JPN"
2037,9153559.90341873,"JPN"
2038,8967089.25627342,"JPN"
2039,8784417.27353996,"JPN"
2040,8605466.57118211,"JPN"
2041,8430161.34158326,"JPN"
2042,8258427.32143256,"JPN"
2043,8090191.76026527,"JPN"
2044,7925383.38964404,"JPN"
2045,7763932.39296792,"JPN"
2046,7605770.37589646,"JPN"
2047,7450830.33737633,"JPN"
2048,7299046.6412581,"JPN"
2049,7150354.98849131,"JPN"
2050,7004692.38988586,"JPN"
2021,686260.8,"KAZ"
2022,749249.528894928,"KAZ"
2023,818019.704096856,"KAZ"
2024,893101.978025464,"KAZ"
2025,975075.709250343,"KAZ"
2026,1064573.43300493,"KAZ"
2027,1162285.74202839,"KAZ"
2028,1268966.61539762,"KAZ"
2029,1385439.2364682,"KAZ"
2030,1512602.34481752,"KAZ"
2031,1651437.17120356,"KAZ"
2032,1803015.00905172,"KAZ"
2033,1968505.48089369,"KAZ"
2034,2149185.56354476,"KAZ"
2035,2346449.4416608,"KAZ"
2036,2561819.26570791,"KAZ"
2037,2796956.8973568,"KAZ"
2038,3053676.73293303,"KAZ"
2039,3333959.70387274,"KAZ"
2040,3639968.56221618,"KAZ"
2041,3974064.56908631,"KAZ"
2042,4338825.71492637,"KAZ"
2043,4737066.61208943,"KAZ"
2044,5171860.21327736,"KAZ"
2045,5646561.52341571,"KAZ"
2046,6164833.48793265,"KAZ"
2047,6730675.25720428,"KAZ"
2048,7348453.04526363,"KAZ"
2049,8022933.8208889,"KAZ"
2050,8759322.09104205,"KAZ"
2021,887821.3,"KEN"
2022,955604.94695879,"KEN"
2023,1028563.76013068,"KEN"
2024,1107092.85465827,"KEN"
2025,1191617.51205358,"KEN"
2026,1282595.4833491,"KEN"
2027,1380519.46809048,"KEN"
2028,1485919.78259609,"KEN"
2029,1599367.23193367,"KEN"
2030,1721476.20116751,"KEN"
2031,1852907.98261711,"KEN"
2032,1994374.35714636,"KEN"
2033,2146641.44887807,"KEN"
2034,2310533.87420945,"KEN"
2035,2486939.20759776,"KEN"
2036,2676812.78830119,"KEN"
2037,2881182.89410625,"KEN"
2038,3101156.31006034,"KEN"
2039,3337924.32236772,"KEN"
2040,3592769.16990915,"KEN"
2041,3867070.98832412,"KEN"
2042,4162315.28426199,"KEN"
2043,4480100.98027941,"KEN"
2044,4822149.07395208,"KEN"
2045,5190311.95809489,"KEN"
2046,5586583.45256511,"KEN"
2047,6013109.60197658,"KEN"
2048,6472200.29780117,"KEN"
2049,6966341.78779779,"KEN"
2050,7498210.14051511,"KEN"
2021,57008.13,"KGZ"
2022,61228.4709380463,"KGZ"
2023,65761.24586811,"KGZ"
2024,70629.5844379616,"KGZ"
2025,75858.328594992,"KGZ"
2026,81474.1593486268,"KGZ"
2027,87505.732917027,"KGZ"
2028,93983.8269527983,"KGZ"
2029,100941.497593866,"KGZ"
2030,108414.248140903,"KGZ"
2031,116440.210222041,"KGZ"
2032,125060.338369286,"KGZ"
2033,134318.618999537,"KGZ"
2034,144262.294866568,"KGZ"
2035,154942.10612931,"KGZ"
2036,166412.549266537,"KGZ"
2037,178732.155159139,"KGZ"
2038,191963.78775897,"KGZ"
2039,206174.964868298,"KGZ"
2040,221438.20266673,"KGZ"
2041,237831.385743631,"KGZ"
2042,255438.164524239,"KGZ"
2043,274348.382117433,"KGZ"
2044,294658.532763261,"KGZ"
2045,316472.254219577,"KGZ"
2046,339900.856600302,"KGZ"
2047,365063.890363859,"KGZ"
2048,392089.75635008,"KGZ"
2049,421116.360978452,"KGZ"
2050,452291.819951031,"KGZ"
2021,335949,"KHM"
2022,387667.8782214,"KHM"
2023,447348.805338555,"KHM"
2024,516217.527632098,"KHM"
2025,595688.493306521,"KHM"
2026,687393.902887169,"KHM"
2027,793217.231885185,"KHM"
2028,915331.914229785,"KHM"
2029,1056245.98096078,"KHM"
2030,1218853.57098532,"KHM"
2031,1406494.37184351,"KHM"
2032,1623022.2112967,"KHM"
2033,1872884.20849473,"KHM"
2034,2161212.1103546,"KHM"
2035,2493927.68904674,"KHM"
2036,2877864.36527672,"KHM"
2037,3320907.55530096,"KHM"
2038,3832156.62416896,"KHM"
2039,4422111.7714405,"KHM"
2040,5102889.68769729,"KHM"
2041,5888472.41107272,"KHM"
2042,6794994.49489599,"KHM"
2043,7841074.38439294,"KHM"
2044,9048196.80836609,"KHM"
2045,10441154.0395385,"KHM"
2046,12048555.0863098,"KHM"
2047,13903413.2738701,"KHM"
2048,16043824.2826038,"KHM"
2049,18513748.5695567,"KHM"
2050,21363914.2425919,"KHM"
2021,755.9174,"KIR"
2022,836.87985753526,"KIR"
2023,926.513790988588,"KIR"
2024,1025.74795792104,"KIR"
2025,1135.61059037938,"KIR"
2026,1257.2400491009,"KIR"
2027,1391.89661883585,"KIR"
2028,1540.9755670066,"KIR"
2029,1706.02160101329,"KIR"
2030,1888.74487398766,"KIR"
2031,2091.03870484162,"KIR"
2032,2314.99919621981,"KIR"
2033,2562.94695363101,"KIR"
2034,2837.45113080496,"KIR"
2035,3141.35605042472,"KIR"
2036,3477.81067606985,"KIR"
2037,3850.30124074924,"KIR"
2038,4262.68737010957,"KIR"
2039,4719.24207461642,"KIR"
2040,5224.696025094,"KIR"
2041,5784.28657039209,"KIR"
2042,6403.81200508527,"KIR"
2043,7089.69164950873,"KIR"
2044,7849.0323646602,"KIR"
2045,8689.7021911739,"KIR"
2046,9620.41187538935,"KIR"
2047,10650.8051272617,"KIR"
2048,11791.5585453366,"KIR"
2049,13054.492244179,"KIR"
2050,14452.6923305426,"KIR"
2021,4351547,"KOR"
2022,4464986.08624796,"KOR"
2023,4581382.37973481,"KOR"
2024,4700812.97094976,"KOR"
2025,4823356.96002929,"KOR"
2026,4949095.50914607,"KOR"
2027,5078111.89626344,"KOR"
2028,5210491.57029132,"KOR"
2029,5346322.20767995,"KOR"
2030,5485693.77048885,"KOR"
2031,5628698.56596972,"KOR"
2032,5775431.30770244,"KOR"
2033,5925989.17832492,"KOR"
2034,6080471.89389813,"KOR"
2035,6238981.76994916,"KOR"
2036,6401623.7892358,"KOR"
2037,6568505.67127777,"KOR"
2038,6739737.9437005,"KOR"
2039,6915434.01543868,"KOR"
2040,7095710.25184827,"KOR"
2041,7280686.05177642,"KOR"
2042,7470483.92664065,"KOR"
2043,7665229.58156939,"KOR"
2044,7865051.99865785,"KOR"
2045,8070083.52239423,"KOR"
2046,8280459.94731279,"KOR"
2047,8496320.60793211,"KOR"
2048,8717808.4710377,"KOR"
2049,8945070.23037047,"KOR"
2050,9178256.40378352,"KOR"
2021,418143.7,"KWT"
2022,425954.252168107,"KWT"
2023,433910.698499323,"KWT"
2024,442015.764166768,"KWT"
2025,450272.225247373,"KWT"
2026,458682.909672714,"KWT"
2027,467250.69819761,"KWT"
2028,475978.52538682,"KWT"
2029,484869.380620159,"KWT"
2030,493926.309116394,"KWT"
2031,503152.412976273,"KWT"
2032,512550.852245023,"KWT"
2033,522124.845994701,"KWT"
2034,531877.673426769,"KWT"
2035,541812.674995252,"KWT"
2036,551933.253550882,"KWT"
2037,562242.875506617,"KWT"
2038,572745.072024921,"KWT"
2039,583443.440227233,"KWT"
2040,594341.644426016,"KWT"
2041,605443.41737983,"KWT"
2042,616752.561571844,"KWT"
2043,628272.950512226,"KWT"
2044,640008.530064868,"KWT"
2045,651963.319798888,"KWT"
2046,664141.414365376,"KWT"
2047,676546.984899863,"KWT"
2048,689184.280450976,"KWT"
2049,702057.62943579,"KWT"
2050,715171.441122361,"KWT"
2021,40347.88,"LAO"
2022,43391.4400181248,"LAO"
2023,46664.5847773544,"LAO"
2024,50184.6325342812,"LAO"
2025,53970.2079128543,"LAO"
2026,58041.3404475364,"LAO"
2027,62419.5705598618,"LAO"
2028,67128.063529121,"LAO"
2029,72191.7320601907,"LAO"
2030,77637.3680970177,"LAO"
2031,83493.7845791854,"LAO"
2032,89791.9678915957,"LAO"
2033,96565.2418138837,"LAO"
2034,103849.443837021,"LAO"
2035,111683.114780001,"LAO"
2036,120107.702709876,"LAO"
2037,129167.782244082,"LAO"
2038,138911.290395389,"LAO"
2039,149389.780207333,"LAO"
2040,160658.693522121,"LAO"
2041,172777.654324228,"LAO"
2042,185810.784211761,"LAO"
2043,199827.041664775,"LAO"
2044,214900.586905593,"LAO"
2045,231111.174281619,"LAO"
2046,248544.574246757,"LAO"
2047,267293.02717413,"LAO"
2048,287455.731401235,"LAO"
2049,309139.368089795,"LAO"
2050,332458.665677338,"LAO"
2021,320918.1,"LBN"
2022,324134.450310354,"LBN"
2023,327383.035977077,"LBN"
2024,330664.180073872,"LBN"
2025,333978.208912393,"LBN"
2026,337325.452074704,"LBN"
2027,340706.242446051,"LBN"
2028,344120.916247968,"LBN"
2029,347569.813071716,"LBN"
2030,351053.275912057,"LBN"
2031,354571.651201362,"LBN"
2032,358125.288844063,"LBN"
2033,361714.542251456,"LBN"
2034,365339.768376845,"LBN"
2035,369001.327751039,"LBN"
2036,372699.584518211,"LBN"
2037,376434.906472111,"LBN"
2038,380207.665092643,"LBN"
2039,384018.235582808,"LBN"
2040,387866.996906019,"LBN"
2041,391754.33182379,"LBN"
2042,395680.6269338,"LBN"
2043,399646.272708344,"LBN"
2044,403651.66353316,"LBN"
2045,407697.197746655,"LBN"
2046,411783.277679519,"LBN"
2047,415910.309694737,"LBN"
2048,420078.704228003,"LBN"
2049,424288.875828536,"LBN"
2050,428541.243200307,"LBN"
2021,255714.9,"LBY"
2022,267020.866345233,"LBY"
2023,278826.705302502,"LBY"
2024,291154.517824581,"LBY"
2025,304027.382017428,"LBY"
2026,317469.396343219,"LBY"
2027,331505.724733539,"LBY"
2028,346162.643697156,"LBY"
2029,361467.591510588,"LBY"
2030,377449.219583536,"LBY"
2031,394137.44609535,"LBY"
2032,411563.51200293,"LBY"
2033,429760.039524912,"LBY"
2034,448761.093211634,"LBY"
2035,468602.243715186,"LBY"
2036,489320.634378947,"LBY"
2037,510955.050771251,"LBY"
2038,533545.993293359,"LBY"
2039,557135.752997657,"LBY"
2040,581768.49075802,"LBY"
2041,607490.319940548,"LBY"
2042,634349.392729434,"LBY"
2043,662395.990269577,"LBY"
2044,691682.616794684,"LBY"
2045,722264.097917072,"LBY"
2046,754197.683263176,"LBY"
2047,787543.153646897,"LBY"
2048,822362.932981424,"LBY"
2049,858722.20513903,"LBY"
2050,896689.035977617,"LBY"
2021,643314.3,"LKA"
2022,645100.341854176,"LKA"
2023,646891.34231957,"LKA"
2024,648687.315162839,"LKA"
2025,650488.274188861,"LKA"
2026,652294.233240839,"LKA"
2027,654105.206200411,"LKA"
2028,655921.206987753,"LKA"
2029,657742.249561689,"LKA"
2030,659568.347919796,"LKA"
2031,661399.516098514,"LKA"
2032,663235.768173252,"LKA"
2033,665077.118258497,"LKA"
2034,666923.58050792,"LKA"
2035,668775.169114491,"LKA"
2036,670631.898310581,"LKA"
2037,672493.782368075,"LKA"
2038,674360.835598483,"LKA"
2039,676233.072353046,"LKA"
2040,678110.50702285,"LKA"
2041,679993.154038934,"LKA"
2042,681881.027872403,"LKA"
2043,683774.143034538,"LKA"
2044,685672.514076909,"LKA"
2045,687576.155591484,"LKA"
2046,689485.082210742,"LKA"
2047,691399.30860779,"LKA"
2048,693318.849496469,"LKA"
2049,695243.719631471,"LKA"
2050,697173.933808452,"LKA"
2021,10143.52,"LSO"
2022,10211.4558701768,"LSO"
2023,10279.8467384664,"LSO"
2024,10348.6956522026,"LSO"
2025,10418.0056791289,"LSO"
2026,10487.7799075346,"LSO"
2027,10558.0214463931,"LSO"
2028,10628.7334254995,"LSO"
2029,10699.9189956111,"LSO"
2030,10771.5813285871,"LSO"
2031,10843.7236175299,"LSO"
2032,10916.349076928,"LSO"
2033,10989.4609427985,"LSO"
2034,11063.0624728318,"LSO"
2035,11137.1569465364,"LSO"
2036,11211.7476653853,"LSO"
2037,11286.8379529631,"LSO"
2038,11362.4311551137,"LSO"
2039,11438.53064009,"LSO"
2040,11515.1397987034,"LSO"
2041,11592.2620444754,"LSO"
2042,11669.9008137891,"LSO"
2043,11748.0595660429,"LSO"
2044,11826.7417838044,"LSO"
2045,11905.9509729654,"LSO"
2046,11985.6906628986,"LSO"
2047,12065.9644066142,"LSO"
2048,12146.7757809187,"LSO"
2049,12228.1283865743,"LSO"
2050,12310.0258484589,"LSO"
2021,405002.4,"LTU"
2022,416488.49081532,"LTU"
2023,428300.333483512,"LTU"
2024,440447.166506288,"LTU"
2025,452938.490394348,"LTU"
2026,465784.075098102,"LTU"
2027,478993.967649125,"LTU"
2028,492578.500018336,"LTU"
2029,506548.297197031,"LTU"
2030,520914.285507102,"LTU"
2031,535687.701146941,"LTU"
2032,550880.098979704,"LTU"
2033,566503.361570823,"LTU"
2034,582569.70848182,"LTU"
2035,599091.705827704,"LTU"
2036,616082.276105416,"LTU"
2037,633554.708301017,"LTU"
2038,651522.668283524,"LTU"
2039,670000.209493512,"LTU"
2040,689001.783934863,"LTU"
2041,708542.253478237,"LTU"
2042,728636.901485119,"LTU"
2043,749301.444761533,"LTU"
2044,770552.045850764,"LTU"
2045,792405.325674717,"LTU"
2046,814878.376533781,"LTU"
2047,837988.775475386,"LTU"
2048,861754.598041695,"LTU"
2049,886194.432407186,"LTU"
2050,911327.393917192,"LTU"
2021,139986.2,"LUX"
2022,134875.39482903,"LUX"
2023,129951.181832829,"LUX"
2024,125206.74865238,"LUX"
2025,120635.531643469,"LUX"
2026,116231.206796261,"LUX"
2027,111987.680986414,"LUX"
2028,107899.083545593,"LUX"
2029,103959.758139747,"LUX"
2030,100164.254943908,"LUX"
2031,96507.3231026717,"LUX"
2032,92983.9034659531,"LUX"
2033,89589.1215899485,"LUX"
2034,86318.2809936285,"LUX"
2035,83166.8566614337,"LUX"
2036,80130.4887831816,"LUX"
2037,77204.9767225254,"LUX"
2038,74386.2732056208,"LUX"
2039,71670.4787219612,"LUX"
2040,69053.8361296336,"LUX"
2041,66532.7254575341,"LUX"
2042,64103.6588973511,"LUX"
2043,61763.2759783871,"LUX"
2044,59508.3389185456,"LUX"
2045,57335.7281450498,"LUX"
2046,55242.4379786973,"LUX"
2047,53225.5724756798,"LUX"
2048,51282.3414212148,"LUX"
2049,49410.0564694482,"LUX"
2050,47606.1274242853,"LUX"
2021,254296.6,"LVA"
2022,259043.900475576,"LVA"
2023,263879.825265458,"LVA"
2024,268806.028840251,"LVA"
2025,273824.196556811,"LVA"
2026,278936.045234844,"LVA"
2027,284143.323744265,"LVA"
2028,289447.813603519,"LVA"
2029,294851.329589082,"LVA"
2030,300355.72035633,"LVA"
2031,305962.869072001,"LVA"
2032,311674.69405847,"LVA"
2033,317493.149450044,"LVA"
2034,323420.225861511,"LVA"
2035,329457.951069175,"LVA"
2036,335608.390704597,"LVA"
2037,341873.648961291,"LVA"
2038,348255.869314614,"LVA"
2039,354757.235255092,"LVA"
2040,361379.971035439,"LVA"
2041,368126.342431518,"LVA"
2042,374998.657517512,"LVA"
2043,381999.267455566,"LVA"
2044,389130.567300163,"LVA"
2045,396394.996817526,"LVA"
2046,403795.041320315,"LVA"
2047,411333.232517897,"LVA"
2048,419012.149382505,"LVA"
2049,426834.419031552,"LVA"
2050,434802.717626423,"LVA"
2021,40182.85,"MAC"
2022,39335.57853461,"MAC"
2023,38506.1721269763,"MAC"
2024,37694.2540852102,"MAC"
2025,36899.4556601219,"MAC"
2026,36121.415877746,"MAC"
2027,35359.7813753973,"MAC"
2028,34614.2062411845,"MAC"
2029,33884.3518569067,"MAC"
2030,33169.886744263,"MAC"
2031,32470.4864143055,"MAC"
2032,31785.8332200653,"MAC"
2033,31115.616212287,"MAC"
2034,30459.5309982044,"MAC"
2035,29817.2796032949,"MAC"
2036,29188.5703359476,"MAC"
2037,28573.117654986,"MAC"
2038,27970.6420399835,"MAC"
2039,27380.8698643137,"MAC"
2040,26803.5332708767,"MAC"
2041,26238.3700504469,"MAC"
2042,25685.1235225852,"MAC"
2043,25143.5424190621,"MAC"
2044,24613.3807697392,"MAC"
2045,24094.397790857,"MAC"
2046,23586.3577756776,"MAC"
2047,23089.0299874343,"MAC"
2048,22602.1885545373,"MAC"
2049,22125.6123679895,"MAC"
2050,21659.0849809655,"MAC"
2021,667340.6,"MAR"
2022,684425.240087848,"MAR"
2023,701947.265413356,"MAR"
2024,719917.873510985,"MAR"
2025,738348.548584169,"MAR"
2026,757251.068844356,"MAR"
2027,776637.514037926,"MAR"
2028,796520.273165812,"MAR"
2029,816912.052400752,"MAR"
2030,837825.883207228,"MAR"
2031,859275.130669287,"MAR"
2032,881273.502031561,"MAR"
2033,903835.055458952,"MAR"
2034,926974.209020561,"MAR"
2035,950705.749903633,"MAR"
2036,975044.843863375,"MAR"
2037,1000007.04491471,"MAR"
2038,1025608.30527213,"MAR"
2039,1051864.98554407,"MAR"
2040,1078793.86518818,"MAR"
2041,1106412.15323437,"MAR"
2042,1134737.4992823,"MAR"
2043,1163788.00478043,"MAR"
2044,1193582.23459385,"MAR"
2045,1224139.22886827,"MAR"
2046,1255478.51519766,"MAR"
2047,1287620.12110352,"MAR"
2048,1320584.5868335,"MAR"
2049,1354392.97848779,"MAR"
2050,1389066.90148149,"MAR"
2021,77646.69,"MDA"
2022,80999.124664095,"MDA"
2023,84496.3023710296,"MDA"
2024,88144.47247405,"MDA"
2025,91950.1541453534,"MDA"
2026,95920.1480256561,"MDA"
2027,100061.548376738,"MDA"
2028,104381.755758678,"MDA"
2029,108888.490254436,"MDA"
2030,113589.805265417,"MDA"
2031,118494.101902654,"MDA"
2032,123610.143999352,"MDA"
2033,128947.073771596,"MDA"
2034,134514.428155221,"MDA"
2035,140322.155848037,"MDA"
2036,146380.635087854,"MDA"
2037,152700.69219809,"MDA"
2038,159293.620934088,"MDA"
2039,166171.202664728,"MDA"
2040,173345.727425379,"MDA"
2041,180830.015879834,"MDA"
2042,188637.442230453,"MDA"
2043,196781.958117474,"MDA"
2044,205278.117550175,"MDA"
2045,214141.102914463,"MDA"
2046,223386.752103346,"MDA"
2047,233031.586818784,"MDA"
2048,243092.842095479,"MDA"
2049,253588.497099372,"MDA"
2050,264537.307255886,"MDA"
2021,67314.27,"MDG"
2022,70037.8174807686,"MDG"
2023,72871.5601828477,"MDG"
2024,75819.9566247265,"MDG"
2025,78887.6457173551,"MDG"
2026,82079.4540628555,"MDG"
2027,85400.4035485404,"MDG"
2028,88855.719248187,"MDG"
2029,92450.8376429981,"MDG"
2030,96191.4151751845,"MDG"
2031,100083.337147627,"MDG"
2032,104132.726983621,"MDG"
2033,108345.955861269,"MDG"
2034,112729.652737688,"MDG"
2035,117290.714778792,"MDG"
2036,122036.318211071,"MDG"
2037,126973.929612428,"MDG"
2038,132111.317659854,"MDG"
2039,137456.565352409,"MDG"
2040,143018.082728749,"MDG"
2041,148804.62009921,"MDG"
2042,154825.281813255,"MDG"
2043,161089.54058397,"MDG"
2044,167607.252392115,"MDG"
2045,174388.671993205,"MDG"
2046,181444.469052011,"MDG"
2047,188785.74492986,"MDG"
2048,196424.050151156,"MDG"
2049,204371.402576601,"MDG"
2050,212640.306311703,"MDG"
2021,8131.167,"MDV"
2022,8076.45419050724,"MDV"
2023,8022.1095313086,"MDV"
2024,7968.13054520285,"MDV"
2025,7914.51477165729,"MDV"
2026,7861.25976669561,"MDV"
2027,7808.36310278644,"MDV"
2028,7755.82236873276,"MDV"
2029,7703.63516956195,"MDV"
2030,7651.79912641661,"MDV"
2031,7600.31187644616,"MDV"
2032,7549.1710726991,"MDV"
2033,7498.37438401606,"MDV"
2034,7447.9194949235,"MDV"
2035,7397.80410552821,"MDV"
2036,7348.02593141243,"MDV"
2037,7298.58270352973,"MDV"
2038,7249.47216810163,"MDV"
2039,7200.69208651476,"MDV"
2040,7152.24023521894,"MDV"
2041,7104.11440562573,"MDV"
2042,7056.31240400778,"MDV"
2043,7008.83205139888,"MDV"
2044,6961.67118349457,"MDV"
2045,6914.82765055351,"MDV"
2046,6868.2993172995,"MDV"
2047,6822.08406282414,"MDV"
2048,6776.17978049014,"MDV"
2049,6730.58437783531,"MDV"
2050,6685.29577647718,"MDV"
2021,5769697,"MEX"
2022,5732815.12353963,"MEX"
2023,5696169.00864719,"MEX"
2024,5659757.14825411,"MEX"
2025,5623578.04492553,"MEX"
2026,5587630.21079867,"MEX"
2027,5551912.16752172,"MEX"
2028,5516422.44619295,"MEX"
2029,5481159.58730041,"MEX"
2030,5446122.14066181,"MEX"
2031,5411308.66536493,"MEX"
2032,5376717.72970835,"MEX"
2033,5342347.91114259,"MEX"
2034,5308197.79621158,"MEX"
2035,5274265.98049455,"MEX"
2036,5240551.06854826,"MEX"
2037,5207051.67384964,"MEX"
2038,5173766.41873872,"MEX"
2039,5140693.93436202,"MEX"
2040,5107832.86061626,"MEX"
2041,5075181.84609236,"MEX"
2042,5042739.54801995,"MEX"
2043,5010504.63221208,"MEX"
2044,4978475.77301039,"MEX"
2045,4946651.65323059,"MEX"
2046,4915030.96410828,"MEX"
2047,4883612.40524511,"MEX"
2048,4852394.68455534,"MEX"
2049,4821376.51821268,"MEX"
