Year,iso_code3,frac_lndu_initial_forests_secondary
2007,ESP,0.04326239543304906
2008,ESP,0.04331205572155056
2009,ESP,0.04333945180758651
2010,ESP,0.04334824762658229
2011,ESP,0.04344572448813291
2012,ESP,0.04352535181740919
2013,ESP,0.04361252793473534
2014,ESP,0.04372523119935168
2019,ESP,0.043252801515894765
2020,ESP,0.04327412105931023
2021,ESP,0.04327412105931023
2022,ESP,0.04327412105931023
2023,ESP,0.04327412105931023
2024,ESP,0.04327412105931023
2025,ESP,0.04327412105931023
2026,ESP,0.04327412105931023
2027,ESP,0.04327412105931023
2028,ESP,0.04327412105931023
2029,ESP,0.04327412105931023
2030,ESP,0.04327412105931023
2031,ESP,0.04327412105931023
2032,ESP,0.04327412105931023
2033,ESP,0.04327412105931023
2034,ESP,0.04327412105931023
2035,ESP,0.04327412105931023
2036,ESP,0.04327412105931023
2037,ESP,0.04327412105931023
2038,ESP,0.04327412105931023
2039,ESP,0.04327412105931023
2040,ESP,0.04327412105931023
2041,ESP,0.04327412105931023
2042,ESP,0.04327412105931023
2043,ESP,0.04327412105931023
2044,ESP,0.04327412105931023
2045,ESP,0.04327412105931023
2046,ESP,0.04327412105931023
2047,ESP,0.04327412105931023
2048,ESP,0.04327412105931023
2049,ESP,0.04327412105931023
2050,ESP,0.04327412105931023
1992,EST,0.04637803073181516
1993,EST,0.04647555096175105
1994,EST,0.046573090758346224
1995,EST,0.04667833981870439
1996,EST,0.04679129814282554
1997,EST,0.046908893765200084
1998,EST,0.04702054112314835
1999,EST,0.047139604244970136
2000,EST,0.04724837530400176
2001,EST,0.04733272717223082
2002,EST,0.04740242361264646
2003,EST,0.04747652255140393
2004,EST,0.04754046639398627
2005,EST,0.047599870771611756
2006,EST,0.04765113541896972
2007,EST,0.04769435816935662
2008,EST,0.04772333639177537
2009,EST,0.0477421399513597
2010,EST,0.0477568932124696
2011,EST,0.04777931660402387
2012,EST,0.04780338359495911
2013,EST,0.047707824217026906
2014,EST,0.047721819475077185
2019,EST,0.04770171471107189
2020,EST,0.047695722320247005
2021,EST,0.047695722320247005
2022,EST,0.047695722320247005
2023,EST,0.047695722320247005
2024,EST,0.047695722320247005
2025,EST,0.047695722320247005
2026,EST,0.047695722320247005
2027,EST,0.047695722320247005
2028,EST,0.047695722320247005
2029,EST,0.047695722320247005
2030,EST,0.047695722320247005
2031,EST,0.047695722320247005
2032,EST,0.047695722320247005
2033,EST,0.047695722320247005
2034,EST,0.047695722320247005
2035,EST,0.047695722320247005
2036,EST,0.047695722320247005
2037,EST,0.047695722320247005
2038,EST,0.047695722320247005
2039,EST,0.047695722320247005
2040,EST,0.047695722320247005
2041,EST,0.047695722320247005
2042,EST,0.047695722320247005
2043,EST,0.047695722320247005
2044,EST,0.047695722320247005
2045,EST,0.047695722320247005
2046,EST,0.047695722320247005
2047,EST,0.047695722320247005
2048,EST,0.047695722320247005
2049,EST,0.047695722320247005
2050,EST,0.047695722320247005
1993,ETH,0.003068940505297473
1994,ETH,0.003074348908811011
1995,ETH,0.003079625101874491
1996,ETH,0.0030677261613691943
1997,ETH,0.0030728040387575837
1998,ETH,0.0030777497056959156
1999,ETH,0.003082563162184188
2000,ETH,0.0030704659060038033
2001,ETH,0.0034427537806755414
2002,ETH,0.0037953545232273823
2003,ETH,0.0041616268224214424
2004,ETH,0.004397650751640897
2005,ETH,0.004747715683950701
2006,ETH,0.005110747086859889
2007,ETH,0.005454832259159929
2008,ETH,0.00581176251163392
2009,ETH,0.006165604131273395
2010,ETH,0.006516367385830897
2011,ETH,0.006926446267746687
2012,ETH,0.0073329222633223105
2013,ETH,0.007735797801313545
2014,ETH,0.008150490110372442
2019,ETH,0.010183131933752212
2020,ETH,0.010590453891120689
2021,ETH,0.010590453891120689
2022,ETH,0.010590453891120689
2023,ETH,0.010590453891120689
2024,ETH,0.010590453891120689
2025,ETH,0.010590453891120689
2026,ETH,0.010590453891120689
2027,ETH,0.010590453891120689
2028,ETH,0.010590453891120689
2029,ETH,0.010590453891120689
2030,ETH,0.010590453891120689
2031,ETH,0.010590453891120689
2032,ETH,0.010590453891120689
2033,ETH,0.010590453891120689
2034,ETH,0.010590453891120689
2035,ETH,0.010590453891120689
2036,ETH,0.010590453891120689
2037,ETH,0.010590453891120689
2038,ETH,0.010590453891120689
2039,ETH,0.010590453891120689
2040,ETH,0.010590453891120689
2041,ETH,0.010590453891120689
2042,ETH,0.010590453891120689
2043,ETH,0.010590453891120689
2044,ETH,0.010590453891120689
2045,ETH,0.010590453891120689
2046,ETH,0.010590453891120689
2047,ETH,0.010590453891120689
2048,ETH,0.010590453891120689
2049,ETH,0.010590453891120689
2050,ETH,0.010590453891120689
1992,FIN,0.13508573523584208
1993,FIN,0.13699724541771405
1994,FIN,0.13890904834245157
1995,FIN,0.14074848247523292
1996,FIN,0.14264777619399677
1997,FIN,0.1444623259500222
1998,FIN,0.1462738366523732
1999,FIN,0.14806528532308152
2000,FIN,0.149835648369067
2001,FIN,0.1550419953659619
2002,FIN,0.16022955939080288
2003,FIN,0.16539217860416977
2004,FIN,0.17053770918231553
2005,FIN,0.17567130228892502
2006,FIN,0.1807151249320411
2007,FIN,0.18585051072631648
2008,FIN,0.19104045042255188
2009,FIN,0.19621705005614326
2010,FIN,0.20139056379055612
2011,FIN,0.20364965504107324
2012,FIN,0.20586046514094913
2013,FIN,0.20814737516695228
2014,FIN,0.21038199096980084
2019,FIN,0.21231227824853754
2020,FIN,0.21225655536252439
2021,FIN,0.21225655536252439
2022,FIN,0.21225655536252439
2023,FIN,0.21225655536252439
2024,FIN,0.21225655536252439
2025,FIN,0.21225655536252439
2026,FIN,0.21225655536252439
2027,FIN,0.21225655536252439
2028,FIN,0.21225655536252439
2029,FIN,0.21225655536252439
2030,FIN,0.21225655536252439
2031,FIN,0.21225655536252439
2032,FIN,0.21225655536252439
2033,FIN,0.21225655536252439
2034,FIN,0.21225655536252439
2035,FIN,0.21225655536252439
2036,FIN,0.21225655536252439
2037,FIN,0.21225655536252439
2038,FIN,0.21225655536252439
2039,FIN,0.21225655536252439
2040,FIN,0.21225655536252439
2041,FIN,0.21225655536252439
2042,FIN,0.21225655536252439
2043,FIN,0.21225655536252439
2044,FIN,0.21225655536252439
2045,FIN,0.21225655536252439
2046,FIN,0.21225655536252439
2047,FIN,0.21225655536252439
2048,FIN,0.21225655536252439
2049,FIN,0.21225655536252439
2050,FIN,0.21225655536252439
1992,FJI,0.049134679818418125
1993,FJI,0.051305882563793793
1994,FJI,0.05345140881007796
1995,FJI,0.055570199212514465
1996,FJI,0.057764808432503964
1997,FJI,0.05987981546081105
1998,FJI,0.062070641306671184
1999,FJI,0.06417974627133641
2000,FJI,0.06636467005355469
2001,FJI,0.06851754571226366
2002,FJI,0.0706384612183889
2003,FJI,0.07277532594014936
2004,FJI,0.07493323037803247
2005,FJI,0.07706683803273605
2006,FJI,0.07921952815820098
2007,FJI,0.0813934894282722
2008,FJI,0.08354253594047342
2009,FJI,0.08568936311316508
2010,FJI,0.08783921079343221
2011,FJI,0.09004373799438718
2012,FJI,0.092153596576485
2013,FJI,0.09434172380421484
2014,FJI,0.09653210628019375
2019,FJI,0.10731752908447617
2020,FJI,0.10950736342703876
2021,FJI,0.10950736342703876
2022,FJI,0.10950736342703876
2023,FJI,0.10950736342703876
2024,FJI,0.10950736342703876
2025,FJI,0.10950736342703876
2026,FJI,0.10950736342703876
2027,FJI,0.10950736342703876
2028,FJI,0.10950736342703876
2029,FJI,0.10950736342703876
2030,FJI,0.10950736342703876
2031,FJI,0.10950736342703876
2032,FJI,0.10950736342703876
2033,FJI,0.10950736342703876
2034,FJI,0.10950736342703876
2035,FJI,0.10950736342703876
2036,FJI,0.10950736342703876
2037,FJI,0.10950736342703876
2038,FJI,0.10950736342703876
2039,FJI,0.10950736342703876
2040,FJI,0.10950736342703876
2041,FJI,0.10950736342703876
2042,FJI,0.10950736342703876
2043,FJI,0.10950736342703876
2044,FJI,0.10950736342703876
2045,FJI,0.10950736342703876
2046,FJI,0.10950736342703876
2047,FJI,0.10950736342703876
2048,FJI,0.10950736342703876
2049,FJI,0.10950736342703876
2050,FJI,0.10950736342703876
1992,FRA,0.045365232569761396
1993,FRA,0.04550525085177914
1994,FRA,0.045571171455837514
1995,FRA,0.04562494757032595
1996,FRA,0.04566248053383259
1997,FRA,0.045630500259340075
1998,FRA,0.045635315593003656
1999,FRA,0.045622608151182145
2000,FRA,0.04560346344386224
2001,FRA,0.04675329048602497
2002,FRA,0.04789051051108476
2003,FRA,0.048925214709485285
2004,FRA,0.050031079068890705
2005,FRA,0.05112840581292218
2006,FRA,0.05220156606876505
2007,FRA,0.05329868830039683
2008,FRA,0.0542854487212409
2009,FRA,0.05523170615203056
2010,FRA,0.05622186396254144
2011,FRA,0.05700086636161484
2012,FRA,0.05778038366415524
2013,FRA,0.058560430576575305
2014,FRA,0.059340962987468285
2019,FRA,0.06280447648696838
2020,FRA,0.0634981570305988
2021,FRA,0.0634981570305988
2022,FRA,0.0634981570305988
2023,FRA,0.0634981570305988
2024,FRA,0.0634981570305988
2025,FRA,0.0634981570305988
2026,FRA,0.0634981570305988
2027,FRA,0.0634981570305988
2028,FRA,0.0634981570305988
2029,FRA,0.0634981570305988
2030,FRA,0.0634981570305988
2031,FRA,0.0634981570305988
2032,FRA,0.0634981570305988
2033,FRA,0.0634981570305988
2034,FRA,0.0634981570305988
2035,FRA,0.0634981570305988
2036,FRA,0.0634981570305988
2037,FRA,0.0634981570305988
2038,FRA,0.0634981570305988
2039,FRA,0.0634981570305988
2040,FRA,0.0634981570305988
2041,FRA,0.0634981570305988
2042,FRA,0.0634981570305988
2043,FRA,0.0634981570305988
2044,FRA,0.0634981570305988
2045,FRA,0.0634981570305988
2046,FRA,0.0634981570305988
2047,FRA,0.0634981570305988
2048,FRA,0.0634981570305988
2049,FRA,0.0634981570305988
2050,FRA,0.0634981570305988
1992,FRO,0.0005730659025787966
1993,FRO,0.0005730659025787966
1994,FRO,0.0005730659025787966
1995,FRO,0.0005730659025787966
1996,FRO,0.0005730659025787963
1997,FRO,0.0005730659025787963
1998,FRO,0.0005730659025787964
1999,FRO,0.0005730659025787966
2000,FRO,0.0005730659025787966
2001,FRO,0.0005730659025787966
2002,FRO,0.0005730659025787966
2003,FRO,0.0005730659025787966
2004,FRO,0.0005730659025787966
2005,FRO,0.0005730659025787966
2006,FRO,0.0005730659025787966
2007,FRO,0.0005730659025787966
2008,FRO,0.0005730659025787964
2009,FRO,0.0005730659025787964
2010,FRO,0.0005730659025787966
2011,FRO,0.0005730659025787966
2012,FRO,0.0005730659025787966
2013,FRO,0.0005730659025787966
2014,FRO,0.0005730659025787966
2019,FRO,0.0005730659025787966
2020,FRO,6.172996688958901e-05
2021,FRO,6.172996688958901e-05
2022,FRO,6.172996688958901e-05
2023,FRO,6.172996688958901e-05
2024,FRO,6.172996688958901e-05
2025,FRO,6.172996688958901e-05
2026,FRO,6.172996688958901e-05
2027,FRO,6.172996688958901e-05
2028,FRO,6.172996688958901e-05
2029,FRO,6.172996688958901e-05
2030,FRO,6.172996688958901e-05
2031,FRO,6.172996688958901e-05
2032,FRO,6.172996688958901e-05
2033,FRO,6.172996688958901e-05
2034,FRO,6.172996688958901e-05
2035,FRO,6.172996688958901e-05
2036,FRO,6.172996688958901e-05
2037,FRO,6.172996688958901e-05
2038,FRO,6.172996688958901e-05
2039,FRO,6.172996688958901e-05
2040,FRO,6.172996688958901e-05
2041,FRO,6.172996688958901e-05
2042,FRO,6.172996688958901e-05
2043,FRO,6.172996688958901e-05
2044,FRO,6.172996688958901e-05
2045,FRO,6.172996688958901e-05
2046,FRO,6.172996688958901e-05
2047,FRO,6.172996688958901e-05
2048,FRO,6.172996688958901e-05
2049,FRO,6.172996688958901e-05
2050,FRO,6.172996688958901e-05
1992,FSM,0.13744838836240855
1993,FSM,0.13532618558619397
1994,FSM,0.13324662697430117
1995,FSM,0.13112060393922345
1996,FSM,0.12899266097917844
1997,FSM,0.1269074209566685
1998,FSM,0.12477565773776023
1999,FSM,0.12268663663852938
2000,FSM,0.12055105316075782
2001,FSM,0.11845639682986311
2002,FSM,0.11631520750703435
2003,FSM,0.1142169051378728
2004,FSM,0.11211678919527296
2005,FSM,0.10997008358656914
2006,FSM,0.10786632160570249
2007,FSM,0.10576074605139744
2008,FSM,0.10365335692365409
2009,FSM,0.1015441542224723
2010,FSM,0.0994331379478522
2011,FSM,0.09945108821133858
2012,FSM,0.09944957240595861
2013,FSM,0.09944801741078127
2014,FSM,0.0994464232258065
2019,FSM,0.09945022043725217
2020,FSM,0.09941261248994906
2021,FSM,0.09941261248994906
2022,FSM,0.09941261248994906
2023,FSM,0.09941261248994906
2024,FSM,0.09941261248994906
2025,FSM,0.09941261248994906
2026,FSM,0.09941261248994906
2027,FSM,0.09941261248994906
2028,FSM,0.09941261248994906
2029,FSM,0.09941261248994906
2030,FSM,0.09941261248994906
2031,FSM,0.09941261248994906
2032,FSM,0.09941261248994906
2033,FSM,0.09941261248994906
2034,FSM,0.09941261248994906
2035,FSM,0.09941261248994906
2036,FSM,0.09941261248994906
2037,FSM,0.09941261248994906
2038,FSM,0.09941261248994906
2039,FSM,0.09941261248994906
2040,FSM,0.09941261248994906
2041,FSM,0.09941261248994906
2042,FSM,0.09941261248994906
2043,FSM,0.09941261248994906
2044,FSM,0.09941261248994906
2045,FSM,0.09941261248994906
2046,FSM,0.09941261248994906
2047,FSM,0.09941261248994906
2048,FSM,0.09941261248994906
2049,FSM,0.09941261248994906
2050,FSM,0.09941261248994906
1992,GAB,0.001142718028201226
1993,GAB,0.001142422457005639
1994,GAB,0.0011421259088692194
1995,GAB,0.0011418337007478019
1996,GAB,0.0011418704080544701
1997,GAB,0.001141790642560974
1998,GAB,0.0011416091994188148
1999,GAB,0.0011413090572835183
2000,GAB,0.0011410215306455007
2001,GAB,0.001140766485041267
2002,GAB,0.0011405082089006482
2003,GAB,0.0011402525607849532
2004,GAB,0.0011400115512273858
2005,GAB,0.0011397679849144816
2006,GAB,0.0011395149036052073
2007,GAB,0.0011392258052858961
2008,GAB,0.001138981983780171
2009,GAB,0.001138721466552613
2010,GAB,0.0011384676650408217
2011,GAB,0.0011378512452490763
2012,GAB,0.0011372471666679415
2013,GAB,0.0011366651356993016
2014,GAB,0.001136071372690449
2019,GAB,0.001133229925737549
2020,GAB,0.0011326735263705193
2021,GAB,0.0011326735263705193
2022,GAB,0.0011326735263705193
2023,GAB,0.0011326735263705193
2024,GAB,0.0011326735263705193
2025,GAB,0.0011326735263705193
2026,GAB,0.0011326735263705193
2027,GAB,0.0011326735263705193
2028,GAB,0.0011326735263705193
2029,GAB,0.0011326735263705193
2030,GAB,0.0011326735263705193
2031,GAB,0.0011326735263705193
2032,GAB,0.0011326735263705193
2033,GAB,0.0011326735263705193
2034,GAB,0.0011326735263705193
2035,GAB,0.0011326735263705193
2036,GAB,0.0011326735263705193
2037,GAB,0.0011326735263705193
2038,GAB,0.0011326735263705193
2039,GAB,0.0011326735263705193
2040,GAB,0.0011326735263705193
2041,GAB,0.0011326735263705193
2042,GAB,0.0011326735263705193
2043,GAB,0.0011326735263705193
2044,GAB,0.0011326735263705193
2045,GAB,0.0011326735263705193
2046,GAB,0.0011326735263705193
2047,GAB,0.0011326735263705193
2048,GAB,0.0011326735263705193
2049,GAB,0.0011326735263705193
2050,GAB,0.0011326735263705193
1992,GBR,0.11486375700463862
1993,GBR,0.11596387160420345
1994,GBR,0.11724152752021676
1995,GBR,0.11837524042526988
1996,GBR,0.11946924523213334
1997,GBR,0.12061727985714871
1998,GBR,0.12174214744468619
1999,GBR,0.12286840187841222
2000,GBR,0.1239325245761668
2001,GBR,0.12470440055826934
2002,GBR,0.12545409859693774
2003,GBR,0.12610175701818477
2004,GBR,0.12662946790197446
2005,GBR,0.12707343928410164
2006,GBR,0.12760821488444646
2007,GBR,0.1279756346422561
2008,GBR,0.12827955328434792
2009,GBR,0.1285345576651205
2010,GBR,0.1288890045051517
2011,GBR,0.12951468721891546
2012,GBR,0.13011233703706743
2013,GBR,0.13064886311070975
2014,GBR,0.1310688944677969
2019,GBR,0.13228536978900696
2020,GBR,0.13268097707483273
2021,GBR,0.13268097707483273
2022,GBR,0.13268097707483273
2023,GBR,0.13268097707483273
2024,GBR,0.13268097707483273
2025,GBR,0.13268097707483273
2026,GBR,0.13268097707483273
2027,GBR,0.13268097707483273
2028,GBR,0.13268097707483273
2029,GBR,0.13268097707483273
2030,GBR,0.13268097707483273
2031,GBR,0.13268097707483273
2032,GBR,0.13268097707483273
2033,GBR,0.13268097707483273
2034,GBR,0.13268097707483273
2035,GBR,0.13268097707483273
2036,GBR,0.13268097707483273
2037,GBR,0.13268097707483273
2038,GBR,0.13268097707483273
2039,GBR,0.13268097707483273
2040,GBR,0.13268097707483273
2041,GBR,0.13268097707483273
2042,GBR,0.13268097707483273
2043,GBR,0.13268097707483273
2044,GBR,0.13268097707483273
2045,GBR,0.13268097707483273
2046,GBR,0.13268097707483273
2047,GBR,0.13268097707483273
2048,GBR,0.13268097707483273
2049,GBR,0.13268097707483273
2050,GBR,0.13268097707483273
1994,GEO,0.006309506341463414
2000,GEO,0.0066937401578192265
2005,GEO,0.007275910473457675
2010,GEO,0.007856882926829267
2011,GEO,0.007842179268292684
2012,GEO,0.007741112195121949
2013,GEO,0.007740797560975609
2014,GEO,0.007714339024390242
2019,GEO,0.007712114634146343
2020,GEO,0.007712114634146343
2021,GEO,0.007712114634146343
2022,GEO,0.007712114634146343
2023,GEO,0.007712114634146343
2024,GEO,0.007712114634146343
2025,GEO,0.007712114634146343
2026,GEO,0.007712114634146343
2027,GEO,0.007712114634146343
2028,GEO,0.007712114634146343
2029,GEO,0.007712114634146343
2030,GEO,0.007712114634146343
2031,GEO,0.007712114634146343
2032,GEO,0.007712114634146343
2033,GEO,0.007712114634146343
2034,GEO,0.007712114634146343
2035,GEO,0.007712114634146343
2036,GEO,0.007712114634146343
2037,GEO,0.007712114634146343
2038,GEO,0.007712114634146343
2039,GEO,0.007712114634146343
2040,GEO,0.007712114634146343
2041,GEO,0.007712114634146343
2042,GEO,0.007712114634146343
2043,GEO,0.007712114634146343
2044,GEO,0.007712114634146343
2045,GEO,0.007712114634146343
2046,GEO,0.007712114634146343
2047,GEO,0.007712114634146343
2048,GEO,0.007712114634146343
2049,GEO,0.007712114634146343
2050,GEO,0.007712114634146343
1992,GHA,0.0020689819131608743
1993,GHA,0.00208618749467965
1994,GHA,0.0021024861562323276
1995,GHA,0.0020786316944706477
1996,GHA,0.002093629277897471
1997,GHA,0.002107744758364432
1998,GHA,0.0020830274658720205
1999,GHA,0.0020959228677358945
2000,GHA,0.002107895318836468
2001,GHA,0.002781787425940082
2002,GHA,0.0035138127842681906
2003,GHA,0.004229901087133173
2004,GHA,0.00493068104368805
2005,GHA,0.005650124556661083
2006,GHA,0.006352920782288319
2007,GHA,0.007073456153548028
2008,GHA,0.007776676739188312
2009,GHA,0.008495857467139838
2010,GHA,0.009196988501304716
2011,GHA,0.009547377170451014
2012,GHA,0.009863481199306814
2013,GHA,0.01021153261926817
2014,GHA,0.010558236658599432
2019,GHA,0.012083836678195086
2020,GHA,0.012416556507557623
2021,GHA,0.012416556507557623
2022,GHA,0.012416556507557623
2023,GHA,0.012416556507557623
2024,GHA,0.012416556507557623
2025,GHA,0.012416556507557623
2026,GHA,0.012416556507557623
2027,GHA,0.012416556507557623
2028,GHA,0.012416556507557623
2029,GHA,0.012416556507557623
2030,GHA,0.012416556507557623
2031,GHA,0.012416556507557623
2032,GHA,0.012416556507557623
2033,GHA,0.012416556507557623
2034,GHA,0.012416556507557623
2035,GHA,0.012416556507557623
2036,GHA,0.012416556507557623
2037,GHA,0.012416556507557623
2038,GHA,0.012416556507557623
2039,GHA,0.012416556507557623
2040,GHA,0.012416556507557623
2041,GHA,0.012416556507557623
2042,GHA,0.012416556507557623
2043,GHA,0.012416556507557623
2044,GHA,0.012416556507557623
2045,GHA,0.012416556507557623
2046,GHA,0.012416556507557623
2047,GHA,0.012416556507557623
2048,GHA,0.012416556507557623
2049,GHA,0.012416556507557623
2050,GHA,0.012416556507557623
1992,GIB,0.04830043310161162
1993,GIB,0.0488415441258177
1994,GIB,0.04939962985433407
1995,GIB,0.049981567597687765
1996,GIB,0.05058808445982089
1997,GIB,0.051203013447284104
1998,GIB,0.05183702378741062
1999,GIB,0.0524526621757547
2000,GIB,0.05308164557097327
2001,GIB,0.05329301159783802
2002,GIB,0.05349320719669401
2003,GIB,0.06083042716339996
2004,GIB,0.053838000564265916
2005,GIB,0.05402676067905842
2006,GIB,0.046138137169425254
2007,GIB,0.046420320174255236
2008,GIB,0.05301867941428054
2009,GIB,0.046772612474581025
2010,GIB,0.04696854177875802
2011,GIB,0.0468672160871189
2012,GIB,0.054196211262014626
2013,GIB,0.053580835750015064
2014,GIB,0.05343426884622291
2019,GIB,0.04496713858885004
2020,GIB,0.044901686515107245
2021,GIB,0.044901686515107245
2022,GIB,0.044901686515107245
2023,GIB,0.044901686515107245
2024,GIB,0.044901686515107245
2025,GIB,0.044901686515107245
2026,GIB,0.044901686515107245
2027,GIB,0.044901686515107245
2028,GIB,0.044901686515107245
2029,GIB,0.044901686515107245
2030,GIB,0.044901686515107245
2031,GIB,0.044901686515107245
2032,GIB,0.044901686515107245
2033,GIB,0.044901686515107245
2034,GIB,0.044901686515107245
2035,GIB,0.044901686515107245
2036,GIB,0.044901686515107245
2037,GIB,0.044901686515107245
2038,GIB,0.044901686515107245
2039,GIB,0.044901686515107245
2040,GIB,0.044901686515107245
2041,GIB,0.044901686515107245
2042,GIB,0.044901686515107245
2043,GIB,0.044901686515107245
2044,GIB,0.044901686515107245
2045,GIB,0.044901686515107245
2046,GIB,0.044901686515107245
2047,GIB,0.044901686515107245
2048,GIB,0.044901686515107245
2049,GIB,0.044901686515107245
2050,GIB,0.044901686515107245
1992,GIN,0.0016458683515267866
1993,GIN,0.0016667011523689432
1994,GIN,0.001687236413723696
1995,GIN,0.0017072555481488954
1996,GIN,0.001727211816373546
1997,GIN,0.0017469089408080989
1998,GIN,0.0017664677320415613
1999,GIN,0.0017857061824358975
2000,GIN,0.0018047113655978624
2001,GIN,0.0018227038186875112
2002,GIN,0.0018680618255661665
2003,GIN,0.0018855753006705737
2004,GIN,0.001902764743142617
2005,GIN,0.001946770467553802
2006,GIN,0.0019631632921840304
2007,GIN,0.0020060801342255703
2008,GIN,0.002021797701621719
2009,GIN,0.0020637111376796994
2010,GIN,0.002078848413941232
2011,GIN,0.002093581726611873
2012,GIN,0.0021081168667790853
2013,GIN,0.0020964595303869338
2014,GIN,0.00211053706613427
2019,GIN,0.0022465449065637542
2020,GIN,0.0022818607194465346
2021,GIN,0.0022818607194465346
2022,GIN,0.0022818607194465346
2023,GIN,0.0022818607194465346
2024,GIN,0.0022818607194465346
2025,GIN,0.0022818607194465346
2026,GIN,0.0022818607194465346
2027,GIN,0.0022818607194465346
2028,GIN,0.0022818607194465346
2029,GIN,0.0022818607194465346
2030,GIN,0.0022818607194465346
2031,GIN,0.0022818607194465346
2032,GIN,0.0022818607194465346
2033,GIN,0.0022818607194465346
2034,GIN,0.0022818607194465346
2035,GIN,0.0022818607194465346
2036,GIN,0.0022818607194465346
2037,GIN,0.0022818607194465346
2038,GIN,0.0022818607194465346
2039,GIN,0.0022818607194465346
2040,GIN,0.0022818607194465346
2041,GIN,0.0022818607194465346
2042,GIN,0.0022818607194465346
2043,GIN,0.0022818607194465346
2044,GIN,0.0022818607194465346
2045,GIN,0.0022818607194465346
2046,GIN,0.0022818607194465346
2047,GIN,0.0022818607194465346
2048,GIN,0.0022818607194465346
2049,GIN,0.0022818607194465346
2050,GIN,0.0022818607194465346
1992,GMB,0.0006489335035528297
1993,GMB,0.0006542851443802907
1994,GMB,0.0006448871385642456
1995,GMB,0.0006491941647643289
1996,GMB,0.0006529551401176749
1997,GMB,0.000655190006331796
1998,GMB,0.0006423403263337051
1999,GMB,0.0006559428547746793
2000,GMB,0.0006749935133644129
2001,GMB,0.0006827068718076478
2002,GMB,0.0006689443737737762
2003,GMB,0.0006760877998486313
2004,GMB,0.0007067005811479304
2005,GMB,0.0007089417273562175
2006,GMB,0.0007110766626656491
2007,GMB,0.0007098489877135626
2008,GMB,0.0007098410653776996
2009,GMB,0.0007115937788692918
2010,GMB,0.0007114989639616407
2011,GMB,0.0007087603710253922
2012,GMB,0.0007182681242312984
2013,GMB,0.0007157380701827896
2014,GMB,0.0007131791122365785
2019,GMB,0.0007655390610875108
2020,GMB,0.0007585949729752386
2021,GMB,0.0007585949729752386
2022,GMB,0.0007585949729752386
2023,GMB,0.0007585949729752386
2024,GMB,0.0007585949729752386
2025,GMB,0.0007585949729752386
2026,GMB,0.0007585949729752386
2027,GMB,0.0007585949729752386
2028,GMB,0.0007585949729752386
2029,GMB,0.0007585949729752386
2030,GMB,0.0007585949729752386
2031,GMB,0.0007585949729752386
2032,GMB,0.0007585949729752386
2033,GMB,0.0007585949729752386
2034,GMB,0.0007585949729752386
2035,GMB,0.0007585949729752386
2036,GMB,0.0007585949729752386
2037,GMB,0.0007585949729752386
2038,GMB,0.0007585949729752386
2039,GMB,0.0007585949729752386
2040,GMB,0.0007585949729752386
2041,GMB,0.0007585949729752386
2042,GMB,0.0007585949729752386
2043,GMB,0.0007585949729752386
2044,GMB,0.0007585949729752386
2045,GMB,0.0007585949729752386
2046,GMB,0.0007585949729752386
2047,GMB,0.0007585949729752386
2048,GMB,0.0007585949729752386
2049,GMB,0.0007585949729752386
2050,GMB,0.0007585949729752386
1992,GNB,5.4141004610324704e-05
1993,GNB,5.393498750352956e-05
1994,GNB,5.372866889242568e-05
1995,GNB,5.348114074435858e-05
1996,GNB,5.326664206723427e-05
1997,GNB,5.304117118263336e-05
1998,GNB,0.0001057066391204305
1999,GNB,0.0001053198148127933
2000,GNB,0.00010513092745239397
2001,GNB,0.00010473304332508977
2002,GNB,0.00010433416167176308
2003,GNB,0.00010396061567896837
2004,GNB,0.00010358174190374242
2005,GNB,0.00015474910157647125
2006,GNB,0.0001541273723209645
2007,GNB,0.00015351769000551173
2008,GNB,0.0001529366624989807
2009,GNB,0.00015235091877119185
2010,GNB,0.0001517610113706789
2011,GNB,0.00020183764759560405
2012,GNB,0.0002011572104349229
2013,GNB,0.00020037632020603518
2014,GNB,0.00019961555630558986
2019,GNB,0.0002456239644672439
2020,GNB,0.00024466961601576394
2021,GNB,0.00024466961601576394
2022,GNB,0.00024466961601576394
2023,GNB,0.00024466961601576394
2024,GNB,0.00024466961601576394
2025,GNB,0.00024466961601576394
2026,GNB,0.00024466961601576394
2027,GNB,0.00024466961601576394
2028,GNB,0.00024466961601576394
2029,GNB,0.00024466961601576394
2030,GNB,0.00024466961601576394
2031,GNB,0.00024466961601576394
2032,GNB,0.00024466961601576394
2033,GNB,0.00024466961601576394
2034,GNB,0.00024466961601576394
2035,GNB,0.00024466961601576394
2036,GNB,0.00024466961601576394
2037,GNB,0.00024466961601576394
2038,GNB,0.00024466961601576394
2039,GNB,0.00024466961601576394
2040,GNB,0.00024466961601576394
2041,GNB,0.00024466961601576394
2042,GNB,0.00024466961601576394
2043,GNB,0.00024466961601576394
2044,GNB,0.00024466961601576394
2045,GNB,0.00024466961601576394
2046,GNB,0.00024466961601576394
2047,GNB,0.00024466961601576394
2048,GNB,0.00024466961601576394
2049,GNB,0.00024466961601576394
2050,GNB,0.00024466961601576394
1992,GNQ,0.008749077376000489
1993,GNQ,0.013129619827521024
1994,GNQ,0.01757610293931772
1995,GNQ,0.021901271602026873
1996,GNQ,0.02629179592856128
1997,GNQ,0.030654636792833895
1998,GNQ,0.03508107402788269
1999,GNQ,0.03947263525298942
