,Nation,iso_code3,Year,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh
3847,Kiribati,KIR,2023,0.5125
3848,Kiribati,KIR,2024,0.5125
3849,Kiribati,KIR,2025,0.5125
3850,Kiribati,KIR,2026,0.5125
3851,Kiribati,KIR,2027,0.5125
3852,Kiribati,KIR,2028,0.5125
3853,Kiribati,KIR,2029,0.5125
3854,Kiribati,KIR,2030,0.5125
3855,Kiribati,KIR,2031,0.5125
3856,Kiribati,KIR,2032,0.5125
3857,Kiribati,KIR,2033,0.5125
3858,Kiribati,KIR,2034,0.5125
3859,Kiribati,KIR,2035,0.5125
3860,Kiribati,KIR,2036,0.5125
3861,Kiribati,KIR,2037,0.5125
3862,Kiribati,KIR,2038,0.5125
3863,Kiribati,KIR,2039,0.5125
3864,Kiribati,KIR,2040,0.5125
3865,Kiribati,KIR,2041,0.5125
3866,Kiribati,KIR,2042,0.5125
3867,Kiribati,KIR,2043,0.5125
3868,Kiribati,KIR,2044,0.5125
3869,Kiribati,KIR,2045,0.5125
3870,Kiribati,KIR,2046,0.5125
3871,Kiribati,KIR,2047,0.5125
3872,Kiribati,KIR,2048,0.5125
3873,Kiribati,KIR,2049,0.5125
3874,Kiribati,KIR,2050,0.5125
3875,St. Kitts and Nevis,KNA,2020,0.5125
3876,St. Kitts and Nevis,KNA,2021,0.5125
3877,St. Kitts and Nevis,KNA,2022,0.5125
3878,St. Kitts and Nevis,KNA,2023,0.5125
3879,St. Kitts and Nevis,KNA,2024,0.5125
3880,St. Kitts and Nevis,KNA,2025,0.5125
3881,St. Kitts and Nevis,KNA,2026,0.5125
3882,St. Kitts and Nevis,KNA,2027,0.5125
3883,St. Kitts and Nevis,KNA,2028,0.5125
3884,St. Kitts and Nevis,KNA,2029,0.5125
3885,St. Kitts and Nevis,KNA,2030,0.5125
3886,St. Kitts and Nevis,KNA,2031,0.5125
3887,St. Kitts and Nevis,KNA,2032,0.5125
3888,St. Kitts and Nevis,KNA,2033,0.5125
3889,St. Kitts and Nevis,KNA,2034,0.5125
3890,St. Kitts and Nevis,KNA,2035,0.5125
3891,St. Kitts and Nevis,KNA,2036,0.5125
3892,St. Kitts and Nevis,KNA,2037,0.5125
3893,St. Kitts and Nevis,KNA,2038,0.5125
3894,St. Kitts and Nevis,KNA,2039,0.5125
3895,St. Kitts and Nevis,KNA,2040,0.5125
3896,St. Kitts and Nevis,KNA,2041,0.5125
3897,St. Kitts and Nevis,KNA,2042,0.5125
3898,St. Kitts and Nevis,KNA,2043,0.5125
3899,St. Kitts and Nevis,KNA,2044,0.5125
3900,St. Kitts and Nevis,KNA,2045,0.5125
3901,St. Kitts and Nevis,KNA,2046,0.5125
3902,St. Kitts and Nevis,KNA,2047,0.5125
3903,St. Kitts and Nevis,KNA,2048,0.5125
3904,St. Kitts and Nevis,KNA,2049,0.5125
3905,St. Kitts and Nevis,KNA,2050,0.5125
3906,"Korea, Rep.",KOR,2020,0.5125
3907,"Korea, Rep.",KOR,2021,0.5125
3908,"Korea, Rep.",KOR,2022,0.5125
3909,"Korea, Rep.",KOR,2023,0.5125
3910,"Korea, Rep.",KOR,2024,0.5125
3911,"Korea, Rep.",KOR,2025,0.5125
3912,"Korea, Rep.",KOR,2026,0.5125
3913,"Korea, Rep.",KOR,2027,0.5125
3914,"Korea, Rep.",KOR,2028,0.5125
3915,"Korea, Rep.",KOR,2029,0.5125
3916,"Korea, Rep.",KOR,2030,0.5125
3917,"Korea, Rep.",KOR,2031,0.5125
3918,"Korea, Rep.",KOR,2032,0.5125
3919,"Korea, Rep.",KOR,2033,0.5125
3920,"Korea, Rep.",KOR,2034,0.5125
3921,"Korea, Rep.",KOR,2035,0.5125
3922,"Korea, Rep.",KOR,2036,0.5125
3923,"Korea, Rep.",KOR,2037,0.5125
3924,"Korea, Rep.",KOR,2038,0.5125
3925,"Korea, Rep.",KOR,2039,0.5125
3926,"Korea, Rep.",KOR,2040,0.5125
3927,"Korea, Rep.",KOR,2041,0.5125
3928,"Korea, Rep.",KOR,2042,0.5125
3929,"Korea, Rep.",KOR,2043,0.5125
3930,"Korea, Rep.",KOR,2044,0.5125
3931,"Korea, Rep.",KOR,2045,0.5125
3932,"Korea, Rep.",KOR,2046,0.5125
3933,"Korea, Rep.",KOR,2047,0.5125
3934,"Korea, Rep.",KOR,2048,0.5125
3935,"Korea, Rep.",KOR,2049,0.5125
3936,"Korea, Rep.",KOR,2050,0.5125
3937,Kuwait,KWT,2020,0.5125
3938,Kuwait,KWT,2021,0.5125
3939,Kuwait,KWT,2022,0.5125
3940,Kuwait,KWT,2023,0.5125
3941,Kuwait,KWT,2024,0.5125
3942,Kuwait,KWT,2025,0.5125
3943,Kuwait,KWT,2026,0.5125
3944,Kuwait,KWT,2027,0.5125
3945,Kuwait,KWT,2028,0.5125
3946,Kuwait,KWT,2029,0.5125
3947,Kuwait,KWT,2030,0.5125
3948,Kuwait,KWT,2031,0.5125
3949,Kuwait,KWT,2032,0.5125
3950,Kuwait,KWT,2033,0.5125
3951,Kuwait,KWT,2034,0.5125
3952,Kuwait,KWT,2035,0.5125
3953,Kuwait,KWT,2036,0.5125
3954,Kuwait,KWT,2037,0.5125
3955,Kuwait,KWT,2038,0.5125
3956,Kuwait,KWT,2039,0.5125
3957,Kuwait,KWT,2040,0.5125
3958,Kuwait,KWT,2041,0.5125
3959,Kuwait,KWT,2042,0.5125
3960,Kuwait,KWT,2043,0.5125
3961,Kuwait,KWT,2044,0.5125
3962,Kuwait,KWT,2045,0.5125
3963,Kuwait,KWT,2046,0.5125
3964,Kuwait,KWT,2047,0.5125
3965,Kuwait,KWT,2048,0.5125
3966,Kuwait,KWT,2049,0.5125
3967,Kuwait,KWT,2050,0.5125
3968,Latin America & Caribbean (excluding high income),LAC,2020,0.5125
3969,Latin America & Caribbean (excluding high income),LAC,2021,0.5125
3970,Latin America & Caribbean (excluding high income),LAC,2022,0.5125
3971,Latin America & Caribbean (excluding high income),LAC,2023,0.5125
3972,Latin America & Caribbean (excluding high income),LAC,2024,0.5125
3973,Latin America & Caribbean (excluding high income),LAC,2025,0.5125
3974,Latin America & Caribbean (excluding high income),LAC,2026,0.5125
3975,Latin America & Caribbean (excluding high income),LAC,2027,0.5125
3976,Latin America & Caribbean (excluding high income),LAC,2028,0.5125
3977,Latin America & Caribbean (excluding high income),LAC,2029,0.5125
3978,Latin America & Caribbean (excluding high income),LAC,2030,0.5125
3979,Latin America & Caribbean (excluding high income),LAC,2031,0.5125
3980,Latin America & Caribbean (excluding high income),LAC,2032,0.5125
3981,Latin America & Caribbean (excluding high income),LAC,2033,0.5125
3982,Latin America & Caribbean (excluding high income),LAC,2034,0.5125
3983,Latin America & Caribbean (excluding high income),LAC,2035,0.5125
3984,Latin America & Caribbean (excluding high income),LAC,2036,0.5125
3985,Latin America & Caribbean (excluding high income),LAC,2037,0.5125
3986,Latin America & Caribbean (excluding high income),LAC,2038,0.5125
3987,Latin America & Caribbean (excluding high income),LAC,2039,0.5125
3988,Latin America & Caribbean (excluding high income),LAC,2040,0.5125
3989,Latin America & Caribbean (excluding high income),LAC,2041,0.5125
3990,Latin America & Caribbean (excluding high income),LAC,2042,0.5125
3991,Latin America & Caribbean (excluding high income),LAC,2043,0.5125
3992,Latin America & Caribbean (excluding high income),LAC,2044,0.5125
3993,Latin America & Caribbean (excluding high income),LAC,2045,0.5125
3994,Latin America & Caribbean (excluding high income),LAC,2046,0.5125
3995,Latin America & Caribbean (excluding high income),LAC,2047,0.5125
3996,Latin America & Caribbean (excluding high income),LAC,2048,0.5125
3997,Latin America & Caribbean (excluding high income),LAC,2049,0.5125
3998,Latin America & Caribbean (excluding high income),LAC,2050,0.5125
3999,Lao PDR,LAO,2020,0.5125
4000,Lao PDR,LAO,2021,0.5125
4001,Lao PDR,LAO,2022,0.5125
4002,Lao PDR,LAO,2023,0.5125
4003,Lao PDR,LAO,2024,0.5125
4004,Lao PDR,LAO,2025,0.5125
4005,Lao PDR,LAO,2026,0.5125
4006,Lao PDR,LAO,2027,0.5125
4007,Lao PDR,LAO,2028,0.5125
4008,Lao PDR,LAO,2029,0.5125
4009,Lao PDR,LAO,2030,0.5125
4010,Lao PDR,LAO,2031,0.5125
4011,Lao PDR,LAO,2032,0.5125
4012,Lao PDR,LAO,2033,0.5125
4013,Lao PDR,LAO,2034,0.5125
4014,Lao PDR,LAO,2035,0.5125
4015,Lao PDR,LAO,2036,0.5125
4016,Lao PDR,LAO,2037,0.5125
4017,Lao PDR,LAO,2038,0.5125
4018,Lao PDR,LAO,2039,0.5125
4019,Lao PDR,LAO,2040,0.5125
4020,Lao PDR,LAO,2041,0.5125
4021,Lao PDR,LAO,2042,0.5125
4022,Lao PDR,LAO,2043,0.5125
4023,Lao PDR,LAO,2044,0.5125
4024,Lao PDR,LAO,2045,0.5125
4025,Lao PDR,LAO,2046,0.5125
4026,Lao PDR,LAO,2047,0.5125
4027,Lao PDR,LAO,2048,0.5125
4028,Lao PDR,LAO,2049,0.5125
4029,Lao PDR,LAO,2050,0.5125
4030,Lebanon,LBN,2020,0.5125
4031,Lebanon,LBN,2021,0.5125
4032,Lebanon,LBN,2022,0.5125
4033,Lebanon,LBN,2023,0.5125
4034,Lebanon,LBN,2024,0.5125
4035,Lebanon,LBN,2025,0.5125
4036,Lebanon,LBN,2026,0.5125
4037,Lebanon,LBN,2027,0.5125
4038,Lebanon,LBN,2028,0.5125
4039,Lebanon,LBN,2029,0.5125
4040,Lebanon,LBN,2030,0.5125
4041,Lebanon,LBN,2031,0.5125
4042,Lebanon,LBN,2032,0.5125
4043,Lebanon,LBN,2033,0.5125
4044,Lebanon,LBN,2034,0.5125
4045,Lebanon,LBN,2035,0.5125
4046,Lebanon,LBN,2036,0.5125
4047,Lebanon,LBN,2037,0.5125
4048,Lebanon,LBN,2038,0.5125
4049,Lebanon,LBN,2039,0.5125
4050,Lebanon,LBN,2040,0.5125
4051,Lebanon,LBN,2041,0.5125
4052,Lebanon,LBN,2042,0.5125
4053,Lebanon,LBN,2043,0.5125
4054,Lebanon,LBN,2044,0.5125
4055,Lebanon,LBN,2045,0.5125
4056,Lebanon,LBN,2046,0.5125
4057,Lebanon,LBN,2047,0.5125
4058,Lebanon,LBN,2048,0.5125
4059,Lebanon,LBN,2049,0.5125
4060,Lebanon,LBN,2050,0.5125
4061,Liberia,LBR,2020,0.5125
4062,Liberia,LBR,2021,0.5125
4063,Liberia,LBR,2022,0.5125
4064,Liberia,LBR,2023,0.5125
4065,Liberia,LBR,2024,0.5125
4066,Liberia,LBR,2025,0.5125
4067,Liberia,LBR,2026,0.5125
4068,Liberia,LBR,2027,0.5125
4069,Liberia,LBR,2028,0.5125
4070,Liberia,LBR,2029,0.5125
4071,Liberia,LBR,2030,0.5125
4072,Liberia,LBR,2031,0.5125
4073,Liberia,LBR,2032,0.5125
4074,Liberia,LBR,2033,0.5125
4075,Liberia,LBR,2034,0.5125
4076,Liberia,LBR,2035,0.5125
4077,Liberia,LBR,2036,0.5125
4078,Liberia,LBR,2037,0.5125
4079,Liberia,LBR,2038,0.5125
4080,Liberia,LBR,2039,0.5125
4081,Liberia,LBR,2040,0.5125
4082,Liberia,LBR,2041,0.5125
4083,Liberia,LBR,2042,0.5125
4084,Liberia,LBR,2043,0.5125
4085,Liberia,LBR,2044,0.5125
4086,Liberia,LBR,2045,0.5125
4087,Liberia,LBR,2046,0.5125
4088,Liberia,LBR,2047,0.5125
4089,Liberia,LBR,2048,0.5125
4090,Liberia,LBR,2049,0.5125
4091,Liberia,LBR,2050,0.5125
4092,Libya,LBY,2020,0.5125
4093,Libya,LBY,2021,0.5125
4094,Libya,LBY,2022,0.5125
4095,Libya,LBY,2023,0.5125
4096,Libya,LBY,2024,0.5125
4097,Libya,LBY,2025,0.5125
4098,Libya,LBY,2026,0.5125
4099,Libya,LBY,2027,0.5125
4100,Libya,LBY,2028,0.5125
4101,Libya,LBY,2029,0.5125
4102,Libya,LBY,2030,0.5125
4103,Libya,LBY,2031,0.5125
4104,Libya,LBY,2032,0.5125
4105,Libya,LBY,2033,0.5125
4106,Libya,LBY,2034,0.5125
4107,Libya,LBY,2035,0.5125
4108,Libya,LBY,2036,0.5125
4109,Libya,LBY,2037,0.5125
4110,Libya,LBY,2038,0.5125
4111,Libya,LBY,2039,0.5125
4112,Libya,LBY,2040,0.5125
4113,Libya,LBY,2041,0.5125
4114,Libya,LBY,2042,0.5125
4115,Libya,LBY,2043,0.5125
4116,Libya,LBY,2044,0.5125
4117,Libya,LBY,2045,0.5125
4118,Libya,LBY,2046,0.5125
4119,Libya,LBY,2047,0.5125
4120,Libya,LBY,2048,0.5125
4121,Libya,LBY,2049,0.5125
4122,Libya,LBY,2050,0.5125
4123,St. Lucia,LCA,2020,0.5125
4124,St. Lucia,LCA,2021,0.5125
4125,St. Lucia,LCA,2022,0.5125
4126,St. Lucia,LCA,2023,0.5125
4127,St. Lucia,LCA,2024,0.5125
4128,St. Lucia,LCA,2025,0.5125
4129,St. Lucia,LCA,2026,0.5125
4130,St. Lucia,LCA,2027,0.5125
4131,St. Lucia,LCA,2028,0.5125
4132,St. Lucia,LCA,2029,0.5125
4133,St. Lucia,LCA,2030,0.5125
4134,St. Lucia,LCA,2031,0.5125
4135,St. Lucia,LCA,2032,0.5125
4136,St. Lucia,LCA,2033,0.5125
4137,St. Lucia,LCA,2034,0.5125
4138,St. Lucia,LCA,2035,0.5125
4139,St. Lucia,LCA,2036,0.5125
4140,St. Lucia,LCA,2037,0.5125
4141,St. Lucia,LCA,2038,0.5125
4142,St. Lucia,LCA,2039,0.5125
4143,St. Lucia,LCA,2040,0.5125
4144,St. Lucia,LCA,2041,0.5125
4145,St. Lucia,LCA,2042,0.5125
4146,St. Lucia,LCA,2043,0.5125
4147,St. Lucia,LCA,2044,0.5125
4148,St. Lucia,LCA,2045,0.5125
4149,St. Lucia,LCA,2046,0.5125
4150,St. Lucia,LCA,2047,0.5125
4151,St. Lucia,LCA,2048,0.5125
4152,St. Lucia,LCA,2049,0.5125
4153,St. Lucia,LCA,2050,0.5125
4154,Latin America & Caribbean,LCN,2020,0.5125
4155,Latin America & Caribbean,LCN,2021,0.5125
4156,Latin America & Caribbean,LCN,2022,0.5125
4157,Latin America & Caribbean,LCN,2023,0.5125
4158,Latin America & Caribbean,LCN,2024,0.5125
4159,Latin America & Caribbean,LCN,2025,0.5125
4160,Latin America & Caribbean,LCN,2026,0.5125
4161,Latin America & Caribbean,LCN,2027,0.5125
4162,Latin America & Caribbean,LCN,2028,0.5125
4163,Latin America & Caribbean,LCN,2029,0.5125
4164,Latin America & Caribbean,LCN,2030,0.5125
4165,Latin America & Caribbean,LCN,2031,0.5125
4166,Latin America & Caribbean,LCN,2032,0.5125
4167,Latin America & Caribbean,LCN,2033,0.5125
4168,Latin America & Caribbean,LCN,2034,0.5125
4169,Latin America & Caribbean,LCN,2035,0.5125
4170,Latin America & Caribbean,LCN,2036,0.5125
4171,Latin America & Caribbean,LCN,2037,0.5125
4172,Latin America & Caribbean,LCN,2038,0.5125
4173,Latin America & Caribbean,LCN,2039,0.5125
4174,Latin America & Caribbean,LCN,2040,0.5125
4175,Latin America & Caribbean,LCN,2041,0.5125
4176,Latin America & Caribbean,LCN,2042,0.5125
4177,Latin America & Caribbean,LCN,2043,0.5125
4178,Latin America & Caribbean,LCN,2044,0.5125
4179,Latin America & Caribbean,LCN,2045,0.5125
4180,Latin America & Caribbean,LCN,2046,0.5125
4181,Latin America & Caribbean,LCN,2047,0.5125
4182,Latin America & Caribbean,LCN,2048,0.5125
4183,Latin America & Caribbean,LCN,2049,0.5125
4184,Latin America & Caribbean,LCN,2050,0.5125
4185,Least developed countries: UN classification,LDC,2020,0.5125
4186,Least developed countries: UN classification,LDC,2021,0.5125
4187,Least developed countries: UN classification,LDC,2022,0.5125
4188,Least developed countries: UN classification,LDC,2023,0.5125
4189,Least developed countries: UN classification,LDC,2024,0.5125
4190,Least developed countries: UN classification,LDC,2025,0.5125
4191,Least developed countries: UN classification,LDC,2026,0.5125
4192,Least developed countries: UN classification,LDC,2027,0.5125
4193,Least developed countries: UN classification,LDC,2028,0.5125
4194,Least developed countries: UN classification,LDC,2029,0.5125
4195,Least developed countries: UN classification,LDC,2030,0.5125
4196,Least developed countries: UN classification,LDC,2031,0.5125
4197,Least developed countries: UN classification,LDC,2032,0.5125
4198,Least developed countries: UN classification,LDC,2033,0.5125
4199,Least developed countries: UN classification,LDC,2034,0.5125
4200,Least developed countries: UN classification,LDC,2035,0.5125
4201,Least developed countries: UN classification,LDC,2036,0.5125
4202,Least developed countries: UN classification,LDC,2037,0.5125
4203,Least developed countries: UN classification,LDC,2038,0.5125
4204,Least developed countries: UN classification,LDC,2039,0.5125
4205,Least developed countries: UN classification,LDC,2040,0.5125
4206,Least developed countries: UN classification,LDC,2041,0.5125
4207,Least developed countries: UN classification,LDC,2042,0.5125
4208,Least developed countries: UN classification,LDC,2043,0.5125
4209,Least developed countries: UN classification,LDC,2044,0.5125
4210,Least developed countries: UN classification,LDC,2045,0.5125
4211,Least developed countries: UN classification,LDC,2046,0.5125
4212,Least developed countries: UN classification,LDC,2047,0.5125
4213,Least developed countries: UN classification,LDC,2048,0.5125
4214,Least developed countries: UN classification,LDC,2049,0.5125
4215,Least developed countries: UN classification,LDC,2050,0.5125
4216,Low income,LIC,2020,0.5125
4217,Low income,LIC,2021,0.5125
4218,Low income,LIC,2022,0.5125
4219,Low income,LIC,2023,0.5125
4220,Low income,LIC,2024,0.5125
4221,Low income,LIC,2025,0.5125
4222,Low income,LIC,2026,0.5125
4223,Low income,LIC,2027,0.5125
4224,Low income,LIC,2028,0.5125
4225,Low income,LIC,2029,0.5125
4226,Low income,LIC,2030,0.5125
4227,Low income,LIC,2031,0.5125
4228,Low income,LIC,2032,0.5125
4229,Low income,LIC,2033,0.5125
4230,Low income,LIC,2034,0.5125
4231,Low income,LIC,2035,0.5125
4232,Low income,LIC,2036,0.5125
4233,Low income,LIC,2037,0.5125
4234,Low income,LIC,2038,0.5125
4235,Low income,LIC,2039,0.5125
4236,Low income,LIC,2040,0.5125
4237,Low income,LIC,2041,0.5125
4238,Low income,LIC,2042,0.5125
4239,Low income,LIC,2043,0.5125
4240,Low income,LIC,2044,0.5125
4241,Low income,LIC,2045,0.5125
4242,Low income,LIC,2046,0.5125
4243,Low income,LIC,2047,0.5125
4244,Low income,LIC,2048,0.5125
4245,Low income,LIC,2049,0.5125
4246,Low income,LIC,2050,0.5125
4247,Liechtenstein,LIE,2020,0.5125
4248,Liechtenstein,LIE,2021,0.5125
4249,Liechtenstein,LIE,2022,0.5125
4250,Liechtenstein,LIE,2023,0.5125
4251,Liechtenstein,LIE,2024,0.5125
4252,Liechtenstein,LIE,2025,0.5125
4253,Liechtenstein,LIE,2026,0.5125
4254,Liechtenstein,LIE,2027,0.5125
4255,Liechtenstein,LIE,2028,0.5125
4256,Liechtenstein,LIE,2029,0.5125
4257,Liechtenstein,LIE,2030,0.5125
4258,Liechtenstein,LIE,2031,0.5125
4259,Liechtenstein,LIE,2032,0.5125
4260,Liechtenstein,LIE,2033,0.5125
4261,Liechtenstein,LIE,2034,0.5125
4262,Liechtenstein,LIE,2035,0.5125
4263,Liechtenstein,LIE,2036,0.5125
4264,Liechtenstein,LIE,2037,0.5125
4265,Liechtenstein,LIE,2038,0.5125
4266,Liechtenstein,LIE,2039,0.5125
4267,Liechtenstein,LIE,2040,0.5125
4268,Liechtenstein,LIE,2041,0.5125
4269,Liechtenstein,LIE,2042,0.5125
4270,Liechtenstein,LIE,2043,0.5125
4271,Liechtenstein,LIE,2044,0.5125
4272,Liechtenstein,LIE,2045,0.5125
4273,Liechtenstein,LIE,2046,0.5125
4274,Liechtenstein,LIE,2047,0.5125
4275,Liechtenstein,LIE,2048,0.5125
4276,Liechtenstein,LIE,2049,0.5125
4277,Liechtenstein,LIE,2050,0.5125
4278,Sri Lanka,LKA,2020,0.5125
4279,Sri Lanka,LKA,2021,0.5125
4280,Sri Lanka,LKA,2022,0.5125
4281,Sri Lanka,LKA,2023,0.5125
4282,Sri Lanka,LKA,2024,0.5125
4283,Sri Lanka,LKA,2025,0.5125
4284,Sri Lanka,LKA,2026,0.5125
4285,Sri Lanka,LKA,2027,0.5125
4286,Sri Lanka,LKA,2028,0.5125
4287,Sri Lanka,LKA,2029,0.5125
4288,Sri Lanka,LKA,2030,0.5125
4289,Sri Lanka,LKA,2031,0.5125
4290,Sri Lanka,LKA,2032,0.5125
4291,Sri Lanka,LKA,2033,0.5125
4292,Sri Lanka,LKA,2034,0.5125
4293,Sri Lanka,LKA,2035,0.5125
4294,Sri Lanka,LKA,2036,0.5125
4295,Sri Lanka,LKA,2037,0.5125
4296,Sri Lanka,LKA,2038,0.5125
4297,Sri Lanka,LKA,2039,0.5125
4298,Sri Lanka,LKA,2040,0.5125
4299,Sri Lanka,LKA,2041,0.5125
4300,Sri Lanka,LKA,2042,0.5125
4301,Sri Lanka,LKA,2043,0.5125
4302,Sri Lanka,LKA,2044,0.5125
4303,Sri Lanka,LKA,2045,0.5125
4304,Sri Lanka,LKA,2046,0.5125
4305,Sri Lanka,LKA,2047,0.5125
4306,Sri Lanka,LKA,2048,0.5125
4307,Sri Lanka,LKA,2049,0.5125
4308,Sri Lanka,LKA,2050,0.5125
4309,Lower middle income,LMC,2020,0.5125
4310,Lower middle income,LMC,2021,0.5125
4311,Lower middle income,LMC,2022,0.5125
4312,Lower middle income,LMC,2023,0.5125
4313,Lower middle income,LMC,2024,0.5125
4314,Lower middle income,LMC,2025,0.5125
4315,Lower middle income,LMC,2026,0.5125
4316,Lower middle income,LMC,2027,0.5125
4317,Lower middle income,LMC,2028,0.5125
4318,Lower middle income,LMC,2029,0.5125
4319,Lower middle income,LMC,2030,0.5125
4320,Lower middle income,LMC,2031,0.5125
4321,Lower middle income,LMC,2032,0.5125
4322,Lower middle income,LMC,2033,0.5125
4323,Lower middle income,LMC,2034,0.5125
4324,Lower middle income,LMC,2035,0.5125
4325,Lower middle income,LMC,2036,0.5125
4326,Lower middle income,LMC,2037,0.5125
4327,Lower middle income,LMC,2038,0.5125
4328,Lower middle income,LMC,2039,0.5125
4329,Lower middle income,LMC,2040,0.5125
4330,Lower middle income,LMC,2041,0.5125
4331,Lower middle income,LMC,2042,0.5125
4332,Lower middle income,LMC,2043,0.5125
4333,Lower middle income,LMC,2044,0.5125
4334,Lower middle income,LMC,2045,0.5125
4335,Lower middle income,LMC,2046,0.5125
4336,Lower middle income,LMC,2047,0.5125
4337,Lower middle income,LMC,2048,0.5125
4338,Lower middle income,LMC,2049,0.5125
4339,Lower middle income,LMC,2050,0.5125
4340,Low & middle income,LMY,2020,0.5125
4341,Low & middle income,LMY,2021,0.5125
4342,Low & middle income,LMY,2022,0.5125
4343,Low & middle income,LMY,2023,0.5125
4344,Low & middle income,LMY,2024,0.5125
4345,Low & middle income,LMY,2025,0.5125
4346,Low & middle income,LMY,2026,0.5125
4347,Low & middle income,LMY,2027,0.5125
4348,Low & middle income,LMY,2028,0.5125
4349,Low & middle income,LMY,2029,0.5125
4350,Low & middle income,LMY,2030,0.5125
4351,Low & middle income,LMY,2031,0.5125
4352,Low & middle income,LMY,2032,0.5125
4353,Low & middle income,LMY,2033,0.5125
4354,Low & middle income,LMY,2034,0.5125
4355,Low & middle income,LMY,2035,0.5125
4356,Low & middle income,LMY,2036,0.5125
4357,Low & middle income,LMY,2037,0.5125
4358,Low & middle income,LMY,2038,0.5125
4359,Low & middle income,LMY,2039,0.5125
4360,Low & middle income,LMY,2040,0.5125
4361,Low & middle income,LMY,2041,0.5125
4362,Low & middle income,LMY,2042,0.5125
4363,Low & middle income,LMY,2043,0.5125
4364,Low & middle income,LMY,2044,0.5125
4365,Low & middle income,LMY,2045,0.5125
4366,Low & middle income,LMY,2046,0.5125
4367,Low & middle income,LMY,2047,0.5125
4368,Low & middle income,LMY,2048,0.5125
4369,Low & middle income,LMY,2049,0.5125
4370,Low & middle income,LMY,2050,0.5125
4371,Lesotho,LSO,2020,0.5125
4372,Lesotho,LSO,2021,0.5125
4373,Lesotho,LSO,2022,0.5125
4374,Lesotho,LSO,2023,0.5125
4375,Lesotho,LSO,2024,0.5125
4376,Lesotho,LSO,2025,0.5125
4377,Lesotho,LSO,2026,0.5125
4378,Lesotho,LSO,2027,0.5125
4379,Lesotho,LSO,2028,0.5125
4380,Lesotho,LSO,2029,0.5125
4381,Lesotho,LSO,2030,0.5125
4382,Lesotho,LSO,2031,0.5125
4383,Lesotho,LSO,2032,0.5125
4384,Lesotho,LSO,2033,0.5125
4385,Lesotho,LSO,2034,0.5125
4386,Lesotho,LSO,2035,0.5125
4387,Lesotho,LSO,2036,0.5125
4388,Lesotho,LSO,2037,0.5125
4389,Lesotho,LSO,2038,0.5125
4390,Lesotho,LSO,2039,0.5125
4391,Lesotho,LSO,2040,0.5125
4392,Lesotho,LSO,2041,0.5125
4393,Lesotho,LSO,2042,0.5125
4394,Lesotho,LSO,2043,0.5125
4395,Lesotho,LSO,2044,0.5125
4396,Lesotho,LSO,2045,0.5125
4397,Lesotho,LSO,2046,0.5125
4398,Lesotho,LSO,2047,0.5125
4399,Lesotho,LSO,2048,0.5125
4400,Lesotho,LSO,2049,0.5125
4401,Lesotho,LSO,2050,0.5125
4402,Late-demographic dividend,LTE,2020,0.5125
4403,Late-demographic dividend,LTE,2021,0.5125
4404,Late-demographic dividend,LTE,2022,0.5125
4405,Late-demographic dividend,LTE,2023,0.5125
4406,Late-demographic dividend,LTE,2024,0.5125
4407,Late-demographic dividend,LTE,2025,0.5125
4408,Late-demographic dividend,LTE,2026,0.5125
4409,Late-demographic dividend,LTE,2027,0.5125
4410,Late-demographic dividend,LTE,2028,0.5125
4411,Late-demographic dividend,LTE,2029,0.5125
4412,Late-demographic dividend,LTE,2030,0.5125
4413,Late-demographic dividend,LTE,2031,0.5125
4414,Late-demographic dividend,LTE,2032,0.5125
4415,Late-demographic dividend,LTE,2033,0.5125
4416,Late-demographic dividend,LTE,2034,0.5125
4417,Late-demographic dividend,LTE,2035,0.5125
4418,Late-demographic dividend,LTE,2036,0.5125
4419,Late-demographic dividend,LTE,2037,0.5125
4420,Late-demographic dividend,LTE,2038,0.5125
4421,Late-demographic dividend,LTE,2039,0.5125
4422,Late-demographic dividend,LTE,2040,0.5125
4423,Late-demographic dividend,LTE,2041,0.5125
4424,Late-demographic dividend,LTE,2042,0.5125
4425,Late-demographic dividend,LTE,2043,0.5125
4426,Late-demographic dividend,LTE,2044,0.5125
4427,Late-demographic dividend,LTE,2045,0.5125
4428,Late-demographic dividend,LTE,2046,0.5125
4429,Late-demographic dividend,LTE,2047,0.5125
4430,Late-demographic dividend,LTE,2048,0.5125
4431,Late-demographic dividend,LTE,2049,0.5125
4432,Late-demographic dividend,LTE,2050,0.5125
4433,Lithuania,LTU,2020,0.5125
4434,Lithuania,LTU,2021,0.5125
4435,Lithuania,LTU,2022,0.5125
4436,Lithuania,LTU,2023,0.5125
4437,Lithuania,LTU,2024,0.5125
4438,Lithuania,LTU,2025,0.5125
4439,Lithuania,LTU,2026,0.5125
4440,Lithuania,LTU,2027,0.5125
4441,Lithuania,LTU,2028,0.5125
4442,Lithuania,LTU,2029,0.5125
4443,Lithuania,LTU,2030,0.5125
4444,Lithuania,LTU,2031,0.5125
4445,Lithuania,LTU,2032,0.5125
4446,Lithuania,LTU,2033,0.5125
4447,Lithuania,LTU,2034,0.5125
4448,Lithuania,LTU,2035,0.5125
4449,Lithuania,LTU,2036,0.5125
4450,Lithuania,LTU,2037,0.5125
4451,Lithuania,LTU,2038,0.5125
4452,Lithuania,LTU,2039,0.5125
