Year,iso_code3,cost_enfu_fuel_coke_usd_per_tonne
2048,GRL,187.7075
2049,GRL,187.7075
2050,GRL,187.7075
2021,GTM,187.7075
2022,GTM,187.7075
2023,GTM,187.7075
2024,GTM,187.7075
2025,GTM,187.7075
2026,GTM,187.7075
2027,GTM,187.7075
2028,GTM,187.7075
2029,GTM,187.7075
2030,GTM,187.7075
2031,GTM,187.7075
2032,GTM,187.7075
2033,GTM,187.7075
2034,GTM,187.7075
2035,GTM,187.7075
2036,GTM,187.7075
2037,GTM,187.7075
2038,GTM,187.7075
2039,GTM,187.7075
2040,GTM,187.7075
2041,GTM,187.7075
2042,GTM,187.7075
2043,GTM,187.7075
2044,GTM,187.7075
2045,GTM,187.7075
2046,GTM,187.7075
2047,GTM,187.7075
2048,GTM,187.7075
2049,GTM,187.7075
2050,GTM,187.7075
2021,GUM,187.7075
2022,GUM,187.7075
2023,GUM,187.7075
2024,GUM,187.7075
2025,GUM,187.7075
2026,GUM,187.7075
2027,GUM,187.7075
2028,GUM,187.7075
2029,GUM,187.7075
2030,GUM,187.7075
2031,GUM,187.7075
2032,GUM,187.7075
2033,GUM,187.7075
2034,GUM,187.7075
2035,GUM,187.7075
2036,GUM,187.7075
2037,GUM,187.7075
2038,GUM,187.7075
2039,GUM,187.7075
2040,GUM,187.7075
2041,GUM,187.7075
2042,GUM,187.7075
2043,GUM,187.7075
2044,GUM,187.7075
2045,GUM,187.7075
2046,GUM,187.7075
2047,GUM,187.7075
2048,GUM,187.7075
2049,GUM,187.7075
2050,GUM,187.7075
2021,GUY,187.7075
2022,GUY,187.7075
2023,GUY,187.7075
2024,GUY,187.7075
2025,GUY,187.7075
2026,GUY,187.7075
2027,GUY,187.7075
2028,GUY,187.7075
2029,GUY,187.7075
2030,GUY,187.7075
2031,GUY,187.7075
2032,GUY,187.7075
2033,GUY,187.7075
2034,GUY,187.7075
2035,GUY,187.7075
2036,GUY,187.7075
2037,GUY,187.7075
2038,GUY,187.7075
2039,GUY,187.7075
2040,GUY,187.7075
2041,GUY,187.7075
2042,GUY,187.7075
2043,GUY,187.7075
2044,GUY,187.7075
2045,GUY,187.7075
2046,GUY,187.7075
2047,GUY,187.7075
2048,GUY,187.7075
2049,GUY,187.7075
2050,GUY,187.7075
2021,HKG,187.7075
2022,HKG,187.7075
2023,HKG,187.7075
2024,HKG,187.7075
2025,HKG,187.7075
2026,HKG,187.7075
2027,HKG,187.7075
2028,HKG,187.7075
2029,HKG,187.7075
2030,HKG,187.7075
2031,HKG,187.7075
2032,HKG,187.7075
2033,HKG,187.7075
2034,HKG,187.7075
2035,HKG,187.7075
2036,HKG,187.7075
2037,HKG,187.7075
2038,HKG,187.7075
2039,HKG,187.7075
2040,HKG,187.7075
2041,HKG,187.7075
2042,HKG,187.7075
2043,HKG,187.7075
2044,HKG,187.7075
2045,HKG,187.7075
2046,HKG,187.7075
2047,HKG,187.7075
2048,HKG,187.7075
2049,HKG,187.7075
2050,HKG,187.7075
2021,HND,187.7075
2022,HND,187.7075
2023,HND,187.7075
2024,HND,187.7075
2025,HND,187.7075
2026,HND,187.7075
2027,HND,187.7075
2028,HND,187.7075
2029,HND,187.7075
2030,HND,187.7075
2031,HND,187.7075
2032,HND,187.7075
2033,HND,187.7075
2034,HND,187.7075
2035,HND,187.7075
2036,HND,187.7075
2037,HND,187.7075
2038,HND,187.7075
2039,HND,187.7075
2040,HND,187.7075
2041,HND,187.7075
2042,HND,187.7075
2043,HND,187.7075
2044,HND,187.7075
2045,HND,187.7075
2046,HND,187.7075
2047,HND,187.7075
2048,HND,187.7075
2049,HND,187.7075
2050,HND,187.7075
2021,HRV,187.7075
2022,HRV,187.7075
2023,HRV,187.7075
2024,HRV,187.7075
2025,HRV,187.7075
2026,HRV,187.7075
2027,HRV,187.7075
2028,HRV,187.7075
2029,HRV,187.7075
2030,HRV,187.7075
2031,HRV,187.7075
2032,HRV,187.7075
2033,HRV,187.7075
2034,HRV,187.7075
2035,HRV,187.7075
2036,HRV,187.7075
2037,HRV,187.7075
2038,HRV,187.7075
2039,HRV,187.7075
2040,HRV,187.7075
2041,HRV,187.7075
2042,HRV,187.7075
2043,HRV,187.7075
2044,HRV,187.7075
2045,HRV,187.7075
2046,HRV,187.7075
2047,HRV,187.7075
2048,HRV,187.7075
2049,HRV,187.7075
2050,HRV,187.7075
2021,HTI,187.7075
2022,HTI,187.7075
2023,HTI,187.7075
2024,HTI,187.7075
2025,HTI,187.7075
2026,HTI,187.7075
2027,HTI,187.7075
2028,HTI,187.7075
2029,HTI,187.7075
2030,HTI,187.7075
2031,HTI,187.7075
2032,HTI,187.7075
2033,HTI,187.7075
2034,HTI,187.7075
2035,HTI,187.7075
2036,HTI,187.7075
2037,HTI,187.7075
2038,HTI,187.7075
2039,HTI,187.7075
2040,HTI,187.7075
2041,HTI,187.7075
2042,HTI,187.7075
2043,HTI,187.7075
2044,HTI,187.7075
2045,HTI,187.7075
2046,HTI,187.7075
2047,HTI,187.7075
2048,HTI,187.7075
2049,HTI,187.7075
2050,HTI,187.7075
2021,HUN,187.7075
2022,HUN,187.7075
2023,HUN,187.7075
2024,HUN,187.7075
2025,HUN,187.7075
2026,HUN,187.7075
2027,HUN,187.7075
2028,HUN,187.7075
2029,HUN,187.7075
2030,HUN,187.7075
2031,HUN,187.7075
2032,HUN,187.7075
2033,HUN,187.7075
2034,HUN,187.7075
2035,HUN,187.7075
2036,HUN,187.7075
2037,HUN,187.7075
2038,HUN,187.7075
2039,HUN,187.7075
2040,HUN,187.7075
2041,HUN,187.7075
2042,HUN,187.7075
2043,HUN,187.7075
2044,HUN,187.7075
2045,HUN,187.7075
2046,HUN,187.7075
2047,HUN,187.7075
2048,HUN,187.7075
2049,HUN,187.7075
2050,HUN,187.7075
2021,IDN,187.7075
2022,IDN,187.7075
2023,IDN,187.7075
2024,IDN,187.7075
2025,IDN,187.7075
2026,IDN,187.7075
2027,IDN,187.7075
2028,IDN,187.7075
2029,IDN,187.7075
2030,IDN,187.7075
2031,IDN,187.7075
2032,IDN,187.7075
2033,IDN,187.7075
2034,IDN,187.7075
2035,IDN,187.7075
2036,IDN,187.7075
2037,IDN,187.7075
2038,IDN,187.7075
2039,IDN,187.7075
2040,IDN,187.7075
2041,IDN,187.7075
2042,IDN,187.7075
2043,IDN,187.7075
2044,IDN,187.7075
2045,IDN,187.7075
2046,IDN,187.7075
2047,IDN,187.7075
2048,IDN,187.7075
2049,IDN,187.7075
2050,IDN,187.7075
2021,IMN,187.7075
2022,IMN,187.7075
2023,IMN,187.7075
2024,IMN,187.7075
2025,IMN,187.7075
2026,IMN,187.7075
2027,IMN,187.7075
2028,IMN,187.7075
2029,IMN,187.7075
2030,IMN,187.7075
2031,IMN,187.7075
2032,IMN,187.7075
2033,IMN,187.7075
2034,IMN,187.7075
2035,IMN,187.7075
2036,IMN,187.7075
2037,IMN,187.7075
2038,IMN,187.7075
2039,IMN,187.7075
2040,IMN,187.7075
2041,IMN,187.7075
2042,IMN,187.7075
2043,IMN,187.7075
2044,IMN,187.7075
2045,IMN,187.7075
2046,IMN,187.7075
2047,IMN,187.7075
2048,IMN,187.7075
2049,IMN,187.7075
2050,IMN,187.7075
2021,IND,187.7075
2022,IND,187.7075
2023,IND,187.7075
2024,IND,187.7075
2025,IND,187.7075
2026,IND,187.7075
2027,IND,187.7075
2028,IND,187.7075
2029,IND,187.7075
2030,IND,187.7075
2031,IND,187.7075
2032,IND,187.7075
2033,IND,187.7075
2034,IND,187.7075
2035,IND,187.7075
2036,IND,187.7075
2037,IND,187.7075
2038,IND,187.7075
2039,IND,187.7075
2040,IND,187.7075
2041,IND,187.7075
2042,IND,187.7075
2043,IND,187.7075
2044,IND,187.7075
2045,IND,187.7075
2046,IND,187.7075
2047,IND,187.7075
2048,IND,187.7075
2049,IND,187.7075
2050,IND,187.7075
2021,IRL,187.7075
2022,IRL,187.7075
2023,IRL,187.7075
2024,IRL,187.7075
2025,IRL,187.7075
2026,IRL,187.7075
2027,IRL,187.7075
2028,IRL,187.7075
2029,IRL,187.7075
2030,IRL,187.7075
2031,IRL,187.7075
2032,IRL,187.7075
2033,IRL,187.7075
2034,IRL,187.7075
2035,IRL,187.7075
2036,IRL,187.7075
2037,IRL,187.7075
2038,IRL,187.7075
2039,IRL,187.7075
2040,IRL,187.7075
2041,IRL,187.7075
2042,IRL,187.7075
2043,IRL,187.7075
2044,IRL,187.7075
2045,IRL,187.7075
2046,IRL,187.7075
2047,IRL,187.7075
2048,IRL,187.7075
2049,IRL,187.7075
2050,IRL,187.7075
2021,IRN,187.7075
2022,IRN,187.7075
2023,IRN,187.7075
2024,IRN,187.7075
2025,IRN,187.7075
2026,IRN,187.7075
2027,IRN,187.7075
2028,IRN,187.7075
2029,IRN,187.7075
2030,IRN,187.7075
2031,IRN,187.7075
2032,IRN,187.7075
2033,IRN,187.7075
2034,IRN,187.7075
2035,IRN,187.7075
2036,IRN,187.7075
2037,IRN,187.7075
2038,IRN,187.7075
2039,IRN,187.7075
2040,IRN,187.7075
2041,IRN,187.7075
2042,IRN,187.7075
2043,IRN,187.7075
2044,IRN,187.7075
2045,IRN,187.7075
2046,IRN,187.7075
2047,IRN,187.7075
2048,IRN,187.7075
2049,IRN,187.7075
2050,IRN,187.7075
2021,IRQ,187.7075
2022,IRQ,187.7075
2023,IRQ,187.7075
2024,IRQ,187.7075
2025,IRQ,187.7075
2026,IRQ,187.7075
2027,IRQ,187.7075
2028,IRQ,187.7075
2029,IRQ,187.7075
2030,IRQ,187.7075
2031,IRQ,187.7075
2032,IRQ,187.7075
2033,IRQ,187.7075
2034,IRQ,187.7075
2035,IRQ,187.7075
2036,IRQ,187.7075
2037,IRQ,187.7075
2038,IRQ,187.7075
2039,IRQ,187.7075
2040,IRQ,187.7075
2041,IRQ,187.7075
2042,IRQ,187.7075
2043,IRQ,187.7075
2044,IRQ,187.7075
2045,IRQ,187.7075
2046,IRQ,187.7075
2047,IRQ,187.7075
2048,IRQ,187.7075
2049,IRQ,187.7075
2050,IRQ,187.7075
2021,ISL,187.7075
2022,ISL,187.7075
2023,ISL,187.7075
2024,ISL,187.7075
2025,ISL,187.7075
2026,ISL,187.7075
2027,ISL,187.7075
2028,ISL,187.7075
2029,ISL,187.7075
2030,ISL,187.7075
2031,ISL,187.7075
2032,ISL,187.7075
2033,ISL,187.7075
2034,ISL,187.7075
2035,ISL,187.7075
2036,ISL,187.7075
2037,ISL,187.7075
2038,ISL,187.7075
2039,ISL,187.7075
2040,ISL,187.7075
2041,ISL,187.7075
2042,ISL,187.7075
2043,ISL,187.7075
2044,ISL,187.7075
2045,ISL,187.7075
2046,ISL,187.7075
2047,ISL,187.7075
2048,ISL,187.7075
2049,ISL,187.7075
2050,ISL,187.7075
2021,ISR,187.7075
2022,ISR,187.7075
2023,ISR,187.7075
2024,ISR,187.7075
2025,ISR,187.7075
2026,ISR,187.7075
2027,ISR,187.7075
2028,ISR,187.7075
2029,ISR,187.7075
2030,ISR,187.7075
2031,ISR,187.7075
2032,ISR,187.7075
2033,ISR,187.7075
2034,ISR,187.7075
2035,ISR,187.7075
2036,ISR,187.7075
2037,ISR,187.7075
2038,ISR,187.7075
2039,ISR,187.7075
2040,ISR,187.7075
2041,ISR,187.7075
2042,ISR,187.7075
2043,ISR,187.7075
2044,ISR,187.7075
2045,ISR,187.7075
2046,ISR,187.7075
2047,ISR,187.7075
2048,ISR,187.7075
2049,ISR,187.7075
2050,ISR,187.7075
2021,ITA,200.875
2022,ITA,200.875
2023,ITA,200.875
2024,ITA,200.875
2025,ITA,200.875
2026,ITA,200.875
2027,ITA,200.875
2028,ITA,200.875
2029,ITA,200.875
2030,ITA,200.875
2031,ITA,200.875
2032,ITA,200.875
2033,ITA,200.875
2034,ITA,200.875
2035,ITA,200.875
2036,ITA,200.875
2037,ITA,200.875
2038,ITA,200.875
2039,ITA,200.875
2040,ITA,200.875
2041,ITA,200.875
2042,ITA,200.875
2043,ITA,200.875
2044,ITA,200.875
2045,ITA,200.875
2046,ITA,200.875
2047,ITA,200.875
2048,ITA,200.875
2049,ITA,200.875
2050,ITA,200.875
2021,JAM,187.7075
2022,JAM,187.7075
2023,JAM,187.7075
2024,JAM,187.7075
2025,JAM,187.7075
2026,JAM,187.7075
2027,JAM,187.7075
2028,JAM,187.7075
2029,JAM,187.7075
2030,JAM,187.7075
2031,JAM,187.7075
2032,JAM,187.7075
2033,JAM,187.7075
2034,JAM,187.7075
2035,JAM,187.7075
2036,JAM,187.7075
2037,JAM,187.7075
2038,JAM,187.7075
2039,JAM,187.7075
2040,JAM,187.7075
2041,JAM,187.7075
2042,JAM,187.7075
2043,JAM,187.7075
2044,JAM,187.7075
2045,JAM,187.7075
2046,JAM,187.7075
2047,JAM,187.7075
2048,JAM,187.7075
2049,JAM,187.7075
2050,JAM,187.7075
2021,JOR,187.7075
2022,JOR,187.7075
2023,JOR,187.7075
2024,JOR,187.7075
2025,JOR,187.7075
2026,JOR,187.7075
2027,JOR,187.7075
2028,JOR,187.7075
2029,JOR,187.7075
2030,JOR,187.7075
2031,JOR,187.7075
2032,JOR,187.7075
2033,JOR,187.7075
2034,JOR,187.7075
2035,JOR,187.7075
2036,JOR,187.7075
2037,JOR,187.7075
2038,JOR,187.7075
2039,JOR,187.7075
2040,JOR,187.7075
2041,JOR,187.7075
2042,JOR,187.7075
2043,JOR,187.7075
2044,JOR,187.7075
2045,JOR,187.7075
2046,JOR,187.7075
2047,JOR,187.7075
2048,JOR,187.7075
2049,JOR,187.7075
2050,JOR,187.7075
2021,JPN,152.7575
2022,JPN,152.7575
2023,JPN,152.7575
2024,JPN,152.7575
2025,JPN,152.7575
2026,JPN,152.7575
2027,JPN,152.7575
2028,JPN,152.7575
2029,JPN,152.7575
2030,JPN,152.7575
2031,JPN,152.7575
2032,JPN,152.7575
2033,JPN,152.7575
2034,JPN,152.7575
2035,JPN,152.7575
2036,JPN,152.7575
2037,JPN,152.7575
2038,JPN,152.7575
2039,JPN,152.7575
2040,JPN,152.7575
2041,JPN,152.7575
2042,JPN,152.7575
2043,JPN,152.7575
2044,JPN,152.7575
2045,JPN,152.7575
2046,JPN,152.7575
2047,JPN,152.7575
2048,JPN,152.7575
2049,JPN,152.7575
2050,JPN,152.7575
2021,KAZ,187.7075
2022,KAZ,187.7075
2023,KAZ,187.7075
2024,KAZ,187.7075
2025,KAZ,187.7075
2026,KAZ,187.7075
2027,KAZ,187.7075
2028,KAZ,187.7075
2029,KAZ,187.7075
2030,KAZ,187.7075
2031,KAZ,187.7075
2032,KAZ,187.7075
2033,KAZ,187.7075
2034,KAZ,187.7075
2035,KAZ,187.7075
2036,KAZ,187.7075
2037,KAZ,187.7075
2038,KAZ,187.7075
2039,KAZ,187.7075
2040,KAZ,187.7075
2041,KAZ,187.7075
2042,KAZ,187.7075
2043,KAZ,187.7075
2044,KAZ,187.7075
2045,KAZ,187.7075
2046,KAZ,187.7075
2047,KAZ,187.7075
2048,KAZ,187.7075
2049,KAZ,187.7075
2050,KAZ,187.7075
2021,KEN,187.7075
2022,KEN,187.7075
2023,KEN,187.7075
2024,KEN,187.7075
2025,KEN,187.7075
2026,KEN,187.7075
2027,KEN,187.7075
2028,KEN,187.7075
2029,KEN,187.7075
2030,KEN,187.7075
2031,KEN,187.7075
2032,KEN,187.7075
2033,KEN,187.7075
2034,KEN,187.7075
2035,KEN,187.7075
2036,KEN,187.7075
2037,KEN,187.7075
2038,KEN,187.7075
2039,KEN,187.7075
2040,KEN,187.7075
2041,KEN,187.7075
2042,KEN,187.7075
2043,KEN,187.7075
2044,KEN,187.7075
2045,KEN,187.7075
2046,KEN,187.7075
2047,KEN,187.7075
2048,KEN,187.7075
2049,KEN,187.7075
2050,KEN,187.7075
2021,KGZ,187.7075
2022,KGZ,187.7075
2023,KGZ,187.7075
2024,KGZ,187.7075
2025,KGZ,187.7075
2026,KGZ,187.7075
2027,KGZ,187.7075
2028,KGZ,187.7075
2029,KGZ,187.7075
2030,KGZ,187.7075
2031,KGZ,187.7075
2032,KGZ,187.7075
2033,KGZ,187.7075
2034,KGZ,187.7075
2035,KGZ,187.7075
2036,KGZ,187.7075
2037,KGZ,187.7075
2038,KGZ,187.7075
2039,KGZ,187.7075
2040,KGZ,187.7075
2041,KGZ,187.7075
2042,KGZ,187.7075
2043,KGZ,187.7075
2044,KGZ,187.7075
2045,KGZ,187.7075
2046,KGZ,187.7075
2047,KGZ,187.7075
2048,KGZ,187.7075
2049,KGZ,187.7075
2050,KGZ,187.7075
2021,KHM,187.7075
2022,KHM,187.7075
2023,KHM,187.7075
2024,KHM,187.7075
2025,KHM,187.7075
2026,KHM,187.7075
2027,KHM,187.7075
2028,KHM,187.7075
2029,KHM,187.7075
2030,KHM,187.7075
2031,KHM,187.7075
2032,KHM,187.7075
2033,KHM,187.7075
2034,KHM,187.7075
2035,KHM,187.7075
2036,KHM,187.7075
2037,KHM,187.7075
2038,KHM,187.7075
2039,KHM,187.7075
2040,KHM,187.7075
2041,KHM,187.7075
2042,KHM,187.7075
2043,KHM,187.7075
2044,KHM,187.7075
2045,KHM,187.7075
2046,KHM,187.7075
2047,KHM,187.7075
2048,KHM,187.7075
2049,KHM,187.7075
2050,KHM,187.7075
2021,KIR,187.7075
2022,KIR,187.7075
2023,KIR,187.7075
2024,KIR,187.7075
2025,KIR,187.7075
2026,KIR,187.7075
2027,KIR,187.7075
2028,KIR,187.7075
2029,KIR,187.7075
2030,KIR,187.7075
2031,KIR,187.7075
2032,KIR,187.7075
2033,KIR,187.7075
2034,KIR,187.7075
2035,KIR,187.7075
2036,KIR,187.7075
2037,KIR,187.7075
2038,KIR,187.7075
2039,KIR,187.7075
2040,KIR,187.7075
2041,KIR,187.7075
2042,KIR,187.7075
2043,KIR,187.7075
2044,KIR,187.7075
2045,KIR,187.7075
2046,KIR,187.7075
2047,KIR,187.7075
2048,KIR,187.7075
2049,KIR,187.7075
2050,KIR,187.7075
2021,KNA,187.7075
2022,KNA,187.7075
2023,KNA,187.7075
2024,KNA,187.7075
2025,KNA,187.7075
2026,KNA,187.7075
2027,KNA,187.7075
2028,KNA,187.7075
2029,KNA,187.7075
2030,KNA,187.7075
2031,KNA,187.7075
2032,KNA,187.7075
2033,KNA,187.7075
2034,KNA,187.7075
2035,KNA,187.7075
2036,KNA,187.7075
2037,KNA,187.7075
2038,KNA,187.7075
2039,KNA,187.7075
2040,KNA,187.7075
2041,KNA,187.7075
2042,KNA,187.7075
2043,KNA,187.7075
2044,KNA,187.7075
2045,KNA,187.7075
2046,KNA,187.7075
2047,KNA,187.7075
2048,KNA,187.7075
2049,KNA,187.7075
2050,KNA,187.7075
2021,KOR,187.7075
2022,KOR,187.7075
2023,KOR,187.7075
2024,KOR,187.7075
2025,KOR,187.7075
2026,KOR,187.7075
2027,KOR,187.7075
2028,KOR,187.7075
2029,KOR,187.7075
2030,KOR,187.7075
2031,KOR,187.7075
2032,KOR,187.7075
2033,KOR,187.7075
2034,KOR,187.7075
2035,KOR,187.7075
2036,KOR,187.7075
2037,KOR,187.7075
2038,KOR,187.7075
2039,KOR,187.7075
2040,KOR,187.7075
2041,KOR,187.7075
2042,KOR,187.7075
2043,KOR,187.7075
2044,KOR,187.7075
2045,KOR,187.7075
2046,KOR,187.7075
2047,KOR,187.7075
2048,KOR,187.7075
2049,KOR,187.7075
2050,KOR,187.7075
2021,KWT,187.7075
2022,KWT,187.7075
2023,KWT,187.7075
2024,KWT,187.7075
2025,KWT,187.7075
2026,KWT,187.7075
2027,KWT,187.7075
2028,KWT,187.7075
2029,KWT,187.7075
2030,KWT,187.7075
2031,KWT,187.7075
2032,KWT,187.7075
2033,KWT,187.7075
2034,KWT,187.7075
2035,KWT,187.7075
2036,KWT,187.7075
2037,KWT,187.7075
2038,KWT,187.7075
2039,KWT,187.7075
2040,KWT,187.7075
2041,KWT,187.7075
2042,KWT,187.7075
2043,KWT,187.7075
2044,KWT,187.7075
2045,KWT,187.7075
2046,KWT,187.7075
2047,KWT,187.7075
2048,KWT,187.7075
2049,KWT,187.7075
2050,KWT,187.7075
2021,LAO,187.7075
2022,LAO,187.7075
2023,LAO,187.7075
2024,LAO,187.7075
2025,LAO,187.7075
2026,LAO,187.7075
2027,LAO,187.7075
2028,LAO,187.7075
2029,LAO,187.7075
2030,LAO,187.7075
2031,LAO,187.7075
2032,LAO,187.7075
2033,LAO,187.7075
2034,LAO,187.7075
2035,LAO,187.7075
2036,LAO,187.7075
2037,LAO,187.7075
2038,LAO,187.7075
2039,LAO,187.7075
2040,LAO,187.7075
2041,LAO,187.7075
2042,LAO,187.7075
2043,LAO,187.7075
2044,LAO,187.7075
2045,LAO,187.7075
2046,LAO,187.7075
2047,LAO,187.7075
2048,LAO,187.7075
2049,LAO,187.7075
2050,LAO,187.7075
2021,LBN,187.7075
2022,LBN,187.7075
2023,LBN,187.7075
2024,LBN,187.7075
2025,LBN,187.7075
2026,LBN,187.7075
2027,LBN,187.7075
2028,LBN,187.7075
2029,LBN,187.7075
2030,LBN,187.7075
2031,LBN,187.7075
2032,LBN,187.7075
2033,LBN,187.7075
2034,LBN,187.7075
2035,LBN,187.7075
2036,LBN,187.7075
2037,LBN,187.7075
2038,LBN,187.7075
2039,LBN,187.7075
2040,LBN,187.7075
2041,LBN,187.7075
2042,LBN,187.7075
2043,LBN,187.7075
2044,LBN,187.7075
2045,LBN,187.7075
2046,LBN,187.7075
2047,LBN,187.7075
2048,LBN,187.7075
2049,LBN,187.7075
2050,LBN,187.7075
2021,LBR,187.7075
2022,LBR,187.7075
2023,LBR,187.7075
2024,LBR,187.7075
2025,LBR,187.7075
2026,LBR,187.7075
2027,LBR,187.7075
2028,LBR,187.7075
2029,LBR,187.7075
2030,LBR,187.7075
2031,LBR,187.7075
2032,LBR,187.7075
2033,LBR,187.7075
2034,LBR,187.7075
2035,LBR,187.7075
2036,LBR,187.7075
2037,LBR,187.7075
2038,LBR,187.7075
2039,LBR,187.7075
2040,LBR,187.7075
2041,LBR,187.7075
2042,LBR,187.7075
2043,LBR,187.7075
2044,LBR,187.7075
2045,LBR,187.7075
2046,LBR,187.7075
2047,LBR,187.7075
2048,LBR,187.7075
2049,LBR,187.7075
2050,LBR,187.7075
2021,LBY,187.7075
2022,LBY,187.7075
2023,LBY,187.7075
2024,LBY,187.7075
2025,LBY,187.7075
2026,LBY,187.7075
2027,LBY,187.7075
2028,LBY,187.7075
2029,LBY,187.7075
2030,LBY,187.7075
2031,LBY,187.7075
2032,LBY,187.7075
2033,LBY,187.7075
2034,LBY,187.7075
2035,LBY,187.7075
2036,LBY,187.7075
2037,LBY,187.7075
2038,LBY,187.7075
2039,LBY,187.7075
2040,LBY,187.7075
2041,LBY,187.7075
2042,LBY,187.7075
2043,LBY,187.7075
2044,LBY,187.7075
2045,LBY,187.7075
2046,LBY,187.7075
2047,LBY,187.7075
2048,LBY,187.7075
2049,LBY,187.7075
2050,LBY,187.7075
2021,LCA,187.7075
2022,LCA,187.7075
2023,LCA,187.7075
2024,LCA,187.7075
2025,LCA,187.7075
2026,LCA,187.7075
2027,LCA,187.7075
2028,LCA,187.7075
2029,LCA,187.7075
2030,LCA,187.7075
2031,LCA,187.7075
2032,LCA,187.7075
2033,LCA,187.7075
2034,LCA,187.7075
2035,LCA,187.7075
2036,LCA,187.7075
2037,LCA,187.7075
2038,LCA,187.7075
2039,LCA,187.7075
2040,LCA,187.7075
2041,LCA,187.7075
2042,LCA,187.7075
2043,LCA,187.7075
2044,LCA,187.7075
2045,LCA,187.7075
2046,LCA,187.7075
2047,LCA,187.7075
2048,LCA,187.7075
2049,LCA,187.7075
2050,LCA,187.7075
2021,LIE,187.7075
2022,LIE,187.7075
2023,LIE,187.7075
2024,LIE,187.7075
2025,LIE,187.7075
2026,LIE,187.7075
2027,LIE,187.7075
2028,LIE,187.7075
2029,LIE,187.7075
2030,LIE,187.7075
2031,LIE,187.7075
2032,LIE,187.7075
2033,LIE,187.7075
2034,LIE,187.7075
2035,LIE,187.7075
2036,LIE,187.7075
2037,LIE,187.7075
2038,LIE,187.7075
2039,LIE,187.7075
2040,LIE,187.7075
2041,LIE,187.7075
2042,LIE,187.7075
2043,LIE,187.7075
2044,LIE,187.7075
2045,LIE,187.7075
2046,LIE,187.7075
2047,LIE,187.7075
2048,LIE,187.7075
2049,LIE,187.7075
2050,LIE,187.7075
2021,LKA,187.7075
2022,LKA,187.7075
2023,LKA,187.7075
2024,LKA,187.7075
2025,LKA,187.7075
2026,LKA,187.7075
2027,LKA,187.7075
2028,LKA,187.7075
2029,LKA,187.7075
2030,LKA,187.7075
2031,LKA,187.7075
2032,LKA,187.7075
2033,LKA,187.7075
2034,LKA,187.7075
2035,LKA,187.7075
2036,LKA,187.7075
2037,LKA,187.7075
2038,LKA,187.7075
2039,LKA,187.7075
2040,LKA,187.7075
2041,LKA,187.7075
2042,LKA,187.7075
2043,LKA,187.7075
2044,LKA,187.7075
2045,LKA,187.7075
2046,LKA,187.7075
2047,LKA,187.7075
2048,LKA,187.7075
2049,LKA,187.7075
2050,LKA,187.7075
2021,LSO,187.7075
2022,LSO,187.7075
2023,LSO,187.7075
2024,LSO,187.7075
2025,LSO,187.7075
2026,LSO,187.7075
2027,LSO,187.7075
2028,LSO,187.7075
2029,LSO,187.7075
2030,LSO,187.7075
2031,LSO,187.7075
2032,LSO,187.7075
2033,LSO,187.7075
2034,LSO,187.7075
2035,LSO,187.7075
2036,LSO,187.7075
2037,LSO,187.7075
2038,LSO,187.7075
2039,LSO,187.7075
2040,LSO,187.7075
2041,LSO,187.7075
2042,LSO,187.7075
2043,LSO,187.7075
2044,LSO,187.7075
2045,LSO,187.7075
2046,LSO,187.7075
2047,LSO,187.7075
2048,LSO,187.7075
2049,LSO,187.7075
2050,LSO,187.7075
2021,LTU,187.7075
2022,LTU,187.7075
2023,LTU,187.7075
2024,LTU,187.7075
2025,LTU,187.7075
2026,LTU,187.7075
2027,LTU,187.7075
2028,LTU,187.7075
2029,LTU,187.7075
2030,LTU,187.7075
2031,LTU,187.7075
2032,LTU,187.7075
2033,LTU,187.7075
2034,LTU,187.7075
2035,LTU,187.7075
2036,LTU,187.7075
2037,LTU,187.7075
2038,LTU,187.7075
2039,LTU,187.7075
2040,LTU,187.7075
2041,LTU,187.7075
2042,LTU,187.7075
2043,LTU,187.7075
2044,LTU,187.7075
2045,LTU,187.7075
2046,LTU,187.7075
2047,LTU,187.7075
2048,LTU,187.7075
2049,LTU,187.7075
2050,LTU,187.7075
2021,LUX,187.7075
2022,LUX,187.7075
2023,LUX,187.7075
2024,LUX,187.7075
2025,LUX,187.7075
2026,LUX,187.7075
2027,LUX,187.7075
2028,LUX,187.7075
2029,LUX,187.7075
2030,LUX,187.7075
2031,LUX,187.7075
2032,LUX,187.7075
2033,LUX,187.7075
2034,LUX,187.7075
2035,LUX,187.7075
2036,LUX,187.7075
2037,LUX,187.7075
2038,LUX,187.7075
2039,LUX,187.7075
2040,LUX,187.7075
2041,LUX,187.7075
2042,LUX,187.7075
2043,LUX,187.7075
2044,LUX,187.7075
2045,LUX,187.7075
2046,LUX,187.7075
2047,LUX,187.7075
2048,LUX,187.7075
2049,LUX,187.7075
2050,LUX,187.7075
2021,LVA,187.7075
2022,LVA,187.7075
2023,LVA,187.7075
2024,LVA,187.7075
2025,LVA,187.7075
2026,LVA,187.7075
2027,LVA,187.7075
2028,LVA,187.7075
2029,LVA,187.7075
2030,LVA,187.7075
2031,LVA,187.7075
2032,LVA,187.7075
2033,LVA,187.7075
2034,LVA,187.7075
2035,LVA,187.7075
2036,LVA,187.7075
2037,LVA,187.7075
2038,LVA,187.7075
2039,LVA,187.7075
2040,LVA,187.7075
2041,LVA,187.7075
