,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids
1692,Cuba,CUB,2023,0.00924313093639366
1693,Cuba,CUB,2024,0.00924313093639366
1694,Cuba,CUB,2025,0.00924313093639366
1695,Cuba,CUB,2026,0.00924313093639366
1696,Cuba,CUB,2027,0.00924313093639366
1697,Cuba,CUB,2028,0.00924313093639366
1698,Cuba,CUB,2029,0.00924313093639366
1699,Cuba,CUB,2030,0.00924313093639366
1700,Cuba,CUB,2031,0.00924313093639366
1701,Cuba,CUB,2032,0.00924313093639366
1702,Cuba,CUB,2033,0.00924313093639366
1703,Cuba,CUB,2034,0.00924313093639366
1704,Cuba,CUB,2035,0.00924313093639366
1705,Cuba,CUB,2036,0.00924313093639366
1706,Cuba,CUB,2037,0.00924313093639366
1707,Cuba,CUB,2038,0.00924313093639366
1708,Cuba,CUB,2039,0.00924313093639366
1709,Cuba,CUB,2040,0.00924313093639366
1710,Cuba,CUB,2041,0.00924313093639366
1711,Cuba,CUB,2042,0.00924313093639366
1712,Cuba,CUB,2043,0.00924313093639366
1713,Cuba,CUB,2044,0.00924313093639366
1714,Cuba,CUB,2045,0.00924313093639366
1715,Cuba,CUB,2046,0.00924313093639366
1716,Cuba,CUB,2047,0.00924313093639366
1717,Cuba,CUB,2048,0.00924313093639366
1718,Cuba,CUB,2049,0.00924313093639366
1719,Cuba,CUB,2050,0.00924313093639366
1729,Cyprus,CYP,2020,0.14547754585705247
1730,Cyprus,CYP,2021,0.14547754585705247
1731,Cyprus,CYP,2022,0.14547754585705247
1732,Cyprus,CYP,2023,0.14547754585705247
1733,Cyprus,CYP,2024,0.14547754585705247
1734,Cyprus,CYP,2025,0.14547754585705247
1735,Cyprus,CYP,2026,0.14547754585705247
1736,Cyprus,CYP,2027,0.14547754585705247
1737,Cyprus,CYP,2028,0.14547754585705247
1738,Cyprus,CYP,2029,0.14547754585705247
1739,Cyprus,CYP,2030,0.14547754585705247
1740,Cyprus,CYP,2031,0.14547754585705247
1741,Cyprus,CYP,2032,0.14547754585705247
1742,Cyprus,CYP,2033,0.14547754585705247
1743,Cyprus,CYP,2034,0.14547754585705247
1744,Cyprus,CYP,2035,0.14547754585705247
1745,Cyprus,CYP,2036,0.14547754585705247
1746,Cyprus,CYP,2037,0.14547754585705247
1747,Cyprus,CYP,2038,0.14547754585705247
1748,Cyprus,CYP,2039,0.14547754585705247
1749,Cyprus,CYP,2040,0.14547754585705247
1750,Cyprus,CYP,2041,0.14547754585705247
1751,Cyprus,CYP,2042,0.14547754585705247
1752,Cyprus,CYP,2043,0.14547754585705247
1753,Cyprus,CYP,2044,0.14547754585705247
1754,Cyprus,CYP,2045,0.14547754585705247
1755,Cyprus,CYP,2046,0.14547754585705247
1756,Cyprus,CYP,2047,0.14547754585705247
1757,Cyprus,CYP,2048,0.14547754585705247
1758,Cyprus,CYP,2049,0.14547754585705247
1759,Cyprus,CYP,2050,0.14547754585705247
1769,Czech Republic,CZE,2020,0.01848626187278732
1770,Czech Republic,CZE,2021,0.01848626187278732
1771,Czech Republic,CZE,2022,0.01848626187278732
1772,Czech Republic,CZE,2023,0.01848626187278732
1773,Czech Republic,CZE,2024,0.01848626187278732
1774,Czech Republic,CZE,2025,0.01848626187278732
1775,Czech Republic,CZE,2026,0.01848626187278732
1776,Czech Republic,CZE,2027,0.01848626187278732
1777,Czech Republic,CZE,2028,0.01848626187278732
1778,Czech Republic,CZE,2029,0.01848626187278732
1779,Czech Republic,CZE,2030,0.01848626187278732
1780,Czech Republic,CZE,2031,0.01848626187278732
1781,Czech Republic,CZE,2032,0.01848626187278732
1782,Czech Republic,CZE,2033,0.01848626187278732
1783,Czech Republic,CZE,2034,0.01848626187278732
1784,Czech Republic,CZE,2035,0.01848626187278732
1785,Czech Republic,CZE,2036,0.01848626187278732
1786,Czech Republic,CZE,2037,0.01848626187278732
1787,Czech Republic,CZE,2038,0.01848626187278732
1788,Czech Republic,CZE,2039,0.01848626187278732
1789,Czech Republic,CZE,2040,0.01848626187278732
1790,Czech Republic,CZE,2041,0.01848626187278732
1791,Czech Republic,CZE,2042,0.01848626187278732
1792,Czech Republic,CZE,2043,0.01848626187278732
1793,Czech Republic,CZE,2044,0.01848626187278732
1794,Czech Republic,CZE,2045,0.01848626187278732
1795,Czech Republic,CZE,2046,0.01848626187278732
1796,Czech Republic,CZE,2047,0.01848626187278732
1797,Czech Republic,CZE,2048,0.01848626187278732
1798,Czech Republic,CZE,2049,0.01848626187278732
1799,Czech Republic,CZE,2050,0.01848626187278732
1809,Denmark,DNK,2020,0.0019243927471775573
1810,Denmark,DNK,2021,0.0019243927471775573
1811,Denmark,DNK,2022,0.0019243927471775573
1812,Denmark,DNK,2023,0.0019243927471775573
1813,Denmark,DNK,2024,0.0019243927471775573
1814,Denmark,DNK,2025,0.0019243927471775573
1815,Denmark,DNK,2026,0.0019243927471775573
1816,Denmark,DNK,2027,0.0019243927471775573
1817,Denmark,DNK,2028,0.0019243927471775573
1818,Denmark,DNK,2029,0.0019243927471775573
1819,Denmark,DNK,2030,0.0019243927471775573
1820,Denmark,DNK,2031,0.0019243927471775573
1821,Denmark,DNK,2032,0.0019243927471775573
1822,Denmark,DNK,2033,0.0019243927471775573
1823,Denmark,DNK,2034,0.0019243927471775573
1824,Denmark,DNK,2035,0.0019243927471775573
1825,Denmark,DNK,2036,0.0019243927471775573
1826,Denmark,DNK,2037,0.0019243927471775573
1827,Denmark,DNK,2038,0.0019243927471775573
1828,Denmark,DNK,2039,0.0019243927471775573
1829,Denmark,DNK,2040,0.0019243927471775573
1830,Denmark,DNK,2041,0.0019243927471775573
1831,Denmark,DNK,2042,0.0019243927471775573
1832,Denmark,DNK,2043,0.0019243927471775573
1833,Denmark,DNK,2044,0.0019243927471775573
1834,Denmark,DNK,2045,0.0019243927471775573
1835,Denmark,DNK,2046,0.0019243927471775573
1836,Denmark,DNK,2047,0.0019243927471775573
1837,Denmark,DNK,2048,0.0019243927471775573
1838,Denmark,DNK,2049,0.0019243927471775573
1839,Denmark,DNK,2050,0.0019243927471775573
1849,Djibouti,DJI,2020,0.00924313093639366
1850,Djibouti,DJI,2021,0.00924313093639366
1851,Djibouti,DJI,2022,0.00924313093639366
1852,Djibouti,DJI,2023,0.00924313093639366
1853,Djibouti,DJI,2024,0.00924313093639366
1854,Djibouti,DJI,2025,0.00924313093639366
1855,Djibouti,DJI,2026,0.00924313093639366
1856,Djibouti,DJI,2027,0.00924313093639366
1857,Djibouti,DJI,2028,0.00924313093639366
1858,Djibouti,DJI,2029,0.00924313093639366
1859,Djibouti,DJI,2030,0.00924313093639366
1860,Djibouti,DJI,2031,0.00924313093639366
1861,Djibouti,DJI,2032,0.00924313093639366
1862,Djibouti,DJI,2033,0.00924313093639366
1863,Djibouti,DJI,2034,0.00924313093639366
1864,Djibouti,DJI,2035,0.00924313093639366
1865,Djibouti,DJI,2036,0.00924313093639366
1866,Djibouti,DJI,2037,0.00924313093639366
1867,Djibouti,DJI,2038,0.00924313093639366
1868,Djibouti,DJI,2039,0.00924313093639366
1869,Djibouti,DJI,2040,0.00924313093639366
1870,Djibouti,DJI,2041,0.00924313093639366
1871,Djibouti,DJI,2042,0.00924313093639366
1872,Djibouti,DJI,2043,0.00924313093639366
1873,Djibouti,DJI,2044,0.00924313093639366
1874,Djibouti,DJI,2045,0.00924313093639366
1875,Djibouti,DJI,2046,0.00924313093639366
1876,Djibouti,DJI,2047,0.00924313093639366
1877,Djibouti,DJI,2048,0.00924313093639366
1878,Djibouti,DJI,2049,0.00924313093639366
1879,Djibouti,DJI,2050,0.00924313093639366
1889,Dominican Republic,DOM,2020,0.00924313093639366
1890,Dominican Republic,DOM,2021,0.00924313093639366
1891,Dominican Republic,DOM,2022,0.00924313093639366
1892,Dominican Republic,DOM,2023,0.00924313093639366
1893,Dominican Republic,DOM,2024,0.00924313093639366
1894,Dominican Republic,DOM,2025,0.00924313093639366
1895,Dominican Republic,DOM,2026,0.00924313093639366
1896,Dominican Republic,DOM,2027,0.00924313093639366
1897,Dominican Republic,DOM,2028,0.00924313093639366
1898,Dominican Republic,DOM,2029,0.00924313093639366
1899,Dominican Republic,DOM,2030,0.00924313093639366
1900,Dominican Republic,DOM,2031,0.00924313093639366
1901,Dominican Republic,DOM,2032,0.00924313093639366
1902,Dominican Republic,DOM,2033,0.00924313093639366
1903,Dominican Republic,DOM,2034,0.00924313093639366
1904,Dominican Republic,DOM,2035,0.00924313093639366
1905,Dominican Republic,DOM,2036,0.00924313093639366
1906,Dominican Republic,DOM,2037,0.00924313093639366
1907,Dominican Republic,DOM,2038,0.00924313093639366
1908,Dominican Republic,DOM,2039,0.00924313093639366
1909,Dominican Republic,DOM,2040,0.00924313093639366
1910,Dominican Republic,DOM,2041,0.00924313093639366
1911,Dominican Republic,DOM,2042,0.00924313093639366
1912,Dominican Republic,DOM,2043,0.00924313093639366
1913,Dominican Republic,DOM,2044,0.00924313093639366
1914,Dominican Republic,DOM,2045,0.00924313093639366
1915,Dominican Republic,DOM,2046,0.00924313093639366
1916,Dominican Republic,DOM,2047,0.00924313093639366
1917,Dominican Republic,DOM,2048,0.00924313093639366
1918,Dominican Republic,DOM,2049,0.00924313093639366
1919,Dominican Republic,DOM,2050,0.00924313093639366
1929,Ecuador,ECU,2020,0.00924313093639366
1930,Ecuador,ECU,2021,0.00924313093639366
1931,Ecuador,ECU,2022,0.00924313093639366
1932,Ecuador,ECU,2023,0.00924313093639366
1933,Ecuador,ECU,2024,0.00924313093639366
1934,Ecuador,ECU,2025,0.00924313093639366
1935,Ecuador,ECU,2026,0.00924313093639366
1936,Ecuador,ECU,2027,0.00924313093639366
1937,Ecuador,ECU,2028,0.00924313093639366
1938,Ecuador,ECU,2029,0.00924313093639366
1939,Ecuador,ECU,2030,0.00924313093639366
1940,Ecuador,ECU,2031,0.00924313093639366
1941,Ecuador,ECU,2032,0.00924313093639366
1942,Ecuador,ECU,2033,0.00924313093639366
1943,Ecuador,ECU,2034,0.00924313093639366
1944,Ecuador,ECU,2035,0.00924313093639366
1945,Ecuador,ECU,2036,0.00924313093639366
1946,Ecuador,ECU,2037,0.00924313093639366
1947,Ecuador,ECU,2038,0.00924313093639366
1948,Ecuador,ECU,2039,0.00924313093639366
1949,Ecuador,ECU,2040,0.00924313093639366
1950,Ecuador,ECU,2041,0.00924313093639366
1951,Ecuador,ECU,2042,0.00924313093639366
1952,Ecuador,ECU,2043,0.00924313093639366
1953,Ecuador,ECU,2044,0.00924313093639366
1954,Ecuador,ECU,2045,0.00924313093639366
1955,Ecuador,ECU,2046,0.00924313093639366
1956,Ecuador,ECU,2047,0.00924313093639366
1957,Ecuador,ECU,2048,0.00924313093639366
1958,Ecuador,ECU,2049,0.00924313093639366
1959,Ecuador,ECU,2050,0.00924313093639366
1969,"Egypt, Arab Rep.",EGY,2020,0.00924313093639366
1970,"Egypt, Arab Rep.",EGY,2021,0.00924313093639366
1971,"Egypt, Arab Rep.",EGY,2022,0.00924313093639366
1972,"Egypt, Arab Rep.",EGY,2023,0.00924313093639366
1973,"Egypt, Arab Rep.",EGY,2024,0.00924313093639366
1974,"Egypt, Arab Rep.",EGY,2025,0.00924313093639366
1975,"Egypt, Arab Rep.",EGY,2026,0.00924313093639366
1976,"Egypt, Arab Rep.",EGY,2027,0.00924313093639366
1977,"Egypt, Arab Rep.",EGY,2028,0.00924313093639366
1978,"Egypt, Arab Rep.",EGY,2029,0.00924313093639366
1979,"Egypt, Arab Rep.",EGY,2030,0.00924313093639366
1980,"Egypt, Arab Rep.",EGY,2031,0.00924313093639366
1981,"Egypt, Arab Rep.",EGY,2032,0.00924313093639366
1982,"Egypt, Arab Rep.",EGY,2033,0.00924313093639366
1983,"Egypt, Arab Rep.",EGY,2034,0.00924313093639366
1984,"Egypt, Arab Rep.",EGY,2035,0.00924313093639366
1985,"Egypt, Arab Rep.",EGY,2036,0.00924313093639366
1986,"Egypt, Arab Rep.",EGY,2037,0.00924313093639366
1987,"Egypt, Arab Rep.",EGY,2038,0.00924313093639366
1988,"Egypt, Arab Rep.",EGY,2039,0.00924313093639366
1989,"Egypt, Arab Rep.",EGY,2040,0.00924313093639366
1990,"Egypt, Arab Rep.",EGY,2041,0.00924313093639366
1991,"Egypt, Arab Rep.",EGY,2042,0.00924313093639366
1992,"Egypt, Arab Rep.",EGY,2043,0.00924313093639366
1993,"Egypt, Arab Rep.",EGY,2044,0.00924313093639366
1994,"Egypt, Arab Rep.",EGY,2045,0.00924313093639366
1995,"Egypt, Arab Rep.",EGY,2046,0.00924313093639366
1996,"Egypt, Arab Rep.",EGY,2047,0.00924313093639366
1997,"Egypt, Arab Rep.",EGY,2048,0.00924313093639366
1998,"Egypt, Arab Rep.",EGY,2049,0.00924313093639366
1999,"Egypt, Arab Rep.",EGY,2050,0.00924313093639366
2009,El Salvador,SLV,2020,0.00924313093639366
2010,El Salvador,SLV,2021,0.00924313093639366
2011,El Salvador,SLV,2022,0.00924313093639366
2012,El Salvador,SLV,2023,0.00924313093639366
2013,El Salvador,SLV,2024,0.00924313093639366
2014,El Salvador,SLV,2025,0.00924313093639366
2015,El Salvador,SLV,2026,0.00924313093639366
2016,El Salvador,SLV,2027,0.00924313093639366
2017,El Salvador,SLV,2028,0.00924313093639366
2018,El Salvador,SLV,2029,0.00924313093639366
2019,El Salvador,SLV,2030,0.00924313093639366
2020,El Salvador,SLV,2031,0.00924313093639366
2021,El Salvador,SLV,2032,0.00924313093639366
2022,El Salvador,SLV,2033,0.00924313093639366
2023,El Salvador,SLV,2034,0.00924313093639366
2024,El Salvador,SLV,2035,0.00924313093639366
2025,El Salvador,SLV,2036,0.00924313093639366
2026,El Salvador,SLV,2037,0.00924313093639366
2027,El Salvador,SLV,2038,0.00924313093639366
2028,El Salvador,SLV,2039,0.00924313093639366
2029,El Salvador,SLV,2040,0.00924313093639366
2030,El Salvador,SLV,2041,0.00924313093639366
2031,El Salvador,SLV,2042,0.00924313093639366
2032,El Salvador,SLV,2043,0.00924313093639366
2033,El Salvador,SLV,2044,0.00924313093639366
2034,El Salvador,SLV,2045,0.00924313093639366
2035,El Salvador,SLV,2046,0.00924313093639366
2036,El Salvador,SLV,2047,0.00924313093639366
2037,El Salvador,SLV,2048,0.00924313093639366
2038,El Salvador,SLV,2049,0.00924313093639366
2039,El Salvador,SLV,2050,0.00924313093639366
2049,Equatorial Guinea,GNQ,2020,0.00924313093639366
2050,Equatorial Guinea,GNQ,2021,0.00924313093639366
2051,Equatorial Guinea,GNQ,2022,0.00924313093639366
2052,Equatorial Guinea,GNQ,2023,0.00924313093639366
2053,Equatorial Guinea,GNQ,2024,0.00924313093639366
2054,Equatorial Guinea,GNQ,2025,0.00924313093639366
2055,Equatorial Guinea,GNQ,2026,0.00924313093639366
2056,Equatorial Guinea,GNQ,2027,0.00924313093639366
2057,Equatorial Guinea,GNQ,2028,0.00924313093639366
2058,Equatorial Guinea,GNQ,2029,0.00924313093639366
2059,Equatorial Guinea,GNQ,2030,0.00924313093639366
2060,Equatorial Guinea,GNQ,2031,0.00924313093639366
2061,Equatorial Guinea,GNQ,2032,0.00924313093639366
2062,Equatorial Guinea,GNQ,2033,0.00924313093639366
2063,Equatorial Guinea,GNQ,2034,0.00924313093639366
2064,Equatorial Guinea,GNQ,2035,0.00924313093639366
2065,Equatorial Guinea,GNQ,2036,0.00924313093639366
2066,Equatorial Guinea,GNQ,2037,0.00924313093639366
2067,Equatorial Guinea,GNQ,2038,0.00924313093639366
2068,Equatorial Guinea,GNQ,2039,0.00924313093639366
2069,Equatorial Guinea,GNQ,2040,0.00924313093639366
2070,Equatorial Guinea,GNQ,2041,0.00924313093639366
2071,Equatorial Guinea,GNQ,2042,0.00924313093639366
2072,Equatorial Guinea,GNQ,2043,0.00924313093639366
2073,Equatorial Guinea,GNQ,2044,0.00924313093639366
2074,Equatorial Guinea,GNQ,2045,0.00924313093639366
2075,Equatorial Guinea,GNQ,2046,0.00924313093639366
2076,Equatorial Guinea,GNQ,2047,0.00924313093639366
2077,Equatorial Guinea,GNQ,2048,0.00924313093639366
2078,Equatorial Guinea,GNQ,2049,0.00924313093639366
2079,Equatorial Guinea,GNQ,2050,0.00924313093639366
2089,Estonia,EST,2020,0.0
2090,Estonia,EST,2021,0.0
2091,Estonia,EST,2022,0.0
2092,Estonia,EST,2023,0.0
2093,Estonia,EST,2024,0.0
2094,Estonia,EST,2025,0.0
2095,Estonia,EST,2026,0.0
2096,Estonia,EST,2027,0.0
2097,Estonia,EST,2028,0.0
2098,Estonia,EST,2029,0.0
2099,Estonia,EST,2030,0.0
2100,Estonia,EST,2031,0.0
2101,Estonia,EST,2032,0.0
2102,Estonia,EST,2033,0.0
2103,Estonia,EST,2034,0.0
2104,Estonia,EST,2035,0.0
2105,Estonia,EST,2036,0.0
2106,Estonia,EST,2037,0.0
2107,Estonia,EST,2038,0.0
2108,Estonia,EST,2039,0.0
2109,Estonia,EST,2040,0.0
2110,Estonia,EST,2041,0.0
2111,Estonia,EST,2042,0.0
2112,Estonia,EST,2043,0.0
2113,Estonia,EST,2044,0.0
2114,Estonia,EST,2045,0.0
2115,Estonia,EST,2046,0.0
2116,Estonia,EST,2047,0.0
2117,Estonia,EST,2048,0.0
2118,Estonia,EST,2049,0.0
2119,Estonia,EST,2050,0.0
2129,Eswatini,SWZ,2020,0.00924313093639366
2130,Eswatini,SWZ,2021,0.00924313093639366
2131,Eswatini,SWZ,2022,0.00924313093639366
2132,Eswatini,SWZ,2023,0.00924313093639366
2133,Eswatini,SWZ,2024,0.00924313093639366
2134,Eswatini,SWZ,2025,0.00924313093639366
2135,Eswatini,SWZ,2026,0.00924313093639366
2136,Eswatini,SWZ,2027,0.00924313093639366
2137,Eswatini,SWZ,2028,0.00924313093639366
2138,Eswatini,SWZ,2029,0.00924313093639366
2139,Eswatini,SWZ,2030,0.00924313093639366
2140,Eswatini,SWZ,2031,0.00924313093639366
2141,Eswatini,SWZ,2032,0.00924313093639366
2142,Eswatini,SWZ,2033,0.00924313093639366
2143,Eswatini,SWZ,2034,0.00924313093639366
2144,Eswatini,SWZ,2035,0.00924313093639366
2145,Eswatini,SWZ,2036,0.00924313093639366
2146,Eswatini,SWZ,2037,0.00924313093639366
2147,Eswatini,SWZ,2038,0.00924313093639366
2148,Eswatini,SWZ,2039,0.00924313093639366
2149,Eswatini,SWZ,2040,0.00924313093639366
2150,Eswatini,SWZ,2041,0.00924313093639366
2151,Eswatini,SWZ,2042,0.00924313093639366
2152,Eswatini,SWZ,2043,0.00924313093639366
2153,Eswatini,SWZ,2044,0.00924313093639366
2154,Eswatini,SWZ,2045,0.00924313093639366
2155,Eswatini,SWZ,2046,0.00924313093639366
2156,Eswatini,SWZ,2047,0.00924313093639366
2157,Eswatini,SWZ,2048,0.00924313093639366
2158,Eswatini,SWZ,2049,0.00924313093639366
2159,Eswatini,SWZ,2050,0.00924313093639366
2169,Ethiopia,ETH,2020,0.00924313093639366
2170,Ethiopia,ETH,2021,0.00924313093639366
2171,Ethiopia,ETH,2022,0.00924313093639366
2172,Ethiopia,ETH,2023,0.00924313093639366
2173,Ethiopia,ETH,2024,0.00924313093639366
2174,Ethiopia,ETH,2025,0.00924313093639366
2175,Ethiopia,ETH,2026,0.00924313093639366
2176,Ethiopia,ETH,2027,0.00924313093639366
2177,Ethiopia,ETH,2028,0.00924313093639366
2178,Ethiopia,ETH,2029,0.00924313093639366
2179,Ethiopia,ETH,2030,0.00924313093639366
2180,Ethiopia,ETH,2031,0.00924313093639366
2181,Ethiopia,ETH,2032,0.00924313093639366
2182,Ethiopia,ETH,2033,0.00924313093639366
2183,Ethiopia,ETH,2034,0.00924313093639366
2184,Ethiopia,ETH,2035,0.00924313093639366
2185,Ethiopia,ETH,2036,0.00924313093639366
2186,Ethiopia,ETH,2037,0.00924313093639366
2187,Ethiopia,ETH,2038,0.00924313093639366
2188,Ethiopia,ETH,2039,0.00924313093639366
2189,Ethiopia,ETH,2040,0.00924313093639366
2190,Ethiopia,ETH,2041,0.00924313093639366
2191,Ethiopia,ETH,2042,0.00924313093639366
2192,Ethiopia,ETH,2043,0.00924313093639366
2193,Ethiopia,ETH,2044,0.00924313093639366
2194,Ethiopia,ETH,2045,0.00924313093639366
2195,Ethiopia,ETH,2046,0.00924313093639366
2196,Ethiopia,ETH,2047,0.00924313093639366
2197,Ethiopia,ETH,2048,0.00924313093639366
2198,Ethiopia,ETH,2049,0.00924313093639366
2199,Ethiopia,ETH,2050,0.00924313093639366
2209,Fiji,FJI,2020,0.00924313093639366
2210,Fiji,FJI,2021,0.00924313093639366
2211,Fiji,FJI,2022,0.00924313093639366
2212,Fiji,FJI,2023,0.00924313093639366
2213,Fiji,FJI,2024,0.00924313093639366
2214,Fiji,FJI,2025,0.00924313093639366
2215,Fiji,FJI,2026,0.00924313093639366
2216,Fiji,FJI,2027,0.00924313093639366
2217,Fiji,FJI,2028,0.00924313093639366
2218,Fiji,FJI,2029,0.00924313093639366
2219,Fiji,FJI,2030,0.00924313093639366
2220,Fiji,FJI,2031,0.00924313093639366
2221,Fiji,FJI,2032,0.00924313093639366
2222,Fiji,FJI,2033,0.00924313093639366
2223,Fiji,FJI,2034,0.00924313093639366
2224,Fiji,FJI,2035,0.00924313093639366
2225,Fiji,FJI,2036,0.00924313093639366
2226,Fiji,FJI,2037,0.00924313093639366
2227,Fiji,FJI,2038,0.00924313093639366
2228,Fiji,FJI,2039,0.00924313093639366
2229,Fiji,FJI,2040,0.00924313093639366
2230,Fiji,FJI,2041,0.00924313093639366
2231,Fiji,FJI,2042,0.00924313093639366
2232,Fiji,FJI,2043,0.00924313093639366
2233,Fiji,FJI,2044,0.00924313093639366
2234,Fiji,FJI,2045,0.00924313093639366
2235,Fiji,FJI,2046,0.00924313093639366
2236,Fiji,FJI,2047,0.00924313093639366
2237,Fiji,FJI,2048,0.00924313093639366
2238,Fiji,FJI,2049,0.00924313093639366
2239,Fiji,FJI,2050,0.00924313093639366
2249,Finland,FIN,2020,0.0
2250,Finland,FIN,2021,0.0
2251,Finland,FIN,2022,0.0
2252,Finland,FIN,2023,0.0
2253,Finland,FIN,2024,0.0
2254,Finland,FIN,2025,0.0
2255,Finland,FIN,2026,0.0
2256,Finland,FIN,2027,0.0
2257,Finland,FIN,2028,0.0
2258,Finland,FIN,2029,0.0
2259,Finland,FIN,2030,0.0
2260,Finland,FIN,2031,0.0
2261,Finland,FIN,2032,0.0
2262,Finland,FIN,2033,0.0
2263,Finland,FIN,2034,0.0
2264,Finland,FIN,2035,0.0
2265,Finland,FIN,2036,0.0
2266,Finland,FIN,2037,0.0
2267,Finland,FIN,2038,0.0
2268,Finland,FIN,2039,0.0
2269,Finland,FIN,2040,0.0
2270,Finland,FIN,2041,0.0
2271,Finland,FIN,2042,0.0
2272,Finland,FIN,2043,0.0
2273,Finland,FIN,2044,0.0
2274,Finland,FIN,2045,0.0
2275,Finland,FIN,2046,0.0
2276,Finland,FIN,2047,0.0
2277,Finland,FIN,2048,0.0
2278,Finland,FIN,2049,0.0
2279,Finland,FIN,2050,0.0
2289,France,FRA,2020,0.0027720844547178916
2290,France,FRA,2021,0.0027720844547178916
2291,France,FRA,2022,0.0027720844547178916
2292,France,FRA,2023,0.0027720844547178916
2293,France,FRA,2024,0.0027720844547178916
2294,France,FRA,2025,0.0027720844547178916
2295,France,FRA,2026,0.0027720844547178916
2296,France,FRA,2027,0.0027720844547178916
2297,France,FRA,2028,0.0027720844547178916
2298,France,FRA,2029,0.0027720844547178916
2299,France,FRA,2030,0.0027720844547178916
2300,France,FRA,2031,0.0027720844547178916
2301,France,FRA,2032,0.0027720844547178916
2302,France,FRA,2033,0.0027720844547178916
2303,France,FRA,2034,0.0027720844547178916
2304,France,FRA,2035,0.0027720844547178916
2305,France,FRA,2036,0.0027720844547178916
2306,France,FRA,2037,0.0027720844547178916
2307,France,FRA,2038,0.0027720844547178916
2308,France,FRA,2039,0.0027720844547178916
2309,France,FRA,2040,0.0027720844547178916
2310,France,FRA,2041,0.0027720844547178916
2311,France,FRA,2042,0.0027720844547178916
2312,France,FRA,2043,0.0027720844547178916
2313,France,FRA,2044,0.0027720844547178916
2314,France,FRA,2045,0.0027720844547178916
2315,France,FRA,2046,0.0027720844547178916
2316,France,FRA,2047,0.0027720844547178916
2317,France,FRA,2048,0.0027720844547178916
2318,France,FRA,2049,0.0027720844547178916
2319,France,FRA,2050,0.0027720844547178916
2329,French Polynesia,PYF,2020,0.01848626187278732
2330,French Polynesia,PYF,2021,0.01848626187278732
2331,French Polynesia,PYF,2022,0.01848626187278732
2332,French Polynesia,PYF,2023,0.01848626187278732
2333,French Polynesia,PYF,2024,0.01848626187278732
2334,French Polynesia,PYF,2025,0.01848626187278732
2335,French Polynesia,PYF,2026,0.01848626187278732
2336,French Polynesia,PYF,2027,0.01848626187278732
2337,French Polynesia,PYF,2028,0.01848626187278732
2338,French Polynesia,PYF,2029,0.01848626187278732
2339,French Polynesia,PYF,2030,0.01848626187278732
2340,French Polynesia,PYF,2031,0.01848626187278732
2341,French Polynesia,PYF,2032,0.01848626187278732
2342,French Polynesia,PYF,2033,0.01848626187278732
2343,French Polynesia,PYF,2034,0.01848626187278732
2344,French Polynesia,PYF,2035,0.01848626187278732
2345,French Polynesia,PYF,2036,0.01848626187278732
2346,French Polynesia,PYF,2037,0.01848626187278732
2347,French Polynesia,PYF,2038,0.01848626187278732
2348,French Polynesia,PYF,2039,0.01848626187278732
2349,French Polynesia,PYF,2040,0.01848626187278732
2350,French Polynesia,PYF,2041,0.01848626187278732
2351,French Polynesia,PYF,2042,0.01848626187278732
2352,French Polynesia,PYF,2043,0.01848626187278732
2353,French Polynesia,PYF,2044,0.01848626187278732
2354,French Polynesia,PYF,2045,0.01848626187278732
2355,French Polynesia,PYF,2046,0.01848626187278732
2356,French Polynesia,PYF,2047,0.01848626187278732
2357,French Polynesia,PYF,2048,0.01848626187278732
2358,French Polynesia,PYF,2049,0.01848626187278732
2359,French Polynesia,PYF,2050,0.01848626187278732
2369,Gabon,GAB,2020,0.00924313093639366
2370,Gabon,GAB,2021,0.00924313093639366
2371,Gabon,GAB,2022,0.00924313093639366
2372,Gabon,GAB,2023,0.00924313093639366
2373,Gabon,GAB,2024,0.00924313093639366
2374,Gabon,GAB,2025,0.00924313093639366
2375,Gabon,GAB,2026,0.00924313093639366
2376,Gabon,GAB,2027,0.00924313093639366
2377,Gabon,GAB,2028,0.00924313093639366
2378,Gabon,GAB,2029,0.00924313093639366
2379,Gabon,GAB,2030,0.00924313093639366
2380,Gabon,GAB,2031,0.00924313093639366
2381,Gabon,GAB,2032,0.00924313093639366
2382,Gabon,GAB,2033,0.00924313093639366
2383,Gabon,GAB,2034,0.00924313093639366
2384,Gabon,GAB,2035,0.00924313093639366
2385,Gabon,GAB,2036,0.00924313093639366
2386,Gabon,GAB,2037,0.00924313093639366
2387,Gabon,GAB,2038,0.00924313093639366
2388,Gabon,GAB,2039,0.00924313093639366
2389,Gabon,GAB,2040,0.00924313093639366
2390,Gabon,GAB,2041,0.00924313093639366
2391,Gabon,GAB,2042,0.00924313093639366
2392,Gabon,GAB,2043,0.00924313093639366
2393,Gabon,GAB,2044,0.00924313093639366
2394,Gabon,GAB,2045,0.00924313093639366
2395,Gabon,GAB,2046,0.00924313093639366
2396,Gabon,GAB,2047,0.00924313093639366
2397,Gabon,GAB,2048,0.00924313093639366
2398,Gabon,GAB,2049,0.00924313093639366
2399,Gabon,GAB,2050,0.00924313093639366
2409,"Gambia, The",GMB,2020,0.00924313093639366
2410,"Gambia, The",GMB,2021,0.00924313093639366
2411,"Gambia, The",GMB,2022,0.00924313093639366
