,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_kerosene
1995,"Egypt, Arab Rep.",EGY,2046,0.0005417830232898556
1996,"Egypt, Arab Rep.",EGY,2047,0.0005417830232898556
1997,"Egypt, Arab Rep.",EGY,2048,0.0005417830232898556
1998,"Egypt, Arab Rep.",EGY,2049,0.0005417830232898556
1999,"Egypt, Arab Rep.",EGY,2050,0.0005417830232898556
2009,El Salvador,SLV,2020,0.0005417830232898556
2010,El Salvador,SLV,2021,0.0005417830232898556
2011,El Salvador,SLV,2022,0.0005417830232898556
2012,El Salvador,SLV,2023,0.0005417830232898556
2013,El Salvador,SLV,2024,0.0005417830232898556
2014,El Salvador,SLV,2025,0.0005417830232898556
2015,El Salvador,SLV,2026,0.0005417830232898556
2016,El Salvador,SLV,2027,0.0005417830232898556
2017,El Salvador,SLV,2028,0.0005417830232898556
2018,El Salvador,SLV,2029,0.0005417830232898556
2019,El Salvador,SLV,2030,0.0005417830232898556
2020,El Salvador,SLV,2031,0.0005417830232898556
2021,El Salvador,SLV,2032,0.0005417830232898556
2022,El Salvador,SLV,2033,0.0005417830232898556
2023,El Salvador,SLV,2034,0.0005417830232898556
2024,El Salvador,SLV,2035,0.0005417830232898556
2025,El Salvador,SLV,2036,0.0005417830232898556
2026,El Salvador,SLV,2037,0.0005417830232898556
2027,El Salvador,SLV,2038,0.0005417830232898556
2028,El Salvador,SLV,2039,0.0005417830232898556
2029,El Salvador,SLV,2040,0.0005417830232898556
2030,El Salvador,SLV,2041,0.0005417830232898556
2031,El Salvador,SLV,2042,0.0005417830232898556
2032,El Salvador,SLV,2043,0.0005417830232898556
2033,El Salvador,SLV,2044,0.0005417830232898556
2034,El Salvador,SLV,2045,0.0005417830232898556
2035,El Salvador,SLV,2046,0.0005417830232898556
2036,El Salvador,SLV,2047,0.0005417830232898556
2037,El Salvador,SLV,2048,0.0005417830232898556
2038,El Salvador,SLV,2049,0.0005417830232898556
2039,El Salvador,SLV,2050,0.0005417830232898556
2049,Equatorial Guinea,GNQ,2020,0.0005417830232898556
2050,Equatorial Guinea,GNQ,2021,0.0005417830232898556
2051,Equatorial Guinea,GNQ,2022,0.0005417830232898556
2052,Equatorial Guinea,GNQ,2023,0.0005417830232898556
2053,Equatorial Guinea,GNQ,2024,0.0005417830232898556
2054,Equatorial Guinea,GNQ,2025,0.0005417830232898556
2055,Equatorial Guinea,GNQ,2026,0.0005417830232898556
2056,Equatorial Guinea,GNQ,2027,0.0005417830232898556
2057,Equatorial Guinea,GNQ,2028,0.0005417830232898556
2058,Equatorial Guinea,GNQ,2029,0.0005417830232898556
2059,Equatorial Guinea,GNQ,2030,0.0005417830232898556
2060,Equatorial Guinea,GNQ,2031,0.0005417830232898556
2061,Equatorial Guinea,GNQ,2032,0.0005417830232898556
2062,Equatorial Guinea,GNQ,2033,0.0005417830232898556
2063,Equatorial Guinea,GNQ,2034,0.0005417830232898556
2064,Equatorial Guinea,GNQ,2035,0.0005417830232898556
2065,Equatorial Guinea,GNQ,2036,0.0005417830232898556
2066,Equatorial Guinea,GNQ,2037,0.0005417830232898556
2067,Equatorial Guinea,GNQ,2038,0.0005417830232898556
2068,Equatorial Guinea,GNQ,2039,0.0005417830232898556
2069,Equatorial Guinea,GNQ,2040,0.0005417830232898556
2070,Equatorial Guinea,GNQ,2041,0.0005417830232898556
2071,Equatorial Guinea,GNQ,2042,0.0005417830232898556
2072,Equatorial Guinea,GNQ,2043,0.0005417830232898556
2073,Equatorial Guinea,GNQ,2044,0.0005417830232898556
2074,Equatorial Guinea,GNQ,2045,0.0005417830232898556
2075,Equatorial Guinea,GNQ,2046,0.0005417830232898556
2076,Equatorial Guinea,GNQ,2047,0.0005417830232898556
2077,Equatorial Guinea,GNQ,2048,0.0005417830232898556
2078,Equatorial Guinea,GNQ,2049,0.0005417830232898556
2079,Equatorial Guinea,GNQ,2050,0.0005417830232898556
2089,Estonia,EST,2020,0.0
2090,Estonia,EST,2021,0.0
2091,Estonia,EST,2022,0.0
2092,Estonia,EST,2023,0.0
2093,Estonia,EST,2024,0.0
2094,Estonia,EST,2025,0.0
2095,Estonia,EST,2026,0.0
2096,Estonia,EST,2027,0.0
2097,Estonia,EST,2028,0.0
2098,Estonia,EST,2029,0.0
2099,Estonia,EST,2030,0.0
2100,Estonia,EST,2031,0.0
2101,Estonia,EST,2032,0.0
2102,Estonia,EST,2033,0.0
2103,Estonia,EST,2034,0.0
2104,Estonia,EST,2035,0.0
2105,Estonia,EST,2036,0.0
2106,Estonia,EST,2037,0.0
2107,Estonia,EST,2038,0.0
2108,Estonia,EST,2039,0.0
2109,Estonia,EST,2040,0.0
2110,Estonia,EST,2041,0.0
2111,Estonia,EST,2042,0.0
2112,Estonia,EST,2043,0.0
2113,Estonia,EST,2044,0.0
2114,Estonia,EST,2045,0.0
2115,Estonia,EST,2046,0.0
2116,Estonia,EST,2047,0.0
2117,Estonia,EST,2048,0.0
2118,Estonia,EST,2049,0.0
2119,Estonia,EST,2050,0.0
2129,Eswatini,SWZ,2020,0.0005417830232898556
2130,Eswatini,SWZ,2021,0.0005417830232898556
2131,Eswatini,SWZ,2022,0.0005417830232898556
2132,Eswatini,SWZ,2023,0.0005417830232898556
2133,Eswatini,SWZ,2024,0.0005417830232898556
2134,Eswatini,SWZ,2025,0.0005417830232898556
2135,Eswatini,SWZ,2026,0.0005417830232898556
2136,Eswatini,SWZ,2027,0.0005417830232898556
2137,Eswatini,SWZ,2028,0.0005417830232898556
2138,Eswatini,SWZ,2029,0.0005417830232898556
2139,Eswatini,SWZ,2030,0.0005417830232898556
2140,Eswatini,SWZ,2031,0.0005417830232898556
2141,Eswatini,SWZ,2032,0.0005417830232898556
2142,Eswatini,SWZ,2033,0.0005417830232898556
2143,Eswatini,SWZ,2034,0.0005417830232898556
2144,Eswatini,SWZ,2035,0.0005417830232898556
2145,Eswatini,SWZ,2036,0.0005417830232898556
2146,Eswatini,SWZ,2037,0.0005417830232898556
2147,Eswatini,SWZ,2038,0.0005417830232898556
2148,Eswatini,SWZ,2039,0.0005417830232898556
2149,Eswatini,SWZ,2040,0.0005417830232898556
2150,Eswatini,SWZ,2041,0.0005417830232898556
2151,Eswatini,SWZ,2042,0.0005417830232898556
2152,Eswatini,SWZ,2043,0.0005417830232898556
2153,Eswatini,SWZ,2044,0.0005417830232898556
2154,Eswatini,SWZ,2045,0.0005417830232898556
2155,Eswatini,SWZ,2046,0.0005417830232898556
2156,Eswatini,SWZ,2047,0.0005417830232898556
2157,Eswatini,SWZ,2048,0.0005417830232898556
2158,Eswatini,SWZ,2049,0.0005417830232898556
2159,Eswatini,SWZ,2050,0.0005417830232898556
2169,Ethiopia,ETH,2020,0.0005417830232898556
2170,Ethiopia,ETH,2021,0.0005417830232898556
2171,Ethiopia,ETH,2022,0.0005417830232898556
2172,Ethiopia,ETH,2023,0.0005417830232898556
2173,Ethiopia,ETH,2024,0.0005417830232898556
2174,Ethiopia,ETH,2025,0.0005417830232898556
2175,Ethiopia,ETH,2026,0.0005417830232898556
2176,Ethiopia,ETH,2027,0.0005417830232898556
2177,Ethiopia,ETH,2028,0.0005417830232898556
2178,Ethiopia,ETH,2029,0.0005417830232898556
2179,Ethiopia,ETH,2030,0.0005417830232898556
2180,Ethiopia,ETH,2031,0.0005417830232898556
2181,Ethiopia,ETH,2032,0.0005417830232898556
2182,Ethiopia,ETH,2033,0.0005417830232898556
2183,Ethiopia,ETH,2034,0.0005417830232898556
2184,Ethiopia,ETH,2035,0.0005417830232898556
2185,Ethiopia,ETH,2036,0.0005417830232898556
2186,Ethiopia,ETH,2037,0.0005417830232898556
2187,Ethiopia,ETH,2038,0.0005417830232898556
2188,Ethiopia,ETH,2039,0.0005417830232898556
2189,Ethiopia,ETH,2040,0.0005417830232898556
2190,Ethiopia,ETH,2041,0.0005417830232898556
2191,Ethiopia,ETH,2042,0.0005417830232898556
2192,Ethiopia,ETH,2043,0.0005417830232898556
2193,Ethiopia,ETH,2044,0.0005417830232898556
2194,Ethiopia,ETH,2045,0.0005417830232898556
2195,Ethiopia,ETH,2046,0.0005417830232898556
2196,Ethiopia,ETH,2047,0.0005417830232898556
2197,Ethiopia,ETH,2048,0.0005417830232898556
2198,Ethiopia,ETH,2049,0.0005417830232898556
2199,Ethiopia,ETH,2050,0.0005417830232898556
2209,Fiji,FJI,2020,0.0005417830232898556
2210,Fiji,FJI,2021,0.0005417830232898556
2211,Fiji,FJI,2022,0.0005417830232898556
2212,Fiji,FJI,2023,0.0005417830232898556
2213,Fiji,FJI,2024,0.0005417830232898556
2214,Fiji,FJI,2025,0.0005417830232898556
2215,Fiji,FJI,2026,0.0005417830232898556
2216,Fiji,FJI,2027,0.0005417830232898556
2217,Fiji,FJI,2028,0.0005417830232898556
2218,Fiji,FJI,2029,0.0005417830232898556
2219,Fiji,FJI,2030,0.0005417830232898556
2220,Fiji,FJI,2031,0.0005417830232898556
2221,Fiji,FJI,2032,0.0005417830232898556
2222,Fiji,FJI,2033,0.0005417830232898556
2223,Fiji,FJI,2034,0.0005417830232898556
2224,Fiji,FJI,2035,0.0005417830232898556
2225,Fiji,FJI,2036,0.0005417830232898556
2226,Fiji,FJI,2037,0.0005417830232898556
2227,Fiji,FJI,2038,0.0005417830232898556
2228,Fiji,FJI,2039,0.0005417830232898556
2229,Fiji,FJI,2040,0.0005417830232898556
2230,Fiji,FJI,2041,0.0005417830232898556
2231,Fiji,FJI,2042,0.0005417830232898556
2232,Fiji,FJI,2043,0.0005417830232898556
2233,Fiji,FJI,2044,0.0005417830232898556
2234,Fiji,FJI,2045,0.0005417830232898556
2235,Fiji,FJI,2046,0.0005417830232898556
2236,Fiji,FJI,2047,0.0005417830232898556
2237,Fiji,FJI,2048,0.0005417830232898556
2238,Fiji,FJI,2049,0.0005417830232898556
2239,Fiji,FJI,2050,0.0005417830232898556
2249,Finland,FIN,2020,0.0002744404464231262
2250,Finland,FIN,2021,0.0002744404464231262
2251,Finland,FIN,2022,0.0002744404464231262
2252,Finland,FIN,2023,0.0002744404464231262
2253,Finland,FIN,2024,0.0002744404464231262
2254,Finland,FIN,2025,0.0002744404464231262
2255,Finland,FIN,2026,0.0002744404464231262
2256,Finland,FIN,2027,0.0002744404464231262
2257,Finland,FIN,2028,0.0002744404464231262
2258,Finland,FIN,2029,0.0002744404464231262
2259,Finland,FIN,2030,0.0002744404464231262
2260,Finland,FIN,2031,0.0002744404464231262
2261,Finland,FIN,2032,0.0002744404464231262
2262,Finland,FIN,2033,0.0002744404464231262
2263,Finland,FIN,2034,0.0002744404464231262
2264,Finland,FIN,2035,0.0002744404464231262
2265,Finland,FIN,2036,0.0002744404464231262
2266,Finland,FIN,2037,0.0002744404464231262
2267,Finland,FIN,2038,0.0002744404464231262
2268,Finland,FIN,2039,0.0002744404464231262
2269,Finland,FIN,2040,0.0002744404464231262
2270,Finland,FIN,2041,0.0002744404464231262
2271,Finland,FIN,2042,0.0002744404464231262
2272,Finland,FIN,2043,0.0002744404464231262
2273,Finland,FIN,2044,0.0002744404464231262
2274,Finland,FIN,2045,0.0002744404464231262
2275,Finland,FIN,2046,0.0002744404464231262
2276,Finland,FIN,2047,0.0002744404464231262
2277,Finland,FIN,2048,0.0002744404464231262
2278,Finland,FIN,2049,0.0002744404464231262
2279,Finland,FIN,2050,0.0002744404464231262
2289,France,FRA,2020,0.0002198708258897897
2290,France,FRA,2021,0.0002198708258897897
2291,France,FRA,2022,0.0002198708258897897
2292,France,FRA,2023,0.0002198708258897897
2293,France,FRA,2024,0.0002198708258897897
2294,France,FRA,2025,0.0002198708258897897
2295,France,FRA,2026,0.0002198708258897897
2296,France,FRA,2027,0.0002198708258897897
2297,France,FRA,2028,0.0002198708258897897
2298,France,FRA,2029,0.0002198708258897897
2299,France,FRA,2030,0.0002198708258897897
2300,France,FRA,2031,0.0002198708258897897
2301,France,FRA,2032,0.0002198708258897897
2302,France,FRA,2033,0.0002198708258897897
2303,France,FRA,2034,0.0002198708258897897
2304,France,FRA,2035,0.0002198708258897897
2305,France,FRA,2036,0.0002198708258897897
2306,France,FRA,2037,0.0002198708258897897
2307,France,FRA,2038,0.0002198708258897897
2308,France,FRA,2039,0.0002198708258897897
2309,France,FRA,2040,0.0002198708258897897
2310,France,FRA,2041,0.0002198708258897897
2311,France,FRA,2042,0.0002198708258897897
2312,France,FRA,2043,0.0002198708258897897
2313,France,FRA,2044,0.0002198708258897897
2314,France,FRA,2045,0.0002198708258897897
2315,France,FRA,2046,0.0002198708258897897
2316,France,FRA,2047,0.0002198708258897897
2317,France,FRA,2048,0.0002198708258897897
2318,France,FRA,2049,0.0002198708258897897
2319,France,FRA,2050,0.0002198708258897897
2329,French Polynesia,PYF,2020,0.0005417830232898556
2330,French Polynesia,PYF,2021,0.0005417830232898556
2331,French Polynesia,PYF,2022,0.0005417830232898556
2332,French Polynesia,PYF,2023,0.0005417830232898556
2333,French Polynesia,PYF,2024,0.0005417830232898556
2334,French Polynesia,PYF,2025,0.0005417830232898556
2335,French Polynesia,PYF,2026,0.0005417830232898556
2336,French Polynesia,PYF,2027,0.0005417830232898556
2337,French Polynesia,PYF,2028,0.0005417830232898556
2338,French Polynesia,PYF,2029,0.0005417830232898556
2339,French Polynesia,PYF,2030,0.0005417830232898556
2340,French Polynesia,PYF,2031,0.0005417830232898556
2341,French Polynesia,PYF,2032,0.0005417830232898556
2342,French Polynesia,PYF,2033,0.0005417830232898556
2343,French Polynesia,PYF,2034,0.0005417830232898556
2344,French Polynesia,PYF,2035,0.0005417830232898556
2345,French Polynesia,PYF,2036,0.0005417830232898556
2346,French Polynesia,PYF,2037,0.0005417830232898556
2347,French Polynesia,PYF,2038,0.0005417830232898556
2348,French Polynesia,PYF,2039,0.0005417830232898556
2349,French Polynesia,PYF,2040,0.0005417830232898556
2350,French Polynesia,PYF,2041,0.0005417830232898556
2351,French Polynesia,PYF,2042,0.0005417830232898556
2352,French Polynesia,PYF,2043,0.0005417830232898556
2353,French Polynesia,PYF,2044,0.0005417830232898556
2354,French Polynesia,PYF,2045,0.0005417830232898556
2355,French Polynesia,PYF,2046,0.0005417830232898556
2356,French Polynesia,PYF,2047,0.0005417830232898556
2357,French Polynesia,PYF,2048,0.0005417830232898556
2358,French Polynesia,PYF,2049,0.0005417830232898556
2359,French Polynesia,PYF,2050,0.0005417830232898556
2369,Gabon,GAB,2020,0.0005417830232898556
2370,Gabon,GAB,2021,0.0005417830232898556
2371,Gabon,GAB,2022,0.0005417830232898556
2372,Gabon,GAB,2023,0.0005417830232898556
2373,Gabon,GAB,2024,0.0005417830232898556
2374,Gabon,GAB,2025,0.0005417830232898556
2375,Gabon,GAB,2026,0.0005417830232898556
2376,Gabon,GAB,2027,0.0005417830232898556
2377,Gabon,GAB,2028,0.0005417830232898556
2378,Gabon,GAB,2029,0.0005417830232898556
2379,Gabon,GAB,2030,0.0005417830232898556
2380,Gabon,GAB,2031,0.0005417830232898556
2381,Gabon,GAB,2032,0.0005417830232898556
2382,Gabon,GAB,2033,0.0005417830232898556
2383,Gabon,GAB,2034,0.0005417830232898556
2384,Gabon,GAB,2035,0.0005417830232898556
2385,Gabon,GAB,2036,0.0005417830232898556
2386,Gabon,GAB,2037,0.0005417830232898556
2387,Gabon,GAB,2038,0.0005417830232898556
2388,Gabon,GAB,2039,0.0005417830232898556
2389,Gabon,GAB,2040,0.0005417830232898556
2390,Gabon,GAB,2041,0.0005417830232898556
2391,Gabon,GAB,2042,0.0005417830232898556
2392,Gabon,GAB,2043,0.0005417830232898556
2393,Gabon,GAB,2044,0.0005417830232898556
2394,Gabon,GAB,2045,0.0005417830232898556
2395,Gabon,GAB,2046,0.0005417830232898556
2396,Gabon,GAB,2047,0.0005417830232898556
2397,Gabon,GAB,2048,0.0005417830232898556
2398,Gabon,GAB,2049,0.0005417830232898556
2399,Gabon,GAB,2050,0.0005417830232898556
2409,"Gambia, The",GMB,2020,0.0005417830232898556
2410,"Gambia, The",GMB,2021,0.0005417830232898556
2411,"Gambia, The",GMB,2022,0.0005417830232898556
2412,"Gambia, The",GMB,2023,0.0005417830232898556
2413,"Gambia, The",GMB,2024,0.0005417830232898556
2414,"Gambia, The",GMB,2025,0.0005417830232898556
2415,"Gambia, The",GMB,2026,0.0005417830232898556
2416,"Gambia, The",GMB,2027,0.0005417830232898556
2417,"Gambia, The",GMB,2028,0.0005417830232898556
2418,"Gambia, The",GMB,2029,0.0005417830232898556
2419,"Gambia, The",GMB,2030,0.0005417830232898556
2420,"Gambia, The",GMB,2031,0.0005417830232898556
2421,"Gambia, The",GMB,2032,0.0005417830232898556
2422,"Gambia, The",GMB,2033,0.0005417830232898556
2423,"Gambia, The",GMB,2034,0.0005417830232898556
2424,"Gambia, The",GMB,2035,0.0005417830232898556
2425,"Gambia, The",GMB,2036,0.0005417830232898556
2426,"Gambia, The",GMB,2037,0.0005417830232898556
2427,"Gambia, The",GMB,2038,0.0005417830232898556
2428,"Gambia, The",GMB,2039,0.0005417830232898556
2429,"Gambia, The",GMB,2040,0.0005417830232898556
2430,"Gambia, The",GMB,2041,0.0005417830232898556
2431,"Gambia, The",GMB,2042,0.0005417830232898556
2432,"Gambia, The",GMB,2043,0.0005417830232898556
2433,"Gambia, The",GMB,2044,0.0005417830232898556
2434,"Gambia, The",GMB,2045,0.0005417830232898556
2435,"Gambia, The",GMB,2046,0.0005417830232898556
2436,"Gambia, The",GMB,2047,0.0005417830232898556
2437,"Gambia, The",GMB,2048,0.0005417830232898556
2438,"Gambia, The",GMB,2049,0.0005417830232898556
2439,"Gambia, The",GMB,2050,0.0005417830232898556
2449,Georgia,GEO,2020,0.0
2450,Georgia,GEO,2021,0.0
2451,Georgia,GEO,2022,0.0
2452,Georgia,GEO,2023,0.0
2453,Georgia,GEO,2024,0.0
2454,Georgia,GEO,2025,0.0
2455,Georgia,GEO,2026,0.0
2456,Georgia,GEO,2027,0.0
2457,Georgia,GEO,2028,0.0
2458,Georgia,GEO,2029,0.0
2459,Georgia,GEO,2030,0.0
2460,Georgia,GEO,2031,0.0
2461,Georgia,GEO,2032,0.0
2462,Georgia,GEO,2033,0.0
2463,Georgia,GEO,2034,0.0
2464,Georgia,GEO,2035,0.0
2465,Georgia,GEO,2036,0.0
2466,Georgia,GEO,2037,0.0
2467,Georgia,GEO,2038,0.0
2468,Georgia,GEO,2039,0.0
2469,Georgia,GEO,2040,0.0
2470,Georgia,GEO,2041,0.0
2471,Georgia,GEO,2042,0.0
2472,Georgia,GEO,2043,0.0
2473,Georgia,GEO,2044,0.0
2474,Georgia,GEO,2045,0.0
2475,Georgia,GEO,2046,0.0
2476,Georgia,GEO,2047,0.0
2477,Georgia,GEO,2048,0.0
2478,Georgia,GEO,2049,0.0
2479,Georgia,GEO,2050,0.0
2489,Germany,DEU,2020,0.0009055236945366737
2490,Germany,DEU,2021,0.0009055236945366737
2491,Germany,DEU,2022,0.0009055236945366737
2492,Germany,DEU,2023,0.0009055236945366737
2493,Germany,DEU,2024,0.0009055236945366737
2494,Germany,DEU,2025,0.0009055236945366737
2495,Germany,DEU,2026,0.0009055236945366737
2496,Germany,DEU,2027,0.0009055236945366737
2497,Germany,DEU,2028,0.0009055236945366737
2498,Germany,DEU,2029,0.0009055236945366737
2499,Germany,DEU,2030,0.0009055236945366737
2500,Germany,DEU,2031,0.0009055236945366737
2501,Germany,DEU,2032,0.0009055236945366737
2502,Germany,DEU,2033,0.0009055236945366737
2503,Germany,DEU,2034,0.0009055236945366737
2504,Germany,DEU,2035,0.0009055236945366737
2505,Germany,DEU,2036,0.0009055236945366737
2506,Germany,DEU,2037,0.0009055236945366737
2507,Germany,DEU,2038,0.0009055236945366737
2508,Germany,DEU,2039,0.0009055236945366737
2509,Germany,DEU,2040,0.0009055236945366737
2510,Germany,DEU,2041,0.0009055236945366737
2511,Germany,DEU,2042,0.0009055236945366737
2512,Germany,DEU,2043,0.0009055236945366737
2513,Germany,DEU,2044,0.0009055236945366737
2514,Germany,DEU,2045,0.0009055236945366737
2515,Germany,DEU,2046,0.0009055236945366737
2516,Germany,DEU,2047,0.0009055236945366737
2517,Germany,DEU,2048,0.0009055236945366737
2518,Germany,DEU,2049,0.0009055236945366737
2519,Germany,DEU,2050,0.0009055236945366737
2529,Ghana,GHA,2020,0.0005417830232898556
2530,Ghana,GHA,2021,0.0005417830232898556
2531,Ghana,GHA,2022,0.0005417830232898556
2532,Ghana,GHA,2023,0.0005417830232898556
2533,Ghana,GHA,2024,0.0005417830232898556
2534,Ghana,GHA,2025,0.0005417830232898556
2535,Ghana,GHA,2026,0.0005417830232898556
2536,Ghana,GHA,2027,0.0005417830232898556
2537,Ghana,GHA,2028,0.0005417830232898556
2538,Ghana,GHA,2029,0.0005417830232898556
2539,Ghana,GHA,2030,0.0005417830232898556
2540,Ghana,GHA,2031,0.0005417830232898556
2541,Ghana,GHA,2032,0.0005417830232898556
2542,Ghana,GHA,2033,0.0005417830232898556
2543,Ghana,GHA,2034,0.0005417830232898556
2544,Ghana,GHA,2035,0.0005417830232898556
2545,Ghana,GHA,2036,0.0005417830232898556
2546,Ghana,GHA,2037,0.0005417830232898556
2547,Ghana,GHA,2038,0.0005417830232898556
2548,Ghana,GHA,2039,0.0005417830232898556
2549,Ghana,GHA,2040,0.0005417830232898556
2550,Ghana,GHA,2041,0.0005417830232898556
2551,Ghana,GHA,2042,0.0005417830232898556
2552,Ghana,GHA,2043,0.0005417830232898556
2553,Ghana,GHA,2044,0.0005417830232898556
2554,Ghana,GHA,2045,0.0005417830232898556
2555,Ghana,GHA,2046,0.0005417830232898556
2556,Ghana,GHA,2047,0.0005417830232898556
2557,Ghana,GHA,2048,0.0005417830232898556
2558,Ghana,GHA,2049,0.0005417830232898556
2559,Ghana,GHA,2050,0.0005417830232898556
2569,Greece,GRC,2020,0.0016862414462461522
2570,Greece,GRC,2021,0.0016862414462461522
2571,Greece,GRC,2022,0.0016862414462461522
2572,Greece,GRC,2023,0.0016862414462461522
2573,Greece,GRC,2024,0.0016862414462461522
2574,Greece,GRC,2025,0.0016862414462461522
2575,Greece,GRC,2026,0.0016862414462461522
2576,Greece,GRC,2027,0.0016862414462461522
2577,Greece,GRC,2028,0.0016862414462461522
2578,Greece,GRC,2029,0.0016862414462461522
2579,Greece,GRC,2030,0.0016862414462461522
2580,Greece,GRC,2031,0.0016862414462461522
2581,Greece,GRC,2032,0.0016862414462461522
2582,Greece,GRC,2033,0.0016862414462461522
2583,Greece,GRC,2034,0.0016862414462461522
2584,Greece,GRC,2035,0.0016862414462461522
2585,Greece,GRC,2036,0.0016862414462461522
2586,Greece,GRC,2037,0.0016862414462461522
2587,Greece,GRC,2038,0.0016862414462461522
2588,Greece,GRC,2039,0.0016862414462461522
2589,Greece,GRC,2040,0.0016862414462461522
2590,Greece,GRC,2041,0.0016862414462461522
2591,Greece,GRC,2042,0.0016862414462461522
2592,Greece,GRC,2043,0.0016862414462461522
2593,Greece,GRC,2044,0.0016862414462461522
2594,Greece,GRC,2045,0.0016862414462461522
2595,Greece,GRC,2046,0.0016862414462461522
2596,Greece,GRC,2047,0.0016862414462461522
2597,Greece,GRC,2048,0.0016862414462461522
2598,Greece,GRC,2049,0.0016862414462461522
2599,Greece,GRC,2050,0.0016862414462461522
2609,Guatemala,GTM,2020,0.0005417830232898556
2610,Guatemala,GTM,2021,0.0005417830232898556
2611,Guatemala,GTM,2022,0.0005417830232898556
2612,Guatemala,GTM,2023,0.0005417830232898556
2613,Guatemala,GTM,2024,0.0005417830232898556
2614,Guatemala,GTM,2025,0.0005417830232898556
2615,Guatemala,GTM,2026,0.0005417830232898556
2616,Guatemala,GTM,2027,0.0005417830232898556
2617,Guatemala,GTM,2028,0.0005417830232898556
2618,Guatemala,GTM,2029,0.0005417830232898556
2619,Guatemala,GTM,2030,0.0005417830232898556
2620,Guatemala,GTM,2031,0.0005417830232898556
2621,Guatemala,GTM,2032,0.0005417830232898556
2622,Guatemala,GTM,2033,0.0005417830232898556
2623,Guatemala,GTM,2034,0.0005417830232898556
2624,Guatemala,GTM,2035,0.0005417830232898556
2625,Guatemala,GTM,2036,0.0005417830232898556
2626,Guatemala,GTM,2037,0.0005417830232898556
2627,Guatemala,GTM,2038,0.0005417830232898556
2628,Guatemala,GTM,2039,0.0005417830232898556
2629,Guatemala,GTM,2040,0.0005417830232898556
2630,Guatemala,GTM,2041,0.0005417830232898556
2631,Guatemala,GTM,2042,0.0005417830232898556
2632,Guatemala,GTM,2043,0.0005417830232898556
2633,Guatemala,GTM,2044,0.0005417830232898556
2634,Guatemala,GTM,2045,0.0005417830232898556
2635,Guatemala,GTM,2046,0.0005417830232898556
2636,Guatemala,GTM,2047,0.0005417830232898556
2637,Guatemala,GTM,2048,0.0005417830232898556
2638,Guatemala,GTM,2049,0.0005417830232898556
2639,Guatemala,GTM,2050,0.0005417830232898556
2649,Guinea,GIN,2020,0.0005417830232898556
2650,Guinea,GIN,2021,0.0005417830232898556
2651,Guinea,GIN,2022,0.0005417830232898556
2652,Guinea,GIN,2023,0.0005417830232898556
2653,Guinea,GIN,2024,0.0005417830232898556
2654,Guinea,GIN,2025,0.0005417830232898556
2655,Guinea,GIN,2026,0.0005417830232898556
2656,Guinea,GIN,2027,0.0005417830232898556
2657,Guinea,GIN,2028,0.0005417830232898556
2658,Guinea,GIN,2029,0.0005417830232898556
2659,Guinea,GIN,2030,0.0005417830232898556
2660,Guinea,GIN,2031,0.0005417830232898556
2661,Guinea,GIN,2032,0.0005417830232898556
2662,Guinea,GIN,2033,0.0005417830232898556
2663,Guinea,GIN,2034,0.0005417830232898556
2664,Guinea,GIN,2035,0.0005417830232898556
2665,Guinea,GIN,2036,0.0005417830232898556
2666,Guinea,GIN,2037,0.0005417830232898556
2667,Guinea,GIN,2038,0.0005417830232898556
2668,Guinea,GIN,2039,0.0005417830232898556
2669,Guinea,GIN,2040,0.0005417830232898556
2670,Guinea,GIN,2041,0.0005417830232898556
2671,Guinea,GIN,2042,0.0005417830232898556
2672,Guinea,GIN,2043,0.0005417830232898556
2673,Guinea,GIN,2044,0.0005417830232898556
2674,Guinea,GIN,2045,0.0005417830232898556
2675,Guinea,GIN,2046,0.0005417830232898556
2676,Guinea,GIN,2047,0.0005417830232898556
2677,Guinea,GIN,2048,0.0005417830232898556
2678,Guinea,GIN,2049,0.0005417830232898556
2679,Guinea,GIN,2050,0.0005417830232898556
2689,Guinea-Bissau,GNB,2020,0.0005417830232898556
2690,Guinea-Bissau,GNB,2021,0.0005417830232898556
2691,Guinea-Bissau,GNB,2022,0.0005417830232898556
2692,Guinea-Bissau,GNB,2023,0.0005417830232898556
2693,Guinea-Bissau,GNB,2024,0.0005417830232898556
2694,Guinea-Bissau,GNB,2025,0.0005417830232898556
2695,Guinea-Bissau,GNB,2026,0.0005417830232898556
2696,Guinea-Bissau,GNB,2027,0.0005417830232898556
2697,Guinea-Bissau,GNB,2028,0.0005417830232898556
2698,Guinea-Bissau,GNB,2029,0.0005417830232898556
2699,Guinea-Bissau,GNB,2030,0.0005417830232898556
2700,Guinea-Bissau,GNB,2031,0.0005417830232898556
2701,Guinea-Bissau,GNB,2032,0.0005417830232898556
2702,Guinea-Bissau,GNB,2033,0.0005417830232898556
2703,Guinea-Bissau,GNB,2034,0.0005417830232898556
2704,Guinea-Bissau,GNB,2035,0.0005417830232898556
2705,Guinea-Bissau,GNB,2036,0.0005417830232898556
2706,Guinea-Bissau,GNB,2037,0.0005417830232898556
2707,Guinea-Bissau,GNB,2038,0.0005417830232898556
2708,Guinea-Bissau,GNB,2039,0.0005417830232898556
2709,Guinea-Bissau,GNB,2040,0.0005417830232898556
2710,Guinea-Bissau,GNB,2041,0.0005417830232898556
