"iso_code3","frac_waso_initial_composition_mun_rubber_leather","Year"
"GUM",0.031,2014
"GUM",0.031,2015
"GUM",0.031,2016
"GUM",0.031,2017
"GUM",0.031,2018
"GUM",0.031,2019
"GUM",0.031,2020
"GUY",0.015,2010
"GUY",0.015,2011
"GUY",0.015,2012
"GUY",0.015,2013
"GUY",0.015,2014
"GUY",0.015,2015
"GUY",0.015,2016
"GUY",0.015,2017
"GUY",0.015,2018
"GUY",0.015,2019
"GUY",0.015,2020
"HKG",0.0278917331405608,2010
"HKG",0.0278917331405608,2011
"HKG",0.0278917331405608,2012
"HKG",0.0278917331405608,2013
"HKG",0.0278917331405608,2014
"HKG",0.0278917331405608,2015
"HKG",0.0278917331405608,2016
"HKG",0.0278917331405608,2017
"HKG",0.0278917331405608,2018
"HKG",0.0278917331405608,2019
"HKG",0.0278917331405608,2020
"HND",0.0033,2010
"HND",0.0033,2011
"HND",0.0033,2012
"HND",0.0033,2013
"HND",0.0033,2014
"HND",0.0033,2015
"HND",0.0033,2016
"HND",0.0033,2017
"HND",0.0033,2018
"HND",0.0033,2019
"HND",0.0033,2020
"HRV",0.027109573366126,2010
"HRV",0.027109573366126,2011
"HRV",0.027109573366126,2012
"HRV",0.027109573366126,2013
"HRV",0.027109573366126,2014
"HRV",0.027109573366126,2015
"HRV",0.027109573366126,2016
"HRV",0.027109573366126,2017
"HRV",0.027109573366126,2018
"HRV",0.027109573366126,2019
"HRV",0.027109573366126,2020
"HTI",0.0263609197182561,2010
"HTI",0.0263609197182561,2011
"HTI",0.0263609197182561,2012
"HTI",0.0263609197182561,2013
"HTI",0.0263609197182561,2014
"HTI",0.0263609197182561,2015
"HTI",0.0263609197182561,2016
"HTI",0.0263609197182561,2017
"HTI",0.0263609197182561,2018
"HTI",0.0263609197182561,2019
"HTI",0.0263609197182561,2020
"HUN",0.0271953712826045,2010
"HUN",0.0271953712826045,2011
"HUN",0.0271953712826045,2012
"HUN",0.0271953712826045,2013
"HUN",0.0271953712826045,2014
"HUN",0.0271953712826045,2015
"HUN",0.0271953712826045,2016
"HUN",0.0271953712826045,2017
"HUN",0.0271953712826045,2018
"HUN",0.0271953712826045,2019
"HUN",0.0271953712826045,2020
"IDN",0.0256560891521269,2010
"IDN",0.0256560891521269,2011
"IDN",0.0256560891521269,2012
"IDN",0.0256560891521269,2013
"IDN",0.0256560891521269,2014
"IDN",0.0256560891521269,2015
"IDN",0.0256560891521269,2016
"IDN",0.0256560891521269,2017
"IDN",0.0256560891521269,2018
"IDN",0.0256560891521269,2019
"IDN",0.0256560891521269,2020
"IMN",0.0275542227918709,2010
"IMN",0.0275542227918709,2011
"IMN",0.0275542227918709,2012
"IMN",0.0275542227918709,2013
"IMN",0.0275542227918709,2014
"IMN",0.0275542227918709,2015
"IMN",0.0275542227918709,2016
"IMN",0.0275542227918709,2017
"IMN",0.0275542227918709,2018
"IMN",0.0275542227918709,2019
"IMN",0.0275542227918709,2020
"IND",0.0215447010582407,2010
"IND",0.0215447010582407,2011
"IND",0.0215447010582407,2012
"IND",0.0215447010582407,2013
"IND",0.0215447010582407,2014
"IND",0.0215447010582407,2015
"IND",0.0215447010582407,2016
"IND",0.0215447010582407,2017
"IND",0.0215447010582407,2018
"IND",0.0215447010582407,2019
"IND",0.0215447010582407,2020
"IRL",0.028632762591844,2010
"IRL",0.028632762591844,2011
"IRL",0.028632762591844,2012
"IRL",0.028632762591844,2013
"IRL",0.028632762591844,2014
"IRL",0.028632762591844,2015
"IRL",0.028632762591844,2016
"IRL",0.028632762591844,2017
"IRL",0.028632762591844,2018
"IRL",0.028632762591844,2019
"IRL",0.028632762591844,2020
"IRN",0.011,2010
"IRN",0.011,2011
"IRN",0.011,2012
"IRN",0.011,2013
"IRN",0.011,2014
"IRN",0.011,2015
"IRN",0.011,2016
"IRN",0.011,2017
"IRN",0.011,2018
"IRN",0.011,2019
"IRN",0.011,2020
"IRQ",0.0509,2010
"IRQ",0.0509,2011
"IRQ",0.0509,2012
"IRQ",0.0509,2013
"IRQ",0.0509,2014
"IRQ",0.0509,2015
"IRQ",0.0509,2016
"IRQ",0.0509,2017
"IRQ",0.0509,2018
"IRQ",0.0509,2019
"IRQ",0.0509,2020
"ISL",0.0278629234307372,2010
"ISL",0.0278629234307372,2011
"ISL",0.0278629234307372,2012
"ISL",0.0278629234307372,2013
"ISL",0.0278629234307372,2014
"ISL",0.0278629234307372,2015
"ISL",0.0278629234307372,2016
"ISL",0.0278629234307372,2017
"ISL",0.0278629234307372,2018
"ISL",0.0278629234307372,2019
"ISL",0.0278629234307372,2020
"ISR",0.0273415592792821,2010
"ISR",0.0273415592792821,2011
"ISR",0.0273415592792821,2012
"ISR",0.0273415592792821,2013
"ISR",0.0273415592792821,2014
"ISR",0.0273415592792821,2015
"ISR",0.0273415592792821,2016
"ISR",0.0273415592792821,2017
"ISR",0.0273415592792821,2018
"ISR",0.0273415592792821,2019
"ISR",0.0273415592792821,2020
"ITA",0.0272837302504308,2010
"ITA",0.0272837302504308,2011
"ITA",0.0272837302504308,2012
"ITA",0.0272837302504308,2013
"ITA",0.0272837302504308,2014
"ITA",0.0272837302504308,2015
"ITA",0.0272837302504308,2016
"ITA",0.0272837302504308,2017
"ITA",0.0272837302504308,2018
"ITA",0.0272837302504308,2019
"ITA",0.0272837302504308,2020
"JAM",0.0265746645586038,2010
"JAM",0.0265746645586038,2011
"JAM",0.0265746645586038,2012
"JAM",0.0265746645586038,2013
"JAM",0.0265746645586038,2014
"JAM",0.0265746645586038,2015
"JAM",0.0265746645586038,2016
"JAM",0.0265746645586038,2017
"JAM",0.0265746645586038,2018
"JAM",0.0265746645586038,2019
"JAM",0.0265746645586038,2020
"JOR",0.0265785204177133,2010
"JOR",0.0265785204177133,2011
"JOR",0.0265785204177133,2012
"JOR",0.0265785204177133,2013
"JOR",0.0265785204177133,2014
"JOR",0.0265785204177133,2015
"JOR",0.0265785204177133,2016
"JOR",0.0265785204177133,2017
"JOR",0.0265785204177133,2018
"JOR",0.0265785204177133,2019
"JOR",0.0265785204177133,2020
"JPN",0.01,2010
"JPN",0.01,2011
"JPN",0.01,2012
"JPN",0.01,2013
"JPN",0.01,2014
"JPN",0.01,2015
"JPN",0.01,2016
"JPN",0.01,2017
"JPN",0.01,2018
"JPN",0.01,2019
"JPN",0.01,2020
"KAZ",0.0268915849001734,2010
"KAZ",0.0268915849001734,2011
"KAZ",0.0268915849001734,2012
"KAZ",0.0268915849001734,2013
"KAZ",0.0268915849001734,2014
"KAZ",0.0268915849001734,2015
"KAZ",0.0268915849001734,2016
"KAZ",0.0268915849001734,2017
"KAZ",0.0268915849001734,2018
"KAZ",0.0268915849001734,2019
"KAZ",0.0268915849001734,2020
"KEN",0.0262597295517342,2010
"KEN",0.0262597295517342,2011
"KEN",0.0262597295517342,2012
"KEN",0.0262597295517342,2013
"KEN",0.0262597295517342,2014
"KEN",0.0262597295517342,2015
"KEN",0.0262597295517342,2016
"KEN",0.0262597295517342,2017
"KEN",0.0262597295517342,2018
"KEN",0.0262597295517342,2019
"KEN",0.0262597295517342,2020
"KGZ",0.0264306532652349,2010
"KGZ",0.0264306532652349,2011
"KGZ",0.0264306532652349,2012
"KGZ",0.0264306532652349,2013
"KGZ",0.0264306532652349,2014
"KGZ",0.0264306532652349,2015
"KGZ",0.0264306532652349,2016
"KGZ",0.0264306532652349,2017
"KGZ",0.0264306532652349,2018
"KGZ",0.0264306532652349,2019
"KGZ",0.0264306532652349,2020
"KHM",0.0263562299507684,2010
"KHM",0.0263562299507684,2011
"KHM",0.0263562299507684,2012
"KHM",0.0263562299507684,2013
"KHM",0.0263562299507684,2014
"KHM",0.0263562299507684,2015
"KHM",0.0263562299507684,2016
"KHM",0.0263562299507684,2017
"KHM",0.0263562299507684,2018
"KHM",0.0263562299507684,2019
"KHM",0.0263562299507684,2020
"KIR",0.042,2010
"KIR",0.042,2011
"KIR",0.042,2012
"KIR",0.042,2013
"KIR",0.042,2014
"KIR",0.042,2015
"KIR",0.042,2016
"KIR",0.042,2017
"KIR",0.042,2018
"KIR",0.042,2019
"KIR",0.042,2020
"KNA",0.0270330873622654,2010
"KNA",0.0270330873622654,2011
"KNA",0.0270330873622654,2012
"KNA",0.0270330873622654,2013
"KNA",0.0270330873622654,2014
"KNA",0.0270330873622654,2015
"KNA",0.0270330873622654,2016
"KNA",0.0270330873622654,2017
"KNA",0.0270330873622654,2018
"KNA",0.0270330873622654,2019
"KNA",0.0270330873622654,2020
"KOR",0.02730677198083,2010
"KOR",0.02730677198083,2011
"KOR",0.02730677198083,2012
"KOR",0.02730677198083,2013
"KOR",0.02730677198083,2014
"KOR",0.02730677198083,2015
"KOR",0.02730677198083,2016
"KOR",0.02730677198083,2017
"KOR",0.02730677198083,2018
"KOR",0.02730677198083,2019
"KOR",0.02730677198083,2020
"KWT",0.0279521096021105,2010
"KWT",0.0279521096021105,2011
"KWT",0.0279521096021105,2012
"KWT",0.0279521096021105,2013
"KWT",0.0279521096021105,2014
"KWT",0.0279521096021105,2015
"KWT",0.0279521096021105,2016
"KWT",0.0279521096021105,2017
"KWT",0.0279521096021105,2018
"KWT",0.0279521096021105,2019
"KWT",0.0279521096021105,2020
"LAO",0.011,2010
"LAO",0.011,2011
"LAO",0.011,2012
"LAO",0.011,2013
"LAO",0.011,2014
"LAO",0.011,2015
"LAO",0.011,2016
"LAO",0.011,2017
"LAO",0.011,2018
"LAO",0.011,2019
"LAO",0.011,2020
"LBN",0.0267721295408605,2010
"LBN",0.0267721295408605,2011
"LBN",0.0267721295408605,2012
"LBN",0.0267721295408605,2013
"LBN",0.0267721295408605,2014
"LBN",0.0267721295408605,2015
"LBN",0.0267721295408605,2016
"LBN",0.0267721295408605,2017
"LBN",0.0267721295408605,2018
"LBN",0.0267721295408605,2019
"LBN",0.0267721295408605,2020
"LBR",0.0263424963961753,2010
"LBR",0.0263424963961753,2011
"LBR",0.0263424963961753,2012
"LBR",0.0263424963961753,2013
"LBR",0.0263424963961753,2014
"LBR",0.0263424963961753,2015
"LBR",0.0263424963961753,2016
"LBR",0.0263424963961753,2017
"LBR",0.0263424963961753,2018
"LBR",0.0263424963961753,2019
"LBR",0.0263424963961753,2020
"LBY",0.0265325771366733,2010
"LBY",0.0265325771366733,2011
"LBY",0.0265325771366733,2012
"LBY",0.0265325771366733,2013
"LBY",0.0265325771366733,2014
"LBY",0.0265325771366733,2015
"LBY",0.0265325771366733,2016
"LBY",0.0265325771366733,2017
"LBY",0.0265325771366733,2018
"LBY",0.0265325771366733,2019
"LBY",0.0265325771366733,2020
"LCA",0.026709860908233,2010
"LCA",0.026709860908233,2011
"LCA",0.026709860908233,2012
"LCA",0.026709860908233,2013
"LCA",0.026709860908233,2014
"LCA",0.026709860908233,2015
"LCA",0.026709860908233,2016
"LCA",0.026709860908233,2017
"LCA",0.026709860908233,2018
"LCA",0.026709860908233,2019
"LCA",0.026709860908233,2020
"LIE",0.0275969959627489,2010
"LIE",0.0275969959627489,2011
"LIE",0.0275969959627489,2012
"LIE",0.0275969959627489,2013
"LIE",0.0275969959627489,2014
"LIE",0.0275969959627489,2015
"LIE",0.0275969959627489,2016
"LIE",0.0275969959627489,2017
"LIE",0.0275969959627489,2018
"LIE",0.0275969959627489,2019
"LIE",0.0275969959627489,2020
"LKA",0.0265840953442741,2010
"LKA",0.0265840953442741,2011
"LKA",0.0265840953442741,2012
"LKA",0.0265840953442741,2013
"LKA",0.0265840953442741,2014
"LKA",0.0265840953442741,2015
"LKA",0.0265840953442741,2016
"LKA",0.0265840953442741,2017
"LKA",0.0265840953442741,2018
"LKA",0.0265840953442741,2019
"LKA",0.0265840953442741,2020
"LSO",0.0263662115340105,2010
"LSO",0.0263662115340105,2011
"LSO",0.0263662115340105,2012
"LSO",0.0263662115340105,2013
"LSO",0.0263662115340105,2014
"LSO",0.0263662115340105,2015
"LSO",0.0263662115340105,2016
"LSO",0.0263662115340105,2017
"LSO",0.0263662115340105,2018
"LSO",0.0263662115340105,2019
"LSO",0.0263662115340105,2020
"LTU",0.0273505964806435,2010
"LTU",0.0273505964806435,2011
"LTU",0.0273505964806435,2012
"LTU",0.0273505964806435,2013
"LTU",0.0273505964806435,2014
"LTU",0.0273505964806435,2015
"LTU",0.0273505964806435,2016
"LTU",0.0273505964806435,2017
"LTU",0.0273505964806435,2018
"LTU",0.0273505964806435,2019
"LTU",0.0273505964806435,2020
"LUX",0.0295136187330127,2010
"LUX",0.0295136187330127,2011
"LUX",0.0295136187330127,2012
"LUX",0.0295136187330127,2013
"LUX",0.0295136187330127,2014
"LUX",0.0295136187330127,2015
"LUX",0.0295136187330127,2016
"LUX",0.0295136187330127,2017
"LUX",0.0295136187330127,2018
"LUX",0.0295136187330127,2019
"LUX",0.0295136187330127,2020
"LVA",0.036,2010
"LVA",0.036,2011
"LVA",0.036,2012
"LVA",0.036,2013
"LVA",0.036,2014
"LVA",0.036,2015
"LVA",0.036,2016
"LVA",0.036,2017
"LVA",0.036,2018
"LVA",0.036,2019
"LVA",0.036,2020
"MAC",0.0295979028931003,2010
"MAC",0.0295979028931003,2011
"MAC",0.0295979028931003,2012
"MAC",0.0295979028931003,2013
"MAC",0.0295979028931003,2014
"MAC",0.0295979028931003,2015
"MAC",0.0295979028931003,2016
"MAC",0.0295979028931003,2017
"MAC",0.0295979028931003,2018
"MAC",0.0295979028931003,2019
"MAC",0.0295979028931003,2020
"MAF",0.0271678996506039,2010
"MAF",0.0271678996506039,2011
"MAF",0.0271678996506039,2012
"MAF",0.0271678996506039,2013
"MAF",0.0271678996506039,2014
"MAF",0.0271678996506039,2015
"MAF",0.0271678996506039,2016
"MAF",0.0271678996506039,2017
"MAF",0.0271678996506039,2018
"MAF",0.0271678996506039,2019
"MAF",0.0271678996506039,2020
"MAR",0.0263857759686444,2010
"MAR",0.0263857759686444,2011
"MAR",0.0263857759686444,2012
"MAR",0.0263857759686444,2013
"MAR",0.0263857759686444,2014
"MAR",0.0263857759686444,2015
"MAR",0.0263857759686444,2016
"MAR",0.0263857759686444,2017
"MAR",0.0263857759686444,2018
"MAR",0.0263857759686444,2019
"MAR",0.0263857759686444,2020
"MCO",0.0275406231674767,2010
"MCO",0.0275406231674767,2011
"MCO",0.0275406231674767,2012
"MCO",0.0275406231674767,2013
"MCO",0.0275406231674767,2014
"MCO",0.0275406231674767,2015
"MCO",0.0275406231674767,2016
"MCO",0.0275406231674767,2017
"MCO",0.0275406231674767,2018
"MCO",0.0275406231674767,2019
"MCO",0.0275406231674767,2020
"MDA",0.0265948576769955,2010
"MDA",0.0265948576769955,2011
"MDA",0.0265948576769955,2012
"MDA",0.0265948576769955,2013
"MDA",0.0265948576769955,2014
"MDA",0.0265948576769955,2015
"MDA",0.0265948576769955,2016
"MDA",0.0265948576769955,2017
"MDA",0.0265948576769955,2018
"MDA",0.0265948576769955,2019
"MDA",0.0265948576769955,2020
"MDG",0.0262706701946233,2010
"MDG",0.0262706701946233,2011
"MDG",0.0262706701946233,2012
"MDG",0.0262706701946233,2013
"MDG",0.0262706701946233,2014
"MDG",0.0262706701946233,2015
"MDG",0.0262706701946233,2016
"MDG",0.0262706701946233,2017
"MDG",0.0262706701946233,2018
"MDG",0.0262706701946233,2019
"MDG",0.0262706701946233,2020
"MDV",0.0268000486847052,2010
"MDV",0.0268000486847052,2011
"MDV",0.0268000486847052,2012
"MDV",0.0268000486847052,2013
"MDV",0.0268000486847052,2014
"MDV",0.0268000486847052,2015
"MDV",0.0268000486847052,2016
"MDV",0.0268000486847052,2017
"MDV",0.0268000486847052,2018
"MDV",0.0268000486847052,2019
"MDV",0.0268000486847052,2020
"MEX",0.026397637717347,2010
"MEX",0.026397637717347,2011
"MEX",0.026397637717347,2012
"MEX",0.026397637717347,2013
"MEX",0.026397637717347,2014
"MEX",0.026397637717347,2015
"MEX",0.026397637717347,2016
"MEX",0.026397637717347,2017
"MEX",0.026397637717347,2018
"MEX",0.026397637717347,2019
"MEX",0.026397637717347,2020
"MHL",0.0264193803795473,2010
"MHL",0.0264193803795473,2011
"MHL",0.0264193803795473,2012
"MHL",0.0264193803795473,2013
"MHL",0.0264193803795473,2014
"MHL",0.0264193803795473,2015
"MHL",0.0264193803795473,2016
"MHL",0.0264193803795473,2017
"MHL",0.0264193803795473,2018
"MHL",0.0264193803795473,2019
"MHL",0.0264193803795473,2020
"MKD",0.009,2010
"MKD",0.009,2011
"MKD",0.009,2012
"MKD",0.009,2013
"MKD",0.009,2014
"MKD",0.009,2015
"MKD",0.009,2016
"MKD",0.009,2017
"MKD",0.009,2018
"MKD",0.009,2019
"MKD",0.009,2020
"MLI",0.0263155912978893,2010
"MLI",0.0263155912978893,2011
"MLI",0.0263155912978893,2012
"MLI",0.0263155912978893,2013
"MLI",0.0263155912978893,2014
"MLI",0.0263155912978893,2015
"MLI",0.0263155912978893,2016
"MLI",0.0263155912978893,2017
"MLI",0.0263155912978893,2018
"MLI",0.0263155912978893,2019
"MLI",0.0263155912978893,2020
"MLT",0.0275388009844037,2010
"MLT",0.0275388009844037,2011
"MLT",0.0275388009844037,2012
"MLT",0.0275388009844037,2013
"MLT",0.0275388009844037,2014
"MLT",0.0275388009844037,2015
"MLT",0.0275388009844037,2016
"MLT",0.0275388009844037,2017
"MLT",0.0275388009844037,2018
"MLT",0.0275388009844037,2019
"MLT",0.0275388009844037,2020
"MMR",0.0261797992517843,2010
"MMR",0.0261797992517843,2011
"MMR",0.0261797992517843,2012
"MMR",0.0261797992517843,2013
"MMR",0.0261797992517843,2014
"MMR",0.0261797992517843,2015
"MMR",0.0261797992517843,2016
"MMR",0.0261797992517843,2017
"MMR",0.0261797992517843,2018
"MMR",0.0261797992517843,2019
"MMR",0.0261797992517843,2020
"MNE",0.0268962744114733,2010
"MNE",0.0268962744114733,2011
"MNE",0.0268962744114733,2012
"MNE",0.0268962744114733,2013
"MNE",0.0268962744114733,2014
"MNE",0.0268962744114733,2015
"MNE",0.0268962744114733,2016
"MNE",0.0268962744114733,2017
"MNE",0.0268962744114733,2018
"MNE",0.0268962744114733,2019
"MNE",0.0268962744114733,2020
"MNG",0.0266129991813438,2010
"MNG",0.0266129991813438,2011
"MNG",0.0266129991813438,2012
"MNG",0.0266129991813438,2013
"MNG",0.0266129991813438,2014
"MNG",0.0266129991813438,2015
"MNG",0.0266129991813438,2016
"MNG",0.0266129991813438,2017
"MNG",0.0266129991813438,2018
"MNG",0.0266129991813438,2019
"MNG",0.0266129991813438,2020
"MNP",0.042,2010
"MNP",0.042,2011
"MNP",0.042,2012
"MNP",0.042,2013
"MNP",0.042,2014
"MNP",0.042,2015
"MNP",0.042,2016
"MNP",0.042,2017
"MNP",0.042,2018
"MNP",0.042,2019
"MNP",0.042,2020
"MOZ",0.0262524233171753,2010
"MOZ",0.0262524233171753,2011
"MOZ",0.0262524233171753,2012
"MOZ",0.0262524233171753,2013
"MOZ",0.0262524233171753,2014
"MOZ",0.0262524233171753,2015
"MOZ",0.0262524233171753,2016
"MOZ",0.0262524233171753,2017
"MOZ",0.0262524233171753,2018
"MOZ",0.0262524233171753,2019
"MOZ",0.0262524233171753,2020
"MRT",0.0264390291406285,2010
"MRT",0.0264390291406285,2011
"MRT",0.0264390291406285,2012
"MRT",0.0264390291406285,2013
"MRT",0.0264390291406285,2014
"MRT",0.0264390291406285,2015
"MRT",0.0264390291406285,2016
"MRT",0.0264390291406285,2017
"MRT",0.0264390291406285,2018
"MRT",0.0264390291406285,2019
"MRT",0.0264390291406285,2020
"MUS",0.026890969050142,2010
"MUS",0.026890969050142,2011
"MUS",0.026890969050142,2012
"MUS",0.026890969050142,2013
"MUS",0.026890969050142,2014
"MUS",0.026890969050142,2015
"MUS",0.026890969050142,2016
"MUS",0.026890969050142,2017
"MUS",0.026890969050142,2018
"MUS",0.026890969050142,2019
"MUS",0.026890969050142,2020
"MWI",0.0262852957539787,2010
"MWI",0.0262852957539787,2011
"MWI",0.0262852957539787,2012
"MWI",0.0262852957539787,2013
"MWI",0.0262852957539787,2014
"MWI",0.0262852957539787,2015
"MWI",0.0262852957539787,2016
"MWI",0.0262852957539787,2017
"MWI",0.0262852957539787,2018
"MWI",0.0262852957539787,2019
"MWI",0.0262852957539787,2020
"MYS",0.03,2010
"MYS",0.03,2011
"MYS",0.03,2012
"MYS",0.03,2013
"MYS",0.03,2014
"MYS",0.03,2015
"MYS",0.03,2016
"MYS",0.03,2017
"MYS",0.03,2018
"MYS",0.03,2019
"MYS",0.03,2020
"NAM",0.0264844622299358,2010
"NAM",0.0264844622299358,2011
"NAM",0.0264844622299358,2012
"NAM",0.0264844622299358,2013
"NAM",0.0264844622299358,2014
"NAM",0.0264844622299358,2015
"NAM",0.0264844622299358,2016
"NAM",0.0264844622299358,2017
"NAM",0.0264844622299358,2018
"NAM",0.0264844622299358,2019
"NAM",0.0264844622299358,2020
"NCL",0.042,2010
"NCL",0.042,2011
"NCL",0.042,2012
"NCL",0.042,2013
"NCL",0.042,2014
"NCL",0.042,2015
"NCL",0.042,2016
"NCL",0.042,2017
"NCL",0.042,2018
"NCL",0.042,2019
"NCL",0.042,2020
"NER",0.0263147155048241,2010
"NER",0.0263147155048241,2011
"NER",0.0263147155048241,2012
"NER",0.0263147155048241,2013
"NER",0.0263147155048241,2014
"NER",0.0263147155048241,2015
"NER",0.0263147155048241,2016
"NER",0.0263147155048241,2017
"NER",0.0263147155048241,2018
"NER",0.0263147155048241,2019
"NER",0.0263147155048241,2020
"NGA",0.0258836381108294,2010
"NGA",0.0258836381108294,2011
"NGA",0.0258836381108294,2012
"NGA",0.0258836381108294,2013
"NGA",0.0258836381108294,2014
"NGA",0.0258836381108294,2015
"NGA",0.0258836381108294,2016
"NGA",0.0258836381108294,2017
"NGA",0.0258836381108294,2018
"NGA",0.0258836381108294,2019
"NGA",0.0258836381108294,2020
"NIC",0.0264260492291611,2010
"NIC",0.0264260492291611,2011
"NIC",0.0264260492291611,2012
"NIC",0.0264260492291611,2013
"NIC",0.0264260492291611,2014
"NIC",0.0264260492291611,2015
"NIC",0.0264260492291611,2016
"NIC",0.0264260492291611,2017
"NIC",0.0264260492291611,2018
"NIC",0.0264260492291611,2019
"NIC",0.0264260492291611,2020
"NLD",0.0278447460533308,2010
"NLD",0.0278447460533308,2011
"NLD",0.0278447460533308,2012
"NLD",0.0278447460533308,2013
"NLD",0.0278447460533308,2014
"NLD",0.0278447460533308,2015
"NLD",0.0278447460533308,2016
"NLD",0.0278447460533308,2017
"NLD",0.0278447460533308,2018
"NLD",0.0278447460533308,2019
"NLD",0.0278447460533308,2020
"NOR",0.0281155823726709,2010
"NOR",0.0281155823726709,2011
"NOR",0.0281155823726709,2012
"NOR",0.0281155823726709,2013
"NOR",0.0281155823726709,2014
"NOR",0.0281155823726709,2015
"NOR",0.0281155823726709,2016
"NOR",0.0281155823726709,2017
"NOR",0.0281155823726709,2018
"NOR",0.0281155823726709,2019
"NOR",0.0281155823726709,2020
"NPL",0.009,2010
"NPL",0.009,2011
"NPL",0.009,2012
"NPL",0.009,2013
"NPL",0.009,2014
"NPL",0.009,2015
"NPL",0.009,2016
"NPL",0.009,2017
"NPL",0.009,2018
"NPL",0.009,2019
"NPL",0.009,2020
"NRU",0.042,2010
"NRU",0.042,2011
"NRU",0.042,2012
"NRU",0.042,2013
"NRU",0.042,2014
"NRU",0.042,2015
"NRU",0.042,2016
"NRU",0.042,2017
"NRU",0.042,2018
"NRU",0.042,2019
"NRU",0.042,2020
"NZL",0.01,2010
"NZL",0.01,2011
"NZL",0.01,2012
"NZL",0.01,2013
"NZL",0.01,2014
"NZL",0.01,2015
"NZL",0.01,2016
"NZL",0.01,2017
"NZL",0.01,2018
"NZL",0.01,2019
"NZL",0.01,2020
"OMN",0.027157696925122,2010
"OMN",0.027157696925122,2011
"OMN",0.027157696925122,2012
"OMN",0.027157696925122,2013
"OMN",0.027157696925122,2014
"OMN",0.027157696925122,2015
"OMN",0.027157696925122,2016
"OMN",0.027157696925122,2017
"OMN",0.027157696925122,2018
"OMN",0.027157696925122,2019
"OMN",0.027157696925122,2020
"PAK",0.02,2010
"PAK",0.02,2011
"PAK",0.02,2012
"PAK",0.02,2013
"PAK",0.02,2014
"PAK",0.02,2015
"PAK",0.02,2016
"PAK",0.02,2017
"PAK",0.02,2018
"PAK",0.02,2019
"PAK",0.02,2020
"PAN",0.0270989405160391,2010
"PAN",0.0270989405160391,2011
"PAN",0.0270989405160391,2012
"PAN",0.0270989405160391,2013
"PAN",0.0270989405160391,2014
"PAN",0.0270989405160391,2015
"PAN",0.0270989405160391,2016
"PAN",0.0270989405160391,2017
"PAN",0.0270989405160391,2018
"PAN",0.0270989405160391,2019
"PAN",0.0270989405160391,2020
"PER",0.0125,2010
"PER",0.0125,2011
"PER",0.0125,2012
"PER",0.0125,2013
"PER",0.0125,2014
"PER",0.0125,2015
"PER",0.0125,2016
"PER",0.0125,2017
"PER",0.0125,2018
"PER",0.0125,2019
"PER",0.0125,2020
"PHL",0.0037,2010
"PHL",0.0037,2011
"PHL",0.0037,2012
"PHL",0.0037,2013
"PHL",0.0037,2014
"PHL",0.0037,2015
"PHL",0.0037,2016
"PHL",0.0037,2017
"PHL",0.0037,2018
"PHL",0.0037,2019
"PHL",0.0037,2020
"PLW",0.01,2010
"PLW",0.01,2011
"PLW",0.01,2012
"PLW",0.01,2013
"PLW",0.01,2014
"PLW",0.01,2015
"PLW",0.01,2016
"PLW",0.01,2017
"PLW",0.01,2018
"PLW",0.01,2019
"PLW",0.01,2020
"PNG",0.0263990913104321,2010
"PNG",0.0263990913104321,2011
"PNG",0.0263990913104321,2012
"PNG",0.0263990913104321,2013
"PNG",0.0263990913104321,2014
"PNG",0.0263990913104321,2015
"PNG",0.0263990913104321,2016
"PNG",0.0263990913104321,2017
"PNG",0.0263990913104321,2018
"PNG",0.0263990913104321,2019
"PNG",0.0263990913104321,2020
"POL",0.0271082309271035,2010
"POL",0.0271082309271035,2011
"POL",0.0271082309271035,2012
"POL",0.0271082309271035,2013
"POL",0.0271082309271035,2014
"POL",0.0271082309271035,2015
"POL",0.0271082309271035,2016
"POL",0.0271082309271035,2017
"POL",0.0271082309271035,2018
"POL",0.0271082309271035,2019
"POL",0.0271082309271035,2020
"PRI",0.0272650824558039,2010
"PRI",0.0272650824558039,2011
"PRI",0.0272650824558039,2012
"PRI",0.0272650824558039,2013
"PRI",0.0272650824558039,2014
"PRI",0.0272650824558039,2015
"PRI",0.0272650824558039,2016
"PRI",0.0272650824558039,2017
"PRI",0.0272650824558039,2018
"PRI",0.0272650824558039,2019
"PRI",0.0272650824558039,2020
"PRT",0.0272583927387764,2010
"PRT",0.0272583927387764,2011
"PRT",0.0272583927387764,2012
"PRT",0.0272583927387764,2013
"PRT",0.0272583927387764,2014
"PRT",0.0272583927387764,2015
"PRT",0.0272583927387764,2016
"PRT",0.0272583927387764,2017
"PRT",0.0272583927387764,2018
"PRT",0.0272583927387764,2019
"PRT",0.0272583927387764,2020
"PRY",0.0266241039814989,2010
"PRY",0.0266241039814989,2011
"PRY",0.0266241039814989,2012
"PRY",0.0266241039814989,2013
"PRY",0.0266241039814989,2014
"PRY",0.0266241039814989,2015
"PRY",0.0266241039814989,2016
"PRY",0.0266241039814989,2017
"PRY",0.0266241039814989,2018
"PRY",0.0266241039814989,2019
"PRY",0.0266241039814989,2020
"PSE",0.026470672025036,2010
"PSE",0.026470672025036,2011
"PSE",0.026470672025036,2012
"PSE",0.026470672025036,2013
"PSE",0.026470672025036,2014
"PSE",0.026470672025036,2015
"PSE",0.026470672025036,2016
"PSE",0.026470672025036,2017
"PSE",0.026470672025036,2018
"PSE",0.026470672025036,2019
"PSE",0.026470672025036,2020
"PYF",0.0280221018140145,2010
