,Nation,Year,frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass
4240,Mexico,2011,0.0,0.6283683063868822,0.09012727898176813,0.07854603829836028,0.024997133356266483,0.0,0.07854603829836028,0.09941520467836257,0.0
4241,Mexico,2012,0.0,0.6215889232423711,0.09060357574942866,0.07769861540529639,0.028677689653627277,0.0,0.07769861540529639,0.10373258054397991,0.0
4242,Mexico,2013,0.0,0.6131293395591175,0.09218355024229781,0.07664116744488969,0.03112892009139981,0.0,0.07664116744488969,0.11027585521740571,0.0
4243,Mexico,2014,0.0,0.5959991206858649,0.09078918443613979,0.07449989008573311,0.034293251264014064,0.0,0.07449989008573311,0.12991866344251482,0.0
4244,Mexico,2015,0.0,0.5908423326133909,0.09244060475161987,0.07385529157667386,0.03930885529157667,0.0,0.07385529157667386,0.12969762419006478,0.0
4245,Mexico,2016,0.0,0.5799002999633138,0.09320442823539565,0.07248753749541423,0.04218908478819137,0.0,0.07248753749541423,0.13973111202227062,0.0
4246,Mexico,2017,0.0,0.5878649635036496,0.09717153284671531,0.0734831204379562,0.04413777372262773,0.0,0.0734831204379562,0.12385948905109485,0.0
4247,Mexico,2018,0.0,0.5769568239570633,0.09933110749000079,0.07211960299463291,0.05412673632872591,0.0,0.07211960299463291,0.1253461262349442,0.0
4248,Mexico,2019,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4249,Mexico,2020,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4250,Mexico,2021,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4251,Mexico,2022,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4252,Mexico,2023,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4253,Mexico,2024,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4254,Mexico,2025,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4255,Mexico,2026,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4256,Mexico,2027,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4257,Mexico,2028,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4258,Mexico,2029,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4259,Mexico,2030,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4260,Mexico,2031,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4261,Mexico,2032,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4262,Mexico,2033,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4263,Mexico,2034,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4264,Mexico,2035,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4265,Mexico,2036,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4266,Mexico,2037,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4267,Mexico,2038,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4268,Mexico,2039,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4269,Mexico,2040,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4270,Mexico,2041,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4271,Mexico,2042,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4272,Mexico,2043,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4273,Mexico,2044,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4274,Mexico,2045,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4275,Mexico,2046,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4276,Mexico,2047,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4277,Mexico,2048,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4278,Mexico,2049,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
4279,Mexico,2050,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0
