Year,prodinit_ippu_plastic_tonne,iso_code3
2040,6615344.96749172,"MEX"
2041,6670065.87656246,"MEX"
2042,6725239.42686419,"MEX"
2043,6780869.3625614,"MEX"
2044,6836959.45878959,"MEX"
2045,6893513.5219115,"MEX"
2046,6950535.3897754,"MEX"
2047,7008028.93197552,"MEX"
2048,7065998.05011467,"MEX"
2049,7124446.67806898,"MEX"
2050,7183378.78225488,"MEX"
2021,1275.168,"MHL"
2022,2881.1269635041,"MHL"
2023,6509.64624255812,"MHL"
2024,14707.9579414692,"MHL"
2025,33231.3030151721,"MHL"
2026,75083.1287715717,"MHL"
2027,169643.550346327,"MHL"
2028,383294.285213689,"MHL"
2029,866018.830527577,"MHL"
2030,1956691.35638229,"MHL"
2031,4420967.45380093,"MHL"
2032,9988776.80111163,"MHL"
2033,22568739.314433,"MHL"
2034,50992028.7923693,"MHL"
2035,115211885.082964,"MHL"
2036,260310852.082755,"MHL"
2037,588148867.308741,"MHL"
2038,1328869262.84035,"MHL"
2039,3002460118.30689,"MHL"
2040,6783787550.89501,"MHL"
2041,15327355475.9585,"MHL"
2042,34630775820.1243,"MHL"
2043,78245111218.6204,"MHL"
2044,176787764196.047,"MHL"
2045,399435991369.635,"MHL"
2046,902489558182.958,"MHL"
2047,2039093672646.92,"MHL"
2048,4607148047452.28,"MHL"
2049,10409435042574.8,"MHL"
2050,23519178630585.7,"MHL"
2021,50473.07,"MKD"
2022,52261.3792586322,"MKD"
2023,54113.0500287498,"MKD"
2024,56030.3272694495,"MKD"
2025,58015.5354808808,"MKD"
2026,60071.0815224623,"MKD"
2027,62199.457530949,"MKD"
2028,64403.2439418904,"MKD"
2029,66685.1126181416,"MKD"
2030,69047.8300892198,"MKD"
2031,71494.2609054356,"MKD"
2032,74027.3711108631,"MKD"
2033,76650.2318393616,"MKD"
2034,79366.0230380075,"MKD"
2035,82178.0373224504,"MKD"
2036,85089.6839688691,"MKD"
2037,88104.4930473662,"MKD"
2038,91226.1197018118,"MKD"
2039,94458.348581328,"MKD"
2040,97805.0984287832,"MKD"
2041,101270.426831863,"MKD"
2042,104858.535142474,"MKD"
2043,108573.773570449,"MKD"
2044,112420.646457727,"MKD"
2045,116403.817739398,"MKD"
2046,120528.116598245,"MKD"
2047,124798.543319626,"MKD"
2048,129220.275353804,"MKD"
2049,133798.673593067,"MKD"
2050,138539.288871258,"MKD"
2021,25278.06,"MLI"
2022,26542.559744218,"MLI"
2023,27870.3143269453,"MLI"
2024,29264.487983377,"MLI"
2025,30728.4032351665,"MLI"
2026,32265.5488084857,"MLI"
2027,33879.5879481738,"MLI"
2028,35574.3671477911,"MLI"
2029,37353.9253163808,"MLI"
2030,39222.5034037856,"MLI"
2031,41184.5545074572,"MLI"
2032,43244.7544848453,"MLI"
2033,45408.0130966556,"MLI"
2034,47679.4857075352,"MLI"
2035,50064.5855720669,"MLI"
2036,52568.9967353548,"MLI"
2037,55198.6875789422,"MLI"
2038,57959.9250443468,"MLI"
2039,60859.2895681066,"MLI"
2040,63903.6907639326,"MLI"
2041,67100.3838893379,"MLI"
2042,70456.9871359873,"MLI"
2043,73981.4997849734,"MLI"
2044,77682.3212702838,"MLI"
2045,81568.2711958927,"MLI"
2046,85648.6103541791,"MLI"
2047,89933.0627957624,"MLI"
2048,94431.8390033505,"MLI"
2049,99155.6602248278,"MLI"
2050,104115.784023571,"MLI"
2021,19735.32,"MLT"
2022,20076.5213562325,"MLT"
2023,20423.6216979131,"MLT"
2024,20776.7230118268,"MLT"
2025,21135.9290479946,"MLT"
2026,21501.3453501579,"MLT"
2027,21873.0792867901,"MLT"
2028,22251.2400826441,"MLT"
2029,22635.9388508451,"MLT"
2030,23027.2886255386,"MLT"
2031,23425.4043951025,"MLT"
2032,23830.4031359338,"MLT"
2033,24242.4038468191,"MLT"
2034,24661.5275838991,"MLT"
2035,25087.8974962386,"MLT"
2036,25521.6388620101,"MLT"
2037,25962.8791253042,"MLT"
2038,26411.7479335755,"MLT"
2039,26868.3771757366,"MLT"
2040,27332.90102091,"MLT"
2041,27805.4559578506,"MLT"
2042,28286.1808350495,"MLT"
2043,28775.2169015311,"MLT"
2044,29272.7078483557,"MLT"
2045,29778.7998508394,"MLT"
2046,30293.6416115042,"MLT"
2047,30817.3844037703,"MLT"
2048,31350.1821164045,"MLT"
2049,31892.1912987361,"MLT"
2050,32443.5712066552,"MLT"
2021,323598.4,"MMR"
2022,336038.152121407,"MMR"
2023,348956.112518386,"MMR"
2024,362370.664447501,"MMR"
2025,376300.897853465,"MMR"
2026,390766.636535609,"MMR"
2027,405788.466358683,"MMR"
2028,421387.76454813,"MMR"
2029,437586.730111533,"MMR"
2030,454408.415429521,"MMR"
2031,471876.759061086,"MMR"
2032,490016.619810004,"MMR"
2033,508853.812100838,"MMR"
2034,528415.142714856,"MMR"
2035,548728.448938159,"MMR"
2036,569822.638176285,"MMR"
2037,591727.729091688,"MMR"
2038,614474.894322615,"MMR"
2039,638096.504844178,"MMR"
2040,662626.176034758,"MMR"
2041,688098.815513285,"MMR"
2042,714550.672815481,"MMR"
2043,742019.390979752,"MMR"
2044,770544.060116143,"MMR"
2045,800165.273034585,"MMR"
2046,830925.183011607,"MMR"
2047,862867.563777701,"MMR"
2048,896037.871810735,"MMR"
2049,930483.311024027,"MMR"
2050,966252.899941169,"MMR"
2021,12966.11,"MNE"
2022,13520.2717895887,"MNE"
2023,14098.1180372793,"MNE"
2024,14700.660998998,"MNE"
2025,15328.9561937281,"MNE"
2026,15984.10425254,"MNE"
2027,16667.2528466488,"MNE"
2028,17379.5986978737,"MNE"
2029,18122.3896750246,"MNE"
2030,18896.9269798859,"MNE"
2031,19704.5674266274,"MNE"
2032,20546.7258186363,"MNE"
2033,21424.8774269324,"MNE"
2034,22340.5605745091,"MNE"
2035,23295.3793311281,"MNE"
2036,24291.0063232857,"MNE"
2037,25329.185664277,"MNE"
2038,26411.7360094877,"MNE"
2039,27540.5537422666,"MNE"
2040,28717.6162959606,"MNE"
2041,29944.9856179307,"MNE"
2042,31224.8117816174,"MNE"
2043,32559.3367529828,"MNE"
2044,33950.8983179281,"MNE"
2045,35401.9341775657,"MNE"
2046,36914.9862185201,"MNE"
2047,38492.7049657386,"MNE"
2048,40137.8542256108,"MNE"
2049,41853.3159275333,"MNE"
2050,43642.0951723971,"MNE"
2021,17097.78,"MNG"
2022,17898.1022096594,"MNG"
2023,18735.8863377243,"MNG"
2024,19612.8859220993,"MNG"
2025,20530.9365812476,"MNG"
2026,21491.9598562624,"MNG"
2027,22497.96723278,"MNG"
2028,23551.0643511535,"MNG"
2029,24653.4554136977,"MNG"
2030,25807.4477982313,"MNG"
2031,27015.4568875722,"MNG"
2032,28280.0111250943,"MNG"
2033,29603.7573069278,"MNG"
2034,30989.4661218794,"MNG"
2035,32440.0379506682,"MNG"
2036,33958.5089366157,"MNG"
2037,35548.0573404958,"MNG"
2038,37212.0101928454,"MNG"
2039,38953.8502576612,"MNG"
2040,40777.2233220564,"MNG"
2041,42685.9458271351,"MNG"
2042,44684.0128560579,"MNG"
2043,46775.6064960165,"MNG"
2044,48965.1045916202,"MNG"
2045,51257.0899080163,"MNG"
2046,53656.3597229219,"MNG"
2047,56167.9358676453,"MNG"
2048,58797.0752381135,"MNG"
2049,61549.2807979043,"MNG"
2050,64430.3130963154,"MNG"
2021,206.4236,"MNP"
2022,227.41495268092,"MNP"
2023,250.540929926932,"MNP"
2024,276.018603124676,"MNP"
2025,304.087117793952,"MNP"
2026,335.009938320952,"MNP"
2027,369.077320959896,"MNP"
2028,406.609038315848,"MNP"
2029,447.957380881997,"MNP"
2030,493.510463805243,"MNP"
2031,543.695869918983,"MNP"
2032,598.984663238297,"MNP"
2033,659.895810590136,"MNP"
2034,727.001052882001,"MNP"
2035,800.930271733169,"MNP"
2036,882.377401842206,"MNP"
2037,972.106944587044,"MNP"
2038,1070.96114399737,"MNP"
2039,1179.86789245642,"MNP"
2040,1299.84944033876,"MNP"
2041,1432.03199133703,"MNP"
2042,1577.6562735437,"MNP"
2043,1738.08918551317,"MNP"
2044,1914.83662661971,"MNP"
2045,2109.5576321429,"MNP"
2046,2324.07994575935,"MNP"
2047,2560.4171756114,"MNP"
2048,2820.78769498779,"MNP"
2049,3107.6354650271,"MNP"
2050,3423.65297489573,"MNP"
2021,37693.09,"MOZ"
2022,39397.4858496371,"MOZ"
2023,41178.9506053326,"MOZ"
2024,43040.9691478332,"MOZ"
2025,44987.1839362712,"MOZ"
2026,47021.4021335016,"MOZ"
2027,49147.6030536293,"MOZ"
2028,51369.945946298,"MOZ"
2029,53692.7781329654,"MOZ"
2030,56120.6435110841,"MOZ"
2031,58658.2914428206,"MOZ"
2032,61310.6860457027,"MOZ"
2033,64083.0159033689,"MOZ"
2034,66980.7042154158,"MOZ"
2035,70009.4194061981,"MOZ"
2036,73175.0862133352,"MOZ"
2037,76483.8972776137,"MOZ"
2038,79942.3252569605,"MOZ"
2039,83557.1354881807,"MOZ"
2040,87335.3992212316,"MOZ"
2041,91284.5074519197,"MOZ"
2042,95412.1853800816,"MOZ"
2043,99726.5075215303,"MOZ"
2044,104235.91350333,"MOZ"
2045,108949.224573295,"MOZ"
2046,113875.660856017,"MOZ"
2047,119024.859389162,"MOZ"
2048,124406.892975332,"MOZ"
2049,130032.289886368,"MOZ"
2050,135912.054458631,"MOZ"
2021,12690.31,"MRT"
2022,13887.9666229705,"MRT"
2023,15198.6529029427,"MRT"
2024,16633.0360905432,"MRT"
2025,18202.7901654197,"MRT"
2026,19920.6908469757,"MRT"
2027,21800.7195718082,"MRT"
2028,23858.1772840861,"MRT"
2029,26109.8089649742,"MRT"
2030,28573.9399146039,"MRT"
2031,31270.6248957498,"MRT"
2032,34221.8113530405,"MRT"
2033,37451.5180360936,"MRT"
2034,40986.0304803307,"MRT"
2035,44854.1149364266,"MRT"
2036,49087.2524894959,"MRT"
2037,53719.8952734366,"MRT"
2038,58789.746865676,"MRT"
2039,64338.0691443624,"MRT"
2040,70410.0181054105,"MRT"
2041,77055.0113725109,"MRT"
2042,84327.1303911444,"MRT"
2043,92285.5605799302,"MRT"
2044,100995.073021557,"MRT"
2045,110526.551613621,"MRT"
2046,120957.569969685,"MRT"
2047,132373.022765764,"MRT"
2048,144865.816670565,"MRT"
2049,158537.626482739,"MRT"
2050,173499.722629096,"MRT"
2021,26795.41,"MUS"
2022,28138.4795991109,"MUS"
2023,29548.868039324,"MUS"
2024,31029.9495511112,"MUS"
2025,32585.2674919094,"MUS"
2026,34218.5428232919,"MUS"
2027,35933.6830130423,"MUS"
2028,37734.7913834276,"MUS"
2029,39626.1769280367,"MUS"
2030,41612.3646206691,"MUS"
2031,43698.1062409369,"MUS"
2032,45888.3917424807,"MUS"
2033,48188.4611909952,"MUS"
2034,50603.817300626,"MUS"
2035,53140.2385987302,"MUS"
2036,55803.7932504954,"MUS"
2037,58600.853576492,"MUS"
2038,61538.1112978905,"MUS"
2039,64622.5935458166,"MUS"
2040,67861.6796731455,"MUS"
2041,71263.1189089551,"MUS"
2042,74835.0488978766,"MUS"
2043,78586.0151686938,"MUS"
2044,82524.9915787709,"MUS"
2045,86661.4017832176,"MUS"
2046,91005.1417801565,"MUS"
2047,95566.6035860296,"MUS"
2048,100356.700097584,"MUS"
2049,105386.891200022,"MUS"
2050,110669.211183764,"MUS"
2021,2200039,"MYS"
2022,2351620.81786459,"MYS"
2023,2513646.56309008,"MYS"
2024,2686835.81814522,"MYS"
2025,2871957.7444466,"MYS"
2026,3069834.49832846,"MYS"
2027,3281344.88237169,"MYS"
2028,3507428.24830773,"MYS"
2029,3749088.66883123,"MYS"
2030,4007399.39684877,"MYS"
2031,4283507.63196815,"MYS"
2032,4578639.61539689,"MYS"
2033,4894106.07587722,"MYS"
2034,5231308.05084385,"MYS"
2035,5591743.10865718,"MYS"
2036,5977011.99954596,"MYS"
2037,6388825.76479723,"MYS"
2038,6829013.3357667,"MYS"
2039,7299529.65645786,"MYS"
2040,7802464.36574364,"MYS"
2041,8340051.0777897,"MYS"
2042,8914677.30189523,"MYS"
2043,9528895.04580681,"MYS"
2044,10185432.1495965,"MYS"
2045,10887204.4004394,"MYS"
2046,11637328.4820952,"MYS"
2047,12439135.8166031,"MYS"
2048,13296187.3596645,"MYS"
2049,14212289.4154218,"MYS"
2050,15191510.5408688,"MYS"
2021,32633.98,"NAM"
2022,34064.0677172453,"NAM"
2023,35556.8248017886,"NAM"
2024,37114.9975534199,"NAM"
2025,38741.4526204003,"NAM"
2026,40439.1822733778,"NAM"
2027,42211.3099104176,"NAM"
2028,44061.0958032729,"NAM"
2029,45991.9430954705,"NAM"
2030,48007.4040632433,"NAM"
2031,50111.1866508307,"NAM"
2032,52307.161292169,"NAM"
2033,54599.3680315216,"NAM"
2034,56992.023956151,"NAM"
2035,59489.5309547041,"NAM"
2036,62096.4838155874,"NAM"
2037,64817.6786802283,"NAM"
2038,67658.1218667764,"NAM"
2039,70623.039080477,"NAM"
2040,73717.8850276623,"NAM"
2041,76948.3534510468,"NAM"
2042,80320.3876047907,"NAM"
2043,83840.191188601,"NAM"
2044,87514.2397609883,"NAM"
2045,91349.2926526752,"NAM"
2046,95352.4054020743,"NAM"
2047,99530.9427357156,"NAM"
2048,103892.592117501,"NAM"
2049,108445.377891716,"NAM"
2050,113197.676045817,"NAM"
2021,11684.27,"NCL"
2022,11822.8973472326,"NCL"
2023,11963.1694306277,"NCL"
2024,12105.1057640625,"NCL"
2025,12248.7260929356,"NCL"
2026,12394.0503969137,"NCL"
2027,12541.0988927112,"NCL"
2028,12689.8920369024,"NCL"
2029,12840.4505287675,"NCL"
2030,12992.795313172,"NCL"
2031,13146.9475834809,"NCL"
2032,13302.9287845062,"NCL"
2033,13460.760615491,"NCL"
2034,13620.4650331276,"NCL"
2035,13782.0642546123,"NCL"
2036,13945.580760736,"NCL"
2037,14111.0372990118,"NCL"
2038,14278.4568868391,"NCL"
2039,14447.862814706,"NCL"
2040,14619.2786494294,"NCL"
2041,14792.7282374332,"NCL"
2042,14968.2357080658,"NCL"
2043,15145.8254769569,"NCL"
2044,15325.5222494141,"NCL"
2045,15507.3510238597,"NCL"
2046,15691.3370953081,"NCL"
2047,15877.5060588853,"NCL"
2048,16065.8838133888,"NCL"
2049,16256.4965648913,"NCL"
2050,16449.3708303856,"NCL"
2021,11273.98,"NER"
2022,13336.2317902895,"NER"
2023,15775.7134893205,"NER"
2024,18661.4285062396,"NER"
2025,22075.0024478603,"NER"
2026,26112.9919882662,"NER"
2027,30889.6160799906,"NER"
2028,36539.9867620671,"NER"
2029,43223.9309518943,"NER"
2030,51130.5113244775,"NER"
2031,60483.374157064,"NER"
2032,71547.0754088098,"NER"
2033,84634.5639755625,"NER"
2034,100116.03379181,"NER"
2035,118429.395171185,"NER"
2036,140092.66157885,"NER"
2037,165718.602209169,"NER"
2038,196032.074832869,"NER"
2039,231890.529192222,"NER"
2040,274308.260905232,"NER"
2041,324485.101927039,"NER"
2042,383840.359109624,"NER"
2043,454052.960849133,"NER"
2044,537108.947412653,"NER"
2045,635357.648260293,"NER"
2046,751578.135399612,"NER"
2047,889057.832478223,"NER"
2048,1051685.50315878,"NER"
2049,1244061.24905426,"NER"
2050,1471626.62863556,"NER"
2021,1849400,"NGA"
2022,2136207.004834,"NGA"
2023,2467492.35833343,"NGA"
2024,2850153.8121803,"NGA"
2025,3292158.82904395,"NGA"
2026,3802710.47454839,"NGA"
2027,4392439.03594998,"NGA"
2028,5073623.35725243,"NGA"
2029,5860446.49921706,"NGA"
2030,6769291.04741126,"NGA"
2031,7819080.21695686,"NGA"
2032,9031671.85618157,"NGA"
2033,10432313.552794,"NGA"
2034,12050168.3184293,"NGA"
2035,13918921.7969382,"NGA"
2036,16077483.6392105,"NGA"
2037,18570797.6479861,"NGA"
2038,21450777.5608212,"NGA"
2039,24777387.9553165,"NGA"
2040,28619892.7823276,"NGA"
2041,33058297.5230919,"NGA"
2042,38185014.9976832,"NGA"
2043,44106789.5088906,"NGA"
2044,50946919.3844657,"NGA"
2045,58847824.1936892,"NGA"
2046,67974010.0907314,"NGA"
2047,78515495.0267532,"NGA"
2048,90691765.1477015,"NGA"
2049,104756344.754666,"NGA"
2050,121002074.978763,"NGA"
2021,47067.5,"NIC"
2022,50964.1621028712,"NIC"
2023,55183.4242066763,"NIC"
2024,59751.9939801468,"NIC"
2025,64698.7901880064,"NIC"
2026,70055.1257449665,"NIC"
2027,75854.9059245446,"NIC"
2028,82134.8429773525,"NIC"
2029,88934.6885173776,"NIC"
2030,96297.4851472458,"NIC"
2031,104269.83891524,"NIC"
2032,112902.21432871,"NIC"
2033,122249.253791289,"NIC"
2034,132370.123485937,"NIC"
2035,143328.887893225,"NIC"
2036,155194.915315548,"NIC"
2037,168043.316974196,"NIC"
2038,181955.422458748,"NIC"
2039,197019.294538355,"NIC"
2040,213330.286593638,"NIC"
2041,230991.646197698,"NIC"
2042,250115.168666884,"NIC"
2043,270821.904718247,"NIC"
2044,293242.926713105,"NIC"
2045,317520.158337007,"NIC"
2046,343807.272967899,"NIC"
2047,372270.666419123,"NIC"
2048,403090.510214651,"NIC"
2049,436461.892063708,"NIC"
2050,472596.050753932,"NIC"
2021,4178354,"NLD"
2022,4177000.95663318,"NLD"
2023,4175648.3514117,"NLD"
2024,4174296.18419368,"NLD"
2025,4172944.45483729,"NLD"
2026,4171593.16320074,"NLD"
2027,4170242.30914229,"NLD"
2028,4168891.89252024,"NLD"
2029,4167541.91319293,"NLD"
2030,4166192.37101876,"NLD"
2031,4164843.26585617,"NLD"
2032,4163494.59756365,"NLD"
2033,4162146.36599973,"NLD"
2034,4160798.57102298,"NLD"
2035,4159451.21249204,"NLD"
2036,4158104.29026556,"NLD"
2037,4156757.80420227,"NLD"
2038,4155411.75416092,"NLD"
2039,4154066.14000032,"NLD"
2040,4152720.96157933,"NLD"
2041,4151376.21875683,"NLD"
2042,4150031.91139179,"NLD"
2043,4148688.03934317,"NLD"
2044,4147344.60247003,"NLD"
2045,4146001.60063143,"NLD"
2046,4144659.03368651,"NLD"
2047,4143316.90149444,"NLD"
2048,4141975.20391443,"NLD"
2049,4140633.94080575,"NLD"
2050,4139293.11202771,"NLD"
2021,819634.9,"NOR"
2022,816984.31417087,"NOR"
2023,814342.299969471,"NOR"
2024,811708.829676344,"NOR"
2025,809083.875661672,"NOR"
2026,806467.410384991,"NOR"
2027,803859.406394895,"NOR"
2028,801259.836328756,"NOR"
2029,798668.67291243,"NOR"
2030,796085.888959976,"NOR"
2031,793511.457373366,"NOR"
2032,790945.351142206,"NOR"
2033,788387.543343449,"NOR"
2034,785838.007141112,"NOR"
2035,783296.715785998,"NOR"
2036,780763.642615411,"NOR"
2037,778238.761052881,"NOR"
2038,775722.044607881,"NOR"
2039,773213.46687555,"NOR"
2040,770713.001536418,"NOR"
2041,768220.622356129,"NOR"
2042,765736.303185163,"NOR"
2043,763260.017958567,"NOR"
2044,760791.740695675,"NOR"
2045,758331.445499842,"NOR"
2046,755879.106558167,"NOR"
2047,753434.698141227,"NOR"
2048,750998.1946028,"NOR"
2049,748569.570379605,"NOR"
2050,746148.799991026,"NOR"
2021,93527.05,"NPL"
2022,97178.6104984393,"NPL"
2023,100972.738244255,"NPL"
2024,104914.999465923,"NPL"
2025,109011.177713217,"NPL"
2026,113267.282342048,"NPL"
2027,117689.557330575,"NPL"
2028,122284.490439522,"NPL"
2029,127058.822730135,"NPL"
2030,132019.558453752,"NPL"
2031,137173.975327492,"NPL"
2032,142529.635211128,"NPL"
2033,148094.39520082,"NPL"
2034,153876.419155981,"NPL"
2035,159884.189676181,"NPL"
2036,166126.520545662,"NPL"
2037,172612.569663727,"NPL"
2038,179351.852479962,"NPL"
2039,186354.255954013,"NPL"
2040,193630.053060387,"NPL"
2041,201189.917859566,"NPL"
2042,209044.941157534,"NPL"
2043,217206.646776704,"NPL"
2044,225687.008462102,"NPL"
2045,234498.467447616,"NPL"
2046,243653.950708087,"NPL"
2047,253166.889924007,"NPL"
2048,263051.241186655,"NPL"
2049,273321.505472577,"NPL"
2050,283992.749917447,"NPL"
2021,178.4499,"NRU"
2022,259.120265854785,"NRU"
2023,376.25861475212,"NRU"
2024,546.350725244017,"NRU"
2025,793.334965024827,"NRU"
2026,1151.9713210774,"NRU"
2027,1672.73343932758,"NRU"
2028,2428.91216808051,"NRU"
2029,3526.93034140643,"NRU"
2030,5121.32048107924,"NRU"
2031,7436.47334397388,"NRU"
2032,10798.2181548577,"NRU"
2033,15679.6790530265,"NRU"
2034,22767.8614823428,"NRU"
2035,33060.3397382099,"NRU"
2036,48005.653251778,"NRU"
2037,69707.1706576093,"NRU"
2038,101219.112999136,"NRU"
2039,146976.397688772,"NRU"
2040,213418.798461043,"NRU"
2041,309897.264137633,"NRU"
2042,449989.949397639,"NRU"
2043,653413.172660211,"NRU"
2044,948796.244843691,"NRU"
2045,1377710.69194165,"NRU"
2046,2000520.93482204,"NRU"
2047,2904879.83730532,"NRU"
2048,4218064.76618231,"NRU"
2049,6124890.31154324,"NRU"
2050,8893718.66198009,"NRU"
2021,580878.3,"NZL"
2022,600362.070215418,"NZL"
2023,620499.36338359,"NZL"
2024,641312.099915457,"NZL"
2025,662822.935474505,"NZL"
2026,685055.285638548,"NZL"
2027,708033.351388704,"NZL"
2028,731782.145453328,"NZL"
2029,756327.519535572,"NZL"
2030,781696.192454199,"NZL"
2031,807915.779228303,"NZL"
2032,835014.821137588,"NZL"
2033,863022.816790917,"NZL"
2034,891970.254236965,"NZL"
2035,921888.644151927,"NZL"
2036,952810.554140403,"NZL"
2037,984769.644186797,"NZL"
2038,1017800.70329583,"NZL"
2039,1051939.68736204,"NZL"
2040,1087223.7583095,"NZL"
2041,1123691.32454436,"NZL"
2042,1161382.08276425,"NZL"
2043,1200337.06117002,"NZL"
2044,1240598.66412694,"NZL"
2045,1282210.71832384,"NZL"
2046,1325218.52048062,"NZL"
2047,1369668.88665587,"NZL"
2048,1415610.20320843,"NZL"
2049,1463092.47946821,"NZL"
2050,1512167.40217382,"NZL"
2021,317866.2,"OMN"
2022,333037.151209205,"OMN"
2023,348932.173617525,"OMN"
2024,365585.82531523,"OMN"
2025,383034.313762993,"OMN"
2026,401315.574512169,"OMN"
2027,420469.353682204,"OMN"
2028,440537.294374478,"OMN"
2029,461563.027210465,"OMN"
2030,483592.265191046,"OMN"
2031,506672.903083222,"OMN"
2032,530855.121550306,"OMN"
2033,556191.496251977,"OMN"
2034,582737.112151413,"OMN"
2035,610549.683278013,"OMN"
2036,639689.678206088,"OMN"
2037,670220.451522334,"OMN"
2038,702208.381567921,"OMN"
2039,735723.014754657,"OMN"
2040,770837.216769001,"OMN"
2041,807627.330992665,"OMN"
2042,846173.344484222,"OMN"
2043,886559.061882611,"OMN"
2044,928872.287610605,"OMN"
2045,973205.016774395,"OMN"
2046,1019653.63517433,"OMN"
2047,1068319.12886167,"OMN"
2048,1119307.30369693,"OMN"
2049,1172729.01538724,"OMN"
2050,1228700.41050272,"OMN"
2021,1275028,"PAK"
2022,1329414.11291297,"PAK"
2023,1386120.05666712,"PAK"
2024,1445244.78327142,"PAK"
2025,1506891.46551674,"PAK"
2026,1571167.67701262,"PAK"
2027,1638185.57990355,"PAK"
2028,1708062.12059209,"PAK"
2029,1780919.23381069,"PAK"
2030,1856884.05539806,"PAK"
2031,1936089.14415154,"PAK"
2032,2018672.71314249,"PAK"
2033,2104778.87089847,"PAK"
2034,2194557.87287294,"PAK"
2035,2288166.38364142,"PAK"
2036,2385767.75028151,"PAK"
2037,2487532.28741397,"PAK"
2038,2593637.57440213,"PAK"
2039,2704268.76522833,"PAK"
2040,2819618.91158803,"PAK"
2041,2939889.29976552,"PAK"
2042,3065289.80187894,"PAK"
2043,3196039.24210767,"PAK"
2044,3332365.77854102,"PAK"
2045,3474507.30131466,"PAK"
2046,3622711.84772951,"PAK"
2047,3777238.03507736,"PAK"
2048,3938355.51192875,"PAK"
2049,4106345.42867031,"PAK"
2050,4281500.92811292,"PAK"
2021,126989.9,"PAN"
2022,140129.518196228,"PAN"
2023,154628.689918702,"PAN"
2024,170628.087884325,"PAN"
2025,188282.940186379,"PAN"
2026,207764.536336248,"PAN"
2027,229261.889134971,"PAN"
2028,252983.568498287,"PAN"
2029,279159.725027167,"PAN"
2030,308044.322956774,"PAN"
2031,339917.604148172,"PAN"
2032,375088.807028744,"PAN"
2033,413899.166860797,"PAN"
2034,456725.226447329,"PAN"
2035,503982.489395829,"PAN"
2036,556129.451384505,"PAN"
2037,613672.048542784,"PAN"
2038,677168.566104806,"PAN"
2039,747235.054960253,"PAN"
2040,824551.308654565,"PAN"
2041,909867.458828092,"PAN"
2042,1004011.25308396,"PAN"
2043,1107896.08589539,"PAN"
2044,1222529.86046928,"PAN"
2045,1349024.76754499,"PAN"
2046,1488608.07600335,"PAN"
2047,1642634.0399777,"PAN"
2048,1812597.0379912,"PAN"
2049,2000146.07159795,"PAN"
2050,2207100.76419542,"PAN"
2021,868497.3,"PER"
2022,898615.720978362,"PER"
2023,929778.611849987,"PER"
2024,962022.193549521,"PER"
2025,995383.943109194,"PER"
2026,1029902.63721874,"PER"
2027,1065618.39729592,"PER"
2028,1102572.73612005,"PER"
2029,1140808.60608272,"PER"
2030,1180370.44911175,"PER"
2031,1221304.24832652,"PER"
2032,1263657.58148456,"PER"
2033,1307479.67628169,"PER"
2034,1352821.46756982,"PER"
2035,1399735.65655905,"PER"
2036,1448276.77207279,"PER"
2037,1498501.23392715,"PER"
2038,1550467.41850828,"PER"
2039,1604235.72662377,"PER"
2040,1659868.65370711,"PER"
2041,1717430.8624568,"PER"
2042,1776989.25799436,"PER"
2043,1838613.06562888,"PER"
2044,1902373.91131825,"PER"
2045,1968345.90492069,"PER"
2046,2036605.72633341,"PER"
2047,2107232.71461841,"PER"
2048,2180308.96021901,"PER"
2049,2255919.4003744,"PER"
2050,2334151.91784306,"PER"
2021,1335222,"PHL"
2022,1400220.26741305,"PHL"
2023,1468382.6339547,"PHL"
2024,1539863.12716591,"PHL"
2025,1614823.27260915,"PHL"
2026,1693432.45887021,"PHL"
2027,1775868.32032813,"PHL"
2028,1862317.13855839,"PHL"
2029,1952974.26327617,"PHL"
2030,2048044.5537711,"PHL"
2031,2147742.84183094,"PHL"
2032,2252294.41720027,"PHL"
2033,2361935.53667111,"PHL"
2034,2476913.95795605,"PHL"
2035,2597489.49955013,"PHL"
2036,2723934.62784665,"PHL"
2037,2856535.07283365,"PHL"
2038,2995590.47376232,"PHL"
2039,3141415.05624641,"PHL"
2040,3294338.34232264,"PHL"
2041,3454705.89507667,"PHL"
2042,3622880.09951729,"PHL"
2043,3799240.98146338,"PHL"
2044,3984187.06629403,"PHL"
2045,4178136.27950246,"PHL"
2046,4381526.89108858,"PHL"
2047,4594818.50592448,"PHL"
2048,4818493.10233054,"PHL"
2049,5053056.12120919,"PHL"
2050,5299037.60819749,"PHL"
2021,4340106,"POL"
2022,4471580.59105014,"POL"
2023,4607037.93461641,"POL"
2024,4746598.68000055,"POL"
2025,4890387.1313269,"POL"
2026,5038531.35825778,"POL"
2027,5191163.3100627,"POL"
2028,5348418.93314309,"POL"
2029,5510438.29211723,"POL"
2030,5677365.6945731,"POL"
2031,5849349.81960048,"POL"
2032,6026543.85021659,"POL"
2033,6209105.60980333,"POL"
2034,6397197.70267756,"POL"
2035,6590987.65891974,"POL"
2036,6790648.08358978,"POL"
2037,6996356.81046312,"POL"
2038,7208297.06042395,"POL"
2039,7426657.60465655,"POL"
2040,7651632.93278024,"POL"
2041,7883423.42607765,"POL"
2042,8122235.53597051,"POL"
2043,8368281.96790204,"POL"
2044,8621781.8707897,"POL"
2045,8882961.03221699,"POL"
2046,9152052.0795382,"POL"
