Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_geothermal_mm_usd_per_mwh
Albania,CRI,2040,7.328797502
Albania,CRI,2041,7.161407536
Albania,CRI,2042,6.997840761
Albania,CRI,2043,6.838009858
Albania,CRI,2044,6.681829497
Albania,CRI,2045,6.5292163
Albania,CRI,2046,6.380088794
Albania,CRI,2047,6.234367364
Albania,CRI,2048,6.091974217
Albania,CRI,2049,5.952833333
Albania,CRI,2050,5.816870432
Albania,CUB,2021,11.36802586
Albania,CUB,2022,11.10837979
Albania,CUB,2023,10.85466404
Albania,CUB,2024,10.60674317
Albania,CUB,2025,10.36448482
Albania,CUB,2026,10.12775966
Albania,CUB,2027,9.896441312
Albania,CUB,2028,9.67040628
Albania,CUB,2029,9.449533896
Albania,CUB,2030,9.233706243
Albania,CUB,2031,9.022808101
Albania,CUB,2032,8.816726879
Albania,CUB,2033,8.615352559
Albania,CUB,2034,8.418577635
Albania,CUB,2035,8.226297056
Albania,CUB,2036,8.038408171
Albania,CUB,2037,7.854810675
Albania,CUB,2038,7.675406551
Albania,CUB,2039,7.500100023
Albania,CUB,2040,7.328797502
Albania,CUB,2041,7.161407536
Albania,CUB,2042,6.997840761
Albania,CUB,2043,6.838009858
Albania,CUB,2044,6.681829497
Albania,CUB,2045,6.5292163
Albania,CUB,2046,6.380088794
Albania,CUB,2047,6.234367364
Albania,CUB,2048,6.091974217
Albania,CUB,2049,5.952833333
Albania,CUB,2050,5.816870432
Albania,CUW,2021,11.36802586
Albania,CUW,2022,11.10837979
Albania,CUW,2023,10.85466404
Albania,CUW,2024,10.60674317
Albania,CUW,2025,10.36448482
Albania,CUW,2026,10.12775966
Albania,CUW,2027,9.896441312
Albania,CUW,2028,9.67040628
Albania,CUW,2029,9.449533896
Albania,CUW,2030,9.233706243
Albania,CUW,2031,9.022808101
Albania,CUW,2032,8.816726879
Albania,CUW,2033,8.615352559
Albania,CUW,2034,8.418577635
Albania,CUW,2035,8.226297056
Albania,CUW,2036,8.038408171
Albania,CUW,2037,7.854810675
Albania,CUW,2038,7.675406551
Albania,CUW,2039,7.500100023
Albania,CUW,2040,7.328797502
Albania,CUW,2041,7.161407536
Albania,CUW,2042,6.997840761
Albania,CUW,2043,6.838009858
Albania,CUW,2044,6.681829497
Albania,CUW,2045,6.5292163
Albania,CUW,2046,6.380088794
Albania,CUW,2047,6.234367364
Albania,CUW,2048,6.091974217
Albania,CUW,2049,5.952833333
Albania,CUW,2050,5.816870432
Albania,CXR,2021,11.36802586
Albania,CXR,2022,11.10837979
Albania,CXR,2023,10.85466404
Albania,CXR,2024,10.60674317
Albania,CXR,2025,10.36448482
Albania,CXR,2026,10.12775966
Albania,CXR,2027,9.896441312
Albania,CXR,2028,9.67040628
Albania,CXR,2029,9.449533896
Albania,CXR,2030,9.233706243
Albania,CXR,2031,9.022808101
Albania,CXR,2032,8.816726879
Albania,CXR,2033,8.615352559
Albania,CXR,2034,8.418577635
Albania,CXR,2035,8.226297056
Albania,CXR,2036,8.038408171
Albania,CXR,2037,7.854810675
Albania,CXR,2038,7.675406551
Albania,CXR,2039,7.500100023
Albania,CXR,2040,7.328797502
Albania,CXR,2041,7.161407536
Albania,CXR,2042,6.997840761
Albania,CXR,2043,6.838009858
Albania,CXR,2044,6.681829497
Albania,CXR,2045,6.5292163
Albania,CXR,2046,6.380088794
Albania,CXR,2047,6.234367364
Albania,CXR,2048,6.091974217
Albania,CXR,2049,5.952833333
Albania,CXR,2050,5.816870432
Albania,CYM,2021,11.36802586
Albania,CYM,2022,11.10837979
Albania,CYM,2023,10.85466404
Albania,CYM,2024,10.60674317
Albania,CYM,2025,10.36448482
Albania,CYM,2026,10.12775966
Albania,CYM,2027,9.896441312
Albania,CYM,2028,9.67040628
Albania,CYM,2029,9.449533896
Albania,CYM,2030,9.233706243
Albania,CYM,2031,9.022808101
Albania,CYM,2032,8.816726879
Albania,CYM,2033,8.615352559
Albania,CYM,2034,8.418577635
Albania,CYM,2035,8.226297056
Albania,CYM,2036,8.038408171
Albania,CYM,2037,7.854810675
Albania,CYM,2038,7.675406551
Albania,CYM,2039,7.500100023
Albania,CYM,2040,7.328797502
Albania,CYM,2041,7.161407536
Albania,CYM,2042,6.997840761
Albania,CYM,2043,6.838009858
Albania,CYM,2044,6.681829497
Albania,CYM,2045,6.5292163
Albania,CYM,2046,6.380088794
Albania,CYM,2047,6.234367364
Albania,CYM,2048,6.091974217
Albania,CYM,2049,5.952833333
Albania,CYM,2050,5.816870432
Albania,CYP,2021,11.36802586
Albania,CYP,2022,11.10837979
Albania,CYP,2023,10.85466404
Albania,CYP,2024,10.60674317
Albania,CYP,2025,10.36448482
Albania,CYP,2026,10.12775966
Albania,CYP,2027,9.896441312
Albania,CYP,2028,9.67040628
Albania,CYP,2029,9.449533896
Albania,CYP,2030,9.233706243
Albania,CYP,2031,9.022808101
Albania,CYP,2032,8.816726879
Albania,CYP,2033,8.615352559
Albania,CYP,2034,8.418577635
Albania,CYP,2035,8.226297056
Albania,CYP,2036,8.038408171
Albania,CYP,2037,7.854810675
Albania,CYP,2038,7.675406551
Albania,CYP,2039,7.500100023
Albania,CYP,2040,7.328797502
Albania,CYP,2041,7.161407536
Albania,CYP,2042,6.997840761
Albania,CYP,2043,6.838009858
Albania,CYP,2044,6.681829497
Albania,CYP,2045,6.5292163
Albania,CYP,2046,6.380088794
Albania,CYP,2047,6.234367364
Albania,CYP,2048,6.091974217
Albania,CYP,2049,5.952833333
Albania,CYP,2050,5.816870432
Albania,CZE,2021,11.36802586
Albania,CZE,2022,11.10837979
Albania,CZE,2023,10.85466404
Albania,CZE,2024,10.60674317
Albania,CZE,2025,10.36448482
Albania,CZE,2026,10.12775966
Albania,CZE,2027,9.896441312
Albania,CZE,2028,9.67040628
Albania,CZE,2029,9.449533896
Albania,CZE,2030,9.233706243
Albania,CZE,2031,9.022808101
Albania,CZE,2032,8.816726879
Albania,CZE,2033,8.615352559
Albania,CZE,2034,8.418577635
Albania,CZE,2035,8.226297056
Albania,CZE,2036,8.038408171
Albania,CZE,2037,7.854810675
Albania,CZE,2038,7.675406551
Albania,CZE,2039,7.500100023
Albania,CZE,2040,7.328797502
Albania,CZE,2041,7.161407536
Albania,CZE,2042,6.997840761
Albania,CZE,2043,6.838009858
Albania,CZE,2044,6.681829497
Albania,CZE,2045,6.5292163
Albania,CZE,2046,6.380088794
Albania,CZE,2047,6.234367364
Albania,CZE,2048,6.091974217
Albania,CZE,2049,5.952833333
Albania,CZE,2050,5.816870432
Albania,DEU,2021,11.36802586
Albania,DEU,2022,11.10837979
Albania,DEU,2023,10.85466404
Albania,DEU,2024,10.60674317
Albania,DEU,2025,10.36448482
Albania,DEU,2026,10.12775966
Albania,DEU,2027,9.896441312
Albania,DEU,2028,9.67040628
Albania,DEU,2029,9.449533896
Albania,DEU,2030,9.233706243
Albania,DEU,2031,9.022808101
Albania,DEU,2032,8.816726879
Albania,DEU,2033,8.615352559
Albania,DEU,2034,8.418577635
Albania,DEU,2035,8.226297056
Albania,DEU,2036,8.038408171
Albania,DEU,2037,7.854810675
Albania,DEU,2038,7.675406551
Albania,DEU,2039,7.500100023
Albania,DEU,2040,7.328797502
Albania,DEU,2041,7.161407536
Albania,DEU,2042,6.997840761
Albania,DEU,2043,6.838009858
Albania,DEU,2044,6.681829497
Albania,DEU,2045,6.5292163
Albania,DEU,2046,6.380088794
Albania,DEU,2047,6.234367364
Albania,DEU,2048,6.091974217
Albania,DEU,2049,5.952833333
Albania,DEU,2050,5.816870432
Albania,DJI,2021,11.36802586
Albania,DJI,2022,11.10837979
Albania,DJI,2023,10.85466404
Albania,DJI,2024,10.60674317
Albania,DJI,2025,10.36448482
Albania,DJI,2026,10.12775966
Albania,DJI,2027,9.896441312
Albania,DJI,2028,9.67040628
Albania,DJI,2029,9.449533896
Albania,DJI,2030,9.233706243
Albania,DJI,2031,9.022808101
Albania,DJI,2032,8.816726879
Albania,DJI,2033,8.615352559
Albania,DJI,2034,8.418577635
Albania,DJI,2035,8.226297056
Albania,DJI,2036,8.038408171
Albania,DJI,2037,7.854810675
Albania,DJI,2038,7.675406551
Albania,DJI,2039,7.500100023
Albania,DJI,2040,7.328797502
Albania,DJI,2041,7.161407536
Albania,DJI,2042,6.997840761
Albania,DJI,2043,6.838009858
Albania,DJI,2044,6.681829497
Albania,DJI,2045,6.5292163
Albania,DJI,2046,6.380088794
Albania,DJI,2047,6.234367364
Albania,DJI,2048,6.091974217
Albania,DJI,2049,5.952833333
Albania,DJI,2050,5.816870432
Albania,DMA,2021,11.36802586
Albania,DMA,2022,11.10837979
Albania,DMA,2023,10.85466404
Albania,DMA,2024,10.60674317
Albania,DMA,2025,10.36448482
Albania,DMA,2026,10.12775966
Albania,DMA,2027,9.896441312
Albania,DMA,2028,9.67040628
Albania,DMA,2029,9.449533896
Albania,DMA,2030,9.233706243
Albania,DMA,2031,9.022808101
Albania,DMA,2032,8.816726879
Albania,DMA,2033,8.615352559
Albania,DMA,2034,8.418577635
Albania,DMA,2035,8.226297056
Albania,DMA,2036,8.038408171
Albania,DMA,2037,7.854810675
Albania,DMA,2038,7.675406551
Albania,DMA,2039,7.500100023
Albania,DMA,2040,7.328797502
Albania,DMA,2041,7.161407536
Albania,DMA,2042,6.997840761
Albania,DMA,2043,6.838009858
Albania,DMA,2044,6.681829497
Albania,DMA,2045,6.5292163
Albania,DMA,2046,6.380088794
Albania,DMA,2047,6.234367364
Albania,DMA,2048,6.091974217
Albania,DMA,2049,5.952833333
Albania,DMA,2050,5.816870432
Albania,DNK,2021,11.36802586
Albania,DNK,2022,11.10837979
Albania,DNK,2023,10.85466404
Albania,DNK,2024,10.60674317
Albania,DNK,2025,10.36448482
Albania,DNK,2026,10.12775966
Albania,DNK,2027,9.896441312
Albania,DNK,2028,9.67040628
Albania,DNK,2029,9.449533896
Albania,DNK,2030,9.233706243
Albania,DNK,2031,9.022808101
Albania,DNK,2032,8.816726879
Albania,DNK,2033,8.615352559
Albania,DNK,2034,8.418577635
Albania,DNK,2035,8.226297056
Albania,DNK,2036,8.038408171
Albania,DNK,2037,7.854810675
Albania,DNK,2038,7.675406551
Albania,DNK,2039,7.500100023
Albania,DNK,2040,7.328797502
Albania,DNK,2041,7.161407536
Albania,DNK,2042,6.997840761
Albania,DNK,2043,6.838009858
Albania,DNK,2044,6.681829497
Albania,DNK,2045,6.5292163
Albania,DNK,2046,6.380088794
Albania,DNK,2047,6.234367364
Albania,DNK,2048,6.091974217
Albania,DNK,2049,5.952833333
Albania,DNK,2050,5.816870432
Algeria,DOM,2021,11.36802586
Algeria,DOM,2022,11.10837979
Algeria,DOM,2023,10.85466404
Algeria,DOM,2024,10.60674317
Algeria,DOM,2025,10.36448482
Algeria,DOM,2026,10.12775966
Algeria,DOM,2027,9.896441312
Algeria,DOM,2028,9.67040628
Algeria,DOM,2029,9.449533896
Algeria,DOM,2030,9.233706243
Algeria,DOM,2031,9.022808101
Algeria,DOM,2032,8.816726879
Algeria,DOM,2033,8.615352559
Algeria,DOM,2034,8.418577635
Algeria,DOM,2035,8.226297056
Algeria,DOM,2036,8.038408171
Algeria,DOM,2037,7.854810675
Algeria,DOM,2038,7.675406551
Algeria,DOM,2039,7.500100023
Algeria,DOM,2040,7.328797502
Algeria,DOM,2041,7.161407536
Algeria,DOM,2042,6.997840761
Algeria,DOM,2043,6.838009858
Algeria,DOM,2044,6.681829497
Algeria,DOM,2045,6.5292163
Algeria,DOM,2046,6.380088794
Algeria,DOM,2047,6.234367364
Algeria,DOM,2048,6.091974217
Algeria,DOM,2049,5.952833333
Algeria,DOM,2050,5.816870432
Algeria,DZA,2021,11.36802586
Algeria,DZA,2022,11.10837979
Algeria,DZA,2023,10.85466404
Algeria,DZA,2024,10.60674317
Algeria,DZA,2025,10.36448482
Algeria,DZA,2026,10.12775966
Algeria,DZA,2027,9.896441312
Algeria,DZA,2028,9.67040628
Algeria,DZA,2029,9.449533896
Algeria,DZA,2030,9.233706243
Algeria,DZA,2031,9.022808101
Algeria,DZA,2032,8.816726879
Algeria,DZA,2033,8.615352559
Algeria,DZA,2034,8.418577635
Algeria,DZA,2035,8.226297056
Algeria,DZA,2036,8.038408171
Algeria,DZA,2037,7.854810675
Algeria,DZA,2038,7.675406551
Algeria,DZA,2039,7.500100023
Algeria,DZA,2040,7.328797502
Algeria,DZA,2041,7.161407536
Algeria,DZA,2042,6.997840761
Algeria,DZA,2043,6.838009858
Algeria,DZA,2044,6.681829497
Algeria,DZA,2045,6.5292163
Algeria,DZA,2046,6.380088794
Algeria,DZA,2047,6.234367364
Algeria,DZA,2048,6.091974217
Algeria,DZA,2049,5.952833333
Algeria,DZA,2050,5.816870432
Algeria,ECU,2021,11.36802586
Algeria,ECU,2022,11.10837979
Algeria,ECU,2023,10.85466404
Algeria,ECU,2024,10.60674317
Algeria,ECU,2025,10.36448482
Algeria,ECU,2026,10.12775966
Algeria,ECU,2027,9.896441312
Algeria,ECU,2028,9.67040628
Algeria,ECU,2029,9.449533896
Algeria,ECU,2030,9.233706243
Algeria,ECU,2031,9.022808101
Algeria,ECU,2032,8.816726879
Algeria,ECU,2033,8.615352559
Algeria,ECU,2034,8.418577635
Algeria,ECU,2035,8.226297056
Algeria,ECU,2036,8.038408171
Algeria,ECU,2037,7.854810675
Algeria,ECU,2038,7.675406551
Algeria,ECU,2039,7.500100023
Algeria,ECU,2040,7.328797502
Algeria,ECU,2041,7.161407536
Algeria,ECU,2042,6.997840761
Algeria,ECU,2043,6.838009858
Algeria,ECU,2044,6.681829497
Algeria,ECU,2045,6.5292163
Algeria,ECU,2046,6.380088794
Algeria,ECU,2047,6.234367364
Algeria,ECU,2048,6.091974217
Algeria,ECU,2049,5.952833333
Algeria,ECU,2050,5.816870432
Algeria,EGY,2021,11.36802586
Algeria,EGY,2022,11.10837979
Algeria,EGY,2023,10.85466404
Algeria,EGY,2024,10.60674317
Algeria,EGY,2025,10.36448482
Algeria,EGY,2026,10.12775966
Algeria,EGY,2027,9.896441312
Algeria,EGY,2028,9.67040628
Algeria,EGY,2029,9.449533896
Algeria,EGY,2030,9.233706243
Algeria,EGY,2031,9.022808101
Algeria,EGY,2032,8.816726879
Algeria,EGY,2033,8.615352559
Algeria,EGY,2034,8.418577635
Algeria,EGY,2035,8.226297056
Algeria,EGY,2036,8.038408171
Algeria,EGY,2037,7.854810675
Algeria,EGY,2038,7.675406551
Algeria,EGY,2039,7.500100023
Algeria,EGY,2040,7.328797502
Algeria,EGY,2041,7.161407536
Algeria,EGY,2042,6.997840761
Algeria,EGY,2043,6.838009858
Algeria,EGY,2044,6.681829497
Algeria,EGY,2045,6.5292163
Algeria,EGY,2046,6.380088794
Algeria,EGY,2047,6.234367364
Algeria,EGY,2048,6.091974217
Algeria,EGY,2049,5.952833333
Algeria,EGY,2050,5.816870432
Algeria,ERI,2021,11.36802586
Algeria,ERI,2022,11.10837979
Algeria,ERI,2023,10.85466404
Algeria,ERI,2024,10.60674317
Algeria,ERI,2025,10.36448482
Algeria,ERI,2026,10.12775966
Algeria,ERI,2027,9.896441312
Algeria,ERI,2028,9.67040628
Algeria,ERI,2029,9.449533896
Algeria,ERI,2030,9.233706243
Algeria,ERI,2031,9.022808101
Algeria,ERI,2032,8.816726879
Algeria,ERI,2033,8.615352559
Algeria,ERI,2034,8.418577635
Algeria,ERI,2035,8.226297056
Algeria,ERI,2036,8.038408171
Algeria,ERI,2037,7.854810675
Algeria,ERI,2038,7.675406551
Algeria,ERI,2039,7.500100023
Algeria,ERI,2040,7.328797502
Algeria,ERI,2041,7.161407536
Algeria,ERI,2042,6.997840761
Algeria,ERI,2043,6.838009858
Algeria,ERI,2044,6.681829497
Algeria,ERI,2045,6.5292163
Algeria,ERI,2046,6.380088794
Algeria,ERI,2047,6.234367364
Algeria,ERI,2048,6.091974217
Algeria,ERI,2049,5.952833333
Algeria,ERI,2050,5.816870432
Algeria,ESH,2021,11.36802586
Algeria,ESH,2022,11.10837979
Algeria,ESH,2023,10.85466404
Algeria,ESH,2024,10.60674317
Algeria,ESH,2025,10.36448482
Algeria,ESH,2026,10.12775966
Algeria,ESH,2027,9.896441312
Algeria,ESH,2028,9.67040628
Algeria,ESH,2029,9.449533896
Algeria,ESH,2030,9.233706243
Algeria,ESH,2031,9.022808101
Algeria,ESH,2032,8.816726879
Algeria,ESH,2033,8.615352559
Algeria,ESH,2034,8.418577635
Algeria,ESH,2035,8.226297056
Algeria,ESH,2036,8.038408171
Algeria,ESH,2037,7.854810675
Algeria,ESH,2038,7.675406551
Algeria,ESH,2039,7.500100023
Algeria,ESH,2040,7.328797502
Algeria,ESH,2041,7.161407536
Algeria,ESH,2042,6.997840761
Algeria,ESH,2043,6.838009858
Algeria,ESH,2044,6.681829497
Algeria,ESH,2045,6.5292163
Algeria,ESH,2046,6.380088794
Algeria,ESH,2047,6.234367364
Algeria,ESH,2048,6.091974217
Algeria,ESH,2049,5.952833333
Algeria,ESH,2050,5.816870432
Algeria,ESP,2021,11.36802586
Algeria,ESP,2022,11.10837979
Algeria,ESP,2023,10.85466404
Algeria,ESP,2024,10.60674317
Algeria,ESP,2025,10.36448482
Algeria,ESP,2026,10.12775966
Algeria,ESP,2027,9.896441312
Algeria,ESP,2028,9.67040628
Algeria,ESP,2029,9.449533896
Algeria,ESP,2030,9.233706243
Algeria,ESP,2031,9.022808101
Algeria,ESP,2032,8.816726879
Algeria,ESP,2033,8.615352559
Algeria,ESP,2034,8.418577635
Algeria,ESP,2035,8.226297056
Algeria,ESP,2036,8.038408171
Algeria,ESP,2037,7.854810675
Algeria,ESP,2038,7.675406551
Algeria,ESP,2039,7.500100023
Algeria,ESP,2040,7.328797502
Algeria,ESP,2041,7.161407536
Algeria,ESP,2042,6.997840761
Algeria,ESP,2043,6.838009858
Algeria,ESP,2044,6.681829497
Algeria,ESP,2045,6.5292163
Algeria,ESP,2046,6.380088794
Algeria,ESP,2047,6.234367364
Algeria,ESP,2048,6.091974217
Algeria,ESP,2049,5.952833333
Algeria,ESP,2050,5.816870432
Algeria,EST,2021,11.36802586
Algeria,EST,2022,11.10837979
Algeria,EST,2023,10.85466404
Algeria,EST,2024,10.60674317
Algeria,EST,2025,10.36448482
Algeria,EST,2026,10.12775966
Algeria,EST,2027,9.896441312
Algeria,EST,2028,9.67040628
Algeria,EST,2029,9.449533896
Algeria,EST,2030,9.233706243
Algeria,EST,2031,9.022808101
Algeria,EST,2032,8.816726879
Algeria,EST,2033,8.615352559
Algeria,EST,2034,8.418577635
Algeria,EST,2035,8.226297056
Algeria,EST,2036,8.038408171
Algeria,EST,2037,7.854810675
Algeria,EST,2038,7.675406551
Algeria,EST,2039,7.500100023
Algeria,EST,2040,7.328797502
Algeria,EST,2041,7.161407536
Algeria,EST,2042,6.997840761
Algeria,EST,2043,6.838009858
Algeria,EST,2044,6.681829497
Algeria,EST,2045,6.5292163
Algeria,EST,2046,6.380088794
Algeria,EST,2047,6.234367364
Algeria,EST,2048,6.091974217
Algeria,EST,2049,5.952833333
Algeria,EST,2050,5.816870432
Algeria,ETH,2021,11.36802586
Algeria,ETH,2022,11.10837979
Algeria,ETH,2023,10.85466404
Algeria,ETH,2024,10.60674317
Algeria,ETH,2025,10.36448482
Algeria,ETH,2026,10.12775966
Algeria,ETH,2027,9.896441312
Algeria,ETH,2028,9.67040628
Algeria,ETH,2029,9.449533896
Algeria,ETH,2030,9.233706243
Algeria,ETH,2031,9.022808101
Algeria,ETH,2032,8.816726879
Algeria,ETH,2033,8.615352559
Algeria,ETH,2034,8.418577635
Algeria,ETH,2035,8.226297056
Algeria,ETH,2036,8.038408171
Algeria,ETH,2037,7.854810675
Algeria,ETH,2038,7.675406551
Algeria,ETH,2039,7.500100023
Algeria,ETH,2040,7.328797502
Algeria,ETH,2041,7.161407536
Algeria,ETH,2042,6.997840761
Algeria,ETH,2043,6.838009858
Algeria,ETH,2044,6.681829497
Algeria,ETH,2045,6.5292163
Algeria,ETH,2046,6.380088794
Algeria,ETH,2047,6.234367364
Algeria,ETH,2048,6.091974217
Algeria,ETH,2049,5.952833333
Algeria,ETH,2050,5.816870432
Algeria,FIN,2021,11.36802586
Algeria,FIN,2022,11.10837979
Algeria,FIN,2023,10.85466404
Algeria,FIN,2024,10.60674317
Algeria,FIN,2025,10.36448482
Algeria,FIN,2026,10.12775966
Algeria,FIN,2027,9.896441312
Algeria,FIN,2028,9.67040628
Algeria,FIN,2029,9.449533896
Algeria,FIN,2030,9.233706243
Algeria,FIN,2031,9.022808101
Algeria,FIN,2032,8.816726879
Algeria,FIN,2033,8.615352559
Algeria,FIN,2034,8.418577635
Algeria,FIN,2035,8.226297056
Algeria,FIN,2036,8.038408171
Algeria,FIN,2037,7.854810675
Algeria,FIN,2038,7.675406551
Algeria,FIN,2039,7.500100023
Algeria,FIN,2040,7.328797502
Algeria,FIN,2041,7.161407536
Algeria,FIN,2042,6.997840761
Algeria,FIN,2043,6.838009858
Algeria,FIN,2044,6.681829497
Algeria,FIN,2045,6.5292163
Algeria,FIN,2046,6.380088794
Algeria,FIN,2047,6.234367364
Algeria,FIN,2048,6.091974217
Algeria,FIN,2049,5.952833333
Algeria,FIN,2050,5.816870432
Algeria,FJI,2021,11.36802586
Algeria,FJI,2022,11.10837979
Algeria,FJI,2023,10.85466404
Algeria,FJI,2024,10.60674317
Algeria,FJI,2025,10.36448482
Algeria,FJI,2026,10.12775966
Algeria,FJI,2027,9.896441312
Algeria,FJI,2028,9.67040628
Algeria,FJI,2029,9.449533896
Algeria,FJI,2030,9.233706243
Algeria,FJI,2031,9.022808101
Algeria,FJI,2032,8.816726879
Algeria,FJI,2033,8.615352559
Algeria,FJI,2034,8.418577635
Algeria,FJI,2035,8.226297056
Algeria,FJI,2036,8.038408171
Algeria,FJI,2037,7.854810675
Algeria,FJI,2038,7.675406551
Algeria,FJI,2039,7.500100023
Algeria,FJI,2040,7.328797502
Algeria,FJI,2041,7.161407536
Algeria,FJI,2042,6.997840761
Algeria,FJI,2043,6.838009858
Algeria,FJI,2044,6.681829497
Algeria,FJI,2045,6.5292163
Algeria,FJI,2046,6.380088794
Algeria,FJI,2047,6.234367364
Algeria,FJI,2048,6.091974217
Algeria,FJI,2049,5.952833333
Algeria,FJI,2050,5.816870432
Algeria,FLK,2021,11.36802586
Algeria,FLK,2022,11.10837979
Algeria,FLK,2023,10.85466404
Algeria,FLK,2024,10.60674317
Algeria,FLK,2025,10.36448482
Algeria,FLK,2026,10.12775966
Algeria,FLK,2027,9.896441312
Algeria,FLK,2028,9.67040628
Algeria,FLK,2029,9.449533896
Algeria,FLK,2030,9.233706243
Algeria,FLK,2031,9.022808101
Algeria,FLK,2032,8.816726879
Algeria,FLK,2033,8.615352559
Algeria,FLK,2034,8.418577635
Algeria,FLK,2035,8.226297056
Algeria,FLK,2036,8.038408171
Algeria,FLK,2037,7.854810675
Algeria,FLK,2038,7.675406551
Algeria,FLK,2039,7.500100023
Algeria,FLK,2040,7.328797502
Algeria,FLK,2041,7.161407536
Algeria,FLK,2042,6.997840761
Algeria,FLK,2043,6.838009858
Algeria,FLK,2044,6.681829497
Algeria,FLK,2045,6.5292163
Algeria,FLK,2046,6.380088794
Algeria,FLK,2047,6.234367364
Algeria,FLK,2048,6.091974217
Algeria,FLK,2049,5.952833333
Algeria,FLK,2050,5.816870432
Algeria,FRA,2021,11.36802586
Algeria,FRA,2022,11.10837979
Algeria,FRA,2023,10.85466404
Algeria,FRA,2024,10.60674317
Algeria,FRA,2025,10.36448482
Algeria,FRA,2026,10.12775966
Algeria,FRA,2027,9.896441312
Algeria,FRA,2028,9.67040628
Algeria,FRA,2029,9.449533896
Algeria,FRA,2030,9.233706243
Algeria,FRA,2031,9.022808101
Algeria,FRA,2032,8.816726879
Algeria,FRA,2033,8.615352559
Algeria,FRA,2034,8.418577635
Algeria,FRA,2035,8.226297056
Algeria,FRA,2036,8.038408171
Algeria,FRA,2037,7.854810675
Algeria,FRA,2038,7.675406551
Algeria,FRA,2039,7.500100023
Algeria,FRA,2040,7.328797502
Algeria,FRA,2041,7.161407536
Algeria,FRA,2042,6.997840761
Algeria,FRA,2043,6.838009858
Algeria,FRA,2044,6.681829497
Algeria,FRA,2045,6.5292163
Algeria,FRA,2046,6.380088794
Algeria,FRA,2047,6.234367364
Algeria,FRA,2048,6.091974217
Algeria,FRA,2049,5.952833333
Algeria,FRA,2050,5.816870432
Algeria,FRO,2021,11.36802586
Algeria,FRO,2022,11.10837979
Algeria,FRO,2023,10.85466404
Algeria,FRO,2024,10.60674317
Algeria,FRO,2025,10.36448482
Algeria,FRO,2026,10.12775966
Algeria,FRO,2027,9.896441312
Algeria,FRO,2028,9.67040628
Algeria,FRO,2029,9.449533896
Algeria,FRO,2030,9.233706243
Algeria,FRO,2031,9.022808101
Algeria,FRO,2032,8.816726879
Algeria,FRO,2033,8.615352559
Algeria,FRO,2034,8.418577635
Algeria,FRO,2035,8.226297056
Algeria,FRO,2036,8.038408171
Algeria,FRO,2037,7.854810675
Algeria,FRO,2038,7.675406551
Algeria,FRO,2039,7.500100023
Algeria,FRO,2040,7.328797502
Algeria,FRO,2041,7.161407536
Algeria,FRO,2042,6.997840761
Algeria,FRO,2043,6.838009858
Algeria,FRO,2044,6.681829497
Algeria,FRO,2045,6.5292163
Algeria,FRO,2046,6.380088794
Algeria,FRO,2047,6.234367364
Algeria,FRO,2048,6.091974217
Algeria,FRO,2049,5.952833333
Algeria,FRO,2050,5.816870432
Algeria,FSM,2021,11.36802586
Algeria,FSM,2022,11.10837979
Algeria,FSM,2023,10.85466404
Algeria,FSM,2024,10.60674317
Algeria,FSM,2025,10.36448482
Algeria,FSM,2026,10.12775966
Algeria,FSM,2027,9.896441312
Algeria,FSM,2028,9.67040628
Algeria,FSM,2029,9.449533896
Algeria,FSM,2030,9.233706243
Algeria,FSM,2031,9.022808101
Algeria,FSM,2032,8.816726879
Algeria,FSM,2033,8.615352559
Algeria,FSM,2034,8.418577635
Algeria,FSM,2035,8.226297056
Algeria,FSM,2036,8.038408171
Algeria,FSM,2037,7.854810675
Algeria,FSM,2038,7.675406551
Algeria,FSM,2039,7.500100023
Algeria,FSM,2040,7.328797502
Algeria,FSM,2041,7.161407536
Algeria,FSM,2042,6.997840761
Algeria,FSM,2043,6.838009858
Algeria,FSM,2044,6.681829497
Algeria,FSM,2045,6.5292163
Algeria,FSM,2046,6.380088794
Algeria,FSM,2047,6.234367364
Algeria,FSM,2048,6.091974217
Algeria,FSM,2049,5.952833333
Algeria,FSM,2050,5.816870432
Algeria,GAB,2021,11.36802586
Algeria,GAB,2022,11.10837979
Algeria,GAB,2023,10.85466404
Algeria,GAB,2024,10.60674317
Algeria,GAB,2025,10.36448482
Algeria,GAB,2026,10.12775966
Algeria,GAB,2027,9.896441312
Algeria,GAB,2028,9.67040628
Algeria,GAB,2029,9.449533896
Algeria,GAB,2030,9.233706243
Algeria,GAB,2031,9.022808101
Algeria,GAB,2032,8.816726879
Algeria,GAB,2033,8.615352559
Algeria,GAB,2034,8.418577635
Algeria,GAB,2035,8.226297056
Algeria,GAB,2036,8.038408171
Algeria,GAB,2037,7.854810675
Algeria,GAB,2038,7.675406551
Algeria,GAB,2039,7.500100023
Algeria,GAB,2040,7.328797502
Algeria,GAB,2041,7.161407536
Algeria,GAB,2042,6.997840761
Algeria,GAB,2043,6.838009858
Algeria,GAB,2044,6.681829497
Algeria,GAB,2045,6.5292163
Algeria,GAB,2046,6.380088794
Algeria,GAB,2047,6.234367364
Algeria,GAB,2048,6.091974217
Algeria,GAB,2049,5.952833333
Algeria,GAB,2050,5.816870432
Algeria,GBR,2021,11.36802586
Algeria,GBR,2022,11.10837979
Algeria,GBR,2023,10.85466404
