,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_metals
3131,Barbados,BRB,2032,1.3583804480606714
3132,Barbados,BRB,2033,1.331423019667621
3133,Barbados,BRB,2034,1.305000568752053
3134,Barbados,BRB,2035,1.2791024785408363
3135,Barbados,BRB,2036,1.2537183429535885
3136,Barbados,BRB,2037,1.2288379624214043
3137,Barbados,BRB,2038,1.2044513397885979
3138,Barbados,BRB,2039,1.1805486762957431
3139,Barbados,BRB,2040,1.157120367642458
3140,Barbados,BRB,2041,1.134157000128299
3141,Barbados,BRB,2042,1.1116493468702697
3142,Barbados,BRB,2043,1.089588364095361
3143,Barbados,BRB,2044,1.067965187506698
3144,Barbados,BRB,2045,1.0467711287217776
3145,Barbados,BRB,2046,1.0259976717814066
3146,Barbados,BRB,2047,1.0056364697279074
3147,Barbados,BRB,2048,0.9856793412512459
3148,Barbados,BRB,2049,0.966118267401702
3149,Barbados,BRB,2050,0.9469453883677891
3150,Marshall Islands,MHL,2021,1.1582668841954038
3151,Marshall Islands,MHL,2022,0.8043065246298441
3152,Marshall Islands,MHL,2023,0.558514617303863
3153,Marshall Islands,MHL,2024,0.3878354435650526
3154,Marshall Islands,MHL,2025,0.2693149411405039
3155,Marshall Islands,MHL,2026,0.1870136902775041
3156,Marshall Islands,MHL,2027,0.12986327532776562
3157,Marshall Islands,MHL,2028,0.09017773112669115
3158,Marshall Islands,MHL,2029,0.06261988364788397
3159,Marshall Islands,MHL,2030,0.043483571598907624
3160,Marshall Islands,MHL,2031,0.030195217379028527
3161,Marshall Islands,MHL,2032,0.020967715370227107
3162,Marshall Islands,MHL,2033,0.014560090173492317
3163,Marshall Islands,MHL,2034,0.01011060204304612
3164,Marshall Islands,MHL,2035,0.007020854435294263
3165,Marshall Islands,MHL,2036,0.0048753176904528395
3166,Marshall Islands,MHL,2037,0.003385445860172754
3167,Marshall Islands,MHL,2038,0.0023508711431472276
3168,Marshall Islands,MHL,2039,0.0016324571001706555
3169,Marshall Islands,MHL,2040,0.0011335866670811772
3170,Marshall Islands,MHL,2041,0.000787168454013205
3171,Marshall Islands,MHL,2042,0.0005466138522862191
3172,Marshall Islands,MHL,2043,0.00037957149068650124
3173,Marshall Islands,MHL,2044,0.00026357640945135044
3174,Marshall Islands,MHL,2045,0.00018302882414487058
3175,Marshall Islands,MHL,2046,0.00012709616364220603
3176,Marshall Islands,MHL,2047,8.825623443759166e-05
3177,Marshall Islands,MHL,2048,6.128558639292004e-05
3178,Marshall Islands,MHL,2049,4.2557028672914757e-05
3179,Marshall Islands,MHL,2050,2.9551821171389115e-05
3180,West Bank and Gaza,PSE,2021,0.2683955741474265
3181,West Bank and Gaza,PSE,2022,0.24923117486573435
3182,West Bank and Gaza,PSE,2023,0.2314351819036871
3183,West Bank and Gaza,PSE,2024,0.21490988617955897
3184,West Bank and Gaza,PSE,2025,0.1995645553878302
3185,West Bank and Gaza,PSE,2026,0.18531493583253536
3186,West Bank and Gaza,PSE,2027,0.1720827898314796
3187,West Bank and Gaza,PSE,2028,0.1597954661514454
3188,West Bank and Gaza,PSE,2029,0.14838550111585092
3189,West Bank and Gaza,PSE,2030,0.13779024819474212
3190,West Bank and Gaza,PSE,2031,0.12795153404337903
3191,West Bank and Gaza,PSE,2032,0.11881533910088908
3192,West Bank and Gaza,PSE,2033,0.11033150099531595
3193,West Bank and Gaza,PSE,2034,0.10245343912660115
3194,West Bank and Gaza,PSE,2035,0.0951378989153223
3195,West Bank and Gaza,PSE,2036,0.08834471431298224
3196,West Bank and Gaza,PSE,2037,0.0820365872699073
3197,West Bank and Gaza,PSE,2038,0.07617888294992346
3198,West Bank and Gaza,PSE,2039,0.07073943956743423
3199,West Bank and Gaza,PSE,2040,0.06568839180280583
3200,West Bank and Gaza,PSE,2041,0.060998006826525474
3201,West Bank and Gaza,PSE,2042,0.056642532031815115
3202,West Bank and Gaza,PSE,2043,0.052598053639680856
3203,West Bank and Gaza,PSE,2044,0.04884236540006405
3204,West Bank and Gaza,PSE,2045,0.045354846668197765
3205,West Bank and Gaza,PSE,2046,0.04211634918674583
3206,West Bank and Gaza,PSE,2047,0.039109091952099204
3207,West Bank and Gaza,PSE,2048,0.03631656358759354
3208,West Bank and Gaza,PSE,2049,0.03372343168762667
3209,West Bank and Gaza,PSE,2050,0.031315458634928184
3210,Fiji,FJI,2021,1.0594996733613506
3211,Fiji,FJI,2022,0.9689878644203682
3212,Fiji,FJI,2023,0.8862083726888647
3213,Fiji,FJI,2024,0.8105006354167661
3214,Fiji,FJI,2025,0.7412605209515624
3215,Fiji,FJI,2026,0.677935507896103
3216,Fiji,FJI,2027,0.6200202761053032
3217,Fiji,FJI,2028,0.567052674338768
3218,Fiji,FJI,2029,0.5186100323921323
3219,Fiji,FJI,2030,0.4743057882786506
3220,Fiji,FJI,2031,0.4337864035467249
3221,Fiji,FJI,2032,0.3967285421181772
3222,Fiji,FJI,2033,0.3628364901350813
3223,Fiji,FJI,2034,0.3318397962260287
3224,Fiji,FJI,2035,0.3034911133616593
3225,Fiji,FJI,2036,0.2775642250779399
3226,Fiji,FJI,2037,0.253852240316867
3227,Fiji,FJI,2038,0.23216594247978897
3228,Fiji,FJI,2039,0.2123322795191712
3229,Fiji,FJI,2040,0.19419298302003235
3230,Fiji,FJI,2041,0.1776033052516336
3231,Fiji,FJI,2042,0.1624308641113518
3232,Fiji,FJI,2043,0.14855458674363706
3233,Fiji,FJI,2044,0.1358637434043575
3234,Fiji,FJI,2045,0.12425706386097676
3235,Fiji,FJI,2046,0.11364192927762105
3236,Fiji,FJI,2047,0.10393363313645493
3237,Fiji,FJI,2048,0.09505470529767254
3238,Fiji,FJI,2049,0.08693429380424682
3239,Fiji,FJI,2050,0.07950759949837208
3240,China,CHN,2021,0.0008773850853021642
3241,China,CHN,2022,0.0008057418302898913
3242,China,CHN,2023,0.0007399486359576268
3243,China,CHN,2024,0.0006795278130943811
3244,China,CHN,2025,0.0006240406784063242
3245,China,CHN,2026,0.0005730843694719187
3246,China,CHN,2027,0.0005262889197732446
3247,China,CHN,2028,0.0004833145725668941
3248,China,CHN,2029,0.0004438493140918964
3249,China,CHN,2030,0.0004076066082045981
3250,China,CHN,2031,0.00037432331599290846
3251,China,CHN,2032,0.00034375778526533283
3252,China,CHN,2033,0.0003156880960435959
3253,China,CHN,2034,0.0002899104493203196
3254,China,CHN,2035,0.00026623768738338167
3255,China,CHN,2036,0.0002444979349638191
3256,China,CHN,2037,0.00022453335134139035
3257,China,CHN,2038,0.00020619898434748142
3258,China,CHN,2039,0.0001893617179449065
3259,China,CHN,2040,0.00017389930574352263
3260,China,CHN,2041,0.0001596994834345419
3261,China,CHN,2042,0.0001466591536994071
3262,China,CHN,2043,0.00013468363767527467
3263,China,CHN,2044,0.00012368598754240625
3264,China,CHN,2045,0.00011358635524253196
3265,China,CHN,2046,0.00010431141274478847
3266,China,CHN,2047,9.579381965008508e-05
3267,China,CHN,2048,8.797173426846812e-05
3268,China,CHN,2049,8.078836461967003e-05
3269,China,CHN,2050,7.41915560969011e-05
3270,Cabo Verde,CPV,2021,3.61178074802456
3271,Cabo Verde,CPV,2022,3.647025492977934
3272,Cabo Verde,CPV,2023,3.68261416579778
3273,Cabo Verde,CPV,2024,3.718550122626341
3274,Cabo Verde,CPV,2025,3.7548367523560024
3275,Cabo Verde,CPV,2026,3.791477476948909
3276,Cabo Verde,CPV,2027,3.828475751759638
3277,Cabo Verde,CPV,2028,3.865835065861081
3278,Cabo Verde,CPV,2029,3.9035589423733983
3279,Cabo Verde,CPV,2030,3.9416509387964047
3280,Cabo Verde,CPV,2031,3.980114647344902
3281,Cabo Verde,CPV,2032,4.018953695287554
3282,Cabo Verde,CPV,2033,4.058171745288878
3283,Cabo Verde,CPV,2034,4.097772495754669
3284,Cabo Verde,CPV,2035,4.137759681180803
3285,Cabo Verde,CPV,2036,4.178137072505385
3286,Cabo Verde,CPV,2037,4.218908477464355
3287,Cabo Verde,CPV,2038,4.260077740950563
3288,Cabo Verde,CPV,2039,4.301648745376428
3289,Cabo Verde,CPV,2040,4.343625411039955
3290,Cabo Verde,CPV,2041,4.386011696494524
3291,Cabo Verde,CPV,2042,4.42881159892215
3292,Cabo Verde,CPV,2043,4.472029154510477
3293,Cabo Verde,CPV,2044,4.515668438833296
3294,Cabo Verde,CPV,2045,4.559733567235058
3295,Cabo Verde,CPV,2046,4.604228695218777
3296,Cabo Verde,CPV,2047,4.649158018838095
3297,Cabo Verde,CPV,2048,4.694525775092825
3298,Cabo Verde,CPV,2049,4.7403362423285955
3299,Cabo Verde,CPV,2050,4.786593740640327
3300,"Egypt, Arab Rep.",EGY,2021,0.008159631011276229
3301,"Egypt, Arab Rep.",EGY,2022,0.007829115134941174
3302,"Egypt, Arab Rep.",EGY,2023,0.0075119872101394695
3303,"Egypt, Arab Rep.",EGY,2024,0.007207704941450365
3304,"Egypt, Arab Rep.",EGY,2025,0.006915747999795071
3305,"Egypt, Arab Rep.",EGY,2026,0.006635617132663187
3306,"Egypt, Arab Rep.",EGY,2027,0.0063668333103806245
3307,"Egypt, Arab Rep.",EGY,2028,0.006108936906958508
3308,"Egypt, Arab Rep.",EGY,2029,0.005861486914123196
3309,"Egypt, Arab Rep.",EGY,2030,0.005624060187182874
3310,"Egypt, Arab Rep.",EGY,2031,0.005396250721441187
3311,"Egypt, Arab Rep.",EGY,2032,0.005177668957920747
3312,"Egypt, Arab Rep.",EGY,2033,0.004967941117208927
3313,"Egypt, Arab Rep.",EGY,2034,0.004766708560287389
3314,"Egypt, Arab Rep.",EGY,2035,0.004573627175251704
3315,"Egypt, Arab Rep.",EGY,2036,0.0043883667888728215
3316,"Egypt, Arab Rep.",EGY,2037,0.004210610601993815
3317,"Egypt, Arab Rep.",EGY,2038,0.004040054647796807
3318,"Egypt, Arab Rep.",EGY,2039,0.0038764072720131695
3319,"Egypt, Arab Rep.",EGY,2040,0.0037193886341886765
3320,"Egypt, Arab Rep.",EGY,2041,0.003568730229150419
3321,"Egypt, Arab Rep.",EGY,2042,0.0034241744278573046
3322,"Egypt, Arab Rep.",EGY,2043,0.0032854740368490074
3323,"Egypt, Arab Rep.",EGY,2044,0.003152391875539923
3324,"Egypt, Arab Rep.",EGY,2045,0.0030247003706353782
3325,"Egypt, Arab Rep.",EGY,2046,0.0029021811669765287
3326,"Egypt, Arab Rep.",EGY,2047,0.002784624754148448
3327,"Egypt, Arab Rep.",EGY,2048,0.0026718301082128836
3328,"Egypt, Arab Rep.",EGY,2049,0.0025636043479531304
3329,"Egypt, Arab Rep.",EGY,2050,0.002459762405043068
3330,Chile,CHL,2021,0.000726941999518887
3331,Chile,CHL,2022,0.0007291884215917039
3332,Chile,CHL,2023,0.0007314417856380696
3333,Chile,CHL,2024,0.0007337021131103116
3334,Chile,CHL,2025,0.0007359694255270568
3335,Chile,CHL,2026,0.0007382437444734349
3336,Chile,CHL,2027,0.0007405250916012704
3337,Chile,CHL,2028,0.0007428134886292985
3338,Chile,CHL,2029,0.0007451089573433737
3339,Chile,CHL,2030,0.0007474115195966741
3340,Chile,CHL,2031,0.0007497211973099071
3341,Chile,CHL,2032,0.0007520380124715169
3342,Chile,CHL,2033,0.0007543619871379021
3343,Chile,CHL,2034,0.0007566931434336207
3344,Chile,CHL,2035,0.000759031503551601
3345,Chile,CHL,2036,0.0007613770897533487
3346,Chile,CHL,2037,0.0007637299243691701
3347,Chile,CHL,2038,0.0007660900297983616
3348,Chile,CHL,2039,0.0007684574285094622
3349,Chile,CHL,2040,0.0007708321430404236
3350,Chile,CHL,2041,0.0007732141959988608
3351,Chile,CHL,2042,0.0007756036100622348
3352,Chile,CHL,2043,0.0007780004079781009
3353,Chile,CHL,2044,0.0007804046125642996
3354,Chile,CHL,2045,0.0007828162467091854
3355,Chile,CHL,2046,0.0007852353333718538
3356,Chile,CHL,2047,0.0007876618955823341
3357,Chile,CHL,2048,0.0007900959564418296
3358,Chile,CHL,2049,0.0007925375391229354
3359,Chile,CHL,2050,0.0007949866668698542
3360,Turkmenistan,TKM,2021,0.1360690166312868
3361,Turkmenistan,TKM,2022,0.12103492162216557
3362,Turkmenistan,TKM,2023,0.10766192491697166
3363,Turkmenistan,TKM,2024,0.09576649384721797
3364,Turkmenistan,TKM,2025,0.08518537403879863
3365,Turkmenistan,TKM,2026,0.07577334888867085
3366,Turkmenistan,TKM,2027,0.06740124659415309
3367,Turkmenistan,TKM,2028,0.059954167383052745
3368,Turkmenistan,TKM,2029,0.05332990661491582
3369,Turkmenistan,TKM,2030,0.04743755211184199
3370,Turkmenistan,TKM,2031,0.042196236468457084
3371,Turkmenistan,TKM,2032,0.03753402721759462
3372,Turkmenistan,TKM,2033,0.0333869396201782
3373,Turkmenistan,TKM,2034,0.029698058530711065
3374,Turkmenistan,TKM,2035,0.026416757286747392
3375,Turkmenistan,TKM,2036,0.023498002902286465
3376,Turkmenistan,TKM,2037,0.02090173802947665
3377,Turkmenistan,TKM,2038,0.018592331206596292
3378,Turkmenistan,TKM,2039,0.016538087847445364
3379,Turkmenistan,TKM,2040,0.014710815260906254
3380,Turkmenistan,TKM,2041,0.013085435730947613
3381,Turkmenistan,TKM,2042,0.011639642346933527
3382,Turkmenistan,TKM,2043,0.010353592860810073
3383,Turkmenistan,TKM,2044,0.00920963736962747
3384,Turkmenistan,TKM,2045,0.008192076086078866
3385,Turkmenistan,TKM,2046,0.007286943872668419
3386,Turkmenistan,TKM,2047,0.0064818185824291824
3387,Turkmenistan,TKM,2048,0.005765650575834495
3388,Turkmenistan,TKM,2049,0.005128611074172081
3389,Turkmenistan,TKM,2050,0.004561957268163694
3390,Madagascar,MDG,2021,0.1977200077343657
3391,Madagascar,MDG,2022,0.16503625117761977
3392,Madagascar,MDG,2023,0.13775522525446665
3393,Madagascar,MDG,2024,0.11498384112279336
3394,Madagascar,MDG,2025,0.09597664041366796
3395,Madagascar,MDG,2026,0.08011139143679669
3396,Madagascar,MDG,2027,0.06686871941212148
3397,Madagascar,MDG,2028,0.055815103889997
3398,Madagascar,MDG,2029,0.04658868675278455
3399,Madagascar,MDG,2030,0.03888742619966845
3400,Madagascar,MDG,2031,0.032459208916084524
3401,Madagascar,MDG,2032,0.027093596733511943
3402,Madagascar,MDG,2033,0.022614937593085332
3403,Madagascar,MDG,2034,0.018876615289196732
3404,Madagascar,MDG,2035,0.015756249749072308
3405,Madagascar,MDG,2036,0.01315169072165296
3406,Madagascar,MDG,2037,0.010977673722657028
3407,Madagascar,MDG,2038,0.009163028762736029
3408,Madagascar,MDG,2039,0.007648350481891138
3409,Madagascar,MDG,2040,0.006384053418203787
3410,Madagascar,MDG,2041,0.00532874874693269
3411,Madagascar,MDG,2042,0.0044478893498867585
3412,Madagascar,MDG,2043,0.0037126388592113252
3413,Madagascar,MDG,2044,0.0030989276518933488
3414,Madagascar,MDG,2045,0.0025866648914269225
3415,Madagascar,MDG,2046,0.0021590808215392688
3416,Madagascar,MDG,2047,0.0018021777808903219
3417,Madagascar,MDG,2048,0.0015042719668174752
3418,Madagascar,MDG,2049,0.0012556109470149032
3419,Madagascar,MDG,2050,0.0010480543977689912
3420,Belgium,BEL,2021,0.003916958412704512
3421,Belgium,BEL,2022,0.0039513090336254515
3422,Belgium,BEL,2023,0.00398596089980697
3423,Belgium,BEL,2024,0.004020916653085038
3424,Belgium,BEL,2025,0.004056178958463836
3425,Belgium,BEL,2026,0.004091750504318831
3426,Belgium,BEL,2027,0.004127634002601845
3427,Belgium,BEL,2028,0.004163832189047721
3428,Belgium,BEL,2029,0.004200347823382883
3429,Belgium,BEL,2030,0.004237183689535845
3430,Belgium,BEL,2031,0.004274342595849371
3431,Belgium,BEL,2032,0.0043118273752945566
3432,Belgium,BEL,2033,0.004349640885686944
3433,Belgium,BEL,2034,0.004387786009904189
3434,Belgium,BEL,2035,0.004426265656106094
3435,Belgium,BEL,2036,0.00446508275795614
3436,Belgium,BEL,2037,0.004504240274845184
3437,Belgium,BEL,2038,0.004543741192117137
3438,Belgium,BEL,2039,0.004583588521296608
3439,Belgium,BEL,2040,0.004623785300318307
3440,Belgium,BEL,2041,0.0046643345937588026
3441,Belgium,BEL,2042,0.004705239493070213
3442,Belgium,BEL,2043,0.004746503116815725
3443,Belgium,BEL,2044,0.00478812861090753
3444,Belgium,BEL,2045,0.004830119148846503
3445,Belgium,BEL,2046,0.004872477931964261
3446,Belgium,BEL,2047,0.004915208189667175
3447,Belgium,BEL,2048,0.004958313179682687
3448,Belgium,BEL,2049,0.005001796188307471
3449,Belgium,BEL,2050,0.005045660530658184
3450,Cyprus,CYP,2021,0.03214160516815159
3451,Cyprus,CYP,2022,0.03228245211535725
3452,Cyprus,CYP,2023,0.0324239162645486
3453,Cyprus,CYP,2024,0.032566000320351736
3454,Cyprus,CYP,2025,0.0327087069992441
3455,Cyprus,CYP,2026,0.03285203902960742
3456,Cyprus,CYP,2027,0.03299599915177917
3457,Cyprus,CYP,2028,0.0331405901181049
3458,Cyprus,CYP,2029,0.03328581469299184
3459,Cyprus,CYP,2030,0.03343167565296052
3460,Cyprus,CYP,2031,0.033578175786698417
3461,Cyprus,CYP,2032,0.03372531789511365
3462,Cyprus,CYP,2033,0.0338731047913877
3463,Cyprus,CYP,2034,0.03402153930102968
3464,Cyprus,CYP,2035,0.034170624261930634
3465,Cyprus,CYP,2036,0.03432036252441699
3466,Cyprus,CYP,2037,0.034470756951306
3467,Cyprus,CYP,2038,0.03462181041795942
3468,Cyprus,CYP,2039,0.03477352581233979
3469,Cyprus,CYP,2040,0.03492590603506422
3470,Cyprus,CYP,2041,0.03507895399946097
3471,Cyprus,CYP,2042,0.035232672631624544
3472,Cyprus,CYP,2043,0.03538706487047186
3473,Cyprus,CYP,2044,0.035542133667798494
3474,Cyprus,CYP,2045,0.03569788198833498
3475,Cyprus,CYP,2046,0.03585431280980313
3476,Cyprus,CYP,2047,0.03601142912297423
3477,Cyprus,CYP,2048,0.03616923393172421
3478,Cyprus,CYP,2049,0.036327730253093375
3479,Cyprus,CYP,2050,0.03648692111734198
3480,Mali,MLI,2021,0.7011111381263829
3481,Mali,MLI,2022,0.6946663328087026
3482,Mali,MLI,2023,0.6882807699039917
3483,Mali,MLI,2024,0.6819539048397882
3484,Mali,MLI,2025,0.6756851980494937
3485,Mali,MLI,2026,0.669474114926346
3486,Mali,MLI,2027,0.6633201257778405
3487,Mali,MLI,2028,0.6572227057805463
3488,Mali,MLI,2029,0.6511813349353534
3489,Mali,MLI,2030,0.6451954980231352
3490,Mali,MLI,2031,0.6392646845607847
3491,Mali,MLI,2032,0.6333883887577066
3492,Mali,MLI,2033,0.6275661094726661
3493,Mali,MLI,2034,0.621797350171063
3494,Mali,MLI,2035,0.616081618882564
3495,Mali,MLI,2036,0.6104184281591789
3496,Mali,MLI,2037,0.6048072950336616
3497,Mali,MLI,2038,0.5992477409783339
3498,Mali,MLI,2039,0.593739291864282
3499,Mali,MLI,2040,0.5882814779209026
3500,Mali,MLI,2041,0.582873833695868
3501,Mali,MLI,2042,0.5775158980153997
3502,Mali,MLI,2043,0.5722072139449688
3503,Mali,MLI,2044,0.566947328750298
3504,Mali,MLI,2045,0.5617357938587837
3505,Mali,MLI,2046,0.5565721648212153
3506,Mali,MLI,2047,0.5514560012738818
3507,Mali,MLI,2048,0.5463868669010113
3508,Mali,MLI,2049,0.5413643293975778
3509,Mali,MLI,2050,0.5363879604324119
3510,Singapore,SGP,2021,0.04018514114131971
3511,Singapore,SGP,2022,0.04006943373542447
3512,Singapore,SGP,2023,0.03995405949256891
3513,Singapore,SGP,2024,0.039839017453457665
3514,Singapore,SGP,2025,0.0397243066615571
3515,Singapore,SGP,2026,0.03960992616308794
3516,Singapore,SGP,2027,0.03949587500701722
3517,Singapore,SGP,2028,0.03938215224505011
3518,Singapore,SGP,2029,0.0392687569316225
3519,Singapore,SGP,2030,0.03915568812389306
3520,Singapore,SGP,2031,0.0390429448817347
3521,Singapore,SGP,2032,0.03893052626772779
3522,Singapore,SGP,2033,0.03881843134715168
3523,Singapore,SGP,2034,0.03870665918797698
3524,Singapore,SGP,2035,0.0385952088608582
3525,Singapore,SGP,2036,0.03848407943912566
3526,Singapore,SGP,2037,0.03837326999877774
3527,Singapore,SGP,2038,0.038262779618473686
3528,Singapore,SGP,2039,0.03815260737952526
3529,Singapore,SGP,2040,0.0380427523658897
3530,Singapore,SGP,2041,0.03793321366416176
3531,Singapore,SGP,2042,0.03782399036356632
3532,Singapore,SGP,2043,0.037715081555950394
3533,Singapore,SGP,2044,0.03760648633577634
3534,Singapore,SGP,2045,0.037498203800113414
3535,Singapore,SGP,2046,0.03739023304863125
3536,Singapore,SGP,2047,0.0372825731835915
3537,Singapore,SGP,2048,0.03717522330984093
3538,Singapore,SGP,2049,0.0370681825348033
3539,Singapore,SGP,2050,0.03696144996847315
3540,Mauritius,MUS,2021,0.5580293644665572
3541,Mauritius,MUS,2022,0.5446278151117822
3542,Mauritius,MUS,2023,0.5315481153522852
3543,Mauritius,MUS,2024,0.5187825356965594
3544,Mauritius,MUS,2025,0.5063235322833997
3545,Mauritius,MUS,2026,0.49416374242383376
3546,Mauritius,MUS,2027,0.48229598025012527
3547,Mauritius,MUS,2028,0.4707132324692626
3548,Mauritius,MUS,2029,0.45940865421841515
3549,Mauritius,MUS,2030,0.44837556501995557
3550,Mauritius,MUS,2031,0.4376074448336015
3551,Mauritius,MUS,2032,0.42709793020337755
3552,Mauritius,MUS,2033,0.41684081049711613
3553,Mauritius,MUS,2034,0.4068300242362488
3554,Mauritius,MUS,2035,0.3970596555137733
3555,Mauritius,MUS,2036,0.3875239304982181
3556,Mauritius,MUS,2037,0.3782172140215811
3557,Mauritius,MUS,2038,0.3691340062492052
3558,Mauritius,MUS,2039,0.36026893942964155
3559,Mauritius,MUS,2040,0.3516167747225481
3560,Mauritius,MUS,2041,0.3431723991027888
3561,Mauritius,MUS,2042,0.3349308223388681
3562,Mauritius,MUS,2043,0.326887174043942
3563,Mauritius,MUS,2044,0.31903670079764423
3564,Mauritius,MUS,2045,0.3113747633370389
3565,Mauritius,MUS,2046,0.30389683381502786
3566,Mauritius,MUS,2047,0.29659849312461384
3567,Mauritius,MUS,2048,0.2894754282874055
3568,Mauritius,MUS,2049,0.28252342990485274
3569,Mauritius,MUS,2050,0.27573838967068814
3570,United States,USA,2021,0.0022532193241793274
3571,United States,USA,2022,0.002168980087510076
3572,United States,USA,2023,0.002087890233112875
3573,United States,USA,2024,0.0020098320176523458
3574,United States,USA,2025,0.0019346920997652427
3575,United States,USA,2026,0.0018623613754876057
3576,United States,USA,2027,0.0017927348198346117
3577,United States,USA,2028,0.001725711334303184
3578,United States,USA,2029,0.0016611936000759035
3579,United States,USA,2030,0.0015990879367130115
3580,United States,USA,2031,0.0015393041661274382
3581,United States,USA,2032,0.0014817554816452428
3582,United States,USA,2033,0.0014263583219614026
3583,United States,USA,2034,0.0013730322498078937
3584,United States,USA,2035,0.0013216998351579287
3585,United States,USA,2036,0.0012722865427967273
3586,United States,USA,2037,0.001224720624095583
3587,United States,USA,2038,0.0011789330128320953
3588,United States,USA,2039,0.0011348572249052673
3589,United States,USA,2040,0.0010924292617998882
3590,United States,USA,2041,0.001051587517660002
3591,United States,USA,2042,0.0010122726898365454
3592,United States,USA,2043,0.0009744276927792695
3593,United States,USA,2044,0.0009379975751479088
3594,United States,USA,2045,0.0009029294400222473
3595,United States,USA,2046,0.0008691723680952281
3596,United States,USA,2047,0.0008366773437375723
3597,United States,USA,2048,0.0008053971838265599
3598,United States,USA,2049,0.0007752864692356366
3599,United States,USA,2050,0.0007463014788853527
3600,Austria,AUT,2021,0.00240419414600715
3601,Austria,AUT,2022,0.002365060580994904
3602,Austria,AUT,2023,0.0023265640011084785
3603,Austria,AUT,2024,0.002288694038009316
3604,Austria,AUT,2025,0.0022514404921264684
3605,Austria,AUT,2026,0.002214793329909489
3606,Austria,AUT,2027,0.0021787426811261394
3607,Austria,AUT,2028,0.002143278836203971
3608,Austria,AUT,2029,0.002108392243615238
3609,Austria,AUT,2030,0.0020740735073044316
3610,Austria,AUT,2031,0.0020403133841575293
3611,Austria,AUT,2032,0.002007102781512608
3612,Austria,AUT,2033,0.0019744327547109035
3613,Austria,AUT,2034,0.0019422945046876647
3614,Austria,AUT,2035,0.001910679375602373
3615,Austria,AUT,2036,0.0018795788525074028
3616,Austria,AUT,2037,0.0018489845590546935
3617,Austria,AUT,2038,0.0018188882552397322
3618,Austria,AUT,2039,0.0017892818351822482
3619,Austria,AUT,2040,0.00176015732494308
3620,Austria,AUT,2041,0.001731506880376522
3621,Austria,AUT,2042,0.0017033227850176318
3622,Austria,AUT,2043,0.0016755974480039655
3623,Austria,AUT,2044,0.0016483234020311416
3624,Austria,AUT,2045,0.0016214933013415922
3625,Austria,AUT,2046,0.001595099919746207
3626,Austria,AUT,2047,0.0015691361486780213
3627,Austria,AUT,2048,0.0015435949952776855
3628,Austria,AUT,2049,0.0015184695805100846
3629,Austria,AUT,2050,0.0014937531373115664
3630,Israel,ISR,2021,0.0009107436903926435
3631,Israel,ISR,2022,0.0008439133392688196
3632,Israel,ISR,2023,0.0007819869977784959
3633,Israel,ISR,2024,0.000724604809807179
3634,Israel,ISR,2025,0.0006714333254738125
3635,Israel,ISR,2026,0.000622163563441966
3636,Israel,ISR,2027,0.0005765092154185914
3637,Israel,ISR,2028,0.0005342049824066333
3638,Israel,ISR,2029,0.0004950050330433395
3639,Israel,ISR,2030,0.0004586815750657346
3640,Israel,ISR,2031,0.000425023531601875
3641,Israel,ISR,2032,0.00039383531459584215
3642,Israel,ISR,2033,0.0003649356882387762
3643,Israel,ISR,2034,0.00033815671580132034
3644,Israel,ISR,2035,0.00031334278374746513
3645,Israel,ISR,2036,0.0002903496974589055
3646,Israel,ISR,2037,0.00026904384331512363
3647,Israel,ISR,2038,0.00024930141226001503
3648,Israel,ISR,2039,0.0002310076803431693
3649,Israel,ISR,2040,0.00021405634205503012
3650,Israel,ISR,2041,0.0001983488925818949
3651,Israel,ISR,2042,0.0001837940553910334
3652,Israel,ISR,2043,0.000170307251819593
3653,Israel,ISR,2044,0.00015781010958506388
3654,Israel,ISR,2045,0.00014623000736122964
3655,Israel,ISR,2046,0.00013549965277312703
3656,Israel,ISR,2047,0.0001255566913587249
3657,Israel,ISR,2048,0.00011634334422498672
3658,Israel,ISR,2049,0.00010780607229272269
3659,Israel,ISR,2050,9.989526517914629e-05
3660,Dominican Republic,DOM,2021,0.05082753081538035
3661,Dominican Republic,DOM,2022,0.04768997913239447
3662,Dominican Republic,DOM,2023,0.04474610655216008
3663,Dominican Republic,DOM,2024,0.041983957384817125
3664,Dominican Republic,DOM,2025,0.03939231395776163
3665,Dominican Republic,DOM,2026,0.036960651058302194
3666,Dominican Republic,DOM,2027,0.03467909318854348
3667,Dominican Republic,DOM,2028,0.032538374458897554
3668,Dominican Republic,DOM,2029,0.030529800957344498
3669,Dominican Republic,DOM,2030,0.028645215441615392
3670,Dominican Republic,DOM,2031,0.026876964210903652
3671,Dominican Republic,DOM,2032,0.025217866022565937
3672,Dominican Republic,DOM,2033,0.023661182927575353
3673,Dominican Republic,DOM,2034,0.022200592906283397
3674,Dominican Republic,DOM,2035,0.020830164193359965
3675,Dominican Republic,DOM,2036,0.019544331187638334
3676,Dominican Republic,DOM,2037,0.018337871849030143
3677,Dominican Republic,DOM,2038,0.01720588649071533
3678,Dominican Republic,DOM,2039,0.01614377788047622
3679,Dominican Republic,DOM,2040,0.01514723257036421
3680,Dominican Republic,DOM,2041,0.014212203378874447
3681,Dominican Republic,DOM,2042,0.013334892954484645
3682,Dominican Republic,DOM,2043,0.012511738353806685
3683,Dominican Republic,DOM,2044,0.01173939657171902
