,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_metals
1167,Sweden,SWE,2048,0.0011236730879594168
1168,Sweden,SWE,2049,0.001120227385808477
1169,Sweden,SWE,2050,0.0011167922497763098
1170,Honduras,HND,2021,0.4656725895134936
1171,Honduras,HND,2022,0.42492638680933414
1172,Honduras,HND,2023,0.38774546381498765
1173,Honduras,HND,2024,0.3538178596956859
1174,Honduras,HND,2025,0.3228589100899683
1175,Honduras,HND,2026,0.2946088586769924
1176,Honduras,HND,2027,0.26883067773094377
1177,Honduras,HND,2028,0.2453080793762381
1178,Honduras,HND,2029,0.22384370085725588
1179,Honduras,HND,2030,0.20425744859639633
1180,Honduras,HND,2031,0.1863849871465208
1181,Honduras,HND,2032,0.17007636035958013
1182,Honduras,HND,2033,0.15519473320253163
1183,Honduras,HND,2034,0.1416152436639803
1184,Honduras,HND,2035,0.12922395511861043
1185,Honduras,HND,2036,0.11791690035939166
1186,Honduras,HND,2037,0.10759920927667299
1187,Honduras,HND,2038,0.09818431286506564
1188,Honduras,HND,2039,0.0895932168794755
1189,Honduras,HND,2040,0.08175383904600114
1190,Honduras,HND,2041,0.07460040426666006
1191,Honduras,HND,2042,0.06807289274351616
1192,Honduras,HND,2043,0.062116536391763545
1193,Honduras,HND,2044,0.05668135931650701
1194,Honduras,HND,2045,0.051721758497677156
1195,Honduras,HND,2046,0.047196121164881456
1196,Honduras,HND,2047,0.04306647565183237
1197,Honduras,HND,2048,0.039298172800903156
1198,Honduras,HND,2049,0.035859595244681554
1199,Honduras,HND,2050,0.032721892125295825
1200,Turkiye,TUR,2021,0.0025522935768989524
1201,Turkiye,TUR,2022,0.002552824681352046
1202,Turkiye,TUR,2023,0.0025533558963221816
1203,Turkiye,TUR,2024,0.002553887221832356
1204,Turkiye,TUR,2025,0.002554418657905575
1205,Turkiye,TUR,2026,0.00255495020456484
1206,Turkiye,TUR,2027,0.0025554818618331748
1207,Turkiye,TUR,2028,0.0025560136297335845
1208,Turkiye,TUR,2029,0.0025565455082890913
1209,Turkiye,TUR,2030,0.0025570774975227258
1210,Turkiye,TUR,2031,0.0025576095974575138
1211,Turkiye,TUR,2032,0.002558141808116499
1212,Turkiye,TUR,2033,0.002558674129522717
1213,Turkiye,TUR,2034,0.002559206561699209
1214,Turkiye,TUR,2035,0.002559739104669031
1215,Turkiye,TUR,2036,0.0025602717584552333
1216,Turkiye,TUR,2037,0.002560804523080885
1217,Turkiye,TUR,2038,0.0025613373985690405
1218,Turkiye,TUR,2039,0.002561870384942772
1219,Turkiye,TUR,2040,0.0025624034822251543
1220,Turkiye,TUR,2041,0.0025629366904392622
1221,Turkiye,TUR,2042,0.0025634700096081914
1222,Turkiye,TUR,2043,0.0025640034397550198
1223,Turkiye,TUR,2044,0.002564536980902839
1224,Turkiye,TUR,2045,0.0025650706330747545
1225,Turkiye,TUR,2046,0.0025656043962938623
1226,Turkiye,TUR,2047,0.002566138270583279
1227,Turkiye,TUR,2048,0.002566672255966104
1228,Turkiye,TUR,2049,0.002567206352465474
1229,Turkiye,TUR,2050,0.0025677405601044916
1230,Ghana,GHA,2021,0.04261964914216798
1231,Ghana,GHA,2022,0.03675783605285874
1232,Ghana,GHA,2023,0.0317022438824355
1233,Ghana,GHA,2024,0.027341986773545546
1234,Ghana,GHA,2025,0.023581429866512838
1235,Ghana,GHA,2026,0.020338091710559152
1236,Ghana,GHA,2027,0.017540835172785988
1237,Ghana,GHA,2028,0.015128307165568749
1238,Ghana,GHA,2029,0.013047592970423447
1239,Ghana,GHA,2030,0.011253055643218293
1240,Ghana,GHA,2031,0.009705335045047586
1241,Ghana,GHA,2032,0.008370484544204228
1242,Ghana,GHA,2033,0.007219226454270044
1243,Ghana,GHA,2034,0.006226309877618582
1244,Ghana,GHA,2035,0.00536995686971431
1245,Ghana,GHA,2036,0.004631384776759824
1246,Ghana,GHA,2037,0.003994394269975537
1247,Ghana,GHA,2038,0.0034450140407413592
1248,Ghana,GHA,2039,0.002971194363589393
1249,Ghana,GHA,2040,0.0025625428058707275
1250,Ghana,GHA,2041,0.002210096287335069
1251,Ghana,GHA,2042,0.0019061244901360961
1252,Ghana,GHA,2043,0.0016439603073935011
1253,Ghana,GHA,2044,0.0014178536114880767
1254,Ghana,GHA,2045,0.001222845134744844
1255,Ghana,GHA,2046,0.0010546576962904692
1256,Ghana,GHA,2047,0.0009096023893301981
1257,Ghana,GHA,2048,0.0007844976712210276
1258,Ghana,GHA,2049,0.0006765995817187818
1259,Ghana,GHA,2050,0.0005835415588544782
1260,Indonesia,IDN,2021,0.00205475108339499
1261,Indonesia,IDN,2022,0.001899469152167015
1262,Indonesia,IDN,2023,0.0017559222083838677
1263,Indonesia,IDN,2024,0.001623223413961807
1264,Indonesia,IDN,2025,0.0015005529510666168
1265,Indonesia,IDN,2026,0.0013871529572501038
1266,Indonesia,IDN,2027,0.0012823228433491549
1267,Indonesia,IDN,2028,0.0011854149652211613
1268,Indonesia,IDN,2029,0.001095830622575652
1269,Indonesia,IDN,2030,0.0010130163601827845
1270,Indonesia,IDN,2031,0.0009364605486073931
1271,Indonesia,IDN,2032,0.0008656902233442953
1272,Indonesia,IDN,2033,0.0008002681628268854
1273,Indonesia,IDN,2034,0.000739790187256868
1274,Indonesia,IDN,2035,0.0006838826615672131
1275,Indonesia,IDN,2036,0.0006322001870915134
1276,Indonesia,IDN,2037,0.0005844234676788344
1277,Indonesia,IDN,2038,0.000540257337070851
1278,Indonesia,IDN,2039,0.0004994289353542621
1279,Indonesia,IDN,2040,0.0004616860232226356
1280,Indonesia,IDN,2041,0.0004267954236330633
1281,Indonesia,IDN,2042,0.00039454158123016495
1282,Indonesia,IDN,2043,0.00036472523063750187
1283,Indonesia,IDN,2044,0.0003371621653890425
1284,Indonesia,IDN,2045,0.00031168209989511825
1285,Indonesia,IDN,2046,0.00028812761741204375
1286,Indonesia,IDN,2047,0.0002663531975159203
1287,Indonesia,IDN,2048,0.00024622431707231813
1288,Indonesia,IDN,2049,0.0002276166191476108
1289,Indonesia,IDN,2050,0.00021041514472744664
1290,Uzbekistan,UZB,2021,0.03479724334780471
1291,Uzbekistan,UZB,2022,0.03197023979390255
1292,Uzbekistan,UZB,2023,0.029372908142854794
1293,Uzbekistan,UZB,2024,0.026986589350923018
1294,Uzbekistan,UZB,2025,0.024794140275569167
1295,Uzbekistan,UZB,2026,0.02277981052035297
1296,Uzbekistan,UZB,2027,0.020929129285216664
1297,Uzbekistan,UZB,2028,0.019228801409298387
1298,Uzbekistan,UZB,2029,0.017666611859453108
1299,Uzbekistan,UZB,2030,0.016231337978333038
1300,Uzbekistan,UZB,2031,0.014912668861624723
1301,Uzbekistan,UZB,2032,0.0137011312852541
1302,Uzbekistan,UZB,2033,0.012588021650426188
1303,Uzbekistan,UZB,2034,0.011565343457597547
1304,Uzbekistan,UZB,2035,0.010625749860198699
1305,Uzbekistan,UZB,2036,0.00976249088541696
1306,Uzbekistan,UZB,2037,0.008969364942877266
1307,Uzbekistan,UZB,2038,0.008240674272863057
1308,Uzbekistan,UZB,2039,0.007571184014020407
1309,Uzbekistan,UZB,2040,0.006956084596490467
1310,Uzbekistan,UZB,2041,0.006390957190305773
1311,Uzbekistan,UZB,2042,0.0058717419608335375
1312,Uzbekistan,UZB,2043,0.005394708903215801
1313,Uzbekistan,UZB,2044,0.004956431046282593
1314,Uzbekistan,UZB,2045,0.004553759833437933
1315,Uzbekistan,UZB,2046,0.004183802503655434
1316,Uzbekistan,UZB,2047,0.003843901310091353
1317,Uzbekistan,UZB,2048,0.003531614427022417
1318,Uzbekistan,UZB,2049,0.0032446984079454603
1319,Uzbekistan,UZB,2050,0.0029810920688191486
1320,Paraguay,PRY,2021,0.3433223586925706
1321,Paraguay,PRY,2022,0.31689253275601664
1322,Paraguay,PRY,2023,0.29249734185371035
1323,Paraguay,PRY,2024,0.2699801546202954
1324,Paraguay,PRY,2025,0.2491963975701817
1325,Paraguay,PRY,2026,0.2300126268513809
1326,Paraguay,PRY,2027,0.2123056714580818
1327,Paraguay,PRY,2028,0.19596184240089873
1328,Paraguay,PRY,2029,0.18087620275719593
1329,Paraguay,PRY,2030,0.16695189391479273
1330,Paraguay,PRY,2031,0.15409951368313632
1331,Paraguay,PRY,2032,0.14223654227905158
1332,Paraguay,PRY,2033,0.1312868125015664
1333,Paraguay,PRY,2034,0.12118002069402042
1334,Paraguay,PRY,2035,0.1118512753535549
1335,Paraguay,PRY,2036,0.10324068048978406
1336,Paraguay,PRY,2037,0.0952929510575747
1337,Paraguay,PRY,2038,0.0879570579947886
1338,Paraguay,PRY,2039,0.08118590058591348
1339,Paraguay,PRY,2040,0.0749360040479794
1340,Paraguay,PRY,2041,0.06916724039707337
1341,Paraguay,PRY,2042,0.06384257080326056
1342,Paraguay,PRY,2043,0.05892780777967524
1343,Paraguay,PRY,2044,0.05439139567890045
1344,Paraguay,PRY,2045,0.05020420808729121
1345,Paraguay,PRY,2046,0.046339360816397834
1346,Paraguay,PRY,2047,0.042772039290783916
1347,Paraguay,PRY,2048,0.039479339223966646
1348,Paraguay,PRY,2049,0.03644011955952892
1349,Paraguay,PRY,2050,0.0336348667331962
1350,Pakistan,PAK,2021,0.009427036310348568
1351,Pakistan,PAK,2022,0.008586693323174056
1352,Pakistan,PAK,2023,0.007821260022654559
1353,Pakistan,PAK,2024,0.007124058824469831
1354,Pakistan,PAK,2025,0.006489007396186953
1355,Pakistan,PAK,2026,0.005910565595435292
1356,Pakistan,PAK,2027,0.005383687138108641
1357,Pakistan,PAK,2028,0.0049037755749501725
1358,Pakistan,PAK,2029,0.004466644192464327
1359,Pakistan,PAK,2030,0.004068479488333435
1360,Pakistan,PAK,2031,0.0037058079027014745
1361,Pakistan,PAK,2032,0.003375465515091018
1362,Pakistan,PAK,2033,0.003074570442591702
1363,Pakistan,PAK,2034,0.0028004976985237023
1364,Pakistan,PAK,2035,0.00255085629224533
1365,Pakistan,PAK,2036,0.0023234683703249374
1366,Pakistan,PAK,2037,0.0021163502171063146
1367,Pakistan,PAK,2038,0.0019276949489179232
1368,Pakistan,PAK,2039,0.0017558567509514467
1369,Pakistan,PAK,2040,0.0015993365192933525
1370,Pakistan,PAK,2041,0.001456768782851641
1371,Pakistan,PAK,2042,0.0013269097910855606
1372,Pakistan,PAK,2043,0.0012086266636165532
1373,Pakistan,PAK,2044,0.0011008875070624082
1374,Pakistan,PAK,2045,0.001002752412874604
1375,Pakistan,PAK,2046,0.0009133652576446581
1376,Pakistan,PAK,2047,0.0008319462343458973
1377,Pakistan,PAK,2048,0.0007577850493538192
1378,Pakistan,PAK,2049,0.0006902347258962676
1379,Pakistan,PAK,2050,0.0006287059598752324
1380,Eritrea,ERI,2021,4.477308356576093
1381,Eritrea,ERI,2022,4.388515892376845
1382,Eritrea,ERI,2023,4.30148433028009
1383,Eritrea,ERI,2024,4.216178748671227
1384,Eritrea,ERI,2025,4.13256491848927
1385,Eritrea,ERI,2026,4.05060928949243
1386,Eritrea,ERI,2027,3.970278976795932
1387,Eritrea,ERI,2028,3.8915417476769325
1388,Eritrea,ERI,2029,3.8143660086410063
1389,Eritrea,ERI,2030,3.7387207927452604
1390,Eritrea,ERI,2031,3.6645757471726776
1391,Eritrea,ERI,2032,3.5919011210531084
1392,Eritrea,ERI,2033,3.520667753525521
1393,Eritrea,ERI,2034,3.4508470620372473
1394,Eritrea,ERI,2035,3.3824110308751356
1395,Eritrea,ERI,2036,3.315332199924181
1396,Eritrea,ERI,2037,3.249583653649046
1397,Eritrea,ERI,2038,3.1851390102942343
1398,Eritrea,ERI,2039,3.121972411298268
1399,Eritrea,ERI,2040,3.060058510917902
1400,Eritrea,ERI,2041,2.9993724660581145
1401,Eritrea,ERI,2042,2.9398899263037337
1402,Eritrea,ERI,2043,2.881587024148777
1403,Eritrea,ERI,2044,2.8244403654195605
1404,Eritrea,ERI,2045,2.7684270198877385
1405,Eritrea,ERI,2046,2.7135245120694984
1406,Eritrea,ERI,2047,2.6597108122072104
1407,Eritrea,ERI,2048,2.6069643274299477
1408,Eritrea,ERI,2049,2.5552638930892884
1409,Eritrea,ERI,2050,2.504588764266972
1410,Tajikistan,TJK,2021,0.18542811284647204
1411,Tajikistan,TJK,2022,0.19409514551187937
1412,Tajikistan,TJK,2023,0.20316728101779022
1413,Tajikistan,TJK,2024,0.21266345413896687
1414,Tajikistan,TJK,2025,0.22260348467407198
1415,Tajikistan,TJK,2026,0.2330081188122682
1416,Tajikistan,TJK,2027,0.2438990724333256
1417,Tajikistan,TJK,2028,0.25529907643160005
1418,Tajikistan,TJK,2029,0.2672319241584873
1419,Tajikistan,TJK,2030,0.2797225210823691
1420,Tajikistan,TJK,2031,0.29279693676969415
1421,Tajikistan,TJK,2032,0.30648245929569506
1422,Tajikistan,TJK,2033,0.3208076521982915
1423,Tajikistan,TJK,2034,0.33580241409406364
1424,Tajikistan,TJK,2035,0.35149804108071075
1425,Tajikistan,TJK,2036,0.36792729205623875
1426,Tajikistan,TJK,2037,0.3851244570912225
1427,Tajikistan,TJK,2038,0.4031254289968179
1428,Tajikistan,TJK,2039,0.42196777823792136
1429,Tajikistan,TJK,2040,0.44169083134781045
1430,Tajikistan,TJK,2041,0.4623357530079467
1431,Tajikistan,TJK,2042,0.48394563196423857
1432,Tajikistan,TJK,2043,0.5065655709590764
1433,Tajikistan,TJK,2044,0.5302427808668763
1434,Tajikistan,TJK,2045,0.5550266792295537
1435,Tajikistan,TJK,2046,0.5809689933976224
1436,Tajikistan,TJK,2047,0.6081238684921813
1437,Tajikistan,TJK,2048,0.636547980413116
1438,Tajikistan,TJK,2049,0.6663006541293583
1439,Tajikistan,TJK,2050,0.6974439874981366
1440,Nepal,NPL,2021,0.0955648109217937
1441,Nepal,NPL,2022,0.08766848214619401
1442,Nepal,NPL,2023,0.08042461118985815
1443,Nepal,NPL,2024,0.07377928677097104
1444,Nepal,NPL,2025,0.06768305218887577
1445,Nepal,NPL,2026,0.0620905372509578
1446,Nepal,NPL,2027,0.05696012061267829
1447,Nepal,NPL,2028,0.0522536200177722
1448,Nepal,NPL,2029,0.0479360081332758
1449,Nepal,NPL,2030,0.04397515186453964
1450,Nepal,NPL,2031,0.040341573210117374
1451,Nepal,NPL,2032,0.03700822987673594
1452,Nepal,NPL,2033,0.03395031402161196
1453,Nepal,NPL,2034,0.031145067624285983
1454,Nepal,NPL,2035,0.028571613113912823
1455,Nepal,NPL,2036,0.02621079799147912
1456,Nepal,NPL,2037,0.024045052290575422
1457,Nepal,NPL,2038,0.02205825781589947
1458,Nepal,NPL,2039,0.02023562818631935
1459,Nepal,NPL,2040,0.018563598789738064
1460,Nepal,NPL,2041,0.017029725830767277
1461,Nepal,NPL,2042,0.015622593719889043
1462,Nepal,NPL,2043,0.014331730114865894
1463,Nepal,NPL,2044,0.01314752798210851
1464,Nepal,NPL,2045,0.01206117409795668
1465,Nepal,NPL,2046,0.011064583457755926
1466,Nepal,NPL,2047,0.010150339104580769
1467,Nepal,NPL,2048,0.009311636929789788
1468,Nepal,NPL,2049,0.008542235034600481
1469,Nepal,NPL,2050,0.007836407275815372
1470,Kenya,KEN,2021,0.02882069621031233
1471,Kenya,KEN,2022,0.02528519222729962
1472,Kenya,KEN,2023,0.022183397004224028
1473,Kenya,KEN,2024,0.019462106446464233
1474,Kenya,KEN,2025,0.017074643133392985
1475,Kenya,KEN,2026,0.014980055675612159
1476,Kenya,KEN,2027,0.013142416288957485
1477,Kenya,KEN,2028,0.011530204536786324
1478,Kenya,KEN,2029,0.010115766670078118
1479,Kenya,KEN,2030,0.00887484129158252
1480,Kenya,KEN,2031,0.007786143207885023
1481,Kenya,KEN,2032,0.006830998331338403
1482,Kenya,KEN,2033,0.00599302336945119
1483,Kenya,KEN,2034,0.0052578448075467285
1484,Kenya,KEN,2035,0.004612852364494868
1485,Kenya,KEN,2036,0.004046982692620474
1486,Kenya,KEN,2037,0.003550529611663202
1487,Kenya,KEN,2038,0.003114977621793219
1488,Kenya,KEN,2039,0.0027328558399847378
1489,Kenya,KEN,2040,0.0023976098543652636
1490,Kenya,KEN,2041,0.00210348929849938
1491,Kenya,KEN,2042,0.0018454492172050151
1492,Kenya,KEN,2043,0.0016190635320617983
1493,Kenya,KEN,2044,0.0014204491223131913
1494,Kenya,KEN,2045,0.0012461992189465843
1495,Kenya,KEN,2046,0.001093324969481491
1496,Kenya,KEN,2047,0.0009592041711453989
1497,Kenya,KEN,2048,0.0008415362930740292
1498,Kenya,KEN,2049,0.000738303016046242
1499,Kenya,KEN,2050,0.0006477336129043452
1500,Botswana,BWA,2021,0.6040863183959745
1501,Botswana,BWA,2022,0.6521960885369491
1502,Botswana,BWA,2023,0.704137347510783
1503,Botswana,BWA,2024,0.7602152372176254
1504,Botswana,BWA,2025,0.820759201228133
1505,Botswana,BWA,2026,0.8861249201820486
1506,Botswana,BWA,2027,0.9566964013229338
1507,Botswana,BWA,2028,1.0328882344446624
1508,Botswana,BWA,2029,1.1151480275027088
1509,Botswana,BWA,2030,1.203959036198905
1510,Botswana,BWA,2031,1.2998430029877572
1511,Botswana,BWA,2032,1.4033632221828305
1512,Botswana,BWA,2033,1.5151278491698936
1513,Botswana,BWA,2034,1.635793473167644
1514,Botswana,BWA,2035,1.7660689745250804
1515,Botswana,BWA,2036,1.906719689216183
1516,Botswana,BWA,2037,2.058571904997262
1517,Botswana,BWA,2038,2.222517715640782
1518,Botswana,BWA,2039,2.3995202617630653
1519,Botswana,BWA,2040,2.5906193890344196
1520,Botswana,BWA,2041,2.796937757012257
1521,Botswana,BWA,2042,3.0196874344851294
1522,Botswana,BWA,2043,3.2601770200735274
1523,Botswana,BWA,2044,3.5198193299194167
1524,Botswana,BWA,2045,3.800139697627503
1525,Botswana,BWA,2046,4.102784935218553
1526,Botswana,BWA,2047,4.4295330077379536
1527,Botswana,BWA,2048,4.782303478355461
1528,Botswana,BWA,2049,5.1631687853184935
1529,Botswana,BWA,2050,5.574366417008473
1530,Seychelles,SYC,2021,3.4706027016845513
1531,Seychelles,SYC,2022,3.2131742254568088
1532,Seychelles,SYC,2023,2.974840248389344
1533,Seychelles,SYC,2024,2.754184455148553
1534,Seychelles,SYC,2025,2.549895584170934
1535,Seychelles,SYC,2026,2.3607596354049316
1536,Seychelles,SYC,2027,2.1856526560358223
1537,Seychelles,SYC,2028,2.023534061322198
1538,Seychelles,SYC,2029,1.873440450852677
1539,Seychelles,SYC,2030,1.7344798834756263
1540,Seychelles,SYC,2031,1.6058265768801827
1541,Seychelles,SYC,2032,1.4867160003305755
1542,Seychelles,SYC,2033,1.3764403313919398
1543,Seychelles,SYC,2034,1.2743442496489479
1544,Seychelles,SYC,2035,1.179821042421143
1545,Seychelles,SYC,2036,1.0923089993329262
1546,Seychelles,SYC,2037,1.0112880743127162
1547,Seychelles,SYC,2038,0.9362767951849592
1548,Seychelles,SYC,2039,0.8668294024900632
1549,Seychelles,SYC,2040,0.8025332005294934
1550,Seychelles,SYC,2041,0.743006104894431
1551,Seychelles,SYC,2042,0.6878943719040622
1552,Seychelles,SYC,2043,0.6368704964604864
1553,Seychelles,SYC,2044,0.5896312658281067
1554,Seychelles,SYC,2045,0.5458959577720496
1555,Seychelles,SYC,2046,0.5054046723477826
1556,Seychelles,SYC,2047,0.4679167874286243
1557,Seychelles,SYC,2048,0.43320952879292396
1558,Seychelles,SYC,2049,0.4010766462735939
1559,Seychelles,SYC,2050,0.3713271881029342
1560,Nigeria,NGA,2021,0.009291711603780487
1561,Nigeria,NGA,2022,0.00813011253683349
1562,Nigeria,NGA,2023,0.007113730244779011
1563,Nigeria,NGA,2024,0.006224410519069337
1564,Nigeria,NGA,2025,0.005446268691216634
1565,Nigeria,NGA,2026,0.004765405907282863
1566,Nigeria,NGA,2027,0.004169660872183952
1567,Nigeria,NGA,2028,0.0036483926295661348
1568,Nigeria,NGA,2029,0.003192290497356619
1569,Nigeria,NGA,2030,0.0027932077641339877
1570,Nigeria,NGA,2031,0.002444016175870864
1571,Nigeria,NGA,2032,0.00213847861394957
1572,Nigeria,NGA,2033,0.0018711376902774237
1573,Nigeria,NGA,2034,0.001637218269632552
1574,Nigeria,NGA,2035,0.0014325421781339824
1575,Nigeria,NGA,2036,0.0012534535743932505
1576,Nigeria,NGA,2037,0.0010967536503572821
1577,Nigeria,NGA,2038,0.0009596434954954631
1578,Nigeria,NGA,2039,0.0008396741037941829
1579,Nigeria,NGA,2040,0.0007347026306040329
1580,Nigeria,NGA,2041,0.0006428541180171949
1581,Nigeria,NGA,2042,0.0005624880051292323
1582,Nigeria,NGA,2043,0.0004921688250051838
1583,Nigeria,NGA,2044,0.00043064056495094354
1584,Nigeria,NGA,2045,0.0003768042321236307
1585,Nigeria,NGA,2046,0.0003296982237668504
1586,Nigeria,NGA,2047,0.00028848115145201113
1587,Nigeria,NGA,2048,0.0002524168125392432
1588,Nigeria,NGA,2049,0.00022086104042423065
1589,Nigeria,NGA,2050,0.00019325019869542143
1590,Ukraine,UKR,2021,0.007429917508723984
1591,Ukraine,UKR,2022,0.007452882027908708
1592,Ukraine,UKR,2023,0.007475917526231603
1593,Ukraine,UKR,2024,0.007499024223076217
1594,Ukraine,UKR,2025,0.0075222023385041895
1595,Ukraine,UKR,2026,0.007545452093257347
1596,Ukraine,UKR,2027,0.007568773708759746
1597,Ukraine,UKR,2028,0.007592167407119871
1598,Ukraine,UKR,2029,0.007615633411132662
1599,Ukraine,UKR,2030,0.007639171944281713
1600,Ukraine,UKR,2031,0.007662783230741344
1601,Ukraine,UKR,2032,0.007686467495378757
1602,Ukraine,UKR,2033,0.007710224963756178
1603,Ukraine,UKR,2034,0.007734055862133024
1604,Ukraine,UKR,2035,0.0077579604174680085
1605,Ukraine,UKR,2036,0.00778193885742137
1606,Ukraine,UKR,2037,0.00780599141035695
1607,Ukraine,UKR,2038,0.007830118305344472
1608,Ukraine,UKR,2039,0.00785431977216165
1609,Ukraine,UKR,2040,0.007878596041296409
1610,Ukraine,UKR,2041,0.007902947343949042
1611,Ukraine,UKR,2042,0.007927373912034477
1612,Ukraine,UKR,2043,0.007951875978184425
1613,Ukraine,UKR,2044,0.007976453775749627
1614,Ukraine,UKR,2045,0.00800110753880207
1615,Ukraine,UKR,2046,0.008025837502137215
1616,Ukraine,UKR,2047,0.008050643901276225
1617,Ukraine,UKR,2048,0.008075526972468222
1618,Ukraine,UKR,2049,0.008100486952692542
1619,Ukraine,UKR,2050,0.008125524079660947
1620,Haiti,HTI,2021,0.3370414857752426
1621,Haiti,HTI,2022,0.31327973727721053
1622,Haiti,HTI,2023,0.2911932148730379
1623,Haiti,HTI,2024,0.2706638135139398
1624,Haiti,HTI,2025,0.25158175467052085
1625,Haiti,HTI,2026,0.23384499930515618
1626,Haiti,HTI,2027,0.2173587022303888
1627,Haiti,HTI,2028,0.2020347049355829
1628,Haiti,HTI,2029,0.18779106416978483
1629,Haiti,HTI,2030,0.17455161375994455
1630,Haiti,HTI,2031,0.16224555732137502
1631,Haiti,HTI,2032,0.15080708968251452
1632,Haiti,HTI,2033,0.14017504499960648
1633,Haiti,HTI,2034,0.13029256967963312
1634,Haiti,HTI,2035,0.12110681836249601
1635,Haiti,HTI,2036,0.11256867133674534
1636,Haiti,HTI,2037,0.10463247187777104
1637,Haiti,HTI,2038,0.09725578210390448
1638,Haiti,HTI,2039,0.09039915604489915
1639,Haiti,HTI,2040,0.08402592870930119
1640,Haiti,HTI,2041,0.0781020200227739
1641,Haiti,HTI,2042,0.0725957525889574
1642,Haiti,HTI,2043,0.06747768229836254
1643,Haiti,HTI,2044,0.06272044087950371
1644,Haiti,HTI,2045,0.058298589550322584
1645,Haiti,HTI,2046,0.05418848298733213
1646,Haiti,HTI,2047,0.050368142885065026
1647,Haiti,HTI,2048,0.04681714042969989
1648,Haiti,HTI,2049,0.04351648705841284
1649,Haiti,HTI,2050,0.04044853292030001
1650,"Micronesia, Fed. Sts.",FSM,2021,23.040095113501263
1651,"Micronesia, Fed. Sts.",FSM,2022,20.974243583908915
1652,"Micronesia, Fed. Sts.",FSM,2023,19.093623170824323
1653,"Micronesia, Fed. Sts.",FSM,2024,17.381625436501032
1654,"Micronesia, Fed. Sts.",FSM,2025,15.8231311109392
1655,"Micronesia, Fed. Sts.",FSM,2026,14.404376568154385
1656,"Micronesia, Fed. Sts.",FSM,2027,13.11283227462807
1657,"Micronesia, Fed. Sts.",FSM,2028,11.93709213647411
1658,"Micronesia, Fed. Sts.",FSM,2029,10.86677276810618
1659,"Micronesia, Fed. Sts.",FSM,2030,9.892421792811396
1660,"Micronesia, Fed. Sts.",FSM,2031,9.005434365399395
1661,"Micronesia, Fed. Sts.",FSM,2032,8.197977179708243
1662,"Micronesia, Fed. Sts.",FSM,2033,7.462919289850029
1663,"Micronesia, Fed. Sts.",FSM,2034,6.7937691342533855
1664,"Micronesia, Fed. Sts.",FSM,2035,6.184617206340107
1665,"Micronesia, Fed. Sts.",FSM,2036,5.630083865539164
1666,"Micronesia, Fed. Sts.",FSM,2037,5.12527182773897
1667,"Micronesia, Fed. Sts.",FSM,2038,4.6657229156033235
1668,"Micronesia, Fed. Sts.",FSM,2039,4.2473786867982435
1669,"Micronesia, Fed. Sts.",FSM,2040,3.8665445924225503
1670,"Micronesia, Fed. Sts.",FSM,2041,3.519857349112854
1671,"Micronesia, Fed. Sts.",FSM,2042,3.204255236674055
1672,"Micronesia, Fed. Sts.",FSM,2043,2.9169510589231424
1673,"Micronesia, Fed. Sts.",FSM,2044,2.6554075289534573
1674,"Micronesia, Fed. Sts.",FSM,2045,2.417314861438165
1675,"Micronesia, Fed. Sts.",FSM,2046,2.2005703740822056
1676,"Micronesia, Fed. Sts.",FSM,2047,2.0032599180759143
1677,"Micronesia, Fed. Sts.",FSM,2048,1.8236409735558834
1678,"Micronesia, Fed. Sts.",FSM,2049,1.6601272607830564
1679,"Micronesia, Fed. Sts.",FSM,2050,1.5112747311336912
1680,Lithuania,LTU,2021,0.004442896419432691
1681,Lithuania,LTU,2022,0.004071640072064803
1682,Lithuania,LTU,2023,0.0037314065671062054
1683,Lithuania,LTU,2024,0.003419603580525366
1684,Lithuania,LTU,2025,0.0031338554075094134
1685,Lithuania,LTU,2026,0.0028719848613759755
1686,Lithuania,LTU,2027,0.002631996685044265
1687,Lithuania,LTU,2028,0.002412062348673055
1688,Lithuania,LTU,2029,0.0022105061176353
1689,Lithuania,LTU,2030,0.002025792284677556
1690,Lithuania,LTU,2031,0.0018565134689829295
1691,Lithuania,LTU,2032,0.0017013798929852424
1692,Lithuania,LTU,2033,0.0015592095552316688
1693,Lithuania,LTU,2034,0.0014289192244185205
1694,Lithuania,LTU,2035,0.0013095161859814622
1695,Lithuania,LTU,2036,0.0012000906783553595
1696,Lithuania,LTU,2037,0.0010998089612737425
1697,Lithuania,LTU,2038,0.0010079069632935355
1698,Lithuania,LTU,2039,0.0009236844601439339
1699,Lithuania,LTU,2040,0.0008464997395428369
1700,Lithuania,LTU,2041,0.0007757647118307393
1701,Lithuania,LTU,2042,0.0007109404291687619
1702,Lithuania,LTU,2043,0.0006515329791604942
1703,Lithuania,LTU,2044,0.000597089721610108
1704,Lithuania,LTU,2045,0.0005471958397436979
1705,Lithuania,LTU,2046,0.0005014711796166686
1706,Lithuania,LTU,2047,0.00045956735362593515
1707,Lithuania,LTU,2048,0.00042116508605777065
1708,Lithuania,LTU,2049,0.000385971780446414
1709,Lithuania,LTU,2050,0.0003537192902085443
1710,Russian Federation,RUS,2021,0.001117931224953545
1711,Russian Federation,RUS,2022,0.001092763034677049
1712,Russian Federation,RUS,2023,0.001068161460474653
1713,Russian Federation,RUS,2024,0.0010441137460149709
1714,Russian Federation,RUS,2025,0.0010206074221522474
