Year,Nation,iso_code3,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
1960,albania,ALB,,-0.0
1961,albania,ALB,,-0.0
1962,albania,ALB,,-0.0
1963,albania,ALB,,-0.0
1964,albania,ALB,,-0.0
1965,albania,ALB,,-0.0
1966,albania,ALB,,-0.0
1967,albania,ALB,,-0.0
1968,albania,ALB,,-0.0
1969,albania,ALB,,-0.0
1970,albania,ALB,,-0.0
1971,albania,ALB,,-0.0
1972,albania,ALB,,-0.0
1973,albania,ALB,,-0.0
1974,albania,ALB,,-0.0
1975,albania,ALB,,-0.0
1976,albania,ALB,,-0.0
1977,albania,ALB,,-0.0
1978,albania,ALB,,-0.0
1979,albania,ALB,,-0.0
1980,albania,ALB,,-0.0
1981,albania,ALB,,-0.0
1982,albania,ALB,,-0.0
1983,albania,ALB,,-0.0
1984,albania,ALB,,-0.0
1985,albania,ALB,,-0.0
1986,albania,ALB,,-0.0
1987,albania,ALB,,-0.0
1988,albania,ALB,,-0.0
1989,albania,ALB,,-0.0
1990,albania,ALB,,-0.0
1991,albania,ALB,,-0.0
1992,albania,ALB,,-0.0
1993,albania,ALB,,-0.0
1994,albania,ALB,,-0.0
1995,albania,ALB,,-0.0
1996,albania,ALB,,-0.0
1997,albania,ALB,,-0.0
1998,albania,ALB,,-0.0
1999,albania,ALB,,-0.0
2000,albania,ALB,,-0.0
2001,albania,ALB,,-0.0
2002,albania,ALB,,-0.0
2003,albania,ALB,,-0.0
2004,albania,ALB,,-0.0
2005,albania,ALB,,-0.0
2006,albania,ALB,,-0.0
2007,albania,ALB,,-0.0
2008,albania,ALB,,-0.0
2009,albania,ALB,,-0.0
2010,albania,ALB,,-0.0
2011,albania,ALB,,-0.0
2012,albania,ALB,,-0.0
2013,albania,ALB,,-0.0
2014,albania,ALB,,-0.0
2015,albania,ALB,,-0.0
2016,albania,ALB,,-0.0
2017,albania,ALB,,-0.0
1960,algeria,DZA,,-0.0
1961,algeria,DZA,,-0.0
1962,algeria,DZA,,-0.0
1963,algeria,DZA,,-0.0
1964,algeria,DZA,,-0.0
1965,algeria,DZA,,-0.0
1966,algeria,DZA,,-0.0
1967,algeria,DZA,,-0.0
1968,algeria,DZA,,-0.0
1969,algeria,DZA,,-0.0
1970,algeria,DZA,,-0.0
1971,algeria,DZA,,-0.0
1972,algeria,DZA,,-0.0
1973,algeria,DZA,,-0.0
1974,algeria,DZA,,-0.0
1975,algeria,DZA,,-0.0
1976,algeria,DZA,,-0.0
1977,algeria,DZA,,-0.0
1978,algeria,DZA,,-0.0
1979,algeria,DZA,,-0.0
1980,algeria,DZA,,-0.0
1981,algeria,DZA,,-0.0
1982,algeria,DZA,,-0.0
1983,algeria,DZA,,-0.0
1984,algeria,DZA,,-0.0
1985,algeria,DZA,,-0.0
1986,algeria,DZA,,-0.0
1987,algeria,DZA,,-0.0
1988,algeria,DZA,,-0.0
1989,algeria,DZA,,-0.0
1990,algeria,DZA,,-0.0
1991,algeria,DZA,,-0.0
1992,algeria,DZA,,-0.0
1993,algeria,DZA,,-0.0
1994,algeria,DZA,,-0.0
1995,algeria,DZA,,-0.0
1996,algeria,DZA,,-0.0
1997,algeria,DZA,,-0.0
1998,algeria,DZA,,-0.0
1999,algeria,DZA,,-0.0
2000,algeria,DZA,,-0.0
2001,algeria,DZA,,-0.0
2002,algeria,DZA,,-0.0
2003,algeria,DZA,,-0.0
2004,algeria,DZA,,-0.0
2005,algeria,DZA,,-0.0
2006,algeria,DZA,,-0.0
2007,algeria,DZA,,-0.0
2008,algeria,DZA,,-0.0
2009,algeria,DZA,,-0.0
2010,algeria,DZA,,-0.0
2011,algeria,DZA,,-0.0
2012,algeria,DZA,,-0.0
2013,algeria,DZA,,-0.0
2014,algeria,DZA,,-0.0
2015,algeria,DZA,,-0.0
2016,algeria,DZA,,-0.0
2017,algeria,DZA,,-0.0
1960,angola,AGO,,-0.0
1961,angola,AGO,,-0.0
1962,angola,AGO,,-0.0
1963,angola,AGO,,-0.0
1964,angola,AGO,,-0.0
1965,angola,AGO,,-0.0
1966,angola,AGO,,-0.0
1967,angola,AGO,,-0.0
1968,angola,AGO,,-0.0
1969,angola,AGO,,-0.0
1970,angola,AGO,,-0.0
1971,angola,AGO,,-0.0
1972,angola,AGO,,-0.0
1973,angola,AGO,,-0.0
1974,angola,AGO,,-0.0
1975,angola,AGO,,-0.0
1976,angola,AGO,,-0.0
1977,angola,AGO,,-0.0
1978,angola,AGO,,-0.0
1979,angola,AGO,,-0.0
1980,angola,AGO,,-0.0
1981,angola,AGO,,-0.0
1982,angola,AGO,,-0.0
1983,angola,AGO,,-0.0
1984,angola,AGO,,-0.0
1985,angola,AGO,,-0.0
1986,angola,AGO,,-0.0
1987,angola,AGO,,-0.0
1988,angola,AGO,,-0.0
1989,angola,AGO,,-0.0
1990,angola,AGO,,-0.0
1991,angola,AGO,,-0.0
1992,angola,AGO,,-0.0
1993,angola,AGO,,-0.0
1994,angola,AGO,,-0.0
1995,angola,AGO,,-0.0
1996,angola,AGO,,-0.0
1997,angola,AGO,,-0.0
1998,angola,AGO,,-0.0
1999,angola,AGO,,-0.0
2000,angola,AGO,,-0.0
2001,angola,AGO,,-0.0
2002,angola,AGO,,-0.0
2003,angola,AGO,,-0.0
2004,angola,AGO,,-0.0
2005,angola,AGO,,-0.0
2006,angola,AGO,,-0.0
2007,angola,AGO,,-0.0
2008,angola,AGO,,-0.0
2009,angola,AGO,,-0.0
2010,angola,AGO,,-0.0
2011,angola,AGO,,-0.0
2012,angola,AGO,,-0.0
2013,angola,AGO,,-0.0
2014,angola,AGO,,-0.0
2015,angola,AGO,,-0.0
2016,angola,AGO,,-0.0
2017,angola,AGO,,-0.0
1960,argentina,ARG,,-0.0
1961,argentina,ARG,,-0.0
1962,argentina,ARG,,-0.0
1963,argentina,ARG,,-0.0
1964,argentina,ARG,,-0.0
1965,argentina,ARG,,-0.0
1966,argentina,ARG,,-0.0
1967,argentina,ARG,,-0.0
1968,argentina,ARG,,-0.0
1969,argentina,ARG,,-0.0
1970,argentina,ARG,,-0.0
1971,argentina,ARG,,-0.0
1972,argentina,ARG,,-0.8302292243778817
1973,argentina,ARG,,-0.8149993671617479
1974,argentina,ARG,,-0.7840620867345776
1975,argentina,ARG,,-0.7214066817538634
1976,argentina,ARG,,-0.8205267731029935
1977,argentina,ARG,,-0.798142116806739
1978,argentina,ARG,,-0.8477634419398563
1979,argentina,ARG,,-0.7989751890182487
1980,argentina,ARG,,-0.8308244826406243
1981,argentina,ARG,,-0.8653004755774124
1982,argentina,ARG,,-0.8635463975015596
1983,argentina,ARG,,-0.9059311389094414
1984,argentina,ARG,,-0.9009318815226719
1985,argentina,ARG,,-0.8641245496803717
1986,argentina,ARG,,-0.8078556166334899
1987,argentina,ARG,,-0.7961264199176079
1988,argentina,ARG,,-0.7564446674192065
1989,argentina,ARG,,-0.7803492296419094
1990,argentina,ARG,,-0.7252628373848302
1991,argentina,ARG,,-0.7666777352659333
1992,argentina,ARG,,-0.6322178224422697
1993,argentina,ARG,,-0.669663136504525
1994,argentina,ARG,,-0.723660379429575
1995,argentina,ARG,,-0.641200692302592
1996,argentina,ARG,,-0.5927678430681402
1997,argentina,ARG,,-0.47822578839504354
1998,argentina,ARG,,-0.4015383748525954
1999,argentina,ARG,,-0.16443687848365623
2000,argentina,ARG,,-0.0
2001,argentina,ARG,,-0.0
2002,argentina,ARG,,-0.03591543289873371
2003,argentina,ARG,,-0.0365396806252767
2004,argentina,ARG,,-0.4290900202936817
2005,argentina,ARG,,-0.3847222436049626
2006,argentina,ARG,,-0.41814402787921956
2007,argentina,ARG,,-0.34335142766923193
2008,argentina,ARG,,-0.3227496691075447
2009,argentina,ARG,,-0.4697700128538364
2010,argentina,ARG,,-0.5149599565121876
2011,argentina,ARG,,-0.6510498875624522
2012,argentina,ARG,,-0.7535404830903796
2013,argentina,ARG,,-0.7982882264756361
2014,argentina,ARG,,-0.7769506855015295
2015,argentina,ARG,,-0.7878814472326405
2016,argentina,ARG,,-0.7684203044750515
2017,argentina,ARG,,-0.9384565109543038
1960,armenia,ARM,,-0.0
1961,armenia,ARM,,-0.0
1962,armenia,ARM,,-0.0
1963,armenia,ARM,,-0.0
1964,armenia,ARM,,-0.0
1965,armenia,ARM,,-0.0
1966,armenia,ARM,,-0.0
1967,armenia,ARM,,-0.0
1968,armenia,ARM,,-0.0
1969,armenia,ARM,,-0.0
1970,armenia,ARM,,-0.0
1971,armenia,ARM,,-0.0
1972,armenia,ARM,,-0.0
1973,armenia,ARM,,-0.0
1974,armenia,ARM,,-0.0
1975,armenia,ARM,,-0.0
1976,armenia,ARM,,-0.0
1977,armenia,ARM,,-0.0
1978,armenia,ARM,,-0.0
1979,armenia,ARM,,-0.0
1980,armenia,ARM,,-0.0
1981,armenia,ARM,,-0.0
1982,armenia,ARM,,-0.0
1983,armenia,ARM,,-0.0
1984,armenia,ARM,,-0.0
1985,armenia,ARM,,-0.0
1986,armenia,ARM,,-0.0
1987,armenia,ARM,,-0.0
1988,armenia,ARM,,-0.0
1989,armenia,ARM,,-0.0
1990,armenia,ARM,,-0.874157341529266
1991,armenia,ARM,,-0.8952196741116782
1992,armenia,ARM,,-0.9329700034748495
1993,armenia,ARM,,-0.9622006199055373
1994,armenia,ARM,,-0.9825267935840171
1995,armenia,ARM,,-0.9968333144713045
1996,armenia,ARM,,-0.9985963641303117
1997,armenia,ARM,,-0.9865106999670326
1998,armenia,ARM,,-0.9939381568223685
1999,armenia,ARM,,-0.9062312770496902
2000,armenia,ARM,,-0.935223491734988
2001,armenia,ARM,,-0.9400601215144809
2002,armenia,ARM,,-0.9239990068948395
2003,armenia,ARM,,-0.9289546257468755
2004,armenia,ARM,,-0.9496464763023729
2005,armenia,ARM,,-0.96333617859864
2006,armenia,ARM,,-0.9461758597984095
2007,armenia,ARM,,-0.9486599015420553
2008,armenia,ARM,,-0.9599993731230423
2009,armenia,ARM,,-0.9558787788143356
2010,armenia,ARM,,-0.9562266472688118
2011,armenia,ARM,,-0.9722776606402508
2012,armenia,ARM,,-0.9885694223884192
2013,armenia,ARM,,-0.982623258695631
2014,armenia,ARM,,-0.9764206030541992
2015,armenia,ARM,,-0.9799724657081992
2016,armenia,ARM,,-0.9678840154156727
2017,armenia,ARM,,-0.9654291528004343
1960,australia,AUS,,-0.0
1961,australia,AUS,,-0.0
1962,australia,AUS,,-0.0
1963,australia,AUS,,-0.0
1964,australia,AUS,,-0.0
1965,australia,AUS,,-0.0
1966,australia,AUS,,-0.0
1967,australia,AUS,,-0.0
1968,australia,AUS,,-0.0
1969,australia,AUS,,-0.0
1970,australia,AUS,,-0.0
1971,australia,AUS,,-0.0
1972,australia,AUS,,-0.0
1973,australia,AUS,,-0.0
1974,australia,AUS,,-0.0
1975,australia,AUS,,-0.0
1976,australia,AUS,,-0.0
1977,australia,AUS,,-0.0
1978,australia,AUS,,-0.0
1979,australia,AUS,,-0.0
1980,australia,AUS,,-0.0
1981,australia,AUS,,-0.0
1982,australia,AUS,,-0.0
1983,australia,AUS,,-0.0
1984,australia,AUS,,-0.0
1985,australia,AUS,,-0.0
1986,australia,AUS,,-0.0
1987,australia,AUS,,-0.0
1988,australia,AUS,,-0.0
1989,australia,AUS,,-0.0
1990,australia,AUS,,-0.0
1991,australia,AUS,,-0.0
1992,australia,AUS,,-0.0
1993,australia,AUS,,-0.0
1994,australia,AUS,,-0.0
1995,australia,AUS,,-0.0
1996,australia,AUS,,-0.0
1997,australia,AUS,,-0.0
1998,australia,AUS,,-0.0
1999,australia,AUS,,-0.0
2000,australia,AUS,,-0.0
2001,australia,AUS,,-0.0
2002,australia,AUS,,-0.0
2003,australia,AUS,,-0.7405861801242236
2004,australia,AUS,,-0.7789356159285449
2005,australia,AUS,,-0.0
2006,australia,AUS,,-0.9836175680411167
2007,australia,AUS,,-0.9968032525217685
2008,australia,AUS,,-0.9994601851494832
2009,australia,AUS,,-0.9996073454170468
2010,australia,AUS,,-0.9950680172788944
2011,australia,AUS,,-0.9840374461460343
2012,australia,AUS,,-0.9902936377872552
2013,australia,AUS,,-0.9938393912037637
2014,australia,AUS,,-0.9882001297119363
2015,australia,AUS,,-0.9820255398934841
2016,australia,AUS,,-0.982364760505326
2017,australia,AUS,,-0.9812139862714739
1960,austria,AUT,,-0.0
1961,austria,AUT,,-0.0
1962,austria,AUT,,-0.0
1963,austria,AUT,,-0.0
1964,austria,AUT,,-0.0
1965,austria,AUT,,-0.0
1966,austria,AUT,,-0.0
1967,austria,AUT,,-0.0
1968,austria,AUT,,-0.09736628593629454
1969,austria,AUT,,-0.26598888344692473
1970,austria,AUT,,-0.26784663736725917
1971,austria,AUT,,-0.3720752235134003
1972,austria,AUT,,-0.37441799323218355
1973,austria,AUT,,-0.3537377367875601
1974,austria,AUT,,-0.4092488245268346
1975,austria,AUT,,-0.42516293108604813
1976,austria,AUT,,-0.5027116152301002
1977,austria,AUT,,-0.5218262939337434
1978,austria,AUT,,-0.5402278894178901
1979,austria,AUT,,-0.5264960729154661
1980,austria,AUT,,-0.5382728412003666
1981,austria,AUT,,-0.609499515198053
1982,austria,AUT,,-0.5300872148094675
1983,austria,AUT,,-0.44854935898738446
1984,austria,AUT,,-0.5212035916170235
1985,austria,AUT,,-0.5160680917076613
1986,austria,AUT,,-0.5175683342515902
1987,austria,AUT,,-0.5375608311332847
1988,austria,AUT,,-0.5036527389114264
1989,austria,AUT,,-0.5205602446446654
1990,austria,AUT,,-0.576362113389799
1991,austria,AUT,,-0.5391968472686263
1992,austria,AUT,,-0.5347504528017775
1993,austria,AUT,,-0.584198813744821
1994,austria,AUT,,-0.5675808387235549
1995,austria,AUT,,-0.6389561143796636
1996,austria,AUT,,-0.5966896094658269
1997,austria,AUT,,-0.5782433070249878
1998,austria,AUT,,-0.5728122938332953
1999,austria,AUT,,-0.5591351008579346
2000,austria,AUT,,-0.5269405354763091
2001,austria,AUT,,-0.514309444469516
2002,austria,AUT,,-0.5106227472258525
2003,austria,AUT,,-0.5303555344528219
2004,austria,AUT,,-0.5528013758040314
2005,austria,AUT,,-0.5431299730704466
2006,austria,AUT,,-0.5635588056254417
2007,austria,AUT,,-0.5338507907602899
2008,austria,AUT,,-0.5585723133247796
2009,austria,AUT,,-0.598893442031509
2010,austria,AUT,,-0.6181097807919166
2011,austria,AUT,,-0.6015725817163677
2012,austria,AUT,,-0.623658660486289
2013,austria,AUT,,-0.5395804550282963
2014,austria,AUT,,-0.5218349144821143
2015,austria,AUT,,-0.5400927196356872
2016,austria,AUT,,-0.6147791107940536
2017,austria,AUT,,-0.5843823437520802
1960,azerbaijan,AZE,,-0.0
1961,azerbaijan,AZE,,-0.0
1962,azerbaijan,AZE,,-0.0
1963,azerbaijan,AZE,,-0.0
1964,azerbaijan,AZE,,-0.0
1965,azerbaijan,AZE,,-0.0
1966,azerbaijan,AZE,,-0.0
1967,azerbaijan,AZE,,-0.0
1968,azerbaijan,AZE,,-0.0
1969,azerbaijan,AZE,,-0.0
1970,azerbaijan,AZE,,-0.0
1971,azerbaijan,AZE,,-0.0
1972,azerbaijan,AZE,,-0.0
1973,azerbaijan,AZE,,-0.0
1974,azerbaijan,AZE,,-0.0
1975,azerbaijan,AZE,,-0.0
1976,azerbaijan,AZE,,-0.0
1977,azerbaijan,AZE,,-0.0
1978,azerbaijan,AZE,,-0.0
1979,azerbaijan,AZE,,-0.0
1980,azerbaijan,AZE,,-0.0
1981,azerbaijan,AZE,,-0.0
1982,azerbaijan,AZE,,-0.0
1983,azerbaijan,AZE,,-0.0
1984,azerbaijan,AZE,,-0.0
1985,azerbaijan,AZE,,-0.0
1986,azerbaijan,AZE,,-0.0
1987,azerbaijan,AZE,,-0.0
1988,azerbaijan,AZE,,-0.0
1989,azerbaijan,AZE,,-0.0
1990,azerbaijan,AZE,,-0.9614859978790735
1991,azerbaijan,AZE,,-0.9675621894554117
1992,azerbaijan,AZE,,-0.9485501095412313
1993,azerbaijan,AZE,,-0.968516354072657
1994,azerbaijan,AZE,,-0.9439194979474071
1995,azerbaijan,AZE,,-0.7014805937024181
1996,azerbaijan,AZE,,-0.0
1997,azerbaijan,AZE,,-0.0
1998,azerbaijan,AZE,,-0.0
1999,azerbaijan,AZE,,-0.0
2000,azerbaijan,AZE,,-0.44247824980398287
2001,azerbaijan,AZE,,-0.8819414097046517
2002,azerbaijan,AZE,,-0.8589594174281621
2003,azerbaijan,AZE,,-0.860230134191821
2004,azerbaijan,AZE,,-0.8849527394526319
2005,azerbaijan,AZE,,-0.8921018558480794
2006,azerbaijan,AZE,,-0.9051683403654136
2007,azerbaijan,AZE,,-0.0
2008,azerbaijan,AZE,,-0.0
2009,azerbaijan,AZE,,-0.0
2010,azerbaijan,AZE,,-0.0
2011,azerbaijan,AZE,,-0.0
2012,azerbaijan,AZE,,-0.0
2013,azerbaijan,AZE,,-0.0
2014,azerbaijan,AZE,,-0.0
2015,azerbaijan,AZE,,-0.0
2016,azerbaijan,AZE,,-0.9089032619297844
2017,azerbaijan,AZE,,-0.9852712717480653
1960,bahamas,CRI,BHS,-0.0
1961,bahamas,CRI,BHS,-0.0
1962,bahamas,CRI,BHS,-0.0
1963,bahamas,CRI,BHS,-0.0
1964,bahamas,CRI,BHS,-0.0
1965,bahamas,CRI,BHS,-0.0
1966,bahamas,CRI,BHS,-0.0
1967,bahamas,CRI,BHS,-0.0
1968,bahamas,CRI,BHS,-0.0
1969,bahamas,CRI,BHS,-0.0
1970,bahamas,CRI,BHS,-0.0
1971,bahamas,CRI,BHS,-0.0
1972,bahamas,CRI,BHS,-0.0
1973,bahamas,CRI,BHS,-0.0
1974,bahamas,CRI,BHS,-0.0
1975,bahamas,CRI,BHS,-0.0
1976,bahamas,CRI,BHS,-0.0
1977,bahamas,CRI,BHS,-0.0
1978,bahamas,CRI,BHS,-0.0
1979,bahamas,CRI,BHS,-0.0
1980,bahamas,CRI,BHS,-0.0
1981,bahamas,CRI,BHS,-0.0
1982,bahamas,CRI,BHS,-0.0
1983,bahamas,CRI,BHS,-0.0
1984,bahamas,CRI,BHS,-0.0
1985,bahamas,CRI,BHS,-0.0
1986,bahamas,CRI,BHS,-0.0
1987,bahamas,CRI,BHS,-0.0
1988,bahamas,CRI,BHS,-0.0
1989,bahamas,CRI,BHS,-0.0
1990,bahamas,CRI,BHS,-0.0
1991,bahamas,CRI,BHS,-0.0
1992,bahamas,CRI,BHS,-0.0
1993,bahamas,CRI,BHS,-0.0
1994,bahamas,CRI,BHS,-0.0
1995,bahamas,CRI,BHS,-0.0
1996,bahamas,CRI,BHS,-0.0
1997,bahamas,CRI,BHS,-0.0
1998,bahamas,CRI,BHS,-0.0
1999,bahamas,CRI,BHS,-0.0
2000,bahamas,CRI,BHS,-0.0
2001,bahamas,CRI,BHS,-0.0
2002,bahamas,CRI,BHS,-0.0
2003,bahamas,CRI,BHS,-0.0
2004,bahamas,CRI,BHS,-0.0
2005,bahamas,CRI,BHS,-0.0
2006,bahamas,CRI,BHS,-0.0
2007,bahamas,CRI,BHS,-0.0
2008,bahamas,CRI,BHS,-0.0
2009,bahamas,CRI,BHS,-0.0
2010,bahamas,CRI,BHS,-0.0
2011,bahamas,CRI,BHS,-0.0
2012,bahamas,CRI,BHS,-0.0
2013,bahamas,CRI,BHS,-0.0
2014,bahamas,CRI,BHS,-0.0
2015,bahamas,CRI,BHS,-0.0
2016,bahamas,CRI,BHS,-0.0
2017,bahamas,CRI,BHS,-0.0
1960,bahrain,BHR,,-0.0
1961,bahrain,BHR,,-0.0
1962,bahrain,BHR,,-0.0
1963,bahrain,BHR,,-0.0
1964,bahrain,BHR,,-0.0
1965,bahrain,BHR,,-0.0
1966,bahrain,BHR,,-0.0
1967,bahrain,BHR,,-0.0
1968,bahrain,BHR,,-0.0
1969,bahrain,BHR,,-0.0
1970,bahrain,BHR,,-0.0
1971,bahrain,BHR,,-0.0
1972,bahrain,BHR,,-0.0
1973,bahrain,BHR,,-0.0
1974,bahrain,BHR,,-0.0
1975,bahrain,BHR,,-0.0
1976,bahrain,BHR,,-0.0
1977,bahrain,BHR,,-0.0
1978,bahrain,BHR,,-0.0
1979,bahrain,BHR,,-0.0
1980,bahrain,BHR,,-0.0
1981,bahrain,BHR,,-0.0
1982,bahrain,BHR,,-0.0
1983,bahrain,BHR,,-0.0
1984,bahrain,BHR,,-0.0
1985,bahrain,BHR,,-0.0
1986,bahrain,BHR,,-0.0
1987,bahrain,BHR,,-0.0
1988,bahrain,BHR,,-0.0
1989,bahrain,BHR,,-0.0
1990,bahrain,BHR,,-0.0
1991,bahrain,BHR,,-0.0
1992,bahrain,BHR,,-0.0
1993,bahrain,BHR,,-0.0
1994,bahrain,BHR,,-0.0
1995,bahrain,BHR,,-0.0
1996,bahrain,BHR,,-0.0
1997,bahrain,BHR,,-0.0
1998,bahrain,BHR,,-0.0
1999,bahrain,BHR,,-0.0
2000,bahrain,BHR,,-0.0
2001,bahrain,BHR,,-0.0
2002,bahrain,BHR,,-0.0
2003,bahrain,BHR,,-0.0
2004,bahrain,BHR,,-0.0
2005,bahrain,BHR,,-0.0
2006,bahrain,BHR,,-0.0
2007,bahrain,BHR,,-0.0
2008,bahrain,BHR,,-0.0
2009,bahrain,BHR,,-0.0
2010,bahrain,BHR,,-0.0
2011,bahrain,BHR,,-0.0
2012,bahrain,BHR,,-0.0
2013,bahrain,BHR,,-0.0
2014,bahrain,BHR,,-0.0
2015,bahrain,BHR,,-0.0
2016,bahrain,BHR,,-0.0
2017,bahrain,BHR,,-0.0
1960,bangladesh,BGD,,-0.0
1961,bangladesh,BGD,,-0.0
1962,bangladesh,BGD,,-0.0
1963,bangladesh,BGD,,-0.0
1964,bangladesh,BGD,,-0.0
1965,bangladesh,BGD,,-0.0
1966,bangladesh,BGD,,-0.0
1967,bangladesh,BGD,,-0.0
1968,bangladesh,BGD,,-0.0
1969,bangladesh,BGD,,-0.0
1970,bangladesh,BGD,,-0.0
1971,bangladesh,BGD,,-0.0
1972,bangladesh,BGD,,-0.0
1973,bangladesh,BGD,,-0.0
1974,bangladesh,BGD,,-0.0
1975,bangladesh,BGD,,-0.0
1976,bangladesh,BGD,,-0.0
1977,bangladesh,BGD,,-0.0
1978,bangladesh,BGD,,-0.0
1979,bangladesh,BGD,,-0.0
1980,bangladesh,BGD,,-0.0
1981,bangladesh,BGD,,-0.0
1982,bangladesh,BGD,,-0.0
1983,bangladesh,BGD,,-0.0
1984,bangladesh,BGD,,-0.0
1985,bangladesh,BGD,,-0.0
1986,bangladesh,BGD,,-0.0
1987,bangladesh,BGD,,-0.0
1988,bangladesh,BGD,,-0.0
1989,bangladesh,BGD,,-0.0
1990,bangladesh,BGD,,-0.0
1991,bangladesh,BGD,,-0.0
1992,bangladesh,BGD,,-0.0
1993,bangladesh,BGD,,-0.0
1994,bangladesh,BGD,,-0.0
1995,bangladesh,BGD,,-0.0
1996,bangladesh,BGD,,-0.0
1997,bangladesh,BGD,,-0.0
1998,bangladesh,BGD,,-0.0
1999,bangladesh,BGD,,-0.0
2000,bangladesh,BGD,,-0.0
2001,bangladesh,BGD,,-0.0
2002,bangladesh,BGD,,-0.0
2003,bangladesh,BGD,,-0.0
2004,bangladesh,BGD,,-0.0
2005,bangladesh,BGD,,-0.0
2006,bangladesh,BGD,,-0.0
2007,bangladesh,BGD,,-0.0
2008,bangladesh,BGD,,-0.0
2009,bangladesh,BGD,,-0.0
2010,bangladesh,BGD,,-0.0
2011,bangladesh,BGD,,-0.0
2012,bangladesh,BGD,,-0.0
2013,bangladesh,BGD,,-0.0
2014,bangladesh,BGD,,-0.0
2015,bangladesh,BGD,,-0.0
2016,bangladesh,BGD,,-0.0
2017,bangladesh,BGD,,-0.0
1960,barbados,CRI,BRB,-0.0
1961,barbados,CRI,BRB,-0.0
1962,barbados,CRI,BRB,-0.0
1963,barbados,CRI,BRB,-0.0
1964,barbados,CRI,BRB,-0.0
1965,barbados,CRI,BRB,-0.0
1966,barbados,CRI,BRB,-0.0
1967,barbados,CRI,BRB,-0.0
1968,barbados,CRI,BRB,-0.0
1969,barbados,CRI,BRB,-0.0
1970,barbados,CRI,BRB,-0.0
1971,barbados,CRI,BRB,-0.0
1972,barbados,CRI,BRB,-0.0
1973,barbados,CRI,BRB,-0.0
1974,barbados,CRI,BRB,-0.0
1975,barbados,CRI,BRB,-0.0
1976,barbados,CRI,BRB,-0.0
1977,barbados,CRI,BRB,-0.0
1978,barbados,CRI,BRB,-0.0
1979,barbados,CRI,BRB,-0.0
1980,barbados,CRI,BRB,-0.0
1981,barbados,CRI,BRB,-0.0
1982,barbados,CRI,BRB,-0.0
1983,barbados,CRI,BRB,-0.0
1984,barbados,CRI,BRB,-0.0
1985,barbados,CRI,BRB,-0.0
1986,barbados,CRI,BRB,-0.0
1987,barbados,CRI,BRB,-0.0
1988,barbados,CRI,BRB,-0.0
1989,barbados,CRI,BRB,-0.0
1990,barbados,CRI,BRB,-0.0
1991,barbados,CRI,BRB,-0.0
1992,barbados,CRI,BRB,-0.0
1993,barbados,CRI,BRB,-0.0
1994,barbados,CRI,BRB,-0.0
1995,barbados,CRI,BRB,-0.0
1996,barbados,CRI,BRB,-0.0
1997,barbados,CRI,BRB,-0.0
1998,barbados,CRI,BRB,-0.0
1999,barbados,CRI,BRB,-0.0
2000,barbados,CRI,BRB,-0.0
2001,barbados,CRI,BRB,-0.0
2002,barbados,CRI,BRB,-0.0
2003,barbados,CRI,BRB,-0.0
2004,barbados,CRI,BRB,-0.0
2005,barbados,CRI,BRB,-0.0
2006,barbados,CRI,BRB,-0.0
2007,barbados,CRI,BRB,-0.0
2008,barbados,CRI,BRB,-0.0
2009,barbados,CRI,BRB,-0.0
2010,barbados,CRI,BRB,-0.0
2011,barbados,CRI,BRB,-0.0
2012,barbados,CRI,BRB,-0.0
2013,barbados,CRI,BRB,-0.0
2014,barbados,CRI,BRB,-0.0
2015,barbados,CRI,BRB,-0.0
2016,barbados,CRI,BRB,-0.0
2017,barbados,CRI,BRB,-0.0
1960,belarus,BLR,,-0.0
1961,belarus,BLR,,-0.0
1962,belarus,BLR,,-0.0
1963,belarus,BLR,,-0.0
1964,belarus,BLR,,-0.0
1965,belarus,BLR,,-0.0
1966,belarus,BLR,,-0.0
1967,belarus,BLR,,-0.0
1968,belarus,BLR,,-0.0
1969,belarus,BLR,,-0.0
1970,belarus,BLR,,-0.0
1971,belarus,BLR,,-0.0
1972,belarus,BLR,,-0.0
1973,belarus,BLR,,-0.0
1974,belarus,BLR,,-0.0
1975,belarus,BLR,,-0.0
1976,belarus,BLR,,-0.0
1977,belarus,BLR,,-0.0
1978,belarus,BLR,,-0.0
1979,belarus,BLR,,-0.0
1980,belarus,BLR,,-0.0
1981,belarus,BLR,,-0.0
1982,belarus,BLR,,-0.0
1983,belarus,BLR,,-0.0
1984,belarus,BLR,,-0.0
1985,belarus,BLR,,-0.0
1986,belarus,BLR,,-0.0
1987,belarus,BLR,,-0.0
1988,belarus,BLR,,-0.0
1989,belarus,BLR,,-0.0
1990,belarus,BLR,,-0.713592578928918
1991,belarus,BLR,,-0.7697032639759427
1992,belarus,BLR,,-0.8416695406597254
1993,belarus,BLR,,-0.8345102479120554
1994,belarus,BLR,,-0.8525804005531024
1995,belarus,BLR,,-0.8093221241976574
1996,belarus,BLR,,-0.8096474482583583
1997,belarus,BLR,,-0.8413209588589768
1998,belarus,BLR,,-0.811301406732856
1999,belarus,BLR,,-0.8463024839547304
2000,belarus,BLR,,-0.8541395809505634
2001,belarus,BLR,,-0.8494944005484074
2002,belarus,BLR,,-0.8615355602832715
2003,belarus,BLR,,-0.857541049561216
2004,belarus,BLR,,-0.8967503143747376
2005,belarus,BLR,,-0.8892280354870272
