Year,Nation,iso_code3,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
1991,czech republic,CZE,,-0.6628942418800186
1992,czech republic,CZE,,-0.7320471192885059
1993,czech republic,CZE,,-0.7411774290424403
1994,czech republic,CZE,,-0.7584600656271598
1995,czech republic,CZE,,-0.7188207103393411
1996,czech republic,CZE,,-0.7104226424083704
1997,czech republic,CZE,,-0.725584963958233
1998,czech republic,CZE,,-0.7559396191317964
1999,czech republic,CZE,,-0.7520442007550389
2000,czech republic,CZE,,-0.7488877295119004
2001,czech republic,CZE,,-0.7416175020930891
2002,czech republic,CZE,,-0.7334304339536621
2003,czech republic,CZE,,-0.7137207107636196
2004,czech republic,CZE,,-0.6931564999811317
2005,czech republic,CZE,,-0.6861400697017771
2006,czech republic,CZE,,-0.6856992710587987
2007,czech republic,CZE,,-0.6583043986995388
2008,czech republic,CZE,,-0.7000704116225394
2009,czech republic,CZE,,-0.7040972107545869
2010,czech republic,CZE,,-0.7141801722060899
2011,czech republic,CZE,,-0.6761669953033607
2012,czech republic,CZE,,-0.6191109528750828
2013,czech republic,CZE,,-0.6610528195787195
2014,czech republic,CZE,,-0.5821976377467908
2015,czech republic,CZE,,-0.5444155690744787
2016,czech republic,CZE,,-0.5871934226971232
2017,czech republic,CZE,,-0.5977479994561803
1960,denmark,DNK,,-0.0
1961,denmark,DNK,,-0.0
1962,denmark,DNK,,-0.0
1963,denmark,DNK,,-0.0
1964,denmark,DNK,,-0.0
1965,denmark,DNK,,-0.0
1966,denmark,DNK,,-0.0
1967,denmark,DNK,,-0.0
1968,denmark,DNK,,-0.0
1969,denmark,DNK,,-0.0
1970,denmark,DNK,,-0.0
1971,denmark,DNK,,-0.0
1972,denmark,DNK,,-0.0
1973,denmark,DNK,,-0.0
1974,denmark,DNK,,-0.0
1975,denmark,DNK,,-0.0
1976,denmark,DNK,,-0.0
1977,denmark,DNK,,-0.0
1978,denmark,DNK,,-0.0
1979,denmark,DNK,,-0.0
1980,denmark,DNK,,-0.0
1981,denmark,DNK,,-0.0
1982,denmark,DNK,,-0.00026155056822681417
1983,denmark,DNK,,-0.0032735301820985352
1984,denmark,DNK,,-0.006751116272585172
1985,denmark,DNK,,-0.0
1986,denmark,DNK,,-0.0
1987,denmark,DNK,,-0.0
1988,denmark,DNK,,-0.0
1989,denmark,DNK,,-0.0
1990,denmark,DNK,,-0.0
1991,denmark,DNK,,-0.0
1992,denmark,DNK,,-0.0
1993,denmark,DNK,,-0.0
1994,denmark,DNK,,-0.0
1995,denmark,DNK,,-0.0
1996,denmark,DNK,,-0.0
1997,denmark,DNK,,-0.0
1998,denmark,DNK,,-0.0
1999,denmark,DNK,,-0.0
2000,denmark,DNK,,-0.0
2001,denmark,DNK,,-0.0
2002,denmark,DNK,,-0.0
2003,denmark,DNK,,-0.0
2004,denmark,DNK,,-0.0
2005,denmark,DNK,,-0.0
2006,denmark,DNK,,-0.0
2007,denmark,DNK,,-0.0
2008,denmark,DNK,,-0.0
2009,denmark,DNK,,-0.0
2010,denmark,DNK,,-0.03411705557851993
2011,denmark,DNK,,-0.14038311655482885
2012,denmark,DNK,,-0.1452529926200856
2013,denmark,DNK,,-0.22680301712436912
2014,denmark,DNK,,-0.11615098007451806
2015,denmark,DNK,,-0.1204739077816864
2016,denmark,DNK,,-0.12681588193233892
2017,denmark,DNK,,-0.09695101394865765
1960,dominican_republic,DOM,,-0.0
1961,dominican_republic,DOM,,-0.0
1962,dominican_republic,DOM,,-0.0
1963,dominican_republic,DOM,,-0.0
1964,dominican_republic,DOM,,-0.0
1965,dominican_republic,DOM,,-0.0
1966,dominican_republic,DOM,,-0.0
1967,dominican_republic,DOM,,-0.0
1968,dominican_republic,DOM,,-0.0
1969,dominican_republic,DOM,,-0.0
1970,dominican_republic,DOM,,-0.0
1971,dominican_republic,DOM,,-0.0
1972,dominican_republic,DOM,,-0.0
1973,dominican_republic,DOM,,-0.0
1974,dominican_republic,DOM,,-0.0
1975,dominican_republic,DOM,,-0.0
1976,dominican_republic,DOM,,-0.0
1977,dominican_republic,DOM,,-0.0
1978,dominican_republic,DOM,,-0.0
1979,dominican_republic,DOM,,-0.0
1980,dominican_republic,DOM,,-0.0
1981,dominican_republic,DOM,,-0.0
1982,dominican_republic,DOM,,-0.0
1983,dominican_republic,DOM,,-0.0
1984,dominican_republic,DOM,,-0.0
1985,dominican_republic,DOM,,-0.0
1986,dominican_republic,DOM,,-0.0
1987,dominican_republic,DOM,,-0.0
1988,dominican_republic,DOM,,-0.0
1989,dominican_republic,DOM,,-0.0
1990,dominican_republic,DOM,,-0.0
1991,dominican_republic,DOM,,-0.0
1992,dominican_republic,DOM,,-0.0
1993,dominican_republic,DOM,,-0.0
1994,dominican_republic,DOM,,-0.0
1995,dominican_republic,DOM,,-0.0
1996,dominican_republic,DOM,,-0.0
1997,dominican_republic,DOM,,-0.0
1998,dominican_republic,DOM,,-0.0
1999,dominican_republic,DOM,,-0.0
2000,dominican_republic,DOM,,-0.0
2001,dominican_republic,DOM,,-0.0
2002,dominican_republic,DOM,,-0.0
2003,dominican_republic,DOM,,-0.47282625909281273
2004,dominican_republic,DOM,,-0.20735353733891873
2005,dominican_republic,DOM,,-0.3787983904537256
2006,dominican_republic,DOM,,-0.3500522272857526
2007,dominican_republic,DOM,,-0.4824621329920926
2008,dominican_republic,DOM,,-0.4521402257051667
2009,dominican_republic,DOM,,-0.5168785297477138
2010,dominican_republic,DOM,,-0.5925442185853567
2011,dominican_republic,DOM,,-0.6033413247040864
2012,dominican_republic,DOM,,-0.6997727480129363
2013,dominican_republic,DOM,,-0.6584203985219427
2014,dominican_republic,DOM,,-0.6096123613021246
2015,dominican_republic,DOM,,-0.6155632146075039
2016,dominican_republic,DOM,,-0.6057612148748062
2017,dominican_republic,DOM,,-0.7289958680396144
1960,ecuador,ECU,,-0.0
1961,ecuador,ECU,,-0.0
1962,ecuador,ECU,,-0.0
1963,ecuador,ECU,,-0.0
1964,ecuador,ECU,,-0.0
1965,ecuador,ECU,,-0.0
1966,ecuador,ECU,,-0.0
1967,ecuador,ECU,,-0.0
1968,ecuador,ECU,,-0.0
1969,ecuador,ECU,,-0.0
1970,ecuador,ECU,,-0.0
1971,ecuador,ECU,,-0.0
1972,ecuador,ECU,,-0.0
1973,ecuador,ECU,,-0.0
1974,ecuador,ECU,,-0.0
1975,ecuador,ECU,,-0.0
1976,ecuador,ECU,,-0.0
1977,ecuador,ECU,,-0.0
1978,ecuador,ECU,,-0.0
1979,ecuador,ECU,,-0.0
1980,ecuador,ECU,,-0.0
1981,ecuador,ECU,,-0.0
1982,ecuador,ECU,,-0.0
1983,ecuador,ECU,,-0.0
1984,ecuador,ECU,,-0.0
1985,ecuador,ECU,,-0.0
1986,ecuador,ECU,,-0.0
1987,ecuador,ECU,,-0.0
1988,ecuador,ECU,,-0.0
1989,ecuador,ECU,,-0.0
1990,ecuador,ECU,,-0.0
1991,ecuador,ECU,,-0.0
1992,ecuador,ECU,,-0.0
1993,ecuador,ECU,,-0.0
1994,ecuador,ECU,,-0.0
1995,ecuador,ECU,,-0.0
1996,ecuador,ECU,,-0.0
1997,ecuador,ECU,,-0.0
1998,ecuador,ECU,,-0.0
1999,ecuador,ECU,,-0.0
2000,ecuador,ECU,,-0.0
2001,ecuador,ECU,,-0.0
2002,ecuador,ECU,,-0.0
2003,ecuador,ECU,,-0.0
2004,ecuador,ECU,,-0.0
2005,ecuador,ECU,,-0.0
2006,ecuador,ECU,,-0.0
2007,ecuador,ECU,,-0.0
2008,ecuador,ECU,,-0.0
2009,ecuador,ECU,,-0.0
2010,ecuador,ECU,,-0.0
2011,ecuador,ECU,,-0.0
2012,ecuador,ECU,,-0.0
2013,ecuador,ECU,,-0.0
2014,ecuador,ECU,,-0.0
2015,ecuador,ECU,,-0.0
2016,ecuador,ECU,,-0.0
2017,ecuador,ECU,,-0.0
1960,el_salvador,SLV,,-0.0
1961,el_salvador,SLV,,-0.0
1962,el_salvador,SLV,,-0.0
1963,el_salvador,SLV,,-0.0
1964,el_salvador,SLV,,-0.0
1965,el_salvador,SLV,,-0.0
1966,el_salvador,SLV,,-0.0
1967,el_salvador,SLV,,-0.0
1968,el_salvador,SLV,,-0.0
1969,el_salvador,SLV,,-0.0
1970,el_salvador,SLV,,-0.0
1971,el_salvador,SLV,,-0.0
1972,el_salvador,SLV,,-0.0
1973,el_salvador,SLV,,-0.0
1974,el_salvador,SLV,,-0.0
1975,el_salvador,SLV,,-0.0
1976,el_salvador,SLV,,-0.0
1977,el_salvador,SLV,,-0.0
1978,el_salvador,SLV,,-0.0
1979,el_salvador,SLV,,-0.0
1980,el_salvador,SLV,,-0.0
1981,el_salvador,SLV,,-0.0
1982,el_salvador,SLV,,-0.0
1983,el_salvador,SLV,,-0.0
1984,el_salvador,SLV,,-0.0
1985,el_salvador,SLV,,-0.0
1986,el_salvador,SLV,,-0.0
1987,el_salvador,SLV,,-0.0
1988,el_salvador,SLV,,-0.0
1989,el_salvador,SLV,,-0.0
1990,el_salvador,SLV,,-0.0
1991,el_salvador,SLV,,-0.0
1992,el_salvador,SLV,,-0.0
1993,el_salvador,SLV,,-0.0
1994,el_salvador,SLV,,-0.0
1995,el_salvador,SLV,,-0.0
1996,el_salvador,SLV,,-0.0
1997,el_salvador,SLV,,-0.0
1998,el_salvador,SLV,,-0.0
1999,el_salvador,SLV,,-0.0
2000,el_salvador,SLV,,-0.0
2001,el_salvador,SLV,,-0.0
2002,el_salvador,SLV,,-0.0
2003,el_salvador,SLV,,-0.0
2004,el_salvador,SLV,,-0.0
2005,el_salvador,SLV,,-0.0
2006,el_salvador,SLV,,-0.0
2007,el_salvador,SLV,,-0.0
2008,el_salvador,SLV,,-0.0
2009,el_salvador,SLV,,-0.0
2010,el_salvador,SLV,,-0.0
2011,el_salvador,SLV,,-0.0
2012,el_salvador,SLV,,-0.0
2013,el_salvador,SLV,,-0.0
2014,el_salvador,SLV,,-0.0
2015,el_salvador,SLV,,-0.0
2016,el_salvador,SLV,,-0.0
2017,el_salvador,SLV,,-0.0
1960,eritrea,ERI,,-0.0
1961,eritrea,ERI,,-0.0
1962,eritrea,ERI,,-0.0
1963,eritrea,ERI,,-0.0
1964,eritrea,ERI,,-0.0
1965,eritrea,ERI,,-0.0
1966,eritrea,ERI,,-0.0
1967,eritrea,ERI,,-0.0
1968,eritrea,ERI,,-0.0
1969,eritrea,ERI,,-0.0
1970,eritrea,ERI,,-0.0
1971,eritrea,ERI,,-0.0
1972,eritrea,ERI,,-0.0
1973,eritrea,ERI,,-0.0
1974,eritrea,ERI,,-0.0
1975,eritrea,ERI,,-0.0
1976,eritrea,ERI,,-0.0
1977,eritrea,ERI,,-0.0
1978,eritrea,ERI,,-0.0
1979,eritrea,ERI,,-0.0
1980,eritrea,ERI,,-0.0
1981,eritrea,ERI,,-0.0
1982,eritrea,ERI,,-0.0
1983,eritrea,ERI,,-0.0
1984,eritrea,ERI,,-0.0
1985,eritrea,ERI,,-0.0
1986,eritrea,ERI,,-0.0
1987,eritrea,ERI,,-0.0
1988,eritrea,ERI,,-0.0
1989,eritrea,ERI,,-0.0
1990,eritrea,ERI,,-0.0
1991,eritrea,ERI,,-0.0
1992,eritrea,ERI,,-0.0
1993,eritrea,ERI,,-0.0
1994,eritrea,ERI,,-0.0
1995,eritrea,ERI,,-0.0
1996,eritrea,ERI,,-0.0
1997,eritrea,ERI,,-0.0
1998,eritrea,ERI,,-0.0
1999,eritrea,ERI,,-0.0
2000,eritrea,ERI,,-0.0
2001,eritrea,ERI,,-0.0
2002,eritrea,ERI,,-0.0
2003,eritrea,ERI,,-0.0
2004,eritrea,ERI,,-0.0
2005,eritrea,ERI,,-0.0
2006,eritrea,ERI,,-0.0
2007,eritrea,ERI,,-0.0
2008,eritrea,ERI,,-0.0
2009,eritrea,ERI,,-0.0
2010,eritrea,ERI,,-0.0
2011,eritrea,ERI,,-0.0
2012,eritrea,ERI,,-0.0
2013,eritrea,ERI,,-0.0
2014,eritrea,ERI,,-0.0
2015,eritrea,ERI,,-0.0
2016,eritrea,ERI,,-0.0
2017,eritrea,ERI,,-0.0
1960,estonia,EST,,-0.0
1961,estonia,EST,,-0.0
1962,estonia,EST,,-0.0
1963,estonia,EST,,-0.0
1964,estonia,EST,,-0.0
1965,estonia,EST,,-0.0
1966,estonia,EST,,-0.0
1967,estonia,EST,,-0.0
1968,estonia,EST,,-0.0
1969,estonia,EST,,-0.0
1970,estonia,EST,,-0.0
1971,estonia,EST,,-0.0
1972,estonia,EST,,-0.0
1973,estonia,EST,,-0.0
1974,estonia,EST,,-0.0
1975,estonia,EST,,-0.0
1976,estonia,EST,,-0.0
1977,estonia,EST,,-0.0
1978,estonia,EST,,-0.0
1979,estonia,EST,,-0.0
1980,estonia,EST,,-0.0
1981,estonia,EST,,-0.0
1982,estonia,EST,,-0.0
1983,estonia,EST,,-0.0
1984,estonia,EST,,-0.0
1985,estonia,EST,,-0.0
1986,estonia,EST,,-0.0
1987,estonia,EST,,-0.0
1988,estonia,EST,,-0.0
1989,estonia,EST,,-0.0
1990,estonia,EST,,-0.7274440673666439
1991,estonia,EST,,-0.6691622674773863
1992,estonia,EST,,-0.8315256385599286
1993,estonia,EST,,-0.8407209293909015
1994,estonia,EST,,-0.8218644784255069
1995,estonia,EST,,-0.8742054198728673
1996,estonia,EST,,-0.8839882555595632
1997,estonia,EST,,-0.9089389799310822
1998,estonia,EST,,-0.908020492872738
1999,estonia,EST,,-0.9037688391498704
2000,estonia,EST,,-0.8474585174064216
2001,estonia,EST,,-0.8348872775688659
2002,estonia,EST,,-0.840373615722131
2003,estonia,EST,,-0.9421223392701997
2004,estonia,EST,,-0.8932214438517403
2005,estonia,EST,,-0.8930031301911967
2006,estonia,EST,,-0.8996702946077215
2007,estonia,EST,,-0.8511858065294792
2008,estonia,EST,,-0.6896109448482258
2009,estonia,EST,,-0.43650019548112795
2010,estonia,EST,,-0.6769000040533419
2011,estonia,EST,,-0.5589587606988753
2012,estonia,EST,,-0.46500838833746966
2013,estonia,EST,,-0.47250331268111545
2014,estonia,EST,,-0.33818577098028624
2015,estonia,EST,,-0.24480082566313377
2016,estonia,EST,,-0.3495256997796312
2017,estonia,EST,,-0.439221017607245
1960,finland,FIN,,-0.0
1961,finland,FIN,,-0.0
1962,finland,FIN,,-0.0
1963,finland,FIN,,-0.0
1964,finland,FIN,,-0.0
1965,finland,FIN,,-0.0
1966,finland,FIN,,-0.0
1967,finland,FIN,,-0.0
1968,finland,FIN,,-0.0
1969,finland,FIN,,-0.0
1970,finland,FIN,,-0.0
1971,finland,FIN,,-0.0
1972,finland,FIN,,-0.0
1973,finland,FIN,,-0.0
1974,finland,FIN,,-0.13010380394258456
1975,finland,FIN,,-0.19376658618831935
1976,finland,FIN,,-0.24701976446064122
1977,finland,FIN,,-0.25531329743414577
1978,finland,FIN,,-0.25234078032226187
1979,finland,FIN,,-0.23344175279906587
1980,finland,FIN,,-0.22388979447922125
1981,finland,FIN,,-0.1663452440380675
1982,finland,FIN,,-0.16068505803971558
1983,finland,FIN,,-0.1482595083342522
1984,finland,FIN,,-0.17535866325035146
1985,finland,FIN,,-0.18656969065434817
1986,finland,FIN,,-0.2091134941708738
1987,finland,FIN,,-0.26878832561853
1988,finland,FIN,,-0.2737657855664465
1989,finland,FIN,,-0.29924369214446667
1990,finland,FIN,,-0.30814810652153707
1991,finland,FIN,,-0.37402233339012186
1992,finland,FIN,,-0.3873925287082054
1993,finland,FIN,,-0.380781541143235
1994,finland,FIN,,-0.368672373133312
1995,finland,FIN,,-0.41217120808526486
1996,finland,FIN,,-0.44167179206410717
1997,finland,FIN,,-0.39184788221829187
1998,finland,FIN,,-0.45796828624613406
1999,finland,FIN,,-0.4548256103157041
2000,finland,FIN,,-0.42192342185111037
2001,finland,FIN,,-0.42714889880110296
2002,finland,FIN,,-0.4146207859441402
2003,finland,FIN,,-0.3914742488806694
2004,finland,FIN,,-0.410204735694473
2005,finland,FIN,,-0.38129363746294104
2006,finland,FIN,,-0.4066150548374618
2007,finland,FIN,,-0.3847344391336544
2008,finland,FIN,,-0.40358682838481247
2009,finland,FIN,,-0.38443783101680146
2010,finland,FIN,,-0.40161898122282286
2011,finland,FIN,,-0.34136828158341326
2012,finland,FIN,,-0.34504983945180084
2013,finland,FIN,,-0.3301511680666934
2014,finland,FIN,,-0.2689418992308386
2015,finland,FIN,,-0.265347260106555
2016,finland,FIN,,-0.24210038780857054
2017,finland,FIN,,-0.22720292007565085
1960,france,FRA,,-0.0
1961,france,FRA,,-0.0
1962,france,FRA,,-0.0
1963,france,FRA,,-0.0
1964,france,FRA,,-0.0
1965,france,FRA,,-0.023664273629792072
1966,france,FRA,,-0.047112305454407484
1967,france,FRA,,-0.08317387284728345
1968,france,FRA,,-0.18137861117207255
1969,france,FRA,,-0.23531426392311477
1970,france,FRA,,-0.27485320365544125
1971,france,FRA,,-0.35893565826205437
1972,france,FRA,,-0.46956978225543955
1973,france,FRA,,-0.5178506298790301
1974,france,FRA,,-0.49544479742319675
1975,france,FRA,,-0.5012213460139495
1976,france,FRA,,-0.5364876821627209
1977,france,FRA,,-0.5215830301541802
1978,france,FRA,,-0.5200767671007396
1979,france,FRA,,-0.5055173616669215
1980,france,FRA,,-0.5152440834718258
1981,france,FRA,,-0.5669322309083168
1982,france,FRA,,-0.5959002844802141
1983,france,FRA,,-0.6766747819885736
1984,france,FRA,,-0.6477754610313992
1985,france,FRA,,-0.6942587333018603
1986,france,FRA,,-0.7147703251073539
1987,france,FRA,,-0.7520487423117949
1988,france,FRA,,-0.7555885750622648
1989,france,FRA,,-0.7299658153173207
1990,france,FRA,,-0.7312599611963015
1991,france,FRA,,-0.7346225758490722
1992,france,FRA,,-0.7478593430021294
1993,france,FRA,,-0.8020202138616738
1994,france,FRA,,-0.8244567447508195
1995,france,FRA,,-0.8253411113814995
1996,france,FRA,,-0.8127608393479616
1997,france,FRA,,-0.8227907616434165
1998,france,FRA,,-0.7854695042445834
1999,france,FRA,,-0.8131847447839771
2000,france,FRA,,-0.8133887056915747
2001,france,FRA,,-0.8273887525898622
2002,france,FRA,,-0.8237793211595205
2003,france,FRA,,-0.822694612358545
2004,france,FRA,,-0.8142060707071243
2005,france,FRA,,-0.8116231007508419
2006,france,FRA,,-0.8019268304217434
2007,france,FRA,,-0.7949960988496905
2008,france,FRA,,-0.7889591963825998
2009,france,FRA,,-0.8012048631223185
2010,france,FRA,,-0.7898343777956671
2011,france,FRA,,-0.8433709796740357
2012,france,FRA,,-0.821480356671766
2013,france,FRA,,-0.8208384413299887
2014,france,FRA,,-0.8526757344655141
2015,france,FRA,,-0.8472815862411963
2016,france,FRA,,-0.8218465904898462
2017,france,FRA,,-0.8113315962570321
1960,gabon,GAB,,-0.0
1961,gabon,GAB,,-0.0
1962,gabon,GAB,,-0.0
1963,gabon,GAB,,-0.0
1964,gabon,GAB,,-0.0
1965,gabon,GAB,,-0.0
1966,gabon,GAB,,-0.0
1967,gabon,GAB,,-0.0
1968,gabon,GAB,,-0.0
1969,gabon,GAB,,-0.0
1970,gabon,GAB,,-0.0
1971,gabon,GAB,,-0.0
1972,gabon,GAB,,-0.0
1973,gabon,GAB,,-0.0
1974,gabon,GAB,,-0.0
1975,gabon,GAB,,-0.0
1976,gabon,GAB,,-0.0
1977,gabon,GAB,,-0.0
1978,gabon,GAB,,-0.0
1979,gabon,GAB,,-0.0
1980,gabon,GAB,,-0.0
1981,gabon,GAB,,-0.0
1982,gabon,GAB,,-0.0
1983,gabon,GAB,,-0.0
1984,gabon,GAB,,-0.0
1985,gabon,GAB,,-0.0
1986,gabon,GAB,,-0.0
1987,gabon,GAB,,-0.0
1988,gabon,GAB,,-0.0
1989,gabon,GAB,,-0.0
1990,gabon,GAB,,-0.0
1991,gabon,GAB,,-0.0
1992,gabon,GAB,,-0.0
1993,gabon,GAB,,-0.0
1994,gabon,GAB,,-0.0
1995,gabon,GAB,,-0.0
1996,gabon,GAB,,-0.0
1997,gabon,GAB,,-0.0
1998,gabon,GAB,,-0.0
1999,gabon,GAB,,-0.0
2000,gabon,GAB,,-0.0
2001,gabon,GAB,,-0.0
2002,gabon,GAB,,-0.0
2003,gabon,GAB,,-0.0
2004,gabon,GAB,,-0.0
2005,gabon,GAB,,-0.0
2006,gabon,GAB,,-0.0
2007,gabon,GAB,,-0.0
2008,gabon,GAB,,-0.0
2009,gabon,GAB,,-0.0
2010,gabon,GAB,,-0.0
2011,gabon,GAB,,-0.0
2012,gabon,GAB,,-0.0
2013,gabon,GAB,,-0.0
2014,gabon,GAB,,-0.0
2015,gabon,GAB,,-0.0
2016,gabon,GAB,,-0.0
2017,gabon,GAB,,-0.0
1960,georgia,GEO,,-0.0
1961,georgia,GEO,,-0.0
1962,georgia,GEO,,-0.0
1963,georgia,GEO,,-0.0
1964,georgia,GEO,,-0.0
1965,georgia,GEO,,-0.0
1966,georgia,GEO,,-0.0
1967,georgia,GEO,,-0.0
1968,georgia,GEO,,-0.0
1969,georgia,GEO,,-0.0
1970,georgia,GEO,,-0.0
1971,georgia,GEO,,-0.0
1972,georgia,GEO,,-0.0
1973,georgia,GEO,,-0.0
1974,georgia,GEO,,-0.0
1975,georgia,GEO,,-0.0
1976,georgia,GEO,,-0.0
1977,georgia,GEO,,-0.0
1978,georgia,GEO,,-0.0
1979,georgia,GEO,,-0.0
1980,georgia,GEO,,-0.0
1981,georgia,GEO,,-0.0
1982,georgia,GEO,,-0.0
1983,georgia,GEO,,-0.0
1984,georgia,GEO,,-0.0
1985,georgia,GEO,,-0.0
1986,georgia,GEO,,-0.0
1987,georgia,GEO,,-0.0
1988,georgia,GEO,,-0.0
1989,georgia,GEO,,-0.0
1990,georgia,GEO,,-0.7811202582556593
1991,georgia,GEO,,-0.8346018244104463
1992,georgia,GEO,,-0.8973544493988763
1993,georgia,GEO,,-0.9275995526529441
1994,georgia,GEO,,-0.9009857155701103
1995,georgia,GEO,,-0.8581323040634717
1996,georgia,GEO,,-0.9479907309416228
1997,georgia,GEO,,-0.8352114216946557
1998,georgia,GEO,,-0.8244175678182657
1999,georgia,GEO,,-0.8736450476535355
2000,georgia,GEO,,-0.8983796553248877
2001,georgia,GEO,,-0.8123893334380738
2002,georgia,GEO,,-0.8089040723665257
2003,georgia,GEO,,-0.7509755038125865
2004,georgia,GEO,,-0.7585510359174178
2005,georgia,GEO,,-0.761064883831098
2006,georgia,GEO,,-0.8898183009786433
2007,georgia,GEO,,-0.9284941233297092
2008,georgia,GEO,,-0.8696754302388048
2009,georgia,GEO,,-0.9252847208303471
2010,georgia,GEO,,-0.9493845821636795
2011,georgia,GEO,,-0.933434928329268
2012,georgia,GEO,,-0.9230934325368437
2013,georgia,GEO,,-0.8767959480184033
2014,georgia,GEO,,-0.865859468780976
2015,georgia,GEO,,-0.8970238583258178
2016,georgia,GEO,,-0.8299456195438577
2017,georgia,GEO,,-0.8130459528924262
1960,germany,DEU,,-0.0
1961,germany,DEU,,-0.0
1962,germany,DEU,,-0.0
1963,germany,DEU,,-0.00034356303815437426
1964,germany,DEU,,-0.001270172124607142
1965,germany,DEU,,-0.003989699748613608
1966,germany,DEU,,-0.005187558283758953
1967,germany,DEU,,-0.03759087263140389
1968,germany,DEU,,-0.1604649093220274
1969,germany,DEU,,-0.23319387941100517
1970,germany,DEU,,-0.18588376759930894
1971,germany,DEU,,-0.2899142418083577
1972,germany,DEU,,-0.3758266569670154
1973,germany,DEU,,-0.4894194374958388
1974,germany,DEU,,-0.6199805624087561
1975,germany,DEU,,-0.6678316264037466
1976,germany,DEU,,-0.704011087233443
1977,germany,DEU,,-0.6992453146792468
1978,germany,DEU,,-0.7189838783237259
1979,germany,DEU,,-0.7269445968072648
1980,germany,DEU,,-0.7372565279268556
1981,germany,DEU,,-0.7153513199712193
1982,germany,DEU,,-0.7112559499696833
1983,germany,DEU,,-0.7083897039928025
1984,germany,DEU,,-0.7321748502941611
1985,germany,DEU,,-0.7345633056255211
1986,germany,DEU,,-0.7247359582857731
1987,germany,DEU,,-0.7424106355787209
1988,germany,DEU,,-0.750549860677719
1989,germany,DEU,,-0.7806590745124475
1990,germany,DEU,,-0.7601464871292057
1991,germany,DEU,,-0.7686645250975759
1992,germany,DEU,,-0.7750394793555978
1993,germany,DEU,,-0.7827207961346312
1994,germany,DEU,,-0.7728734079166365
1995,germany,DEU,,-0.7791883406427461
1996,germany,DEU,,-0.7970924340816863
1997,germany,DEU,,-0.7792644751199665
1998,germany,DEU,,-0.7612722478708221
1999,germany,DEU,,-0.7639313109580488
2000,germany,DEU,,-0.7309407735186968
2001,germany,DEU,,-0.7178660703154511
2002,germany,DEU,,-0.7262184655076257
2003,germany,DEU,,-0.736073034644091
2004,germany,DEU,,-0.7400675339919508
2005,germany,DEU,,-0.7413383634115257
2006,germany,DEU,,-0.7253815689381333
2007,germany,DEU,,-0.717619934536504
2008,germany,DEU,,-0.7374951506597258
2009,germany,DEU,,-0.7527887640697075
2010,germany,DEU,,-0.7388411637047343
2011,germany,DEU,,-0.7141823968483796
2012,germany,DEU,,-0.718849252953608
2013,germany,DEU,,-0.733517857196502
2014,germany,DEU,,-0.7159111031698097
2015,germany,DEU,,-0.7457052909217838
2016,germany,DEU,,-0.7403533790675115
2017,germany,DEU,,-0.8009550483728012
1960,ghana,GHA,,-0.0
1961,ghana,GHA,,-0.0
1962,ghana,GHA,,-0.0
1963,ghana,GHA,,-0.0
1964,ghana,GHA,,-0.0
1965,ghana,GHA,,-0.0
1966,ghana,GHA,,-0.0
1967,ghana,GHA,,-0.0
1968,ghana,GHA,,-0.0
1969,ghana,GHA,,-0.0
1970,ghana,GHA,,-0.0
1971,ghana,GHA,,-0.0
1972,ghana,GHA,,-0.0
1973,ghana,GHA,,-0.0
1974,ghana,GHA,,-0.0
1975,ghana,GHA,,-0.0
1976,ghana,GHA,,-0.0
1977,ghana,GHA,,-0.0
1978,ghana,GHA,,-0.0
1979,ghana,GHA,,-0.0
1980,ghana,GHA,,-0.0
1981,ghana,GHA,,-0.0
1982,ghana,GHA,,-0.0
1983,ghana,GHA,,-0.0
1984,ghana,GHA,,-0.0
1985,ghana,GHA,,-0.0
1986,ghana,GHA,,-0.0
1987,ghana,GHA,,-0.0
1988,ghana,GHA,,-0.0
1989,ghana,GHA,,-0.0
1990,ghana,GHA,,-0.0
1991,ghana,GHA,,-0.0
1992,ghana,GHA,,-0.0
1993,ghana,GHA,,-0.0
1994,ghana,GHA,,-0.0
1995,ghana,GHA,,-0.0
1996,ghana,GHA,,-0.0
1997,ghana,GHA,,-0.0
1998,ghana,GHA,,-0.0
1999,ghana,GHA,,-0.0
2000,ghana,GHA,,-0.0
2001,ghana,GHA,,-0.0
2002,ghana,GHA,,-0.0
2003,ghana,GHA,,-0.0
2004,ghana,GHA,,-0.0
2005,ghana,GHA,,-0.0
2006,ghana,GHA,,-0.0
2007,ghana,GHA,,-0.0
2008,ghana,GHA,,-0.0
2009,ghana,GHA,,-0.0932444806185777
2010,ghana,GHA,,-0.9380365033122896
2011,ghana,GHA,,-0.9748192287957641
2012,ghana,GHA,,-0.9254228733385963
2013,ghana,GHA,,-0.9778675750848218
2014,ghana,GHA,,-0.9784330181115763
2015,ghana,GHA,,-0.9048707818247513
2016,ghana,GHA,,-0.44618181489831116
2017,ghana,GHA,,-1.0
1960,gibraltar,GIB,,-0.0
1961,gibraltar,GIB,,-0.0
1962,gibraltar,GIB,,-0.0
1963,gibraltar,GIB,,-0.0
1964,gibraltar,GIB,,-0.0
1965,gibraltar,GIB,,-0.0
1966,gibraltar,GIB,,-0.0
1967,gibraltar,GIB,,-0.0
1968,gibraltar,GIB,,-0.0
