iso_code3,Nation,Year,yf_agrc_vegetables_and_vines_tonne_ha
LCA,Saint Lucia,2037,16.731050147428572
LCA,Saint Lucia,2038,16.731050147428572
LCA,Saint Lucia,2039,16.731050147428572
LCA,Saint Lucia,2040,16.731050147428572
LCA,Saint Lucia,2041,16.731050147428572
LCA,Saint Lucia,2042,16.731050147428572
LCA,Saint Lucia,2043,16.731050147428572
LCA,Saint Lucia,2044,16.731050147428572
LCA,Saint Lucia,2045,16.731050147428572
LCA,Saint Lucia,2046,16.731050147428572
LCA,Saint Lucia,2047,16.731050147428572
LCA,Saint Lucia,2048,16.731050147428572
LCA,Saint Lucia,2049,16.731050147428572
LCA,Saint Lucia,2050,16.731050147428572
LKA,Sri Lanka,2023,15.070157677666668
LKA,Sri Lanka,2024,15.070157677666668
LKA,Sri Lanka,2025,15.070157677666668
LKA,Sri Lanka,2026,15.070157677666668
LKA,Sri Lanka,2027,15.070157677666668
LKA,Sri Lanka,2028,15.070157677666668
LKA,Sri Lanka,2029,15.070157677666668
LKA,Sri Lanka,2030,15.070157677666668
LKA,Sri Lanka,2031,15.070157677666668
LKA,Sri Lanka,2032,15.070157677666668
LKA,Sri Lanka,2033,15.070157677666668
LKA,Sri Lanka,2034,15.070157677666668
LKA,Sri Lanka,2035,15.070157677666668
LKA,Sri Lanka,2036,15.070157677666668
LKA,Sri Lanka,2037,15.070157677666668
LKA,Sri Lanka,2038,15.070157677666668
LKA,Sri Lanka,2039,15.070157677666668
LKA,Sri Lanka,2040,15.070157677666668
LKA,Sri Lanka,2041,15.070157677666668
LKA,Sri Lanka,2042,15.070157677666668
LKA,Sri Lanka,2043,15.070157677666668
LKA,Sri Lanka,2044,15.070157677666668
LKA,Sri Lanka,2045,15.070157677666668
LKA,Sri Lanka,2046,15.070157677666668
LKA,Sri Lanka,2047,15.070157677666668
LKA,Sri Lanka,2048,15.070157677666668
LKA,Sri Lanka,2049,15.070157677666668
LKA,Sri Lanka,2050,15.070157677666668
LSO,Lesotho,2023,43.49733631833333
LSO,Lesotho,2024,43.49733631833333
LSO,Lesotho,2025,43.49733631833333
LSO,Lesotho,2026,43.49733631833333
LSO,Lesotho,2027,43.49733631833333
LSO,Lesotho,2028,43.49733631833333
LSO,Lesotho,2029,43.49733631833333
LSO,Lesotho,2030,43.49733631833333
LSO,Lesotho,2031,43.49733631833333
LSO,Lesotho,2032,43.49733631833333
LSO,Lesotho,2033,43.49733631833333
LSO,Lesotho,2034,43.49733631833333
LSO,Lesotho,2035,43.49733631833333
LSO,Lesotho,2036,43.49733631833333
LSO,Lesotho,2037,43.49733631833333
LSO,Lesotho,2038,43.49733631833333
LSO,Lesotho,2039,43.49733631833333
LSO,Lesotho,2040,43.49733631833333
LSO,Lesotho,2041,43.49733631833333
LSO,Lesotho,2042,43.49733631833333
LSO,Lesotho,2043,43.49733631833333
LSO,Lesotho,2044,43.49733631833333
LSO,Lesotho,2045,43.49733631833333
LSO,Lesotho,2046,43.49733631833333
LSO,Lesotho,2047,43.49733631833333
LSO,Lesotho,2048,43.49733631833333
LSO,Lesotho,2049,43.49733631833333
LSO,Lesotho,2050,43.49733631833333
LTU,Lithuania,2023,7.106134687384616
LTU,Lithuania,2024,7.106134687384616
LTU,Lithuania,2025,7.106134687384616
LTU,Lithuania,2026,7.106134687384616
LTU,Lithuania,2027,7.106134687384616
LTU,Lithuania,2028,7.106134687384616
LTU,Lithuania,2029,7.106134687384616
LTU,Lithuania,2030,7.106134687384616
LTU,Lithuania,2031,7.106134687384616
LTU,Lithuania,2032,7.106134687384616
LTU,Lithuania,2033,7.106134687384616
LTU,Lithuania,2034,7.106134687384616
LTU,Lithuania,2035,7.106134687384616
LTU,Lithuania,2036,7.106134687384616
LTU,Lithuania,2037,7.106134687384616
LTU,Lithuania,2038,7.106134687384616
LTU,Lithuania,2039,7.106134687384616
LTU,Lithuania,2040,7.106134687384616
LTU,Lithuania,2041,7.106134687384616
LTU,Lithuania,2042,7.106134687384616
LTU,Lithuania,2043,7.106134687384616
LTU,Lithuania,2044,7.106134687384616
LTU,Lithuania,2045,7.106134687384616
LTU,Lithuania,2046,7.106134687384616
LTU,Lithuania,2047,7.106134687384616
LTU,Lithuania,2048,7.106134687384616
LTU,Lithuania,2049,7.106134687384616
LTU,Lithuania,2050,7.106134687384616
LUX,Luxembourg,2023,12.437584192000001
LUX,Luxembourg,2024,12.437584192000001
LUX,Luxembourg,2025,12.437584192000001
LUX,Luxembourg,2026,12.437584192000001
LUX,Luxembourg,2027,12.437584192000001
LUX,Luxembourg,2028,12.437584192000001
LUX,Luxembourg,2029,12.437584192000001
LUX,Luxembourg,2030,12.437584192000001
LUX,Luxembourg,2031,12.437584192000001
LUX,Luxembourg,2032,12.437584192000001
LUX,Luxembourg,2033,12.437584192000001
LUX,Luxembourg,2034,12.437584192000001
LUX,Luxembourg,2035,12.437584192000001
LUX,Luxembourg,2036,12.437584192000001
LUX,Luxembourg,2037,12.437584192000001
LUX,Luxembourg,2038,12.437584192000001
LUX,Luxembourg,2039,12.437584192000001
LUX,Luxembourg,2040,12.437584192000001
LUX,Luxembourg,2041,12.437584192000001
LUX,Luxembourg,2042,12.437584192000001
LUX,Luxembourg,2043,12.437584192000001
LUX,Luxembourg,2044,12.437584192000001
LUX,Luxembourg,2045,12.437584192000001
LUX,Luxembourg,2046,12.437584192000001
LUX,Luxembourg,2047,12.437584192000001
LUX,Luxembourg,2048,12.437584192000001
LUX,Luxembourg,2049,12.437584192000001
LUX,Luxembourg,2050,12.437584192000001
LVA,Latvia,2023,19.915184245000003
LVA,Latvia,2024,19.915184245000003
LVA,Latvia,2025,19.915184245000003
LVA,Latvia,2026,19.915184245000003
LVA,Latvia,2027,19.915184245000003
LVA,Latvia,2028,19.915184245000003
LVA,Latvia,2029,19.915184245000003
LVA,Latvia,2030,19.915184245000003
LVA,Latvia,2031,19.915184245000003
LVA,Latvia,2032,19.915184245000003
LVA,Latvia,2033,19.915184245000003
LVA,Latvia,2034,19.915184245000003
LVA,Latvia,2035,19.915184245000003
LVA,Latvia,2036,19.915184245000003
LVA,Latvia,2037,19.915184245000003
LVA,Latvia,2038,19.915184245000003
LVA,Latvia,2039,19.915184245000003
LVA,Latvia,2040,19.915184245000003
LVA,Latvia,2041,19.915184245000003
LVA,Latvia,2042,19.915184245000003
LVA,Latvia,2043,19.915184245000003
LVA,Latvia,2044,19.915184245000003
LVA,Latvia,2045,19.915184245000003
LVA,Latvia,2046,19.915184245000003
LVA,Latvia,2047,19.915184245000003
LVA,Latvia,2048,19.915184245000003
LVA,Latvia,2049,19.915184245000003
LVA,Latvia,2050,19.915184245000003
MAC,"China, Macao SAR",2023,5.929259351400001
MAC,"China, Macao SAR",2024,5.929259351400001
MAC,"China, Macao SAR",2025,5.929259351400001
MAC,"China, Macao SAR",2026,5.929259351400001
MAC,"China, Macao SAR",2027,5.929259351400001
MAC,"China, Macao SAR",2028,5.929259351400001
MAC,"China, Macao SAR",2029,5.929259351400001
MAC,"China, Macao SAR",2030,5.929259351400001
MAC,"China, Macao SAR",2031,5.929259351400001
MAC,"China, Macao SAR",2032,5.929259351400001
MAC,"China, Macao SAR",2033,5.929259351400001
MAC,"China, Macao SAR",2034,5.929259351400001
MAC,"China, Macao SAR",2035,5.929259351400001
MAC,"China, Macao SAR",2036,5.929259351400001
MAC,"China, Macao SAR",2037,5.929259351400001
MAC,"China, Macao SAR",2038,5.929259351400001
MAC,"China, Macao SAR",2039,5.929259351400001
MAC,"China, Macao SAR",2040,5.929259351400001
MAC,"China, Macao SAR",2041,5.929259351400001
MAC,"China, Macao SAR",2042,5.929259351400001
MAC,"China, Macao SAR",2043,5.929259351400001
MAC,"China, Macao SAR",2044,5.929259351400001
MAC,"China, Macao SAR",2045,5.929259351400001
MAC,"China, Macao SAR",2046,5.929259351400001
MAC,"China, Macao SAR",2047,5.929259351400001
MAC,"China, Macao SAR",2048,5.929259351400001
MAC,"China, Macao SAR",2049,5.929259351400001
MAC,"China, Macao SAR",2050,5.929259351400001
MAR,Morocco,2023,15.0210612495625
MAR,Morocco,2024,15.0210612495625
MAR,Morocco,2025,15.0210612495625
MAR,Morocco,2026,15.0210612495625
MAR,Morocco,2027,15.0210612495625
MAR,Morocco,2028,15.0210612495625
MAR,Morocco,2029,15.0210612495625
MAR,Morocco,2030,15.0210612495625
MAR,Morocco,2031,15.0210612495625
MAR,Morocco,2032,15.0210612495625
MAR,Morocco,2033,15.0210612495625
MAR,Morocco,2034,15.0210612495625
MAR,Morocco,2035,15.0210612495625
MAR,Morocco,2036,15.0210612495625
MAR,Morocco,2037,15.0210612495625
MAR,Morocco,2038,15.0210612495625
MAR,Morocco,2039,15.0210612495625
MAR,Morocco,2040,15.0210612495625
MAR,Morocco,2041,15.0210612495625
MAR,Morocco,2042,15.0210612495625
MAR,Morocco,2043,15.0210612495625
MAR,Morocco,2044,15.0210612495625
MAR,Morocco,2045,15.0210612495625
MAR,Morocco,2046,15.0210612495625
MAR,Morocco,2047,15.0210612495625
MAR,Morocco,2048,15.0210612495625
MAR,Morocco,2049,15.0210612495625
MAR,Morocco,2050,15.0210612495625
MDA,Republic of Moldova,2023,22.618850045
MDA,Republic of Moldova,2024,22.618850045
MDA,Republic of Moldova,2025,22.618850045
MDA,Republic of Moldova,2026,22.618850045
MDA,Republic of Moldova,2027,22.618850045
MDA,Republic of Moldova,2028,22.618850045
MDA,Republic of Moldova,2029,22.618850045
MDA,Republic of Moldova,2030,22.618850045
MDA,Republic of Moldova,2031,22.618850045
MDA,Republic of Moldova,2032,22.618850045
MDA,Republic of Moldova,2033,22.618850045
MDA,Republic of Moldova,2034,22.618850045
MDA,Republic of Moldova,2035,22.618850045
MDA,Republic of Moldova,2036,22.618850045
MDA,Republic of Moldova,2037,22.618850045
MDA,Republic of Moldova,2038,22.618850045
MDA,Republic of Moldova,2039,22.618850045
MDA,Republic of Moldova,2040,22.618850045
MDA,Republic of Moldova,2041,22.618850045
MDA,Republic of Moldova,2042,22.618850045
MDA,Republic of Moldova,2043,22.618850045
MDA,Republic of Moldova,2044,22.618850045
MDA,Republic of Moldova,2045,22.618850045
MDA,Republic of Moldova,2046,22.618850045
MDA,Republic of Moldova,2047,22.618850045
MDA,Republic of Moldova,2048,22.618850045
MDA,Republic of Moldova,2049,22.618850045
MDA,Republic of Moldova,2050,22.618850045
MDG,Madagascar,2023,0.0
MDG,Madagascar,2024,0.0
MDG,Madagascar,2025,0.0
MDG,Madagascar,2026,0.0
MDG,Madagascar,2027,0.0
MDG,Madagascar,2028,0.0
MDG,Madagascar,2029,0.0
MDG,Madagascar,2030,0.0
MDG,Madagascar,2031,0.0
MDG,Madagascar,2032,0.0
MDG,Madagascar,2033,0.0
MDG,Madagascar,2034,0.0
MDG,Madagascar,2035,0.0
MDG,Madagascar,2036,0.0
MDG,Madagascar,2037,0.0
MDG,Madagascar,2038,0.0
MDG,Madagascar,2039,0.0
MDG,Madagascar,2040,0.0
MDG,Madagascar,2041,0.0
MDG,Madagascar,2042,0.0
MDG,Madagascar,2043,0.0
MDG,Madagascar,2044,0.0
MDG,Madagascar,2045,0.0
MDG,Madagascar,2046,0.0
MDG,Madagascar,2047,0.0
MDG,Madagascar,2048,0.0
MDG,Madagascar,2049,0.0
MDG,Madagascar,2050,0.0
MDV,Maldives,2023,3.5879088189999995
MDV,Maldives,2024,3.5879088189999995
MDV,Maldives,2025,3.5879088189999995
MDV,Maldives,2026,3.5879088189999995
MDV,Maldives,2027,3.5879088189999995
MDV,Maldives,2028,3.5879088189999995
MDV,Maldives,2029,3.5879088189999995
MDV,Maldives,2030,3.5879088189999995
MDV,Maldives,2031,3.5879088189999995
MDV,Maldives,2032,3.5879088189999995
MDV,Maldives,2033,3.5879088189999995
MDV,Maldives,2034,3.5879088189999995
MDV,Maldives,2035,3.5879088189999995
MDV,Maldives,2036,3.5879088189999995
MDV,Maldives,2037,3.5879088189999995
MDV,Maldives,2038,3.5879088189999995
MDV,Maldives,2039,3.5879088189999995
MDV,Maldives,2040,3.5879088189999995
MDV,Maldives,2041,3.5879088189999995
MDV,Maldives,2042,3.5879088189999995
MDV,Maldives,2043,3.5879088189999995
MDV,Maldives,2044,3.5879088189999995
MDV,Maldives,2045,3.5879088189999995
MDV,Maldives,2046,3.5879088189999995
MDV,Maldives,2047,3.5879088189999995
MDV,Maldives,2048,3.5879088189999995
MDV,Maldives,2049,3.5879088189999995
MDV,Maldives,2050,3.5879088189999995
MEX,Mexico,2023,15.040358564
MEX,Mexico,2024,15.040358564
MEX,Mexico,2025,15.040358564
MEX,Mexico,2026,15.040358564
MEX,Mexico,2027,15.040358564
MEX,Mexico,2028,15.040358564
MEX,Mexico,2029,15.040358564
MEX,Mexico,2030,15.040358564
MEX,Mexico,2031,15.040358564
MEX,Mexico,2032,15.040358564
MEX,Mexico,2033,15.040358564
MEX,Mexico,2034,15.040358564
MEX,Mexico,2035,15.040358564
MEX,Mexico,2036,15.040358564
MEX,Mexico,2037,15.040358564
MEX,Mexico,2038,15.040358564
MEX,Mexico,2039,15.040358564
MEX,Mexico,2040,15.040358564
MEX,Mexico,2041,15.040358564
MEX,Mexico,2042,15.040358564
MEX,Mexico,2043,15.040358564
MEX,Mexico,2044,15.040358564
MEX,Mexico,2045,15.040358564
MEX,Mexico,2046,15.040358564
MEX,Mexico,2047,15.040358564
MEX,Mexico,2048,15.040358564
MEX,Mexico,2049,15.040358564
MEX,Mexico,2050,15.040358564
MHL,Marshall Islands,2023,20.57664823452174
MHL,Marshall Islands,2024,20.57664823452174
MHL,Marshall Islands,2025,20.57664823452174
MHL,Marshall Islands,2026,20.57664823452174
MHL,Marshall Islands,2027,20.57664823452174
MHL,Marshall Islands,2028,20.57664823452174
MHL,Marshall Islands,2029,20.57664823452174
MHL,Marshall Islands,2030,20.57664823452174
MHL,Marshall Islands,2031,20.57664823452174
MHL,Marshall Islands,2032,20.57664823452174
MHL,Marshall Islands,2033,20.57664823452174
MHL,Marshall Islands,2034,20.57664823452174
MHL,Marshall Islands,2035,20.57664823452174
MHL,Marshall Islands,2036,20.57664823452174
MHL,Marshall Islands,2037,20.57664823452174
MHL,Marshall Islands,2038,20.57664823452174
MHL,Marshall Islands,2039,20.57664823452174
MHL,Marshall Islands,2040,20.57664823452174
MHL,Marshall Islands,2041,20.57664823452174
MHL,Marshall Islands,2042,20.57664823452174
MHL,Marshall Islands,2043,20.57664823452174
MHL,Marshall Islands,2044,20.57664823452174
MHL,Marshall Islands,2045,20.57664823452174
MHL,Marshall Islands,2046,20.57664823452174
MHL,Marshall Islands,2047,20.57664823452174
MHL,Marshall Islands,2048,20.57664823452174
MHL,Marshall Islands,2049,20.57664823452174
MHL,Marshall Islands,2050,20.57664823452174
MKD,North Macedonia,2023,12.343226456
MKD,North Macedonia,2024,12.343226456
MKD,North Macedonia,2025,12.343226456
MKD,North Macedonia,2026,12.343226456
MKD,North Macedonia,2027,12.343226456
MKD,North Macedonia,2028,12.343226456
MKD,North Macedonia,2029,12.343226456
MKD,North Macedonia,2030,12.343226456
MKD,North Macedonia,2031,12.343226456
MKD,North Macedonia,2032,12.343226456
MKD,North Macedonia,2033,12.343226456
MKD,North Macedonia,2034,12.343226456
MKD,North Macedonia,2035,12.343226456
MKD,North Macedonia,2036,12.343226456
MKD,North Macedonia,2037,12.343226456
MKD,North Macedonia,2038,12.343226456
MKD,North Macedonia,2039,12.343226456
MKD,North Macedonia,2040,12.343226456
MKD,North Macedonia,2041,12.343226456
MKD,North Macedonia,2042,12.343226456
MKD,North Macedonia,2043,12.343226456
MKD,North Macedonia,2044,12.343226456
MKD,North Macedonia,2045,12.343226456
MKD,North Macedonia,2046,12.343226456
MKD,North Macedonia,2047,12.343226456
MKD,North Macedonia,2048,12.343226456
MKD,North Macedonia,2049,12.343226456
MKD,North Macedonia,2050,12.343226456
MLI,Mali,2023,12.7054014296
MLI,Mali,2024,12.7054014296
MLI,Mali,2025,12.7054014296
MLI,Mali,2026,12.7054014296
MLI,Mali,2027,12.7054014296
MLI,Mali,2028,12.7054014296
MLI,Mali,2029,12.7054014296
MLI,Mali,2030,12.7054014296
MLI,Mali,2031,12.7054014296
MLI,Mali,2032,12.7054014296
MLI,Mali,2033,12.7054014296
MLI,Mali,2034,12.7054014296
MLI,Mali,2035,12.7054014296
MLI,Mali,2036,12.7054014296
MLI,Mali,2037,12.7054014296
MLI,Mali,2038,12.7054014296
MLI,Mali,2039,12.7054014296
MLI,Mali,2040,12.7054014296
MLI,Mali,2041,12.7054014296
MLI,Mali,2042,12.7054014296
MLI,Mali,2043,12.7054014296
MLI,Mali,2044,12.7054014296
MLI,Mali,2045,12.7054014296
MLI,Mali,2046,12.7054014296
MLI,Mali,2047,12.7054014296
MLI,Mali,2048,12.7054014296
MLI,Mali,2049,12.7054014296
MLI,Mali,2050,12.7054014296
MLT,Malta,2023,29.966045393428576
MLT,Malta,2024,29.966045393428576
MLT,Malta,2025,29.966045393428576
MLT,Malta,2026,29.966045393428576
MLT,Malta,2027,29.966045393428576
MLT,Malta,2028,29.966045393428576
MLT,Malta,2029,29.966045393428576
MLT,Malta,2030,29.966045393428576
MLT,Malta,2031,29.966045393428576
MLT,Malta,2032,29.966045393428576
MLT,Malta,2033,29.966045393428576
MLT,Malta,2034,29.966045393428576
MLT,Malta,2035,29.966045393428576
MLT,Malta,2036,29.966045393428576
MLT,Malta,2037,29.966045393428576
MLT,Malta,2038,29.966045393428576
MLT,Malta,2039,29.966045393428576
MLT,Malta,2040,29.966045393428576
MLT,Malta,2041,29.966045393428576
MLT,Malta,2042,29.966045393428576
MLT,Malta,2043,29.966045393428576
MLT,Malta,2044,29.966045393428576
MLT,Malta,2045,29.966045393428576
MLT,Malta,2046,29.966045393428576
MLT,Malta,2047,29.966045393428576
MLT,Malta,2048,29.966045393428576
MLT,Malta,2049,29.966045393428576
MLT,Malta,2050,29.966045393428576
MMR,Myanmar,2023,28.26217858095238
MMR,Myanmar,2024,28.26217858095238
MMR,Myanmar,2025,28.26217858095238
MMR,Myanmar,2026,28.26217858095238
MMR,Myanmar,2027,28.26217858095238
MMR,Myanmar,2028,28.26217858095238
MMR,Myanmar,2029,28.26217858095238
MMR,Myanmar,2030,28.26217858095238
MMR,Myanmar,2031,28.26217858095238
MMR,Myanmar,2032,28.26217858095238
MMR,Myanmar,2033,28.26217858095238
MMR,Myanmar,2034,28.26217858095238
MMR,Myanmar,2035,28.26217858095238
MMR,Myanmar,2036,28.26217858095238
MMR,Myanmar,2037,28.26217858095238
MMR,Myanmar,2038,28.26217858095238
MMR,Myanmar,2039,28.26217858095238
MMR,Myanmar,2040,28.26217858095238
MMR,Myanmar,2041,28.26217858095238
MMR,Myanmar,2042,28.26217858095238
MMR,Myanmar,2043,28.26217858095238
MMR,Myanmar,2044,28.26217858095238
MMR,Myanmar,2045,28.26217858095238
MMR,Myanmar,2046,28.26217858095238
MMR,Myanmar,2047,28.26217858095238
MMR,Myanmar,2048,28.26217858095238
MMR,Myanmar,2049,28.26217858095238
MMR,Myanmar,2050,28.26217858095238
MNE,Montenegro,2023,6.616858283199999
MNE,Montenegro,2024,6.616858283199999
MNE,Montenegro,2025,6.616858283199999
MNE,Montenegro,2026,6.616858283199999
MNE,Montenegro,2027,6.616858283199999
MNE,Montenegro,2028,6.616858283199999
MNE,Montenegro,2029,6.616858283199999
MNE,Montenegro,2030,6.616858283199999
MNE,Montenegro,2031,6.616858283199999
MNE,Montenegro,2032,6.616858283199999
MNE,Montenegro,2033,6.616858283199999
MNE,Montenegro,2034,6.616858283199999
MNE,Montenegro,2035,6.616858283199999
MNE,Montenegro,2036,6.616858283199999
MNE,Montenegro,2037,6.616858283199999
MNE,Montenegro,2038,6.616858283199999
MNE,Montenegro,2039,6.616858283199999
MNE,Montenegro,2040,6.616858283199999
MNE,Montenegro,2041,6.616858283199999
MNE,Montenegro,2042,6.616858283199999
MNE,Montenegro,2043,6.616858283199999
MNE,Montenegro,2044,6.616858283199999
MNE,Montenegro,2045,6.616858283199999
MNE,Montenegro,2046,6.616858283199999
MNE,Montenegro,2047,6.616858283199999
MNE,Montenegro,2048,6.616858283199999
MNE,Montenegro,2049,6.616858283199999
MNE,Montenegro,2050,6.616858283199999
MNG,Mongolia,2023,8.435206813
MNG,Mongolia,2024,8.435206813
MNG,Mongolia,2025,8.435206813
MNG,Mongolia,2026,8.435206813
MNG,Mongolia,2027,8.435206813
MNG,Mongolia,2028,8.435206813
MNG,Mongolia,2029,8.435206813
MNG,Mongolia,2030,8.435206813
MNG,Mongolia,2031,8.435206813
MNG,Mongolia,2032,8.435206813
MNG,Mongolia,2033,8.435206813
MNG,Mongolia,2034,8.435206813
MNG,Mongolia,2035,8.435206813
MNG,Mongolia,2036,8.435206813
MNG,Mongolia,2037,8.435206813
MNG,Mongolia,2038,8.435206813
MNG,Mongolia,2039,8.435206813
MNG,Mongolia,2040,8.435206813
MNG,Mongolia,2041,8.435206813
MNG,Mongolia,2042,8.435206813
MNG,Mongolia,2043,8.435206813
MNG,Mongolia,2044,8.435206813
MNG,Mongolia,2045,8.435206813
MNG,Mongolia,2046,8.435206813
MNG,Mongolia,2047,8.435206813
MNG,Mongolia,2048,8.435206813
MNG,Mongolia,2049,8.435206813
MNG,Mongolia,2050,8.435206813
MOZ,Mozambique,2023,15.262718986777775
MOZ,Mozambique,2024,15.262718986777775
MOZ,Mozambique,2025,15.262718986777775
MOZ,Mozambique,2026,15.262718986777775
MOZ,Mozambique,2027,15.262718986777775
MOZ,Mozambique,2028,15.262718986777775
MOZ,Mozambique,2029,15.262718986777775
MOZ,Mozambique,2030,15.262718986777775
MOZ,Mozambique,2031,15.262718986777775
MOZ,Mozambique,2032,15.262718986777775
MOZ,Mozambique,2033,15.262718986777775
MOZ,Mozambique,2034,15.262718986777775
MOZ,Mozambique,2035,15.262718986777775
MOZ,Mozambique,2036,15.262718986777775
MOZ,Mozambique,2037,15.262718986777775
MOZ,Mozambique,2038,15.262718986777775
MOZ,Mozambique,2039,15.262718986777775
MOZ,Mozambique,2040,15.262718986777775
MOZ,Mozambique,2041,15.262718986777775
MOZ,Mozambique,2042,15.262718986777775
MOZ,Mozambique,2043,15.262718986777775
MOZ,Mozambique,2044,15.262718986777775
MOZ,Mozambique,2045,15.262718986777775
MOZ,Mozambique,2046,15.262718986777775
MOZ,Mozambique,2047,15.262718986777775
MOZ,Mozambique,2048,15.262718986777775
MOZ,Mozambique,2049,15.262718986777775
MOZ,Mozambique,2050,15.262718986777775
MRT,Mauritania,2023,11.370548112000002
MRT,Mauritania,2024,11.370548112000002
MRT,Mauritania,2025,11.370548112000002
MRT,Mauritania,2026,11.370548112000002
MRT,Mauritania,2027,11.370548112000002
MRT,Mauritania,2028,11.370548112000002
MRT,Mauritania,2029,11.370548112000002
MRT,Mauritania,2030,11.370548112000002
MRT,Mauritania,2031,11.370548112000002
MRT,Mauritania,2032,11.370548112000002
MRT,Mauritania,2033,11.370548112000002
MRT,Mauritania,2034,11.370548112000002
MRT,Mauritania,2035,11.370548112000002
MRT,Mauritania,2036,11.370548112000002
MRT,Mauritania,2037,11.370548112000002
MRT,Mauritania,2038,11.370548112000002
MRT,Mauritania,2039,11.370548112000002
MRT,Mauritania,2040,11.370548112000002
MRT,Mauritania,2041,11.370548112000002
MRT,Mauritania,2042,11.370548112000002
MRT,Mauritania,2043,11.370548112000002
MRT,Mauritania,2044,11.370548112000002
MRT,Mauritania,2045,11.370548112000002
MRT,Mauritania,2046,11.370548112000002
MRT,Mauritania,2047,11.370548112000002
MRT,Mauritania,2048,11.370548112000002
MRT,Mauritania,2049,11.370548112000002
MRT,Mauritania,2050,11.370548112000002
MUS,Mauritius,2023,11.728704378285714
MUS,Mauritius,2024,11.728704378285714
MUS,Mauritius,2025,11.728704378285714
MUS,Mauritius,2026,11.728704378285714
MUS,Mauritius,2027,11.728704378285714
MUS,Mauritius,2028,11.728704378285714
MUS,Mauritius,2029,11.728704378285714
MUS,Mauritius,2030,11.728704378285714
MUS,Mauritius,2031,11.728704378285714
MUS,Mauritius,2032,11.728704378285714
MUS,Mauritius,2033,11.728704378285714
MUS,Mauritius,2034,11.728704378285714
MUS,Mauritius,2035,11.728704378285714
MUS,Mauritius,2036,11.728704378285714
MUS,Mauritius,2037,11.728704378285714
MUS,Mauritius,2038,11.728704378285714
MUS,Mauritius,2039,11.728704378285714
MUS,Mauritius,2040,11.728704378285714
MUS,Mauritius,2041,11.728704378285714
MUS,Mauritius,2042,11.728704378285714
MUS,Mauritius,2043,11.728704378285714
MUS,Mauritius,2044,11.728704378285714
MUS,Mauritius,2045,11.728704378285714
MUS,Mauritius,2046,11.728704378285714
MUS,Mauritius,2047,11.728704378285714
MUS,Mauritius,2048,11.728704378285714
MUS,Mauritius,2049,11.728704378285714
MUS,Mauritius,2050,11.728704378285714
MWI,Malawi,2023,156.26430611137502
MWI,Malawi,2024,156.26430611137502
MWI,Malawi,2025,156.26430611137502
MWI,Malawi,2026,156.26430611137502
MWI,Malawi,2027,156.26430611137502
MWI,Malawi,2028,156.26430611137502
MWI,Malawi,2029,156.26430611137502
MWI,Malawi,2030,156.26430611137502
MWI,Malawi,2031,156.26430611137502
MWI,Malawi,2032,156.26430611137502
MWI,Malawi,2033,156.26430611137502
MWI,Malawi,2034,156.26430611137502
MWI,Malawi,2035,156.26430611137502
MWI,Malawi,2036,156.26430611137502
MWI,Malawi,2037,156.26430611137502
MWI,Malawi,2038,156.26430611137502
MWI,Malawi,2039,156.26430611137502
MWI,Malawi,2040,156.26430611137502
MWI,Malawi,2041,156.26430611137502
MWI,Malawi,2042,156.26430611137502
MWI,Malawi,2043,156.26430611137502
MWI,Malawi,2044,156.26430611137502
MWI,Malawi,2045,156.26430611137502
MWI,Malawi,2046,156.26430611137502
MWI,Malawi,2047,156.26430611137502
MWI,Malawi,2048,156.26430611137502
MWI,Malawi,2049,156.26430611137502
MWI,Malawi,2050,156.26430611137502
MYS,Malaysia,2023,13.117672718333333
MYS,Malaysia,2024,13.117672718333333
MYS,Malaysia,2025,13.117672718333333
MYS,Malaysia,2026,13.117672718333333
MYS,Malaysia,2027,13.117672718333333
MYS,Malaysia,2028,13.117672718333333
MYS,Malaysia,2029,13.117672718333333
MYS,Malaysia,2030,13.117672718333333
MYS,Malaysia,2031,13.117672718333333
MYS,Malaysia,2032,13.117672718333333
MYS,Malaysia,2033,13.117672718333333
MYS,Malaysia,2034,13.117672718333333
MYS,Malaysia,2035,13.117672718333333
MYS,Malaysia,2036,13.117672718333333
MYS,Malaysia,2037,13.117672718333333
MYS,Malaysia,2038,13.117672718333333
MYS,Malaysia,2039,13.117672718333333
MYS,Malaysia,2040,13.117672718333333
MYS,Malaysia,2041,13.117672718333333
MYS,Malaysia,2042,13.117672718333333
MYS,Malaysia,2043,13.117672718333333
MYS,Malaysia,2044,13.117672718333333
MYS,Malaysia,2045,13.117672718333333
MYS,Malaysia,2046,13.117672718333333
MYS,Malaysia,2047,13.117672718333333
MYS,Malaysia,2048,13.117672718333333
MYS,Malaysia,2049,13.117672718333333
MYS,Malaysia,2050,13.117672718333333
NAM,Namibia,2023,33.5693284843125
NAM,Namibia,2024,33.5693284843125
NAM,Namibia,2025,33.5693284843125
NAM,Namibia,2026,33.5693284843125
NAM,Namibia,2027,33.5693284843125
NAM,Namibia,2028,33.5693284843125
NAM,Namibia,2029,33.5693284843125
NAM,Namibia,2030,33.5693284843125
NAM,Namibia,2031,33.5693284843125
NAM,Namibia,2032,33.5693284843125
NAM,Namibia,2033,33.5693284843125
NAM,Namibia,2034,33.5693284843125
NAM,Namibia,2035,33.5693284843125
NAM,Namibia,2036,33.5693284843125
NAM,Namibia,2037,33.5693284843125
