,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_aviation
2521,Luxembourg,LUX,2022,0.2321548949321933
2522,Luxembourg,LUX,2023,0.2321548949321933
2523,Luxembourg,LUX,2024,0.2321548949321933
2524,Luxembourg,LUX,2025,0.2321548949321933
2525,Luxembourg,LUX,2026,0.2321548949321933
2526,Luxembourg,LUX,2027,0.2321548949321933
2527,Luxembourg,LUX,2028,0.2321548949321933
2528,Luxembourg,LUX,2029,0.2321548949321933
2529,Luxembourg,LUX,2030,0.2321548949321933
2530,Luxembourg,LUX,2031,0.2321548949321933
2531,Luxembourg,LUX,2032,0.2321548949321933
2532,Luxembourg,LUX,2033,0.2321548949321933
2533,Luxembourg,LUX,2034,0.2321548949321933
2534,Luxembourg,LUX,2035,0.2321548949321933
2535,Luxembourg,LUX,2036,0.2321548949321933
2536,Luxembourg,LUX,2037,0.2321548949321933
2537,Luxembourg,LUX,2038,0.2321548949321933
2538,Luxembourg,LUX,2039,0.2321548949321933
2539,Luxembourg,LUX,2040,0.2321548949321933
2540,Luxembourg,LUX,2041,0.2321548949321933
2541,Luxembourg,LUX,2042,0.2321548949321933
2542,Luxembourg,LUX,2043,0.2321548949321933
2543,Luxembourg,LUX,2044,0.2321548949321933
2544,Luxembourg,LUX,2045,0.2321548949321933
2545,Luxembourg,LUX,2046,0.2321548949321933
2546,Luxembourg,LUX,2047,0.2321548949321933
2547,Luxembourg,LUX,2048,0.2321548949321933
2548,Luxembourg,LUX,2049,0.2321548949321933
2549,Luxembourg,LUX,2050,0.2321548949321933
2550,Latvia,LVA,2021,8.561821133218098e-05
2551,Latvia,LVA,2022,8.561821133218098e-05
2552,Latvia,LVA,2023,8.561821133218098e-05
2553,Latvia,LVA,2024,8.561821133218098e-05
2554,Latvia,LVA,2025,8.561821133218098e-05
2555,Latvia,LVA,2026,8.561821133218098e-05
2556,Latvia,LVA,2027,8.561821133218098e-05
2557,Latvia,LVA,2028,8.561821133218098e-05
2558,Latvia,LVA,2029,8.561821133218098e-05
2559,Latvia,LVA,2030,8.561821133218098e-05
2560,Latvia,LVA,2031,8.561821133218098e-05
2561,Latvia,LVA,2032,8.561821133218098e-05
2562,Latvia,LVA,2033,8.561821133218098e-05
2563,Latvia,LVA,2034,8.561821133218098e-05
2564,Latvia,LVA,2035,8.561821133218098e-05
2565,Latvia,LVA,2036,8.561821133218098e-05
2566,Latvia,LVA,2037,8.561821133218098e-05
2567,Latvia,LVA,2038,8.561821133218098e-05
2568,Latvia,LVA,2039,8.561821133218098e-05
2569,Latvia,LVA,2040,8.561821133218098e-05
2570,Latvia,LVA,2041,8.561821133218098e-05
2571,Latvia,LVA,2042,8.561821133218098e-05
2572,Latvia,LVA,2043,8.561821133218098e-05
2573,Latvia,LVA,2044,8.561821133218098e-05
2574,Latvia,LVA,2045,8.561821133218098e-05
2575,Latvia,LVA,2046,8.561821133218098e-05
2576,Latvia,LVA,2047,8.561821133218098e-05
2577,Latvia,LVA,2048,8.561821133218098e-05
2578,Latvia,LVA,2049,8.561821133218098e-05
2579,Latvia,LVA,2050,8.561821133218098e-05
2580,Morocco,MAR,2021,0.0003510494855313593
2581,Morocco,MAR,2022,0.0003510494855313593
2582,Morocco,MAR,2023,0.0003510494855313593
2583,Morocco,MAR,2024,0.0003510494855313593
2584,Morocco,MAR,2025,0.0003510494855313593
2585,Morocco,MAR,2026,0.0003510494855313593
2586,Morocco,MAR,2027,0.0003510494855313593
2587,Morocco,MAR,2028,0.0003510494855313593
2588,Morocco,MAR,2029,0.0003510494855313593
2589,Morocco,MAR,2030,0.0003510494855313593
2590,Morocco,MAR,2031,0.0003510494855313593
2591,Morocco,MAR,2032,0.0003510494855313593
2592,Morocco,MAR,2033,0.0003510494855313593
2593,Morocco,MAR,2034,0.0003510494855313593
2594,Morocco,MAR,2035,0.0003510494855313593
2595,Morocco,MAR,2036,0.0003510494855313593
2596,Morocco,MAR,2037,0.0003510494855313593
2597,Morocco,MAR,2038,0.0003510494855313593
2598,Morocco,MAR,2039,0.0003510494855313593
2599,Morocco,MAR,2040,0.0003510494855313593
2600,Morocco,MAR,2041,0.0003510494855313593
2601,Morocco,MAR,2042,0.0003510494855313593
2602,Morocco,MAR,2043,0.0003510494855313593
2603,Morocco,MAR,2044,0.0003510494855313593
2604,Morocco,MAR,2045,0.0003510494855313593
2605,Morocco,MAR,2046,0.0003510494855313593
2606,Morocco,MAR,2047,0.0003510494855313593
2607,Morocco,MAR,2048,0.0003510494855313593
2608,Morocco,MAR,2049,0.0003510494855313593
2609,Morocco,MAR,2050,0.0003510494855313593
2610,Madagascar,MDG,2021,9.016994422987927e-05
2611,Madagascar,MDG,2022,9.016994422987927e-05
2612,Madagascar,MDG,2023,9.016994422987927e-05
2613,Madagascar,MDG,2024,9.016994422987927e-05
2614,Madagascar,MDG,2025,9.016994422987927e-05
2615,Madagascar,MDG,2026,9.016994422987927e-05
2616,Madagascar,MDG,2027,9.016994422987927e-05
2617,Madagascar,MDG,2028,9.016994422987927e-05
2618,Madagascar,MDG,2029,9.016994422987927e-05
2619,Madagascar,MDG,2030,9.016994422987927e-05
2620,Madagascar,MDG,2031,9.016994422987927e-05
2621,Madagascar,MDG,2032,9.016994422987927e-05
2622,Madagascar,MDG,2033,9.016994422987927e-05
2623,Madagascar,MDG,2034,9.016994422987927e-05
2624,Madagascar,MDG,2035,9.016994422987927e-05
2625,Madagascar,MDG,2036,9.016994422987927e-05
2626,Madagascar,MDG,2037,9.016994422987927e-05
2627,Madagascar,MDG,2038,9.016994422987927e-05
2628,Madagascar,MDG,2039,9.016994422987927e-05
2629,Madagascar,MDG,2040,9.016994422987927e-05
2630,Madagascar,MDG,2041,9.016994422987927e-05
2631,Madagascar,MDG,2042,9.016994422987927e-05
2632,Madagascar,MDG,2043,9.016994422987927e-05
2633,Madagascar,MDG,2044,9.016994422987927e-05
2634,Madagascar,MDG,2045,9.016994422987927e-05
2635,Madagascar,MDG,2046,9.016994422987927e-05
2636,Madagascar,MDG,2047,9.016994422987927e-05
2637,Madagascar,MDG,2048,9.016994422987927e-05
2638,Madagascar,MDG,2049,9.016994422987927e-05
2639,Madagascar,MDG,2050,9.016994422987927e-05
2640,Maldives,MDV,2021,8.732278900845842e-05
2641,Maldives,MDV,2022,8.732278900845842e-05
2642,Maldives,MDV,2023,8.732278900845842e-05
2643,Maldives,MDV,2024,8.732278900845842e-05
2644,Maldives,MDV,2025,8.732278900845842e-05
2645,Maldives,MDV,2026,8.732278900845842e-05
2646,Maldives,MDV,2027,8.732278900845842e-05
2647,Maldives,MDV,2028,8.732278900845842e-05
2648,Maldives,MDV,2029,8.732278900845842e-05
2649,Maldives,MDV,2030,8.732278900845842e-05
2650,Maldives,MDV,2031,8.732278900845842e-05
2651,Maldives,MDV,2032,8.732278900845842e-05
2652,Maldives,MDV,2033,8.732278900845842e-05
2653,Maldives,MDV,2034,8.732278900845842e-05
2654,Maldives,MDV,2035,8.732278900845842e-05
2655,Maldives,MDV,2036,8.732278900845842e-05
2656,Maldives,MDV,2037,8.732278900845842e-05
2657,Maldives,MDV,2038,8.732278900845842e-05
2658,Maldives,MDV,2039,8.732278900845842e-05
2659,Maldives,MDV,2040,8.732278900845842e-05
2660,Maldives,MDV,2041,8.732278900845842e-05
2661,Maldives,MDV,2042,8.732278900845842e-05
2662,Maldives,MDV,2043,8.732278900845842e-05
2663,Maldives,MDV,2044,8.732278900845842e-05
2664,Maldives,MDV,2045,8.732278900845842e-05
2665,Maldives,MDV,2046,8.732278900845842e-05
2666,Maldives,MDV,2047,8.732278900845842e-05
2667,Maldives,MDV,2048,8.732278900845842e-05
2668,Maldives,MDV,2049,8.732278900845842e-05
2669,Maldives,MDV,2050,8.732278900845842e-05
2670,Mexico,MEX,2021,0.0008678184562728218
2671,Mexico,MEX,2022,0.0008678184562728218
2672,Mexico,MEX,2023,0.0008678184562728218
2673,Mexico,MEX,2024,0.0008678184562728218
2674,Mexico,MEX,2025,0.0008678184562728218
2675,Mexico,MEX,2026,0.0008678184562728218
2676,Mexico,MEX,2027,0.0008678184562728218
2677,Mexico,MEX,2028,0.0008678184562728218
2678,Mexico,MEX,2029,0.0008678184562728218
2679,Mexico,MEX,2030,0.0008678184562728218
2680,Mexico,MEX,2031,0.0008678184562728218
2681,Mexico,MEX,2032,0.0008678184562728218
2682,Mexico,MEX,2033,0.0008678184562728218
2683,Mexico,MEX,2034,0.0008678184562728218
2684,Mexico,MEX,2035,0.0008678184562728218
2685,Mexico,MEX,2036,0.0008678184562728218
2686,Mexico,MEX,2037,0.0008678184562728218
2687,Mexico,MEX,2038,0.0008678184562728218
2688,Mexico,MEX,2039,0.0008678184562728218
2689,Mexico,MEX,2040,0.0008678184562728218
2690,Mexico,MEX,2041,0.0008678184562728218
2691,Mexico,MEX,2042,0.0008678184562728218
2692,Mexico,MEX,2043,0.0008678184562728218
2693,Mexico,MEX,2044,0.0008678184562728218
2694,Mexico,MEX,2045,0.0008678184562728218
2695,Mexico,MEX,2046,0.0008678184562728218
2696,Mexico,MEX,2047,0.0008678184562728218
2697,Mexico,MEX,2048,0.0008678184562728218
2698,Mexico,MEX,2049,0.0008678184562728218
2699,Mexico,MEX,2050,0.0008678184562728218
2700,North Macedonia,MKD,2021,0.021200759180710002
2701,North Macedonia,MKD,2022,0.021200759180710002
2702,North Macedonia,MKD,2023,0.021200759180710002
2703,North Macedonia,MKD,2024,0.021200759180710002
2704,North Macedonia,MKD,2025,0.021200759180710002
2705,North Macedonia,MKD,2026,0.021200759180710002
2706,North Macedonia,MKD,2027,0.021200759180710002
2707,North Macedonia,MKD,2028,0.021200759180710002
2708,North Macedonia,MKD,2029,0.021200759180710002
2709,North Macedonia,MKD,2030,0.021200759180710002
2710,North Macedonia,MKD,2031,0.021200759180710002
2711,North Macedonia,MKD,2032,0.021200759180710002
2712,North Macedonia,MKD,2033,0.021200759180710002
2713,North Macedonia,MKD,2034,0.021200759180710002
2714,North Macedonia,MKD,2035,0.021200759180710002
2715,North Macedonia,MKD,2036,0.021200759180710002
2716,North Macedonia,MKD,2037,0.021200759180710002
2717,North Macedonia,MKD,2038,0.021200759180710002
2718,North Macedonia,MKD,2039,0.021200759180710002
2719,North Macedonia,MKD,2040,0.021200759180710002
2720,North Macedonia,MKD,2041,0.021200759180710002
2721,North Macedonia,MKD,2042,0.021200759180710002
2722,North Macedonia,MKD,2043,0.021200759180710002
2723,North Macedonia,MKD,2044,0.021200759180710002
2724,North Macedonia,MKD,2045,0.021200759180710002
2725,North Macedonia,MKD,2046,0.021200759180710002
2726,North Macedonia,MKD,2047,0.021200759180710002
2727,North Macedonia,MKD,2048,0.021200759180710002
2728,North Macedonia,MKD,2049,0.021200759180710002
2729,North Macedonia,MKD,2050,0.021200759180710002
2730,Mali,MLI,2021,8.082881305010624e-05
2731,Mali,MLI,2022,8.082881305010624e-05
2732,Mali,MLI,2023,8.082881305010624e-05
2733,Mali,MLI,2024,8.082881305010624e-05
2734,Mali,MLI,2025,8.082881305010624e-05
2735,Mali,MLI,2026,8.082881305010624e-05
2736,Mali,MLI,2027,8.082881305010624e-05
2737,Mali,MLI,2028,8.082881305010624e-05
2738,Mali,MLI,2029,8.082881305010624e-05
2739,Mali,MLI,2030,8.082881305010624e-05
2740,Mali,MLI,2031,8.082881305010624e-05
2741,Mali,MLI,2032,8.082881305010624e-05
2742,Mali,MLI,2033,8.082881305010624e-05
2743,Mali,MLI,2034,8.082881305010624e-05
2744,Mali,MLI,2035,8.082881305010624e-05
2745,Mali,MLI,2036,8.082881305010624e-05
2746,Mali,MLI,2037,8.082881305010624e-05
2747,Mali,MLI,2038,8.082881305010624e-05
2748,Mali,MLI,2039,8.082881305010624e-05
2749,Mali,MLI,2040,8.082881305010624e-05
2750,Mali,MLI,2041,8.082881305010624e-05
2751,Mali,MLI,2042,8.082881305010624e-05
2752,Mali,MLI,2043,8.082881305010624e-05
2753,Mali,MLI,2044,8.082881305010624e-05
2754,Mali,MLI,2045,8.082881305010624e-05
2755,Mali,MLI,2046,8.082881305010624e-05
2756,Mali,MLI,2047,8.082881305010624e-05
2757,Mali,MLI,2048,8.082881305010624e-05
2758,Mali,MLI,2049,8.082881305010624e-05
2759,Mali,MLI,2050,8.082881305010624e-05
2760,Malta,MLT,2021,3.553380881690687e-05
2761,Malta,MLT,2022,3.553380881690687e-05
2762,Malta,MLT,2023,3.553380881690687e-05
2763,Malta,MLT,2024,3.553380881690687e-05
2764,Malta,MLT,2025,3.553380881690687e-05
2765,Malta,MLT,2026,3.553380881690687e-05
2766,Malta,MLT,2027,3.553380881690687e-05
2767,Malta,MLT,2028,3.553380881690687e-05
2768,Malta,MLT,2029,3.553380881690687e-05
2769,Malta,MLT,2030,3.553380881690687e-05
2770,Malta,MLT,2031,3.553380881690687e-05
2771,Malta,MLT,2032,3.553380881690687e-05
2772,Malta,MLT,2033,3.553380881690687e-05
2773,Malta,MLT,2034,3.553380881690687e-05
2774,Malta,MLT,2035,3.553380881690687e-05
2775,Malta,MLT,2036,3.553380881690687e-05
2776,Malta,MLT,2037,3.553380881690687e-05
2777,Malta,MLT,2038,3.553380881690687e-05
2778,Malta,MLT,2039,3.553380881690687e-05
2779,Malta,MLT,2040,3.553380881690687e-05
2780,Malta,MLT,2041,3.553380881690687e-05
2781,Malta,MLT,2042,3.553380881690687e-05
2782,Malta,MLT,2043,3.553380881690687e-05
2783,Malta,MLT,2044,3.553380881690687e-05
2784,Malta,MLT,2045,3.553380881690687e-05
2785,Malta,MLT,2046,3.553380881690687e-05
2786,Malta,MLT,2047,3.553380881690687e-05
2787,Malta,MLT,2048,3.553380881690687e-05
2788,Malta,MLT,2049,3.553380881690687e-05
2789,Malta,MLT,2050,3.553380881690687e-05
2790,Myanmar,MMR,2021,9.192142817428081e-06
2791,Myanmar,MMR,2022,9.192142817428081e-06
2792,Myanmar,MMR,2023,9.192142817428081e-06
2793,Myanmar,MMR,2024,9.192142817428081e-06
2794,Myanmar,MMR,2025,9.192142817428081e-06
2795,Myanmar,MMR,2026,9.192142817428081e-06
2796,Myanmar,MMR,2027,9.192142817428081e-06
2797,Myanmar,MMR,2028,9.192142817428081e-06
2798,Myanmar,MMR,2029,9.192142817428081e-06
2799,Myanmar,MMR,2030,9.192142817428081e-06
2800,Myanmar,MMR,2031,9.192142817428081e-06
2801,Myanmar,MMR,2032,9.192142817428081e-06
2802,Myanmar,MMR,2033,9.192142817428081e-06
2803,Myanmar,MMR,2034,9.192142817428081e-06
2804,Myanmar,MMR,2035,9.192142817428081e-06
2805,Myanmar,MMR,2036,9.192142817428081e-06
2806,Myanmar,MMR,2037,9.192142817428081e-06
2807,Myanmar,MMR,2038,9.192142817428081e-06
2808,Myanmar,MMR,2039,9.192142817428081e-06
2809,Myanmar,MMR,2040,9.192142817428081e-06
2810,Myanmar,MMR,2041,9.192142817428081e-06
2811,Myanmar,MMR,2042,9.192142817428081e-06
2812,Myanmar,MMR,2043,9.192142817428081e-06
2813,Myanmar,MMR,2044,9.192142817428081e-06
2814,Myanmar,MMR,2045,9.192142817428081e-06
2815,Myanmar,MMR,2046,9.192142817428081e-06
2816,Myanmar,MMR,2047,9.192142817428081e-06
2817,Myanmar,MMR,2048,9.192142817428081e-06
2818,Myanmar,MMR,2049,9.192142817428081e-06
2819,Myanmar,MMR,2050,9.192142817428081e-06
2820,Montenegro,MNE,2021,5.176422148428667e-06
2821,Montenegro,MNE,2022,5.176422148428667e-06
2822,Montenegro,MNE,2023,5.176422148428667e-06
2823,Montenegro,MNE,2024,5.176422148428667e-06
2824,Montenegro,MNE,2025,5.176422148428667e-06
2825,Montenegro,MNE,2026,5.176422148428667e-06
2826,Montenegro,MNE,2027,5.176422148428667e-06
2827,Montenegro,MNE,2028,5.176422148428667e-06
2828,Montenegro,MNE,2029,5.176422148428667e-06
2829,Montenegro,MNE,2030,5.176422148428667e-06
2830,Montenegro,MNE,2031,5.176422148428667e-06
2831,Montenegro,MNE,2032,5.176422148428667e-06
2832,Montenegro,MNE,2033,5.176422148428667e-06
2833,Montenegro,MNE,2034,5.176422148428667e-06
2834,Montenegro,MNE,2035,5.176422148428667e-06
2835,Montenegro,MNE,2036,5.176422148428667e-06
2836,Montenegro,MNE,2037,5.176422148428667e-06
2837,Montenegro,MNE,2038,5.176422148428667e-06
2838,Montenegro,MNE,2039,5.176422148428667e-06
2839,Montenegro,MNE,2040,5.176422148428667e-06
2840,Montenegro,MNE,2041,5.176422148428667e-06
2841,Montenegro,MNE,2042,5.176422148428667e-06
2842,Montenegro,MNE,2043,5.176422148428667e-06
2843,Montenegro,MNE,2044,5.176422148428667e-06
2844,Montenegro,MNE,2045,5.176422148428667e-06
2845,Montenegro,MNE,2046,5.176422148428667e-06
2846,Montenegro,MNE,2047,5.176422148428667e-06
2847,Montenegro,MNE,2048,5.176422148428667e-06
2848,Montenegro,MNE,2049,5.176422148428667e-06
2849,Montenegro,MNE,2050,5.176422148428667e-06
2850,Mongolia,MNG,2021,1.7095095653959652e-05
2851,Mongolia,MNG,2022,1.7095095653959652e-05
2852,Mongolia,MNG,2023,1.7095095653959652e-05
2853,Mongolia,MNG,2024,1.7095095653959652e-05
2854,Mongolia,MNG,2025,1.7095095653959652e-05
2855,Mongolia,MNG,2026,1.7095095653959652e-05
2856,Mongolia,MNG,2027,1.7095095653959652e-05
2857,Mongolia,MNG,2028,1.7095095653959652e-05
2858,Mongolia,MNG,2029,1.7095095653959652e-05
2859,Mongolia,MNG,2030,1.7095095653959652e-05
2860,Mongolia,MNG,2031,1.7095095653959652e-05
2861,Mongolia,MNG,2032,1.7095095653959652e-05
2862,Mongolia,MNG,2033,1.7095095653959652e-05
2863,Mongolia,MNG,2034,1.7095095653959652e-05
2864,Mongolia,MNG,2035,1.7095095653959652e-05
2865,Mongolia,MNG,2036,1.7095095653959652e-05
2866,Mongolia,MNG,2037,1.7095095653959652e-05
2867,Mongolia,MNG,2038,1.7095095653959652e-05
2868,Mongolia,MNG,2039,1.7095095653959652e-05
2869,Mongolia,MNG,2040,1.7095095653959652e-05
2870,Mongolia,MNG,2041,1.7095095653959652e-05
2871,Mongolia,MNG,2042,1.7095095653959652e-05
2872,Mongolia,MNG,2043,1.7095095653959652e-05
2873,Mongolia,MNG,2044,1.7095095653959652e-05
2874,Mongolia,MNG,2045,1.7095095653959652e-05
2875,Mongolia,MNG,2046,1.7095095653959652e-05
2876,Mongolia,MNG,2047,1.7095095653959652e-05
2877,Mongolia,MNG,2048,1.7095095653959652e-05
2878,Mongolia,MNG,2049,1.7095095653959652e-05
2879,Mongolia,MNG,2050,1.7095095653959652e-05
2880,Mozambique,MOZ,2021,3.9425160618650246e-05
2881,Mozambique,MOZ,2022,3.9425160618650246e-05
2882,Mozambique,MOZ,2023,3.9425160618650246e-05
2883,Mozambique,MOZ,2024,3.9425160618650246e-05
2884,Mozambique,MOZ,2025,3.9425160618650246e-05
2885,Mozambique,MOZ,2026,3.9425160618650246e-05
2886,Mozambique,MOZ,2027,3.9425160618650246e-05
2887,Mozambique,MOZ,2028,3.9425160618650246e-05
2888,Mozambique,MOZ,2029,3.9425160618650246e-05
2889,Mozambique,MOZ,2030,3.9425160618650246e-05
2890,Mozambique,MOZ,2031,3.9425160618650246e-05
2891,Mozambique,MOZ,2032,3.9425160618650246e-05
2892,Mozambique,MOZ,2033,3.9425160618650246e-05
2893,Mozambique,MOZ,2034,3.9425160618650246e-05
2894,Mozambique,MOZ,2035,3.9425160618650246e-05
2895,Mozambique,MOZ,2036,3.9425160618650246e-05
2896,Mozambique,MOZ,2037,3.9425160618650246e-05
2897,Mozambique,MOZ,2038,3.9425160618650246e-05
2898,Mozambique,MOZ,2039,3.9425160618650246e-05
2899,Mozambique,MOZ,2040,3.9425160618650246e-05
2900,Mozambique,MOZ,2041,3.9425160618650246e-05
2901,Mozambique,MOZ,2042,3.9425160618650246e-05
2902,Mozambique,MOZ,2043,3.9425160618650246e-05
2903,Mozambique,MOZ,2044,3.9425160618650246e-05
2904,Mozambique,MOZ,2045,3.9425160618650246e-05
2905,Mozambique,MOZ,2046,3.9425160618650246e-05
2906,Mozambique,MOZ,2047,3.9425160618650246e-05
2907,Mozambique,MOZ,2048,3.9425160618650246e-05
2908,Mozambique,MOZ,2049,3.9425160618650246e-05
2909,Mozambique,MOZ,2050,3.9425160618650246e-05
2910,Mauritania,MRT,2021,1.8590653015255796e-06
2911,Mauritania,MRT,2022,1.8590653015255796e-06
2912,Mauritania,MRT,2023,1.8590653015255796e-06
2913,Mauritania,MRT,2024,1.8590653015255796e-06
2914,Mauritania,MRT,2025,1.8590653015255796e-06
2915,Mauritania,MRT,2026,1.8590653015255796e-06
2916,Mauritania,MRT,2027,1.8590653015255796e-06
2917,Mauritania,MRT,2028,1.8590653015255796e-06
2918,Mauritania,MRT,2029,1.8590653015255796e-06
2919,Mauritania,MRT,2030,1.8590653015255796e-06
2920,Mauritania,MRT,2031,1.8590653015255796e-06
2921,Mauritania,MRT,2032,1.8590653015255796e-06
2922,Mauritania,MRT,2033,1.8590653015255796e-06
2923,Mauritania,MRT,2034,1.8590653015255796e-06
2924,Mauritania,MRT,2035,1.8590653015255796e-06
2925,Mauritania,MRT,2036,1.8590653015255796e-06
2926,Mauritania,MRT,2037,1.8590653015255796e-06
2927,Mauritania,MRT,2038,1.8590653015255796e-06
2928,Mauritania,MRT,2039,1.8590653015255796e-06
2929,Mauritania,MRT,2040,1.8590653015255796e-06
2930,Mauritania,MRT,2041,1.8590653015255796e-06
2931,Mauritania,MRT,2042,1.8590653015255796e-06
2932,Mauritania,MRT,2043,1.8590653015255796e-06
2933,Mauritania,MRT,2044,1.8590653015255796e-06
2934,Mauritania,MRT,2045,1.8590653015255796e-06
2935,Mauritania,MRT,2046,1.8590653015255796e-06
2936,Mauritania,MRT,2047,1.8590653015255796e-06
2937,Mauritania,MRT,2048,1.8590653015255796e-06
2938,Mauritania,MRT,2049,1.8590653015255796e-06
2939,Mauritania,MRT,2050,1.8590653015255796e-06
2940,Mauritius,MUS,2021,0.0007387946947314983
2941,Mauritius,MUS,2022,0.0007387946947314983
2942,Mauritius,MUS,2023,0.0007387946947314983
2943,Mauritius,MUS,2024,0.0007387946947314983
2944,Mauritius,MUS,2025,0.0007387946947314983
2945,Mauritius,MUS,2026,0.0007387946947314983
2946,Mauritius,MUS,2027,0.0007387946947314983
2947,Mauritius,MUS,2028,0.0007387946947314983
2948,Mauritius,MUS,2029,0.0007387946947314983
2949,Mauritius,MUS,2030,0.0007387946947314983
2950,Mauritius,MUS,2031,0.0007387946947314983
2951,Mauritius,MUS,2032,0.0007387946947314983
2952,Mauritius,MUS,2033,0.0007387946947314983
2953,Mauritius,MUS,2034,0.0007387946947314983
2954,Mauritius,MUS,2035,0.0007387946947314983
2955,Mauritius,MUS,2036,0.0007387946947314983
2956,Mauritius,MUS,2037,0.0007387946947314983
2957,Mauritius,MUS,2038,0.0007387946947314983
2958,Mauritius,MUS,2039,0.0007387946947314983
2959,Mauritius,MUS,2040,0.0007387946947314983
2960,Mauritius,MUS,2041,0.0007387946947314983
2961,Mauritius,MUS,2042,0.0007387946947314983
2962,Mauritius,MUS,2043,0.0007387946947314983
2963,Mauritius,MUS,2044,0.0007387946947314983
2964,Mauritius,MUS,2045,0.0007387946947314983
2965,Mauritius,MUS,2046,0.0007387946947314983
2966,Mauritius,MUS,2047,0.0007387946947314983
2967,Mauritius,MUS,2048,0.0007387946947314983
2968,Mauritius,MUS,2049,0.0007387946947314983
2969,Mauritius,MUS,2050,0.0007387946947314983
2970,Malawi,MWI,2021,1.1240481840742314e-09
2971,Malawi,MWI,2022,1.1240481840742314e-09
2972,Malawi,MWI,2023,1.1240481840742314e-09
2973,Malawi,MWI,2024,1.1240481840742314e-09
2974,Malawi,MWI,2025,1.1240481840742314e-09
2975,Malawi,MWI,2026,1.1240481840742314e-09
2976,Malawi,MWI,2027,1.1240481840742314e-09
2977,Malawi,MWI,2028,1.1240481840742314e-09
2978,Malawi,MWI,2029,1.1240481840742314e-09
2979,Malawi,MWI,2030,1.1240481840742314e-09
2980,Malawi,MWI,2031,1.1240481840742314e-09
2981,Malawi,MWI,2032,1.1240481840742314e-09
2982,Malawi,MWI,2033,1.1240481840742314e-09
2983,Malawi,MWI,2034,1.1240481840742314e-09
2984,Malawi,MWI,2035,1.1240481840742314e-09
2985,Malawi,MWI,2036,1.1240481840742314e-09
2986,Malawi,MWI,2037,1.1240481840742314e-09
2987,Malawi,MWI,2038,1.1240481840742314e-09
2988,Malawi,MWI,2039,1.1240481840742314e-09
2989,Malawi,MWI,2040,1.1240481840742314e-09
2990,Malawi,MWI,2041,1.1240481840742314e-09
2991,Malawi,MWI,2042,1.1240481840742314e-09
2992,Malawi,MWI,2043,1.1240481840742314e-09
2993,Malawi,MWI,2044,1.1240481840742314e-09
2994,Malawi,MWI,2045,1.1240481840742314e-09
2995,Malawi,MWI,2046,1.1240481840742314e-09
2996,Malawi,MWI,2047,1.1240481840742314e-09
2997,Malawi,MWI,2048,1.1240481840742314e-09
2998,Malawi,MWI,2049,1.1240481840742314e-09
2999,Malawi,MWI,2050,1.1240481840742314e-09
3000,Malaysia,MYS,2021,0.0008616681618716043
3001,Malaysia,MYS,2022,0.0008616681618716043
3002,Malaysia,MYS,2023,0.0008616681618716043
3003,Malaysia,MYS,2024,0.0008616681618716043
3004,Malaysia,MYS,2025,0.0008616681618716043
3005,Malaysia,MYS,2026,0.0008616681618716043
3006,Malaysia,MYS,2027,0.0008616681618716043
3007,Malaysia,MYS,2028,0.0008616681618716043
3008,Malaysia,MYS,2029,0.0008616681618716043
3009,Malaysia,MYS,2030,0.0008616681618716043
3010,Malaysia,MYS,2031,0.0008616681618716043
3011,Malaysia,MYS,2032,0.0008616681618716043
3012,Malaysia,MYS,2033,0.0008616681618716043
3013,Malaysia,MYS,2034,0.0008616681618716043
3014,Malaysia,MYS,2035,0.0008616681618716043
3015,Malaysia,MYS,2036,0.0008616681618716043
3016,Malaysia,MYS,2037,0.0008616681618716043
3017,Malaysia,MYS,2038,0.0008616681618716043
3018,Malaysia,MYS,2039,0.0008616681618716043
3019,Malaysia,MYS,2040,0.0008616681618716043
3020,Malaysia,MYS,2041,0.0008616681618716043
3021,Malaysia,MYS,2042,0.0008616681618716043
3022,Malaysia,MYS,2043,0.0008616681618716043
3023,Malaysia,MYS,2044,0.0008616681618716043
3024,Malaysia,MYS,2045,0.0008616681618716043
3025,Malaysia,MYS,2046,0.0008616681618716043
3026,Malaysia,MYS,2047,0.0008616681618716043
3027,Malaysia,MYS,2048,0.0008616681618716043
3028,Malaysia,MYS,2049,0.0008616681618716043
3029,Malaysia,MYS,2050,0.0008616681618716043
3030,Namibia,NAM,2021,2.0202995365765075e-05
3031,Namibia,NAM,2022,2.0202995365765075e-05
3032,Namibia,NAM,2023,2.0202995365765075e-05
3033,Namibia,NAM,2024,2.0202995365765075e-05
3034,Namibia,NAM,2025,2.0202995365765075e-05
3035,Namibia,NAM,2026,2.0202995365765075e-05
3036,Namibia,NAM,2027,2.0202995365765075e-05
3037,Namibia,NAM,2028,2.0202995365765075e-05
3038,Namibia,NAM,2029,2.0202995365765075e-05
3039,Namibia,NAM,2030,2.0202995365765075e-05
3040,Namibia,NAM,2031,2.0202995365765075e-05
3041,Namibia,NAM,2032,2.0202995365765075e-05
3042,Namibia,NAM,2033,2.0202995365765075e-05
3043,Namibia,NAM,2034,2.0202995365765075e-05
3044,Namibia,NAM,2035,2.0202995365765075e-05
3045,Namibia,NAM,2036,2.0202995365765075e-05
3046,Namibia,NAM,2037,2.0202995365765075e-05
3047,Namibia,NAM,2038,2.0202995365765075e-05
3048,Namibia,NAM,2039,2.0202995365765075e-05
