Year,iso_code3,pij_lndu_forests_mangroves_to_forests_secondary
2015,AFG,0.0013249179410292
2016,AFG,0.0015378485531699
2017,AFG,0.0013044196019397
2018,AFG,0.001283480535961
2015,AGO,0.0013891974954223
2016,AGO,0.001931929963701
2017,AGO,0.0016082106659725
2018,AGO,0.0018765999818705
2015,ALB,0.001313479582173
2016,ALB,0.0015307800713798
2017,ALB,0.0013217740184824
2018,ALB,0.0012989521276005
2015,ARG,0.0013136246696219
2016,ARG,0.0015288962871729
2017,ARG,0.0013201142356601
2018,ARG,0.0012960481243089
2015,ATG,0.0
2016,ATG,0.0
2017,ATG,0.0
2018,ATG,0.0
2015,AUS,0.0038750167084177
2016,AUS,0.0006938600521153
2017,AUS,0.0020310191331359
2018,AUS,8.342097735531433e-05
2015,AUT,0.0013091234487245
2016,AUT,0.0015373494145332
2017,AUT,0.0013095701240284
2018,AUT,0.0012894815423761
2015,AZE,0.0013156152355998
2016,AZE,0.00153402825382
2017,AZE,0.0012950272831132
2018,AZE,0.001293575633292
2015,BDI,0.0013163635881148
2016,BDI,0.0015419947032188
2017,BDI,0.0013163994469754
2018,BDI,0.0012905969769152
2015,BEL,0.0013218818695966
2016,BEL,0.0015380280593903
2017,BEL,0.0013060060043946
2018,BEL,0.0012904488526471
2015,BEN,0.0
2016,BEN,0.0
2017,BEN,2.0835397954415223e-05
2018,BEN,0.0037957232856837
2015,BFA,0.0013328135999909
2016,BFA,0.0015492997838295
2017,BFA,0.0013032800351855
2018,BFA,0.0012778902761459
2015,BGD,0.0038033289229096
2016,BGD,0.0
2017,BGD,0.0
2018,BGD,7.55367017626677e-05
2015,BGR,0.0013129466960714
2016,BGR,0.0015252769065536
2017,BGR,0.0013105691683625
2018,BGR,0.0012836664671583
2015,BHS,3.345431882826023e-05
2016,BHS,0.0008346711065583
2017,BHS,0.0031076411067908
2018,BHS,0.0
2015,BIH,0.0013131455042735
2016,BIH,0.0015344947816317
2017,BIH,0.0013044510923059
2018,BIH,0.0012878683628166
2015,BLR,0.0013187103864911
2016,BLR,0.0015404650807888
2017,BLR,0.0013100618026092
2018,BLR,0.0012918927492439
2015,BLZ,9.043789556594418e-06
2016,BLZ,0.0
2017,BLZ,0.0
2018,BLZ,0.0084162201479602
2015,BOL,0.0013107047288847
2016,BOL,0.0015273406667959
2017,BOL,0.0013136586474351
2018,BOL,0.0012991698273387
2015,BRA,0.0025822203257227
2016,BRA,0.0011625349940653
2017,BRA,0.0023532101554059
2018,BRA,0.0028179395041878
2015,BRN,0.0
2016,BRN,0.0
2017,BRN,0.1404814746191549
2018,BRN,0.0
2015,BWA,0.0013313128361592
2016,BWA,0.001544709891691
2017,BWA,0.0013026616743589
2018,BWA,0.0012818406458601
2015,CAF,0.0013248250682496
2016,CAF,0.0015434000613839
2017,CAF,0.0013093796925501
2018,CAF,0.0012872108383962
2015,CAN,0.0013138334829881
2016,CAN,0.0015298478589412
2017,CAN,0.0013223287913723
2018,CAN,0.0012985405117514
2015,CHE,0.001323916731209
2016,CHE,0.0015319507587352
2017,CHE,0.0013059346162762
2018,CHE,0.0013047415619644
2015,CHL,0.0013157353555845
2016,CHL,0.0015345788732003
2017,CHL,0.0013177821413535
2018,CHL,0.0012955039609293
2015,CHN,0.0020453070024066
2016,CHN,0.0037440776542694
2017,CHN,0.0024624313437435
2018,CHN,0.0022426023935913
2015,CIV,0.0024927066862093
2016,CIV,0.0033011778146337
2017,CIV,0.0032797587817221
2018,CIV,0.0016008356975858
2015,CMR,0.000866144049148
2016,CMR,0.0019010551345849
2017,CMR,0.0089282049423203
2018,CMR,0.0003100917389159
2015,COD,0.0
2016,COD,0.0
2017,COD,0.0
2018,COD,0.0
2015,COG,0.003803388146823
2016,COG,0.0088319363063174
2017,COG,0.0045136726398052
2018,COG,0.00432558475805
2015,COL,0.0019699538038544
2016,COL,0.0021088540427247
2017,COL,0.0015556038682536
2018,COL,0.000635201770703
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2015,CPV,0.0013260577913756
2016,CPV,0.0015320014846607
2017,CPV,0.0012926026143938
2018,CPV,0.0012805125006477
2015,CRI,3.205620214206507e-05
2016,CRI,0.0019218726099601
2017,CRI,0.0001009276372816
2018,CRI,0.0007005844893304
2015,CUB,0.0003694440403572
2016,CUB,3.905288279523055e-05
2017,CUB,0.0
2018,CUB,0.00066352065196
2015,CYM,0.0099999986877881
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2015,CYP,0.0013188866166425
2016,CYP,0.0015319257071364
