Year,iso_code3,frac_enfu_transmission_loss_fuel_electricity
2021,ABW,0.159928264471272
2022,ABW,0.159928264471272
2023,ABW,0.159928264471272
2024,ABW,0.159928264471272
2025,ABW,0.159928264471272
2026,ABW,0.159928264471272
2027,ABW,0.159928264471272
2028,ABW,0.159928264471272
2029,ABW,0.159928264471272
2030,ABW,0.159928264471272
2031,ABW,0.159928264471272
2032,ABW,0.159928264471272
2033,ABW,0.159928264471272
2034,ABW,0.159928264471272
2035,ABW,0.159928264471272
2036,ABW,0.159928264471272
2037,ABW,0.159928264471272
2038,ABW,0.159928264471272
2039,ABW,0.159928264471272
2040,ABW,0.159928264471272
2041,ABW,0.159928264471272
2042,ABW,0.159928264471272
2043,ABW,0.159928264471272
2044,ABW,0.159928264471272
2045,ABW,0.159928264471272
2046,ABW,0.159928264471272
2047,ABW,0.159928264471272
2048,ABW,0.159928264471272
2049,ABW,0.159928264471272
2050,ABW,0.159928264471272
2021,AFG,0.167091313583675
2022,AFG,0.167091313583675
2023,AFG,0.167091313583675
2024,AFG,0.167091313583675
2025,AFG,0.167091313583675
2026,AFG,0.167091313583675
2027,AFG,0.167091313583675
2028,AFG,0.167091313583675
2029,AFG,0.167091313583675
2030,AFG,0.167091313583675
2031,AFG,0.167091313583675
2032,AFG,0.167091313583675
2033,AFG,0.167091313583675
2034,AFG,0.167091313583675
2035,AFG,0.167091313583675
2036,AFG,0.167091313583675
2037,AFG,0.167091313583675
2038,AFG,0.167091313583675
2039,AFG,0.167091313583675
2040,AFG,0.167091313583675
2041,AFG,0.167091313583675
2042,AFG,0.167091313583675
2043,AFG,0.167091313583675
2044,AFG,0.167091313583675
2045,AFG,0.167091313583675
2046,AFG,0.167091313583675
2047,AFG,0.167091313583675
2048,AFG,0.167091313583675
2049,AFG,0.167091313583675
2050,AFG,0.167091313583675
2021,AGO,0.1131649566778534
2022,AGO,0.1131649566778534
2023,AGO,0.1131649566778534
2024,AGO,0.1131649566778534
2025,AGO,0.1131649566778534
2026,AGO,0.1131649566778534
2027,AGO,0.1131649566778534
2028,AGO,0.1131649566778534
2029,AGO,0.1131649566778534
2030,AGO,0.1131649566778534
2031,AGO,0.1131649566778534
2032,AGO,0.1131649566778534
2033,AGO,0.1131649566778534
2034,AGO,0.1131649566778534
2035,AGO,0.1131649566778534
2036,AGO,0.1131649566778534
2037,AGO,0.1131649566778534
2038,AGO,0.1131649566778534
2039,AGO,0.1131649566778534
2040,AGO,0.1131649566778534
2041,AGO,0.1131649566778534
2042,AGO,0.1131649566778534
2043,AGO,0.1131649566778534
2044,AGO,0.1131649566778534
2045,AGO,0.1131649566778534
2046,AGO,0.1131649566778534
2047,AGO,0.1131649566778534
2048,AGO,0.1131649566778534
2049,AGO,0.1131649566778534
2050,AGO,0.1131649566778534
2021,ALB,0.2259111316715554
2022,ALB,0.2259111316715554
2023,ALB,0.2259111316715554
2024,ALB,0.2259111316715554
2025,ALB,0.2259111316715554
2026,ALB,0.2259111316715554
2027,ALB,0.2259111316715554
2028,ALB,0.2259111316715554
2029,ALB,0.2259111316715554
2030,ALB,0.2259111316715554
2031,ALB,0.2259111316715554
2032,ALB,0.2259111316715554
2033,ALB,0.2259111316715554
2034,ALB,0.2259111316715554
2035,ALB,0.2259111316715554
2036,ALB,0.2259111316715554
2037,ALB,0.2259111316715554
2038,ALB,0.2259111316715554
2039,ALB,0.2259111316715554
2040,ALB,0.2259111316715554
2041,ALB,0.2259111316715554
2042,ALB,0.2259111316715554
2043,ALB,0.2259111316715554
2044,ALB,0.2259111316715554
2045,ALB,0.2259111316715554
2046,ALB,0.2259111316715554
2047,ALB,0.2259111316715554
2048,ALB,0.2259111316715554
2049,ALB,0.2259111316715554
2050,ALB,0.2259111316715554
2021,AND,0.0636041899657905
2022,AND,0.0636041899657905
2023,AND,0.0636041899657905
2024,AND,0.0636041899657905
2025,AND,0.0636041899657905
2026,AND,0.0636041899657905
2027,AND,0.0636041899657905
