Year,iso_code3,qty_soil_organic_c_stock_dry_climate_tonne_per_ha
2018,IMN,87.95882352941176
2019,IMN,87.95882352941176
2020,IMN,87.95882352941176
2010,IND,38.26892570269326
2011,IND,38.26892570269326
2012,IND,38.26892570269326
2013,IND,38.26892570269326
2014,IND,38.26892570269326
2015,IND,38.26892570269326
2016,IND,38.26892570269326
2017,IND,38.26892570269326
2018,IND,38.26892570269326
2019,IND,38.26892570269326
2020,IND,38.26892570269326
2010,IRL,90.88582246145424
2011,IRL,90.88582246145424
2012,IRL,90.88582246145424
2013,IRL,90.88582246145424
2014,IRL,90.88582246145424
2015,IRL,90.88582246145424
2016,IRL,90.88582246145424
2017,IRL,90.88582246145424
2018,IRL,90.88582246145424
2019,IRL,90.88582246145424
2020,IRL,90.88582246145424
2010,IRN,25.875119367084363
2011,IRN,25.875119367084363
2012,IRN,25.875119367084363
2013,IRN,25.875119367084363
2014,IRN,25.875119367084363
2015,IRN,25.875119367084363
2016,IRN,25.875119367084363
2017,IRN,25.875119367084363
2018,IRN,25.875119367084363
2019,IRN,25.875119367084363
2020,IRN,25.875119367084363
2010,IRQ,23.795904746401245
2011,IRQ,23.795904746401245
2012,IRQ,23.795904746401245
2013,IRQ,23.795904746401245
2014,IRQ,23.795904746401245
2015,IRQ,23.795904746401245
2016,IRQ,23.795904746401245
2017,IRQ,23.795904746401245
2018,IRQ,23.795904746401245
2019,IRQ,23.795904746401245
2020,IRQ,23.795904746401245
2010,ISL,108.35491658580496
2011,ISL,108.35491658580496
2012,ISL,108.35491658580496
2013,ISL,108.35491658580496
2014,ISL,108.35491658580496
2015,ISL,108.35491658580496
2016,ISL,108.35491658580496
2017,ISL,108.35491658580496
2018,ISL,108.35491658580496
2019,ISL,108.35491658580496
2020,ISL,108.35491658580496
2010,ISR,28.38256255527233
2011,ISR,28.38256255527233
2012,ISR,28.38256255527233
2013,ISR,28.38256255527233
2014,ISR,28.38256255527233
2015,ISR,28.38256255527233
2016,ISR,28.38256255527233
2017,ISR,28.38256255527233
2018,ISR,28.38256255527233
2019,ISR,28.38256255527233
2020,ISR,28.38256255527233
2010,ITA,56.16696331577029
2011,ITA,56.16696331577029
2012,ITA,56.16696331577029
2013,ITA,56.16696331577029
2014,ITA,56.16696331577029
2015,ITA,56.16696331577029
2016,ITA,56.16696331577029
2017,ITA,56.16696331577029
2018,ITA,56.16696331577029
2019,ITA,56.16696331577029
2020,ITA,56.16696331577029
2010,JAM,72.54082123281084
2011,JAM,72.54082123281084
2012,JAM,72.54082123281084
2013,JAM,72.54082123281084
2014,JAM,72.54082123281084
2015,JAM,72.54082123281084
2016,JAM,72.54082123281084
2017,JAM,72.54082123281084
2018,JAM,72.54082123281084
2019,JAM,72.54082123281084
2020,JAM,72.54082123281084
2010,JOR,19.752274381368267
2011,JOR,19.752274381368267
2012,JOR,19.752274381368267
2013,JOR,19.752274381368267
2014,JOR,19.752274381368267
2015,JOR,19.752274381368267
2016,JOR,19.752274381368267
2017,JOR,19.752274381368267
2018,JOR,19.752274381368267
2019,JOR,19.752274381368267
2020,JOR,19.752274381368267
2010,JPN,82.27067555689717
2011,JPN,82.27067555689717
2012,JPN,82.27067555689717
2013,JPN,82.27067555689717
2014,JPN,82.27067555689717
2015,JPN,82.27067555689717
2016,JPN,82.27067555689717
2017,JPN,82.27067555689717
2018,JPN,82.27067555689717
2019,JPN,82.27067555689717
2020,JPN,82.27067555689717
2010,KAZ,42.11074511800815
2011,KAZ,42.11074511800815
2012,KAZ,42.11074511800815
2013,KAZ,42.11074511800815
2014,KAZ,42.11074511800815
2015,KAZ,42.11074511800815
2016,KAZ,42.11074511800815
2017,KAZ,42.11074511800815
2018,KAZ,42.11074511800815
2019,KAZ,42.11074511800815
2020,KAZ,42.11074511800815
2010,KEN,37.15933931584224
2011,KEN,37.15933931584224
2012,KEN,37.15933931584224
2013,KEN,37.15933931584224
2014,KEN,37.15933931584224
2015,KEN,37.15933931584224
2016,KEN,37.15933931584224
2017,KEN,37.15933931584224
2018,KEN,37.15933931584224
2019,KEN,37.15933931584224
2020,KEN,37.15933931584224
2010,KGZ,54.87567322532946
2011,KGZ,54.87567322532946
2012,KGZ,54.87567322532946
2013,KGZ,54.87567322532946
2014,KGZ,54.87567322532946
2015,KGZ,54.87567322532946
2016,KGZ,54.87567322532946
2017,KGZ,54.87567322532946
2018,KGZ,54.87567322532946
2019,KGZ,54.87567322532946
2020,KGZ,54.87567322532946
2010,KHM,50.65451115466978
2011,KHM,50.65451115466978
2012,KHM,50.65451115466978
2013,KHM,50.65451115466978
2014,KHM,50.65451115466978
2015,KHM,50.65451115466978
2016,KHM,50.65451115466978
2017,KHM,50.65451115466978
2018,KHM,50.65451115466978
2019,KHM,50.65451115466978
2020,KHM,50.65451115466978
2010,KIR,70.58333333333333
2011,KIR,70.58333333333333
2012,KIR,70.58333333333333
2013,KIR,70.58333333333333
2014,KIR,70.58333333333333
2015,KIR,70.58333333333333
2016,KIR,70.58333333333333
2017,KIR,70.58333333333333
2018,KIR,70.58333333333333
2019,KIR,70.58333333333333
2020,KIR,70.58333333333333
2010,KNA,67.54794520547945
2011,KNA,67.54794520547945
2012,KNA,67.54794520547945
2013,KNA,67.54794520547945
2014,KNA,67.54794520547945
2015,KNA,67.54794520547945
2016,KNA,67.54794520547945
2017,KNA,67.54794520547945
2018,KNA,67.54794520547945
2019,KNA,67.54794520547945
2020,KNA,67.54794520547945
2010,KOR,53.62302031587986
2011,KOR,53.62302031587986
2012,KOR,53.62302031587986
2013,KOR,53.62302031587986
2014,KOR,53.62302031587986
2015,KOR,53.62302031587986
2016,KOR,53.62302031587986
2017,KOR,53.62302031587986
2018,KOR,53.62302031587986
2019,KOR,53.62302031587986
2020,KOR,53.62302031587986
2010,KWT,15.893089190785588
2011,KWT,15.893089190785588
2012,KWT,15.893089190785588
2013,KWT,15.893089190785588
2014,KWT,15.893089190785588
2015,KWT,15.893089190785588
2016,KWT,15.893089190785588
2017,KWT,15.893089190785588
2018,KWT,15.893089190785588
2019,KWT,15.893089190785588
2020,KWT,15.893089190785588
2010,LAO,56.09253165950887
2011,LAO,56.09253165950887
2012,LAO,56.09253165950887
2013,LAO,56.09253165950887
2014,LAO,56.09253165950887
2015,LAO,56.09253165950887
2016,LAO,56.09253165950887
2017,LAO,56.09253165950887
2018,LAO,56.09253165950887
2019,LAO,56.09253165950887
2020,LAO,56.09253165950887
2010,LBN,44.67986728031681
2011,LBN,44.67986728031681
2012,LBN,44.67986728031681
2013,LBN,44.67986728031681
2014,LBN,44.67986728031681
2015,LBN,44.67986728031681
2016,LBN,44.67986728031681
2017,LBN,44.67986728031681
2018,LBN,44.67986728031681
2019,LBN,44.67986728031681
2020,LBN,44.67986728031681
2010,LBR,48.531798464430885
2011,LBR,48.531798464430885
2012,LBR,48.531798464430885
2013,LBR,48.531798464430885
2014,LBR,48.531798464430885
2015,LBR,48.531798464430885
2016,LBR,48.531798464430885
2017,LBR,48.531798464430885
2018,LBR,48.531798464430885
2019,LBR,48.531798464430885
2020,LBR,48.531798464430885
2010,LBY,18.55827819089767
2011,LBY,18.55827819089767
2012,LBY,18.55827819089767
2013,LBY,18.55827819089767
2014,LBY,18.55827819089767
2015,LBY,18.55827819089767
2016,LBY,18.55827819089767
2017,LBY,18.55827819089767
2018,LBY,18.55827819089767
2019,LBY,18.55827819089767
2020,LBY,18.55827819089767
2010,LCA,71.58563535911603
2011,LCA,71.58563535911603
2012,LCA,71.58563535911603
2013,LCA,71.58563535911603
2014,LCA,71.58563535911603
2015,LCA,71.58563535911603
2016,LCA,71.58563535911603
2017,LCA,71.58563535911603
2018,LCA,71.58563535911603
2019,LCA,71.58563535911603
2020,LCA,71.58563535911603
2010,LIE,80.8225806451613
2011,LIE,80.8225806451613
2012,LIE,80.8225806451613
2013,LIE,80.8225806451613
2014,LIE,80.8225806451613
2015,LIE,80.8225806451613
2016,LIE,80.8225806451613
2017,LIE,80.8225806451613
2018,LIE,80.8225806451613
2019,LIE,80.8225806451613
2020,LIE,80.8225806451613
2010,LKA,59.39547645178222
2011,LKA,59.39547645178222
2012,LKA,59.39547645178222
2013,LKA,59.39547645178222
2014,LKA,59.39547645178222
2015,LKA,59.39547645178222
2016,LKA,59.39547645178222
2017,LKA,59.39547645178222
2018,LKA,59.39547645178222
2019,LKA,59.39547645178222
2020,LKA,59.39547645178222
2010,LSO,55.7661948376353
2011,LSO,55.7661948376353
2012,LSO,55.7661948376353
2013,LSO,55.7661948376353
2014,LSO,55.7661948376353
2015,LSO,55.7661948376353
2016,LSO,55.7661948376353
2017,LSO,55.7661948376353
2018,LSO,55.7661948376353
2019,LSO,55.7661948376353
2020,LSO,55.7661948376353
2010,LTU,52.62283283219244
2011,LTU,52.62283283219244
2012,LTU,52.62283283219244
2013,LTU,52.62283283219244
2014,LTU,52.62283283219244
2015,LTU,52.62283283219244
2016,LTU,52.62283283219244
2017,LTU,52.62283283219244
2018,LTU,52.62283283219244
2019,LTU,52.62283283219244
2020,LTU,52.62283283219244
2010,LUX,62.873042044517724
2011,LUX,62.873042044517724
2012,LUX,62.873042044517724
2013,LUX,62.873042044517724
2014,LUX,62.873042044517724
2015,LUX,62.873042044517724
2016,LUX,62.873042044517724
2017,LUX,62.873042044517724
2018,LUX,62.873042044517724
2019,LUX,62.873042044517724
2020,LUX,62.873042044517724
2010,LVA,66.41756373028733
2011,LVA,66.41756373028733
2012,LVA,66.41756373028733
2013,LVA,66.41756373028733
2014,LVA,66.41756373028733
2015,LVA,66.41756373028733
2016,LVA,66.41756373028733
2017,LVA,66.41756373028733
2018,LVA,66.41756373028733
2019,LVA,66.41756373028733
2020,LVA,66.41756373028733
2010,MAC,48.75
2011,MAC,48.75
2012,MAC,48.75
2013,MAC,48.75
2014,MAC,48.75
2015,MAC,48.75
2016,MAC,48.75
2017,MAC,48.75
2018,MAC,48.75
2019,MAC,48.75
2020,MAC,48.75
2010,MAF,65.44736842105263
2011,MAF,65.44736842105263
2012,MAF,65.44736842105263
2013,MAF,65.44736842105263
2014,MAF,65.44736842105263
2015,MAF,65.44736842105263
2016,MAF,65.44736842105263
2017,MAF,65.44736842105263
2018,MAF,65.44736842105263
2019,MAF,65.44736842105263
2020,MAF,65.44736842105263
2010,MAR,25.22872409207909
2011,MAR,25.22872409207909
2012,MAR,25.22872409207909
2013,MAR,25.22872409207909
2014,MAR,25.22872409207909
2015,MAR,25.22872409207909
2016,MAR,25.22872409207909
2017,MAR,25.22872409207909
2018,MAR,25.22872409207909
2019,MAR,25.22872409207909
2020,MAR,25.22872409207909
2010,MCO,64.6
2011,MCO,64.6
2012,MCO,64.6
2013,MCO,64.6
2014,MCO,64.6
2015,MCO,64.6
2016,MCO,64.6
2017,MCO,64.6
2018,MCO,64.6
2019,MCO,64.6
2020,MCO,64.6
2010,MDA,60.31936303243455
2011,MDA,60.31936303243455
2012,MDA,60.31936303243455
2013,MDA,60.31936303243455
2014,MDA,60.31936303243455
2015,MDA,60.31936303243455
2016,MDA,60.31936303243455
2017,MDA,60.31936303243455
2018,MDA,60.31936303243455
2019,MDA,60.31936303243455
2020,MDA,60.31936303243455
2010,MDG,50.24998503923141
2011,MDG,50.24998503923141
2012,MDG,50.24998503923141
2013,MDG,50.24998503923141
2014,MDG,50.24998503923141
2015,MDG,50.24998503923141
2016,MDG,50.24998503923141
2017,MDG,50.24998503923141
2018,MDG,50.24998503923141
2019,MDG,50.24998503923141
2020,MDG,50.24998503923141
2010,MEX,42.47799070020801
2011,MEX,42.47799070020801
2012,MEX,42.47799070020801
2013,MEX,42.47799070020801
2014,MEX,42.47799070020801
2015,MEX,42.47799070020801
2016,MEX,42.47799070020801
2017,MEX,42.47799070020801
2018,MEX,42.47799070020801
2019,MEX,42.47799070020801
2020,MEX,42.47799070020801
2010,MKD,49.355995760984754
2011,MKD,49.355995760984754
2012,MKD,49.355995760984754
2013,MKD,49.355995760984754
2014,MKD,49.355995760984754
2015,MKD,49.355995760984754
2016,MKD,49.355995760984754
2017,MKD,49.355995760984754
2018,MKD,49.355995760984754
2019,MKD,49.355995760984754
2020,MKD,49.355995760984754
2010,MLI,20.6062930075569
2011,MLI,20.6062930075569
2012,MLI,20.6062930075569
2013,MLI,20.6062930075569
2014,MLI,20.6062930075569
2015,MLI,20.6062930075569
2016,MLI,20.6062930075569
2017,MLI,20.6062930075569
2018,MLI,20.6062930075569
2019,MLI,20.6062930075569
2020,MLI,20.6062930075569
2010,MLT,40.96135265700483
2011,MLT,40.96135265700483
2012,MLT,40.96135265700483
2013,MLT,40.96135265700483
2014,MLT,40.96135265700483
2015,MLT,40.96135265700483
2016,MLT,40.96135265700483
2017,MLT,40.96135265700483
2018,MLT,40.96135265700483
2019,MLT,40.96135265700483
2020,MLT,40.96135265700483
2010,MMR,59.63796044102064
2011,MMR,59.63796044102064
2012,MMR,59.63796044102064
2013,MMR,59.63796044102064
2014,MMR,59.63796044102064
2015,MMR,59.63796044102064
2016,MMR,59.63796044102064
2017,MMR,59.63796044102064
2018,MMR,59.63796044102064
2019,MMR,59.63796044102064
2020,MMR,59.63796044102064
2010,MNE,83.08372127947139
2011,MNE,83.08372127947139
2012,MNE,83.08372127947139
2013,MNE,83.08372127947139
2014,MNE,83.08372127947139
2015,MNE,83.08372127947139
2016,MNE,83.08372127947139
2017,MNE,83.08372127947139
2018,MNE,83.08372127947139
2019,MNE,83.08372127947139
2020,MNE,83.08372127947139
2010,MNG,40.452492322565966
2011,MNG,40.452492322565966
2012,MNG,40.452492322565966
2013,MNG,40.452492322565966
2014,MNG,40.452492322565966
2015,MNG,40.452492322565966
2016,MNG,40.452492322565966
2017,MNG,40.452492322565966
2018,MNG,40.452492322565966
2019,MNG,40.452492322565966
2020,MNG,40.452492322565966
2010,MNP,59.796551724137935
2011,MNP,59.796551724137935
2012,MNP,59.796551724137935
2013,MNP,59.796551724137935
2014,MNP,59.796551724137935
2015,MNP,59.796551724137935
2016,MNP,59.796551724137935
2017,MNP,59.796551724137935
2018,MNP,59.796551724137935
2019,MNP,59.796551724137935
2020,MNP,59.796551724137935
2010,MOZ,34.82739958142
2011,MOZ,34.82739958142
2012,MOZ,34.82739958142
2013,MOZ,34.82739958142
2014,MOZ,34.82739958142
2015,MOZ,34.82739958142
2016,MOZ,34.82739958142
2017,MOZ,34.82739958142
2018,MOZ,34.82739958142
2019,MOZ,34.82739958142
2020,MOZ,34.82739958142
2010,MRT,17.54607537088221
2011,MRT,17.54607537088221
2012,MRT,17.54607537088221
2013,MRT,17.54607537088221
2014,MRT,17.54607537088221
2015,MRT,17.54607537088221
2016,MRT,17.54607537088221
2017,MRT,17.54607537088221
2018,MRT,17.54607537088221
2019,MRT,17.54607537088221
2020,MRT,17.54607537088221
2010,MUS,59.74829510229386
2011,MUS,59.74829510229386
2012,MUS,59.74829510229386
2013,MUS,59.74829510229386
2014,MUS,59.74829510229386
2015,MUS,59.74829510229386
2016,MUS,59.74829510229386
2017,MUS,59.74829510229386
2018,MUS,59.74829510229386
2019,MUS,59.74829510229386
2020,MUS,59.74829510229386
2010,MWI,35.83785417926318
2011,MWI,35.83785417926318
2012,MWI,35.83785417926318
2013,MWI,35.83785417926318
2014,MWI,35.83785417926318
2015,MWI,35.83785417926318
2016,MWI,35.83785417926318
2017,MWI,35.83785417926318
2018,MWI,35.83785417926318
2019,MWI,35.83785417926318
2020,MWI,35.83785417926318
2010,MYS,61.85665080003015
2011,MYS,61.85665080003015
2012,MYS,61.85665080003015
2013,MYS,61.85665080003015
2014,MYS,61.85665080003015
2015,MYS,61.85665080003015
2016,MYS,61.85665080003015
2017,MYS,61.85665080003015
2018,MYS,61.85665080003015
2019,MYS,61.85665080003015
2020,MYS,61.85665080003015
2010,NAM,18.054468948196348
2011,NAM,18.054468948196348
2012,NAM,18.054468948196348
2013,NAM,18.054468948196348
2014,NAM,18.054468948196348
2015,NAM,18.054468948196348
2016,NAM,18.054468948196348
2017,NAM,18.054468948196348
2018,NAM,18.054468948196348
2019,NAM,18.054468948196348
2020,NAM,18.054468948196348
2010,NCL,67.15548642533936
2011,NCL,67.15548642533936
2012,NCL,67.15548642533936
2013,NCL,67.15548642533936
2014,NCL,67.15548642533936
2015,NCL,67.15548642533936
2016,NCL,67.15548642533936
2017,NCL,67.15548642533936
2018,NCL,67.15548642533936
2019,NCL,67.15548642533936
2020,NCL,67.15548642533936
2010,NER,19.121713142040782
2011,NER,19.121713142040782
2012,NER,19.121713142040782
2013,NER,19.121713142040782
2014,NER,19.121713142040782
2015,NER,19.121713142040782
2016,NER,19.121713142040782
2017,NER,19.121713142040782
2018,NER,19.121713142040782
2019,NER,19.121713142040782
2020,NER,19.121713142040782
2010,NGA,29.320788050453444
2011,NGA,29.320788050453444
2012,NGA,29.320788050453444
2013,NGA,29.320788050453444
2014,NGA,29.320788050453444
2015,NGA,29.320788050453444
2016,NGA,29.320788050453444
2017,NGA,29.320788050453444
2018,NGA,29.320788050453444
2019,NGA,29.320788050453444
2020,NGA,29.320788050453444
2010,NIC,60.768127079568295
2011,NIC,60.768127079568295
2012,NIC,60.768127079568295
2013,NIC,60.768127079568295
2014,NIC,60.768127079568295
2015,NIC,60.768127079568295
2016,NIC,60.768127079568295
2017,NIC,60.768127079568295
2018,NIC,60.768127079568295
2019,NIC,60.768127079568295
2020,NIC,60.768127079568295
2010,NLD,65.44895230476784
2011,NLD,65.44895230476784
2012,NLD,65.44895230476784
2013,NLD,65.44895230476784
2014,NLD,65.44895230476784
2015,NLD,65.44895230476784
2016,NLD,65.44895230476784
2017,NLD,65.44895230476784
2018,NLD,65.44895230476784
2019,NLD,65.44895230476784
2020,NLD,65.44895230476784
2010,NPL,52.184647128179215
2011,NPL,52.184647128179215
2012,NPL,52.184647128179215
2013,NPL,52.184647128179215
2014,NPL,52.184647128179215
2015,NPL,52.184647128179215
2016,NPL,52.184647128179215
2017,NPL,52.184647128179215
2018,NPL,52.184647128179215
2019,NPL,52.184647128179215
2020,NPL,52.184647128179215
2010,NRU,57.8
2011,NRU,57.8
2012,NRU,57.8
2013,NRU,57.8
2014,NRU,57.8
2015,NRU,57.8
2016,NRU,57.8
2017,NRU,57.8
2018,NRU,57.8
2019,NRU,57.8
2020,NRU,57.8
2010,NZL,106.50949179083044
2011,NZL,106.50949179083044
2012,NZL,106.50949179083044
2013,NZL,106.50949179083044
2014,NZL,106.50949179083044
2015,NZL,106.50949179083044
2016,NZL,106.50949179083044
2017,NZL,106.50949179083044
2018,NZL,106.50949179083044
2019,NZL,106.50949179083044
2020,NZL,106.50949179083044
2010,OMN,18.22359782706641
2011,OMN,18.22359782706641
2012,OMN,18.22359782706641
2013,OMN,18.22359782706641
2014,OMN,18.22359782706641
2015,OMN,18.22359782706641
2016,OMN,18.22359782706641
2017,OMN,18.22359782706641
2018,OMN,18.22359782706641
2019,OMN,18.22359782706641
2020,OMN,18.22359782706641
2010,PAK,24.25366857499076
2011,PAK,24.25366857499076
2012,PAK,24.25366857499076
2013,PAK,24.25366857499076
2014,PAK,24.25366857499076
2015,PAK,24.25366857499076
2016,PAK,24.25366857499076
2017,PAK,24.25366857499076
2018,PAK,24.25366857499076
2019,PAK,24.25366857499076
2020,PAK,24.25366857499076
2010,PAN,61.5287572915079
2011,PAN,61.5287572915079
2012,PAN,61.5287572915079
2013,PAN,61.5287572915079
2014,PAN,61.5287572915079
2015,PAN,61.5287572915079
2016,PAN,61.5287572915079
2017,PAN,61.5287572915079
2018,PAN,61.5287572915079
2019,PAN,61.5287572915079
2020,PAN,61.5287572915079
2010,PER,56.609360018610325
2011,PER,56.609360018610325
2012,PER,56.609360018610325
2013,PER,56.609360018610325
2014,PER,56.609360018610325
2015,PER,56.609360018610325
2016,PER,56.609360018610325
2017,PER,56.609360018610325
2018,PER,56.609360018610325
2019,PER,56.609360018610325
2020,PER,56.609360018610325
2010,PHL,63.50488665059998
2011,PHL,63.50488665059998
2012,PHL,63.50488665059998
2013,PHL,63.50488665059998
2014,PHL,63.50488665059998
2015,PHL,63.50488665059998
2016,PHL,63.50488665059998
2017,PHL,63.50488665059998
2018,PHL,63.50488665059998
2019,PHL,63.50488665059998
2020,PHL,63.50488665059998
2010,PLW,58.31290322580645
2011,PLW,58.31290322580645
2012,PLW,58.31290322580645
2013,PLW,58.31290322580645
2014,PLW,58.31290322580645
2015,PLW,58.31290322580645
2016,PLW,58.31290322580645
2017,PLW,58.31290322580645
2018,PLW,58.31290322580645
2019,PLW,58.31290322580645
2020,PLW,58.31290322580645
2010,PNG,77.47162686442283
2011,PNG,77.47162686442283
2012,PNG,77.47162686442283
2013,PNG,77.47162686442283
2014,PNG,77.47162686442283
2015,PNG,77.47162686442283
2016,PNG,77.47162686442283
2017,PNG,77.47162686442283
2018,PNG,77.47162686442283
2019,PNG,77.47162686442283
2020,PNG,77.47162686442283
2010,POL,43.69248510538876
2011,POL,43.69248510538876
2012,POL,43.69248510538876
2013,POL,43.69248510538876
2014,POL,43.69248510538876
2015,POL,43.69248510538876
2016,POL,43.69248510538876
2017,POL,43.69248510538876
2018,POL,43.69248510538876
2019,POL,43.69248510538876
2020,POL,43.69248510538876
2010,PRI,71.32606060606061
2011,PRI,71.32606060606061
2012,PRI,71.32606060606061
2013,PRI,71.32606060606061
2014,PRI,71.32606060606061
2015,PRI,71.32606060606061
2016,PRI,71.32606060606061
2017,PRI,71.32606060606061
2018,PRI,71.32606060606061
2019,PRI,71.32606060606061
2020,PRI,71.32606060606061
2010,PRK,60.05398259059355
2011,PRK,60.05398259059355
2012,PRK,60.05398259059355
2013,PRK,60.05398259059355
2014,PRK,60.05398259059355
2015,PRK,60.05398259059355
2016,PRK,60.05398259059355
2017,PRK,60.05398259059355
2018,PRK,60.05398259059355
2019,PRK,60.05398259059355
2020,PRK,60.05398259059355
2010,PRT,50.39348728292875
2011,PRT,50.39348728292875
2012,PRT,50.39348728292875
2013,PRT,50.39348728292875
2014,PRT,50.39348728292875
2015,PRT,50.39348728292875
2016,PRT,50.39348728292875
2017,PRT,50.39348728292875
2018,PRT,50.39348728292875
2019,PRT,50.39348728292875
2020,PRT,50.39348728292875
2010,PRY,42.84592094069797
2011,PRY,42.84592094069797
2012,PRY,42.84592094069797
2013,PRY,42.84592094069797
2014,PRY,42.84592094069797
2015,PRY,42.84592094069797
2016,PRY,42.84592094069797
2017,PRY,42.84592094069797
2018,PRY,42.84592094069797
2019,PRY,42.84592094069797
2020,PRY,42.84592094069797
2010,PYF,69.929203539823
2011,PYF,69.929203539823
2012,PYF,69.929203539823
2013,PYF,69.929203539823
2014,PYF,69.929203539823
2015,PYF,69.929203539823
2016,PYF,69.929203539823
2017,PYF,69.929203539823
2018,PYF,69.929203539823
2019,PYF,69.929203539823
2020,PYF,69.929203539823
2010,QAT,12.31107239643825
2011,QAT,12.31107239643825
2012,QAT,12.31107239643825
2013,QAT,12.31107239643825
2014,QAT,12.31107239643825
2015,QAT,12.31107239643825
2016,QAT,12.31107239643825
2017,QAT,12.31107239643825
2018,QAT,12.31107239643825
2019,QAT,12.31107239643825
2020,QAT,12.31107239643825
2010,ROU,48.37579903206775
2011,ROU,48.37579903206775
2012,ROU,48.37579903206775
2013,ROU,48.37579903206775
2014,ROU,48.37579903206775
2015,ROU,48.37579903206775
2016,ROU,48.37579903206775
2017,ROU,48.37579903206775
2018,ROU,48.37579903206775
2019,ROU,48.37579903206775
2020,ROU,48.37579903206775
2010,RUS,72.89745691874519
2011,RUS,72.89745691874519
2012,RUS,72.89745691874519
2013,RUS,72.89745691874519
2014,RUS,72.89745691874519
2015,RUS,72.89745691874519
2016,RUS,72.89745691874519
2017,RUS,72.89745691874519
2018,RUS,72.89745691874519
2019,RUS,72.89745691874519
2020,RUS,72.89745691874519
2010,RWA,71.0404727489159
2011,RWA,71.0404727489159
2012,RWA,71.0404727489159
2013,RWA,71.0404727489159
2014,RWA,71.0404727489159
2015,RWA,71.0404727489159
2016,RWA,71.0404727489159
2017,RWA,71.0404727489159
2018,RWA,71.0404727489159
2019,RWA,71.0404727489159
2020,RWA,71.0404727489159
2010,SAU,15.92973536866048
2011,SAU,15.92973536866048
2012,SAU,15.92973536866048
2013,SAU,15.92973536866048
2014,SAU,15.92973536866048
2015,SAU,15.92973536866048
2016,SAU,15.92973536866048
2017,SAU,15.92973536866048
2018,SAU,15.92973536866048
2019,SAU,15.92973536866048
2020,SAU,15.92973536866048
2010,SDN,20.62066757241384
2011,SDN,20.62066757241384
2012,SDN,20.62066757241384
2013,SDN,20.62066757241384
2014,SDN,20.62066757241384
2015,SDN,20.62066757241384
2016,SDN,20.62066757241384
2017,SDN,20.62066757241384
2018,SDN,20.62066757241384
2019,SDN,20.62066757241384
2020,SDN,20.62066757241384
2010,SEN,23.59969584669843
2011,SEN,23.59969584669843
2012,SEN,23.59969584669843
2013,SEN,23.59969584669843
2014,SEN,23.59969584669843
2015,SEN,23.59969584669843
2016,SEN,23.59969584669843
2017,SEN,23.59969584669843
2018,SEN,23.59969584669843
2019,SEN,23.59969584669843
2020,SEN,23.59969584669843
2010,SGP,55.52995391705069
2011,SGP,55.52995391705069
2012,SGP,55.52995391705069
2013,SGP,55.52995391705069
2014,SGP,55.52995391705069
2015,SGP,55.52995391705069
2016,SGP,55.52995391705069
2017,SGP,55.52995391705069
2018,SGP,55.52995391705069
2019,SGP,55.52995391705069
2020,SGP,55.52995391705069
2010,SLB,70.7525890891299
2011,SLB,70.7525890891299
2012,SLB,70.7525890891299
2013,SLB,70.7525890891299
2014,SLB,70.7525890891299
2015,SLB,70.7525890891299
2016,SLB,70.7525890891299
2017,SLB,70.7525890891299
2018,SLB,70.7525890891299
2019,SLB,70.7525890891299
2020,SLB,70.7525890891299
2010,SLE,53.22975462279407
2011,SLE,53.22975462279407
2012,SLE,53.22975462279407
2013,SLE,53.22975462279407
2014,SLE,53.22975462279407
2015,SLE,53.22975462279407
2016,SLE,53.22975462279407
2017,SLE,53.22975462279407
2018,SLE,53.22975462279407
2019,SLE,53.22975462279407
2020,SLE,53.22975462279407
2010,SLV,62.57313943541489
2011,SLV,62.57313943541489
2012,SLV,62.57313943541489
2013,SLV,62.57313943541489
2014,SLV,62.57313943541489
2015,SLV,62.57313943541489
2016,SLV,62.57313943541489
2017,SLV,62.57313943541489
2018,SLV,62.57313943541489
2019,SLV,62.57313943541489
2020,SLV,62.57313943541489
2010,SMR,46.98039215686274
2011,SMR,46.98039215686274
2012,SMR,46.98039215686274
2013,SMR,46.98039215686274
2014,SMR,46.98039215686274
2015,SMR,46.98039215686274
2016,SMR,46.98039215686274
2017,SMR,46.98039215686274
2018,SMR,46.98039215686274
2019,SMR,46.98039215686274
2020,SMR,46.98039215686274
2010,SOM,30.611780336027927
2011,SOM,30.611780336027927
2012,SOM,30.611780336027927
2013,SOM,30.611780336027927
2014,SOM,30.611780336027927
2015,SOM,30.611780336027927
2016,SOM,30.611780336027927
2017,SOM,30.611780336027927
2018,SOM,30.611780336027927
2019,SOM,30.611780336027927
2020,SOM,30.611780336027927
2010,SRB,52.53196913965501
2011,SRB,52.53196913965501
2012,SRB,52.53196913965501
2013,SRB,52.53196913965501
2014,SRB,52.53196913965501
2015,SRB,52.53196913965501
2016,SRB,52.53196913965501
2017,SRB,52.53196913965501
2018,SRB,52.53196913965501
2019,SRB,52.53196913965501
2020,SRB,52.53196913965501
2010,SSD,35.764661579186374
2011,SSD,35.764661579186374
2012,SSD,35.764661579186374
2013,SSD,35.764661579186374
2014,SSD,35.764661579186374
2015,SSD,35.764661579186374
2016,SSD,35.764661579186374
2017,SSD,35.764661579186374
2018,SSD,35.764661579186374
2019,SSD,35.764661579186374
2020,SSD,35.764661579186374
2010,STP,67.96361631753032
2011,STP,67.96361631753032
2012,STP,67.96361631753032
