"year","prodinit_ippu_cement_tonne","location_code"
2039,58197225.8460572,"POL"
2040,59878119.2160041,"POL"
2041,61607561.3351408,"POL"
2042,63386954.4227214,"POL"
2043,65217741.1978869,"POL"
2044,67101406.0494114,"POL"
2045,69039476.2392333,"POL"
2046,71033523.140749,"POL"
2047,73085163.5128708,"POL"
2048,75196060.8108835,"POL"
2049,77367926.535162,"POL"
2050,79602521.6188435,"POL"
2021,18500930,"PRT"
2022,17857365.9882895,"PRT"
2023,17236188.6694192,"PRT"
2024,16636619.3111928,"PRT"
2025,16057906.2699991,"PRT"
2026,15499324.048522,"PRT"
2027,14960172.3862289,"PRT"
2028,14439775.3814965,"PRT"
2029,13937480.6442744,"PRT"
2030,13452658.4782229,"PRT"
2031,12984701.0913015,"PRT"
2032,12533021.8338165,"PRT"
2033,12097054.4629748,"PRT"
2034,11676252.4330189,"PRT"
2035,11270088.2100561,"PRT"
2036,10878052.6107216,"PRT"
2037,10499654.163846,"PRT"
2038,10134418.4943279,"PRT"
2039,9781887.72843867,"PRT"
2040,9441619.91981412,"PRT"
2041,9113188.49541321,"PRT"
2042,8796181.72074931,"PRT"
2043,8490202.18372386,"PRT"
2044,8194866.29641491,"PRT"
2045,7909803.81419632,"PRT"
2046,7634657.37158466,"PRT"
2047,7369082.03423175,"PRT"
2048,7112744.86650158,"PRT"
2049,6865324.51408906,"PRT"
2050,6626510.80115778,"PRT"
2021,3242889,"PRY"
2022,3480461.56613973,"PRY"
2023,3735438.58990419,"PRY"
2024,4009095.11390513,"PRY"
2025,4302799.58979336,"PRY"
2026,4618020.72136221,"PRY"
2027,4956334.80897373,"PRY"
2028,5319433.63203414,"PRY"
2029,5709132.90893579,"PRY"
2030,6127381.37677069,"PRY"
2031,6576270.53621962,"PRY"
2032,7058045.11034743,"PRY"
2033,7575114.26960487,"PRY"
2034,8130063.6791689,"PRY"
2035,8725668.42886572,"PRY"
2036,9364906.91033395,"PRY"
2037,10050975.7108226,"PRY"
2038,10787305.5981015,"PRY"
2039,11577578.6764198,"PRY"
2040,12425746.7993008,"PRY"
2041,13336051.3312513,"PRY"
2042,14313044.3572033,"PRY"
2043,15361611.4457508,"PRY"
2044,16486996.0800101,"PRY"
2045,17694825.8782744,"PRY"
2046,18991140.7355813,"PRY"
2047,20382423.0269187,"PRY"
2048,21875630.0231035,"PRY"
2049,23478228.6814331,"PRY"
2050,25198232.9850844,"PRY"
2021,6491694,"PSE"
2022,6614332.92455975,"PSE"
2023,6739288.70290483,"PSE"
2024,6866605.10426661,"PSE"
2025,6996326.72475022,"PSE"
2026,7128499.00295557,"PSE"
2027,7263168.23589348,"PSE"
2028,7400381.59520254,"PSE"
2029,7540187.14367223,"PSE"
2030,7682633.85207826,"PSE"
2031,7827771.61633596,"PSE"
2032,7975651.27497772,"PSE"
2033,8126324.62696055,"PSE"
2034,8279844.44981015,"PSE"
2035,8436264.51810768,"PSE"
2036,8595639.62232582,"PSE"
2037,8758025.58802062,"PSE"
2038,8923479.295386,"PSE"
2039,9092058.69917757,"PSE"
2040,9263822.84901291,"PSE"
2041,9438831.91005537,"PSE"
2042,9617147.18408852,"PSE"
2043,9798831.13098888,"PSE"
2044,9983947.39060417,"PSE"
2045,10172560.805045,"PSE"
2046,10364737.4413974,"PSE"
2047,10560544.6148651,"PSE"
2048,10760050.912348,"PSE"
2049,10963326.2164672,"PSE"
2050,11170441.7300427,"PSE"
2021,571932.4,"PYF"
2022,572138.547714609,"PYF"
2023,572344.769733244,"PYF"
2024,572551.066082688,"PYF"
2025,572757.436789733,"PYF"
2026,572963.881881179,"PYF"
2027,573170.401383839,"PYF"
2028,573376.995324533,"PYF"
2029,573583.663730092,"PYF"
2030,573790.406627355,"PYF"
2031,573997.224043173,"PYF"
2032,574204.116004405,"PYF"
2033,574411.082537921,"PYF"
2034,574618.123670599,"PYF"
2035,574825.239429327,"PYF"
2036,575032.429841005,"PYF"
2037,575239.694932539,"PYF"
2038,575447.034730849,"PYF"
2039,575654.44926286,"PYF"
2040,575861.93855551,"PYF"
2041,576069.502635746,"PYF"
2042,576277.141530525,"PYF"
2043,576484.855266812,"PYF"
2044,576692.643871584,"PYF"
2045,576900.507371826,"PYF"
2046,577108.445794533,"PYF"
2047,577316.459166711,"PYF"
2048,577524.547515375,"PYF"
2049,577732.710867549,"PYF"
2050,577940.949250267,"PYF"
2021,1632667,"QAT"
2022,1407268.48922766,"QAT"
2023,1212987.46209307,"QAT"
2024,1045527.98165934,"QAT"
2025,901187.188321313,"QAT"
2026,776773.422271817,"QAT"
2027,669535.649604397,"QAT"
2028,577102.631524274,"QAT"
2029,497430.491578793,"QAT"
2030,428757.521515326,"QAT"
2031,369565.22643495,"QAT"
2032,318544.747873382,"QAT"
2033,274567.922357211,"QAT"
2034,236662.335482993,"QAT"
2035,203989.819915661,"QAT"
2036,175827.92185457,"QAT"
2037,151553.926154151,"QAT"
2038,130631.086863074,"QAT"
2039,112596.758711951,"QAT"
2040,97052.1671133791,"QAT"
2041,83653.5904687947,"QAT"
2042,72104.759805576,"QAT"
2043,62150.3076853495,"QAT"
2044,53570.1215259427,"QAT"
2045,46174.4764777849,"QAT"
2046,39799.8402330486,"QAT"
2047,34305.2570035804,"QAT"
2048,29569.23071024,"QAT"
2049,25487.0384648086,"QAT"
2050,21968.4149402533,"QAT"
2021,8805026,"ROU"
2022,9108743.19187753,"ROU"
2023,9422936.68815689,"ROU"
2024,9747967.85446655,"ROU"
2025,10084210.5212424,"ROU"
2026,10432051.4136843,"ROU"
2027,10791890.5965426,"ROU"
2028,11164141.9342481,"ROU"
2029,11549233.5669124,"ROU"
2030,11947608.4027483,"ROU"
2031,12359724.6274744,"ROU"
2032,12786056.231292,"ROU"
2033,13227093.5540389,"ROU"
2034,13683343.8491469,"ROU"
2035,14155331.8670537,"ROU"
2036,14643600.4587371,"ROU"
2037,15148711.2000688,"ROU"
2038,15671245.0377029,"ROU"
2039,16211802.9572452,"ROU"
2040,16771006.6744684,"ROU"
2041,17349499.3503706,"ROU"
2042,17947946.3308992,"ROU"
2043,18567035.9121894,"ROU"
2044,19207480.1321996,"ROU"
2045,19870015.5896526,"ROU"
2046,20555404.2912251,"ROU"
2047,21264434.5279602,"ROU"
2048,21997921.7819099,"ROU"
2049,22756709.6640516,"ROU"
2050,23541670.8845566,"ROU"
2021,55722650,"RUS"
2022,56739756.288278,"RUS"
2023,57775427.8314687,"RUS"
2024,58830003.5014223,"RUS"
2025,59903828.3554218,"RUS"
2026,60997253.7490854,"RUS"
2027,62110637.4513301,"RUS"
2028,63244343.7614339,"RUS"
2029,64398743.6282344,"RUS"
2030,65574214.7715035,"RUS"
2031,66771141.8055371,"RUS"
2032,67989916.3650011,"RUS"
2033,69230937.2330744,"RUS"
2034,70494610.4719304,"RUS"
2035,71781349.5556013,"RUS"
2036,73091575.505266,"RUS"
2037,74425717.0270091,"RUS"
2038,75784210.6520928,"RUS"
2039,77167500.8797907,"RUS"
2040,78576040.3228276,"RUS"
2041,80010289.8554743,"RUS"
2042,81470718.7643462,"RUS"
2043,82957804.9019536,"RUS"
2044,84472034.8430551,"RUS"
2045,86013904.0438651,"RUS"
2046,87583917.0041669,"RUS"
2047,89182587.4323852,"RUS"
2048,90810438.4136717,"RUS"
2049,92468002.5810585,"RUS"
2050,94155822.2897354,"RUS"
2021,2403472,"RWA"
2022,2307305.65744823,"RWA"
2023,2214987.0674144,"RWA"
2024,2126362.2758326,"RWA"
2025,2041283.48855866,"RWA"
2026,1959608.82490291,"RWA"
2027,1881202.08102444,"RWA"
2028,1805932.50279225,"RWA"
2029,1733674.56773459,"RWA"
2030,1664307.77571286,"RWA"
2031,1597716.44797084,"RWA"
2032,1533789.53422433,"RWA"
2033,1472420.42746938,"RWA"
2034,1413506.78620032,"RWA"
2035,1356950.36374106,"RWA"
2036,1302656.84440518,"RWA"
2037,1250535.68621133,"RWA"
2038,1200499.96989202,"RWA"
2039,1152466.25394358,"RWA"
2040,1106354.43547593,"RWA"
2041,1062087.61662984,"RWA"
2042,1019591.97633912,"RWA"
2043,978796.647223719,"RWA"
2044,939633.59740852,"RWA"
2045,902037.517070768,"RWA"
2046,865945.70952686,"RWA"
2047,831297.98667692,"RWA"
2048,798036.568632787,"RWA"
2049,766105.987362035,"RWA"
2050,735452.994187321,"RWA"
2021,29654090,"SAU"
2022,33031859.3900205,"SAU"
2023,36794375.9111167,"SAU"
2024,40985464.4482284,"SAU"
2025,45653941.7897688,"SAU"
2026,50854185.2338016,"SAU"
2027,56646765.9616934,"SAU"
2028,63099154.5566246,"SAU"
2029,70286506.8846691,"SAU"
2030,78292539.4921948,"SAU"
2031,87210504.716004,"SAU"
2032,97144276.8640604,"SAU"
2033,108209562.118374,"SAU"
2034,120535246.252704,"SAU"
2035,134264895.862959,"SAU"
2036,149558430.596285,"SAU"
2037,166593985.856542,"SAU"
2038,185569987.682521,"SAU"
2039,206707463.966586,"SAU"
2040,230252618.934251,"SAU"
2041,256479700.871622,"SAU"
2042,285694196.50328,"SAU"
2043,318236389.227969,"SAU"
2044,354485322.657553,"SAU"
2045,394863215.62558,"SAU"
2046,439840380.090419,"SAU"
2047,489940699.215518,"SAU"
2048,545747729.43413,"SAU"
2049,607911497.573897,"SAU"
2050,677156072.212561,"SAU"
2021,177397900,"SDN"
2022,624847134.198466,"SDN"
2023,2200893816.19532,"SDN"
2024,7752189815.80262,"SDN"
2025,27305473120.9716,"SDN"
2026,96177838788.2401,"SDN"
2027,338766394304.746,"SDN"
2028,1193234027257.75,"SDN"
2029,4202918198919.5,"SDN"
2030,14803903495280.5,"SDN"
2031,52143665026343.1,"SDN"
2032,183665193659650,"SDN"
2033,646922370051949,"SDN"
2034,2278649234155760,"SDN"
2035,8026067071852351,"SDN"
2036,28270148681194176,"SDN"
2037,99575707417104304,"SDN"
2038,350734678456523904,"SDN"
2039,1235389814070963968,"SDN"
2040,4351403172981291008,"SDN"
2041,15326910873124608000,"SDN"
2042,53985849523513090058,"SDN"
2043,1.90153904651841e+20,"SDN"
2044,6.69777502317395e+20,"SDN"
2045,2.35915167470207e+21,"SDN"
2046,8.30962014249945e+21,"SDN"
2047,2.92689052819601e+22,"SDN"
2048,1.03093619409018e+23,"SDN"
2049,3.63125790338401e+23,"SDN"
2050,1.27903492344894e+24,"SDN"
2021,16000830,"SEN"
2022,15341747.1526508,"SEN"
2023,14709812.2844796,"SEN"
2024,14103907.1555314,"SEN"
2025,13522959.5867605,"SEN"
2026,12965941.5627562,"SEN"
2027,12431867.4126187,"SEN"
2028,11919792.0657662,"SEN"
2029,11428809.3795859,"SEN"
2030,10958050.5359691,"SEN"
2031,10506682.5038956,"SEN"
2032,10073906.5653435,"SEN"
2033,9658956.90191881,"SEN"
2034,9261099.2397013,"SEN"
2035,8879629.54991109,"SEN"
2036,8513872.80309474,"SEN"
2037,8163181.77462731,"SEN"
2038,7826935.89941644,"SEN"
2039,7504540.17378176,"SEN"
2040,7195424.10256655,"SEN"
2041,6899040.68961831,"SEN"
2042,6614865.46985211,"SEN"
2043,6342395.58118371,"SEN"
2044,6081148.87469026,"SEN"
2045,5830663.061424,"SEN"
2046,5590494.8943691,"SEN"
2047,5360219.3840942,"SEN"
2048,5139429.04671263,"SEN"
2049,4927733.18281953,"SEN"
2050,4724757.18613,"SEN"
2021,8759304,"SGP"
2022,9472300.59968585,"SGP"
2023,10243334.2478819,"SGP"
2024,11077129.089137,"SGP"
2025,11978793.8075708,"SGP"
2026,12953852.9279229,"SGP"
2027,14008280.664469,"SGP"
2028,15148537.5251981,"SGP"
2029,16381609.8955234,"SGP"
2030,17715052.8440599,"SGP"
2031,19157036.4127396,"SGP"
2032,20716395.6748843,"SGP"
2033,22402684.8679457,"SGP"
2034,24226235.9325827,"SGP"
2035,26198221.8167487,"SGP"
2036,28330724.9326535,"SGP"
2037,30636811.1860381,"SGP"
2038,33130610.0313417,"SGP"
2039,35827401.0432605,"SGP"
2040,38743707.5351263,"SGP"
2041,41897397.7977052,"SGP"
2042,45307794.5787108,"SGP"
2043,48995793.4738155,"SGP"
2044,52983990.9545446,"SGP"
2045,57296822.8174844,"SGP"
2046,61960713.9030855,"SGP"
2047,67004240.0013928,"SGP"
2048,72458302.9367045,"SGP"
2049,78356319.9039063,"SGP"
2050,84734428.216551,"SGP"
2021,263553.1,"SLB"
2022,333327.670240259,"SLB"
2023,421574.763293616,"SLB"
2024,533184.901565375,"SLB"
2025,674343.352614969,"SLB"
2026,852872.907467803,"SLB"
2027,1078667.40803762,"SLB"
2028,1364240.04910311,"SLB"
2029,1725416.84091743,"SLB"
2030,2182213.663115,"SLB"
2031,2759945.5149364,"SLB"
2032,3490629.4347659,"SLB"
2033,4414758.83669207,"SLB"
2034,5583547.59517973,"SLB"
2035,7061768.24168207,"SLB"
2036,8931341.56182011,"SLB"
2037,11295876.5232566,"SLB"
2038,14286412.1303022,"SLB"
2039,18068679.4102813,"SLB"
2040,22852285.9801201,"SLB"
2041,28902332.1881532,"SLB"
2042,36554102.5804179,"SLB"
2043,46231646.8706083,"SLB"
2044,58471280.1433571,"SLB"
2045,73951304.6370949,"SLB"
2046,93529600.2434063,"SLB"
2047,118291166.932346,"SLB"
2048,149608253.834087,"SLB"
2049,189216407.241005,"SLB"
2050,239310651.997174,"SLB"
2021,1525928,"SLE"
2022,1666761.1342412,"SLE"
2023,1820592.24197799,"SLE"
2024,1988620.95081155,"SLE"
2025,2172157.60609312,"SLE"
2026,2372633.48944538,"SLE"
2027,2591611.98038611,"SLE"
2028,2830800.74809652,"SLE"
2029,3092065.06840964,"SLE"
2030,3377442.36986937,"SLE"
2031,3689158.12229524,"SLE"
2032,4029643.19175737,"SLE"
2033,4401552.79730159,"SLE"
2034,4807787.21725593,"SLE"
2035,5251514.40659311,"SLE"
2036,5736194.70172716,"SLE"
2037,6265607.80540044,"SLE"
2038,6843882.26209869,"SLE"
2039,7475527.65385314,"SLE"
2040,8165469.76750389,"SLE"
2041,8919089.00767072,"SLE"
2042,9742262.35498886,"SLE"
2043,10641409.1968143,"SLE"
2044,11623541.3878027,"SLE"
2045,12696317.93075,"SLE"
2046,13868104.7041169,"SLE"
2047,15148039.7020105,"SLE"
2048,16546104.2953886,"SLE"
2049,18073201.0702045,"SLE"
2050,19741238.8495022,"SLE"
2021,6336706,"SLV"
2022,6832960.64336848,"SLV"
2023,7368079.11773445,"SLV"
2024,7945105.016503,"SLV"
2025,8567320.28994157,"SLV"
2026,9238263.91192885,"SLV"
2027,9961752.00857688,"SLV"
2028,10741899.563212,"SLV"
2029,11583143.8211658,"SLV"
2030,12490269.5274963,"SLV"
2031,13468436.1411823,"SLV"
2032,14523207.1805794,"SLV"
2033,15660581.8670435,"SLV"
2034,16887029.2467029,"SLV"
2035,18209524.9844531,"SLV"
2036,19635591.0394459,"SLV"
2037,21173338.4477381,"SLV"
2038,22831513.4554317,"SLV"
2039,24619547.2646992,"SLV"
2040,26547609.6756327,"SLV"
2041,28626666.9290174,"SLV"
2042,30868544.0790206,"SLV"
2043,33285992.250553,"SLV"
2044,35892761.163844,"SLV"
2045,38703677.3387262,"SLV"
2046,41734728.4234346,"SLV"
2047,45003154.1275547,"SLV"
2048,48527544.2763207,"SLV"
2049,52327944.5439667,"SLV"
2050,56425970.4675099,"SLV"
2021,0,"SMR"
2022,0,"SMR"
2023,0,"SMR"
2024,0,"SMR"
2025,0,"SMR"
2026,0,"SMR"
2027,0,"SMR"
2028,0,"SMR"
2029,0,"SMR"
2030,0,"SMR"
2031,0,"SMR"
2032,0,"SMR"
2033,0,"SMR"
2034,0,"SMR"
2035,0,"SMR"
2036,0,"SMR"
2037,0,"SMR"
2038,0,"SMR"
2039,0,"SMR"
2040,0,"SMR"
2041,0,"SMR"
2042,0,"SMR"
2043,0,"SMR"
2044,0,"SMR"
2045,0,"SMR"
2046,0,"SMR"
2047,0,"SMR"
2048,0,"SMR"
2049,0,"SMR"
2050,0,"SMR"
2021,981766.9,"SOM"
2022,1572066.41674214,"SOM"
2023,2517290.83415672,"SOM"
2024,4030843.14774777,"SOM"
2025,6454437.54900418,"SOM"
2026,10335248.1222874,"SOM"
2027,16549444.1519114,"SOM"
2028,26500002.5637139,"SOM"
2029,42433457.5488287,"SOM"
2030,67947099.8245781,"SOM"
2031,108801135.737256,"SOM"
2032,174219167.091437,"SOM"
2033,278970600.594942,"SOM"
2034,446705131.792172,"SOM"
2035,715292128.79029,"SOM"
2036,1145370386.62762,"SOM"
2037,1834038527.42259,"SOM"
2038,2936776923.29234,"SOM"
2039,4702550447.12872,"SOM"
2040,7530017187.34536,"SOM"
2041,12057533349.0228,"SOM"
2042,19307274717.3968,"SOM"
2043,30916012937.5252,"SOM"
2044,49504648892.3682,"SOM"
2045,79269932604.4734,"SOM"
2046,126931962062.385,"SOM"
2047,203251377459.825,"SOM"
2048,325458787275.441,"SOM"
2049,521144916893.556,"SOM"
2050,834489757298.021,"SOM"
2021,5661641,"SRB"
2022,5873357.62924864,"SRB"
2023,6092991.38554586,"SRB"
2024,6320838.32924801,"SRB"
2025,6557205.59186569,"SRB"
2026,6802411.79006867,"SRB"
2027,7056787.45517258,"SRB"
2028,7320675.47868612,"SRB"
2029,7594431.57451958,"SRB"
2030,7878424.75847751,"SRB"
2031,8173037.84568207,"SRB"
2032,8478667.96659743,"SRB"
2033,8795727.10235091,"SRB"
2034,9124642.64007233,"SRB"
2035,9465857.94900035,"SRB"
2036,9819832.97813216,"SRB"
2037,10187044.8762223,"SRB"
2038,10567988.6349661,"SRB"
2039,10963177.7562356,"SRB"
2040,11373144.9442653,"SRB"
2041,11798442.823724,"SRB"
2042,12239644.684637,"SRB"
2043,12697345.2551664,"SRB"
2044,13172161.5032877,"SRB"
2045,13664733.4684468,"SRB"
2046,14175725.1243148,"SRB"
2047,14705825.2738078,"SRB"
2048,15255748.4775732,"SRB"
2049,15826236.0171995,"SRB"
2050,16418056.8944425,"SRB"
2021,1258775,"SSD"
2022,1533220.10603676,"SSD"
2023,1867501.256027,"SSD"
2024,2274664.23609422,"SSD"
2025,2770599.146998,"SSD"
2026,3374660.53738407,"SSD"
2027,4110422.74192456,"SSD"
2028,5006599.90246826,"SSD"
2029,6098166.57730415,"SSD"
2030,7427722.67187076,"SSD"
2031,9047155.9592281,"SSD"
2032,11019667.0724624,"SSD"
2033,13422235.9971644,"SSD"
2034,16348626.3222759,"SSD"
2035,19913044.4943657,"SSD"
2036,24254596.8828156,"SSD"
2037,29542718.5990741,"SSD"
2038,35983785.9371902,"SSD"
2039,43829170.4953013,"SSD"
2040,53385049.3013519,"SSD"
2041,65024353.7968235,"SSD"
2042,79201324.004161,"SSD"
2043,96469235.8744904,"SSD"
2044,117501993.649994,"SSD"
2045,143120429.912872,"SSD"
2046,174324339.71682,"SSD"
2047,212331498.977507,"SSD"
2048,258625189.868911,"SSD"
2049,315012087.970121,"SSD"
2050,383692770.288901,"SSD"
2021,1289683,"SUR"
2022,1289683,"SUR"
2023,1289683,"SUR"
2024,1289683,"SUR"
2025,1289683,"SUR"
2026,1289683,"SUR"
2027,1289683,"SUR"
2028,1289683,"SUR"
2029,1289683,"SUR"
2030,1289683,"SUR"
2031,1289683,"SUR"
2032,1289683,"SUR"
2033,1289683,"SUR"
2034,1289683,"SUR"
2035,1289683,"SUR"
2036,1289683,"SUR"
2037,1289683,"SUR"
2038,1289683,"SUR"
2039,1289683,"SUR"
2040,1289683,"SUR"
2041,1289683,"SUR"
2042,1289683,"SUR"
2043,1289683,"SUR"
2044,1289683,"SUR"
2045,1289683,"SUR"
2046,1289683,"SUR"
2047,1289683,"SUR"
2048,1289683,"SUR"
2049,1289683,"SUR"
2050,1289683,"SUR"
2021,11291190,"SVK"
2022,11298426.210905,"SVK"
2023,11305667.0592972,"SVK"
2024,11312912.5481485,"SVK"
2025,11320162.680433,"SVK"
2026,11327417.4591263,"SVK"
2027,11334676.8872064,"SVK"
2028,11341940.9676529,"SVK"
2029,11349209.7034473,"SVK"
2030,11356483.0975731,"SVK"
2031,11363761.1530158,"SVK"
2032,11371043.8727626,"SVK"
2033,11378331.2598027,"SVK"
2034,11385623.3171273,"SVK"
2035,11392920.0477295,"SVK"
2036,11400221.4546042,"SVK"
2037,11407527.5407483,"SVK"
2038,11414838.3091607,"SVK"
2039,11422153.762842,"SVK"
2040,11429473.904795,"SVK"
2041,11436798.7380241,"SVK"
2042,11444128.265536,"SVK"
2043,11451462.490339,"SVK"
2044,11458801.4154436,"SVK"
2045,11466145.0438619,"SVK"
2046,11473493.3786083,"SVK"
2047,11480846.4226989,"SVK"
2048,11488204.1791518,"SVK"
2049,11495566.6509869,"SVK"
2050,11502933.8412263,"SVK"
2021,6671039,"SVN"
2022,6904412.75719458,"SVN"
2023,7145950.6565186,"SVN"
2024,7395938.30513508,"SVN"
2025,7654671.30163662,"SVN"
2026,7922455.58557686,"SVN"
2027,8199607.79922952,"SVN"
2028,8486455.66200294,"SVN"
2029,8783338.35795282,"SVN"
2030,9090606.93685135,"SVN"
2031,9408624.729287,"SVN"
2032,9737767.77628575,"SVN"
2033,10078425.2739619,"SVN"
2034,10431000.0337241,"SVN"
2035,10795908.9585808,"SVN"
2036,11173583.5361083,"SVN"
2037,11564470.3486646,"SVN"
2038,11969031.601452,"SVN"
2039,12387745.6690524,"SVN"
2040,12821107.6610836,"SVN"
2041,13269630.0076421,"SVN"
2042,13733843.0652281,"SVN"
2043,14214295.7438667,"SVN"
2044,14711556.1561685,"SVN"
2045,15226212.2890953,"SVN"
2046,15758872.6992276,"SVN"
2047,16310167.2323535,"SVN"
2048,16880747.768232,"SVN"
2049,17471288.9914097,"SVN"
2050,18082489.1890037,"SVN"
2021,28054700,"SWE"
2022,28841368.0874806,"SWE"
2023,29650094.7490989,"SWE"
2024,30481498.5185169,"SWE"
2025,31336215.2733959,"SWE"
2026,32214898.7217308,"SWE"
2027,33118220.9018221,"SWE"
2028,34046872.6962663,"SWE"
2029,35001564.3603607,"SWE"
2030,35983026.0653225,"SWE"
2031,36992008.4567426,"SWE"
2032,38029283.2286963,"SWE"
2033,39095643.7139546,"SWE"
2034,40191905.4907435,"SWE"
2035,41318907.0065182,"SWE"
2036,42477510.2192279,"SWE"
2037,43668601.256562,"SWE"
2038,44893091.0936821,"SWE"
2039,46151916.2499574,"SWE"
2040,47446039.505238,"SWE"
2041,48776450.6362112,"SWE"
2042,50144167.1734074,"SWE"
2043,51550235.1794318,"SWE"
2044,52995730.0490179,"SWE"
2045,54481757.331516,"SWE"
2046,56009453.5764434,"SWE"
2047,57579987.2027454,"SWE"
2048,59194559.3924299,"SWE"
2049,60854405.0092605,"SWE"
2050,62560793.5432104,"SWE"
2021,1387022,"SWZ"
2022,1438988.99957482,"SWZ"
2023,1492903.02597748,"SWZ"
2024,1548837.02768489,"SWZ"
2025,1606866.68630542,"SWZ"
2026,1667070.51898004,"SWZ"
2027,1729529.98462011,"SWZ"
2028,1794329.59412551,"SWZ"
2029,1861557.02473223,"SWZ"
2030,1931303.23864431,"SWZ"
2031,2003662.60611034,"SWZ"
2032,2078733.03311137,"SWZ"
2033,2156616.09383273,"SWZ"
2034,2237417.16809921,"SWZ"
2035,2321245.58395945,"SWZ"
2036,2408214.76561242,"SWZ"
2037,2498442.38687629,"SWZ"
2038,2592050.53040718,"SWZ"
2039,2689165.85288338,"SWZ"
2040,2789919.75637835,"SWZ"
2041,2894448.56615461,"SWZ"
2042,3002893.71511886,"SWZ"
2043,3115401.93518804,"SWZ"
2044,3232125.45582528,"SWZ"
2045,3353222.2100142,"SWZ"
2046,3478856.0479505,"SWZ"
2047,3609196.95873973,"SWZ"
2048,3744421.3004014,"SWZ"
2049,3884712.03849056,"SWZ"
2050,4030258.99365964,"SWZ"
2021,29506.74,"SXM"
2022,35326.6072236165,"SXM"
2023,42294.3767400829,"SXM"
2024,50636.4591569442,"SXM"
2025,60623.9219863688,"SXM"
2026,72581.2977091885,"SXM"
2027,86897.1291289,"SXM"
2028,104036.594676218,"SXM"
2029,124556.62391065,"SXM"
2030,149123.994382004,"SXM"
2031,178536.997890985,"SXM"
2032,213751.380172072,"SXM"
2033,255911.396882364,"SXM"
2034,306386.995029282,"SXM"
2035,366818.328009925,"SXM"
2036,439169.050733167,"SXM"
2037,525790.126595453,"SXM"
2038,629496.219653312,"SXM"
2039,753657.154278784,"SXM"
2040,902307.414186561,"SXM"
2041,1080277.23889273,"SXM"
2042,1293349.57745168,"SXM"
2043,1548447.99952369,"SXM"
2044,1853861.66975302,"SXM"
2045,2219514.69577062,"SXM"
2046,2657288.60201206,"SXM"
2047,3181408.40781032,"SXM"
2048,3808904.85497979,"SXM"
2049,4560167.8045083,"SXM"
2050,5459608.78442167,"SXM"
2021,202741.3,"SYC"
2022,321923.977711337,"SYC"
2023,511168.900591491,"SYC"
2024,811662.575709754,"SYC"
2025,1288803.24300926,"SYC"
2026,2046433.8863212,"SYC"
2027,3249442.20446348,"SYC"
2028,5159646.10961843,"SYC"
2029,8192774.72913112,"SYC"
2030,13008946.0277448,"SYC"
2031,20656332.2376038,"SYC"
2032,32799279.8648147,"SYC"
2033,52080531.3971476,"SYC"
2034,82696381.1946058,"SYC"
2035,131309940.187325,"SYC"
2036,208501268.65193,"SYC"
2037,331069978.155854,"SYC"
2038,525691431.73462,"SYC"
2039,834722263.065182,"SYC"
2040,1325418704.57649,"SYC"
2041,2104573964.50684,"SYC"
2042,3341760273.02656,"SYC"
2043,5306233903.25719,"SYC"
2044,8425535028.15317,"SYC"
2045,13378535851.3992,"SYC"
2046,21243187634.8635,"SYC"
2047,33731121693.9201,"SYC"
2048,53560161981.6581,"SYC"
2049,85045821408.8541,"SYC"
2050,135040512789.779,"SYC"
2021,3009455,"SYR"
2022,2733896.17717053,"SYR"
2023,2483568.72176112,"SYR"
2024,2256162.33974691,"SYR"
2025,2049578.27769818,"SYR"
2026,1861909.9532011,"SYR"
2027,1691425.35884146,"SYR"
2028,1536551.07735652,"SYR"
2029,1395857.76042913,"SYR"
2030,1268046.93710689,"SYR"
2031,1151939.03009991,"SYR"
2032,1046462.46935862,"SYR"
2033,950643.802459904,"SYR"
2034,863598.710529311,"SYR"
2035,784523.84678471,"SYR"
2036,712689.422378415,"SYR"
2037,647432.471111952,"SYR"
2038,588150.730862908,"SYR"
2039,534297.085255023,"SYR"
2040,485374.514273204,"SYR"
2041,440931.507222242,"SYR"
2042,400557.895695043,"SYR"
2043,363881.068092445,"SYR"
2044,330562.530758115,"SYR"
2045,300294.783990931,"SYR"
2046,272798.484103286,"SYR"
2047,247819.865333719,"SYR"
2048,225128.397820459,"SYR"
2049,204514.660021126,"SYR"
2050,185788.405942965,"SYR"
2021,89322.47,"TCD"
2022,124590.618072214,"TCD"
2023,173784.067005943,"TCD"
2024,242401.092573611,"TCD"
2025,338110.913694238,"TCD"
2026,471610.869181363,"TCD"
2027,657822.042772443,"TCD"
2028,917556.969601772,"TCD"
2029,1279845.82109242,"TCD"
2030,1785181.06235805,"TCD"
2031,2490043.23245876,"TCD"
2032,3473213.68697677,"TCD"
2033,4844579.86839492,"TCD"
2034,6757417.25574237,"TCD"
2035,9425520.72804063,"TCD"
2036,13147100.0875709,"TCD"
2037,18338110.508674,"TCD"
2038,25578743.2048427,"TCD"
2039,35678272.504128,"TCD"
2040,49765507.1902759,"TCD"
2041,69414955.7162234,"TCD"
2042,96822806.5809158,"TCD"
2043,135052392.92423,"TCD"
2044,188376576.538483,"TCD"
2045,262755319.02843,"TCD"
2046,366501817.510353,"TCD"
2047,511211657.807993,"TCD"
2048,713058835.162296,"TCD"
2049,994603496.687045,"TCD"
2050,1387313454.15128,"TCD"
2021,13018890,"TGO"
2022,13384631.2429425,"TGO"
2023,13760647.2986216,"TGO"
