iso_code3,Nation,pop_lvst_initial_goats,Year
EST,Estonia,4000,2039
EST,Estonia,4000,2040
EST,Estonia,4000,2041
EST,Estonia,4000,2042
EST,Estonia,4000,2043
EST,Estonia,4000,2044
EST,Estonia,4000,2045
EST,Estonia,4000,2046
EST,Estonia,4000,2047
EST,Estonia,4000,2048
EST,Estonia,4000,2049
EST,Estonia,4000,2050
SWZ,Eswatini,252953,2023
SWZ,Eswatini,252953,2024
SWZ,Eswatini,252953,2025
SWZ,Eswatini,252953,2026
SWZ,Eswatini,252953,2027
SWZ,Eswatini,252953,2028
SWZ,Eswatini,252953,2029
SWZ,Eswatini,252953,2030
SWZ,Eswatini,252953,2031
SWZ,Eswatini,252953,2032
SWZ,Eswatini,252953,2033
SWZ,Eswatini,252953,2034
SWZ,Eswatini,252953,2035
SWZ,Eswatini,252953,2036
SWZ,Eswatini,252953,2037
SWZ,Eswatini,252953,2038
SWZ,Eswatini,252953,2039
SWZ,Eswatini,252953,2040
SWZ,Eswatini,252953,2041
SWZ,Eswatini,252953,2042
SWZ,Eswatini,252953,2043
SWZ,Eswatini,252953,2044
SWZ,Eswatini,252953,2045
SWZ,Eswatini,252953,2046
SWZ,Eswatini,252953,2047
SWZ,Eswatini,252953,2048
SWZ,Eswatini,252953,2049
SWZ,Eswatini,252953,2050
ETH,Ethiopia,49323166,2023
ETH,Ethiopia,49323166,2024
ETH,Ethiopia,49323166,2025
ETH,Ethiopia,49323166,2026
ETH,Ethiopia,49323166,2027
ETH,Ethiopia,49323166,2028
ETH,Ethiopia,49323166,2029
ETH,Ethiopia,49323166,2030
ETH,Ethiopia,49323166,2031
ETH,Ethiopia,49323166,2032
ETH,Ethiopia,49323166,2033
ETH,Ethiopia,49323166,2034
ETH,Ethiopia,49323166,2035
ETH,Ethiopia,49323166,2036
ETH,Ethiopia,49323166,2037
ETH,Ethiopia,49323166,2038
ETH,Ethiopia,49323166,2039
ETH,Ethiopia,49323166,2040
ETH,Ethiopia,49323166,2041
ETH,Ethiopia,49323166,2042
ETH,Ethiopia,49323166,2043
ETH,Ethiopia,49323166,2044
ETH,Ethiopia,49323166,2045
ETH,Ethiopia,49323166,2046
ETH,Ethiopia,49323166,2047
ETH,Ethiopia,49323166,2048
ETH,Ethiopia,49323166,2049
ETH,Ethiopia,49323166,2050
FJI,Fiji,267167,2023
FJI,Fiji,267167,2024
FJI,Fiji,267167,2025
FJI,Fiji,267167,2026
FJI,Fiji,267167,2027
FJI,Fiji,267167,2028
FJI,Fiji,267167,2029
FJI,Fiji,267167,2030
FJI,Fiji,267167,2031
FJI,Fiji,267167,2032
FJI,Fiji,267167,2033
FJI,Fiji,267167,2034
FJI,Fiji,267167,2035
FJI,Fiji,267167,2036
FJI,Fiji,267167,2037
FJI,Fiji,267167,2038
FJI,Fiji,267167,2039
FJI,Fiji,267167,2040
FJI,Fiji,267167,2041
FJI,Fiji,267167,2042
FJI,Fiji,267167,2043
FJI,Fiji,267167,2044
FJI,Fiji,267167,2045
FJI,Fiji,267167,2046
FJI,Fiji,267167,2047
FJI,Fiji,267167,2048
FJI,Fiji,267167,2049
FJI,Fiji,267167,2050
FIN,Finland,6300,2023
FIN,Finland,6300,2024
FIN,Finland,6300,2025
FIN,Finland,6300,2026
FIN,Finland,6300,2027
FIN,Finland,6300,2028
FIN,Finland,6300,2029
FIN,Finland,6300,2030
FIN,Finland,6300,2031
FIN,Finland,6300,2032
FIN,Finland,6300,2033
FIN,Finland,6300,2034
FIN,Finland,6300,2035
FIN,Finland,6300,2036
FIN,Finland,6300,2037
FIN,Finland,6300,2038
FIN,Finland,6300,2039
FIN,Finland,6300,2040
FIN,Finland,6300,2041
FIN,Finland,6300,2042
FIN,Finland,6300,2043
FIN,Finland,6300,2044
FIN,Finland,6300,2045
FIN,Finland,6300,2046
FIN,Finland,6300,2047
FIN,Finland,6300,2048
FIN,Finland,6300,2049
FIN,Finland,6300,2050
FRA,France,1310710,2023
FRA,France,1310710,2024
FRA,France,1310710,2025
FRA,France,1310710,2026
FRA,France,1310710,2027
FRA,France,1310710,2028
FRA,France,1310710,2029
FRA,France,1310710,2030
FRA,France,1310710,2031
FRA,France,1310710,2032
FRA,France,1310710,2033
FRA,France,1310710,2034
FRA,France,1310710,2035
FRA,France,1310710,2036
FRA,France,1310710,2037
FRA,France,1310710,2038
FRA,France,1310710,2039
FRA,France,1310710,2040
FRA,France,1310710,2041
FRA,France,1310710,2042
FRA,France,1310710,2043
FRA,France,1310710,2044
FRA,France,1310710,2045
FRA,France,1310710,2046
FRA,France,1310710,2047
FRA,France,1310710,2048
FRA,France,1310710,2049
FRA,France,1310710,2050
PYF,French Polynesia,16481,2023
PYF,French Polynesia,16481,2024
PYF,French Polynesia,16481,2025
PYF,French Polynesia,16481,2026
PYF,French Polynesia,16481,2027
PYF,French Polynesia,16481,2028
PYF,French Polynesia,16481,2029
PYF,French Polynesia,16481,2030
PYF,French Polynesia,16481,2031
PYF,French Polynesia,16481,2032
PYF,French Polynesia,16481,2033
PYF,French Polynesia,16481,2034
PYF,French Polynesia,16481,2035
PYF,French Polynesia,16481,2036
PYF,French Polynesia,16481,2037
PYF,French Polynesia,16481,2038
PYF,French Polynesia,16481,2039
PYF,French Polynesia,16481,2040
PYF,French Polynesia,16481,2041
PYF,French Polynesia,16481,2042
PYF,French Polynesia,16481,2043
PYF,French Polynesia,16481,2044
PYF,French Polynesia,16481,2045
PYF,French Polynesia,16481,2046
PYF,French Polynesia,16481,2047
PYF,French Polynesia,16481,2048
PYF,French Polynesia,16481,2049
PYF,French Polynesia,16481,2050
GAB,Gabon,119285,2023
GAB,Gabon,119285,2024
GAB,Gabon,119285,2025
GAB,Gabon,119285,2026
GAB,Gabon,119285,2027
GAB,Gabon,119285,2028
GAB,Gabon,119285,2029
GAB,Gabon,119285,2030
GAB,Gabon,119285,2031
GAB,Gabon,119285,2032
GAB,Gabon,119285,2033
GAB,Gabon,119285,2034
GAB,Gabon,119285,2035
GAB,Gabon,119285,2036
GAB,Gabon,119285,2037
GAB,Gabon,119285,2038
GAB,Gabon,119285,2039
GAB,Gabon,119285,2040
GAB,Gabon,119285,2041
GAB,Gabon,119285,2042
GAB,Gabon,119285,2043
GAB,Gabon,119285,2044
GAB,Gabon,119285,2045
GAB,Gabon,119285,2046
GAB,Gabon,119285,2047
GAB,Gabon,119285,2048
GAB,Gabon,119285,2049
GAB,Gabon,119285,2050
GMB,Gambia,405954,2023
GMB,Gambia,405954,2024
GMB,Gambia,405954,2025
GMB,Gambia,405954,2026
GMB,Gambia,405954,2027
GMB,Gambia,405954,2028
GMB,Gambia,405954,2029
GMB,Gambia,405954,2030
GMB,Gambia,405954,2031
GMB,Gambia,405954,2032
GMB,Gambia,405954,2033
GMB,Gambia,405954,2034
GMB,Gambia,405954,2035
GMB,Gambia,405954,2036
GMB,Gambia,405954,2037
GMB,Gambia,405954,2038
GMB,Gambia,405954,2039
GMB,Gambia,405954,2040
GMB,Gambia,405954,2041
GMB,Gambia,405954,2042
GMB,Gambia,405954,2043
GMB,Gambia,405954,2044
GMB,Gambia,405954,2045
GMB,Gambia,405954,2046
GMB,Gambia,405954,2047
GMB,Gambia,405954,2048
GMB,Gambia,405954,2049
GMB,Gambia,405954,2050
GEO,Georgia,52500,2023
GEO,Georgia,52500,2024
GEO,Georgia,52500,2025
GEO,Georgia,52500,2026
GEO,Georgia,52500,2027
GEO,Georgia,52500,2028
GEO,Georgia,52500,2029
GEO,Georgia,52500,2030
GEO,Georgia,52500,2031
GEO,Georgia,52500,2032
GEO,Georgia,52500,2033
GEO,Georgia,52500,2034
GEO,Georgia,52500,2035
GEO,Georgia,52500,2036
GEO,Georgia,52500,2037
GEO,Georgia,52500,2038
GEO,Georgia,52500,2039
GEO,Georgia,52500,2040
GEO,Georgia,52500,2041
GEO,Georgia,52500,2042
GEO,Georgia,52500,2043
GEO,Georgia,52500,2044
GEO,Georgia,52500,2045
GEO,Georgia,52500,2046
GEO,Georgia,52500,2047
GEO,Georgia,52500,2048
GEO,Georgia,52500,2049
GEO,Georgia,52500,2050
DEU,Germany,159000,2023
DEU,Germany,159000,2024
DEU,Germany,159000,2025
DEU,Germany,159000,2026
DEU,Germany,159000,2027
DEU,Germany,159000,2028
DEU,Germany,159000,2029
DEU,Germany,159000,2030
DEU,Germany,159000,2031
DEU,Germany,159000,2032
DEU,Germany,159000,2033
DEU,Germany,159000,2034
DEU,Germany,159000,2035
DEU,Germany,159000,2036
DEU,Germany,159000,2037
DEU,Germany,159000,2038
DEU,Germany,159000,2039
DEU,Germany,159000,2040
DEU,Germany,159000,2041
DEU,Germany,159000,2042
DEU,Germany,159000,2043
DEU,Germany,159000,2044
DEU,Germany,159000,2045
DEU,Germany,159000,2046
DEU,Germany,159000,2047
DEU,Germany,159000,2048
DEU,Germany,159000,2049
DEU,Germany,159000,2050
GHA,Ghana,8659280,2023
GHA,Ghana,8659280,2024
GHA,Ghana,8659280,2025
GHA,Ghana,8659280,2026
GHA,Ghana,8659280,2027
GHA,Ghana,8659280,2028
GHA,Ghana,8659280,2029
GHA,Ghana,8659280,2030
GHA,Ghana,8659280,2031
GHA,Ghana,8659280,2032
GHA,Ghana,8659280,2033
GHA,Ghana,8659280,2034
GHA,Ghana,8659280,2035
GHA,Ghana,8659280,2036
GHA,Ghana,8659280,2037
GHA,Ghana,8659280,2038
GHA,Ghana,8659280,2039
GHA,Ghana,8659280,2040
GHA,Ghana,8659280,2041
GHA,Ghana,8659280,2042
GHA,Ghana,8659280,2043
GHA,Ghana,8659280,2044
GHA,Ghana,8659280,2045
GHA,Ghana,8659280,2046
GHA,Ghana,8659280,2047
GHA,Ghana,8659280,2048
GHA,Ghana,8659280,2049
GHA,Ghana,8659280,2050
GRC,Greece,2960900,2023
GRC,Greece,2960900,2024
GRC,Greece,2960900,2025
GRC,Greece,2960900,2026
GRC,Greece,2960900,2027
GRC,Greece,2960900,2028
GRC,Greece,2960900,2029
GRC,Greece,2960900,2030
GRC,Greece,2960900,2031
GRC,Greece,2960900,2032
GRC,Greece,2960900,2033
GRC,Greece,2960900,2034
GRC,Greece,2960900,2035
GRC,Greece,2960900,2036
GRC,Greece,2960900,2037
GRC,Greece,2960900,2038
GRC,Greece,2960900,2039
GRC,Greece,2960900,2040
GRC,Greece,2960900,2041
GRC,Greece,2960900,2042
GRC,Greece,2960900,2043
GRC,Greece,2960900,2044
GRC,Greece,2960900,2045
GRC,Greece,2960900,2046
GRC,Greece,2960900,2047
GRC,Greece,2960900,2048
GRC,Greece,2960900,2049
GRC,Greece,2960900,2050
GRD,Grenada,6849,2023
GRD,Grenada,6849,2024
GRD,Grenada,6849,2025
GRD,Grenada,6849,2026
GRD,Grenada,6849,2027
GRD,Grenada,6849,2028
GRD,Grenada,6849,2029
GRD,Grenada,6849,2030
GRD,Grenada,6849,2031
GRD,Grenada,6849,2032
GRD,Grenada,6849,2033
GRD,Grenada,6849,2034
GRD,Grenada,6849,2035
GRD,Grenada,6849,2036
GRD,Grenada,6849,2037
GRD,Grenada,6849,2038
GRD,Grenada,6849,2039
GRD,Grenada,6849,2040
GRD,Grenada,6849,2041
GRD,Grenada,6849,2042
GRD,Grenada,6849,2043
GRD,Grenada,6849,2044
GRD,Grenada,6849,2045
GRD,Grenada,6849,2046
GRD,Grenada,6849,2047
GRD,Grenada,6849,2048
GRD,Grenada,6849,2049
GRD,Grenada,6849,2050
GTM,Guatemala,115762,2023
GTM,Guatemala,115762,2024
GTM,Guatemala,115762,2025
GTM,Guatemala,115762,2026
GTM,Guatemala,115762,2027
GTM,Guatemala,115762,2028
GTM,Guatemala,115762,2029
GTM,Guatemala,115762,2030
GTM,Guatemala,115762,2031
GTM,Guatemala,115762,2032
GTM,Guatemala,115762,2033
GTM,Guatemala,115762,2034
GTM,Guatemala,115762,2035
GTM,Guatemala,115762,2036
GTM,Guatemala,115762,2037
GTM,Guatemala,115762,2038
GTM,Guatemala,115762,2039
GTM,Guatemala,115762,2040
GTM,Guatemala,115762,2041
GTM,Guatemala,115762,2042
GTM,Guatemala,115762,2043
GTM,Guatemala,115762,2044
GTM,Guatemala,115762,2045
GTM,Guatemala,115762,2046
GTM,Guatemala,115762,2047
GTM,Guatemala,115762,2048
GTM,Guatemala,115762,2049
GTM,Guatemala,115762,2050
GIN,Guinea,4212916,2023
GIN,Guinea,4212916,2024
GIN,Guinea,4212916,2025
GIN,Guinea,4212916,2026
GIN,Guinea,4212916,2027
GIN,Guinea,4212916,2028
GIN,Guinea,4212916,2029
GIN,Guinea,4212916,2030
GIN,Guinea,4212916,2031
GIN,Guinea,4212916,2032
GIN,Guinea,4212916,2033
GIN,Guinea,4212916,2034
GIN,Guinea,4212916,2035
GIN,Guinea,4212916,2036
GIN,Guinea,4212916,2037
GIN,Guinea,4212916,2038
GIN,Guinea,4212916,2039
GIN,Guinea,4212916,2040
GIN,Guinea,4212916,2041
GIN,Guinea,4212916,2042
GIN,Guinea,4212916,2043
GIN,Guinea,4212916,2044
GIN,Guinea,4212916,2045
GIN,Guinea,4212916,2046
GIN,Guinea,4212916,2047
GIN,Guinea,4212916,2048
GIN,Guinea,4212916,2049
GIN,Guinea,4212916,2050
GNB,Guinea-Bissau,811669,2023
GNB,Guinea-Bissau,811669,2024
GNB,Guinea-Bissau,811669,2025
GNB,Guinea-Bissau,811669,2026
GNB,Guinea-Bissau,811669,2027
GNB,Guinea-Bissau,811669,2028
GNB,Guinea-Bissau,811669,2029
GNB,Guinea-Bissau,811669,2030
GNB,Guinea-Bissau,811669,2031
GNB,Guinea-Bissau,811669,2032
GNB,Guinea-Bissau,811669,2033
GNB,Guinea-Bissau,811669,2034
GNB,Guinea-Bissau,811669,2035
GNB,Guinea-Bissau,811669,2036
GNB,Guinea-Bissau,811669,2037
GNB,Guinea-Bissau,811669,2038
GNB,Guinea-Bissau,811669,2039
GNB,Guinea-Bissau,811669,2040
GNB,Guinea-Bissau,811669,2041
GNB,Guinea-Bissau,811669,2042
GNB,Guinea-Bissau,811669,2043
GNB,Guinea-Bissau,811669,2044
GNB,Guinea-Bissau,811669,2045
GNB,Guinea-Bissau,811669,2046
GNB,Guinea-Bissau,811669,2047
GNB,Guinea-Bissau,811669,2048
GNB,Guinea-Bissau,811669,2049
GNB,Guinea-Bissau,811669,2050
GUY,Guyana,83113,2023
GUY,Guyana,83113,2024
GUY,Guyana,83113,2025
GUY,Guyana,83113,2026
GUY,Guyana,83113,2027
GUY,Guyana,83113,2028
GUY,Guyana,83113,2029
GUY,Guyana,83113,2030
GUY,Guyana,83113,2031
GUY,Guyana,83113,2032
GUY,Guyana,83113,2033
GUY,Guyana,83113,2034
GUY,Guyana,83113,2035
GUY,Guyana,83113,2036
GUY,Guyana,83113,2037
GUY,Guyana,83113,2038
GUY,Guyana,83113,2039
GUY,Guyana,83113,2040
GUY,Guyana,83113,2041
GUY,Guyana,83113,2042
GUY,Guyana,83113,2043
GUY,Guyana,83113,2044
GUY,Guyana,83113,2045
GUY,Guyana,83113,2046
GUY,Guyana,83113,2047
GUY,Guyana,83113,2048
GUY,Guyana,83113,2049
GUY,Guyana,83113,2050
HTI,Haiti,1836790,2023
HTI,Haiti,1836790,2024
HTI,Haiti,1836790,2025
HTI,Haiti,1836790,2026
HTI,Haiti,1836790,2027
HTI,Haiti,1836790,2028
HTI,Haiti,1836790,2029
HTI,Haiti,1836790,2030
HTI,Haiti,1836790,2031
HTI,Haiti,1836790,2032
HTI,Haiti,1836790,2033
HTI,Haiti,1836790,2034
HTI,Haiti,1836790,2035
HTI,Haiti,1836790,2036
HTI,Haiti,1836790,2037
HTI,Haiti,1836790,2038
HTI,Haiti,1836790,2039
HTI,Haiti,1836790,2040
HTI,Haiti,1836790,2041
HTI,Haiti,1836790,2042
HTI,Haiti,1836790,2043
HTI,Haiti,1836790,2044
HTI,Haiti,1836790,2045
HTI,Haiti,1836790,2046
HTI,Haiti,1836790,2047
HTI,Haiti,1836790,2048
HTI,Haiti,1836790,2049
HTI,Haiti,1836790,2050
HND,Honduras,24898,2023
HND,Honduras,24898,2024
HND,Honduras,24898,2025
HND,Honduras,24898,2026
HND,Honduras,24898,2027
HND,Honduras,24898,2028
HND,Honduras,24898,2029
HND,Honduras,24898,2030
HND,Honduras,24898,2031
HND,Honduras,24898,2032
HND,Honduras,24898,2033
HND,Honduras,24898,2034
HND,Honduras,24898,2035
HND,Honduras,24898,2036
HND,Honduras,24898,2037
HND,Honduras,24898,2038
HND,Honduras,24898,2039
HND,Honduras,24898,2040
HND,Honduras,24898,2041
HND,Honduras,24898,2042
HND,Honduras,24898,2043
HND,Honduras,24898,2044
HND,Honduras,24898,2045
HND,Honduras,24898,2046
HND,Honduras,24898,2047
HND,Honduras,24898,2048
HND,Honduras,24898,2049
HND,Honduras,24898,2050
HUN,Hungary,41000,2023
HUN,Hungary,41000,2024
HUN,Hungary,41000,2025
HUN,Hungary,41000,2026
HUN,Hungary,41000,2027
HUN,Hungary,41000,2028
HUN,Hungary,41000,2029
HUN,Hungary,41000,2030
HUN,Hungary,41000,2031
HUN,Hungary,41000,2032
HUN,Hungary,41000,2033
HUN,Hungary,41000,2034
HUN,Hungary,41000,2035
HUN,Hungary,41000,2036
HUN,Hungary,41000,2037
HUN,Hungary,41000,2038
HUN,Hungary,41000,2039
HUN,Hungary,41000,2040
HUN,Hungary,41000,2041
HUN,Hungary,41000,2042
HUN,Hungary,41000,2043
HUN,Hungary,41000,2044
HUN,Hungary,41000,2045
HUN,Hungary,41000,2046
HUN,Hungary,41000,2047
HUN,Hungary,41000,2048
HUN,Hungary,41000,2049
HUN,Hungary,41000,2050
ISL,Iceland,1875,2023
ISL,Iceland,1875,2024
ISL,Iceland,1875,2025
ISL,Iceland,1875,2026
ISL,Iceland,1875,2027
ISL,Iceland,1875,2028
ISL,Iceland,1875,2029
ISL,Iceland,1875,2030
ISL,Iceland,1875,2031
ISL,Iceland,1875,2032
ISL,Iceland,1875,2033
ISL,Iceland,1875,2034
ISL,Iceland,1875,2035
ISL,Iceland,1875,2036
ISL,Iceland,1875,2037
ISL,Iceland,1875,2038
ISL,Iceland,1875,2039
ISL,Iceland,1875,2040
ISL,Iceland,1875,2041
ISL,Iceland,1875,2042
ISL,Iceland,1875,2043
ISL,Iceland,1875,2044
ISL,Iceland,1875,2045
ISL,Iceland,1875,2046
ISL,Iceland,1875,2047
ISL,Iceland,1875,2048
ISL,Iceland,1875,2049
ISL,Iceland,1875,2050
IND,India,149994093,2023
IND,India,149994093,2024
IND,India,149994093,2025
IND,India,149994093,2026
IND,India,149994093,2027
IND,India,149994093,2028
IND,India,149994093,2029
IND,India,149994093,2030
IND,India,149994093,2031
IND,India,149994093,2032
IND,India,149994093,2033
IND,India,149994093,2034
IND,India,149994093,2035
IND,India,149994093,2036
IND,India,149994093,2037
IND,India,149994093,2038
IND,India,149994093,2039
IND,India,149994093,2040
IND,India,149994093,2041
IND,India,149994093,2042
IND,India,149994093,2043
IND,India,149994093,2044
IND,India,149994093,2045
IND,India,149994093,2046
IND,India,149994093,2047
IND,India,149994093,2048
IND,India,149994093,2049
IND,India,149994093,2050
IDN,Indonesia,19397960,2023
IDN,Indonesia,19397960,2024
IDN,Indonesia,19397960,2025
IDN,Indonesia,19397960,2026
IDN,Indonesia,19397960,2027
IDN,Indonesia,19397960,2028
IDN,Indonesia,19397960,2029
IDN,Indonesia,19397960,2030
IDN,Indonesia,19397960,2031
IDN,Indonesia,19397960,2032
IDN,Indonesia,19397960,2033
IDN,Indonesia,19397960,2034
IDN,Indonesia,19397960,2035
IDN,Indonesia,19397960,2036
IDN,Indonesia,19397960,2037
IDN,Indonesia,19397960,2038
IDN,Indonesia,19397960,2039
IDN,Indonesia,19397960,2040
IDN,Indonesia,19397960,2041
IDN,Indonesia,19397960,2042
IDN,Indonesia,19397960,2043
IDN,Indonesia,19397960,2044
IDN,Indonesia,19397960,2045
IDN,Indonesia,19397960,2046
IDN,Indonesia,19397960,2047
IDN,Indonesia,19397960,2048
IDN,Indonesia,19397960,2049
IDN,Indonesia,19397960,2050
IRN,Iran (Islamic Republic of),18309000,2023
IRN,Iran (Islamic Republic of),18309000,2024
IRN,Iran (Islamic Republic of),18309000,2025
IRN,Iran (Islamic Republic of),18309000,2026
IRN,Iran (Islamic Republic of),18309000,2027
IRN,Iran (Islamic Republic of),18309000,2028
IRN,Iran (Islamic Republic of),18309000,2029
IRN,Iran (Islamic Republic of),18309000,2030
IRN,Iran (Islamic Republic of),18309000,2031
IRN,Iran (Islamic Republic of),18309000,2032
IRN,Iran (Islamic Republic of),18309000,2033
IRN,Iran (Islamic Republic of),18309000,2034
IRN,Iran (Islamic Republic of),18309000,2035
IRN,Iran (Islamic Republic of),18309000,2036
IRN,Iran (Islamic Republic of),18309000,2037
IRN,Iran (Islamic Republic of),18309000,2038
IRN,Iran (Islamic Republic of),18309000,2039
IRN,Iran (Islamic Republic of),18309000,2040
IRN,Iran (Islamic Republic of),18309000,2041
IRN,Iran (Islamic Republic of),18309000,2042
IRN,Iran (Islamic Republic of),18309000,2043
IRN,Iran (Islamic Republic of),18309000,2044
IRN,Iran (Islamic Republic of),18309000,2045
IRN,Iran (Islamic Republic of),18309000,2046
IRN,Iran (Islamic Republic of),18309000,2047
IRN,Iran (Islamic Republic of),18309000,2048
IRN,Iran (Islamic Republic of),18309000,2049
IRN,Iran (Islamic Republic of),18309000,2050
IRQ,Iraq,1400824,2023
IRQ,Iraq,1400824,2024
IRQ,Iraq,1400824,2025
IRQ,Iraq,1400824,2026
IRQ,Iraq,1400824,2027
IRQ,Iraq,1400824,2028
IRQ,Iraq,1400824,2029
IRQ,Iraq,1400824,2030
IRQ,Iraq,1400824,2031
IRQ,Iraq,1400824,2032
IRQ,Iraq,1400824,2033
IRQ,Iraq,1400824,2034
IRQ,Iraq,1400824,2035
IRQ,Iraq,1400824,2036
IRQ,Iraq,1400824,2037
IRQ,Iraq,1400824,2038
IRQ,Iraq,1400824,2039
IRQ,Iraq,1400824,2040
IRQ,Iraq,1400824,2041
IRQ,Iraq,1400824,2042
IRQ,Iraq,1400824,2043
IRQ,Iraq,1400824,2044
IRQ,Iraq,1400824,2045
IRQ,Iraq,1400824,2046
IRQ,Iraq,1400824,2047
IRQ,Iraq,1400824,2048
IRQ,Iraq,1400824,2049
IRQ,Iraq,1400824,2050
IRL,Ireland,9240,2023
IRL,Ireland,9240,2024
IRL,Ireland,9240,2025
IRL,Ireland,9240,2026
IRL,Ireland,9240,2027
IRL,Ireland,9240,2028
IRL,Ireland,9240,2029
IRL,Ireland,9240,2030
IRL,Ireland,9240,2031
IRL,Ireland,9240,2032
IRL,Ireland,9240,2033
IRL,Ireland,9240,2034
IRL,Ireland,9240,2035
IRL,Ireland,9240,2036
IRL,Ireland,9240,2037
IRL,Ireland,9240,2038
IRL,Ireland,9240,2039
IRL,Ireland,9240,2040
IRL,Ireland,9240,2041
IRL,Ireland,9240,2042
IRL,Ireland,9240,2043
IRL,Ireland,9240,2044
IRL,Ireland,9240,2045
IRL,Ireland,9240,2046
IRL,Ireland,9240,2047
IRL,Ireland,9240,2048
IRL,Ireland,9240,2049
IRL,Ireland,9240,2050
ISR,Israel,144500,2023
ISR,Israel,144500,2024
ISR,Israel,144500,2025
ISR,Israel,144500,2026
ISR,Israel,144500,2027
ISR,Israel,144500,2028
ISR,Israel,144500,2029
ISR,Israel,144500,2030
ISR,Israel,144500,2031
ISR,Israel,144500,2032
ISR,Israel,144500,2033
ISR,Israel,144500,2034
ISR,Israel,144500,2035
ISR,Israel,144500,2036
ISR,Israel,144500,2037
ISR,Israel,144500,2038
ISR,Israel,144500,2039
ISR,Israel,144500,2040
ISR,Israel,144500,2041
ISR,Israel,144500,2042
ISR,Israel,144500,2043
ISR,Israel,144500,2044
ISR,Israel,144500,2045
ISR,Israel,144500,2046
ISR,Israel,144500,2047
ISR,Israel,144500,2048
ISR,Israel,144500,2049
ISR,Israel,144500,2050
ITA,Italy,1010000,2023
ITA,Italy,1010000,2024
ITA,Italy,1010000,2025
ITA,Italy,1010000,2026
ITA,Italy,1010000,2027
ITA,Italy,1010000,2028
ITA,Italy,1010000,2029
ITA,Italy,1010000,2030
ITA,Italy,1010000,2031
ITA,Italy,1010000,2032
ITA,Italy,1010000,2033
ITA,Italy,1010000,2034
ITA,Italy,1010000,2035
ITA,Italy,1010000,2036
ITA,Italy,1010000,2037
ITA,Italy,1010000,2038
ITA,Italy,1010000,2039
ITA,Italy,1010000,2040
ITA,Italy,1010000,2041
ITA,Italy,1010000,2042
ITA,Italy,1010000,2043
ITA,Italy,1010000,2044
ITA,Italy,1010000,2045
ITA,Italy,1010000,2046
ITA,Italy,1010000,2047
ITA,Italy,1010000,2048
ITA,Italy,1010000,2049
ITA,Italy,1010000,2050
JAM,Jamaica,587454,2023
JAM,Jamaica,587454,2024
JAM,Jamaica,587454,2025
JAM,Jamaica,587454,2026
JAM,Jamaica,587454,2027
JAM,Jamaica,587454,2028
JAM,Jamaica,587454,2029
JAM,Jamaica,587454,2030
JAM,Jamaica,587454,2031
JAM,Jamaica,587454,2032
JAM,Jamaica,587454,2033
JAM,Jamaica,587454,2034
JAM,Jamaica,587454,2035
JAM,Jamaica,587454,2036
JAM,Jamaica,587454,2037
JAM,Jamaica,587454,2038
JAM,Jamaica,587454,2039
JAM,Jamaica,587454,2040
JAM,Jamaica,587454,2041
JAM,Jamaica,587454,2042
JAM,Jamaica,587454,2043
JAM,Jamaica,587454,2044
JAM,Jamaica,587454,2045
JAM,Jamaica,587454,2046
JAM,Jamaica,587454,2047
JAM,Jamaica,587454,2048
JAM,Jamaica,587454,2049
JAM,Jamaica,587454,2050
JPN,Japan,16547,2023
JPN,Japan,16547,2024
JPN,Japan,16547,2025
JPN,Japan,16547,2026
JPN,Japan,16547,2027
JPN,Japan,16547,2028
JPN,Japan,16547,2029
JPN,Japan,16547,2030
JPN,Japan,16547,2031
JPN,Japan,16547,2032
JPN,Japan,16547,2033
JPN,Japan,16547,2034
JPN,Japan,16547,2035
JPN,Japan,16547,2036
JPN,Japan,16547,2037
JPN,Japan,16547,2038
JPN,Japan,16547,2039
JPN,Japan,16547,2040
JPN,Japan,16547,2041
JPN,Japan,16547,2042
JPN,Japan,16547,2043
JPN,Japan,16547,2044
JPN,Japan,16547,2045
JPN,Japan,16547,2046
JPN,Japan,16547,2047
JPN,Japan,16547,2048
JPN,Japan,16547,2049
JPN,Japan,16547,2050
JOR,Jordan,733210,2023
JOR,Jordan,733210,2024
JOR,Jordan,733210,2025
JOR,Jordan,733210,2026
JOR,Jordan,733210,2027
JOR,Jordan,733210,2028
JOR,Jordan,733210,2029
JOR,Jordan,733210,2030
JOR,Jordan,733210,2031
JOR,Jordan,733210,2032
JOR,Jordan,733210,2033
JOR,Jordan,733210,2034
JOR,Jordan,733210,2035
JOR,Jordan,733210,2036
JOR,Jordan,733210,2037
JOR,Jordan,733210,2038
JOR,Jordan,733210,2039
JOR,Jordan,733210,2040
JOR,Jordan,733210,2041
JOR,Jordan,733210,2042
JOR,Jordan,733210,2043
JOR,Jordan,733210,2044
JOR,Jordan,733210,2045
JOR,Jordan,733210,2046
JOR,Jordan,733210,2047
JOR,Jordan,733210,2048
JOR,Jordan,733210,2049
JOR,Jordan,733210,2050
KAZ,Kazakhstan,2302680,2023
KAZ,Kazakhstan,2302680,2024
KAZ,Kazakhstan,2302680,2025
KAZ,Kazakhstan,2302680,2026
KAZ,Kazakhstan,2302680,2027
KAZ,Kazakhstan,2302680,2028
KAZ,Kazakhstan,2302680,2029
KAZ,Kazakhstan,2302680,2030
KAZ,Kazakhstan,2302680,2031
KAZ,Kazakhstan,2302680,2032
KAZ,Kazakhstan,2302680,2033
