,Nation,Year,frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass
880,Brazil,2011,0.0,0.04953123097528309,0.8746134177523439,0.016510410325094364,0.016510410325094364,0.0,0.0,0.023669791793498117,0.01916473882868623
881,Brazil,2012,0.0,0.04280565566953146,0.8875797061269753,0.014268551889843823,0.014268551889843823,0.0,0.0,0.022964605858977912,0.01811292856482765
882,Brazil,2013,0.0,0.039621386770704016,0.8956596914346514,0.013207128923568007,0.013207128923568007,0.0,0.0,0.020970030147189216,0.017334633800319205
883,Brazil,2014,0.0,0.03894604767879547,0.8993935591802591,0.012982015892931825,0.012982015892931825,0.0,0.0,0.019155165202843993,0.016541196152237553
884,Brazil,2015,0.0,0.036680947580645155,0.9089381720430108,0.01222698252688172,0.01222698252688172,0.0,0.0,0.01383988575268817,0.016087029569892473
885,Brazil,2016,0.0,0.03686257655528097,0.9069302675405607,0.012287525518426988,0.012287525518426988,0.0,0.0,0.015944987643709035,0.01568711722359514
886,Brazil,2017,0.0,0.03723827874116891,0.9101049025904517,0.012412759580389638,0.012412759580389638,0.0,0.0,0.012095910939841576,0.01573538856775851
887,Brazil,2018,0.0,0.0365933650086196,0.9106294411974939,0.012197788336206534,0.012197788336206534,0.0,0.0,0.01341294201740739,0.014968675104065928
888,Brazil,2019,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
889,Brazil,2020,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
890,Brazil,2021,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
891,Brazil,2022,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
892,Brazil,2023,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
893,Brazil,2024,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
894,Brazil,2025,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
895,Brazil,2026,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
896,Brazil,2027,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
897,Brazil,2028,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
898,Brazil,2029,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
899,Brazil,2030,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
900,Brazil,2031,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
901,Brazil,2032,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
902,Brazil,2033,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
903,Brazil,2034,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
904,Brazil,2035,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
905,Brazil,2036,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
906,Brazil,2037,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
907,Brazil,2038,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
908,Brazil,2039,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
909,Brazil,2040,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
910,Brazil,2041,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
911,Brazil,2042,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
912,Brazil,2043,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
913,Brazil,2044,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
914,Brazil,2045,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
915,Brazil,2046,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
916,Brazil,2047,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
917,Brazil,2048,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
918,Brazil,2049,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
919,Brazil,2050,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577
